county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Daviess,BARR 1,Registered Voters,,,,,,,1202
Daviess,BARR 1,Ballots Cast,,,,382,93,436,911
Daviess,BARR 1,President,,REP,Donald J Trump,342,54,377,773
Daviess,BARR 1,President,,DEM,Joseph R Biden,31,37,51,119
Daviess,BARR 1,President,,LIB,Jo Jorgensen,5,1,3,9
Daviess,BARR 1,President,,,Write-In,1,1,0,2
Daviess,BARR 1,Governor,,REP,Eric Holcomb,259,66,318,643
Daviess,BARR 1,Governor,,DEM,Woodrow (Woody) Myers,20,22,34,76
Daviess,BARR 1,Governor,,LIB,Donald G Rainwater II,91,2,79,172
Daviess,BARR 1,Attorney General,,REP,Todd Rokita,311,50,350,711
Daviess,BARR 1,Attorney General,,DEM,Jonathan Weinzapfel,38,41,63,142
Daviess,BARR 1,U.S. House,8,REP,Larry d Bucshon,346,61,378,785
Daviess,BARR 1,U.S. House,8,DEM,E. Thomasina Marsili,18,27,44,89
Daviess,BARR 1,U.S. House,8,LIB,James D. Rodenberger,6,3,8,17
Daviess,BARR 1,U.S. House,9,,Write-In,0,0,0,0
Daviess,BARR 1,State Representative,63,REP,Shane M Lindauer,333,54,371,758
Daviess,BARR 1,State Representative,63,DEM,Teresa Kendall,30,37,54,121
Daviess,BARR 2,Registered Voters,,,,,,,933
Daviess,BARR 2,Ballots Cast,,,,391,77,238,706
Daviess,BARR 2,President,,REP,Donald J Trump,352,53,219,624
Daviess,BARR 2,President,,DEM,Joseph R Biden,25,23,17,65
Daviess,BARR 2,President,,LIB,Jo Jorgensen,7,1,0,8
Daviess,BARR 2,President,,,Write-In,0,0,0,0
Daviess,BARR 2,Governor,,REP,Eric Holcomb,229,53,167,449
Daviess,BARR 2,Governor,,DEM,Woodrow (Woody) Myers,19,19,16,54
Daviess,BARR 2,Governor,,LIB,Donald G Rainwater II,133,3,47,183
Daviess,BARR 2,Attorney General,,REP,Todd Rokita,323,52,210,585
Daviess,BARR 2,Attorney General,,DEM,Jonathan Weinzapfel,35,23,16,74
Daviess,BARR 2,U.S. House,8,REP,Larry d Bucshon,339,52,214,605
Daviess,BARR 2,U.S. House,8,DEM,E. Thomasina Marsili,22,17,14,53
Daviess,BARR 2,U.S. House,8,LIB,James D. Rodenberger,8,3,3,14
Daviess,BARR 2,U.S. House,9,,Write-In,0,0,0,0
Daviess,BARR 2,State Representative,63,REP,Shane M Lindauer,335,52,215,602
Daviess,BARR 2,State Representative,63,DEM,Teresa Kendall,29,18,16,63
Daviess,BOGARD,Registered Voters,,,,,,,307
Daviess,BOGARD,Ballots Cast,,,,125,28,48,201
Daviess,BOGARD,President,,REP,Donald J Trump,116,21,45,182
Daviess,BOGARD,President,,DEM,Joseph R Biden,6,6,3,15
Daviess,BOGARD,President,,LIB,Jo Jorgensen,0,1,0,1
Daviess,BOGARD,President,,,Write-In,0,0,0,0
Daviess,BOGARD,Governor,,REP,Eric Holcomb,86,20,35,141
Daviess,BOGARD,Governor,,DEM,Woodrow (Woody) Myers,6,7,4,17
Daviess,BOGARD,Governor,,LIB,Donald G Rainwater II,31,0,9,40
Daviess,BOGARD,Attorney General,,REP,Todd Rokita,113,20,41,174
Daviess,BOGARD,Attorney General,,DEM,Jonathan Weinzapfel,7,6,5,18
Daviess,BOGARD,U.S. House,8,REP,Larry d Bucshon,113,22,43,178
Daviess,BOGARD,U.S. House,8,DEM,E. Thomasina Marsili,6,5,3,14
Daviess,BOGARD,U.S. House,8,LIB,James D. Rodenberger,1,0,2,3
Daviess,BOGARD,U.S. House,9,,Write-In,0,0,0,0
Daviess,BOGARD,State Representative,63,REP,Shane M Lindauer,112,20,41,173
Daviess,BOGARD,State Representative,63,DEM,Teresa Kendall,7,7,7,21
Daviess,ELMORE 1,Registered Voters,,,,,,,429
Daviess,ELMORE 1,Ballots Cast,,,,207,35,75,317
Daviess,ELMORE 1,President,,REP,Donald J Trump,191,18,63,272
Daviess,ELMORE 1,President,,DEM,Joseph R Biden,15,13,12,40
Daviess,ELMORE 1,President,,LIB,Jo Jorgensen,0,1,0,1
Daviess,ELMORE 1,President,,,Write-In,0,1,0,1
Daviess,ELMORE 1,Governor,,REP,Eric Holcomb,156,23,59,238
Daviess,ELMORE 1,Governor,,DEM,Woodrow (Woody) Myers,5,8,6,19
Daviess,ELMORE 1,Governor,,LIB,Donald G Rainwater II,44,3,10,57
Daviess,ELMORE 1,Attorney General,,REP,Todd Rokita,173,20,61,254
Daviess,ELMORE 1,Attorney General,,DEM,Jonathan Weinzapfel,26,14,11,51
Daviess,ELMORE 1,U.S. House,8,REP,Larry d Bucshon,186,23,62,271
Daviess,ELMORE 1,U.S. House,8,DEM,E. Thomasina Marsili,12,11,9,32
Daviess,ELMORE 1,U.S. House,8,LIB,James D. Rodenberger,6,1,2,9
Daviess,ELMORE 1,U.S. House,9,,Write-In,0,0,0,0
Daviess,ELMORE 1,State Representative,62,REP,Jeff Ellington,175,22,62,259
Daviess,ELMORE 1,State Representative,62,DEM,Alyssa Bailey,26,12,11,49
Daviess,ELMORE 2,Registered Voters,,,,,,,273
Daviess,ELMORE 2,Ballots Cast,,,,127,13,21,161
Daviess,ELMORE 2,President,,REP,Donald J Trump,106,9,12,127
Daviess,ELMORE 2,President,,DEM,Joseph R Biden,13,2,8,23
Daviess,ELMORE 2,President,,LIB,Jo Jorgensen,5,1,1,7
Daviess,ELMORE 2,President,,,Write-In,1,1,0,2
Daviess,ELMORE 2,Governor,,REP,Eric Holcomb,87,11,16,114
Daviess,ELMORE 2,Governor,,DEM,Woodrow (Woody) Myers,11,1,4,16
Daviess,ELMORE 2,Governor,,LIB,Donald G Rainwater II,28,1,1,30
Daviess,ELMORE 2,Attorney General,,REP,Todd Rokita,97,12,15,124
Daviess,ELMORE 2,Attorney General,,DEM,Jonathan Weinzapfel,24,0,5,29
Daviess,ELMORE 2,U.S. House,8,REP,Larry d Bucshon,107,10,17,134
Daviess,ELMORE 2,U.S. House,8,DEM,E. Thomasina Marsili,11,3,4,18
Daviess,ELMORE 2,U.S. House,8,LIB,James D. Rodenberger,9,0,0,9
Daviess,ELMORE 2,U.S. House,9,,Write-In,0,0,0,0
Daviess,ELMORE 2,State Representative,62,REP,Jeff Ellington,103,9,11,123
Daviess,ELMORE 2,State Representative,62,DEM,Alyssa Bailey,21,4,9,34
Daviess,HARRISON,Registered Voters,,,,,,,470
Daviess,HARRISON,Ballots Cast,,,,213,32,133,378
Daviess,HARRISON,President,,REP,Donald J Trump,191,23,113,327
Daviess,HARRISON,President,,DEM,Joseph R Biden,17,8,17,42
Daviess,HARRISON,President,,LIB,Jo Jorgensen,3,0,2,5
Daviess,HARRISON,President,,,Write-In,2,0,0,2
Daviess,HARRISON,Governor,,REP,Eric Holcomb,133,25,99,257
Daviess,HARRISON,Governor,,DEM,Woodrow (Woody) Myers,14,6,12,32
Daviess,HARRISON,Governor,,LIB,Donald G Rainwater II,62,0,20,82
Daviess,HARRISON,Attorney General,,REP,Todd Rokita,166,24,97,287
Daviess,HARRISON,Attorney General,,DEM,Jonathan Weinzapfel,33,8,24,65
Daviess,HARRISON,U.S. House,8,REP,Larry d Bucshon,182,25,109,316
Daviess,HARRISON,U.S. House,8,DEM,E. Thomasina Marsili,17,6,15,38
Daviess,HARRISON,U.S. House,8,LIB,James D. Rodenberger,11,0,3,14
Daviess,HARRISON,U.S. House,9,,Write-In,0,0,0,0
Daviess,HARRISON,State Representative,63,REP,Shane M Lindauer,180,24,102,306
Daviess,HARRISON,State Representative,63,DEM,Teresa Kendall,27,8,24,59
Daviess,MADISON 1,Registered Voters,,,,,,,270
Daviess,MADISON 1,Ballots Cast,,,,128,15,56,199
Daviess,MADISON 1,President,,REP,Donald J Trump,118,10,43,171
Daviess,MADISON 1,President,,DEM,Joseph R Biden,6,5,11,22
Daviess,MADISON 1,President,,LIB,Jo Jorgensen,1,0,1,2
Daviess,MADISON 1,President,,,Write-In,0,0,0,0
Daviess,MADISON 1,Governor,,REP,Eric Holcomb,103,9,46,158
Daviess,MADISON 1,Governor,,DEM,Woodrow (Woody) Myers,2,4,2,8
Daviess,MADISON 1,Governor,,LIB,Donald G Rainwater II,19,1,6,26
Daviess,MADISON 1,Attorney General,,REP,Todd Rokita,113,9,42,164
Daviess,MADISON 1,Attorney General,,DEM,Jonathan Weinzapfel,5,4,11,20
Daviess,MADISON 1,U.S. House,8,REP,Larry d Bucshon,117,9,48,174
Daviess,MADISON 1,U.S. House,8,DEM,E. Thomasina Marsili,0,3,7,10
Daviess,MADISON 1,U.S. House,8,LIB,James D. Rodenberger,4,0,0,4
Daviess,MADISON 1,U.S. House,9,,Write-In,0,0,0,0
Daviess,MADISON 1,State Representative,63,REP,Shane M Lindauer,114,8,43,165
Daviess,MADISON 1,State Representative,63,DEM,Teresa Kendall,3,4,11,18
Daviess,MADISON 2,Registered Voters,,,,,,,555
Daviess,MADISON 2,Ballots Cast,,,,265,49,123,437
Daviess,MADISON 2,President,,REP,Donald J Trump,245,37,99,381
Daviess,MADISON 2,President,,DEM,Joseph R Biden,17,11,23,51
Daviess,MADISON 2,President,,LIB,Jo Jorgensen,2,0,1,3
Daviess,MADISON 2,President,,,Write-In,0,0,0,0
Daviess,MADISON 2,Governor,,REP,Eric Holcomb,197,35,87,319
Daviess,MADISON 2,Governor,,DEM,Woodrow (Woody) Myers,15,5,16,36
Daviess,MADISON 2,Governor,,LIB,Donald G Rainwater II,49,3,19,71
Daviess,MADISON 2,Attorney General,,REP,Todd Rokita,229,37,95,361
Daviess,MADISON 2,Attorney General,,DEM,Jonathan Weinzapfel,27,10,26,63
Daviess,MADISON 2,U.S. House,8,REP,Larry d Bucshon,235,40,101,376
Daviess,MADISON 2,U.S. House,8,DEM,E. Thomasina Marsili,17,7,18,42
Daviess,MADISON 2,U.S. House,8,LIB,James D. Rodenberger,9,1,2,12
Daviess,MADISON 2,U.S. House,9,,Write-In,0,0,0,0
Daviess,MADISON 2,State Representative,62,REP,Jeff Ellington,234,37,100,371
Daviess,MADISON 2,State Representative,62,DEM,Alyssa Bailey,24,11,21,56
Daviess,MADISON 3,Registered Voters,,,,,,,907
