county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Lawrence,Shawswick 1A,Registered Voters,,,,,,,408
Lawrence,Shawswick 1A,Ballots Cast,,,,70,36,147,253
Lawrence,Shawswick 1A,President,,Trump / Pence,REP,49,13,104,166
Lawrence,Shawswick 1A,President,,Biden / Harris,DEM,21,19,41,81
Lawrence,Shawswick 1A,President,,Jorgensen / Cohen,LIB,0,3,1,4
Lawrence,Shawswick 1A,President,,Write-In,,0,0,0,0
Lawrence,Shawswick 1A,Governor,,Holcomb / Crouch,REP,39,15,90,144
Lawrence,Shawswick 1A,Governor,,Myers / Lawson,DEM,15,16,35,66
Lawrence,Shawswick 1A,Governor,,Rainwater II / Henry,LIB,15,5,21,41
Lawrence,Shawswick 1A,Attorney General,,Todd Rokita,REP,43,15,98,156
Lawrence,Shawswick 1A,Attorney General,,Jonathan Weinzapfel,DEM,22,19,44,85
Lawrence,Shawswick 1A,U.S. House,9,Trey Hollingsworth,REP,43,14,103,160
Lawrence,Shawswick 1A,U.S. House,9,Andy Ruff,DEM,18,17,38,73
Lawrence,Shawswick 1A,U.S. House,9,Tonya L. Millis,LIB,6,3,5,14
Lawrence,Shawswick 1A,U.S. House,9,Write-In,,0,0,0,0
Lawrence,Shawswick 1A,State Senate,44,Eric A. Koch,REP,45,15,105,165
Lawrence,Shawswick 1A,State Senate,44,Cynthia (Cinde) Wirth,DEM,21,19,40,80
Lawrence,Shawswick 1A,State Representative,65,Chris May,REP,48,16,104,168
Lawrence,Shawswick 1A,State Representative,65,Paula Staley,DEM,19,19,41,79
Lawrence,Shawswick 1B,Registered Voters,,,,,,,563
Lawrence,Shawswick 1B,Ballots Cast,,,,116,72,175,363
Lawrence,Shawswick 1B,President,,Trump / Pence,REP,86,41,120,247
Lawrence,Shawswick 1B,President,,Biden / Harris,DEM,26,30,42,98
Lawrence,Shawswick 1B,President,,Jorgensen / Cohen,LIB,4,1,8,13
Lawrence,Shawswick 1B,President,,Write-In,,0,0,0,0
Lawrence,Shawswick 1B,Governor,,Holcomb / Crouch,REP,65,45,102,212
Lawrence,Shawswick 1B,Governor,,Myers / Lawson,DEM,16,19,28,63
Lawrence,Shawswick 1B,Governor,,Rainwater II / Henry,LIB,32,5,40,77
Lawrence,Shawswick 1B,Attorney General,,Todd Rokita,REP,80,42,115,237
Lawrence,Shawswick 1B,Attorney General,,Jonathan Weinzapfel,DEM,30,24,44,98
Lawrence,Shawswick 1B,U.S. House,9,Trey Hollingsworth,REP,83,44,119,246
Lawrence,Shawswick 1B,U.S. House,9,Andy Ruff,DEM,22,23,35,80
Lawrence,Shawswick 1B,U.S. House,9,Tonya L. Millis,LIB,9,0,12,21
Lawrence,Shawswick 1B,U.S. House,9,Write-In,,0,0,0,0
Lawrence,Shawswick 1B,State Senate,44,Eric A. Koch,REP,88,50,124,262
Lawrence,Shawswick 1B,State Senate,44,Cynthia (Cinde) Wirth,DEM,24,19,42,85
Lawrence,Shawswick 1B,State Representative,65,Chris May,REP,83,46,117,246
Lawrence,Shawswick 1B,State Representative,65,Paula Staley,DEM,28,22,44,94
Lawrence,Shawswick 2,Registered Voters,,,,,,,633
Lawrence,Shawswick 2,Ballots Cast,,,,80,82,231,393
Lawrence,Shawswick 2,President,,Trump / Pence,REP,58,51,178,287
Lawrence,Shawswick 2,President,,Biden / Harris,DEM,13,29,47,89
Lawrence,Shawswick 2,President,,Jorgensen / Cohen,LIB,7,0,5,12
Lawrence,Shawswick 2,President,,Write-In,,1,0,0,1
Lawrence,Shawswick 2,Governor,,Holcomb / Crouch,REP,51,59,152,262
Lawrence,Shawswick 2,Governor,,Myers / Lawson,DEM,7,15,36,58
Lawrence,Shawswick 2,Governor,,Rainwater II / Henry,LIB,20,5,40,65
Lawrence,Shawswick 2,Attorney General,,Todd Rokita,REP,53,56,167,276
Lawrence,Shawswick 2,Attorney General,,Jonathan Weinzapfel,DEM,17,25,52,94
Lawrence,Shawswick 2,U.S. House,9,Trey Hollingsworth,REP,59,50,179,288
Lawrence,Shawswick 2,U.S. House,9,Andy Ruff,DEM,11,25,42,78
Lawrence,Shawswick 2,U.S. House,9,Tonya L. Millis,LIB,6,3,7,16
Lawrence,Shawswick 2,U.S. House,9,Write-In,,0,0,0,0
Lawrence,Shawswick 2,State Senate,44,Eric A. Koch,REP,62,57,187,306
Lawrence,Shawswick 2,State Senate,44,Cynthia (Cinde) Wirth,DEM,11,21,40,72
Lawrence,Shawswick 2,State Representative,65,Chris May,REP,55,58,174,287
Lawrence,Shawswick 2,State Representative,65,Paula Staley,DEM,16,22,51,89
Lawrence,Shawswick 3,Registered Voters,,,,,,,716
Lawrence,Shawswick 3,Ballots Cast,,,,128,65,208,401
Lawrence,Shawswick 3,President,,Trump / Pence,REP,96,34,142,272
Lawrence,Shawswick 3,President,,Biden / Harris,DEM,21,29,59,109
Lawrence,Shawswick 3,President,,Jorgensen / Cohen,LIB,8,1,3,12
Lawrence,Shawswick 3,President,,Write-In,,1,0,1,2
Lawrence,Shawswick 3,Governor,,Holcomb / Crouch,REP,74,32,118,224
Lawrence,Shawswick 3,Governor,,Myers / Lawson,DEM,16,27,46,89
Lawrence,Shawswick 3,Governor,,Rainwater II / Henry,LIB,34,5,38,77
Lawrence,Shawswick 3,Attorney General,,Todd Rokita,REP,90,32,136,258
Lawrence,Shawswick 3,Attorney General,,Jonathan Weinzapfel,DEM,24,32,59,115
Lawrence,Shawswick 3,U.S. House,9,Trey Hollingsworth,REP,94,34,138,266
Lawrence,Shawswick 3,U.S. House,9,Andy Ruff,DEM,16,28,53,97
Lawrence,Shawswick 3,U.S. House,9,Tonya L. Millis,LIB,11,1,7,19
Lawrence,Shawswick 3,U.S. House,9,Write-In,,0,0,0,0
Lawrence,Shawswick 3,State Senate,44,Eric A. Koch,REP,101,37,136,274
Lawrence,Shawswick 3,State Senate,44,Cynthia (Cinde) Wirth,DEM,19,27,63,109
Lawrence,Shawswick 3,State Representative,65,Chris May,REP,94,34,134,262
Lawrence,Shawswick 3,State Representative,65,Paula Staley,DEM,25,28,61,114
Lawrence,Shawswick 4,Registered Voters,,,,,,,702
Lawrence,Shawswick 4,Ballots Cast,,,,145,67,239,451
Lawrence,Shawswick 4,President,,Trump / Pence,REP,113,38,168,319
Lawrence,Shawswick 4,President,,Biden / Harris,DEM,26,28,64,118
Lawrence,Shawswick 4,President,,Jorgensen / Cohen,LIB,6,0,2,8
Lawrence,Shawswick 4,President,,Write-In,,0,0,0,0
Lawrence,Shawswick 4,Governor,,Holcomb / Crouch,REP,75,43,142,260
Lawrence,Shawswick 4,Governor,,Myers / Lawson,DEM,21,18,51,90
Lawrence,Shawswick 4,Governor,,Rainwater II / Henry,LIB,46,2,41,89
Lawrence,Shawswick 4,Attorney General,,Todd Rokita,REP,99,38,163,300
Lawrence,Shawswick 4,Attorney General,,Jonathan Weinzapfel,DEM,35,25,59,119
Lawrence,Shawswick 4,U.S. House,9,Trey Hollingsworth,REP,95,39,167,301
Lawrence,Shawswick 4,U.S. House,9,Andy Ruff,DEM,26,22,57,105
Lawrence,Shawswick 4,U.S. House,9,Tonya L. Millis,LIB,15,1,6,22
Lawrence,Shawswick 4,U.S. House,9,Write-In,,0,0,0,0
Lawrence,Shawswick 4,State Senate,44,Eric A. Koch,REP,108,38,170,316
Lawrence,Shawswick 4,State Senate,44,Cynthia (Cinde) Wirth,DEM,28,24,62,114
Lawrence,Shawswick 4,State Representative,65,Chris May,REP,109,38,168,315
Lawrence,Shawswick 4,State Representative,65,Paula Staley,DEM,26,24,60,110
Lawrence,Shawswick 5A,Registered Voters,,,,,,,622
