county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Clay,Brazil 1,Registered Voters,,,,,,,1246
Clay,Brazil 1,Ballots Cast,,,,311,67,270,648
Clay,Brazil 1,President,,REP,Donald J Trump,241,27,193,461
Clay,Brazil 1,President,,DEM,Joseph R Biden,60,40,71,171
Clay,Brazil 1,President,,LIB,Jo Jorgensen,8,0,4,12
Clay,Brazil 1,President,,,Write-In,0,0,0,0
Clay,Brazil 1,Governor,,REP,Eric Holcomb,175,32,150,357
Clay,Brazil 1,Governor,,DEM,Woodrow (Woody) Myers,41,31,58,130
Clay,Brazil 1,Governor,,LIB,Donald G Rainwater II,89,2,59,150
Clay,Brazil 1,Attorney General,,REP,Todd Rokita,220,24,188,432
Clay,Brazil 1,Attorney General,,DEM,Jonathan Weinzapfel,79,41,71,191
Clay,Brazil 1,U.S. House,8,REP,Larry D Bucshon,229,26,192,447
Clay,Brazil 1,U.S. House,8,DEM,E Thomasina Marsili,59,39,63,161
Clay,Brazil 1,U.S. House,8,LIB,James D Rodenberger,15,0,12,27
Clay,Brazil 1,U.S. House,8,,Write-In,0,0,0,0
Clay,Brazil 1,State Representative,42,REP,Alan Morrison,215,21,181,417
Clay,Brazil 1,State Representative,42,DEM,Amy Burke Adams,87,44,86,217
Clay,Brazil 2,Registered Voters,,,,,,,1112
Clay,Brazil 2,Ballots Cast,,,,336,59,271,666
Clay,Brazil 2,President,,REP,Donald J Trump,274,17,196,487
Clay,Brazil 2,President,,DEM,Joseph R Biden,48,42,67,157
Clay,Brazil 2,President,,LIB,Jo Jorgensen,9,0,4,13
Clay,Brazil 2,President,,,Write-In,2,0,3,5
Clay,Brazil 2,Governor,,REP,Eric Holcomb,202,24,170,396
Clay,Brazil 2,Governor,,DEM,Woodrow (Woody) Myers,36,29,55,120
Clay,Brazil 2,Governor,,LIB,Donald G Rainwater II,92,4,43,139
Clay,Brazil 2,Attorney General,,REP,Todd Rokita,259,22,192,473
Clay,Brazil 2,Attorney General,,DEM,Jonathan Weinzapfel,63,34,62,159
Clay,Brazil 2,U.S. House,8,REP,Larry D Bucshon,275,18,194,487
Clay,Brazil 2,U.S. House,8,DEM,E Thomasina Marsili,38,36,69,143
Clay,Brazil 2,U.S. House,8,LIB,James D Rodenberger,12,1,3,16
Clay,Brazil 2,U.S. House,8,,Write-In,0,0,0,0
Clay,Brazil 2,State Representative,42,REP,Alan Morrison,258,19,181,458
Clay,Brazil 2,State Representative,42,DEM,Amy Burke Adams,67,37,84,188
Clay,Brazil 3,Registered Voters,,,,,,,1186
Clay,Brazil 3,Ballots Cast,,,,316,93,216,625
Clay,Brazil 3,President,,REP,Donald J Trump,246,62,149,457
Clay,Brazil 3,President,,DEM,Joseph R Biden,59,28,56,143
Clay,Brazil 3,President,,LIB,Jo Jorgensen,6,1,5,12
Clay,Brazil 3,President,,,Write-In,2,0,0,2
Clay,Brazil 3,Governor,,REP,Eric Holcomb,195,63,134,392
Clay,Brazil 3,Governor,,DEM,Woodrow (Woody) Myers,48,20,44,112
Clay,Brazil 3,Governor,,LIB,Donald G Rainwater II,67,7,33,107
Clay,Brazil 3,Attorney General,,REP,Todd Rokita,216,66,146,428
Clay,Brazil 3,Attorney General,,DEM,Jonathan Weinzapfel,85,25,62,172
Clay,Brazil 3,U.S. House,8,REP,Larry D Bucshon,238,64,142,444
Clay,Brazil 3,U.S. House,8,DEM,E Thomasina Marsili,58,23,52,133
Clay,Brazil 3,U.S. House,8,LIB,James D Rodenberger,11,4,11,26
Clay,Brazil 3,U.S. House,8,,Write-In,0,0,0,0
Clay,Brazil 3,State Representative,42,REP,Alan Morrison,217,62,141,420
Clay,Brazil 3,State Representative,42,DEM,Amy Burke Adams,90,29,65,184
Clay,Brazil 4,Registered Voters,,,,,,,794
Clay,Brazil 4,Ballots Cast,,,,191,45,226,462
Clay,Brazil 4,President,,REP,Donald J Trump,153,18,182,353
Clay,Brazil 4,President,,DEM,Joseph R Biden,31,26,39,96
Clay,Brazil 4,President,,LIB,Jo Jorgensen,4,1,5,10
Clay,Brazil 4,President,,,Write-In,1,0,0,1
Clay,Brazil 4,Governor,,REP,Eric Holcomb,107,18,159,284
Clay,Brazil 4,Governor,,DEM,Woodrow (Woody) Myers,21,21,27,69
Clay,Brazil 4,Governor,,LIB,Donald G Rainwater II,58,4,37,99
