county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Greene,Beach Creek 1,Registered Voters,,,,,,,769
Greene,Beach Creek 1,Ballots Cast,,,,266,125,189,580
Greene,Beach Creek 1,President,,REP,Donald J Trump,222,61,128,411
Greene,Beach Creek 1,President,,DEM,Joseph R Biden,39,62,55,156
Greene,Beach Creek 1,President,,LIB,Jo Jorgensen,3,1,4,8
Greene,Beach Creek 1,President,,,Write-In,0,0,1,1
Greene,Beach Creek 1,Governor,,REP,Eric Holcomb,157,70,120,347
Greene,Beach Creek 1,Governor,,DEM,Woodrow (Woody) Myers,27,46,41,114
Greene,Beach Creek 1,Governor,,LIB,Donald G Rainwater II,78,7,25,110
Greene,Beach Creek 1,Attorney General,,REP,Todd Rokita,203,63,130,396
Greene,Beach Creek 1,Attorney General,,DEM,Jonathan Weinzapfel,55,56,53,164
Greene,Beach Creek 1,U.S. House,8,REP,Larry d Bucshon,204,68,128,400
Greene,Beach Creek 1,U.S. House,8,DEM,E. Thomasina Marsili,37,49,47,133
Greene,Beach Creek 1,U.S. House,8,LIB,James D. Rodenberger,15,2,6,23
Greene,Beach Creek 1,U.S. House,9,,Write-In,0,0,0,0
Greene,Beach Creek 1,State Representative,62,REP,Jelf Ellington,222,61,129,412
Greene,Beach Creek 1,State Representative,62,DEM,Alyssa Balley,38,56,54,148
Greene,Beach Creek 2,Registered Voters,,,,,,,758
Greene,Beach Creek 2,Ballots Cast,,,,269,91,230,590
Greene,Beach Creek 2,President,,REP,Donald J Trump,224,28,156,408
Greene,Beach Creek 2,President,,DEM,Joseph R Biden,42,56,67,164
Greene,Beach Creek 2,President,,LIB,Jo Jorgensen,2,7,5,14
Greene,Beach Creek 2,President,,,Write-In,0,0,0,0
Greene,Beach Creek 2,Governor,,REP,Eric Holcomb,174,41,131,346
Greene,Beach Creek 2,Governor,,DEM,Woodrow (Woody) Myers,34,46,57,137
Greene,Beach Creek 2,Governor,,LIB,Donald G Rainwater II,59,2,39,100
Greene,Beach Creek 2,Attorney General,,REP,Todd Rokita,216,35,154,405
Greene,Beach Creek 2,Attorney General,,DEM,Jonathan Weinzapfel,45,54,68,167
Greene,Beach Creek 2,U.S. House,8,REP,Larry d Bucshon,213,33,153,399
Greene,Beach Creek 2,U.S. House,8,DEM,E. Thomasina Marsili,36,52,63,151
Greene,Beach Creek 2,U.S. House,8,LIB,James D. Rodenberger,13,3,10,26
Greene,Beach Creek 2,U.S. House,9,,Write-In,0,0,0,0
Greene,Beach Creek 2,State Representative,62,REP,Jelf Ellington,213,34,156,403
