county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Clinton,Precinct 1,Registered Voters,,,,,,,236
Clinton,Precinct 1,Ballots Cast,,,,6,77,62,145
Clinton,Precinct 1,President,,Trump / Pence,REP,5,44,43,92
Clinton,Precinct 1,President,,Biden / Harris,DEM,0,30,16,46
Clinton,Precinct 1,President,,Jorgensen / Cohen,LIB,0,1,0,1
Clinton,Precinct 1,President,,Write-In,,0,0,0,0
Clinton,Precinct 1,Governor,,Holcomb / Crouch,REP,3,63,50,116
Clinton,Precinct 1,Governor,,Myers / Lawson,DEM,0,11,8,19
Clinton,Precinct 1,Governor,,Rainwater II / Henry,LIB,2,1,3,6
Clinton,Precinct 1,Attorney General,,Todd Rokita,REP,5,58,46,109
Clinton,Precinct 1,Attorney General,,Jonathan Weinzapfel,DEM,0,16,15,31
Clinton,Precinct 1,U.S. House,4,Jim Baird,REP,5,55,44,104
Clinton,Precinct 1,U.S. House,4,Joe Mackey,DEM,0,17,14,31
Clinton,Precinct 1,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 1,State Senate,7,Brian W. Buchanan,REP,5,54,44,103
Clinton,Precinct 1,State Senate,7,Tabitha N. Bartley,DEM,0,17,15,32
Clinton,Precinct 1,State Representative,38,Heath R. Vannatter,REP,6,56,45,107
Clinton,Precinct 1,State Representative,38,Tom Hedde,DEM,0,14,15,29
Clinton,Precinct 2,Registered Voters,,,,,,,374
Clinton,Precinct 2,Ballots Cast,,,,60,12,106,178
Clinton,Precinct 2,President,,Trump / Pence,REP,32,7,70,109
Clinton,Precinct 2,President,,Biden / Harris,DEM,25,5,31,61
Clinton,Precinct 2,President,,Jorgensen / Cohen,LIB,2,0,5,7
Clinton,Precinct 2,President,,Write-In,,0,0,0,0
Clinton,Precinct 2,Governor,,Holcomb / Crouch,REP,26,9,64,99
Clinton,Precinct 2,Governor,,Myers / Lawson,DEM,19,3,19,41
Clinton,Precinct 2,Governor,,Rainwater II / Henry,LIB,12,0,21,33
Clinton,Precinct 2,Attorney General,,Todd Rokita,REP,29,9,71,109
Clinton,Precinct 2,Attorney General,,Jonathan Weinzapfel,DEM,26,3,31,60
Clinton,Precinct 2,U.S. House,4,Jim Baird,REP,32,8,71,111
Clinton,Precinct 2,U.S. House,4,Joe Mackey,DEM,23,4,33,60
Clinton,Precinct 2,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 2,State Senate,7,Brian W. Buchanan,REP,33,8,74,115
Clinton,Precinct 2,State Senate,7,Tabitha N. Bartley,DEM,23,4,29,56
Clinton,Precinct 2,State Representative,38,Heath R. Vannatter,REP,32,9,71,112
Clinton,Precinct 2,State Representative,38,Tom Hedde,DEM,23,3,31,57
Clinton,Precinct 3,Registered Voters,,,,,,,337
Clinton,Precinct 3,Ballots Cast,,,,54,16,89,159
Clinton,Precinct 3,President,,Trump / Pence,REP,39,10,60,109
Clinton,Precinct 3,President,,Biden / Harris,DEM,12,5,24,41
Clinton,Precinct 3,President,,Jorgensen / Cohen,LIB,2,0,2,4
Clinton,Precinct 3,President,,Write-In,,1,0,0,1
Clinton,Precinct 3,Governor,,Holcomb / Crouch,REP,31,11,50,92
Clinton,Precinct 3,Governor,,Myers / Lawson,DEM,11,4,17,32
Clinton,Precinct 3,Governor,,Rainwater II / Henry,LIB,12,0,19,31
Clinton,Precinct 3,Attorney General,,Todd Rokita,REP,38,11,62,111
Clinton,Precinct 3,Attorney General,,Jonathan Weinzapfel,DEM,16,4,23,43
Clinton,Precinct 3,U.S. House,4,Jim Baird,REP,39,9,66,114
Clinton,Precinct 3,U.S. House,4,Joe Mackey,DEM,15,5,20,40
Clinton,Precinct 3,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 3,State Senate,7,Brian W. Buchanan,REP,42,9,63,114
Clinton,Precinct 3,State Senate,7,Tabitha N. Bartley,DEM,12,5,20,37
Clinton,Precinct 3,State Representative,38,Heath R. Vannatter,REP,37,10,64,111
Clinton,Precinct 3,State Representative,38,Tom Hedde,DEM,17,5,21,43
Clinton,Precinct 4,Registered Voters,,,,,,,562
Clinton,Precinct 4,Ballots Cast,,,,94,23,168,285
Clinton,Precinct 4,President,,Trump / Pence,REP,65,9,113,187
Clinton,Precinct 4,President,,Biden / Harris,DEM,26,11,48,85
Clinton,Precinct 4,President,,Jorgensen / Cohen,LIB,2,1,4,7
Clinton,Precinct 4,President,,Write-In,,0,1,0,1
Clinton,Precinct 4,Governor,,Holcomb / Crouch,REP,48,15,96,159
Clinton,Precinct 4,Governor,,Myers / Lawson,DEM,20,6,36,62
Clinton,Precinct 4,Governor,,Rainwater II / Henry,LIB,25,1,33,59
Clinton,Precinct 4,Attorney General,,Todd Rokita,REP,64,14,110,188
Clinton,Precinct 4,Attorney General,,Jonathan Weinzapfel,DEM,26,7,54,87
Clinton,Precinct 4,U.S. House,4,Jim Baird,REP,59,13,115,187
Clinton,Precinct 4,U.S. House,4,Joe Mackey,DEM,32,8,50,90
Clinton,Precinct 4,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 4,State Senate,7,Brian W. Buchanan,REP,66,13,119,198
Clinton,Precinct 4,State Senate,7,Tabitha N. Bartley,DEM,24,8,44,76
Clinton,Precinct 4,State Representative,38,Heath R. Vannatter,REP,65,13,112,190
Clinton,Precinct 4,State Representative,38,Tom Hedde,DEM,26,8,53,87
Clinton,Precinct 5,Registered Voters,,,,,,,379
Clinton,Precinct 5,Ballots Cast,,,,63,13,114,190
Clinton,Precinct 5,President,,Trump / Pence,REP,47,5,74,126
Clinton,Precinct 5,President,,Biden / Harris,DEM,14,6,39,59
Clinton,Precinct 5,President,,Jorgensen / Cohen,LIB,2,1,1,4
Clinton,Precinct 5,President,,Write-In,,0,0,0,0
Clinton,Precinct 5,Governor,,Holcomb / Crouch,REP,30,6,65,101
Clinton,Precinct 5,Governor,,Myers / Lawson,DEM,6,4,30,40
Clinton,Precinct 5,Governor,,Rainwater II / Henry,LIB,25,1,18,44
Clinton,Precinct 5,Attorney General,,Todd Rokita,REP,45,7,71,123
Clinton,Precinct 5,Attorney General,,Jonathan Weinzapfel,DEM,18,4,40,62
Clinton,Precinct 5,U.S. House,4,Jim Baird,REP,46,8,74,128
Clinton,Precinct 5,U.S. House,4,Joe Mackey,DEM,17,4,38,59
Clinton,Precinct 5,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 5,State Senate,7,Brian W. Buchanan,REP,52,6,75,133
Clinton,Precinct 5,State Senate,7,Tabitha N. Bartley,DEM,11,5,36,52
Clinton,Precinct 5,State Representative,38,Heath R. Vannatter,REP,48,6,75,129
Clinton,Precinct 5,State Representative,38,Tom Hedde,DEM,15,5,37,57
Clinton,Precinct 6,Registered Voters,,,,,,,465
Clinton,Precinct 6,Ballots Cast,,,,71,18,127,216
Clinton,Precinct 6,President,,Trump / Pence,REP,53,6,91,150
Clinton,Precinct 6,President,,Biden / Harris,DEM,14,12,35,61
Clinton,Precinct 6,President,,Jorgensen / Cohen,LIB,3,0,0,3
Clinton,Precinct 6,President,,Write-In,,0,0,0,0
Clinton,Precinct 6,Governor,,Holcomb / Crouch,REP,38,8,71,117
Clinton,Precinct 6,Governor,,Myers / Lawson,DEM,13,10,30,53
Clinton,Precinct 6,Governor,,Rainwater II / Henry,LIB,19,0,24,43
Clinton,Precinct 6,Attorney General,,Todd Rokita,REP,51,7,83,141
Clinton,Precinct 6,Attorney General,,Jonathan Weinzapfel,DEM,17,10,37,64
Clinton,Precinct 6,U.S. House,4,Jim Baird,REP,50,6,91,147
Clinton,Precinct 6,U.S. House,4,Joe Mackey,DEM,18,12,31,61
Clinton,Precinct 6,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 6,State Senate,7,Brian W. Buchanan,REP,54,6,89,149
Clinton,Precinct 6,State Senate,7,Tabitha N. Bartley,DEM,14,12,32,58
Clinton,Precinct 6,State Representative,38,Heath R. Vannatter,REP,49,6,90,145
Clinton,Precinct 6,State Representative,38,Tom Hedde,DEM,18,12,31,61
Clinton,Precinct 7,Registered Voters,,,,,,,369
Clinton,Precinct 7,Ballots Cast,,,,57,8,99,164
Clinton,Precinct 7,President,,Trump / Pence,REP,32,2,68,102
Clinton,Precinct 7,President,,Biden / Harris,DEM,22,6,27,55
Clinton,Precinct 7,President,,Jorgensen / Cohen,LIB,3,0,3,6
Clinton,Precinct 7,President,,Write-In,,0,0,0,0
Clinton,Precinct 7,Governor,,Holcomb / Crouch,REP,32,2,50,84
Clinton,Precinct 7,Governor,,Myers / Lawson,DEM,17,6,27,50
Clinton,Precinct 7,Governor,,Rainwater II / Henry,LIB,8,0,19,27
Clinton,Precinct 7,Attorney General,,Todd Rokita,REP,30,3,68,101
Clinton,Precinct 7,Attorney General,,Jonathan Weinzapfel,DEM,26,5,26,57
Clinton,Precinct 7,U.S. House,4,Jim Baird,REP,34,3,67,104
Clinton,Precinct 7,U.S. House,4,Joe Mackey,DEM,20,5,28,53
Clinton,Precinct 7,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 7,State Senate,7,Brian W. Buchanan,REP,35,3,64,102
Clinton,Precinct 7,State Senate,7,Tabitha N. Bartley,DEM,19,5,31,55
Clinton,Precinct 7,State Representative,38,Heath R. Vannatter,REP,28,4,67,99
Clinton,Precinct 7,State Representative,38,Tom Hedde,DEM,25,4,27,56
Clinton,Precinct 8,Registered Voters,,,,,,,448
Clinton,Precinct 8,Ballots Cast,,,,63,19,170,252
Clinton,Precinct 8,President,,Trump / Pence,REP,37,10,115,162
Clinton,Precinct 8,President,,Biden / Harris,DEM,25,8,48,81
Clinton,Precinct 8,President,,Jorgensen / Cohen,LIB,1,0,6,7
Clinton,Precinct 8,President,,Write-In,,0,0,0,0
Clinton,Precinct 8,Governor,,Holcomb / Crouch,REP,25,8,94,127
Clinton,Precinct 8,Governor,,Myers / Lawson,DEM,19,5,41,65
Clinton,Precinct 8,Governor,,Rainwater II / Henry,LIB,19,2,33,54
Clinton,Precinct 8,Attorney General,,Todd Rokita,REP,33,8,111,152
Clinton,Precinct 8,Attorney General,,Jonathan Weinzapfel,DEM,27,9,51,87
Clinton,Precinct 8,U.S. House,4,Jim Baird,REP,36,8,112,156
Clinton,Precinct 8,U.S. House,4,Joe Mackey,DEM,24,8,48,80
Clinton,Precinct 8,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 8,State Senate,7,Brian W. Buchanan,REP,34,9,110,153
Clinton,Precinct 8,State Senate,7,Tabitha N. Bartley,DEM,26,8,51,85
Clinton,Precinct 8,State Representative,38,Heath R. Vannatter,REP,34,9,113,156
Clinton,Precinct 8,State Representative,38,Tom Hedde,DEM,26,8,50,84
Clinton,Precinct 9,Registered Voters,,,,,,,468
Clinton,Precinct 9,Ballots Cast,,,,72,12,116,200
Clinton,Precinct 9,President,,Trump / Pence,REP,42,5,57,104
Clinton,Precinct 9,President,,Biden / Harris,DEM,26,7,59,92
Clinton,Precinct 9,President,,Jorgensen / Cohen,LIB,2,0,0,2
Clinton,Precinct 9,President,,Write-In,,0,0,0,0
Clinton,Precinct 9,Governor,,Holcomb / Crouch,REP,33,5,51,89
Clinton,Precinct 9,Governor,,Myers / Lawson,DEM,22,4,44,70
Clinton,Precinct 9,Governor,,Rainwater II / Henry,LIB,14,2,15,31
Clinton,Precinct 9,Attorney General,,Todd Rokita,REP,41,5,59,105
Clinton,Precinct 9,Attorney General,,Jonathan Weinzapfel,DEM,28,6,50,84
Clinton,Precinct 9,U.S. House,4,Jim Baird,REP,44,5,53,102
Clinton,Precinct 9,U.S. House,4,Joe Mackey,DEM,25,7,57,89
Clinton,Precinct 9,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 9,State Senate,7,Brian W. Buchanan,REP,43,4,60,107
Clinton,Precinct 9,State Senate,7,Tabitha N. Bartley,DEM,26,6,49,81
Clinton,Precinct 9,State Representative,38,Heath R. Vannatter,REP,44,6,55,105
Clinton,Precinct 9,State Representative,38,Tom Hedde,DEM,24,5,53,82
Clinton,Precinct 10,Registered Voters,,,,,,,166
Clinton,Precinct 10,Ballots Cast,,,,27,4,41,72
Clinton,Precinct 10,President,,Trump / Pence,REP,17,2,23,42
Clinton,Precinct 10,President,,Biden / Harris,DEM,10,2,16,28
Clinton,Precinct 10,President,,Jorgensen / Cohen,LIB,0,0,2,2
Clinton,Precinct 10,President,,Write-In,,0,0,0,0
Clinton,Precinct 10,Governor,,Holcomb / Crouch,REP,12,2,20,34
Clinton,Precinct 10,Governor,,Myers / Lawson,DEM,9,2,14,25
Clinton,Precinct 10,Governor,,Rainwater II / Henry,LIB,6,0,5,11
Clinton,Precinct 10,Attorney General,,Todd Rokita,REP,15,2,22,39
Clinton,Precinct 10,Attorney General,,Jonathan Weinzapfel,DEM,10,2,15,27
Clinton,Precinct 10,U.S. House,4,Jim Baird,REP,17,2,23,42
Clinton,Precinct 10,U.S. House,4,Joe Mackey,DEM,7,2,17,26
Clinton,Precinct 10,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 10,State Senate,7,Brian W. Buchanan,REP,17,2,25,44
Clinton,Precinct 10,State Senate,7,Tabitha N. Bartley,DEM,7,2,14,23
Clinton,Precinct 10,State Representative,38,Heath R. Vannatter,REP,15,2,24,41
Clinton,Precinct 10,State Representative,38,Tom Hedde,DEM,8,2,15,25
Clinton,Precinct 11,Registered Voters,,,,,,,314
Clinton,Precinct 11,Ballots Cast,,,,39,22,101,162
Clinton,Precinct 11,President,,Trump / Pence,REP,23,10,64,97
Clinton,Precinct 11,President,,Biden / Harris,DEM,15,11,35,61
Clinton,Precinct 11,President,,Jorgensen / Cohen,LIB,0,0,1,1
Clinton,Precinct 11,President,,Write-In,,1,0,0,1
Clinton,Precinct 11,Governor,,Holcomb / Crouch,REP,19,13,51,83
Clinton,Precinct 11,Governor,,Myers / Lawson,DEM,10,6,23,39
Clinton,Precinct 11,Governor,,Rainwater II / Henry,LIB,10,2,24,36
Clinton,Precinct 11,Attorney General,,Todd Rokita,REP,22,13,65,100
Clinton,Precinct 11,Attorney General,,Jonathan Weinzapfel,DEM,16,7,31,54
Clinton,Precinct 11,U.S. House,4,Jim Baird,REP,23,12,64,99
Clinton,Precinct 11,U.S. House,4,Joe Mackey,DEM,14,8,33,55
Clinton,Precinct 11,U.S. House,4,Write-In,,0,0,0,0
Clinton,Precinct 11,State Senate,7,Brian W. Buchanan,REP,25,11,68,104
Clinton,Precinct 11,State Senate,7,Tabitha N. Bartley,DEM,12,9,29,50
Clinton,Precinct 11,State Representative,38,Heath R. Vannatter,REP,21,12,65,98
Clinton,Precinct 11,State Representative,38,Tom Hedde,DEM,17,8,30,55
Clinton,Precinct 12,Registered Voters,,,,,,,554
Clinton,Precinct 12,Ballots Cast,,,,75,47,227,349
Clinton,Precinct 12,President,,Trump / Pence,REP,54,24,157,235
Clinton,Precinct 12,President,,Biden / Harris,DEM,14,22,60,96
Clinton,Precinct 12,President,,Jorgensen / Cohen,LIB,7,0,7,14
Clinton,Precinct 12,President,,Write-In,,0,0,0,0
Clinton,Precinct 12,Governor,,Holcomb / Crouch,REP,40,33,150,223
Clinton,Precinct 12,Governor,,Myers / Lawson,DEM,10,10,45,65
Clinton,Precinct 12,Governor,,Rainwater II / Henry,LIB,24,1,31,56
Clinton,Precinct 12,Attorney General,,Todd Rokita,REP,58,30,155,243
Clinton,Precinct 12,Attorney General,,Jonathan Weinzapfel,DEM,13,16,69,98
Clinton,Precinct 12,U.S. House,4,Jim Baird,REP,55,27,156,238
