county,precinct,office,district,party,candidate,election_day,absentee,votes
 Clark,Carr 01 SCSC,Attorney General,,REP,Todd Rokita,1129,909,2038
 Clark,Carr 01 SCSC,Attorney General,,DEM,Jonathan Weinzapfel,246,512,758
 Clark,Carr 01 SCSC,U.S. House,9,REP,Trey Hollingsworth,1152,923,2075
 Clark,Carr 01 SCSC,U.S. House,9,DEM,Andy Ruff,198,484,682
 Clark,Carr 01 SCSC,U.S. House,9,LIB,Tonya L Millis,56,42,98
 Clark,Carr 01 SCSC,U.S. House,9,REP,Write-ins,0,1,1
 Clark,Carr 01 SCSC,State Representative,70,REP,Karen Engleman,1136,942,2078
 Clark,Carr 01 SCSC,State Representative,70,DEM,Kent Yeager,245,483,728
 Clark,Charlestown 01,Registered Voters,,,,,,1493
 Clark,Charlestown 01,Ballots Cast,,,,583,285,868
 Clark,Charlestown 01,President,,REP,Donald J. Trump,426,147,573
 Clark,Charlestown 01,President,,DEM,Joseph R. Biden,149,129,278
 Clark,Charlestown 01,President,,LIB,Jo Jorgensen,5,7,12
 Clark,Charlestown 01,President,,,Write-ins,0,0,0
 Clark,Charlestown 01,Governor,,REP,Eric Holcomb,373,157,530
 Clark,Charlestown 01,Governor,,DEM,Woodrow (Woody) Myers,133,109,242
 Clark,Charlestown 01,Governor,,LIB,Donald G Rainwater II,65,16,81
 Clark,Charlestown 01,Attorney General,,REP,Todd Rokita,390,140,530
 Clark,Charlestown 01,Attorney General,,DEM,Jonathan Weinzapfel,152,127,279
 Clark,Charlestown 01,U.S. House,9,REP,Trey Hollingsworth,408,148,556
 Clark,Charlestown 01,U.S. House,9,DEM,Andy Ruff,128,115,243
 Clark,Charlestown 01,U.S. House,9,LIB,Tonya L Millis,27,11,38
 Clark,Charlestown 01,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Charlestown 01,State Representative,66,REP,Zach Payne,385,129,514
 Clark,Charlestown 01,State Representative,66,DEM,Terry Goodin,178,150,328
 Clark,Charlestown 02,Registered Voters,,,,,,699
 Clark,Charlestown 02,Ballots Cast,,,,246,132,378
 Clark,Charlestown 02,President,,REP,Donald J. Trump,164,77,241
 Clark,Charlestown 02,President,,DEM,Joseph R. Biden,74,55,129
 Clark,Charlestown 02,President,,LIB,Jo Jorgensen,6,0,6
 Clark,Charlestown 02,President,,,Write-ins,1,0,1
 Clark,Charlestown 02,Governor,,REP,Eric Holcomb,158,79,237
 Clark,Charlestown 02,Governor,,DEM,Woodrow (Woody) Myers,59,47,106
 Clark,Charlestown 02,Governor,,LIB,Donald G Rainwater II,27,3,30
 Clark,Charlestown 02,Attorney General,,REP,Todd Rokita,153,66,219
 Clark,Charlestown 02,Attorney General,,DEM,Jonathan Weinzapfel,80,53,133
 Clark,Charlestown 02,U.S. House,9,REP,Trey Hollingsworth,166,78,244
 Clark,Charlestown 02,U.S. House,9,DEM,Andy Ruff,63,47,110
 Clark,Charlestown 02,U.S. House,9,LIB,Tonya L Millis,12,3,15
 Clark,Charlestown 02,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Charlestown 02,State Representative,66,REP,Zach Payne,142,64,206
 Clark,Charlestown 02,State Representative,66,DEM,Terry Goodin,100,65,165
 Clark,Charlestown 03,Registered Voters,,,,,,412
 Clark,Charlestown 03,Ballots Cast,,,,77,52,127
 Clark,Charlestown 03,President,,REP,Donald J. Trump,54,26,80
 Clark,Charlestown 03,President,,DEM,Joseph R. Biden,21,23,44
 Clark,Charlestown 03,President,,LIB,Jo Jorgensen,2,2,4
 Clark,Charlestown 03,President,,,Write-ins,0,0,0
 Clark,Charlestown 03,Governor,,REP,Eric Holcomb,42,25,68
 Clark,Charlestown 03,Governor,,DEM,Woodrow (Woody) Myers,19,20,39
 Clark,Charlestown 03,Governor,,LIB,Donald G Rainwater II,15,6,21
 Clark,Charlestown 03,Attorney General,,REP,Todd Rokita,54,22,76
 Clark,Charlestown 03,Attorney General,,DEM,Jonathan Weinzapfel,22,25,47
 Clark,Charlestown 03,U.S. House,9,REP,Trey Hollingsworth,51,25,76
 Clark,Charlestown 03,U.S. House,9,DEM,Andy Ruff,20,21,41
 Clark,Charlestown 03,U.S. House,9,LIB,Tonya L Millis,5,3,8
 Clark,Charlestown 03,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Charlestown 03,State Representative,66,REP,Zach Payne,50,19,69
 Clark,Charlestown 03,State Representative,66,DEM,Terry Goodin,26,32,58
 Clark,Charlestown 04,Registered Voters,,,,,,658
 Clark,Charlestown 04,Ballots Cast,,,,224,102,326
 Clark,Charlestown 04,President,,REP,Donald J. Trump,129,47,176
 Clark,Charlestown 04,President,,DEM,Joseph R. Biden,90,53,143
 Clark,Charlestown 04,President,,LIB,Jo Jorgensen,2,0,2
 Clark,Charlestown 04,President,,,Write-ins,0,2,2
 Clark,Charlestown 04,Governor,,REP,Eric Holcomb,109,47,156
 Clark,Charlestown 04,Governor,,DEM,Woodrow (Woody) Myers,78,52,130
 Clark,Charlestown 04,Governor,,LIB,Donald G Rainwater II,33,2,35
 Clark,Charlestown 04,Attorney General,,REP,Todd Rokita,123,41,164
 Clark,Charlestown 04,Attorney General,,DEM,Jonathan Weinzapfel,90,53,143
 Clark,Charlestown 04,U.S. House,9,REP,Trey Hollingsworth,130,52,182
 Clark,Charlestown 04,U.S. House,9,DEM,Andy Ruff,71,43,114
 Clark,Charlestown 04,U.S. House,9,LIB,Tonya L Millis,17,3,20
 Clark,Charlestown 04,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Charlestown 04,State Representative,66,REP,Zach Payne,123,36,159
 Clark,Charlestown 04,State Representative,66,DEM,Terry Goodin,94,63,157
 Clark,Charlestown 05,Registered Voters,,,,,,605
 Clark,Charlestown 05,Ballots Cast,,,,245,147,392
 Clark,Charlestown 05,President,,REP,Donald J. Trump,182,84,266
 Clark,Charlestown 05,President,,DEM,Joseph R. Biden,59,61,120
 Clark,Charlestown 05,President,,LIB,Jo Jorgensen,2,2,4
 Clark,Charlestown 05,President,,,Write-ins,2,0,2
 Clark,Charlestown 05,Governor,,REP,Eric Holcomb,179,75,254
 Clark,Charlestown 05,Governor,,DEM,Woodrow (Woody) Myers,42,62,104
 Clark,Charlestown 05,Governor,,LIB,Donald G Rainwater II,19,9,28
 Clark,Charlestown 05,Attorney General,,REP,Todd Rokita,163,79,242
 Clark,Charlestown 05,Attorney General,,DEM,Jonathan Weinzapfel,67,63,130
 Clark,Charlestown 05,U.S. House,9,REP,Trey Hollingsworth,183,86,269
 Clark,Charlestown 05,U.S. House,9,DEM,Andy Ruff,45,49,94
 Clark,Charlestown 05,U.S. House,9,LIB,Tonya L Millis,9,7,16
 Clark,Charlestown 05,U.S. House,9,REP,Write-ins,1,2,3
 Clark,Charlestown 05,State Representative,66,REP,Zach Payne,145,69,214
 Clark,Charlestown 05,State Representative,66,DEM,Terry Goodin,94,78,172
 Clark,Charlestown 06,Registered Voters,,,,,,3030
 Clark,Charlestown 06,Ballots Cast,,,,1026,1219,2245
 Clark,Charlestown 06,President,,REP,Donald J. Trump,782,723,1505
 Clark,Charlestown 06,President,,DEM,Joseph R. Biden,216,467,683
 Clark,Charlestown 06,President,,LIB,Jo Jorgensen,21,19,40
 Clark,Charlestown 06,President,,,Write-ins,3,2,5
 Clark,Charlestown 06,Governor,,REP,Eric Holcomb,768,798,1566
 Clark,Charlestown 06,Governor,,DEM,Woodrow (Woody) Myers,158,354,512
 Clark,Charlestown 06,Governor,,LIB,Donald G Rainwater II,90,47,137
 Clark,Charlestown 06,Attorney General,,REP,Todd Rokita,746,742,1488
 Clark,Charlestown 06,Attorney General,,DEM,Jonathan Weinzapfel,221,423,644
 Clark,Charlestown 06,U.S. House,9,REP,Trey Hollingsworth,788,764,1552
 Clark,Charlestown 06,U.S. House,9,DEM,Andy Ruff,174,391,565
 Clark,Charlestown 06,U.S. House,9,LIB,Tonya L Millis,32,23,55
 Clark,Charlestown 06,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Charlestown 06,State Representative,66,REP,Zach Payne,688,676,1364
 Clark,Charlestown 06,State Representative,66,DEM,Terry Goodin,304,501,805
 Clark,Charlestown 07,Registered Voters,,,,,,3501
 Clark,Charlestown 07,Ballots Cast,,,,1207,1262,2469
 Clark,Charlestown 07,President,,REP,Donald J. Trump,939,781,1720
 Clark,Charlestown 07,President,,DEM,Joseph R. Biden,243,459,702
 Clark,Charlestown 07,President,,LIB,Jo Jorgensen,19,13,32
 Clark,Charlestown 07,President,,,Write-ins,3,3,6
 Clark,Charlestown 07,Governor,,REP,Eric Holcomb,865,819,1684
 Clark,Charlestown 07,Governor,,DEM,Woodrow (Woody) Myers,195,372,567
 Clark,Charlestown 07,Governor,,LIB,Donald G Rainwater II,123,50,173
 Clark,Charlestown 07,Attorney General,,REP,Todd Rokita,886,761,1647
 Clark,Charlestown 07,Attorney General,,DEM,Jonathan Weinzapfel,242,431,673
 Clark,Charlestown 07,U.S. House,9,REP,Trey Hollingsworth,913,809,1722
 Clark,Charlestown 07,U.S. House,9,DEM,Andy Ruff,205,394,599
 Clark,Charlestown 07,U.S. House,9,LIB,Tonya L Millis,44,28,72
 Clark,Charlestown 07,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Charlestown 07,State Representative,66,REP,Zach Payne,842,715,1557
 Clark,Charlestown 07,State Representative,66,DEM,Terry Goodin,325,515,840
 Clark,Charlestown 08,Registered Voters,,,,,,1138
 Clark,Charlestown 08,Ballots Cast,,,,549,235,784
 Clark,Charlestown 08,President,,REP,Donald J. Trump,431,122,553
 Clark,Charlestown 08,President,,DEM,Joseph R. Biden,105,109,214
 Clark,Charlestown 08,President,,LIB,Jo Jorgensen,10,2,12
 Clark,Charlestown 08,President,,,Write-ins,1,0,1
 Clark,Charlestown 08,Governor,,REP,Eric Holcomb,400,127,527
 Clark,Charlestown 08,Governor,,DEM,Woodrow (Woody) Myers,89,89,178
 Clark,Charlestown 08,Governor,,LIB,Donald G Rainwater II,53,11,64
 Clark,Charlestown 08,Attorney General,,REP,Todd Rokita,417,113,530
 Clark,Charlestown 08,Attorney General,,DEM,Jonathan Weinzapfel,110,107,217
 Clark,Charlestown 08,U.S. House,9,REP,Trey Hollingsworth,427,123,550
 Clark,Charlestown 08,U.S. House,9,DEM,Andy Ruff,93,99,192
 Clark,Charlestown 08,U.S. House,9,LIB,Tonya L Millis,20,5,25
 Clark,Charlestown 08,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Charlestown 08,State Representative,66,REP,Zach Payne,398,102,500
 Clark,Charlestown 08,State Representative,66,DEM,Terry Goodin,145,126,271
 Clark,Jeffersonville 01,Registered Voters,,,,,,633
 Clark,Jeffersonville 01,Ballots Cast,,,,112,246,358
 Clark,Jeffersonville 01,President,,REP,Donald J. Trump,65,107,172
 Clark,Jeffersonville 01,President,,DEM,Joseph R. Biden,44,136,180
 Clark,Jeffersonville 01,President,,LIB,Jo Jorgensen,2,1,3
 Clark,Jeffersonville 01,President,,,Write-ins,1,2,3
 Clark,Jeffersonville 01,Governor,,REP,Eric Holcomb,72,129,201
 Clark,Jeffersonville 01,Governor,,DEM,Woodrow (Woody) Myers,37,107,144
 Clark,Jeffersonville 01,Governor,,LIB,Donald G Rainwater II,2,7,9
 Clark,Jeffersonville 01,Attorney General,,REP,Todd Rokita,59,114,173
 Clark,Jeffersonville 01,Attorney General,,DEM,Jonathan Weinzapfel,44,122,166
 Clark,Jeffersonville 01,U.S. House,9,REP,Trey Hollingsworth,64,116,180
 Clark,Jeffersonville 01,U.S. House,9,DEM,Andy Ruff,43,118,161
 Clark,Jeffersonville 01,U.S. House,9,LIB,Tonya L Millis,3,6,9
 Clark,Jeffersonville 01,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 01,State Representative,71,DEM,Rita A Fleming,68,164,232
 Clark,Jeffersonville 01,State Representative,71,LIB,Russell (Russ) Brooksbank,17,31,48
 Clark,Jeffersonville 02,Registered Voters,,,,,,615
 Clark,Jeffersonville 02,Ballots Cast,,,,187,179,366
 Clark,Jeffersonville 02,President,,REP,Donald J. Trump,93,46,139
 Clark,Jeffersonville 02,President,,DEM,Joseph R. Biden,87,129,216
 Clark,Jeffersonville 02,President,,LIB,Jo Jorgensen,3,3,6
 Clark,Jeffersonville 02,President,,,Write-ins,2,0,2
 Clark,Jeffersonville 02,Governor,,REP,Eric Holcomb,91,50,141
 Clark,Jeffersonville 02,Governor,,DEM,Woodrow (Woody) Myers,71,95,166
 Clark,Jeffersonville 02,Governor,,LIB,Donald G Rainwater II,17,6,23
 Clark,Jeffersonville 02,Attorney General,,REP,Todd Rokita,74,42,116
 Clark,Jeffersonville 02,Attorney General,,DEM,Jonathan Weinzapfel,92,104,196
 Clark,Jeffersonville 02,U.S. House,9,REP,Trey Hollingsworth,84,50,134
 Clark,Jeffersonville 02,U.S. House,9,DEM,Andy Ruff,79,113,192
 Clark,Jeffersonville 02,U.S. House,9,LIB,Tonya L Millis,16,11,27
 Clark,Jeffersonville 02,U.S. House,9,REP,Write-ins,1,0,1
 Clark,Jeffersonville 02,State Representative,71,DEM,Rita A Fleming,120,115,235
 Clark,Jeffersonville 02,State Representative,71,LIB,Russell (Russ) Brooksbank,33,17,50
 Clark,Jeffersonville 03,Registered Voters,,,,,,1543
 Clark,Jeffersonville 03,Ballots Cast,,,,287,323,610
 Clark,Jeffersonville 03,President,,REP,Donald J. Trump,94,61,155
 Clark,Jeffersonville 03,President,,DEM,Joseph R. Biden,181,255,436
 Clark,Jeffersonville 03,President,,LIB,Jo Jorgensen,9,6,15
 Clark,Jeffersonville 03,President,,,Write-ins,2,0,2
 Clark,Jeffersonville 03,Governor,,REP,Eric Holcomb,106,78,184
 Clark,Jeffersonville 03,Governor,,DEM,Woodrow (Woody) Myers,153,214,367
 Clark,Jeffersonville 03,Governor,,LIB,Donald G Rainwater II,20,13,33
 Clark,Jeffersonville 03,Attorney General,,REP,Todd Rokita,89,65,154
 Clark,Jeffersonville 03,Attorney General,,DEM,Jonathan Weinzapfel,180,236,416
 Clark,Jeffersonville 03,U.S. House,9,REP,Trey Hollingsworth,93,67,160
 Clark,Jeffersonville 03,U.S. House,9,DEM,Andy Ruff,158,209,367
 Clark,Jeffersonville 03,U.S. House,9,LIB,Tonya L Millis,24,22,46
 Clark,Jeffersonville 03,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 03,State Representative,71,DEM,Rita A Fleming,201,256,457
 Clark,Jeffersonville 03,State Representative,71,LIB,Russell (Russ) Brooksbank,50,25,75
 Clark,Jeffersonville 04,Registered Voters,,,,,,1111
 Clark,Jeffersonville 04,Ballots Cast,,,,265,393,658
 Clark,Jeffersonville 04,President,,REP,Donald J. Trump,132,113,245
 Clark,Jeffersonville 04,President,,DEM,Joseph R. Biden,120,274,394
 Clark,Jeffersonville 04,President,,LIB,Jo Jorgensen,8,4,12
 Clark,Jeffersonville 04,President,,,Write-ins,2,0,2
 Clark,Jeffersonville 04,Governor,,REP,Eric Holcomb,132,133,265
 Clark,Jeffersonville 04,Governor,,DEM,Woodrow (Woody) Myers,108,239,347
 Clark,Jeffersonville 04,Governor,,LIB,Donald G Rainwater II,20,15,35
 Clark,Jeffersonville 04,Attorney General,,REP,Todd Rokita,120,116,236
 Clark,Jeffersonville 04,Attorney General,,DEM,Jonathan Weinzapfel,126,259,385
 Clark,Jeffersonville 04,U.S. House,9,REP,Trey Hollingsworth,131,119,250
 Clark,Jeffersonville 04,U.S. House,9,DEM,Andy Ruff,107,245,352
 Clark,Jeffersonville 04,U.S. House,9,LIB,Tonya L Millis,20,21,41
 Clark,Jeffersonville 04,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 04,State Representative,71,DEM,Rita A Fleming,164,295,459
 Clark,Jeffersonville 04,State Representative,71,LIB,Russell (Russ) Brooksbank,58,43,101
 Clark,Jeffersonville 05,Registered Voters,,,,,,1108
 Clark,Jeffersonville 05,Ballots Cast,,,,238,302,540
 Clark,Jeffersonville 05,President,,REP,Donald J. Trump,132,94,226
 Clark,Jeffersonville 05,President,,DEM,Joseph R. Biden,96,204,300
 Clark,Jeffersonville 05,President,,LIB,Jo Jorgensen,9,4,13
 Clark,Jeffersonville 05,President,,,Write-ins,1,0,1
 Clark,Jeffersonville 05,Governor,,REP,Eric Holcomb,122,106,228
 Clark,Jeffersonville 05,Governor,,DEM,Woodrow (Woody) Myers,83,178,261
 Clark,Jeffersonville 05,Governor,,LIB,Donald G Rainwater II,30,11,41
 Clark,Jeffersonville 05,Attorney General,,REP,Todd Rokita,128,98,226
 Clark,Jeffersonville 05,Attorney General,,DEM,Jonathan Weinzapfel,99,194,293
 Clark,Jeffersonville 05,U.S. House,9,REP,Trey Hollingsworth,125,97,222
 Clark,Jeffersonville 05,U.S. House,9,DEM,Andy Ruff,81,189,270
 Clark,Jeffersonville 05,U.S. House,9,LIB,Tonya L Millis,24,9,33
 Clark,Jeffersonville 05,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 05,State Representative,71,DEM,Rita A Fleming,134,230,364
 Clark,Jeffersonville 05,State Representative,71,LIB,Russell (Russ) Brooksbank,48,34,82
 Clark,Jeffersonville 06,Registered Voters,,,,,,1089
 Clark,Jeffersonville 06,Ballots Cast,,,,249,243,492
 Clark,Jeffersonville 06,President,,REP,Donald J. Trump,132,87,219
 Clark,Jeffersonville 06,President,,DEM,Joseph R. Biden,111,153,264
 Clark,Jeffersonville 06,President,,LIB,Jo Jorgensen,5,2,7
 Clark,Jeffersonville 06,President,,,Write-ins,0,1,1
 Clark,Jeffersonville 06,Governor,,REP,Eric Holcomb,133,99,232
 Clark,Jeffersonville 06,Governor,,DEM,Woodrow (Woody) Myers,96,130,226
 Clark,Jeffersonville 06,Governor,,LIB,Donald G Rainwater II,18,9,27
 Clark,Jeffersonville 06,Attorney General,,REP,Todd Rokita,131,88,219
 Clark,Jeffersonville 06,Attorney General,,DEM,Jonathan Weinzapfel,113,147,260
 Clark,Jeffersonville 06,U.S. House,9,REP,Trey Hollingsworth,132,90,222
 Clark,Jeffersonville 06,U.S. House,9,DEM,Andy Ruff,97,134,231
 Clark,Jeffersonville 06,U.S. House,9,LIB,Tonya L Millis,16,12,28
 Clark,Jeffersonville 06,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 06,State Representative,71,DEM,Rita A Fleming,134,170,304
 Clark,Jeffersonville 06,State Representative,71,LIB,Russell (Russ) Brooksbank,67,22,89
 Clark,Jeffersonville 07,Registered Voters,,,,,,1095
 Clark,Jeffersonville 07,Ballots Cast,,,,319,408,727
 Clark,Jeffersonville 07,President,,REP,Donald J. Trump,176,151,327
 Clark,Jeffersonville 07,President,,DEM,Joseph R. Biden,125,248,373
 Clark,Jeffersonville 07,President,,LIB,Jo Jorgensen,15,5,20
 Clark,Jeffersonville 07,President,,,Write-ins,1,1,2
 Clark,Jeffersonville 07,Governor,,REP,Eric Holcomb,188,178,366
 Clark,Jeffersonville 07,Governor,,DEM,Woodrow (Woody) Myers,98,208,306
 Clark,Jeffersonville 07,Governor,,LIB,Donald G Rainwater II,28,16,44
 Clark,Jeffersonville 07,Attorney General,,REP,Todd Rokita,173,154,327
 Clark,Jeffersonville 07,Attorney General,,DEM,Jonathan Weinzapfel,124,237,361
 Clark,Jeffersonville 07,U.S. House,9,REP,Trey Hollingsworth,184,163,347
 Clark,Jeffersonville 07,U.S. House,9,DEM,Andy Ruff,106,226,332
 Clark,Jeffersonville 07,U.S. House,9,LIB,Tonya L Millis,21,14,35
 Clark,Jeffersonville 07,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 07,State Representative,71,DEM,Rita A Fleming,175,301,476
 Clark,Jeffersonville 07,State Representative,71,LIB,Russell (Russ) Brooksbank,67,48,115
 Clark,Jeffersonville 08,Registered Voters,,,,,,996
 Clark,Jeffersonville 08,Ballots Cast,,,,294,237,531
 Clark,Jeffersonville 08,President,,REP,Donald J. Trump,168,79,247
 Clark,Jeffersonville 08,President,,DEM,Joseph R. Biden,119,151,270
 Clark,Jeffersonville 08,President,,LIB,Jo Jorgensen,5,5,10
 Clark,Jeffersonville 08,President,,,Write-ins,1,1,2
 Clark,Jeffersonville 08,Governor,,REP,Eric Holcomb,164,97,261
 Clark,Jeffersonville 08,Governor,,DEM,Woodrow (Woody) Myers,104,124,228
 Clark,Jeffersonville 08,Governor,,LIB,Donald G Rainwater II,17,11,28
 Clark,Jeffersonville 08,Attorney General,,REP,Todd Rokita,168,80,248
 Clark,Jeffersonville 08,Attorney General,,DEM,Jonathan Weinzapfel,112,150,262
 Clark,Jeffersonville 08,U.S. House,9,REP,Trey Hollingsworth,163,85,248
 Clark,Jeffersonville 08,U.S. House,9,DEM,Andy Ruff,108,134,242
 Clark,Jeffersonville 08,U.S. House,9,LIB,Tonya L Millis,10,12,22
 Clark,Jeffersonville 08,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 08,State Representative,71,DEM,Rita A Fleming,154,165,319
 Clark,Jeffersonville 08,State Representative,71,LIB,Russell (Russ) Brooksbank,58,32,90
 Clark,Jeffersonville 09,Registered Voters,,,,,,1153
 Clark,Jeffersonville 09,Ballots Cast,,,,305,369,674
 Clark,Jeffersonville 09,President,,REP,Donald J. Trump,151,122,273
 Clark,Jeffersonville 09,President,,DEM,Joseph R. Biden,144,233,377
 Clark,Jeffersonville 09,President,,LIB,Jo Jorgensen,10,9,19
 Clark,Jeffersonville 09,President,,,Write-ins,0,1,1
 Clark,Jeffersonville 09,Governor,,REP,Eric Holcomb,161,154,315
 Clark,Jeffersonville 09,Governor,,DEM,Woodrow (Woody) Myers,123,204,327
 Clark,Jeffersonville 09,Governor,,LIB,Donald G Rainwater II,19,9,28
 Clark,Jeffersonville 09,Attorney General,,REP,Todd Rokita,149,131,280
 Clark,Jeffersonville 09,Attorney General,,DEM,Jonathan Weinzapfel,148,220,368
 Clark,Jeffersonville 09,U.S. House,9,REP,Trey Hollingsworth,153,139,292
 Clark,Jeffersonville 09,U.S. House,9,DEM,Andy Ruff,126,208,334
 Clark,Jeffersonville 09,U.S. House,9,LIB,Tonya L Millis,20,14,34
 Clark,Jeffersonville 09,U.S. House,9,REP,Write-ins,0,1,1
 Clark,Jeffersonville 09,State Representative,71,DEM,Rita A Fleming,174,264,438
 Clark,Jeffersonville 09,State Representative,71,LIB,Russell (Russ) Brooksbank,68,39,107
 Clark,Jeffersonville 10,Registered Voters,,,,,,1050
 Clark,Jeffersonville 10,Ballots Cast,,,,305,252,557
 Clark,Jeffersonville 10,President,,REP,Donald J. Trump,148,86,234
 Clark,Jeffersonville 10,President,,DEM,Joseph R. Biden,146,161,307
 Clark,Jeffersonville 10,President,,LIB,Jo Jorgensen,8,3,11
 Clark,Jeffersonville 10,President,,,Write-ins,1,0,1
 Clark,Jeffersonville 10,Governor,,REP,Eric Holcomb,170,96,266
 Clark,Jeffersonville 10,Governor,,DEM,Woodrow (Woody) Myers,117,146,263
 Clark,Jeffersonville 10,Governor,,LIB,Donald G Rainwater II,17,7,24
 Clark,Jeffersonville 10,Attorney General,,REP,Todd Rokita,142,85,227
 Clark,Jeffersonville 10,Attorney General,,DEM,Jonathan Weinzapfel,150,151,301
 Clark,Jeffersonville 10,U.S. House,9,REP,Trey Hollingsworth,154,93,247
 Clark,Jeffersonville 10,U.S. House,9,DEM,Andy Ruff,126,149,275
 Clark,Jeffersonville 10,U.S. House,9,LIB,Tonya L Millis,21,4,25
 Clark,Jeffersonville 10,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 10,State Representative,71,DEM,Rita A Fleming,184,184,368
 Clark,Jeffersonville 10,State Representative,71,LIB,Russell (Russ) Brooksbank,52,23,75
 Clark,Jeffersonville 11,Registered Voters,,,,,,1351
 Clark,Jeffersonville 11,Ballots Cast,,,,358,365,723
 Clark,Jeffersonville 11,President,,REP,Donald J. Trump,204,137,341
 Clark,Jeffersonville 11,President,,DEM,Joseph R. Biden,133,220,353
 Clark,Jeffersonville 11,President,,LIB,Jo Jorgensen,13,4,17
 Clark,Jeffersonville 11,President,,,Write-ins,5,2,7
 Clark,Jeffersonville 11,Governor,,REP,Eric Holcomb,204,166,370
 Clark,Jeffersonville 11,Governor,,DEM,Woodrow (Woody) Myers,117,179,296
 Clark,Jeffersonville 11,Governor,,LIB,Donald G Rainwater II,28,10,38
 Clark,Jeffersonville 11,Attorney General,,REP,Todd Rokita,199,143,342
 Clark,Jeffersonville 11,Attorney General,,DEM,Jonathan Weinzapfel,137,200,337
 Clark,Jeffersonville 11,U.S. House,9,REP,Trey Hollingsworth,204,152,356
 Clark,Jeffersonville 11,U.S. House,9,DEM,Andy Ruff,128,190,318
 Clark,Jeffersonville 11,U.S. House,9,LIB,Tonya L Millis,18,10,28
 Clark,Jeffersonville 11,U.S. House,9,REP,Write-ins,0,0,0
 Clark,Jeffersonville 11,State Representative,71,DEM,Rita A Fleming,202,250,452
 Clark,Jeffersonville 11,State Representative,71,LIB,Russell (Russ) Brooksbank,62,43,105
 Clark,Jeffersonville 11A,Registered Voters,,,,,,456
 Clark,Jeffersonville 11A,Ballots Cast,,,,90,218,308
 Clark,Jeffersonville 11A,President,,REP,Donald J. Trump,65,98,163
 Clark,Jeffersonville 11A,President,,DEM,Joseph R. Biden,24,114,138
 Clark,Jeffersonville 11A,President,,LIB,Jo Jorgensen,1,5,6
 Clark,Jeffersonville 11A,President,,,Write-ins,0,0,0
 Clark,Jeffersonville 11A,Governor,,REP,Eric Holcomb,70,124,194
 Clark,Jeffersonville 11A,Governor,,DEM,Woodrow (Woody) Myers,16,85,101
 Clark,Jeffersonville 11A,Governor,,LIB,Donald G Rainwater II,4,5,9
