county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
White,Big Creek,Registered Voters,,,,,,,615
White,Big Creek,Ballots Cast,,,,119,83,240,442
White,Big Creek,President,,Trump / Pence,REP,99,39,190,328
White,Big Creek,President,,Biden / Harris,DEM,14,42,47,103
White,Big Creek,President,,Jorgensen / Cohen,LIB,4,1,3,8
White,Big Creek,President,,Write-In,,0,0,0,0
White,Big Creek,Governor,,Holcomb / Crouch,REP,73,51,168,292
White,Big Creek,Governor,,Myers / Lawson,DEM,9,26,31,66
White,Big Creek,Governor,,Rainwater II / Henry,LIB,36,4,40,80
White,Big Creek,Attorney General,,Todd Rokita,REP,88,50,183,321
White,Big Creek,Attorney General,,Jonathan Weinzapfel,DEM,25,31,52,108
White,Big Creek,U.S. House,4,Jim Baird,REP,97,42,187,326
White,Big Creek,U.S. House,4,Joe Mackey,DEM,15,36,47,98
White,Big Creek,U.S. House,4,Write-In,,0,0,0,0
White,Big Creek,State Senate,7,Brian W. Buchanan,REP,97,42,187,326
White,Big Creek,State Senate,7,Tabitha N. Bartley,DEM,18,37,48,103
White,Big Creek,State Representative,25,Donald J. Lehe,REP,99,45,181,325
White,Big Creek,State Representative,25,Alex Sabol,DEM,18,34,55,107
White,Cass,Registered Voters,,,,,,,375
White,Cass,Ballots Cast,,,,131,19,114,264
White,Cass,President,,Trump / Pence,REP,119,8,92,219
White,Cass,President,,Biden / Harris,DEM,7,10,19,36
White,Cass,President,,Jorgensen / Cohen,LIB,3,1,1,5
White,Cass,President,,Write-In,,0,0,0,0
White,Cass,Governor,,Holcomb / Crouch,REP,80,10,64,154
White,Cass,Governor,,Myers / Lawson,DEM,8,6,12,26
White,Cass,Governor,,Rainwater II / Henry,LIB,42,2,36,80
White,Cass,Attorney General,,Todd Rokita,REP,111,12,90,213
White,Cass,Attorney General,,Jonathan Weinzapfel,DEM,15,6,18,39
White,Cass,U.S. House,4,Jim Baird,REP,117,9,89,215
White,Cass,U.S. House,4,Joe Mackey,DEM,10,8,22,40
White,Cass,U.S. House,4,Write-In,,0,0,0,0
White,Cass,State Senate,7,Brian W. Buchanan,REP,117,8,92,217
White,Cass,State Senate,7,Tabitha N. Bartley,DEM,9,9,19,37
White,Cass,State Representative,25,Donald J. Lehe,REP,114,10,90,214
White,Cass,State Representative,25,Alex Sabol,DEM,16,7,21,44
White,Honey Creek,Registered Voters,,,,,,,787
White,Honey Creek,Ballots Cast,,,,137,55,329,521
White,Honey Creek,President,,Trump / Pence,REP,121,16,245,382
White,Honey Creek,President,,Biden / Harris,DEM,13,34,78,125
White,Honey Creek,President,,Jorgensen / Cohen,LIB,0,4,2,6
White,Honey Creek,President,,Write-In,,1,0,0,1
White,Honey Creek,Governor,,Holcomb / Crouch,REP,91,26,227,344
White,Honey Creek,Governor,,Myers / Lawson,DEM,7,25,46,78
White,Honey Creek,Governor,,Rainwater II / Henry,LIB,36,1,53,90
White,Honey Creek,Attorney General,,Todd Rokita,REP,112,24,246,382
White,Honey Creek,Attorney General,,Jonathan Weinzapfel,DEM,16,30,74,120
White,Honey Creek,U.S. House,4,Jim Baird,REP,113,22,254,389
White,Honey Creek,U.S. House,4,Joe Mackey,DEM,15,30,65,110
White,Honey Creek,U.S. House,4,Write-In,,0,0,0,0
White,Honey Creek,State Senate,7,Brian W. Buchanan,REP,119,24,261,404
