county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
LaPorte,Clinton,U.S. House,1,LIB,Michael Strauss,12,6,15,33
LaPorte,Clinton,U.S. House,1,,Write-In,0,0,0,0
LaPorte,Clinton,State Senator,5,DEM,Luke Bohm,49,35,75,159
LaPorte,Clinton,State Senator,5,REP,Ed Charbonneau,243,43,194,480
LaPorte,Clinton,State Representative,9,DEM,Patricia A (Pat) Boy,64,38,100,202
LaPorte,Clinton,State Representative,9,REP,Dion Bergeron,221,39,165,425
LaPorte,Coolspring 1,Registered Voters,,,,,,,1241
LaPorte,Coolspring 1,Ballots Cast,,,,290,111,532,933
LaPorte,Coolspring 1,President,,DEM,Joseph R Biden,86,90,217,393
LaPorte,Coolspring 1,President,,REP,Donald J Trump,196,20,302,518
LaPorte,Coolspring 1,President,,LIB,Jo Jorgensen,7,0,4,11
LaPorte,Coolspring 1,President,,,Write-In,0,0,4,4
LaPorte,Coolspring 1,Governor,,DEM,Woodrow (Woody) Myers,70,66,180,316
LaPorte,Coolspring 1,Governor,,REP,Eric Holcomb,166,38,309,513
LaPorte,Coolspring 1,Governor,,LIB,Donald G Rainwater II,45,2,32,79
LaPorte,Coolspring 1,Attorney General,,DEM,Jonathan Weinzapfel,88,76,214,378
LaPorte,Coolspring 1,Attorney General,,REP,Todd Rokita,181,31,297,509
LaPorte,Coolspring 1,U.S. House,1,DEM,Frank J Mrvan,88,84,210,382
LaPorte,Coolspring 1,U.S. House,1,REP,Mark Leyva,172,21,285,478
LaPorte,Coolspring 1,U.S. House,1,LIB,Michael Strauss,18,1,15,34
LaPorte,Coolspring 1,U.S. House,1,,Write-In,0,0,0,0
LaPorte,Coolspring 1,State Representative,9,DEM,Patricia A (Pat) Boy,94,88,244,426
LaPorte,Coolspring 1,State Representative,9,REP,Dion Bergeron,180,17,276,473
LaPorte,Coolspring 2,Registered Voters,,,,,,,1083
LaPorte,Coolspring 2,Ballots Cast,,,,344,135,299,778
LaPorte,Coolspring 2,President,,DEM,Joseph R Biden,71,107,122,300
LaPorte,Coolspring 2,President,,REP,Donald J Trump,262,28,169,459
LaPorte,Coolspring 2,President,,LIB,Jo Jorgensen,9,0,2,11
LaPorte,Coolspring 2,President,,,Write-In,1,0,1,2
LaPorte,Coolspring 2,Governor,,DEM,Woodrow (Woody) Myers,56,80,92,228
LaPorte,Coolspring 2,Governor,,REP,Eric Holcomb,236,49,186,471
LaPorte,Coolspring 2,Governor,,LIB,Donald G Rainwater II,44,1,13,58
LaPorte,Coolspring 2,Attorney General,,DEM,Jonathan Weinzapfel,81,96,122,299
LaPorte,Coolspring 2,Attorney General,,REP,Todd Rokita,243,33,165,441
LaPorte,Coolspring 2,U.S. House,1,DEM,Frank J Mrvan,81,101,118,300
LaPorte,Coolspring 2,U.S. House,1,REP,Mark Leyva,230,30,161,421
LaPorte,Coolspring 2,U.S. House,1,LIB,Michael Strauss,22,1,9,32
LaPorte,Coolspring 2,U.S. House,1,,Write-In,1,0,0,1
LaPorte,Coolspring 2,State Representative,9,DEM,Patricia A (Pat) Boy,110,108,136,354
LaPorte,Coolspring 2,State Representative,9,REP,Dion Bergeron,227,22,153,402
LaPorte,Coolspring 3,Registered Voters,,,,,,,989
LaPorte,Coolspring 3,Ballots Cast,,,,174,123,374,671
LaPorte,Coolspring 3,President,,DEM,Joseph R Biden,47,87,171,305
LaPorte,Coolspring 3,President,,REP,Donald J Trump,120,34,195,349
LaPorte,Coolspring 3,President,,LIB,Jo Jorgensen,6,1,3,10
LaPorte,Coolspring 3,President,,,Write-In,0,0,0,0
LaPorte,Coolspring 3,Governor,,DEM,Woodrow (Woody) Myers,36,69,144,249
LaPorte,Coolspring 3,Governor,,REP,Eric Holcomb,99,50,204,353
LaPorte,Coolspring 3,Governor,,LIB,Donald G Rainwater II,29,1,17,47
LaPorte,Coolspring 3,Attorney General,,DEM,Jonathan Weinzapfel,47,81,169,297
LaPorte,Coolspring 3,Attorney General,,REP,Todd Rokita,103,35,186,324
LaPorte,Coolspring 3,U.S. House,1,DEM,Frank J Mrvan,54,80,168,302
LaPorte,Coolspring 3,U.S. House,1,REP,Mark Leyva,89,33,174,296
LaPorte,Coolspring 3,U.S. House,1,LIB,Michael Strauss,15,4,14,33
LaPorte,Coolspring 3,U.S. House,1,,Write-In,0,0,0,0
LaPorte,Coolspring 3,State Senator,8,DEM,Gary Davis,50,75,154,279
LaPorte,Coolspring 3,State Senator,8,REP,Mike Bohacek,111,40,203,354
LaPorte,Coolspring 3,State Representative,9,DEM,Patricia A (Pat) Boy,65,91,185,341
LaPorte,Coolspring 3,State Representative,9,REP,Dion Bergeron,91,28,174,293
LaPorte,Coolspring 4,Registered Voters,,,,,,,1667
LaPorte,Coolspring 4,Ballots Cast,,,,347,168,556,1071
LaPorte,Coolspring 4,President,,DEM,Joseph R Biden,96,130,258,484
LaPorte,Coolspring 4,President,,REP,Donald J Trump,233,30,282,545
LaPorte,Coolspring 4,President,,LIB,Jo Jorgensen,15,2,6,23
LaPorte,Coolspring 4,President,,,Write-In,2,1,0,3
LaPorte,Coolspring 4,Governor,,DEM,Woodrow (Woody) Myers,77,102,215,394
LaPorte,Coolspring 4,Governor,,REP,Eric Holcomb,211,44,282,537
LaPorte,Coolspring 4,Governor,,LIB,Donald G Rainwater II,51,9,40,100
LaPorte,Coolspring 4,Attorney General,,DEM,Jonathan Weinzapfel,115,117,254,486
LaPorte,Coolspring 4,Attorney General,,REP,Todd Rokita,208,35,272,515
LaPorte,Coolspring 4,U.S. House,1,DEM,Frank J Mrvan,105,131,254,490
LaPorte,Coolspring 4,U.S. House,1,REP,Mark Leyva,202,23,262,487
LaPorte,Coolspring 4,U.S. House,1,LIB,Michael Strauss,28,4,15,47
LaPorte,Coolspring 4,U.S. House,1,,Write-In,0,0,0,0
LaPorte,Coolspring 4,State Representative,9,DEM,Patricia A (Pat) Boy,135,134,281,550
LaPorte,Coolspring 4,State Representative,9,REP,Dion Bergeron,198,25,248,471
LaPorte,Coolspring 5,Registered Voters,,,,,,,759
LaPorte,Coolspring 5,Ballots Cast,,,,194,54,207,455
LaPorte,Coolspring 5,President,,DEM,Joseph R Biden,96,47,119,262
LaPorte,Coolspring 5,President,,REP,Donald J Trump,93,7,79,179
LaPorte,Coolspring 5,President,,LIB,Jo Jorgensen,3,0,5,8
LaPorte,Coolspring 5,President,,,Write-In,1,0,0,1
LaPorte,Coolspring 5,Governor,,DEM,Woodrow (Woody) Myers,81,43,93,217
LaPorte,Coolspring 5,Governor,,REP,Eric Holcomb,100,9,93,202
LaPorte,Coolspring 5,Governor,,LIB,Donald G Rainwater II,8,1,14,23
LaPorte,Coolspring 5,Attorney General,,DEM,Jonathan Weinzapfel,100,43,116,259
LaPorte,Coolspring 5,Attorney General,,REP,Todd Rokita,83,8,83,174
LaPorte,Coolspring 5,U.S. House,1,DEM,Frank J Mrvan,96,45,110,251
LaPorte,Coolspring 5,U.S. House,1,REP,Mark Leyva,82,7,82,171
LaPorte,Coolspring 5,U.S. House,1,LIB,Michael Strauss,5,1,10,16
LaPorte,Coolspring 5,U.S. House,1,,Write-In,0,0,0,0
LaPorte,Coolspring 5,State Senator,8,DEM,Gary Davis,89,41,103,233
LaPorte,Coolspring 5,State Senator,8,REP,Mike Bohacek,95,12,98,205
LaPorte,Coolspring 5,State Representative,9,DEM,Patricia A (Pat) Boy,104,47,122,273
LaPorte,Coolspring 5,State Representative,9,REP,Dion Bergeron,81,6,78,165
LaPorte,Dewey,Registered Voters,,,,,,,312
LaPorte,Dewey,Ballots Cast,,,,146,18,63,227
LaPorte,Dewey,President,,DEM,Joseph R Biden,44,8,14,66
LaPorte,Dewey,President,,REP,Donald J Trump,97,8,47,152
LaPorte,Dewey,President,,LIB,Jo Jorgensen,3,2,2,7
LaPorte,Dewey,President,,,Write-In,1,0,0,1
LaPorte,Dewey,Governor,,DEM,Woodrow (Woody) Myers,28,6,12,46
LaPorte,Dewey,Governor,,REP,Eric Holcomb,84,10,43,137
LaPorte,Dewey,Governor,,LIB,Donald G Rainwater II,28,1,7,36
LaPorte,Dewey,Attorney General,,DEM,Jonathan Weinzapfel,43,6,16,65
LaPorte,Dewey,Attorney General,,REP,Todd Rokita,95,10,42,147
LaPorte,Dewey,U.S. House,1,DEM,Frank J Mrvan,49,8,15,72
LaPorte,Dewey,U.S. House,1,REP,Mark Leyva,86,5,40,131
LaPorte,Dewey,U.S. House,1,LIB,Michael Strauss,4,3,2,9
LaPorte,Dewey,U.S. House,1,,Write-In,0,0,0,0
LaPorte,Dewey,State Senator,5,DEM,Luke Bohm,39,7,15,61
LaPorte,Dewey,State Senator,5,REP,Ed Charbonneau,101,9,43,153
LaPorte,Dewey,State Representative,20,DEM,Tim Gust,35,5,12,52
LaPorte,Dewey,State Representative,20,REP,Jim Pressel,108,12,49,169
LaPorte,Duneland Beach,Registered Voters,,,,,,,215
LaPorte,Duneland Beach,Ballots Cast,,,,45,41,71,157
LaPorte,Duneland Beach,President,,DEM,Joseph R Biden,18,33,38,89
LaPorte,Duneland Beach,President,,REP,Donald J Trump,27,8,33,68
LaPorte,Duneland Beach,President,,LIB,Jo Jorgensen,0,0,0,0
LaPorte,Duneland Beach,President,,,Write-In,0,0,0,0
LaPorte,Duneland Beach,Governor,,DEM,Woodrow (Woody) Myers,8,30,31,69
LaPorte,Duneland Beach,Governor,,REP,Eric Holcomb,34,9,38,81
LaPorte,Duneland Beach,Governor,,LIB,Donald G Rainwater II,1,0,1,2
LaPorte,Duneland Beach,Attorney General,,DEM,Jonathan Weinzapfel,17,30,36,83
LaPorte,Duneland Beach,Attorney General,,REP,Todd Rokita,25,9,34,68
LaPorte,Duneland Beach,U.S. House,1,DEM,Frank J Mrvan,16,30,36,82
LaPorte,Duneland Beach,U.S. House,1,REP,Mark Leyva,26,8,34,68
LaPorte,Duneland Beach,U.S. House,1,LIB,Michael Strauss,0,0,1,1
LaPorte,Duneland Beach,U.S. House,1,,Write-In,0,0,0,0
LaPorte,Duneland Beach,State Representative,9,DEM,Patricia A (Pat) Boy,20,33,34,87
LaPorte,Duneland Beach,State Representative,9,REP,Dion Bergeron,25,4,37,66
LaPorte,Galena 1,Registered Voters,,,,,,,731
LaPorte,Galena 1,Ballots Cast,,,,275,79,160,514
LaPorte,Galena 1,President,,DEM,Joseph R Biden,63,54,97,214
LaPorte,Galena 1,President,,REP,Donald J Trump,206,24,63,293
LaPorte,Galena 1,President,,LIB,Jo Jorgensen,5,1,0,6
LaPorte,Galena 1,President,,,Write-In,0,0,0,0
LaPorte,Galena 1,Governor,,DEM,Woodrow (Woody) Myers,51,48,79,178
LaPorte,Galena 1,Governor,,REP,Eric Holcomb,188,27,77,292
LaPorte,Galena 1,Governor,,LIB,Donald G Rainwater II,31,1,2,34
LaPorte,Galena 1,Attorney General,,DEM,Jonathan Weinzapfel,68,55,95,218
LaPorte,Galena 1,Attorney General,,REP,Todd Rokita,193,21,65,279
LaPorte,Galena 1,U.S. House,1,DEM,Frank J Mrvan,67,53,94,214
LaPorte,Galena 1,U.S. House,1,REP,Mark Leyva,186,18,59,263
LaPorte,Galena 1,U.S. House,1,LIB,Michael Strauss,15,5,4,24
LaPorte,Galena 1,U.S. House,1,,Write-In,0,0,0,0
LaPorte,Galena 1,State Senator,8,DEM,Gary Davis,68,51,88,207
LaPorte,Galena 1,State Senator,8,REP,Mike Bohacek,201,25,69,295
LaPorte,Galena 1,State Representative,8,DEM,Ryan M Dvorak,82,53,97,232
LaPorte,Galena 1,State Representative,8,REP,Timothy Jaycox,182,22,62,266
LaPorte,Galena 2,Registered Voters,,,,,,,863
LaPorte,Galena 2,Ballots Cast,,,,356,90,169,615
LaPorte,Galena 2,President,,DEM,Joseph R Biden,75,66,97,238
LaPorte,Galena 2,President,,REP,Donald J Trump,272,23,71,366
LaPorte,Galena 2,President,,LIB,Jo Jorgensen,5,0,0,5
LaPorte,Galena 2,President,,,Write-In,0,0,1,1
LaPorte,Galena 2,Governor,,DEM,Woodrow (Woody) Myers,55,52,74,181
LaPorte,Galena 2,Governor,,REP,Eric Holcomb,253,36,82,371
LaPorte,Galena 2,Governor,,LIB,Donald G Rainwater II,39,1,9,49
LaPorte,Galena 2,Attorney General,,DEM,Jonathan Weinzapfel,76,64,88,228
LaPorte,Galena 2,Attorney General,,REP,Todd Rokita,260,24,74,358
LaPorte,Galena 2,State Senator,8,DEM,Gary Davis,75,66,93,234
LaPorte,Galena 2,State Senator,8,REP,Mike Bohacek,267,21,73,361
LaPorte,Galena 2,State Representative,8,DEM,Ryan M Dvorak,87,63,90,240
LaPorte,Galena 2,State Representative,8,REP,Timothy Jaycox,246,21,75,342
LaPorte,Hanna,Registered Voters,,,,,,,783
LaPorte,Hanna,Ballots Cast,,,,332,51,200,583
LaPorte,Hanna,President,,DEM,Joseph R Biden,81,28,66,175
LaPorte,Hanna,President,,REP,Donald J Trump,235,22,130,387
LaPorte,Hanna,President,,LIB,Jo Jorgensen,11,1,2,14
LaPorte,Hanna,President,,,Write-In,0,0,0,0
LaPorte,Hanna,Governor,,DEM,Woodrow (Woody) Myers,58,18,50,126
LaPorte,Hanna,Governor,,REP,Eric Holcomb,206,25,124,355
LaPorte,Hanna,Governor,,LIB,Donald G Rainwater II,59,3,19,81
LaPorte,Hanna,Attorney General,,DEM,Jonathan Weinzapfel,84,24,67,175
LaPorte,Hanna,Attorney General,,REP,Todd Rokita,225,19,118,362
LaPorte,Hanna,State Senator,8,DEM,Gary Davis,83,23,64,170
LaPorte,Hanna,State Senator,8,REP,Mike Bohacek,237,22,126,385
LaPorte,Hanna,State Representative,20,DEM,Tim Gust,62,21,53,136
LaPorte,Hanna,State Representative,20,REP,Jim Pressel,260,27,139,426
LaPorte,Hudson,Registered Voters,,,,,,,1353
LaPorte,Hudson,Ballots Cast,,,,629,120,209,958
LaPorte,Hudson,President,,DEM,Joseph R Biden,154,75,89,318
LaPorte,Hudson,President,,REP,Donald J Trump,444,44,115,603
LaPorte,Hudson,President,,LIB,Jo Jorgensen,22,0,5,27
LaPorte,Hudson,President,,,Write-In,2,1,0,3
LaPorte,Hudson,Governor,,DEM,Woodrow (Woody) Myers,124,56,60,240
LaPorte,Hudson,Governor,,REP,Eric Holcomb,403,59,129,591
LaPorte,Hudson,Governor,,LIB,Donald G Rainwater II,90,2,17,109
LaPorte,Hudson,Attorney General,,DEM,Jonathan Weinzapfel,172,71,83,326
LaPorte,Hudson,Attorney General,,REP,Todd Rokita,432,47,116,595
LaPorte,Hudson,State Senator,8,DEM,Gary Davis,171,65,89,325
LaPorte,Hudson,State Senator,8,REP,Mike Bohacek,443,50,116,609
LaPorte,Hudson,State Representative,8,DEM,Ryan M Dvorak,201,78,91,370
LaPorte,Hudson,State Representative,8,REP,Timothy Jaycox,409,38,113,560
LaPorte,Johnson,Registered Voters,,,,,,,147
LaPorte,Johnson,Ballots Cast,,,,97,5,8,110
LaPorte,Johnson,President,,DEM,Joseph R Biden,26,1,5,32
LaPorte,Johnson,President,,REP,Donald J Trump,69,4,2,75
LaPorte,Johnson,President,,LIB,Jo Jorgensen,2,0,1,3
LaPorte,Johnson,President,,,Write-In,0,0,0,0
LaPorte,Johnson,Governor,,DEM,Woodrow (Woody) Myers,17,1,5,23
LaPorte,Johnson,Governor,,REP,Eric Holcomb,61,4,3,68
LaPorte,Johnson,Governor,,LIB,Donald G Rainwater II,17,0,0,17
LaPorte,Johnson,Attorney General,,DEM,Jonathan Weinzapfel,23,1,5,29
LaPorte,Johnson,Attorney General,,REP,Todd Rokita,70,4,3,77
LaPorte,Johnson,State Senator,8,DEM,Gary Davis,23,1,5,29
LaPorte,Johnson,State Senator,8,REP,Mike Bohacek,72,4,3,79
LaPorte,Johnson,State Representative,20,DEM,Tim Gust,19,1,5,25
LaPorte,Johnson,State Representative,20,REP,Jim Pressel,75,4,3,82
LaPorte,Kankakee 1,Registered Voters,,,,,,,1515
LaPorte,Kankakee 1,Ballots Cast,,,,520,163,391,1074
LaPorte,Kankakee 1,President,,DEM,Joseph R Biden,122,117,160,399
LaPorte,Kankakee 1,President,,REP,Donald J Trump,376,39,224,639
LaPorte,Kankakee 1,President,,LIB,Jo Jorgensen,15,5,3,23
LaPorte,Kankakee 1,President,,,Write-In,1,1,0,2
LaPorte,Kankakee 1,Governor,,DEM,Woodrow (Woody) Myers,83,95,128,306
LaPorte,Kankakee 1,Governor,,REP,Eric Holcomb,344,57,227,628
LaPorte,Kankakee 1,Governor,,LIB,Donald G Rainwater II,84,7,26,117
LaPorte,Kankakee 1,Attorney General,,DEM,Jonathan Weinzapfel,132,109,153,394
LaPorte,Kankakee 1,Attorney General,,REP,Todd Rokita,355,48,223,626
LaPorte,Kankakee 1,State Senator,8,DEM,Gary Davis,144,111,156,411
LaPorte,Kankakee 1,State Senator,8,REP,Mike Bohacek,364,47,226,637
LaPorte,Kankakee 1,State Representative,20,DEM,Tim Gust,107,91,133,331
LaPorte,Kankakee 1,State Representative,20,REP,Jim Pressel,401,67,251,719
LaPorte,Kankakee 2,Registered Voters,,,,,,,1352
LaPorte,Kankakee 2,Ballots Cast,,,,620,100,224,944
LaPorte,Kankakee 2,President,,DEM,Joseph R Biden,128,61,102,291
LaPorte,Kankakee 2,President,,REP,Donald J Trump,471,37,120,628
LaPorte,Kankakee 2,President,,LIB,Jo Jorgensen,18,2,1,21
LaPorte,Kankakee 2,President,,,Write-In,1,0,1,2
LaPorte,Kankakee 2,Governor,,DEM,Woodrow (Woody) Myers,103,46,76,225
LaPorte,Kankakee 2,Governor,,REP,Eric Holcomb,408,48,130,586
LaPorte,Kankakee 2,Governor,,LIB,Donald G Rainwater II,97,3,15,115
LaPorte,Kankakee 2,Attorney General,,DEM,Jonathan Weinzapfel,168,59,94,321
LaPorte,Kankakee 2,Attorney General,,REP,Todd Rokita,410,38,117,565
LaPorte,Kankakee 2,State Senator,8,DEM,Gary Davis,159,58,93,310
LaPorte,Kankakee 2,State Senator,8,REP,Mike Bohacek,442,37,125,604
LaPorte,Kankakee 2,State Representative,20,DEM,Tim Gust,123,37,87,247
LaPorte,Kankakee 2,State Representative,20,REP,Jim Pressel,484,56,131,671
LaPorte,Kingsbury,Registered Voters,,,,,,,161
LaPorte,Kingsbury,Ballots Cast,,,,73,16,14,103
LaPorte,Kingsbury,President,,DEM,Joseph R Biden,15,9,7,31
LaPorte,Kingsbury,President,,REP,Donald J Trump,54,5,6,65
LaPorte,Kingsbury,President,,LIB,Jo Jorgensen,1,0,0,1
LaPorte,Kingsbury,President,,,Write-In,0,0,0,0
LaPorte,Kingsbury,Governor,,DEM,Woodrow (Woody) Myers,13,7,5,25
LaPorte,Kingsbury,Governor,,REP,Eric Holcomb,47,8,7,62
LaPorte,Kingsbury,Governor,,LIB,Donald G Rainwater II,12,1,2,15
LaPorte,Kingsbury,Attorney General,,DEM,Jonathan Weinzapfel,23,8,6,37
LaPorte,Kingsbury,Attorney General,,REP,Todd Rokita,44,8,7,59
LaPorte,Kingsbury,State Senator,8,DEM,Gary Davis,20,8,6,34
LaPorte,Kingsbury,State Senator,8,REP,Mike Bohacek,50,8,8,66
LaPorte,Kingsbury,State Representative,20,DEM,Tim Gust,12,6,6,24
LaPorte,Kingsbury,State Representative,20,REP,Jim Pressel,57,10,8,75
LaPorte,Kingsford Heights,Registered Voters,,,,,,,843
LaPorte,Kingsford Heights,Ballots Cast,,,,399,40,75,514
LaPorte,Kingsford Heights,President,,DEM,Joseph R Biden,135,24,41,200
LaPorte,Kingsford Heights,President,,REP,Donald J Trump,249,13,34,296
LaPorte,Kingsford Heights,President,,LIB,Jo Jorgensen,8,1,0,9
LaPorte,Kingsford Heights,President,,,Write-In,0,0,0,0
LaPorte,Kingsford Heights,Governor,,DEM,Woodrow (Woody) Myers,106,18,38,162
LaPorte,Kingsford Heights,Governor,,REP,Eric Holcomb,227,18,30,275
LaPorte,Kingsford Heights,Governor,,LIB,Donald G Rainwater II,58,1,6,65
LaPorte,Kingsford Heights,Attorney General,,DEM,Jonathan Weinzapfel,142,22,42,206
LaPorte,Kingsford Heights,Attorney General,,REP,Todd Rokita,230,15,31,276
