county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Morgan,ADAMS,Registered Voters,,,,,,,859
Morgan,ADAMS,Ballots Cast,,,,272,84,270,626
Morgan,ADAMS,President,,REP,Donald J Trump,232,34,210,476
Morgan,ADAMS,President,,DEM,Joseph R Biden,29,46,55,130
Morgan,ADAMS,President,,LIB,Jo Jorgensen,7,2,4,13
Morgan,ADAMS,President,,,Write-ins,1,0,0,1
Morgan,ADAMS,Governor,,REP,Eric Holcomb,160,38,153,351
Morgan,ADAMS,Governor,,DEM,Woodrow (Woody) Myers,22,38,38,98
Morgan,ADAMS,Governor,,LIB,Donald G Rainwater II,85,6,75,166
Morgan,ADAMS,Attorney General,,REP,Todd Rokita,210,43,208,461
Morgan,ADAMS,Attorney General,,DEM,Jonathan Weinzapfel,48,41,52,141
Morgan,ADAMS,U.S. House,4,REP,Jim Baird,229,43,216,488
Morgan,ADAMS,U.S. House,4,DEM,Joe Mackey,35,37,49,121
Morgan,ADAMS,U.S. House,4,,Write-ins,0,0,0,0
Morgan,ADAMS,State Senate,37,REP,Rodric D Bray,224,43,216,483
Morgan,ADAMS,State Senate,37,DEM,Tom Wallace,37,36,48,121
Morgan,ADAMS,State Representative,44,REP,Beau Baird,229,41,222,492
Morgan,ASHLAND 1,Registered Voters,,,,,,,733
Morgan,ASHLAND 1,Ballots Cast,,,,208,68,260,536
Morgan,ASHLAND 1,President,,REP,Donald J Trump,189,36,218,443
Morgan,ASHLAND 1,President,,DEM,Joseph R Biden,12,29,35,76
Morgan,ASHLAND 1,President,,LIB,Jo Jorgensen,5,2,5,12
Morgan,ASHLAND 1,President,,,Write-ins,0,0,1,1
Morgan,ASHLAND 1,Governor,,REP,Eric Holcomb,119,43,164,326
Morgan,ASHLAND 1,Governor,,DEM,Woodrow (Woody) Myers,10,20,25,55
Morgan,ASHLAND 1,Governor,,LIB,Donald G Rainwater II,78,4,68,150
Morgan,ASHLAND 1,Attorney General,,REP,Todd Rokita,180,35,202,417
Morgan,ASHLAND 1,Attorney General,,DEM,Jonathan Weinzapfel,22,31,46,99
Morgan,ASHLAND 1,U.S. House,4,REP,Jim Baird,187,37,209,433
Morgan,ASHLAND 1,U.S. House,4,DEM,Joe Mackey,15,30,41,86
Morgan,ASHLAND 1,U.S. House,4,,Write-ins,0,0,0,0
Morgan,ASHLAND 1,State Senate,37,REP,Rodric D Bray,188,36,214,438
Morgan,ASHLAND 1,State Senate,37,DEM,Tom Wallace,14,28,35,77
Morgan,ASHLAND 1,State Representative,44,REP,Beau Baird,191,42,217,450
Morgan,ASHLAND 2,Registered Voters,,,,,,,563
Morgan,ASHLAND 2,Ballots Cast,,,,174,39,185,398
Morgan,ASHLAND 2,President,,REP,Donald J Trump,152,25,161,338
Morgan,ASHLAND 2,President,,DEM,Joseph R Biden,17,14,18,49
Morgan,ASHLAND 2,President,,LIB,Jo Jorgensen,5,0,5,10
Morgan,ASHLAND 2,President,,,Write-ins,0,0,1,1
Morgan,ASHLAND 2,Governor,,REP,Eric Holcomb,105,25,111,241
Morgan,ASHLAND 2,Governor,,DEM,Woodrow (Woody) Myers,8,13,18,39
Morgan,ASHLAND 2,Governor,,LIB,Donald G Rainwater II,57,1,54,112
Morgan,ASHLAND 2,Attorney General,,REP,Todd Rokita,145,24,153,322
Morgan,ASHLAND 2,Attorney General,,DEM,Jonathan Weinzapfel,20,15,21,56
Morgan,ASHLAND 2,U.S. House,4,REP,Jim Baird,143,23,150,316
Morgan,ASHLAND 2,U.S. House,4,DEM,Joe Mackey,12,15,15,42
Morgan,ASHLAND 2,U.S. House,4,,Write-ins,7,0,15,22
Morgan,ASHLAND 2,U.S. House,9,REP,Trey Hollingsworth,0,0,0,0
Morgan,ASHLAND 2,State Senate,37,REP,Rodric D Bray,149,22,156,327
Morgan,ASHLAND 2,State Senate,37,DEM,Tom Wallace,16,16,21,53
Morgan,ASHLAND 2,State Representative,44,REP,Beau Baird,148,22,159,329
Morgan,BAKER,Registered Voters,,,,,,,534
Morgan,BAKER,Ballots Cast,,,,95,55,249,399
Morgan,BAKER,President,,REP,Donald J Trump,84,35,212,331
Morgan,BAKER,President,,DEM,Joseph R Biden,5,20,26,51
Morgan,BAKER,President,,LIB,Jo Jorgensen,5,0,7,12
Morgan,BAKER,President,,,Write-ins,0,0,0,0
Morgan,BAKER,Governor,,REP,Eric Holcomb,51,31,134,216
Morgan,BAKER,Governor,,DEM,Woodrow (Woody) Myers,6,12,24,42
Morgan,BAKER,Governor,,LIB,Donald G Rainwater II,38,7,84,129
Morgan,BAKER,Attorney General,,REP,Todd Rokita,78,37,210,325
Morgan,BAKER,Attorney General,,DEM,Jonathan Weinzapfel,12,14,25,51
Morgan,BAKER,U.S. House,9,REP,Trey Hollingsworth,80,35,208,323
Morgan,BAKER,U.S. House,9,DEM,Andy Ruff,8,15,23,46
Morgan,BAKER,U.S. House,9,LIB,Tonya L Millis,5,1,8,14
Morgan,BAKER,U.S. House,9,,Write-ins,0,0,1,1
Morgan,BAKER,State Senate,37,REP,Rodric D Bray,83,39,210,332
Morgan,BAKER,State Senate,37,DEM,Tom Wallace,10,12,26,48
Morgan,BAKER,State Representative,60,REP,Peggy Mayfield,84,36,206,326
Morgan,BAKER,State Representative,60,DEM,Tiffany Grant,9,14,30,53
Morgan,BROWN 1,Registered Voters,,,,,,,1171
Morgan,BROWN 1,Ballots Cast,,,,166,71,534,771
