county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Fayette,C-1,Registered Voters,,,,,,,301
Fayette,C-1,Ballots Cast,,,,39,19,63,121
Fayette,C-1,President,,Trump / Pence,REP,29,8,45,82
Fayette,C-1,President,,Biden / Harris,DEM,9,8,16,33
Fayette,C-1,President,,Jo Jorgensen And Jeremy (Spike) Cohe,LIB,0,2,2,4
Fayette,C-1,President,,Write-In,,0,0,0,0
Fayette,C-1,Governor,,Holcomb / Crouch,REP,25,6,44,75
Fayette,C-1,Governor,,Myers / Lawson,DEM,8,8,15,31
Fayette,C-1,Governor,,Rainwater II / Henry,LIB,5,2,3,10
Fayette,C-1,Attorney General,,Todd Rokita / Jonathan Weinzapfel,REP,27,5,43,75
Fayette,C-1,Attorney General,,Jonathan Weinzapfel,DEM,10,9,19,38
Fayette,C-1,U.S. House,6,Greg Pence,REP,29,5,41,75
Fayette,C-1,U.S. House,6,Jeannine Lee Lake,DEM,9,9,17,35
Fayette,C-1,U.S. House,6,Tom Ferkinhoff,LIB,1,2,3,6
Fayette,C-1,U.S. House,6,Write-In,,0,0,0,0
Fayette,C-1,State Senate,42,Jean Leising,REP,29,10,47,86
Fayette,C-1,State Representative,55,Cindy Meyer Ziemke,REP,30,9,49,88
Fayette,C-2,Registered Voters,,,,,,,1027
Fayette,C-2,Ballots Cast,,,,289,62,307,658
Fayette,C-2,President,,Trump / Pence,REP,228,25,204,457
Fayette,C-2,President,,Biden / Harris,DEM,54,35,96,185
Fayette,C-2,President,,Jo Jorgensen And Jeremy (Spike) Cohe,LIB,3,1,4,8
Fayette,C-2,President,,Write-In,,1,0,0,1
Fayette,C-2,Governor,,Holcomb / Crouch,REP,193,37,207,437
Fayette,C-2,Governor,,Myers / Lawson,DEM,36,24,76,136
Fayette,C-2,Governor,,Rainwater II / Henry,LIB,58,1,20,79
Fayette,C-2,Attorney General,,Todd Rokita / Jonathan Weinzapfel,REP,211,29,197,437
Fayette,C-2,Attorney General,,Jonathan Weinzapfel,DEM,60,31,98,189
Fayette,C-2,U.S. House,6,Greg Pence,REP,228,29,204,461
Fayette,C-2,U.S. House,6,Jeannine Lee Lake,DEM,51,31,97,179
Fayette,C-2,U.S. House,6,Tom Ferkinhoff,LIB,5,0,3,8
Fayette,C-2,U.S. House,6,Write-In,,0,0,0,0
Fayette,C-2,State Senate,42,Jean Leising,REP,241,44,228,513
Fayette,C-2,State Representative,55,Cindy Meyer Ziemke,REP,225,41,214,480
Fayette,C-3,Registered Voters,,,,,,,702
Fayette,C-3,Ballots Cast,,,,185,36,218,439
Fayette,C-3,President,,Trump / Pence,REP,150,19,159,328
Fayette,C-3,President,,Biden / Harris,DEM,30,17,54,101
Fayette,C-3,President,,Jo Jorgensen And Jeremy (Spike) Cohe,LIB,4,0,2,6
Fayette,C-3,President,,Write-In,,0,0,0,0
Fayette,C-3,Governor,,Holcomb / Crouch,REP,127,20,163,310
Fayette,C-3,Governor,,Myers / Lawson,DEM,22,15,38,75
Fayette,C-3,Governor,,Rainwater II / Henry,LIB,35,1,14,50
Fayette,C-3,Attorney General,,Todd Rokita / Jonathan Weinzapfel,REP,144,19,161,324
Fayette,C-3,Attorney General,,Jonathan Weinzapfel,DEM,33,16,47,96
Fayette,C-3,U.S. House,6,Greg Pence,REP,154,17,156,327
Fayette,C-3,U.S. House,6,Jeannine Lee Lake,DEM,27,17,54,98
Fayette,C-3,U.S. House,6,Tom Ferkinhoff,LIB,2,0,3,5
Fayette,C-3,U.S. House,6,Write-In,,0,0,0,0
Fayette,C-3,State Senate,42,Jean Leising,REP,160,25,180,365
Fayette,C-3,State Representative,55,Cindy Meyer Ziemke,REP,155,22,165,342
Fayette,C-4,Registered Voters,,,,,,,481
Fayette,C-4,Ballots Cast,,,,82,21,111,214
Fayette,C-4,President,,Trump / Pence,REP,61,13,79,153
Fayette,C-4,President,,Biden / Harris,DEM,19,8,29,56
Fayette,C-4,President,,Jo Jorgensen And Jeremy (Spike) Cohe,LIB,1,0,2,3
Fayette,C-4,President,,Write-In,,0,0,0,0
Fayette,C-4,Governor,,Holcomb / Crouch,REP,58,12,80,150
Fayette,C-4,Governor,,Myers / Lawson,DEM,9,9,23,41
Fayette,C-4,Governor,,Rainwater II / Henry,LIB,12,0,5,17
Fayette,C-4,Attorney General,,Todd Rokita / Jonathan Weinzapfel,REP,54,13,71,138
Fayette,C-4,Attorney General,,Jonathan Weinzapfel,DEM,19,8,29,56
Fayette,C-4,U.S. House,6,Greg Pence,REP,62,14,74,150
Fayette,C-4,U.S. House,6,Jeannine Lee Lake,DEM,17,7,29,53
Fayette,C-4,U.S. House,6,Tom Ferkinhoff,LIB,1,0,1,2
Fayette,C-4,U.S. House,6,Write-In,,0,0,0,0
Fayette,C-4,State Senate,42,Jean Leising,REP,70,14,84,168
Fayette,C-4,State Representative,55,Cindy Meyer Ziemke,REP,62,13,78,153
Fayette,C-5,Registered Voters,,,,,,,364
Fayette,C-5,Ballots Cast,,,,76,15,87,178
Fayette,C-5,President,,Trump / Pence,REP,64,11,65,140
Fayette,C-5,President,,Biden / Harris,DEM,11,4,18,33
Fayette,C-5,President,,Jo Jorgensen And Jeremy (Spike) Cohe,LIB,1,0,1,2
Fayette,C-5,President,,Write-In,,0,0,0,0
Fayette,C-5,Governor,,Holcomb / Crouch,REP,51,12,58,121
Fayette,C-5,Governor,,Myers / Lawson,DEM,9,2,17,28
Fayette,C-5,Governor,,Rainwater II / Henry,LIB,15,0,10,25
Fayette,C-5,Attorney General,,Todd Rokita / Jonathan Weinzapfel,REP,57,13,61,131
Fayette,C-5,Attorney General,,Jonathan Weinzapfel,DEM,13,2,18,33
Fayette,C-5,U.S. House,6,Greg Pence,REP,62,13,61,136
Fayette,C-5,U.S. House,6,Jeannine Lee Lake,DEM,10,2,20,32
Fayette,C-5,U.S. House,6,Tom Ferkinhoff,LIB,3,0,2,5
