county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Marshall,Bourbon 1,Registered Voters,,,,,,,944
Marshall,Bourbon 1,Ballots Cast,,,,419,57,185,661
Marshall,Bourbon 1,President,,REP,Donald J Trump,353,41,136,530
Marshall,Bourbon 1,President,,DEM,Joseph R Biden,52,15,43,110
Marshall,Bourbon 1,President,,LIB,Jo Jorgensen,13,1,1,15
Marshall,Bourbon 1,President,,,Write-In,0,0,1,1
Marshall,Bourbon 1,Governor,,REP,Eric Holcomb,275,45,122,442
Marshall,Bourbon 1,Governor,,DEM,Woodrow (Woody) Myers,39,11,25,75
Marshall,Bourbon 1,Governor,,LIB,Donald G Rainwater II,98,0,36,134
Marshall,Bourbon 1,Attorney General,,REP,Todd Rokita,332,41,135,508
Marshall,Bourbon 1,Attorney General,,DEM,Jonathan Weinzapfel,62,14,37,113
Marshall,Bourbon 1,U.S. House,2,REP,Jackie Walorski,344,41,138,523
Marshall,Bourbon 1,U.S. House,2,DEM,Patricia (Pat) Hackett,66,14,41,121
Marshall,Bourbon 1,U.S. House,2,,Write-In,0,0,0,0
Marshall,Bourbon 1,State Senate,9,REP,Ryan Mishler,358,42,134,534
Marshall,Bourbon 1,State Senate,9,DEM,Brandon M Cavanaugh,49,12,41,102
Marshall,Bourbon 1,State Representative,17,REP,Jack Jordan,356,44,138,538
Marshall,Bourbon 1,State Representative,17,DEM,Bianka M. Tinklenberg,50,8,37,95
Marshall,Bourbon 2,Registered Voters,,,,,,,915
Marshall,Bourbon 2,Ballots Cast,,,,415,45,183,643
Marshall,Bourbon 2,President,,REP,Donald J Trump,330,26,130,486
Marshall,Bourbon 2,President,,DEM,Joseph R Biden,74,14,51,139
Marshall,Bourbon 2,President,,LIB,Jo Jorgensen,9,4,1,14
Marshall,Bourbon 2,President,,,Write-In,1,1,0,2
Marshall,Bourbon 2,Governor,,REP,Eric Holcomb,225,28,115,368
Marshall,Bourbon 2,Governor,,DEM,Woodrow (Woody) Myers,45,12,37,94
Marshall,Bourbon 2,Governor,,LIB,Donald G Rainwater II,137,4,28,169
Marshall,Bourbon 2,Attorney General,,REP,Todd Rokita,317,30,125,472
Marshall,Bourbon 2,Attorney General,,DEM,Jonathan Weinzapfel,75,13,50,138
Marshall,Bourbon 2,U.S. House,2,REP,Jackie Walorski,326,30,130,486
Marshall,Bourbon 2,U.S. House,2,DEM,Patricia (Pat) Hackett,78,14,50,142
Marshall,Bourbon 2,U.S. House,2,,Write-In,0,0,0,0
Marshall,Bourbon 2,State Senate,9,REP,Ryan Mishler,334,30,131,495
Marshall,Bourbon 2,State Senate,9,DEM,Brandon M Cavanaugh,65,14,48,127
Marshall,Bourbon 2,State Representative,17,REP,Jack Jordan,339,30,133,502
Marshall,Bourbon 2,State Representative,17,DEM,Bianka M. Tinklenberg,61,14,44,119
Marshall,Center 1,Registered Voters,,,,,,,1144
Marshall,Center 1,Ballots Cast,,,,220,93,253,566
Marshall,Center 1,President,,REP,Donald J Trump,140,45,138,323
Marshall,Center 1,President,,DEM,Joseph R Biden,68,45,111,224
Marshall,Center 1,President,,LIB,Jo Jorgensen,8,3,3,14
Marshall,Center 1,President,,,Write-In,0,0,0,0
Marshall,Center 1,Governor,,REP,Eric Holcomb,131,46,140,317
Marshall,Center 1,Governor,,DEM,Woodrow (Woody) Myers,55,36,87,178
Marshall,Center 1,Governor,,LIB,Donald G Rainwater II,31,4,21,56
Marshall,Center 1,Attorney General,,REP,Todd Rokita,138,44,135,317
Marshall,Center 1,Attorney General,,DEM,Jonathan Weinzapfel,71,38,104,213
Marshall,Center 1,U.S. House,2,REP,Jackie Walorski,140,43,133,316
Marshall,Center 1,U.S. House,2,DEM,Patricia (Pat) Hackett,79,42,114,235
Marshall,Center 1,U.S. House,2,,Write-In,0,0,0,0
Marshall,Center 1,State Senate,9,REP,Ryan Mishler,141,44,142,327
Marshall,Center 1,State Senate,9,DEM,Brandon M Cavanaugh,69,40,102,211
Marshall,Center 1,State Representative,17,REP,Jack Jordan,149,45,143,337
Marshall,Center 1,State Representative,17,DEM,Bianka M. Tinklenberg,64,36,102,202
Marshall,Center 2,Registered Voters,,,,,,,1490
Marshall,Center 2,Ballots Cast,,,,350,168,372,890
Marshall,Center 2,President,,REP,Donald J Trump,244,74,219,537
Marshall,Center 2,President,,DEM,Joseph R Biden,91,87,140,318
Marshall,Center 2,President,,LIB,Jo Jorgensen,10,3,8,21
Marshall,Center 2,President,,,Write-In,1,0,1,2
Marshall,Center 2,Governor,,REP,Eric Holcomb,203,99,240,542
Marshall,Center 2,Governor,,DEM,Woodrow (Woody) Myers,78,66,97,241
Marshall,Center 2,Governor,,LIB,Donald G Rainwater II,58,2,32,92
Marshall,Center 2,Attorney General,,REP,Todd Rokita,218,79,225,522
Marshall,Center 2,Attorney General,,DEM,Jonathan Weinzapfel,109,79,132,320
Marshall,Center 2,U.S. House,2,REP,Jackie Walorski,241,81,227,549
Marshall,Center 2,U.S. House,2,DEM,Patricia (Pat) Hackett,96,82,139,317
Marshall,Center 2,U.S. House,2,,Write-In,0,1,0,1
Marshall,Center 2,State Senate,9,REP,Ryan Mishler,243,85,229,557
Marshall,Center 2,State Senate,9,DEM,Brandon M Cavanaugh,91,74,131,296
Marshall,Center 2,State Representative,17,REP,Jack Jordan,246,87,236,569
