county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
DeKalb,Butler 1,Registered Voters,,,,,,,429
DeKalb,Butler 1,Ballots Cast,,,,115,49,142,306
DeKalb,Butler 1,President,,REP,Donald J Trump,95,17,109,221
DeKalb,Butler 1,President,,DEM,Joseph R Biden,17,30,26,73
DeKalb,Butler 1,President,,LIB,Jo Jorgensen,3,2,5,10
DeKalb,Butler 1,President,,,Write-In,0,0,0,0
DeKalb,Butler 1,Governor,,REP,Eric Holcomb,77,25,96,198
DeKalb,Butler 1,Governor,,DEM,Woodrow (Woody) Myers,14,16,23,53
DeKalb,Butler 1,Governor,,LIB,Donald G Rainwater II,23,4,22,49
DeKalb,Butler 1,Attorney General,,REP,Todd Rokita,85,20,105,210
DeKalb,Butler 1,Attorney General,,DEM,Jonathan Weinzapfel,26,27,29,82
DeKalb,Butler 1,U.S. House,3,REP,Jim Banks,95,17,112,224
DeKalb,Butler 1,U.S. House,3,DEM,Chip Coldiron,19,31,29,79
DeKalb,Butler 1,U.S. House,3,,Write-In,0,0,0,0
DeKalb,Butler 1,State Senate,13,REP,C Susan Glick,99,28,118,245
DeKalb,Butler 1,State Representative,52,REP,Ben Smaltz,92,18,100,210
DeKalb,Butler 1,State Representative,52,DEM,Martha (Marty) Lemert,16,29,28,73
DeKalb,Butler 1,State Representative,52,LIB,Morgan Rigg,6,1,9,16
DeKalb,Butler 2,Registered Voters,,,,,,,883
DeKalb,Butler 2,Ballots Cast,,,,225,112,299,636
DeKalb,Butler 2,President,,REP,Donald J Trump,177,53,233,463
DeKalb,Butler 2,President,,DEM,Joseph R Biden,43,57,60,160
DeKalb,Butler 2,President,,LIB,Jo Jorgensen,5,1,4,10
DeKalb,Butler 2,President,,,Write-In,0,1,0,1
DeKalb,Butler 2,Governor,,REP,Eric Holcomb,162,63,231,456
DeKalb,Butler 2,Governor,,DEM,Woodrow (Woody) Myers,26,43,33,102
DeKalb,Butler 2,Governor,,LIB,Donald G Rainwater II,37,5,31,73
DeKalb,Butler 2,Attorney General,,REP,Todd Rokita,163,57,228,448
DeKalb,Butler 2,Attorney General,,DEM,Jonathan Weinzapfel,52,55,60,167
