county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Jasper,Barkley North,,,,Registered Voters,,,,377
Jasper,Barkley North,,,,Ballots Cast,172,27,82,281
Jasper,Barkley North,President,,REP,Donald J Trump,142,19,51,212
Jasper,Barkley North,President,,DEM,Joseph R Biden,22,8,28,58
Jasper,Barkley North,President,,LIB,Jo Jorgensen,3,0,0,3
Jasper,Barkley North,President,,,Write-In,0,0,0,0
Jasper,Barkley North,Governor,,REP,Eric Holcomb,115,20,49,184
Jasper,Barkley North,Governor,,DEM,Woodrow (Woody) Myers,14,7,23,44
Jasper,Barkley North,Governor,,LIB,Donald G Rainwater II,40,0,8,48
Jasper,Barkley North,Attorney General,,REP,Todd Rokita,135,20,55,210
Jasper,Barkley North,Attorney General,,DEM,Jonathan Weinzapfel,27,7,26,60
Jasper,Barkley North,U.S. House,4,REP,Todd Rokita,142,20,52,214
Jasper,Barkley North,U.S. House,4,DEM,Jonathan Weinzapfel,25,6,28,59
Jasper,Barkley North,U.S. House,4,,Write-In,0,0,0,0
Jasper,Barkley North,State Senator,5,REP,Ed Charbonneau,140,20,56,216
Jasper,Barkley North,State Senator,5,DEM,Luke Bohm,25,7,24,56
Jasper,Barkley North,State Representative,16,REP,Douglas L Gutwein,142,19,52,213
Jasper,Barkley North,State Representative,16,DEM,Michael A Lovely,27,8,27,62
Jasper,Barkley South,,,,Registered Voters,,,,245
Jasper,Barkley South,,,,Ballots Cast,89,28,80,197
Jasper,Barkley South,President,,REP,Donald J Trump,81,17,58,156
Jasper,Barkley South,President,,DEM,Joseph R Biden,6,9,17,32
Jasper,Barkley South,President,,LIB,Jo Jorgensen,1,2,5,8
Jasper,Barkley South,President,,,Write-In,0,0,0,0
Jasper,Barkley South,Governor,,REP,Eric Holcomb,47,18,57,122
Jasper,Barkley South,Governor,,DEM,Woodrow (Woody) Myers,5,7,10,22
Jasper,Barkley South,Governor,,LIB,Donald G Rainwater II,35,2,12,49
Jasper,Barkley South,Attorney General,,REP,Todd Rokita,75,18,59,152
Jasper,Barkley South,Attorney General,,DEM,Jonathan Weinzapfel,8,10,17,35
Jasper,Barkley South,U.S. House,4,REP,Todd Rokita,77,19,61,157
Jasper,Barkley South,U.S. House,4,DEM,Jonathan Weinzapfel,7,8,16,31
Jasper,Barkley South,U.S. House,4,,Write-In,0,0,1,1
Jasper,Barkley South,State Senator,5,REP,Ed Charbonneau,75,20,60,155
Jasper,Barkley South,State Senator,5,DEM,Luke Bohm,7,7,14,28
