county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Jay,09-Pike,U.S. House,3,Write-In,,0,0,0,0
Jay,09-Pike,State Representative,33,John (J.D.) Prescott,REP,130,33,170,333
Jay,09-Pike,State Representative,33,Julie Snider,DEM,21,15,42,78
Jay,07-Greene,Registered Voters,,,,,,,671
Jay,07-Greene,Ballots Cast,,,,150,54,322,526
Jay,07-Greene,President,,Trump / Pence,REP,116,32,260,408
Jay,07-Greene,President,,Biden / Harris,DEM,31,20,52,103
Jay,07-Greene,President,,Jorgensen / Cohen,LIB,3,0,6,9
Jay,07-Greene,President,,Write-In,,0,1,2,3
Jay,07-Greene,Governor,,Holcomb / Crouch,REP,92,41,231,364
Jay,07-Greene,Governor,,Myers / Lawson,DEM,16,9,28,53
Jay,07-Greene,Governor,,Rainwater II / Henry,LIB,39,3,62,104
Jay,07-Greene,Attorney General,,Todd Rokita,REP,116,34,258,408
Jay,07-Greene,Attorney General,,Jonathan Weinzapfel,DEM,31,17,52,100
Jay,07-Greene,U.S. House,3,Jim Banks,REP,120,34,260,414
Jay,07-Greene,U.S. House,3,Chip Coldiron,DEM,26,18,49,93
Jay,07-Greene,U.S. House,3,Write-In,,0,0,1,1
Jay,07-Greene,State Representative,33,John (J.D.) Prescott,REP,117,35,257,409
Jay,07-Greene,State Representative,33,Julie Snider,DEM,29,16,55,100
Jay,06-Jefferson,Registered Voters,,,,,,,463
Jay,06-Jefferson,Ballots Cast,,,,169,17,126,312
Jay,06-Jefferson,President,,Trump / Pence,REP,140,9,104,253
Jay,06-Jefferson,President,,Biden / Harris,DEM,26,8,19,53
Jay,06-Jefferson,President,,Jorgensen / Cohen,LIB,3,0,3,6
Jay,06-Jefferson,President,,Write-In,,0,0,0,0
Jay,06-Jefferson,Governor,,Holcomb / Crouch,REP,96,11,88,195
Jay,06-Jefferson,Governor,,Myers / Lawson,DEM,17,5,12,34
Jay,06-Jefferson,Governor,,Rainwater II / Henry,LIB,55,1,25,81
Jay,06-Jefferson,Attorney General,,Todd Rokita,REP,134,9,102,245
Jay,06-Jefferson,Attorney General,,Jonathan Weinzapfel,DEM,31,7,22,60
Jay,06-Jefferson,U.S. House,3,Jim Banks,REP,128,11,104,243
Jay,06-Jefferson,U.S. House,3,Chip Coldiron,DEM,37,5,19,61
Jay,06-Jefferson,U.S. House,3,Write-In,,0,0,0,0
Jay,06-Jefferson,State Representative,33,John (J.D.) Prescott,REP,129,9,105,243
Jay,06-Jefferson,State Representative,33,Julie Snider,DEM,35,6,19,60
Jay,16-Noble,Registered Voters,,,,,,,398
Jay,16-Noble,Ballots Cast,,,,112,20,177,309
Jay,16-Noble,President,,Trump / Pence,REP,98,5,146,249
Jay,16-Noble,President,,Biden / Harris,DEM,8,15,28,51
Jay,16-Noble,President,,Jorgensen / Cohen,LIB,5,0,0,5
Jay,16-Noble,President,,Write-In,,0,0,0,0
Jay,16-Noble,Governor,,Holcomb / Crouch,REP,75,16,125,216
Jay,16-Noble,Governor,,Myers / Lawson,DEM,6,3,20,29
Jay,16-Noble,Governor,,Rainwater II / Henry,LIB,30,0,29,59
Jay,16-Noble,Attorney General,,Todd Rokita,REP,97,12,144,253
Jay,16-Noble,Attorney General,,Jonathan Weinzapfel,DEM,9,7,29,45
Jay,16-Noble,U.S. House,3,Jim Banks,REP,94,10,147,251
Jay,16-Noble,U.S. House,3,Chip Coldiron,DEM,11,9,26,46
Jay,16-Noble,U.S. House,3,Write-In,,0,0,0,0
Jay,16-Noble,State Representative,33,John (J.D.) Prescott,REP,96,13,148,257
Jay,16-Noble,State Representative,33,Julie Snider,DEM,12,6,27,45
Jay,15-Madison,Registered Voters,,,,,,,427
Jay,15-Madison,Ballots Cast,,,,111,27,154,292
Jay,15-Madison,President,,Trump / Pence,REP,97,10,127,234
Jay,15-Madison,President,,Biden / Harris,DEM,13,16,20,49
Jay,15-Madison,President,,Jorgensen / Cohen,LIB,1,0,4,5
Jay,15-Madison,President,,Write-In,,0,0,0,0
Jay,15-Madison,Governor,,Holcomb / Crouch,REP,75,19,111,205
Jay,15-Madison,Governor,,Myers / Lawson,DEM,11,7,10,28
Jay,15-Madison,Governor,,Rainwater II / Henry,LIB,25,0,31,56
Jay,15-Madison,Attorney General,,Todd Rokita,REP,93,14,128,235
Jay,15-Madison,Attorney General,,Jonathan Weinzapfel,DEM,16,11,20,47
Jay,15-Madison,U.S. House,3,Jim Banks,REP,95,16,134,245
Jay,15-Madison,U.S. House,3,Chip Coldiron,DEM,14,10,18,42
Jay,15-Madison,U.S. House,3,Write-In,,0,0,0,0
Jay,15-Madison,State Representative,33,John (J.D.) Prescott,REP,95,15,132,242
Jay,15-Madison,State Representative,33,Julie Snider,DEM,16,10,20,46
Jay,13-Wayne 4,Registered Voters,,,,,,,1059
Jay,13-Wayne 4,Ballots Cast,,,,230,64,440,734
Jay,13-Wayne 4,President,,Trump / Pence,REP,192,27,308,527
Jay,13-Wayne 4,President,,Biden / Harris,DEM,30,37,121,188
Jay,13-Wayne 4,President,,Jorgensen / Cohen,LIB,7,0,8,15
Jay,13-Wayne 4,President,,Write-In,,0,0,0,0
Jay,13-Wayne 4,Governor,,Holcomb / Crouch,REP,130,38,283,451
Jay,13-Wayne 4,Governor,,Myers / Lawson,DEM,18,24,71,113
Jay,13-Wayne 4,Governor,,Rainwater II / Henry,LIB,79,1,78,158
Jay,13-Wayne 4,Attorney General,,Todd Rokita,REP,180,32,328,540
Jay,13-Wayne 4,Attorney General,,Jonathan Weinzapfel,DEM,45,32,98,175
Jay,13-Wayne 4,U.S. House,3,Jim Banks,REP,195,33,322,550
Jay,13-Wayne 4,U.S. House,3,Chip Coldiron,DEM,33,30,109,172
Jay,13-Wayne 4,U.S. House,3,Write-In,,0,0,0,0
Jay,13-Wayne 4,State Representative,33,John (J.D.) Prescott,REP,196,30,313,539
Jay,13-Wayne 4,State Representative,33,Julie Snider,DEM,31,33,119,183
Jay,12-Wayne 3,Registered Voters,,,,,,,1158
Jay,12-Wayne 3,Ballots Cast,,,,237,43,366,646
Jay,12-Wayne 3,President,,Trump / Pence,REP,199,22,261,482
Jay,12-Wayne 3,President,,Biden / Harris,DEM,29,21,91,141
Jay,12-Wayne 3,President,,Jorgensen / Cohen,LIB,6,0,5,11
Jay,12-Wayne 3,President,,Write-In,,1,0,0,1
Jay,12-Wayne 3,Governor,,Holcomb / Crouch,REP,133,26,226,385
Jay,12-Wayne 3,Governor,,Myers / Lawson,DEM,20,16,53,89
Jay,12-Wayne 3,Governor,,Rainwater II / Henry,LIB,78,1,82,161
Jay,12-Wayne 3,Attorney General,,Todd Rokita,REP,184,23,257,464
Jay,12-Wayne 3,Attorney General,,Jonathan Weinzapfel,DEM,43,19,92,154
Jay,12-Wayne 3,U.S. House,3,Jim Banks,REP,193,22,271,486
Jay,12-Wayne 3,U.S. House,3,Chip Coldiron,DEM,33,20,83,136
Jay,12-Wayne 3,U.S. House,3,Write-In,,0,0,1,1
Jay,12-Wayne 3,State Representative,33,John (J.D.) Prescott,REP,189,21,262,472
Jay,12-Wayne 3,State Representative,33,Julie Snider,DEM,38,21,93,152
Jay,10-Wayne 1,Registered Voters,,,,,,,969
Jay,10-Wayne 1,Ballots Cast,,,,175,70,353,598
Jay,10-Wayne 1,President,,Trump / Pence,REP,138,34,243,415
Jay,10-Wayne 1,President,,Biden / Harris,DEM,27,31,100,158
Jay,10-Wayne 1,President,,Jorgensen / Cohen,LIB,9,2,9,20
Jay,10-Wayne 1,President,,Write-In,,1,0,0,1
Jay,10-Wayne 1,Governor,,Holcomb / Crouch,REP,89,46,228,363
Jay,10-Wayne 1,Governor,,Myers / Lawson,DEM,23,19,47,89
Jay,10-Wayne 1,Governor,,Rainwater II / Henry,LIB,61,1,69,131
Jay,10-Wayne 1,Attorney General,,Todd Rokita,REP,119,42,241,402
Jay,10-Wayne 1,Attorney General,,Jonathan Weinzapfel,DEM,49,26,92,167
Jay,10-Wayne 1,U.S. House,3,Jim Banks,REP,133,43,246,422
Jay,10-Wayne 1,U.S. House,3,Chip Coldiron,DEM,32,25,92,149
Jay,10-Wayne 1,U.S. House,3,Write-In,,1,0,0,1
Jay,10-Wayne 1,State Representative,33,John (J.D.) Prescott,REP,128,42,246,416
Jay,10-Wayne 1,State Representative,33,Julie Snider,DEM,41,26,95,162
Jay,08-Jackson,Registered Voters,,,,,,,433
Jay,08-Jackson,Ballots Cast,,,,133,20,168,321
Jay,08-Jackson,President,,Trump / Pence,REP,118,10,132,260
Jay,08-Jackson,President,,Biden / Harris,DEM,12,10,32,54
Jay,08-Jackson,President,,Jorgensen / Cohen,LIB,2,0,2,4
Jay,08-Jackson,President,,Write-In,,0,0,0,0
Jay,08-Jackson,Governor,,Holcomb / Crouch,REP,69,14,117,200
Jay,08-Jackson,Governor,,Myers / Lawson,DEM,8,4,16,28
Jay,08-Jackson,Governor,,Rainwater II / Henry,LIB,55,2,33,90
Jay,08-Jackson,Attorney General,,Todd Rokita,REP,104,9,123,236
Jay,08-Jackson,Attorney General,,Jonathan Weinzapfel,DEM,26,11,40,77
Jay,08-Jackson,U.S. House,3,Jim Banks,REP,114,12,130,256
Jay,08-Jackson,U.S. House,3,Chip Coldiron,DEM,16,8,32,56
Jay,08-Jackson,U.S. House,3,Write-In,,0,0,0,0
Jay,08-Jackson,State Representative,33,John (J.D.) Prescott,REP,111,10,128,249
Jay,08-Jackson,State Representative,33,Julie Snider,DEM,19,10,34,63
Jay,05-Penn,Registered Voters,,,,,,,709
Jay,05-Penn,Ballots Cast,,,,315,57,118,490
Jay,05-Penn,President,,Trump / Pence,REP,275,31,96,402
Jay,05-Penn,President,,Biden / Harris,DEM,29,22,21,72
Jay,05-Penn,President,,Jorgensen / Cohen,LIB,7,2,0,9
Jay,05-Penn,President,,Write-In,,0,0,0,0
Jay,05-Penn,Governor,,Holcomb / Crouch,REP,176,40,68,284
Jay,05-Penn,Governor,,Myers / Lawson,DEM,19,12,14,45
Jay,05-Penn,Governor,,Rainwater II / Henry,LIB,115,3,35,153
Jay,05-Penn,Attorney General,,Todd Rokita,REP,250,39,88,377
Jay,05-Penn,Attorney General,,Jonathan Weinzapfel,DEM,52,15,26,93
Jay,05-Penn,U.S. House,3,Jim Banks,REP,259,36,95,390
Jay,05-Penn,U.S. House,3,Chip Coldiron,DEM,48,18,22,88
Jay,05-Penn,U.S. House,3,Write-In,,0,0,0,0
Jay,05-Penn,State Representative,33,John (J.D.) Prescott,REP,261,34,88,383
Jay,05-Penn,State Representative,33,Julie Snider,DEM,44,23,26,93
Jay,03-Redkey,Registered Voters,,,,,,,1180
Jay,03-Redkey,Ballots Cast,,,,316,82,406,804
Jay,03-Redkey,President,,Trump / Pence,REP,235,41,280,556
Jay,03-Redkey,President,,Biden / Harris,DEM,70,38,118,226
Jay,03-Redkey,President,,Jorgensen / Cohen,LIB,10,1,5,16
Jay,03-Redkey,President,,Write-In,,0,0,1,1
Jay,03-Redkey,Governor,,Holcomb / Crouch,REP,156,48,238,442
Jay,03-Redkey,Governor,,Myers / Lawson,DEM,58,25,80,163
Jay,03-Redkey,Governor,,Rainwater II / Henry,LIB,98,4,83,185
Jay,03-Redkey,Attorney General,,Todd Rokita,REP,219,44,278,541
Jay,03-Redkey,Attorney General,,Jonathan Weinzapfel,DEM,91,33,119,243
Jay,03-Redkey,U.S. House,3,Jim Banks,REP,231,41,283,555
Jay,03-Redkey,U.S. House,3,Chip Coldiron,DEM,77,36,111,224
Jay,03-Redkey,U.S. House,3,Write-In,,0,0,0,0
Jay,03-Redkey,State Representative,33,John (J.D.) Prescott,REP,228,44,287,559
Jay,03-Redkey,State Representative,33,Julie Snider,DEM,80,32,111,223
Jay,18-Wayne 7,Registered Voters,,,,,,,925
Jay,18-Wayne 7,Ballots Cast,,,,163,71,381,615
Jay,18-Wayne 7,President,,Trump / Pence,REP,132,22,266,420
Jay,18-Wayne 7,President,,Biden / Harris,DEM,26,48,105,179
Jay,18-Wayne 7,President,,Jorgensen / Cohen,LIB,5,0,7,12
Jay,18-Wayne 7,President,,Write-In,,0,1,1,2
Jay,18-Wayne 7,Governor,,Holcomb / Crouch,REP,90,35,241,366
Jay,18-Wayne 7,Governor,,Myers / Lawson,DEM,17,32,64,113
Jay,18-Wayne 7,Governor,,Rainwater II / Henry,LIB,51,2,69,122
Jay,18-Wayne 7,Attorney General,,Todd Rokita,REP,126,35,275,436
Jay,18-Wayne 7,Attorney General,,Jonathan Weinzapfel,DEM,30,36,98,164
Jay,18-Wayne 7,U.S. House,3,Jim Banks,REP,130,30,277,437
Jay,18-Wayne 7,U.S. House,3,Chip Coldiron,DEM,26,40,97,163
Jay,18-Wayne 7,U.S. House,3,Write-In,,0,0,0,0
Jay,18-Wayne 7,State Representative,33,John (J.D.) Prescott,REP,131,33,279,443
Jay,18-Wayne 7,State Representative,33,Julie Snider,DEM,27,36,95,158
Jay,14-Bearcreek,Registered Voters,,,,,,,592
Jay,14-Bearcreek,Ballots Cast,,,,260,21,170,451
Jay,14-Bearcreek,President,,Trump / Pence,REP,221,7,132,360
Jay,14-Bearcreek,President,,Biden / Harris,DEM,33,14,32,79
Jay,14-Bearcreek,President,,Jorgensen / Cohen,LIB,3,0,3,6
Jay,14-Bearcreek,President,,Write-In,,0,0,0,0
Jay,14-Bearcreek,Governor,,Holcomb / Crouch,REP,154,11,116,281
Jay,14-Bearcreek,Governor,,Myers / Lawson,DEM,19,10,21,50
Jay,14-Bearcreek,Governor,,Rainwater II / Henry,LIB,82,0,31,113
Jay,14-Bearcreek,Attorney General,,Todd Rokita,REP,196,7,130,333
Jay,14-Bearcreek,Attorney General,,Jonathan Weinzapfel,DEM,55,14,36,105
Jay,14-Bearcreek,U.S. House,3,Jim Banks,REP,211,9,133,353
Jay,14-Bearcreek,U.S. House,3,Chip Coldiron,DEM,37,12,33,82
Jay,14-Bearcreek,U.S. House,3,Write-In,,0,0,0,0
Jay,14-Bearcreek,State Representative,33,John (J.D.) Prescott,REP,208,8,130,346
Jay,14-Bearcreek,State Representative,33,Julie Snider,DEM,39,13,33,85
Jay,17-Wabash,Registered Voters,,,,,,,325
Jay,17-Wabash,Ballots Cast,,,,150,15,91,256
Jay,17-Wabash,President,,Trump / Pence,REP,143,14,73,230
Jay,17-Wabash,President,,Biden / Harris,DEM,4,1,15,20
Jay,17-Wabash,President,,Jorgensen / Cohen,LIB,2,0,1,3
Jay,17-Wabash,President,,Write-In,,0,0,1,1
Jay,17-Wabash,Governor,,Holcomb / Crouch,REP,114,13,67,194
Jay,17-Wabash,Governor,,Myers / Lawson,DEM,5,2,10,17
Jay,17-Wabash,Governor,,Rainwater II / Henry,LIB,30,0,13,43
Jay,17-Wabash,Attorney General,,Todd Rokita,REP,137,14,76,227
Jay,17-Wabash,Attorney General,,Jonathan Weinzapfel,DEM,9,1,12,22
Jay,17-Wabash,U.S. House,3,Jim Banks,REP,139,15,78,232
Jay,17-Wabash,U.S. House,3,Chip Coldiron,DEM,8,0,12,20
Jay,17-Wabash,U.S. House,3,Write-In,,0,0,1,1
Jay,17-Wabash,State Representative,33,John (J.D.) Prescott,REP,140,15,76,231
Jay,17-Wabash,State Representative,33,Julie Snider,DEM,9,0,14,23
Jay,11-Wayne 2,Registered Voters,,,,,,,891
Jay,11-Wayne 2,Ballots Cast,,,,160,60,388,608
Jay,11-Wayne 2,President,,Trump / Pence,REP,131,30,256,417
Jay,11-Wayne 2,President,,Biden / Harris,DEM,24,29,119,172
Jay,11-Wayne 2,President,,Jorgensen / Cohen,LIB,4,0,9,13
Jay,11-Wayne 2,President,,Write-In,,1,0,0,1
Jay,11-Wayne 2,Governor,,Holcomb / Crouch,REP,94,36,241,371
Jay,11-Wayne 2,Governor,,Myers / Lawson,DEM,12,19,72,103
Jay,11-Wayne 2,Governor,,Rainwater II / Henry,LIB,51,2,62,115
Jay,11-Wayne 2,Attorney General,,Todd Rokita,REP,119,32,259,410
Jay,11-Wayne 2,Attorney General,,Jonathan Weinzapfel,DEM,34,22,115,171
Jay,11-Wayne 2,U.S. House,3,Jim Banks,REP,126,31,275,432
Jay,11-Wayne 2,U.S. House,3,Chip Coldiron,DEM,27,28,103,158
Jay,11-Wayne 2,U.S. House,3,Write-In,,0,0,0,0
Jay,11-Wayne 2,State Representative,33,John (J.D.) Prescott,REP,119,32,265,416
Jay,11-Wayne 2,State Representative,33,Julie Snider,DEM,37,25,112,174
