county,precinct,office,district,party,candidate,election_day,absentee,early_voting,votes
Owen,Clay I,Registered Voters,,,,,,,917
Owen,Clay I,Ballots Cast,,,,219,92,334,645
Owen,Clay I,President,,REP,Donald J Trump,172,41,233,446
Owen,Clay I,President,,DEM,Joseph R Biden,43,50,94,187
Owen,Clay I,President,,LIB,Jo Jorgensen,3,0,4,7
Owen,Clay I,President,,,Write-In,0,0,0,0
Owen,Clay I,Governor,,REP,Eric Holcomb,131,41,204,376
Owen,Clay I,Governor,,DEM,Woodrow (Woody) Myers,34,44,69,147
Owen,Clay I,Governor,,LIB,Donald G Rainwater II,49,6,55,110
Owen,Clay I,Attorney General,,REP,Todd Rokita,153,47,229,429
Owen,Clay I,Attorney General,,DEM,Jonathan Weinzapfel,51,44,92,187
Owen,Clay I,U.S. House,8,REP,Larry D. Bucshon,158,44,230,432
Owen,Clay I,U.S. House,8,DEM,E. Thomasina Marsili,43,47,87,177
Owen,Clay I,U.S. House,8,LIB,James D. Rodenberger,7,0,11,18
Owen,Clay I,U.S. House,8,,Write-In,0,0,0,0
Owen,Clay I,State Representative,46,REP,Bob Heaton,186,56,267,509
Owen,Clay I,State Representative,46,DEM,No Candidate Filed,0,0,0,0
Owen,Clay II,Registered Voters,,,,,,,923
Owen,Clay II,Ballots Cast,,,,213,79,354,646
Owen,Clay II,President,,REP,Donald J Trump,178,31,245,454
Owen,Clay II,President,,DEM,Joseph R Biden,28,44,96,168
Owen,Clay II,President,,LIB,Jo Jorgensen,5,2,10,17
Owen,Clay II,President,,,Write-In,0,0,0,0
Owen,Clay II,Governor,,REP,Eric Holcomb,128,40,195,363
Owen,Clay II,Governor,,DEM,Woodrow (Woody) Myers,19,35,81,135
Owen,Clay II,Governor,,LIB,Donald G Rainwater II,60,2,72,134
Owen,Clay II,Attorney General,,REP,Todd Rokita,165,32,231,428
Owen,Clay II,Attorney General,,DEM,Jonathan Weinzapfel,35,44,99,178
Owen,Clay II,U.S. House,8,REP,Larry D. Bucshon,173,29,237,439
Owen,Clay II,U.S. House,8,DEM,E. Thomasina Marsili,20,43,89,152
Owen,Clay II,U.S. House,8,LIB,James D. Rodenberger,11,3,11,25
Owen,Clay II,U.S. House,8,,Write-In,0,0,0,0
Owen,Clay II,State Representative,46,REP,Bob Heaton,196,45,275,516
Owen,Clay II,State Representative,46,DEM,No Candidate Filed,0,0,0,0
Owen,Franklin,Registered Voters,,,,,,,875
Owen,Franklin,Ballots Cast,,,,257,61,297,615
Owen,Franklin,President,,REP,Donald J Trump,191,31,220,442
Owen,Franklin,President,,DEM,Joseph R Biden,58,28,71,157
Owen,Franklin,President,,LIB,Jo Jorgensen,6,2,3,11
Owen,Franklin,President,,,Write-In,1,0,0,1
Owen,Franklin,Governor,,REP,Eric Holcomb,143,36,190,369
Owen,Franklin,Governor,,DEM,Woodrow (Woody) Myers,39,18,56,113
Owen,Franklin,Governor,,LIB,Donald G Rainwater II,70,6,46,122
Owen,Franklin,Attorney General,,REP,Todd Rokita,172,33,220,425
Owen,Franklin,Attorney General,,DEM,Jonathan Weinzapfel,69,27,66,162
Owen,Franklin,U.S. House,8,REP,Larry D. Bucshon,172,30,209,411
Owen,Franklin,U.S. House,8,DEM,E. Thomasina Marsili,61,27,66,154
Owen,Franklin,U.S. House,8,LIB,James D. Rodenberger,16,2,9,27
Owen,Franklin,U.S. House,8,,Write-In,0,0,1,1
Owen,Franklin,State Representative,46,REP,Bob Heaton,224,42,236,502
Owen,Franklin,State Representative,46,DEM,No Candidate Filed,0,0,0,0
Owen,Harrison,Registered Voters,,,,,,,294
Owen,Harrison,Ballots Cast,,,,127,13,68,208
Owen,Harrison,President,,REP,Donald J Trump,111,7,48,166
Owen,Harrison,President,,DEM,Joseph R Biden,12,6,17,35
Owen,Harrison,President,,LIB,Jo Jorgensen,3,0,0,3
Owen,Harrison,President,,,Write-In,0,0,0,0
Owen,Harrison,Governor,,REP,Eric Holcomb,76,11,36,123
Owen,Harrison,Governor,,DEM,Woodrow (Woody) Myers,7,2,11,20
Owen,Harrison,Governor,,LIB,Donald G Rainwater II,42,0,20,62
Owen,Harrison,Attorney General,,REP,Todd Rokita,91,8,46,145
Owen,Harrison,Attorney General,,DEM,Jonathan Weinzapfel,28,5,18,51
Owen,Harrison,U.S. House,8,REP,Larry D. Bucshon,98,9,49,156
Owen,Harrison,U.S. House,8,DEM,E. Thomasina Marsili,14,4,15,33
Owen,Harrison,U.S. House,8,LIB,James D. Rodenberger,13,0,2,15
Owen,Harrison,U.S. House,8,,Write-In,0,0,0,0
Owen,Harrison,State Senator,37,REP,Rodric D Bray,100,9,49,158
Owen,Harrison,State Senator,37,DEM,Tom Wallace,22,4,17,43
Owen,Harrison,State Representative,44,REP,Beau Baird,113,8,58,179
Owen,Harrison,State Representative,44,DEM,No Candidate Filed,0,0,0,0
Owen,Jackson,Registered Voters,,,,,,,1123
Owen,Jackson,Ballots Cast,,,,400,65,217,682
Owen,Jackson,President,,REP,Donald J Trump,326,35,176,537
Owen,Jackson,President,,DEM,Joseph R Biden,54,26,36,116
Owen,Jackson,President,,LIB,Jo Jorgensen,13,2,3,18
Owen,Jackson,President,,,Write-In,1,0,0,1
Owen,Jackson,Governor,,REP,Eric Holcomb,216,34,135,385
Owen,Jackson,Governor,,DEM,Woodrow (Woody) Myers,47,23,32,102
Owen,Jackson,Governor,,LIB,Donald G Rainwater II,132,5,48,185
Owen,Jackson,Attorney General,,REP,Todd Rokita,297,36,170,503
Owen,Jackson,Attorney General,,DEM,Jonathan Weinzapfel,85,27,38,150
Owen,Jackson,U.S. House,8,REP,Larry D. Bucshon,313,37,169,519
Owen,Jackson,U.S. House,8,DEM,E. Thomasina Marsili,51,25,34,110
Owen,Jackson,U.S. House,8,LIB,James D. Rodenberger,21,1,9,31
Owen,Jackson,U.S. House,8,,Write-In,0,0,0,0
Owen,Jackson,State Senator,37,REP,Rodric D Bray,317,38,174,529
Owen,Jackson,State Senator,37,DEM,Tom Wallace,63,25,37,125
Owen,Jackson,State Representative,44,REP,Beau Baird,337,46,180,563
Owen,Jackson,State Representative,44,DEM,No Candidate Filed,0,0,0,0
Owen,Jefferson,Registered Voters,,,,,,,652
Owen,Jefferson,Ballots Cast,,,,197,43,190,430
Owen,Jefferson,President,,REP,Donald J Trump,173,24,152,349
Owen,Jefferson,President,,DEM,Joseph R Biden,22,19,35,76
Owen,Jefferson,President,,LIB,Jo Jorgensen,1,0,0,1
Owen,Jefferson,President,,,Write-In,0,0,0,0
Owen,Jefferson,Governor,,REP,Eric Holcomb,123,28,133,284
Owen,Jefferson,Governor,,DEM,Woodrow (Woody) Myers,16,13,24,53
Owen,Jefferson,Governor,,LIB,Donald G Rainwater II,55,2,28,85
Owen,Jefferson,Attorney General,,REP,Todd Rokita,155,26,145,326
Owen,Jefferson,Attorney General,,DEM,Jonathan Weinzapfel,33,16,36,85
Owen,Jefferson,U.S. House,8,REP,Larry D. Bucshon,161,25,150,336
Owen,Jefferson,U.S. House,8,DEM,E. Thomasina Marsili,25,17,35,77
Owen,Jefferson,U.S. House,8,LIB,James D. Rodenberger,7,0,1,8
Owen,Jefferson,U.S. House,8,,Write-In,0,0,0,0
Owen,Jefferson,State Representative,46,REP,Bob Heaton,182,29,165,376
Owen,Jefferson,State Representative,46,DEM,No Candidate Filed,0,0,0,0
Owen,Jennings,Registered Voters,,,,,,,602
Owen,Jennings,Ballots Cast,,,,185,46,139,370
Owen,Jennings,President,,REP,Donald J Trump,164,21,101,286
Owen,Jennings,President,,DEM,Joseph R Biden,15,24,33,72
Owen,Jennings,President,,LIB,Jo Jorgensen,4,1,1,6
Owen,Jennings,President,,,Write-In,0,0,0,0
Owen,Jennings,Governor,,REP,Eric Holcomb,113,24,71,208
Owen,Jennings,Governor,,DEM,Woodrow (Woody) Myers,13,16,27,56
Owen,Jennings,Governor,,LIB,Donald G Rainwater II,52,5,38,95
Owen,Jennings,Attorney General,,REP,Todd Rokita,145,23,91,259
Owen,Jennings,Attorney General,,DEM,Jonathan Weinzapfel,23,21,34,78
Owen,Jennings,U.S. House,8,REP,Larry D. Bucshon,158,23,96,277
Owen,Jennings,U.S. House,8,DEM,E. Thomasina Marsili,15,21,32,68
Owen,Jennings,U.S. House,8,LIB,James D. Rodenberger,3,0,5,8
