county,precinct,office,district,candidate,party,election_day,absentee,early_voting,votes
Miami,Jackson,U.S. House,2,Patricia (Pat) Hackett,DEM,48,41,103,192
Miami,Jackson,U.S. House,2,Write-In,,0,0,0,0
Miami,Jackson,State Senate,18,Stacey A. Donato,REP,255,36,381,672
Miami,Jackson,State Senate,18,Laura Fred-Smith,DEM,40,41,100,181
Miami,Jackson,State Representative,18,Craig Snow,REP,253,39,378,670
Miami,Jackson,State Representative,18,Chad Harris,DEM,42,36,106,184
Miami,Jefferson,Registered Voters,,,,,,,1736
Miami,Jefferson,Ballots Cast,,,,297,104,829,1230
Miami,Jefferson,President,,Trump / Pence,REP,259,55,644,958
Miami,Jefferson,President,,Biden / Harris,DEM,31,44,167,242
Miami,Jefferson,President,,Jorgensen / Cohen,LIB,6,4,12,22
Miami,Jefferson,President,,Write-In,,0,0,1,1
Miami,Jefferson,Governor,,Holcomb / Crouch,REP,170,63,574,807
Miami,Jefferson,Governor,,Myers / Lawson,DEM,23,32,119,174
Miami,Jefferson,Governor,,Rainwater II / Henry,LIB,101,8,123,232
Miami,Jefferson,Attorney General,,Todd Rokita,REP,240,58,634,932
Miami,Jefferson,Attorney General,,Jonathan Weinzapfel,DEM,39,46,163,248
Miami,Jefferson,U.S. House,2,Jackie Walorski,REP,246,60,644,950
Miami,Jefferson,U.S. House,2,Patricia (Pat) Hackett,DEM,39,39,160,238
Miami,Jefferson,U.S. House,2,Write-In,,0,0,0,0
Miami,Jefferson,State Senate,18,Stacey A. Donato,REP,252,53,636,941
Miami,Jefferson,State Senate,18,Laura Fred-Smith,DEM,31,46,160,237
Miami,Jefferson,State Representative,23,Ethan Manning,REP,257,77,681,1015
Miami,Perry,Registered Voters,,,,,,,537
Miami,Perry,Ballots Cast,,,,185,43,161,389
Miami,Perry,President,,Trump / Pence,REP,155,29,141,325
Miami,Perry,President,,Biden / Harris,DEM,24,14,15,53
Miami,Perry,President,,Jorgensen / Cohen,LIB,3,0,5,8
Miami,Perry,President,,Write-In,,0,0,0,0
Miami,Perry,Governor,,Holcomb / Crouch,REP,102,32,110,244
Miami,Perry,Governor,,Myers / Lawson,DEM,20,10,10,40
Miami,Perry,Governor,,Rainwater II / Henry,LIB,60,0,40,100
Miami,Perry,Attorney General,,Todd Rokita,REP,141,29,134,304
Miami,Perry,Attorney General,,Jonathan Weinzapfel,DEM,30,13,13,56
Miami,Perry,U.S. House,2,Jackie Walorski,REP,148,28,145,321
Miami,Perry,U.S. House,2,Patricia (Pat) Hackett,DEM,29,13,12,54
Miami,Perry,U.S. House,2,Write-In,,0,0,0,0
Miami,Perry,State Senate,18,Stacey A. Donato,REP,145,29,140,314
Miami,Perry,State Senate,18,Laura Fred-Smith,DEM,28,12,15,55
Miami,Perry,State Representative,23,Ethan Manning,REP,150,30,140,320
Miami,Peru 2,Registered Voters,,,,,,,1689
Miami,Peru 2,Ballots Cast,,,,228,96,634,958
Miami,Peru 2,President,,Trump / Pence,REP,157,40,445,642
Miami,Peru 2,President,,Biden / Harris,DEM,54,54,169,277
Miami,Peru 2,President,,Jorgensen / Cohen,LIB,16,1,14,31
Miami,Peru 2,President,,Write-In,,0,0,0,0
Miami,Peru 2,Governor,,Holcomb / Crouch,REP,112,49,389,550
Miami,Peru 2,Governor,,Myers / Lawson,DEM,37,44,140,221
Miami,Peru 2,Governor,,Rainwater II / Henry,LIB,75,0,93,168
Miami,Peru 2,Attorney General,,Todd Rokita,REP,144,47,433,624
Miami,Peru 2,Attorney General,,Jonathan Weinzapfel,DEM,66,43,175,284
Miami,Peru 2,U.S. House,2,Jackie Walorski,REP,161,42,445,648
Miami,Peru 2,U.S. House,2,Patricia (Pat) Hackett,DEM,59,50,170,279
Miami,Peru 2,U.S. House,2,Write-In,,0,0,1,1
Miami,Peru 2,State Senate,18,Stacey A. Donato,REP,158,38,438,634
Miami,Peru 2,State Senate,18,Laura Fred-Smith,DEM,59,54,176,289
Miami,Peru 2,State Representative,23,Ethan Manning,REP,183,59,503,745
Miami,Peru 3,Registered Voters,,,,,,,1459
Miami,Peru 3,Ballots Cast,,,,244,82,511,837
Miami,Peru 3,President,,Trump / Pence,REP,192,43,372,607
Miami,Peru 3,President,,Biden / Harris,DEM,35,35,126,196
Miami,Peru 3,President,,Jorgensen / Cohen,LIB,11,2,8,21
Miami,Peru 3,President,,Write-In,,4,1,1,6
Miami,Peru 3,Governor,,Holcomb / Crouch,REP,150,50,313,513
Miami,Peru 3,Governor,,Myers / Lawson,DEM,23,27,93,143
Miami,Peru 3,Governor,,Rainwater II / Henry,LIB,66,4,94,164
Miami,Peru 3,Attorney General,,Todd Rokita,REP,179,47,360,586
Miami,Peru 3,Attorney General,,Jonathan Weinzapfel,DEM,46,33,122,201
Miami,Peru 3,U.S. House,2,Jackie Walorski,REP,183,48,364,595
Miami,Peru 3,U.S. House,2,Patricia (Pat) Hackett,DEM,45,30,132,207
Miami,Peru 3,U.S. House,2,Write-In,,0,1,0,1
Miami,Peru 3,State Senate,18,Stacey A. Donato,REP,193,45,363,601
Miami,Peru 3,State Senate,18,Laura Fred-Smith,DEM,35,34,127,196
Miami,Peru 3,State Representative,23,Ethan Manning,REP,206,51,403,660
Miami,Peru 5,Registered Voters,,,,,,,1163
Miami,Peru 5,Ballots Cast,,,,155,77,456,688
Miami,Peru 5,President,,Trump / Pence,REP,127,38,335,500
Miami,Peru 5,President,,Biden / Harris,DEM,24,39,108,171
Miami,Peru 5,President,,Jorgensen / Cohen,LIB,3,0,7,10
Miami,Peru 5,President,,Write-In,,0,0,2,2
Miami,Peru 5,Governor,,Holcomb / Crouch,REP,85,51,289,425
Miami,Peru 5,Governor,,Myers / Lawson,DEM,22,24,78,124
Miami,Peru 5,Governor,,Rainwater II / Henry,LIB,42,0,79,121
Miami,Peru 5,Attorney General,,Todd Rokita,REP,111,44,332,487
Miami,Peru 5,Attorney General,,Jonathan Weinzapfel,DEM,36,32,102,170
Miami,Peru 5,U.S. House,2,Jackie Walorski,REP,116,39,333,488
Miami,Peru 5,U.S. House,2,Patricia (Pat) Hackett,DEM,34,34,110,178
Miami,Peru 5,U.S. House,2,Write-In,,0,0,0,0
Miami,Peru 5,State Senate,18,Stacey A. Donato,REP,119,39,327,485
Miami,Peru 5,State Senate,18,Laura Fred-Smith,DEM,29,32,105,166
Miami,Peru 5,State Representative,23,Ethan Manning,REP,128,52,366,546
Miami,Peru 6,Registered Voters,,,,,,,456
Miami,Peru 6,Ballots Cast,,,,68,29,170,267
Miami,Peru 6,President,,Trump / Pence,REP,42,10,116,168
Miami,Peru 6,President,,Biden / Harris,DEM,21,18,50,89
Miami,Peru 6,President,,Jorgensen / Cohen,LIB,5,0,3,8
Miami,Peru 6,President,,Write-In,,0,0,1,1
Miami,Peru 6,Governor,,Holcomb / Crouch,REP,34,15,104,153
Miami,Peru 6,Governor,,Myers / Lawson,DEM,11,11,38,60
Miami,Peru 6,Governor,,Rainwater II / Henry,LIB,20,2,27,49
Miami,Peru 6,Attorney General,,Todd Rokita,REP,43,11,112,166
Miami,Peru 6,Attorney General,,Jonathan Weinzapfel,DEM,21,17,46,84
Miami,Peru 6,U.S. House,2,Jackie Walorski,REP,46,11,117,174
Miami,Peru 6,U.S. House,2,Patricia (Pat) Hackett,DEM,18,17,47,82
Miami,Peru 6,U.S. House,2,Write-In,,0,0,0,0
Miami,Peru 6,State Senate,18,Stacey A. Donato,REP,41,11,114,166
Miami,Peru 6,State Senate,18,Laura Fred-Smith,DEM,22,17,45,84
Miami,Peru 6,State Representative,23,Ethan Manning,REP,54,15,136,205
Miami,Peru 7,Registered Voters,,,,,,,710
Miami,Peru 7,Ballots Cast,,,,98,63,261,422
Miami,Peru 7,President,,Trump / Pence,REP,72,33,165,270
Miami,Peru 7,President,,Biden / Harris,DEM,25,28,87,140
Miami,Peru 7,President,,Jorgensen / Cohen,LIB,1,0,8,9
Miami,Peru 7,President,,Write-In,,0,0,0,0
Miami,Peru 7,Governor,,Holcomb / Crouch,REP,55,36,165,256
Miami,Peru 7,Governor,,Myers / Lawson,DEM,21,22,55,98
Miami,Peru 7,Governor,,Rainwater II / Henry,LIB,22,2,38,62
Miami,Peru 7,Attorney General,,Todd Rokita,REP,71,33,169,273
Miami,Peru 7,Attorney General,,Jonathan Weinzapfel,DEM,23,29,74,126
Miami,Peru 7,U.S. House,2,Jackie Walorski,REP,74,34,175,283
Miami,Peru 7,U.S. House,2,Patricia (Pat) Hackett,DEM,23,27,76,126
Miami,Peru 7,U.S. House,2,Write-In,,0,1,0,1
Miami,Peru 7,State Senate,18,Stacey A. Donato,REP,74,32,175,281
Miami,Peru 7,State Senate,18,Laura Fred-Smith,DEM,21,28,76,125
Miami,Peru 7,State Representative,23,Ethan Manning,REP,78,41,199,318
Miami,Peru 9,Registered Voters,,,,,,,542
Miami,Peru 9,Ballots Cast,,,,52,53,219,324
Miami,Peru 9,President,,Trump / Pence,REP,38,21,146,205
Miami,Peru 9,President,,Biden / Harris,DEM,11,29,64,104
Miami,Peru 9,President,,Jorgensen / Cohen,LIB,3,0,6,9
Miami,Peru 9,President,,Write-In,,0,0,1,1
Miami,Peru 9,Governor,,Holcomb / Crouch,REP,25,27,140,192
Miami,Peru 9,Governor,,Myers / Lawson,DEM,9,19,53,81
Miami,Peru 9,Governor,,Rainwater II / Henry,LIB,18,3,22,43
Miami,Peru 9,Attorney General,,Todd Rokita,REP,33,23,143,199
Miami,Peru 9,Attorney General,,Jonathan Weinzapfel,DEM,14,24,65,103
Miami,Peru 9,U.S. House,2,Jackie Walorski,REP,37,24,145,206
Miami,Peru 9,U.S. House,2,Patricia (Pat) Hackett,DEM,12,25,69,106
Miami,Peru 9,U.S. House,2,Write-In,,0,0,0,0
Miami,Peru 9,State Senate,18,Stacey A. Donato,REP,34,23,142,199
Miami,Peru 9,State Senate,18,Laura Fred-Smith,DEM,15,23,63,101
Miami,Peru 9,State Representative,23,Ethan Manning,REP,45,30,168,243
Miami,Peru 10,Registered Voters,,,,,,,784
Miami,Peru 10,Ballots Cast,,,,75,89,403,567
Miami,Peru 10,President,,Trump / Pence,REP,59,46,329,434
Miami,Peru 10,President,,Biden / Harris,DEM,11,39,65,115
Miami,Peru 10,President,,Jorgensen / Cohen,LIB,4,3,7,14
Miami,Peru 10,President,,Write-In,,1,0,1,2
Miami,Peru 10,Governor,,Holcomb / Crouch,REP,40,54,306,400
Miami,Peru 10,Governor,,Myers / Lawson,DEM,13,31,50,94
Miami,Peru 10,Governor,,Rainwater II / Henry,LIB,22,2,43,67
Miami,Peru 10,Attorney General,,Todd Rokita,REP,53,52,325,430
Miami,Peru 10,Attorney General,,Jonathan Weinzapfel,DEM,16,34,60,110
Miami,Peru 10,U.S. House,2,Jackie Walorski,REP,61,48,329,438
Miami,Peru 10,U.S. House,2,Patricia (Pat) Hackett,DEM,13,37,66,116
Miami,Peru 10,U.S. House,2,Write-In,,0,0,0,0
Miami,Peru 10,State Senate,18,Stacey A. Donato,REP,60,47,329,436
Miami,Peru 10,State Senate,18,Laura Fred-Smith,DEM,12,38,64,114
Miami,Peru 10,State Representative,23,Ethan Manning,REP,63,57,345,465
Miami,Peru 11,Registered Voters,,,,,,,488
Miami,Peru 11,Ballots Cast,,,,55,54,254,363
Miami,Peru 11,President,,Trump / Pence,REP,47,22,205,274
Miami,Peru 11,President,,Biden / Harris,DEM,8,27,41,76
Miami,Peru 11,President,,Jorgensen / Cohen,LIB,0,2,4,6
Miami,Peru 11,President,,Write-In,,0,0,1,1
Miami,Peru 11,Governor,,Holcomb / Crouch,REP,33,37,191,261
Miami,Peru 11,Governor,,Myers / Lawson,DEM,5,16,30,51
Miami,Peru 11,Governor,,Rainwater II / Henry,LIB,17,0,28,45
Miami,Peru 11,Attorney General,,Todd Rokita,REP,45,29,203,277
Miami,Peru 11,Attorney General,,Jonathan Weinzapfel,DEM,8,23,41,72
Miami,Peru 11,U.S. House,2,Jackie Walorski,REP,42,27,212,281
Miami,Peru 11,U.S. House,2,Patricia (Pat) Hackett,DEM,11,23,36,70
Miami,Peru 11,U.S. House,2,Write-In,,0,0,0,0
Miami,Peru 11,State Senate,18,Stacey A. Donato,REP,44,29,198,271
Miami,Peru 11,State Senate,18,Laura Fred-Smith,DEM,10,23,44,77
Miami,Peru 11,State Representative,23,Ethan Manning,REP,45,33,218,296
Miami,Pipe Creek 2,Registered Voters,,,,,,,1555
Miami,Pipe Creek 2,Ballots Cast,,,,225,123,637,985
Miami,Pipe Creek 2,President,,Trump / Pence,REP,164,58,524,746
Miami,Pipe Creek 2,President,,Biden / Harris,DEM,46,61,101,208
Miami,Pipe Creek 2,President,,Jorgensen / Cohen,LIB,14,1,4,19
Miami,Pipe Creek 2,President,,Write-In,,1,0,0,1
Miami,Pipe Creek 2,Governor,,Holcomb / Crouch,REP,117,64,457,638
Miami,Pipe Creek 2,Governor,,Myers / Lawson,DEM,35,48,85,168
Miami,Pipe Creek 2,Governor,,Rainwater II / Henry,LIB,69,7,87,163
Miami,Pipe Creek 2,Attorney General,,Todd Rokita,REP,148,66,508,722
Miami,Pipe Creek 2,Attorney General,,Jonathan Weinzapfel,DEM,62,53,108,223
Miami,Pipe Creek 2,U.S. House,2,Jackie Walorski,REP,158,71,511,740
Miami,Pipe Creek 2,U.S. House,2,Patricia (Pat) Hackett,DEM,62,48,100,210
Miami,Pipe Creek 2,U.S. House,2,Write-In,,0,0,0,0
Miami,Pipe Creek 2,State Senate,18,Stacey A. Donato,REP,163,64,512,739
Miami,Pipe Creek 2,State Senate,18,Laura Fred-Smith,DEM,55,53,107,215
Miami,Pipe Creek 2,State Representative,23,Ethan Manning,REP,189,81,541,811
Miami,Pipe Creek 3,Registered Voters,,,,,,,962
Miami,Pipe Creek 3,Ballots Cast,,,,97,92,501,690
Miami,Pipe Creek 3,President,,Trump / Pence,REP,81,38,394,513
Miami,Pipe Creek 3,President,,Biden / Harris,DEM,13,51,93,157
Miami,Pipe Creek 3,President,,Jorgensen / Cohen,LIB,3,1,8,12
Miami,Pipe Creek 3,President,,Write-In,,0,0,0,0
Miami,Pipe Creek 3,Governor,,Holcomb / Crouch,REP,62,49,349,460
Miami,Pipe Creek 3,Governor,,Myers / Lawson,DEM,11,35,75,121
Miami,Pipe Creek 3,Governor,,Rainwater II / Henry,LIB,24,5,69,98
Miami,Pipe Creek 3,Attorney General,,Todd Rokita,REP,70,45,383,498
Miami,Pipe Creek 3,Attorney General,,Jonathan Weinzapfel,DEM,18,43,93,154
Miami,Pipe Creek 3,U.S. House,2,Jackie Walorski,REP,75,42,396,513
Miami,Pipe Creek 3,U.S. House,2,Patricia (Pat) Hackett,DEM,17,45,89,151
Miami,Pipe Creek 3,U.S. House,2,Write-In,,0,0,0,0
Miami,Pipe Creek 3,State Senate,18,Stacey A. Donato,REP,77,47,386,510
Miami,Pipe Creek 3,State Senate,18,Laura Fred-Smith,DEM,16,41,90,147
Miami,Pipe Creek 3,State Representative,23,Ethan Manning,REP,83,57,415,555
Miami,Pipe Creek 4,Registered Voters,,,,,,,1555
Miami,Pipe Creek 4,Ballots Cast,,,,268,95,435,798
Miami,Pipe Creek 4,President,,Trump / Pence,REP,203,38,285,526
Miami,Pipe Creek 4,President,,Biden / Harris,DEM,53,55,133,241
Miami,Pipe Creek 4,President,,Jorgensen / Cohen,LIB,10,1,17,28
Miami,Pipe Creek 4,President,,Write-In,,1,0,0,1
Miami,Pipe Creek 4,Governor,,Holcomb / Crouch,REP,141,41,217,399
Miami,Pipe Creek 4,Governor,,Myers / Lawson,DEM,46,42,110,198
Miami,Pipe Creek 4,Governor,,Rainwater II / Henry,LIB,76,10,102,188
Miami,Pipe Creek 4,Attorney General,,Todd Rokita,REP,192,46,278,516
Miami,Pipe Creek 4,Attorney General,,Jonathan Weinzapfel,DEM,62,44,136,242
Miami,Pipe Creek 4,U.S. House,2,Jackie Walorski,REP,198,40,286,524
Miami,Pipe Creek 4,U.S. House,2,Patricia (Pat) Hackett,DEM,62,53,138,253
Miami,Pipe Creek 4,U.S. House,2,Write-In,,0,0,0,0
Miami,Pipe Creek 4,State Senate,18,Stacey A. Donato,REP,195,41,284,520
Miami,Pipe Creek 4,State Senate,18,Laura Fred-Smith,DEM,65,51,136,252
Miami,Pipe Creek 4,State Representative,23,Ethan Manning,REP,219,54,317,590
Miami,Richland,Registered Voters,,,,,,,842
Miami,Richland,Ballots Cast,,,,179,49,398,626
Miami,Richland,President,,Trump / Pence,REP,157,26,320,503
Miami,Richland,President,,Biden / Harris,DEM,18,19,70,107
Miami,Richland,President,,Jorgensen / Cohen,LIB,4,2,5,11
Miami,Richland,President,,Write-In,,0,0,1,1
Miami,Richland,Governor,,Holcomb / Crouch,REP,99,33,256,388
Miami,Richland,Governor,,Myers / Lawson,DEM,17,9,50,76
Miami,Richland,Governor,,Rainwater II / Henry,LIB,61,5,88,154
Miami,Richland,Attorney General,,Todd Rokita,REP,136,26,310,472
Miami,Richland,Attorney General,,Jonathan Weinzapfel,DEM,31,19,70,120
Miami,Richland,U.S. House,2,Jackie Walorski,REP,151,30,318,499
Miami,Richland,U.S. House,2,Patricia (Pat) Hackett,DEM,21,14,70,105
Miami,Richland,U.S. House,2,Write-In,,0,0,0,0
Miami,Richland,State Senate,18,Stacey A. Donato,REP,145,27,305,477
Miami,Richland,State Senate,18,Laura Fred-Smith,DEM,21,17,79,117
Miami,Richland,State Representative,23,Ethan Manning,REP,148,35,327,510
Miami,Union,Registered Voters,,,,,,,579
Miami,Union,Ballots Cast,,,,104,33,264,401
Miami,Union,President,,Trump / Pence,REP,88,22,215,325
Miami,Union,President,,Biden / Harris,DEM,14,11,39,64
Miami,Union,President,,Jorgensen / Cohen,LIB,2,0,6,8
Miami,Union,President,,Write-In,,0,0,0,0
Miami,Union,Governor,,Holcomb / Crouch,REP,60,22,178,260
Miami,Union,Governor,,Myers / Lawson,DEM,9,8,28,45
Miami,Union,Governor,,Rainwater II / Henry,LIB,35,2,55,92
Miami,Union,Attorney General,,Todd Rokita,REP,84,22,210,316
Miami,Union,Attorney General,,Jonathan Weinzapfel,DEM,18,11,38,67
Miami,Union,U.S. House,2,Jackie Walorski,REP,85,21,216,322
Miami,Union,U.S. House,2,Patricia (Pat) Hackett,DEM,18,12,38,68
Miami,Union,U.S. House,2,Write-In,,0,0,0,0
Miami,Union,State Senate,18,Stacey A. Donato,REP,89,22,211,322
Miami,Union,State Senate,18,Laura Fred-Smith,DEM,13,10,39,62
Miami,Union,State Representative,23,Ethan Manning,REP,93,19,223,335
Miami,Washington 1,Registered Voters,,,,,,,1235
Miami,Washington 1,Ballots Cast,,,,231,65,451,747
Miami,Washington 1,President,,Trump / Pence,REP,173,25,313,511
Miami,Washington 1,President,,Biden / Harris,DEM,48,36,127,211
Miami,Washington 1,President,,Jorgensen / Cohen,LIB,7,3,4,14
Miami,Washington 1,President,,Write-In,,0,0,2,2
Miami,Washington 1,Governor,,Holcomb / Crouch,REP,132,31,270,433
Miami,Washington 1,Governor,,Myers / Lawson,DEM,40,25,96,161
Miami,Washington 1,Governor,,Rainwater II / Henry,LIB,55,3,75,133
Miami,Washington 1,Attorney General,,Todd Rokita,REP,157,25,313,495
Miami,Washington 1,Attorney General,,Jonathan Weinzapfel,DEM,56,35,120,211
Miami,Washington 1,U.S. House,2,Jackie Walorski,REP,168,28,311,507
Miami,Washington 1,U.S. House,2,Patricia (Pat) Hackett,DEM,53,31,129,213
Miami,Washington 1,U.S. House,2,Write-In,,0,0,0,0
Miami,Washington 1,State Senate,18,Stacey A. Donato,REP,168,21,312,501
Miami,Washington 1,State Senate,18,Laura Fred-Smith,DEM,50,37,125,212
Miami,Washington 1,State Representative,23,Ethan Manning,REP,186,41,338,565
Miami,Washington 2,Registered Voters,,,,,,,1127
Miami,Washington 2,Ballots Cast,,,,171,82,578,831
Miami,Washington 2,President,,Trump / Pence,REP,138,44,474,656
Miami,Washington 2,President,,Biden / Harris,DEM,27,36,98,161
Miami,Washington 2,President,,Jorgensen / Cohen,LIB,2,1,5,8
