county,office,district,candidate,party,votes
Allen,State Representative,81,Thaddeus Gerardot,Democratic,4708
Allen,State Representative,81,Martin Carbaugh,Republican,6926
Allen,State Representative,82,Michael T Wilber,Democratic,281
Allen,State Representative,82,David Ober,Republican,1096
Allen,State Representative,83,Christopher N Judy,Republican,8441
Allen,State Representative,84,C Frederick Haigh,Democratic,5399
Allen,State Representative,84,Robert Morris,Republican,10811
Allen,State Representative,85,Casey Cox,Republican,11222
Allen,Judge of the Circuit Court,Allen (38Th ),Thomas J Felts,Republican,55714
Allen,Judge of the Superior Court,Allen Civil Div.(Bobay),Craig John Bobay,Non-Partisan,47842
Allen,Judge of the Superior Court,Allen Fam.Rel. (Heath),Daniel G Heath,Non-Partisan,53215
Allen,Judge of the Superior Court,Allen Civil (Levine),Daniel J Borgmann,Non-Partisan,14349
Allen,Judge of the Superior Court,Allen Civil (Levine),Stanley A Levine,Non-Partisan,25861
Allen,Judge of the Superior Court,Allen Civil (Levine),James P Posey,Non-Partisan,17431
Allen,Judge of the Superior Court,Allen Criminal (Gull),Frances C Gull,Non-Partisan,54209
Allen,Judge of the Superior Court,Allen Criminal (Surbeck),"John F Surbeck, Jr.",Non-Partisan,53238
Allen,Prosecuting Attorney,Allen (38Th Circuit),Karen E Richards,Republican,56507
Allen,State Convention Delegate,Allen County,Jennifer Angelo,Republican,0
Allen,State Convention Delegate,Allen County,Robert A Armstrong,Republican,0
Allen,State Convention Delegate,Allen County,Travis G Armstrong,Republican,0
Allen,State Convention Delegate,Allen County,Cynthia Arp,Republican,0
Allen,State Convention Delegate,Allen County,Kyle Babcock,Republican,0
Allen,State Convention Delegate,Allen County,Floyd Ball,Republican,0
Allen,State Convention Delegate,Allen County,Michael A Barranda,Republican,0
Allen,State Convention Delegate,Allen County,David E Barrett,Republican,0
Allen,State Convention Delegate,Allen County,Joel M Benz,Republican,0
Allen,State Convention Delegate,Allen County,Daniel A Bollinger,Republican,0
Allen,State Convention Delegate,Allen County,Randy L Borror,Republican,0
Allen,State Convention Delegate,Allen County,Matthew Brinkman,Republican,0
Allen,State Convention Delegate,Allen County,Elizabeth Liz Brown,Republican,0
Allen,State Convention Delegate,Allen County,John R Brown,Republican,0
Allen,State Convention Delegate,Allen County,Stephen Brown,Republican,0
Allen,State Convention Delegate,Allen County,Therese M Brown,Republican,0
Allen,State Convention Delegate,Allen County,Barbara A Browne,Republican,0
Allen,State Convention Delegate,Allen County,William Bill Browne,Republican,0
Allen,State Convention Delegate,Allen County,Doug Bultemeyer,Republican,0
Allen,State Convention Delegate,Allen County,Melissa Burger,Republican,0
Allen,State Convention Delegate,Allen County,Roy A Buskirk,Republican,0
Allen,State Convention Delegate,Allen County,Roxann S Carpenter,Republican,0
Allen,State Convention Delegate,Allen County,Brian J Christophel,Republican,0
Allen,State Convention Delegate,Allen County,Casey Cox,Republican,0
Allen,State Convention Delegate,Allen County,Bobby L Delong,Republican,0
Allen,State Convention Delegate,Allen County,Ann B Annie Eckrich,Republican,0
Allen,State Convention Delegate,Allen County,Benjamin Ben Fries,Republican,0
Allen,State Convention Delegate,Allen County,Candice Fries,Republican,0
Allen,State Convention Delegate,Allen County,Karen Fries,Republican,0
Allen,State Convention Delegate,Allen County,Kenneth Ken Fries,Republican,0
Allen,State Convention Delegate,Allen County,Michael Fries,Republican,0
Allen,State Convention Delegate,Allen County,Victoria Fries,Republican,0
Allen,State Convention Delegate,Allen County,Todd Fruehling,Republican,0
Allen,State Convention Delegate,Allen County,Brenda Gerber,Republican,0
Allen,State Convention Delegate,Allen County,Steve Gordon,Republican,0
Allen,State Convention Delegate,Allen County,Sam Graves,Republican,0
Allen,State Convention Delegate,Allen County,Angela L Green,Republican,0
Allen,State Convention Delegate,Allen County,Mark B Gustin,Republican,0
Allen,State Convention Delegate,Allen County,Kurt A Gutman,Republican,0
Allen,State Convention Delegate,Allen County,Gary Harbaugh,Republican,0
Allen,State Convention Delegate,Allen County,Mitch V Harper,Republican,0
Allen,State Convention Delegate,Allen County,Thomas A Tom Harris,Republican,0
Allen,State Convention Delegate,Allen County,Dave A Heine,Republican,0
Allen,State Convention Delegate,Allen County,Laurie Higginbotham,Republican,0
Allen,State Convention Delegate,Allen County,Joshua Hoot,Republican,0
Allen,State Convention Delegate,Allen County,Kevin M Howell,Republican,0
Allen,State Convention Delegate,Allen County,Paula Hughes,Republican,0
Allen,State Convention Delegate,Allen County,Dennis Jackson,Republican,0
Allen,State Convention Delegate,Allen County,Glenna Jehl,Republican,0
Allen,State Convention Delegate,Allen County,Russ Jehl,Republican,0
Allen,State Convention Delegate,Allen County,Stephen J Steve Jehl,Republican,0
Allen,State Convention Delegate,Allen County,Christopher N Judy,Republican,0
Allen,State Convention Delegate,Allen County,David Keller,Republican,0
Allen,State Convention Delegate,Allen County,Patricia Kohart,Republican,0
Allen,State Convention Delegate,Allen County,Barbara J Krisher,Republican,0
Allen,State Convention Delegate,Allen County,Daniel W Kruse,Republican,0
Allen,State Convention Delegate,Allen County,Thomas J Kutina,Republican,0
Allen,State Convention Delegate,Allen County,Paul Lagemann,Republican,0
Allen,State Convention Delegate,Allen County,David C Long,Republican,0
Allen,State Convention Delegate,Allen County,Anita A Mather,Republican,0
Allen,State Convention Delegate,Allen County,John D Mcgauley,Republican,0
Allen,State Convention Delegate,Allen County,John S Mckay,Republican,0
Allen,State Convention Delegate,Allen County,Steven S Mcmichael,Republican,0
Allen,State Convention Delegate,Allen County,Bob Morris,Republican,0
Allen,State Convention Delegate,Allen County,David J Morris,Republican,0
Allen,State Convention Delegate,Allen County,Paul G Moss,Republican,0
Allen,State Convention Delegate,Allen County,Ed Neufer,Republican,0
Allen,State Convention Delegate,Allen County,Pearlie M Oaks,Republican,0
Allen,State Convention Delegate,Allen County,Michael Mike Obergfell,Republican,0
Allen,State Convention Delegate,Allen County,Susan Sue Orth,Republican,0
Allen,State Convention Delegate,Allen County,Nelson Peters,Republican,0
Allen,State Convention Delegate,Allen County,Charles F Powell,Republican,0
Allen,State Convention Delegate,Allen County,Kenneth Ken Richardson,Republican,0
Allen,State Convention Delegate,Allen County,Nathan J Riley,Republican,0
Allen,State Convention Delegate,Allen County,Barry W Schust,Republican,0
Allen,State Convention Delegate,Allen County,Brandon Seifert,Republican,0
Allen,State Convention Delegate,Allen County,Christine Shrock,Republican,0
Allen,State Convention Delegate,Allen County,Jeffrey A Snyder,Republican,0
Allen,State Convention Delegate,Allen County,Gwendolyn R Gwen Sordelet,Republican,0
Allen,State Convention Delegate,Allen County,Annie Sorg,Republican,0
Allen,State Convention Delegate,Allen County,Robert Bob Stoppenhagen,Republican,0
Allen,State Convention Delegate,Allen County,Michael L Summers,Republican,0
Allen,State Convention Delegate,Allen County,Teresa Sutton,Republican,0
Allen,State Convention Delegate,Allen County,Michael Thomas,Republican,0
Allen,State Convention Delegate,Allen County,Lisa D Updike,Republican,0
Allen,State Convention Delegate,Allen County,Lynn A Wegmann,Republican,0
Allen,State Convention Delegate,Allen County,Dennis Wheeler,Republican,0
Allen,State Convention Delegate,Allen County,Edith Wheeler,Republican,0
Allen,State Convention Delegate,Allen County,Ron C Williams,Republican,0
Allen,State Convention Delegate,Allen County,Dawn E Wilson,Republican,0
Allen,State Convention Delegate,Allen County,Dawn M Wooten,Republican,0
Allen,State Convention Delegate,Allen County,Denny Worman,Republican,0
Allen,State Convention Delegate,Allen County,Kathleen Kathy Worman,Republican,0
Allen,State Convention Delegate,Allen County,Thomas J Wyss,Republican,0
Bartholomew,Secretary of State,Statewide,Elizabeth White,Democratic,5238
Bartholomew,Secretary of State,Statewide,Karl Tatgenhorst,Libertarian,515
Bartholomew,Secretary of State,Statewide,Connie Lawson,Republican,10585
Bartholomew,Auditor of State,Statewide,Michael A Claytor,Democratic,4515
Bartholomew,Auditor of State,Statewide,John Schick,Libertarian,642
Bartholomew,Auditor of State,Statewide,Suzanne Crouch,Republican,11049
Bartholomew,Treasurer of State,Statewide,Michael J Boland,Democratic,4621
Bartholomew,Treasurer of State,Statewide,Michael L Mike Jasper,Libertarian,723
Bartholomew,Treasurer of State,Statewide,Kelly Mitchell,Republican,10800
Bartholomew,United States Representative,6,Susan Hall Heitzman,Democratic,4553
Bartholomew,United States Representative,6,Eric Miller,Libertarian,650
Bartholomew,United States Representative,6,Allen Lucas Messer,Republican,11225
Bartholomew,State Senator,41,Andrew Talarzyk,Democratic,2475
Bartholomew,State Senator,41,Damian Stanziano,Libertarian,286
Bartholomew,State Senator,41,Greggory Frank Walker,Republican,5758
Bartholomew,State Senator,43,Rudy M Sr Howard,Democratic,778
Bartholomew,State Senator,43,"Clyde Allen ""Chip"" Perfect, Jr.",Republican,1978
Bartholomew,State Representative,57,Sean R Eberhart,Republican,2257
Bartholomew,State Representative,59,Zack Ellison,Democratic,5450
Bartholomew,State Representative,59,Milo Smith,Republican,8034
Bartholomew,State Representative,69,Jim Lucas,Republican,203
Bartholomew,Judge of the Superior Court,"Bartholomew County, No. 2",Kathleen Tighe Coriden,Republican,13313
Bartholomew,Prosecuting Attorney,Bartholomew (9Th Circuit),William M Nash,Republican,13097
Bartholomew,State Convention Delegate,Bartholomew County,Sandy Beatty,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Lisa Deaton,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Laura Dedomenic,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Barbara J Barb Hackman,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,John Hackman,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Dewayne Hines,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Tami L Hines,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Anita L Hole,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Ben Jackson,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Liana Lienhoop,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,John A Mcdonald,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Matthew Miller,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Chris D Monroe,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Jorge R Morales,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Pia O'Connor,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Anne Ogle,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Denise K Pence,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Jay Phelps,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Jim Reed,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Gary Smith,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Joe Bill Whipker,Republican,0
Bartholomew,State Convention Delegate,Bartholomew County,Lew Wilson,Republican,0
Benton,Secretary of State,Statewide,Elizabeth White,Democratic,609
Benton,Secretary of State,Statewide,Karl Tatgenhorst,Libertarian,86
Benton,Secretary of State,Statewide,Connie Lawson,Republican,1539
Benton,Auditor of State,Statewide,Michael A Claytor,Democratic,509
Benton,Auditor of State,Statewide,John Schick,Libertarian,106
Benton,Auditor of State,Statewide,Suzanne Crouch,Republican,1612
Benton,Treasurer of State,Statewide,Michael J Boland,Democratic,558
Benton,Treasurer of State,Statewide,Michael L Mike Jasper,Libertarian,132
Benton,Treasurer of State,Statewide,Kelly Mitchell,Republican,1532
Benton,United States Representative,4,John Dale,Democratic,699
Benton,United States Representative,4,Theodore E Rokita,Republican,1567
Benton,State Senator,6,Roxanna M Hanford,Democratic,593
Benton,State Senator,6,Rick Niemeyer,Republican,1643
Benton,State Representative,13,Sharon Negele,Republican,1884
Benton,Judge of the Circuit Court,Benton (76Th Circuit),Rex W Kepner,Republican,1991
Benton,Prosecuting Attorney,Benton (76Th Circuit),John C Wright,Republican,1863
Benton,State Convention Delegate,Benton County,Hanne Cox,Republican,0
Benton,State Convention Delegate,Benton County,Janet K Hasser,Republican,0
Benton,State Convention Delegate,Benton County,Jane M Turner,Republican,0
Blackford,Secretary of State,Statewide,Elizabeth White,Democratic,1062
Blackford,Secretary of State,Statewide,Karl Tatgenhorst,Libertarian,83
Blackford,Secretary of State,Statewide,Connie Lawson,Republican,1524
Blackford,Auditor of State,Statewide,Michael A Claytor,Democratic,1016
Blackford,Auditor of State,Statewide,John Schick,Libertarian,106
Blackford,Auditor of State,Statewide,Suzanne Crouch,Republican,1542
Blackford,Treasurer of State,Statewide,Michael J Boland,Democratic,922
Blackford,Treasurer of State,Statewide,Michael L Mike Jasper,Libertarian,124
Blackford,Treasurer of State,Statewide,Kelly Mitchell,Republican,1582
Blackford,United States Representative,3,Justin Kuhnle,Democratic,200
Blackford,United States Representative,3,Scott Wise,Libertarian,28
Blackford,United States Representative,3,Marlin A Stutzman,Republican,387
Blackford,United States Representative,5,Shawn Allen Denney,Democratic,618
Blackford,United States Representative,5,John Krom,Libertarian,60
Blackford,United States Representative,5,Susan W Brooks,Republican,1276
Blackford,State Senator,19,Travis Holdman,Republican,1893
Blackford,State Representative,31,Kevin A Mahan,Republican,2041
Blackford,State Representative,33,Shon Byrum,Democratic,6
Blackford,State Representative,33,Zeb Sutton,Libertarian,0
Blackford,State Representative,33,Greg Beumer,Republican,9
Blackford,Prosecuting Attorney,Blackford (71St Circuit),Kevin N Basey,Republican,2128
Blackford,State Convention Delegate,Blackford County,Jack Douglas Beckley,Republican,0
Blackford,State Convention Delegate,Blackford County,Kevin A Mahan,Republican,0
Blackford,State Convention Delegate,Blackford County,Kelli J Schriver,Republican,0
Boone,Secretary of State,Statewide,Elizabeth White,Democratic,3590
Boone,Secretary of State,Statewide,Karl Tatgenhorst,Libertarian,529
Boone,Secretary of State,Statewide,Connie Lawson,Republican,9635
Boone,Auditor of State,Statewide,Michael A Claytor,Democratic,3058
Boone,Auditor of State,Statewide,John Schick,Libertarian,694
Boone,Auditor of State,Statewide,Suzanne Crouch,Republican,10155
Boone,Treasurer of State,Statewide,Michael J Boland,Democratic,3018
Boone,Treasurer of State,Statewide,Michael L Mike Jasper,Libertarian,802
Boone,Treasurer of State,Statewide,Kelly Mitchell,Republican,10053
Boone,United States Representative,4,John Dale,Democratic,1894
Boone,United States Representative,4,Theodore E Rokita,Republican,4725
Boone,United States Representative,5,Shawn Allen Denney,Democratic,1579
Boone,United States Representative,5,John Krom,Libertarian,307
Boone,United States Representative,5,Susan W Brooks,Republican,5399
Boone,State Senator,23,Robert V Burkett,Democratic,1618
Boone,State Senator,23,Philip L Boots,Republican,5024
Boone,State Senator,29,"James D ""Jd"" Ford",Democratic,1499
Boone,State Senator,29,Michael A Delph,Republican,3119
Boone,State Representative,24,Steven J Braun,Republican,5726
Boone,State Representative,28,Sean Shanley,Democratic,138
Boone,State Representative,28,Jeffrey A Thompson,Republican,541
Boone,State Representative,41,Timothy Tim Brown,Republican,5144
Boone,Judge of the Superior Court,"Boone County, No. 1",Matthew C Kincaid,Republican,11962
Boone,Judge of the Superior Court,"Boone County, No. 2",Bruce Edward Petit,Republican,11731
Boone,Prosecuting Attorney,Boone (20Th Circuit),Todd J Meyer,Republican,11645
Boone,State Convention Delegate,Boone County,"Mary Alice ""Sam"" Baldwin",Republican,0
Boone,State Convention Delegate,Boone County,"Nicole K ""Nikki"" Baldwin",Republican,0
Boone,State Convention Delegate,Boone County,Penny S Bogan,Republican,0
Boone,State Convention Delegate,Boone County,Beth Butner,Republican,0
Boone,State Convention Delegate,Boone County,Ken P Campbell,Republican,0
Boone,State Convention Delegate,Boone County,Julia Evinger,Republican,0
Boone,State Convention Delegate,Boone County,Jessica J Fouts,Republican,0
Boone,State Convention Delegate,Boone County,Andy Garriott,Republican,0
Boone,State Convention Delegate,Boone County,Kristina Holden,Republican,0
Boone,State Convention Delegate,Boone County,Jim Longest,Republican,0
Boone,State Convention Delegate,Boone County,Mindi Mcmillan,Republican,0
Boone,State Convention Delegate,Boone County,Lisa K Morgan,Republican,0
Boone,State Convention Delegate,Boone County,Elise Nieshalla,Republican,0
Boone,State Convention Delegate,Boone County,"Deborah S ""Debbie"" Ottinger",Republican,0
Boone,State Convention Delegate,Boone County,Jeff Papa,Republican,0
Boone,State Convention Delegate,Boone County,Chad Pittman,Republican,0
Boone,State Convention Delegate,Boone County,Jacqueline Jackie Rhoton,Republican,0
Boone,State Convention Delegate,Boone County,"Richard ""Dick"" Robertson",Republican,0
Boone,State Convention Delegate,Boone County,Gene Thompson,Republican,0
Boone,State Convention Delegate,Boone County,Tom Wheeler,Republican,0
Brown,Secretary of State,Statewide,Elizabeth White,Democratic,2157
Brown,Secretary of State,Statewide,Karl Tatgenhorst,Libertarian,182
Brown,Secretary of State,Statewide,Connie Lawson,Republican,2892
Brown,Auditor of State,Statewide,Michael A Claytor,Democratic,1780
Brown,Auditor of State,Statewide,John Schick,Libertarian,239
Brown,Auditor of State,Statewide,Suzanne Crouch,Republican,3151
Brown,Treasurer of State,Statewide,Michael J Boland,Democratic,1886
Brown,Treasurer of State,Statewide,Michael L Mike Jasper,Libertarian,264
Brown,Treasurer of State,Statewide,Kelly Mitchell,Republican,2991
Brown,United States Representative,9,William W Bailey,Democratic,1890
Brown,United States Representative,9,Ralph Mike Frey,Libertarian,230
Brown,United States Representative,9,Todd Young,Republican,3173
Brown,State Representative,65,Eric A Koch,Republican,3983
Brown,Prosecuting Attorney,Brown (88Th Circuit),James R Oliver,Democratic,2472
Brown,Prosecuting Attorney,Brown (88Th Circuit),Theodore F Adams,Republican,2860
Brown,State Convention Delegate,Brown County,Mark Bowman,Republican,0
Brown,State Convention Delegate,Brown County,"John B Kennard, Jr.",Republican,0
Brown,State Convention Delegate,Brown County,Donald Moore,Republican,0
Brown,State Convention Delegate,Brown County,Ben Phillips,Republican,0
Brown,State Convention Delegate,Brown County,Glenda K Stogsdill,Republican,0
Brown,State Convention Delegate,Brown County,Blake Wolpert,Republican,0
Carroll,Secretary of State,Statewide,Elizabeth White,Democratic,1143
Carroll,Secretary of State,Statewide,Karl Tatgenhorst,Libertarian,129
Carroll,Secretary of State,Statewide,Connie Lawson,Republican,2647
Carroll,Auditor of State,Statewide,Michael A Claytor,Democratic,914
Carroll,Auditor of State,Statewide,John Schick,Libertarian,182
Carroll,Auditor of State,Statewide,Suzanne Crouch,Republican,2773
Carroll,Treasurer of State,Statewide,Michael J Boland,Democratic,953
Carroll,Treasurer of State,Statewide,Michael L Mike Jasper,Libertarian,195
Carroll,Treasurer of State,Statewide,Kelly Mitchell,Republican,2726
Carroll,United States Representative,4,John Dale,Democratic,1151
Carroll,United States Representative,4,Theodore E Rokita,Republican,2752
Carroll,State Representative,25,Maurice O Fuller,Democratic,596
Carroll,State Representative,25,Donald J Lehe,Republican,1617
Carroll,State Representative,38,Heath R Vannatter,Republican,1399
Carroll,Judge of the Superior Court,Carroll County,Kurtis Glenn Fouts,Republican,3314
Carroll,Prosecuting Attorney,Carroll (74Th Circuit),Robert T Ives,Republican,3180
Carroll,State Convention Delegate,Carroll County,Jaydee Corbett,Republican,0
Carroll,State Convention Delegate,Carroll County,Caleb M Denton,Republican,0
Carroll,State Convention Delegate,Carroll County,Joshua Denton,Republican,0
Carroll,State Convention Delegate,Carroll County,Thomas A Gray,Republican,0
Carroll,State Convention Delegate,Carroll County,Gene Humbarger,Republican,0
Carroll,State Convention Delegate,Carroll County,Judy Humbarger,Republican,0
Carroll,State Convention Delegate,Carroll County,Clara E Rider,Republican,0
Cass,Secretary of State,Statewide,Elizabeth White,Democratic,2732
Cass,Secretary of State,Statewide,Karl Tatgenhorst,Libertarian,278
Cass,Secretary of State,Statewide,Connie Lawson,Republican,4824
Cass,Auditor of State,Statewide,Michael A Claytor,Democratic,2351
Cass,Auditor of State,Statewide,John Schick,Libertarian,389
Cass,Auditor of State,Statewide,Suzanne Crouch,Republican,5102
Cass,Treasurer of State,Statewide,Michael J Boland,Democratic,2304
Cass,Treasurer of State,Statewide,Michael L Mike Jasper,Libertarian,384
Cass,Treasurer of State,Statewide,Kelly Mitchell,Republican,5136
Cass,United States Representative,4,John Dale,Democratic,2481
Cass,United States Representative,4,Theodore E Rokita,Republican,5375
Cass,State Representative,23,William C Friend,Republican,3985
Cass,State Representative,25,Maurice O Fuller,Democratic,283
Cass,State Representative,25,Donald J Lehe,Republican,856
Cass,State Representative,38,Heath R Vannatter,Republican,1128
Cass,Prosecuting Attorney,Cass (29Th Circuit),Mark K Leeman,Democratic,3184
Cass,Prosecuting Attorney,Cass (29Th Circuit),Lisa L Swaim,Republican,4803
Cass,State Convention Delegate,Cass County,Dixie L Baker,Republican,0
Cass,State Convention Delegate,Cass County,Pam Elpers,Republican,0
Cass,State Convention Delegate,Cass County,Tim Elpers,Republican,0
Cass,State Convention Delegate,Cass County,Randall Head,Republican,0
Cass,State Convention Delegate,Cass County,Mary Hitchens,Republican,0
Cass,State Convention Delegate,Cass County,Sharon Kain,Republican,0
Cass,State Convention Delegate,Cass County,Thomas L Keplar,Republican,0
Cass,State Convention Delegate,Cass County,Herb Price,Republican,0
Cass,State Convention Delegate,Cass County,Patti Price,Republican,0
Cass,State Convention Delegate,Cass County,Lisa L Swaim,Republican,0
Cass,State Convention Delegate,Cass County,Kay A Weatherwax,Republican,0
Cass,State Convention Delegate,Cass County,Thomas K Weatherwax,Republican,0
Clark,Secretary of State,Statewide,Elizabeth White,Democratic,11904
Clark,Secretary of State,Statewide,Karl Tatgenhorst,Libertarian,1151
Clark,Secretary of State,Statewide,Connie Lawson,Republican,15487
Clark,Auditor of State,Statewide,Michael A Claytor,Democratic,11369
Clark,Auditor of State,Statewide,John Schick,Libertarian,1431
Clark,Auditor of State,Statewide,Suzanne Crouch,Republican,15525
Clark,Treasurer of State,Statewide,Michael J Boland,Democratic,11447
Clark,Treasurer of State,Statewide,Michael L Mike Jasper,Libertarian,1484
Clark,Treasurer of State,Statewide,Kelly Mitchell,Republican,15505
Clark,United States Representative,9,William W Bailey,Democratic,10646
Clark,United States Representative,9,Ralph Mike Frey,Libertarian,1121
Clark,United States Representative,9,Todd Young,Republican,17875
Clark,State Senator,45,Julie Berry,Democratic,6832
Clark,State Senator,45,Jim Smith,Republican,10505
Clark,State Senator,46,Charles A Freiberger,Democratic,5425
Clark,State Senator,46,Ronald T Grooms,Republican,6836
Clark,State Representative,66,Terry Goodin,Democratic,3374
Clark,State Representative,66,Lisa Seng Shadday,Republican,2628
Clark,State Representative,70,Heidi Sellers,Democratic,2310
Clark,State Representative,70,Rhonda J Rhoads,Republican,3315
Clark,State Representative,71,Steven R Stemler,Democratic,11370
Clark,State Representative,71,Russell Brooksbank,Libertarian,2182
Clark,State Representative,73,Douglas C Leatherbury,Democratic,601
Clark,State Representative,73,Steven Davisson,Republican,1288
Clark,Judge of the Circuit Court,"Clark (4Th Circt), No. 1",Andrew Adams,Democratic,18872
Clark,Judge of the Circuit Court,"Clark (4Th Circt), No. 2",Laura Anne Harbison,Democratic,10896
Clark,Judge of the Circuit Court,"Clark (4Th Circt), No. 2",Brad Jacobs,Republican,18532
Clark,Judge of the Circuit Court,"Clark (4Th Circt), No. 3",Joseph P Weber,Democratic,15086
Clark,Judge of the Circuit Court,"Clark (4Th Circt), No. 3",Kyle P Williams,Republican,14092
Clark,Prosecuting Attorney,Clark (4Th Circuit),Robert G Bottorff,Democratic,12279
Clark,Prosecuting Attorney,Clark (4Th Circuit),Jeremy Mull,Republican,17374
Clark,State Convention Delegate,Clark County,Teresa Ballew,Republican,0
Clark,State Convention Delegate,Clark County,James Bottorff,Republican,0
Clark,State Convention Delegate,Clark County,"Irene ""Renie"" Coffman",Republican,0
Clark,State Convention Delegate,Clark County,Jack A Sr Coffman,Republican,0
Clark,State Convention Delegate,Clark County,Terry E Conway,Republican,0
Clark,State Convention Delegate,Clark County,Steve Doherty,Republican,0
Clark,State Convention Delegate,Clark County,John Durbin,Republican,0
Clark,State Convention Delegate,Clark County,Lisa Gill,Republican,0
Clark,State Convention Delegate,Clark County,Bryan Glover,Republican,0
Clark,State Convention Delegate,Clark County,Mark A Goodlett,Republican,0
Clark,State Convention Delegate,Clark County,Ron Grooms,Republican,0
Clark,State Convention Delegate,Clark County,Tom Kendrick,Republican,0
Clark,State Convention Delegate,Clark County,Kelly Khuri,Republican,0
Clark,State Convention Delegate,Clark County,Brian Lenfert,Republican,0
Clark,State Convention Delegate,Clark County,R Thomas Lowe,Republican,0
Clark,State Convention Delegate,Clark County,Ryan Lynch,Republican,0
Clark,State Convention Delegate,Clark County,Jennifer Mcfarland,Republican,0
Clark,State Convention Delegate,Clark County,Mike Moore,Republican,0
Clark,State Convention Delegate,Clark County,Jamey J Noel,Republican,0
