county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Jefferson,1,U.S. Senate,,R,Mike Braun,158,,109,2,47,
Jefferson,1,U.S. Senate,,D,Joe Donnelly,237,,143,0,94,
Jefferson,1,U.S. Senate,,L,Lucy M. Brenton,24,,21,0,3,
Jefferson,1,U.S. Senate,,,Write in,0,,0,0,0,
Jefferson,1,State Secretary,,R,Connie Lawson,169,,119,1,49,
Jefferson,1,State Secretary,,D,Jim Harper,228,,136,0,92,
Jefferson,1,State Secretary,,L,Mark W. Rutherford,14,,12,1,1,
Jefferson,1,State Secretary,,,Write in,0,,0,0,0,
Jefferson,1,State Auditor,,R,Tera Klutz,168,,116,2,50,
Jefferson,1,State Auditor,,D,Joselyn Whitticker,225,,136,0,89,
Jefferson,1,State Auditor,,L,John Schick,14,,12,0,2,
Jefferson,1,State Treasurer,,R,Kelly Mitchell,184,,130,1,53,
Jefferson,1,State Treasurer,,D,John C. Aguilera,222,,133,1,88,
Jefferson,1,U.S. House,,R,Greg Pence,170,,116,2,52,
Jefferson,1,U.S. House,,D,Jeannine Lee Lake,233,,142,0,91,
Jefferson,1,U.S. House,,L,Tom Ferkinhoff,13,,11,0,2,
Jefferson,1,U.S. House,,,Write in,0,,0,0,0,
Jefferson,1,State Senate,,R,Chris Garlen,166,,114,1,51,
Jefferson,1,State Senate,,D,John Perkins,226,,137,0,89,
Jefferson,1,State Senate,,L,Charles Johnson,18,,14,1,3,
Jefferson,2,U.S. Senate,,R,Mike Braun,92,,61,0,31,
Jefferson,2,U.S. Senate,,D,Joe Donnelly,161,,108,0,53,
Jefferson,2,U.S. Senate,,L,Lucy M. Brenton,21,,16,0,5,
Jefferson,2,U.S. Senate,,,Write in,0,,0,0,0,
Jefferson,2,State Secretary,,R,Connie Lawson,99,,66,0,33,
Jefferson,2,State Secretary,,D,Jim Harper,153,,101,0,52,
Jefferson,2,State Secretary,,L,Mark W. Rutherford,12,,8,0,4,
Jefferson,2,State Secretary,,,Write in,0,,0,0,0,
Jefferson,2,State Auditor,,R,Tera Klutz,89,,60,0,29,
Jefferson,2,State Auditor,,D,Joselyn Whitticker,162,,107,0,55,
Jefferson,2,State Auditor,,L,John Schick,13,,8,0,5,
Jefferson,2,State Treasurer,,R,Kelly Mitchell,100,,67,0,33,
Jefferson,2,State Treasurer,,D,John C. Aguilera,161,,106,0,55,
Jefferson,2,U.S. House,,R,Greg Pence,93,,66,0,27,
Jefferson,2,U.S. House,,D,Jeannine Lee Lake,165,,108,0,57,
Jefferson,2,U.S. House,,L,Tom Ferkinhoff,12,,7,0,5,
Jefferson,2,U.S. House,,,Write in,0,,0,0,0,
Jefferson,2,State Senate,,R,Chris Garten,98,,65,0,33,
Jefferson,2,State Senate,,D,John Perkins,156,,104,0,52,
Jefferson,2,State Senate,,L,Charles Johnson,13,,9,0,4,
Jefferson,1,U.S. Senate,,R,Mike Braun,190,,114,0,76,
Jefferson,1,U.S. Senate,,D,Joe Donnelly,196,,120,0,76,
Jefferson,1,U.S. Senate,,L,Lucy M. Brenton,31,,25,0,6,
Jefferson,1,U.S. Senate,,,Write in,1,,1,0,0,
Jefferson,1,State Secretary,,R,Connie Lawson,209,,125,0,84,
Jefferson,1,State Secretary,,D,Jim Harper,179,,109,0,70,
Jefferson,1,State Secretary,,L,Mark W. Rutherford,17,,16,0,1,
Jefferson,1,State Secretary,,,Write in,2,,2,0,0,
Jefferson,1,State Auditor,,R,Tera Klutz,212,,126,0,86,
Jefferson,1,State Auditor,,D,Joselyn Whitticker,180,,112,0,68,
Jefferson,1,State Auditor,,L,John Schick,15,,15,0,0,
Jefferson,1,State Treasurer,,R,Kelly Mitchell,217,,131,0,86,
Jefferson,1,State Treasurer,,D,John C. Aguilera .,188,,119,0,69,
Jefferson,1,U.S. House,,R,Greg Pence,207,,123,0,84,
Jefferson,1,U.S. House,,D,Jeannine Lee Lake,203,,129,0,74,
Jefferson,1,U.S. House,,L,Tom Ferkinhoff,10,,8,0,2,
Jefferson,1,U.S. House,,,Write in,0,,0,0,0,
Jefferson,1,State Senate,,R,Chris Garten,216,,129,0,87,
Jefferson,1,State Senate,,D,John Perkins,189,,117,0,72,
Jefferson,1,State Senate,,L,Charles Johnson,12,,12,0,0,
Jefferson,2,U.S. Senate,,R,Mike Braun,295,,199,0,96,
Jefferson,2,U.S. Senate,,D,Joe Donnelly,235,,148,0,87,
Jefferson,2,U.S. Senate,,L,Lucy M. Brenton,19,,17,0,2,
Jefferson,2,U.S. Senate,,,Write in,0,,0,0,0,
Jefferson,2,State Secretary,,R,Connie Lawson,309,,211,0,98,
Jefferson,2,State Secretary,,D,Jim Harper,220,,131,0,89,
Jefferson,2,State Secretary,,L,Mark W. Rutherford,16,,16,0,0,
Jefferson,2,State Secretary,,,Write in,1,,1,0,0,
Jefferson,2,State Auditor,,R,Tera Klutz,299,,205,0,94,
Jefferson,2,State Auditor,,D,Joselyn Whitticker,223,,135,0,88,
Jefferson,2,State Auditor,,L,John Schick,19,,15,0,4,
Jefferson,2,State Treasurer,,R,Kelly Mitchell,328,,226,0,102,
Jefferson,2,State Treasurer,,D,John C. Aguilera,211,,127,0,84,
Jefferson,2,U.S. House,,R,Greg Pence,317,,222,0,95,
Jefferson,2,U.S. House,,D,Jeannine Lee Lake,224,,133,0,91,
Jefferson,2,U.S. House,,L,Tom Ferkinhoff,13,,10,0,3,
Jefferson,2,U.S. House,,,Write in,0,,0,0,0,
Jefferson,2,State Senate,,R,Chris Garten,318,,221,0,97,
Jefferson,2,State Senate,,D,John Perkins,217,,129,0,88,
Jefferson,2,State Senate,,L,Charles Johnson,13,,11,0,2,
Jefferson,3,U.S. Senate,,R,Mike Braun,160,,105,0,55,
Jefferson,3,U.S. Senate,,D,Joe Donnelly,153,,100,0,53,
Jefferson,3,U.S. Senate,,L,Lucy M. Brenton,14,,13,0,1,
Jefferson,3,U.S. Senate,,,Write in,0,,0,0,0,
Jefferson,3,State Auditor,,R,Tera Klutz,160,,107,0,53,
Jefferson,3,State Auditor,,D,Joselyn Whitticker,150,,102,0,48,
Jefferson,3,State Auditor,,L,John Schick,11,,7,0,4,
Jefferson,3,State Treasurer,,R,Kelly Mitchell,173,,117,0,56,
Jefferson,3,State Treasurer,,D,John C. Aguilera,146,,98,0,48,
Jefferson,3,U.S. House,,R,Greg Pence,173,,114,0,59,
Jefferson,3,U.S. House,,D,Jeannine Lee Lake,150,,102,0,48,
Jefferson,3,U.S. House,,L,Tom Ferkinhoff,6,,5,0,1,
Jefferson,3,U.S. House,,,Write in,0,,0,0,0,
Jefferson,3,State Senate,,R,Chris Garten,172,,113,0,59,
Jefferson,3,State Senate,,D,John Perkins,145,,98,0,47,
Jefferson,3,State Senate,,L,Charles Johnson,11,,9,0,2,
Jefferson,1,U.S. Senate,,R,Mike Braun,325,,209,0,116,
Jefferson,1,U.S. Senate,,D,Joe Donnelly,245,,130,0,115,
Jefferson,1,U.S. Senate,,L,Lucy M. Brenton,20,,16,0,4,
Jefferson,1,U.S. Senate,,,Write in,0,,0,0,0,
Jefferson,1,State Secretary,,R,Connie Lawson,334,,215,0,119,
Jefferson,1,State Secretary,,D,Jim Harper,220,,115,0,105,
Jefferson,1,State Secretary,,L,Mark W. Rutherford,14,,11,0,3,
Jefferson,1,State Secretary,,,Write in,0,,0,0,0,
Jefferson,1,State Auditor,,R,Tera Klutz,327,,211,0,116,
Jefferson,1,State Auditor,,D,Joselyn Whitticker,220,,115,0,105,
Jefferson,1,State Auditor,,L,John Schick,17,,12,0,5,
Jefferson,1,State Treasurer,,R,Kelly Mitchell,344,,222,0,122,
Jefferson,1,State Treasurer,,D,John C. Aguilera,221,,115,0,106,
Jefferson,1,U.S. House,,R,Greg Pence,341,,219,0,122,
Jefferson,1,U.S. House,,D,Jeannine Lee Lake,238,,128,0,110,
Jefferson,1,U.S. House,,L,Tom Ferkinhoff,7,,5,0,2,
Jefferson,1,U.S. House,,,Write in,0,,0,0,0,
Jefferson,1,State Senate,,R,Chris Garten,343,,220,0,123,
Jefferson,1,State Senate,,D,John Perkins,220,,115,0,105,
Jefferson,1,State Senate,,L,Charles Johnson,12,,7,0,5,
Jefferson,1a,U.S. Senate,,R,Mike Braun,225,,134,0,91,
Jefferson,1a,U.S. Senate,,D,Joe Donnelly,136,,88,0,48,
Jefferson,1a,U.S. Senate,,L,Lucy M. Brenton,10,,10,0,0,
Jefferson,1a,U.S. Senate,,,Write in,0,,0,0,0,
Jefferson,1a,State Secretary,,R,Connie Lawson,239,,145,0,94,
Jefferson,1a,State Secretary,,D,Jim Harper,110,,70,0,40,
Jefferson,1a,State Secretary,,L,Mark W. Rutherford,12,,12,0,0,
Jefferson,1a,State Secretary,,,Write in,0,,0,0,0,
Jefferson,1a,State Auditor,,R,Tera Klutz,224,,137,0,87,
Jefferson,1a,State Auditor,,D,Joselyn Whitticker,117,,72,0,45,
Jefferson,1a,State Auditor,,L,John Schick,10,,10,0,0,
Jefferson,1a,State Treasurer,,R,Kelly Mitchell,237,,147,0,90,
Jefferson,1a,State Treasurer,,D,John C. Aguilera,112,,72,0,40,
Jefferson,1a,U.S. House,,R,Greg Pence,240,,143,0,97,
Jefferson,1a,U.S. House,,D,Jeannine Lee Lake,122,,80,0,42,
Jefferson,1a,U.S. House,,L,Tom Ferkinhoff,7,,6,0,1,
Jefferson,1a,U.S. House,,,Write in,0,,0,0,0,
Jefferson,1a,State Senate,,R,Chris Garten,243,,146,0,97,
Jefferson,1a,State Senate,,D,John Perkins,113,,74,0,39,
Jefferson,1a,State Senate,,L,Charles Johnson,5,,5,0,0,
Jefferson,2,U.S. Senate,,R,Mike Braun,102,,70,0,32,
Jefferson,2,U.S. Senate,,D,Joe Donnelly,84,,57,0,27,
Jefferson,2,U.S. Senate,,L,Lucy M. Brenton,11,,9,0,2,
Jefferson,2,U.S. Senate,,,Write in,0,,0,0,0,
Jefferson,2,State Secretary,,R,Connie Lawson,109,,75,0,34,
Jefferson,2,State Secretary,,D,Jim Harper,83,,55,0,28,
Jefferson,2,State Secretary,,L,Mark W. Rutherford,5,,5,0,0,
Jefferson,2,State Secretary,,,Write in,0,,0,0,0,
Jefferson,2,State Auditor,,R,Tera Klutz,106,,72,0,34,
Jefferson,2,State Auditor,,D,Joselyn Whitticker,84,,56,0,28,
Jefferson,2,State Auditor,,L,John Schick,7,,7,0,0,
Jefferson,2,State Treasurer,,R,Kelly Mitchell,116,,82,0,34,
Jefferson,2,State Treasurer,,D,John C. Aguilera,79,,51,0,28,
Jefferson,2,U.S. House,,R,Greg Pence,110,,78,0,32,
Jefferson,2,U.S. House,,D,Jeannine Lee Lake,84,,54,0,30,
Jefferson,2,U.S. House,,L,Tom Ferkinhoff,4,,4,0,0,
Jefferson,2,U.S. House,,,Write in,0,,0,0,0,
Jefferson,2,State Senate,,R,Chris Garten,107,,75,0,32,
Jefferson,2,State Senate,,D,John Perkins,85,,56,0,29,
Jefferson,2,State Senate,,L,Charles Johnson,4,,4,0,0,
