county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Pulaski,Jefferson,State Auditor,,D,Joselyn Whitticker,40,,19,0,21,
Pulaski,Jefferson,State Auditor,,L,John Schick,8,,7,0,1,
Pulaski,Jefferson,State Treasurer,,R,Kelly Mitchell,162,,106,0,56,
Pulaski,Jefferson,State Treasurer,,D,John C. Aguilera,43,,20,0,23,
Pulaski,Jefferson,U.S. House,2,R,Jackie Walorski,152,,97,0,55,
Pulaski,Jefferson,U.S. House,2,D,Mel Hall,56,,31,0,25,
Pulaski,Jefferson,U.S. House,2,,Write in,1,,1,0,0,
Pulaski,Jefferson,State House,16,R,Douglas L. Gutwein,160,,101,0,59,
Pulaski,Jefferson,State House,16,D,Christina L Zacny,47,,26,0,21,
Pulaski,Monroe I,U.S. Senate,,R,Mike Braun,202,,121,1,80,
Pulaski,Monroe I,U.S. Senate,,D,Joe Donnelly,123,,71,0,52,
Pulaski,Monroe I,U.S. Senate,,L,Lucy M. Brenton,13,,8,0,5,
Pulaski,Monroe I,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,Monroe I,State Secretary,,R,Connie Lawson,219,,130,1,88,
Pulaski,Monroe I,State Secretary,,D,Jim Harper,97,,56,0,41,
Pulaski,Monroe I,State Secretary,,L,Mark W. Rutherford,12,,8,0,4,
Pulaski,Monroe I,State Secretary,,,Write in,0,,0,0,0,
Pulaski,Monroe I,State Auditor,,R,Tera Klutz,222,,135,1,86,
Pulaski,Monroe I,State Auditor,,D,Joselyn Whitticker,94,,50,0,44,
Pulaski,Monroe I,State Auditor,,L,John Schick,9,,7,0,2,
Pulaski,Monroe I,State Treasurer,,R,Kelly Mitchell,233,,139,1,93,
Pulaski,Monroe I,State Treasurer,,D,John C. Aguilera,91,,51,0,40,
Pulaski,Monroe I,U.S. House,2,R,Jackie Walorski,215,,128,1,86,
Pulaski,Monroe I,U.S. House,2,D,Mel Hall,114,,65,0,49,
Pulaski,Monroe I,U.S. House,2,,Write in,0,,0,0,0,
Pulaski,Monroe I,State House,16,R,Douglas L. Gutwein,234,,143,1,90,
Pulaski,Monroe I,State House,16,D,Christina L Zacny,99,,53,0,46,
Pulaski,Monroe Ii,U.S. Senate,,R,Mike Braun,191,,108,2,81,
Pulaski,Monroe Ii,U.S. Senate,,D,Joe Donnelly,167,,98,0,69,
Pulaski,Monroe Ii,U.S. Senate,,L,Lucy M. Brenton,13,,11,0,2,
Pulaski,Monroe Ii,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,Monroe Ii,State Secretary,,R,Connie Lawson,235,,137,2,96,
Pulaski,Monroe Ii,State Secretary,,D,Jim Harper,117,,65,0,52,
Pulaski,Monroe Ii,State Secretary,,L,Mark W. Rutherford,9,,6,0,3,
Pulaski,Monroe Ii,State Secretary,,,Write in,0,,0,0,0,
Pulaski,Monroe Ii,State Auditor,,R,Tera Klutz,227,,133,2,92,
Pulaski,Monroe Ii,State Auditor,,D,Joselyn Whitticker,119,,65,0,54,
Pulaski,Monroe Ii,State Auditor,,L,John Schick,9,,6,0,3,
Pulaski,Monroe Ii,State Treasurer,,R,Kelly Mitchell,235,,139,2,94,
Pulaski,Monroe Ii,State Treasurer,,D,John C. Aguilera,119,,64,0,55,
Pulaski,Monroe Ii,U.S. House,2,R,Jackie Walorski,219,,125,2,92,
Pulaski,Monroe Ii,U.S. House,2,D,Mel Hall,146,,86,0,60,
Pulaski,Monroe Ii,U.S. House,2,,Write in,0,,0,0,0,
Pulaski,Monroe Ii,State House,16,R,Douglas L. Gutvvein,246,,146,2,98,
Pulaski,Monroe Ii,State House,16,D,Christina L Zacny,125,,71,0,54,
Pulaski,Monroe Iii,U.S. Senate,,R,Mike Braun,201,,115,0,86,
Pulaski,Monroe Iii,U.S. Senate,,D,Joe Donnelly,154,,78,1,75,
Pulaski,Monroe Iii,U.S. Senate,,L,Lucy M. Brenton,15,,10,0,5,
Pulaski,Monroe Iii,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,Monroe Iii,State Secretary,,R,Connie Lawson,251,,146,0,105,
Pulaski,Monroe Iii,State Secretary,,D,Jim Harper,106,,52,1,53,
Pulaski,Monroe Iii,State Secretary,,,Mark W. Rutherford,9,,4,0,5,
Pulaski,Monroe Iii,State Secretary,,,Write in,0,,0,0,0,
Pulaski,Monroe Iii,State Auditor,,R,Tera Klutz,249,,143,0,106,
Pulaski,Monroe Iii,State Auditor,,D,Joselyn Whitticker,102,,50,1,51,
Pulaski,Monroe Iii,State Auditor,,L,John Schick,10,,4,0,6,
Pulaski,Monroe Iii,State Treasurer,,R,Kelly Mitchell,259,,151,0,108,
Pulaski,Monroe Iii,State Treasurer,,D,John C. Aguilera,101,,47,1,53,
Pulaski,Monroe Iii,U.S. House,2,R,Jackie Walorski,227,,133,0,94,
Pulaski,Monroe Iii,U.S. House,2,D,Mel Hall,139,,69,1,69,
Pulaski,Monroe Iii,U.S. House,2,,Write in,0,,0,0,0,
Pulaski,Monroe Iii,State House,16,R,Douglas L. Gutwein,275,,159,0,116,
Pulaski,Monroe Iii,State House,16,D,Christina L Zacny,94,,43,1,50,
Pulaski,Monroe Iv,U.S. Senate,,R,Mike Braun,170,,103,0,67,
Pulaski,Monroe Iv,U.S. Senate,,D,Joe Donnelly,114,,68,0,46,
Pulaski,Monroe Iv,U.S. Senate,,L,Lucy M. Brenton,12,,7,0,5,
Pulaski,Monroe Iv,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,Monroe Iv,State Secretary,,R,Connie Lawson,203,,123,0,80,
Pulaski,Monroe Iv,State Secretary,,D,Jim Harper,74,,41,0,33,
Pulaski,Monroe Iv,State Secretary,,L,Mark W. Rutherford,11,,8,0,3,
Pulaski,Monroe Iv,State Secretary,,,Write in,0,,0,0,0,
Pulaski,Monroe Iv,State Auditor,,R,Tera Klutz,193,,112,0,81,
Pulaski,Monroe Iv,State Auditor,,D,Joselyn Whitticker,81,,51,0,30,
Pulaski,Monroe Iv,State Auditor,,L,John Schick,15,,10,0,5,
Pulaski,Monroe Iv,State Treasurer,,R,Kelly Mitchell,215,,130,0,85,
Pulaski,Monroe Iv,State Treasurer,,D,John C. Aguilera,69,,42,0,27,
Pulaski,Monroe Iv,U.S. House,2,R,Jackie Walorski,209,,124,0,85,
Pulaski,Monroe Iv,U.S. House,2,D,Mel Hall,82,,50,0,32,
Pulaski,Monroe Iv,U.S. House,2,,Write in,0,,0,0,0,
Pulaski,Monroe Iv,State House,16,R,Douglas L. Gutwein,224,,133,0,91,
Pulaski,Monroe Iv,State House,16,D,Christina L Zacny,68,,40,0,28,
Pulaski,Rich Grove,U.S. Senate,,R,Mike Braun,133,,96,1,36,
Pulaski,Rich Grove,U.S. Senate,,D,Joe Donnelly,88,,42,1,45,
Pulaski,Rich Grove,U.S. Senate,,L,Lucy M. Brenton,7,,6,0,1,
Pulaski,Rich Grove,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,Rich Grove,State Secretary,,R,Connie Lawson,142,,102,1,39,
Pulaski,Rich Grove,State Secretary,,D,Jim Harper,78,,39,1,38,
Pulaski,Rich Grove,State Secretary,,L,Mark W. Rutherford,7,,3,0,4,
Pulaski,Rich Grove,State Secretary,,,Write in,0,,0,0,0,
Pulaski,Rich Grove,State Auditor,,R,Tera Klutz,148,,108,1,39,
Pulaski,Rich Grove,State Auditor,,D,Joselyn Whitticker,72,,32,1,39,
Pulaski,Rich Grove,State Auditor,,L,John Schick,6,,3,0,3,
Pulaski,Rich Grove,State Treasurer,,R,Kelly Mitchell,148,,107,1,40,
Pulaski,Rich Grove,State Treasurer,,D,John C. Aguilera,77,,35,1,41,
Pulaski,Rich Grove,U.S. House,2,R,Jackie Walorski,139,,98,1,40,
Pulaski,Rich Grove,U.S. House,2,D,Mel Hall,85,,44,1,40,
Pulaski,Rich Grove,U.S. House,2,,Write in,1,,1,0,0,
Pulaski,Rich Grove,State House,16,R,Douglas L. Gutwein,152,,109,1,42,
Pulaski,Rich Grove,State House,16,D,Christina L Zacny,73,,33,1,39,
Pulaski,Salem,U.S. Senate,,R,Mike Braun,376,,263,0,113,
Pulaski,Salem,U.S. Senate,,D,Joe Donnelly,134,,87,0,47,
Pulaski,Salem,U.S. Senate,,L,Lucy M. Brenton,20,,15,0,5,
Pulaski,Salem,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,Salem,State Secretary,,R,Connie Lawson,423,,293,0,130,
Pulaski,Salem,State Secretary,,D,Jim Harper,87,,61,0,26,
Pulaski,Salem,State Secretary,,L,Mark W. Rutherford,10,,4,0,6,
Pulaski,Salem,State Secretary,,,Write in,0,,0,0,0,
Pulaski,Salem,State Auditor,,R,Tera Klutz,396,,274,0,122,
Pulaski,Salem,State Auditor,,D,Joselyn Whitticker,99,,66,0,33,
Pulaski,Salem,State Auditor,,L,John Schick,17,,11,0,6,
Pulaski,Salem,State Treasurer,,R,Kelly Mitchell,415,,291,0,124,
Pulaski,Salem,State Treasurer,,D,John C. Aguilera,95,,62,0,33,
Pulaski,Salem,U.S. House,2,R,Jackie Walorski,406,,276,0,130,
Pulaski,Salem,U.S. House,2,D,Mel Hall,120,,87,0,33,
Pulaski,Salem,U.S. House,2,,Write in,1,,0,0,1,
Pulaski,Salem,State House,16,R,Douglas L. Gutwein,429,,293,0,136,
Pulaski,Salem,State House,16,D,Christina L Zacny,99,,71,0,28,
Pulaski,Tippecanoe,U.S. Senate,,R,Mike Braun,173,,135,1,37,
Pulaski,Tippecanoe,U.S. Senate,,D,Joe Donnelly,142,,97,0,45,
Pulaski,Tippecanoe,U.S. Senate,,L,Lucy M. Brenton,12,,12,0,0,
Pulaski,Tippecanoe,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,Tippecanoe,State Secretary,,R,Connie Lawson,204,,156,1,47,
Pulaski,Tippecanoe,State Secretary,,D,Jim Harper,106,,72,0,34,
Pulaski,Tippecanoe,State Secretary,,L,Mark W. Rutherford,14,,14,0,0,
Pulaski,Tippecanoe,State Secretary,,,Write in,0,,0,0,0,
Pulaski,Tippecanoe,State Auditor,,R,Tera Klutz,195,,151,1,43,
Pulaski,Tippecanoe,State Auditor,,D,Joselyn Whitticker,108,,73,0,35,
Pulaski,Tippecanoe,State Auditor,,L,John Schick,15,,13,0,2,
Pulaski,Tippecanoe,State Treasurer,,R,Kelly Mitchell,210,,162,1,47,
Pulaski,Tippecanoe,State Treasurer,,D,John C. Aguilera,104,,71,0,33,
Pulaski,Tippecanoe,U.S. House,2,R,Jackie Walorski,186,,145,1,40,
Pulaski,Tippecanoe,U.S. House,2,D,Mel Hall,137,,95,0,42,
Pulaski,Tippecanoe,U.S. House,2,,Write in,0,,0,0,0,
Pulaski,Tippecanoe,State House,16,R,Douglas L. Gutwein,225,,170,1,54,
Pulaski,Tippecanoe,State House,16,D,Christina L Zacny,99,,71,0,28,
Pulaski,Van Buren,U.S. Senate,,R,Mike Braun,166,,119,0,47,
Pulaski,Van Buren,U.S. Senate,,D,Joe Donnelly,122,,99,0,23,
Pulaski,Van Buren,U.S. Senate,,L,Lucy M. Brenton,13,,6,0,7,
Pulaski,Van Buren,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,Van Buren,State Secretary,,R,Connie Lawson,197,,145,0,52,
Pulaski,Van Buren,State Secretary,,D,Jim Harper,83,,65,0,18,
Pulaski,Van Buren,State Secretary,,L,Mark W. Rutherford,15,,9,0,6,
Pulaski,Van Buren,State Secretary,,,Write in,0,,0,0,0,
Pulaski,Van Buren,State Auditor,,R,Tera Klutz,184,,135,0,49,
Pulaski,Van Buren,State Auditor,,D,Joselyn Whitticker,86,,66,0,20,
Pulaski,Van Buren,State Auditor,,L,John Schick,19,,15,0,4,
Pulaski,Van Buren,State Treasurer,,R,Kelly Mitchell,207,,153,0,54,
Pulaski,Van Buren,State Treasurer,,D,John C. Aguilera,81,,63,0,18,
Pulaski,Van Buren,U.S. House,2,R,Jackie Walorski,192,,143,0,49,
Pulaski,Van Buren,U.S. House,2,D,Mel Hall,107,,80,0,27,
Pulaski,Van Buren,U.S. House,2,,Write in,0,,0,0,0,
Pulaski,Van Buren,State House,16,R,Douglas L. Gutwein,207,,153,0,54,
Pulaski,Van Buren,State House,16,D,Christina L Zacny,89,,68,0,21,
Pulaski,White Post,U.S. Senate,,R,Mike Braun,192,,154,0,38,
Pulaski,White Post,U.S. Senate,,,Joe Donnelly,100,,75,0,25,
Pulaski,White Post,U.S. Senate,,L,Lucy M. Brenton,6,,6,0,0,
Pulaski,White Post,U.S. Senate,,,Write in,0,,0,0,0,
Pulaski,White Post,State Secretary,,R,Connie Lawson,207,,165,0,42,
Pulaski,White Post,State Secretary,,D,Jim Harper,76,,56,0,20,
Pulaski,White Post,State Secretary,,L,Mark W. Rutherford,12,,11,0,1,
Pulaski,White Post,State Secretary,,,Write in,0,,0,0,0,
Pulaski,White Post,State Auditor,,R,Tera Klutz,208,,165,0,43,
Pulaski,White Post,State Auditor,,D,Joselyn Whitticker,77,,59,0,18,
Pulaski,White Post,State Auditor,,L,John Schick,10,,8,0,2,
Pulaski,White Post,State Treasurer,,R,Kelly Mitchell,213,,169,0,44,
Pulaski,White Post,State Treasurer,,D,John C. Aguilera,77,,59,0,18,
Pulaski,White Post,U.S. House,2,R,Jackie Walorski,208,,164,0,44,
Pulaski,White Post,U.S. House,2,D,Mel Hall,87,,68,0,19,
Pulaski,White Post,U.S. House,2,,Write in,0,,0,0,0,
Pulaski,White Post,State House,16,R,Douglas L. Gutwein,226,,185,0,41,
Pulaski,White Post,State House,16,D,Christina L Zacny,70,,48,0,22,
