county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Putnam,Fourth West,U.S. Senate,,R,Mike Braun,97,,63,0,34,
Putnam,Fourth West,U.S. Senate,,D,Joe Donnelly,78,,42,0,36,
Putnam,Fourth West,U.S. Senate,,L,Lucy M. Brenton,10,,4,0,6,
Putnam,Fourth West,U.S. Senate,,,Write in,0,,0,0,0,
Putnam,Fourth West,State Secretary,,R,Connie Lawson,109,,66,0,43,
Putnam,Fourth West,State Secretary,,D,Jim Harper,67,,39,0,28,
Putnam,Fourth West,State Secretary,,L,Mark W. Rutherford,6,,2,0,4,
Putnam,Fourth West,State Secretary,,,Write in,2,,1,0,1,
Putnam,Fourth West,State Auditor,,R,Tera Klutz,98,,60,0,38,
Putnam,Fourth West,State Auditor,,D,Joselyn Whitticker,74,,42,0,32,
Putnam,Fourth West,State Auditor,,L,John Schick,9,,4,0,5,
Putnam,Fourth West,State Treasurer,,R,Kelly Mitchell,105,,66,0,39,
Putnam,Fourth West,State Treasurer,,D,John C. Aguilera,74,,39,0,35,
Putnam,Fourth West,U.S. House,4,R,Jim Baird,109,,69,0,40,
Putnam,Fourth West,U.S. House,4,D,Tobi Beck,75,,39,0,36,
Putnam,Fourth West,U.S. House,4,,Write in,0,,0,0,0,
Putnam,Fourth West,State House,44,R,Beau Baird,96,,58,0,38,
Putnam,Fourth West,State House,44,D,Kimberly Anne Fidler,89,,50,0,39,
Putnam,Fourth East,U.S. Senate,,R,Mike Braun,212,,128,0,84,
Putnam,Fourth East,U.S. Senate,,D,Joe Donnelly,149,,85,0,64,
Putnam,Fourth East,U.S. Senate,,L,Lucy M. Brenton,29,,19,0,10,
Putnam,Fourth East,U.S. Senate,,,Write in,0,,0,0,0,
Putnam,Fourth East,State Secretary,,R,Connie Lawson,242,,141,0,101,
Putnam,Fourth East,State Secretary,,D,Jim Harper,118,,69,0,49,
Putnam,Fourth East,State Secretary,,L,Mark W. Rutherford,22,,19,0,3,
Putnam,Fourth East,State Secretary,,,Write in,0,,0,0,0,
Putnam,Fourth East,State Auditor,,R,Tera Klutz,234,,138,0,96,
Putnam,Fourth East,State Auditor,,D,Joselyn Whitticker,125,,72,0,53,
Putnam,Fourth East,State Auditor,,L,John Schick,21,,20,0,1,
Putnam,Fourth East,State Treasurer,,R,Kelly Mitchell,249,,149,0,100,
