county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Lawrence,Shawswick 1a,U.S. Senate,,R,Mike Braun,90,,48,0,42,
Lawrence,Shawswick 1a,U.S. Senate,,D,Joe Donnelly,66,,36,0,30,
Lawrence,Shawswick 1a,U.S. Senate,,L,Lucy M. Brenton,16,,15,0,1,
Lawrence,Shawswick 1a,U.S. Senate,,,Write in,0,,0,0,0,
Lawrence,Shawswick 1a,State Secretary,,R,Connie Lawson,110,,60,0,50,
Lawrence,Shawswick 1a,State Secretary,,D,Jim Harper,53,,30,0,23,
Lawrence,Shawswick 1a,State Secretary,,L,Mark W. Rutherford,6,,6,0,0,
Lawrence,Shawswick 1a,State Secretary,,,Write in,0,,0,0,0,
Lawrence,Shawswick 1a,State Auditor,,R,Tera Klutz,101,,56,0,45,
Lawrence,Shawswick 1a,State Auditor,,D,Joselyn Whitticker,54,,29,0,25,
Lawrence,Shawswick 1a,State Auditor,,L,John Schick,9,,7,0,2,
Lawrence,Shawswick 1a,State Treasurer,,R,Kelly Mitchell,110,,62,0,48,
Lawrence,Shawswick 1a,State Treasurer,,D,John C. Aguilera,54,,30,0,24,
Lawrence,Shawswick 1a,U.S. House,9,R,Trey Hollingsworth,102,,55,0,47,
Lawrence,Shawswick 1a,U.S. House,9,D,Liz Watson,68,,43,0,25,
Lawrence,Shawswick 1b,U.S. Senate,,R,Mike Braun,154,,89,0,65,
Lawrence,Shawswick 1b,U.S. Senate,,D,Joe Donnelly,80,,52,0,28,
Lawrence,Shawswick 1b,U.S. Senate,,L,Lucy M. Brenton,13,,9,0,4,
Lawrence,Shawswick 1b,U.S. Senate,,,Write in,0,,0,0,0,
Lawrence,Shawswick 1b,State Secretary,,R,Connie Lawson,171,,96,0,75,
Lawrence,Shawswick 1b,State Secretary,,D,Jim Harper,67,,46,0,21,
Lawrence,Shawswick 1b,State Secretary,,L,Mark W. Rutherford,7,,5,0,2,
Lawrence,Shawswick 1b,State Secretary,,,Write in,0,,0,0,0,
Lawrence,Shawswick 1b,State Auditor,,R,Tera Klutz,168,,96,0,72,
Lawrence,Shawswick 1b,State Auditor,,D,Joselyn Whitticker,68,,47,0,21,
Lawrence,Shawswick 1b,State Auditor,,L,John Schick,7,,5,0,2,
Lawrence,Shawswick 1b,State Treasurer,,R,Kelly Mitchell,171,,99,0,72,
Lawrence,Shawswick 1b,State Treasurer,,D,John C. Aguilera,71,,49,0,22,
Lawrence,Shawswick 1b,U.S. House,9,R,Trey Hollingsworth,167,,99,0,68,
Lawrence,Shawswick 1b,U.S. House,9,D,Liz Watson,80,,52,0,28,
Lawrence,Shawswick 2,U.S. Senate,,R,Mike Braun,181,,76,0,105,
Lawrence,Shawswick 2,U.S. Senate,,D,Joe Donnelly,84,,41,0,43,
Lawrence,Shawswick 2,U.S. Senate,,L,Lucy M. Brenton,22,,11,0,11,
Lawrence,Shawswick 2,U.S. Senate,,,Write in,0,,0,0,0,
Lawrence,Shawswick 2,State Secretary,,R,Connie Lawson,196,,88,0,108,
