county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Blackford,Harrison 1,U.S. Senate,,R,Mike Braun,206,,147,0,59,
Blackford,Harrison 1,U.S. Senate,,D,Joe Donnelly,142,,107,0,35,
Blackford,Harrison 1,U.S. Senate,,L,Lucy M. Brenton,40,,28,0,12,
Blackford,Harrison 1,U.S. Senate,,,Write in,0,,0,0,0,
Blackford,Harrison 1,State Secretary,,R,Connie Lawson,235,,165,0,70,
Blackford,Harrison 1,State Secretary,,D,Jim Harper,131,,98,0,33,
Blackford,Harrison 1,State Secretary,,L,Mark W. Rutherford,19,,16,0,3,
Blackford,Harrison 1,State Secretary,,,Write in,0,,0,0,0,
Blackford,Harrison 1,State Auditor,,R,Tera Klutz,219,,155,0,64,
Blackford,Harrison 1,State Auditor,,D,Joselyn Whitticker,138,,104,0,34,
Blackford,Harrison 1,State Auditor,,L,John Schick,26,,19,0,7,
Blackford,Harrison 1,State Treasurer,,R,Kelly Mitchell,250,,181,0,69,
Blackford,Harrison 1,State Treasurer,,D,John C. Aguilera,135,,99,0,36,
Blackford,Harrison 1,U.S. House,3,R,Jim Banks,237,,173,0,64,
Blackford,Harrison 1,U.S. House,3,D,Courtney Tritch,148,,107,0,41,
Blackford,Harrison 1,U.S. House,3,,Write in,0,,0,0,0,
Blackford,Harrison 1,State Senate,19,R,Travis Holdman,277,,200,0,77,
Blackford,Harrison 1,State House,31,R,Kevin A. Mahan,268,,190,0,78,
Blackford,Harrison 1,State House,31,D,Lynn Johnson,124,,96,0,28,
Blackford,Harrison 2,U.S. Senate,,R,Mike Braun,231,,159,0,72,
Blackford,Harrison 2,U.S. Senate,,D,Joe Donnelly,85,,45,0,40,
Blackford,Harrison 2,U.S. Senate,,L,Lucy M. Brenton,18,,12,0,6,
Blackford,Harrison 2,U.S. Senate,,,Write in,0,,0,0,0,
Blackford,Harrison 2,State Secretary,,R,Connie Lawson,252,,169,0,83,
Blackford,Harrison 2,State Secretary,,D,Jim Harper,67,,38,0,29,
Blackford,Harrison 2,State Secretary,,L,Mark W. Rutherford,11,,8,0,3,
Blackford,Harrison 2,State Secretary,,,Write in,0,,0,0,0,
Blackford,Harrison 2,State Auditor,,R,Tera Klutz,238,,158,0,80,
Blackford,Harrison 2,State Auditor,,D,Joselyn Whitticker,75,,47,0,28,
