county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Dekalb,Butler 1,U.S. Senate,,R,Mike Braun,144,,90,0,54,
Dekalb,Butler 1,U.S. Senate,,D,Joe Donnelly,64,,34,0,30,
Dekalb,Butler 1,U.S. Senate,,L,Lucy M. Brenton,5,,3,0,2,
Dekalb,Butler 1,U.S. Senate,,,Write in,0,,0,0,0,
Dekalb,Butler 1,State Secretary,,R,Connie Lawson,152,,96,0,56,
Dekalb,Butler 1,State Secretary,,D,Jim Harper,57,,29,0,28,
Dekalb,Butler 1,State Secretary,,L,Mark W. Rutherford,4,,1,0,3,
Dekalb,Butler 1,State Secretary,,,Write in,0,,0,0,0,
Dekalb,Butler 1,State Auditor,,R,Tera Klutz,153,,97,0,56,
Dekalb,Butler 1,State Auditor,,D,Joselyn Whitticker,54,,25,0,29,
Dekalb,Butler 1,State Auditor,,L,John Schick,3,,2,0,1,
Dekalb,Butler 1,State Treasurer,,R,Kelly Mitchell,153,,99,0,54,
Dekalb,Butler 1,State Treasurer,,D,John C. Aguilera,59,,27,0,32,
Dekalb,Butler 1,U.S. House,3,R,Jim Banks,154,,97,0,57,
Dekalb,Butler 1,U.S. House,3,D,Courtney Tritch,59,,29,0,30,
Dekalb,Butler 1,U.S. House,3,,Write in,0,,0,0,0,
Dekalb,Butler 1,State House,52,R,Ben Smaltz,157,,99,0,58,
Dekalb,Butler 1,State House,52,D,Martha Lemert,56,,28,0,28,
Dekalb,Butler 2,U.S. Senate,,R,Mike Braun,309,,213,0,96,
Dekalb,Butler 2,U.S. Senate,,D,Joe Donnelly,137,,76,0,61,
Dekalb,Butler 2,U.S. Senate,,L,Lucy M. Brenton,13,,11,0,2,
Dekalb,Butler 2,U.S. Senate,,,Write in,0,,0,0,0,
Dekalb,Butler 2,State Secretary,,R,Connie Lawson,325,,223,0,102,
Dekalb,Butler 2,State Secretary,,D,Jim Harper,116,,63,0,53,
Dekalb,Butler 2,State Secretary,,L,Mark W. Rutherford,12,,10,0,2,
Dekalb,Butler 2,State Secretary,,,Write in,1,,1,0,0,
Dekalb,Butler 2,State Auditor,,R,Tera Klutz,325,,225,0,100,
Dekalb,Butler 2,State Auditor,,D,Joselyn Whitticker,113,,59,0,54,
Dekalb,Butler 2,State Auditor,,L,John Schick,15,,13,0,2,
Dekalb,Butler 2,State Treasurer,,R,Kelly Mitchell,341,,236,0,105,
Dekalb,Butler 2,State Treasurer,,D,John C. Aguilera,111,,61,0,50,
Dekalb,Butler 2,U.S. House,3,R,Jim Banks,335,,232,0,103,
Dekalb,Butler 2,U.S. House,3,D,Courtney Tritch,126,,69,0,57,
Dekalb,Butler 2,U.S. House,3,,Write in,0,,0,0,0,
Dekalb,Butler 2,State House,52,R,Ben Smaltz,339,,242,0,97,
Dekalb,Butler 2,State House,52,D,Martha Lemert,114,,57,0,57,
Dekalb,Concord,U.S. Senate,,R,Mike Braun,339,,276,0,63,
Dekalb,Concord,U.S. Senate,,D,Joe Donnelly,81,,58,0,23,
Dekalb,Concord,U.S. Senate,,L,Lucy M. Brenton,15,,14,0,1,
Dekalb,Concord,U.S. Senate,,,Write in,0,,0,0,0,
Dekalb,Concord,State Secretary,,R,Connie Lawson,353,,287,0,66,
Dekalb,Concord,State Secretary,,D,Jim Harper,65,,44,0,21,
Dekalb,Concord,State Secretary,,L,Mark W. Rutherford,14,,14,0,0,
Dekalb,Concord,State Secretary,,,Write in,1,,1,0,0,
Dekalb,Concord,State Auditor,,R,Tera Klutz,339,,271,0,68,
Dekalb,Concord,State Auditor,,D,Joselyn Whitticker,69,,51,0,18,
Dekalb,Concord,State Auditor,,L,John Schick,22,,21,0,1,
Dekalb,Concord,State Treasurer,,R,Kelly Mitchell,353,,287,0,66,
Dekalb,Concord,State Treasurer,,D,John C. Aguilera,75,,54,0,21,
Dekalb,Concord,U.S. House,3,R,Jim Banks,352,,287,0,65,
Dekalb,Concord,U.S. House,3,D,Courtney Tritch,80,,58,0,22,
Dekalb,Concord,U.S. House,3,,Write in,1,,1,0,0,
Dekalb,Concord,State Senate,14,R,Dennis K. Kruse,363,,294,0,69,
Dekalb,Concord,State House,52,R,Ben Smaltz,353,,282,0,71,
