county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Hendricks,Brown 1,U.S. Senate,,R,Mike Braun,373,,246,0,127,
Hendricks,Brown 1,U.S. Senate,,D,Joe Donnelly,196,,118,0,78,
Hendricks,Brown 1,U.S. Senate,,L,Lucy M Brenton,15,,10,0,5,
Hendricks,Brown 1,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Brown 1,State Auditor,,R,Tera Klutz,414,,277,0,137,
Hendricks,Brown 1,State Auditor,,D,Joselyn Whitticker,148,,82,0,66,
Hendricks,Brown 1,State Auditor,,L,John Schick,14,,11,0,3,
Hendricks,Brown 1,State Treasurer,,R,Kelly Mitchell,429,,292,0,137,
Hendricks,Brown 1,State Treasurer,,D,John C Aguilera,148,,79,0,69,
Hendricks,Indiana Elections,State Treasurer,,R,Jim Baird,410,,274,0,136,
Hendricks,Indiana Elections,State Treasurer,,D,Tobi Beck,172,,100,0,72,
Hendricks,Indiana Elections,State House,28,R,Jeffrey A Thompson,411,,278,0,133,
Hendricks,Indiana Elections,State House,28,D,Harlan Vondersaar,166,,94,0,72,
Hendricks,Brown 2,U.S. Senate,,R,Mike Braun,257,,187,0,70,
Hendricks,Brown 2,U.S. Senate,,D,Joe Donnelly,143,,100,0,43,
Hendricks,Brown 2,U.S. Senate,,L,Lucy M Brenton,12,,10,0,2,
Hendricks,Brown 2,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Brown 2,State Secretary,,R,Connie Lawson,296,,217,0,79,
Hendricks,Brown 2,State Secretary,,D,Jim Harper,103,,69,0,34,
Hendricks,Brown 2,State Secretary,,L,Mark W Rutherford,12,,9,0,3,
Hendricks,Brown 2,State Secretary,,,Write in,0,,0,0,0,
Hendricks,Brown 2,State Auditor,,R,Tera Klutz,272,,198,0,74,
Hendricks,Brown 2,State Auditor,,L,John Schick,17,,14,0,3,
Hendricks,Brown 2,State Treasurer,,R,Kelly Mitchell,291,,210,0,81,
Hendricks,Brown 2,State Treasurer,,D,John C Aguilera,117,,82,0,35,
Hendricks,Brown 2,U.S. House,4,R,Jim Baird,281,,205,0,76,
Hendricks,Brown 2,U.S. House,4,D,Tobi Beck,128,,88,0,40,
Hendricks,Brown 2,U.S. House,4,,Write in,0,,0,0,0,
Hendricks,Brown 2,State House,28,R,Jeffrey A Thompson,278,,204,0,74,
Hendricks,Brown 2,State House,28,D,Harlan Vondersaar,130,,90,0,40,
Hendricks,Brown 3,U.S. Senate,,R,Mike Braun,583,,424,0,159,
Hendricks,Brown 3,U.S. Senate,,D,Joe Donnelly,253,,152,0,101,
Hendricks,Brown 3,U.S. Senate,,L,Lucy M Brenton,17,,13,0,4,
Hendricks,Brown 3,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Brown 3,State Secretary,,R,Connie Lawson,646,,470,0,176,
Hendricks,Brown 3,State Secretary,,D,Jim Harper,185,,103,0,82,
Hendricks,Brown 3,State Secretary,,L,Mark W Rutherford,17,,14,0,3,
Hendricks,Brown 3,State Secretary,,,Write in,0,,0,0,0,
Hendricks,Brown 3,State Auditor,,R,Tera Klutz,633,,460,0,173,
Hendricks,Brown 3,State Auditor,,D,Joselyn Whitticker,188,,105,0,83,
Hendricks,Brown 3,State Auditor,,L,John Schick,18,,14,0,4,
Hendricks,Brown 3,State Treasurer,,R,Kelly Mitchell,645,,469,0,176,
Hendricks,Brown 3,State Treasurer,,D,John C Aguilera,191,,107,0,84,
Hendricks,Brown 3,U.S. House,4,R,Jim Baird,614,,454,0,160,
Hendricks,Brown 3,U.S. House,4,D,Tobi Beck,233,,132,0,101,
Hendricks,Brown 3,U.S. House,4,,Write in,0,,0,0,0,
Hendricks,Brown 3,State House,28,R,Jeffrey A Thompson,622,,453,0,169,
Hendricks,Brown 3,State House,28,D,Harlan Vondersaar,217,,129,0,88,
Hendricks,Brown 4,U.S. Senate,,R,Mike Braun,418,,317,0,101,
Hendricks,Brown 4,U.S. Senate,,D,Joe Donnelly,163,,106,0,57,
Hendricks,Brown 4,U.S. Senate,,L,Lucy M Brenton,9,,8,0,1,
Hendricks,Brown 4,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Brown 4,State Secretary,,R,Connie Lawson,444,,337,0,107,
Hendricks,Brown 4,State Secretary,,D,Jim Harper,131,,80,0,51,
Hendricks,Brown 4,State Secretary,,L,Mark W Rutherford,12,,11,0,1,
Hendricks,Brown 4,State Secretary,,,Write in,0,,0,0,0,
Hendricks,Brown 4,State Auditor,,R,Tera Klutz,436,,330,0,106,
Hendricks,Brown 4,State Auditor,,D,Joselyn Whitticker,127,,76,0,51,
Hendricks,Brown 4,State Auditor,,L,John Schick,16,,15,0,1,
Hendricks,Brown 4,State Treasurer,,R,Kelly Mitchell,452,,341,0,111,
Hendricks,Brown 4,State Treasurer,,D,John C Aguilera,126,,79,0,47,
Hendricks,Brown 4,U.S. House,4,R,Jim Baird,436,,333,0,103,
Hendricks,Brown 4,U.S. House,4,D,Tobi Beck,145,,90,0,55,
Hendricks,Brown 4,U.S. House,4,,Write in,1,,1,0,0,
Hendricks,Brown 4,State House,28,R,Jeffrey A Thompson,439,,331,0,108,
Hendricks,Brown 4,State House,28,D,Harlan Vondersaar,139,,91,0,48,
Hendricks,Brown 5,U.S. Senate,,R,Mike Braun,407,,269,0,138,
Hendricks,Brown 5,U.S. Senate,,D,Joe Donnelly,525,,344,0,181,
Hendricks,Brown 5,U.S. Senate,,L,Lucy M Brenton,29,,22,0,7,
Hendricks,Brown 5,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Brown 5,State Secretary,,R,Connie Lawson,479,,322,0,157,
Hendricks,Brown 5,State Secretary,,D,Jim Harper,453,,292,0,161,
Hendricks,Brown 5,State Secretary,,L,Mark W Rutherford,19,,16,0,3,
Hendricks,Brown 5,State Secretary,,,Write in,0,,0,0,0,
Hendricks,Brown 5,State Auditor,,R,Tera Klutz,456,,312,0,144,
Hendricks,Brown 5,State Auditor,,D,Joselyn Whitticker,459,,293,0,166,
Hendricks,Brown 5,State Auditor,,L,John Schick,27,,20,0,7,
Hendricks,Brown 5,State Treasurer,,R,Kelly Mitchell,484,,333,0,151,
Hendricks,Brown 5,State Treasurer,,D,John C Aguilera,458,,289,0,169,
Hendricks,Brown 5,U.S. House,4,R,Jim Baird,448,,301,0,147,
Hendricks,Brown 5,U.S. House,4,D,Tobi Beck,494,,322,0,172,
Hendricks,Brown 5,U.S. House,4,,Write in,0,,0,0,0,
Hendricks,Brown 5,State House,28,R,Jeffrey A Thompson,458,,307,0,151,
Hendricks,Brown 5,State House,28,D,Harlan Vondersaar,489,,318,0,171,
Hendricks,Brown 6,U.S. Senate,,R,Mike Braun,630,,455,0,175,
Hendricks,Brown 6,U.S. Senate,,D,Joe Donnelly,447,,285,0,162,
Hendricks,Brown 6,U.S. Senate,,L,Lucy M Brenton,39,,33,0,6,
Hendricks,Brown 6,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Brown 6,State Secretary,,R,Connie Lawson,704,,508,0,196,
Hendricks,Brown 6,State Secretary,,D,Jim Harper,364,,226,0,138,
Hendricks,Brown 6,State Secretary,,L,Mark W Rutherford,37,,31,0,6,
Hendricks,Brown 6,State Secretary,,,Write in,0,,0,0,0,
Hendricks,Brown 6,State Auditor,,R,Tera Klutz,701,,515,0,186,
Hendricks,Brown 6,State Auditor,,,Joselyn Whitticker,353,,210,0,143,
Hendricks,Brown 6,State Auditor,,L,John Schick,44,,34,0,10,
Hendricks,Brown 6,State Treasurer,,R,Kelly Mitchell,730,,537,0,193,
Hendricks,Brown 6,State Treasurer,,D,John C Aguilera,365,,222,0,143,
Hendricks,Brown 6,U.S. House,4,R,Jim Baird,682,,501,0,181,
Hendricks,Brown 6,U.S. House,4,D,Tobi Beck,423,,263,0,160,
Hendricks,Brown 6,U.S. House,4,,Write in,0,,0,0,0,
Hendricks,Brown 6,State House,28,R,Jeffrey A Thompson,675,,494,0,181,
Hendricks,Brown 6,State House,28,D,Harlan Vondersaar,429,,272,0,157,
Hendricks,Brown 7,U.S. Senate,,R,Mike Braun,279,,205,0,74,
Hendricks,Brown 7,U.S. Senate,,D,Joe Donnelly,187,,121,0,66,
Hendricks,Brown 7,U.S. Senate,,L,Lucy M Brenton,21,,18,0,3,
Hendricks,Brown 7,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Brown 7,State Secretary,,R,Connie Lawson,309,,228,0,81,
Hendricks,Brown 7,State Secretary,,D,Jim Harper,153,,99,0,54,
Hendricks,Brown 7,State Secretary,,L,Mark W Rutherford,23,,14,0,9,
Hendricks,Brown 7,State Secretary,,,Write in,1,,1,0,0,
Hendricks,Brown 7,State Auditor,,R,Tera Klutz,302,,223,0,79,
Hendricks,Brown 7,State Auditor,,D,Joselyn Whitticker,157,,101,0,56,
Hendricks,Brown 7,State Auditor,,L,John Schick,26,,18,0,8,
Hendricks,Brown 7,State Treasurer,,R,Kelly Mitchell,327,,242,0,85,
Hendricks,Brown 7,State Treasurer,,D,John C Aguilera,157,,101,0,56,
Hendricks,Brown 7,U.S. House,4,R,Jim Baird,303,,218,0,85,
Hendricks,Brown 7,U.S. House,4,D,Tobi Beck,183,,124,0,59,
Hendricks,Brown 7,U.S. House,4,,Write in,0,,0,0,0,
Hendricks,Brown 7,State House,28,R,Jeffrey A Thompson,301,,220,0,81,
Hendricks,Brown 7,State House,28,D,Harlan Vondersaar,182,,120,0,62,
Hendricks,Brown 8,U.S. Senate,,R,Mike Braun,669,,512,0,157,
Hendricks,Brown 8,U.S. Senate,,,Joe Donnelly,347,,241,0,106,
Hendricks,Brown 8,U.S. Senate,,L,Lucy M Brenton,28,,24,0,4,
Hendricks,Brown 8,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Brown 8,State Secretary,,R,Connie Lawson,760,,584,0,176,
Hendricks,Brown 8,State Secretary,,D,Jim Harper,255,,169,0,86,
Hendricks,Brown 8,State Secretary,,L,Mark W Rutherford,24,,20,0,4,
Hendricks,Brown 8,State Secretary,,,Write in,0,,0,0,0,
Hendricks,Brown 8,State Auditor,,R,Tera Klutz,730,,560,0,170,
Hendricks,Brown 8,State Auditor,,D,Joselyn Whitticker,267,,175,0,92,
Hendricks,Brown 8,State Auditor,,L,John Schick,30,,27,0,3,
Hendricks,Brown 8,State Treasurer,,R,Kelly Mitchell,769,,588,0,181,
Hendricks,Brown 8,State Treasurer,,D,John C Aguilera,262,,179,0,83,
Hendricks,Brown 8,U.S. House,4,R,Jim Baird,722,,551,0,171,
Hendricks,Brown 8,U.S. House,4,D,Tobi Beck,308,,214,0,94,
Hendricks,Brown 8,U.S. House,4,,Write in,0,,0,0,0,
Hendricks,Brown 8,State House,28,,(r) Jeffrey A Thompson,0,,542,r,167,
Hendricks,Brown 8,State House,28,D,Harlan Vondersaar,320,,224,0,96,
Hendricks,Center 1,U.S. Senate,,R,Mike Braun,369,,192,0,177,
Hendricks,Center 1,U.S. Senate,,D,Joe Donnelly,177,,94,0,83,
Hendricks,Center 1,U.S. Senate,,L,Lucy M Brenton,24,,18,0,6,
Hendricks,Center 1,U.S. Senate,,,Write in,0,,0,0,0,
Hendricks,Center 1,State Secretary,,R,Connie Lawson,428,,230,0,198,
Hendricks,Center 1,State Secretary,,D,Jim Harper,125,,61,0,64,
Hendricks,Center 1,State Secretary,,L,Mark W Rutherford,13,,11,0,2,
Hendricks,Center 1,State Secretary,,,Write in,0,,0,0,0,
Hendricks,Center 1,State Auditor,,R,Tera Klutz,400,,214,0,186,
Hendricks,Center 1,State Auditor,,D,Joselyn Whitticker,139,,66,0,73,
Hendricks,Center 1,State Auditor,,L,John Schick,22,,17,0,5,
Hendricks,Center 1,State Treasurer,,R,Kelly Mitchell,420,,227,0,193,
Hendricks,Center 1,State Treasurer,,D,John C Aguilera,138,,68,0,70,
Hendricks,Center 1,U.S. House,4,R,Jim Baird,394,,209,0,185,
Hendricks,Center 1,U.S. House,4,D,Tobi Beck,167,,88,0,79,
Hendricks,Center 1,U.S. House,4,,Write in,0,,0,0,0,
Hendricks,Center 2,U.S. Senate,,R,Mike Braun,453,,304,0,149,
Hendricks,Center 2,U.S. Senate,,D,Joe Donnelly,163,,90,0,73,
