county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Wabash,"We. """,U.S. Senate,,R,Mike Braun,172,,121,0,51,
Wabash,"We. """,U.S. Senate,,D,Joe Donnelly,57,,39,0,18,
Wabash,"We. """,U.S. Senate,,L,Lucy M. Brenton,14,,11,0,3,
Wabash,"We. """,U.S. Senate,,,Write in,0,,0,0,0,
Wabash,"We. """,State Secretary,,R,Connie Lawson,177,,124,0,53,
Wabash,"We. """,State Secretary,,D,Jim Harper,55,,39,0,16,
Wabash,"We. """,State Secretary,,L,Mark W. Rutherford,11,,8,0,3,
Wabash,"We. """,State Secretary,,,Write in,0,,0,0,0,
Wabash,"We. """,State Auditor,,R,Tera Klutz,173,,124,0,49,
Wabash,"We. """,State Auditor,,D,Joselyn Whitticker,66,,38,0,18,
Wabash,"We. """,State Auditor,,L,John Schick,11,,7,0,4,
Wabash,"We. """,State Treasurer,,R,Kelly Mitchell,187,,131,0,56,
Wabash,"We. """,State Treasurer,,D,John C. Aguilefta,53,,37,0,16,
