county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Adams,Berne A,U.S. Senate,,R,Mike Braun,411,,296,1,114,
Adams,Berne A,U.S. Senate,,D,Joe Donnelly,146,,92,0,54,
Adams,Berne A,U.S. Senate,,L,Lucy M Brenton,28,,19,0,9,
Adams,Berne A,U.S. Senate,,,Write in,0,,0,0,0,
Adams,Berne A,State Auditor,,R,Tefta Klutz,436,,314,1,121,
Adams,Berne A,State Auditor,,D,Joselyn 1nhitticker,122,,79,0,43,
Adams,Berne A,State Auditor,,L,John Schick,14,,12,0,2,
Adams,Berne A,State Treasurer,,R,Kelly Mitchell,455,,325,1,129,
Adams,Berne A,State Treasurer,,,John C. Aguilera,121,,78,0,43,
Adams,Berne A,State Senate,,R,Travis Holdman,486,,346,1,139,
Adams,Berne A,State House,,,(r) Matthew S. Lehman,1,,359,145,j,
Adams,Berne B,U.S. Senate,,R,Mike Braun,438,,322,0,116,
Adams,Berne B,U.S. Senate,,D,Joe Donnelly,107,,68,0,39,
Adams,Berne B,U.S. Senate,,L,Lucy M. Brenton,28,,21,0,7,
Adams,Berne B,U.S. Senate,,,Write in,0,,0,0,0,
Adams,Berne B,State Secretary,,R,Connie Lavvson,464,,335,0,129,
Adams,Berne B,State Secretary,,D,Jim Harper,86,,56,0,30,
Adams,Berne B,State Secretary,,L,Mark W. Rutherford,18,,15,0,2,
Adams,Berne B,State Auditor,,R,Tera Klutz,456,,333,0,123,
Adams,Berne B,State Auditor,,D,Joselyn Whitticker,93,,61,0,32,
Adams,Berne B,State Auditor,,L,John Schick,18,,15,0,3,
Adams,Berne B,State Treasurer,,R,Kelly Mitchell,475,,350,0,125,
Adams,Berne B,State Treasurer,,D,John C. Agullera,90,,58,0,32,
Adams,Berne B,State Senate,,R,Travis Holdman,499,,36,0,135,
Adams,Berne B,State House,,R,Matthew S. Lehman,509,,372,0,137,
Adams,Berne C,U.S. Senate,,R,Mike Braun,458,,288,0,170,
Adams,Berne C,U.S. Senate,,D,Joe Donnelly,115,,65,0,50,
Adams,Berne C,U.S. Senate,,L,Lucy M. Brenton,13,,6,0,7,
Adams,Berne C,State Secretary,,,(r) Connie Lawson,492,,303,0,189,
Adams,Berne C,State Secretary,,D,Jim Harper,88,,49,0,39,
Adams,Berne C,State Secretary,,,Mark W. Rutherford,4,,4,0,0,
Adams,Berne C,State Secretary,,,Write-in,2,,2,0,0,
Adams,Berne C,State Auditor,,D,Joselyn Whitticker,93,,53,0,40,
Adams,Berne C,State Auditor,,L,John Schick,8,,5,0,3,
Adams,Berne C,State Treasurer,,R,Kelly Mitchell,496,,308,0,188,
Adams,Berne C,State Treasurer,,D,John C. Aguilera,86,,47,0,39,
Adams,Etem,State Senate,,,(r) Travis Holdman,512,,321,0,191,
Adams,Etem,State House,,,(r) Matthew S. Lehman,538,,338,0,200,
Adams,Blue Creek,U.S. Senate,,R,Mike Braun,152,,101,o,51,
Adams,Blue Creek,U.S. Senate,,D,Joe Donnelly,25,,13,o,12,
Adams,Blue Creek,U.S. Senate,,L,Lucy M. Brenton,1,,1,0,0,
Adams,Blue Creek,U.S. Senate,,,Write in,0,,0,0,o,
Adams,Blue Creek,State Secretary,,R,Connie Lawson,161,,107,0,54,
Adams,Blue Creek,State Auditor,,R,Tera Klutz,156,,102,o,54,
Adams,Blue Creek,State Auditor,,D,Joselyn Whitticker,16,,9,0,7,
Adams,Blue Creek,State Auditor,,L,John Schick,2,,2,0,0,
Adams,Blue Creek,State Treasurer,,R,Kelly Mitchell,157,,104,0,53,
Adams,Blue Reek,State House,,R,Matthew S. Lehman,167,,110,0,57,
Adams,Decatur 1,U.S. Senate,,R,Mike Braun,443,,234,0,209,
Adams,Decatur 1,U.S. Senate,,D,Joe Donnelly,311,,126,0,185,
Adams,Decatur 1,U.S. Senate,,,Write in,0,,0,0,0,
Adams,Decatur 1,State Secretary,,,(r) Connie Lawson,495,,250,0,245,
Adams,Decatur 1,State Secretary,,D,Jim Harper,251,,103,0,148,
Adams,Decatur 1,State Secretary,,L,Mark W. Rutherford,40,,23,0,17,
Adams,Decatur 1,State Secretary,,,Write in,0,,0,0,0,
Adams,Decatur 1,State Auditor,,R,Tera Klutz,473,,241,0,232,
Adams,Decatur 1,State Auditor,,,Joselyn Whitticker,273,,114,0,159,
Adams,Decatur 1,State Auditor,,L,John Schick,37,,19,0,18,
Adams,Decatur 1,State Treasurer,,R,Kelly Mitchell,503,,254,0,249,
Adams,Decatur 1,State Treasurer,,D,John C. Aguilera,273,,115,0,158,
Adams,Decatur 1,State Senate,,R,Travis Holdman,615,,313,0,302,
Adams,Decatur 2,U.S. Senate,,R,Mike Braun,425,,215,0,210,
Adams,Decatur 2,U.S. Senate,,D,Joe Donneu.y,325,,151,0,174,
Adams,Decatur 2,U.S. Senate,,L,Lucy M. Brenton,46,,30,0,16,
Adams,Decatur 2,U.S. Senate,,,Write in,1,,0,0,1,
Adams,Decatur 2,State Secretary,,R,Connie Lawson,476,,245,0,231,
Adams,Decatur 2,State Secretary,,,Jim Harper,269,,124,0,145,
Adams,Decatur 2,State Secretary,,L,Mark W. Rutherford,36,,22,0,14,
Adams,Decatur 2,State Secretary,,,Write in,0,,0,o,0,
Adams,Decatur 2,State Auditor,,,Klutz,445,,231,0,214,
Adams,Decatur 2,State Auditor,,D,Joselyn Whitticker,295,,137,0,158,
Adams,Decatur 2,State Auditor,,L,John Schick,34,,20,0,14,
Adams,Decatur 2,State Treasurer,,R,Kelly Mitchell,485,,247,0,238,
Adams,Decatur 2,State Treasurer,,D,John C. Aguilera,285,,137,0,148,
Adams,Decatur 3,State Secretary,,R,Connie Lawson,247,,143,0,104,
