county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Shelby,1st North,U.S. Senate,,R,Mike Braun,120,,66,0,54,
Shelby,1st North,U.S. Senate,,D,Joe Donnelly,73,,32,0,41,
Shelby,1st North,U.S. Senate,,L,Lucy M. Brenton,3,,1,0,2,
Shelby,1st North,U.S. Senate,,,Write in,0,,0,0,0,
Shelby,1st North,State Secretary,,R,Connie Lavvson,129,,68,0,61,
Shelby,1st North,State Secretary,,D,Jim Harper,60,,26,0,34,
Shelby,1st North,State Secretary,,L,Mark W. Rutherford,5,,2,0,3,
Shelby,1st North,State Secretary,,,Write in,0,,0,0,0,
Shelby,1st North,State Auditor,,R,Tera Klutz,128,,67,0,61,
Shelby,1st North,State Auditor,,D,Joselyn Vvhitticker,61,,27,0,34,
Shelby,1st North,State Auditor,,L,John Schick,5,,3,0,2,
Shelby,1st North,State Treasurer,,R,Kelly Mitchell,132,,69,0,63,
Shelby,1st North,State Treasurer,,D,John C. Aguilera,61,,26,0,35,
Shelby,1st North,U.S. House,,R,Greg Pence,129,,69,0,60,
Shelby,1st North,U.S. House,,D,Jeannine Lee Lake,66,,29,0,37,
Shelby,1st North,U.S. House,,L,Tom Ferkinhoff,2,,1,0,1,
Shelby,1st North,U.S. House,,,Write in,0,,0,0,0,
Shelby,1st North,State House,57,R,Sean R. Eberhad,150,,78,0,72,
Shelby,1st South,U.S. Senate,,R,Mike Braun,163,,112,0,51,
Shelby,1st South,U.S. Senate,,D,Joe Donnelly,85,,61,0,24,
Shelby,1st South,State Secretary,,L,Mark W. Rutherford,13,,12,0,1,
Shelby,1st South,State Secretary,,,Write in,0,,0,0,0,
Shelby,1st South,State Auditor,,R,Tera Klutz,179,,123,0,56,
Shelby,1st South,State Treasurer,,R,Kelly Mitchell,189,,133,0,56,
Shelby,1st South,State Treasurer,,D,John C. Aguilera,79,,59,0,20,
Shelby,1st South,U.S. House,6,R,Greg Pence,180,,127,0,53,
Shelby,1st South,U.S. House,6,D,Jeannine Lee Lake,81,,58,0,23,
Shelby,1st South,U.S. House,6,L,Tom Ferkinhoff,10,,9,0,1,
Shelby,1st South,U.S. House,6,,Write in,0,,0,0,0,
Shelby,1st South,State House,57,R,Sean R. Eberhart,215,,153,0,62,
Shelby,1st West,U.S. Senate,,R,Mike Braun,227,,150,0,77,
Shelby,1st West,U.S. Senate,,D,Joe Donnelly,150,,101,0,49,
Shelby,1st West,U.S. Senate,,L,Lucy M. Brenton,26,,22,0,4,
Shelby,1st West,U.S. Senate,,,Write in,0,,0,0,0,
Shelby,1st West,State Secretary,,R,Connie Lawson,263,,177,0,86,
Shelby,1st West,State Secretary,,D,Jim Harper,119,,77,0,42,
Shelby,1st West,State Secretary,,L,Mark W. Rutherford,16,,14,0,2,
Shelby,1st West,State Secretary,,,Write in,0,,0,0,0,
