county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Huntington,Jackson 1,U.S. Senate,,R,Mike Braun,343,,165,0,178,
Huntington,Jackson 1,U.S. Senate,,,Joe Donnelly,149,,67,0,82,
Huntington,Jackson 1,U.S. Senate,,L,Lucy M. Brenton,19,,9,0,10,
Huntington,Jackson 1,State Secretary,,R,Connie Lawson,367,,175,0,192,
Huntington,Jackson 1,State Secretary,,,Jim Harper,120,,55,0,55,
Huntington,Jackson 1,State Secretary,,,Write in,0,,0,0,0,
Huntington,Jackson 1,State Auditor,,R,Tera Klutz,366,,176,0,loo,
Huntington,Jackson 1,State Auditor,,R,Kelly Mitchell,379,,181,0,196,
Huntington,Jackson 1,State Senate,19,R,Travis Holtman,403,,196,0,207,
Huntington,Precinct Narhe: Jackson 2,U.S. Senate,,,Mike I3raun,422,,225,0,197,
Huntington,Precinct Narhe: Jackson 2,U.S. Senate,,,Joe Donnelly,148,,68,0,80,
Huntington,Precinct Narhe: Jackson 2,State Secretary,,R,Connie Lavvson,458,,235,0,223,
Huntington,Precinct Narhe: Jackson 2,State Secretary,,D,Jim Harper,108,,54,0,54,
Huntington,Precinct Narhe: Jackson 2,State Secretary,,L,Mark W. Rutherford,15,,10,0,5,
Huntington,Precinct Narhe: Jackson 2,State Secretary,,,Write in,0,,0,0,0,
Huntington,Precinct Narhe: Jackson 2,State Auditor,,R,Tera Klutz,452,,235,0,217,
Huntington,Precinct Narhe: Jackson 2,State Auditor,,D,Joselyn Whitticker,102,,48,0,54,
Huntington,Precinct Narhe: Jackson 2,State Auditor,,L,John Schick,22,,14,0,8,
Huntington,Jackson 2,State Treasurer,,R,Kelly Mitchell,463,,239,0,224,
Huntington,Jackson 2,State Treasurer,,,(d) John C Agvilera,116,,59,0,57,
Huntington,Jackson 2,U.S. House,3,R,Jim Banks,461,,239,0,222,
Huntington,Jackson 2,U.S. House,3,,Courtney Tritch,123,,61,0,62,
Huntington,Jackson 2,U.S. House,3,,Write in,1,,0,0,1,
Huntington,Jackson 2,State Senate,,R,Travis Holdman,494,,261,0,233,
Huntington,Jackson 2,State House,50,R,Daniel J. (dan) Leonard,475,,249,0,226,
Huntington,Jackson 2,State House,50,,Jorge Fernandez,108,,52,0,56,
Huntington,Jackson 2,State House,50,,Davin:glen Smith,503,,260,0,237,
Huntington,Jackson 3,U.S. Senate,,R,Mike Braun,243,,144,0,99,
Huntington,Jackson 3,U.S. Senate,,D,Joe Donnelly,150,,73,0,77,
Huntington,Jackson 3,U.S. Senate,,L,Lucy M. Brenton,12,,8,0,4,
Huntington,Jackson 3,U.S. Senate,,,Write in,1,,1,0,0,
Huntington,Jackson 3,State Treasurer,,R,Kelly Mitchell,267,,153,0.,104,
Huntington,Jackson 3,State Treasurer,,D,John C. Aguile(24,128,,60,0,68,
Huntington,Jackson 3,U.S. House,3,D,Courtney Witch,146,,75,0,71,
Huntington,Jackson 3,U.S. House,3,,Write in,0,,0,0,0,
Huntington,Jackson 4,U.S. Senate,,R,Mike Braun,220,,134,0,86,
Huntington,Jackson 4,U.S. Senate,,D,Joe Donnelly,117,,67,0,50,
Huntington,Jackson 4,U.S. Senate,,,Lucy M. Brenton,18,,7,0,11,
Huntington,Jackson 4,U.S. Senate,,,Write in,0,,0,'0,0,
Huntington,Jackson 4,State Auditor,,R,Tera Klutz,251,,150,0,101,
Huntington,Jackson 4,State Auditor,,D,Joselyn Whitticker,92,,53,0,39,
Huntington,Jackson 4,State Auditor,,,Schick,9,,5,0,4,
Huntington,Jackson 4,State Senate,19,,Travis 11oldman,284,,171,Q,113,
Huntington,Jackson 4,State House,50,R,Daniel .j. (dan) Leonard.,280,,152,0,108,
Huntington,Jackson 4,State House,50,D,Jorge .fernandez,91,,52,P,.39,
Huntington,Clear Creek 1,U.S. Senate,,R,Mike Braun,393,,199,0,194,
Huntington,Clear Creek 1,U.S. Senate,,D,Joe Donnelly,126,,52,0,74,
