county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee,federal
Noble,Washington 1,U.S. Senate,,R,Mike Braun,251,,170,0,81,
Noble,Washington 1,U.S. Senate,,D,Joe Donnelly,128,,72,0,56,
Noble,Washington 1,U.S. Senate,,L,Lucy M. Brenton,14,,10,0,4,
Noble,Washington 1,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Washington 1,State Secretary,,R,Connie Lawson,268,,180,0,88,
Noble,Washington 1,State Secretary,,D,Jim Harper,109,,58,0,51,
Noble,Washington 1,State Secretary,,L,Mark W. Rutherford,13,,11,0,2,
Noble,Washington 1,State Secretary,,,Write in,0,,0,0,0,
Noble,Washington 1,State Auditor,,R,Tera Klutz,268,,179,0,89,
Noble,Washington 1,State Auditor,,D,Joselyn Vvhitticker,103,,55,0,48,
Noble,Washington 1,State Auditor,,L,John Schick,16,,13,0,3,
Noble,Washington 1,State Treasurer,,R,Kelly Mitchell,276,,186,0,90,
Noble,Washington 1,State Treasurer,,D,John C. Aguilera,109,,60,0,49,
Noble,Washington 1,U.S. House,3,R,Jim Banks,274,,183,0,91,
Noble,Washington 1,U.S. House,3,,Write in,0,,0,0,0,
Noble,Washington 1,State House,82,R,David H. Abbott,279,,188,0,91,
Noble,Washington 1,State House,82,D,Mike Wilber,107,,60,0,47,
Noble,Sparta 2,U.S. Senate,,R,Mike Braun,474,,263,0,211,
Noble,Sparta 2,U.S. Senate,,D,Joe Donnelly,202,,91,0,111,
Noble,Sparta 2,U.S. Senate,,L,Lucy M. Brenton,21,,14,0,7,
Noble,Sparta 2,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Sparta 2,State Secretary,,R,Connie Lawson,515,,279,0,236,
Noble,Sparta 2,State Secretary,,D,Jim Harper,164,,76,0,88,
Noble,Sparta 2,State Secretary,,L,Mark W. Rutherford,16,,11,0,5,
Noble,Sparta 2,State Secretary,,,Write in,0,,0,0,0,
Noble,Sparta 2,State Auditor,,R,Tera Klutz,508,,273,0,235,
Noble,Sparta 2,State Auditor,,D,Joselyn Whitticker,167,,78,0,89,
Noble,Sparta 2,State Auditor,,L,John Schick,17,,13,0,4,
Noble,Sparta 2,State Treasurer,,R,Kelly Mitchell,523,,287,0,236,
Noble,Sparta 2,State Treasurer,,D,John C. Aguilera,167,,77,0,90,
Noble,Sparta 2,U.S. House,3,R,Jim Banks,511,,285,0,226,
Noble,Sparta 2,U.S. House,3,,Write in,0,,0,0,0,
Noble,Sparta 2,State House,82,R,David H. Abbott,521,,282,0,239,
Noble,Sparta 2,State House,82,D,Mike Wilber,173,,82,0,91,
Noble,Perry 3,U.S. Senate,,R,Mike Braun,272,,163,0,109,
Noble,Perry 3,U.S. Senate,,D,Joe Donnelly,85,,61,0,24,
Noble,Perry 3,U.S. Senate,,L,Lucy M. Brenton,16,,8,0,8,
Noble,Perry 3,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Perry 3,State Secretary,,R,Connie Lawson,286,,167,0,119,
Noble,Perry 3,State Secretary,,D,Jim Harper,76,,57,0,19,
Noble,Perry 3,State Secretary,,L,Mark W. Rutherford,8,,5,0,3,
Noble,Perry 3,State Secretary,,,Write in,0,,0,0,0,
Noble,Perry 3,State Auditor,,R,Tera Klutz,281,,164,0,117,
Noble,Perry 3,State Auditor,,D,Joselyn Whitticker,76,,55,0,21,
Noble,Perry 3,State Auditor,,L,John Schick,8,,5,0,3,
Noble,Perry 3,State Treasurer,,R,Kelly Mitchell,285,,165,0,120,
Noble,Perry 3,State Treasurer,,D,John C. Aguilera,81,,60,0,21,
Noble,Perry 3,U.S. House,3,R,Jim Banks,288,,169,0,119,
Noble,Perry 3,U.S. House,3,,Write in,0,,0,0,0,
Noble,Perry 3,State House,82,R,David H. Abbott,294,,173,0,121,
Noble,Perry 3,State House,82,D,Mike Wilber,76,,55,0,21,
Noble,Perry 4,U.S. Senate,,R,Mike Braun,71,,53,0,18,
Noble,Perry 4,U.S. Senate,,D,Joe Donnelly,62,,49,0,13,
Noble,Perry 4,U.S. Senate,,L,Lucy M. Brenton,11,,8,0,3,
Noble,Perry 4,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Perry 4,State Secretary,,R,Connie Lawson,76,,59,0,17,
Noble,Perry 4,State Secretary,,D,Jim Harper,63,,49,0,14,
Noble,Perry 4,State Secretary,,L,Mark W. Rutherford,4,,3,0,1,
Noble,Perry 4,State Secretary,,,Write in,1,,0,0,1,
Noble,Perry 4,State Auditor,,R,Tera Klutz,75,,58,0,17,
Noble,Perry 4,State Auditor,,D,Joselyn Whitticker,57,,42,0,15,
Noble,Perry 4,State Auditor,,L,John Schick,9,,8,0,1,
Noble,Perry 4,State Treasurer,,R,Kelly Mitchell,81,,62,0,19,
Noble,Perry 4,State Treasurer,,D,John C. Aguilera,61,,48,0,13,
Noble,Perry 4,U.S. House,3,R,Jim Banks,80,,62,0,18,
Noble,Perry 4,U.S. House,3,,Write in,0,,0,0,0,
Noble,Perry 4,State House,82,R,David H. Abbott,79,,61,0,18,
Noble,Perry 4,State House,82,D,Mike Wilber,62,,47,0,15,
Noble,Perry 5,U.S. Senate,,R,Mike Braun,68,,45,0,23,
Noble,Perry 5,U.S. Senate,,D,Joe Donnelly,46,,37,0,9,
Noble,Perry 5,U.S. Senate,,L,Lucy M. Brenton,11,,8,0,3,
Noble,Perry 5,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Perry 5,State Secretary,,R,Connie Lawson,83,,57,0,26,
Noble,Perry 5,State Secretary,,D,Jim Harper,37,,28,0,9,
Noble,Perry 5,State Secretary,,L,Mark W. Rutherford,6,,6,0,0,
Noble,Perry 5,State Secretary,,,Write in,0,,0,0,0,
Noble,Perry 5,State Auditor,,R,Tera Klutz,77,,52,0,25,
Noble,Perry 5,State Auditor,,D,Joselyn Whitticker,39,,29,0,10,
Noble,Perry 5,State Auditor,,L,John Schick,9,,9,0,0,
Noble,Perry 5,State Treasurer,,R,Kelly Mitchell,84,,56,0,28,
Noble,Perry 5,State Treasurer,,D,John C. Aguilera,41,,33,0,8,
Noble,Perry 5,U.S. House,3,R,Jim Banks,80,,55,0,25,
Noble,Perry 5,U.S. House,3,,Write in,0,,0,0,0,
Noble,Perry 5,State House,82,R,David H. Abbott,82,,54,0,28,
Noble,Perry 5,State House,82,D,Mike Wilber,45,,36,0,9,
Noble,Perry 6,U.S. Senate,,R,Mike Braun,191,,120,0,71,
Noble,Perry 6,U.S. Senate,,D,Joe Donnelly,138,,105,0,33,
Noble,Perry 6,U.S. Senate,,L,Lucy M. Brenton,21,,14,0,7,
Noble,Perry 6,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Perry 6,State Secretary,,R,Connie Lawson,218,,132,0,86,
Noble,Perry 6,State Secretary,,D,Jim Harper,122,,98,0,24,
Noble,Perry 6,State Secretary,,L,Mark W. Rutherford,11,,8,0,3,
Noble,Perry 6,State Secretary,,,Write in,0,,0,0,0,
Noble,Perry 6,State Auditor,,R,Tera Klutz,216,,133,0,83,
Noble,Perry 6,State Auditor,,D,Joselyn Whitticker,119,,93,0,26,
Noble,Perry 6,State Auditor,,L,John Schick,13,,8,0,5,
Noble,Perry 6,State Treasurer,,R,Kelly Mitchell,231,,140,0,91,
Noble,Perry 6,State Treasurer,,D,John C. Aguilera,117,,95,0,22,
Noble,Perry 6,U.S. House,3,R,Jim Banks,220,,134,0,86,
Noble,Perry 6,U.S. House,3,,Write in,0,,0,0,0,
Noble,Perry 6,State House,82,R,David H. Abbott,224,,137,0,87,
Noble,Perry 6,State House,82,D,Mike Wilber,127,,100,0,27,
Noble,Elkhart 7,U.S. Senate,,R,Mike Braun,301,,187,0,114,
Noble,Elkhart 7,U.S. Senate,,D,Joe Donnelly,103,,54,0,49,
Noble,Elkhart 7,U.S. Senate,,L,Lucy M. Brenton,13,,8,0,5,
Noble,Elkhart 7,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Elkhart 7,State Secretary,,R,Connie Lawson,327,,197,0,130,
Noble,Elkhart 7,State Secretary,,D,Jim Harper,80,,45,0,35,
Noble,Elkhart 7,State Secretary,,L,Mark W. Rutherford,6,,6,0,0,
Noble,Elkhart 7,State Secretary,,,Write in,0,,0,0,0,
Noble,Elkhart 7,State Auditor,,R,Tera Klutz,320,,197,0,123,
Noble,Elkhart 7,State Auditor,,D,Joselyn Whitticker,82,,44,0,38,
Noble,Elkhart 7,State Auditor,,L,John Schick,10,,7,0,3,
Noble,Elkhart 7,State Treasurer,,R,Kelly Mitchell,331,,203,0,128,
Noble,Elkhart 7,State Treasurer,,D,John C. Aguilera,81,,45,0,36,
Noble,Elkhart 7,U.S. House,3,R,Jim Banks,334,,203,0,131,
Noble,Elkhart 7,U.S. House,3,,Write in,0,,0,0,0,
Noble,Elkhart 7,State House,82,R,David H. Abbott,324,,199,0,125,
Noble,Elkhart 7,State House,82,D,Mike Wilber,88,,47,0,41,
Noble,York 8,U.S. Senate,,R,Mike Braun,405,,254,0,151,
Noble,York 8,U.S. Senate,,D,Joe Donnelly,150,,85,0,65,
Noble,York 8,U.S. Senate,,L,Lucy M. Brenton,32,,24,0,8,
Noble,York 8,U.S. Senate,,,Write in,0,,0,0,0,
Noble,York 8,State Secretary,,R,Connie Lawson,453,,292,0,161,
Noble,York 8,State Secretary,,D,Jim Harper,118,,62,0,56,
Noble,York 8,State Secretary,,L,Mark W. Rutherford,14,,10,0,4,
Noble,York 8,State Secretary,,,Write in,0,,0,0,0,
Noble,York 8,State Auditor,,R,Tera Klutz,437,,277,0,160,
Noble,York 8,State Auditor,,D,Joselyn Whitticker,113,,62,0,51,
Noble,York 8,State Auditor,,L,John Schick,27,,19,0,8,
Noble,York 8,State Treasurer,,R,Kelly Mitchell,472,,307,0,165,
Noble,York 8,State Treasurer,,D,John C. Aguilera,104,,53,0,51,
Noble,York 8,U.S. House,3,R,Jim Banks,459,,297,0,162,
Noble,York 8,U.S. House,3,,Write in,0,,0,0,0,
Noble,York 8,State House,82,R,David H. Abbott,457,,295,0,162,
Noble,York 8,State House,82,D,Mike Wilber,123,,65,0,58,
Noble,Noble 9,U.S. Senate,,R,Mike Braun,438,,300,0,138,
Noble,Noble 9,U.S. Senate,,D,Joe Donnelly,186,,112,0,74,
Noble,Noble 9,U.S. Senate,,L,Lucy M. Brenton,24,,18,0,6,
Noble,Noble 9,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Noble 9,State Secretary,,R,Connie Lawson,466,,317,0,149,
Noble,Noble 9,State Secretary,,D,Jim Harper,150,,86,0,64,
Noble,Noble 9,State Secretary,,L,Mark W. Rutherford,23,,20,0,3,
Noble,Noble 9,State Secretary,,,Write in,0,,0,0,0,
Noble,Noble 9,State Auditor,,R,Tera Klutz,460,,313,0,147,
Noble,Noble 9,State Auditor,,D,Joselyn Whitticker,156,,92,0,64,
Noble,Noble 9,State Auditor,,L,John Schick,18,,15,0,3,
Noble,Noble 9,State Treasurer,,R,Kelly Mitchell,478,,324,0,154,
Noble,Noble 9,State Treasurer,,D,John C. Aguilera,149,,89,0,60,
Noble,Noble 9,U.S. House,3,R,Jim Banks,477,,323,0,154,
Noble,Noble 9,U.S. House,3,,Write in,0,,0,0,0,
Noble,Noble 9,State House,82,R,David H. Abbott,471,,317,0,154,
Noble,Noble 9,State House,82,D,Mike Wilber,169,,107,0,62,
Noble,Green 10,U.S. Senate,,R,Mike Braun,611,,398,0,213,
Noble,Green 10,U.S. Senate,,D,Joe Donnelly,206,,107,0,99,
Noble,Green 10,U.S. Senate,,L,Lucy M. Brenton,12,,12,0,0,
Noble,Green 10,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Green 10,State Secretary,,R,Connie Lawson,621,,396,0,225,
Noble,Green 10,State Secretary,,D,Jim Harper,180,,100,0,80,
Noble,Green 10,State Secretary,,L,Mark W. Rutherford,17,,15,0,2,
Noble,Green 10,State Secretary,,,Write in,1,,0,0,1,
Noble,Green 10,State Auditor,,R,Tera Klutz,628,,392,0,236,
Noble,Green 10,State Auditor,,D,Joselyn Whitticker,168,,96,0,72,
Noble,Green 10,State Auditor,,L,John Schick,15,,13,0,2,
Noble,Green 10,State Treasurer,,R,Kelly Mitchell,629,,395,0,234,
Noble,Green 10,State Treasurer,,D,John C. Aguilera,181,,106,0,75,
Noble,Green 10,U.S. House,3,R,Jim Banks,640,,410,0,230,
Noble,Green 10,U.S. House,3,,Write in,0,,0,0,0,
Noble,Green 10,State House,82,R,David H. Abbott,619,,395,0,224,
Noble,Green 10,State House,82,D,Mike Wilber,197,,111,0,86,
Noble,Jefferson 11,U.S. Senate,,R,Mike Braun,416,,243,0,173,
Noble,Jefferson 11,U.S. Senate,,D,Joe Donnelly,184,,71,0,113,
Noble,Jefferson 11,U.S. Senate,,L,Lucy M. Brenton,18,,8,0,10,
Noble,Jefferson 11,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Jefferson 11,State Secretary,,R,Connie Lawson,464,,262,0,202,
Noble,Jefferson 11,State Secretary,,D,Jim Harper,138,,49,0,89,
Noble,Jefferson 11,State Secretary,,L,Mark W. Rutherford,15,,8,0,7,
Noble,Jefferson 11,State Secretary,,,Write in,0,,0,0,0,
Noble,Jefferson 11,State Auditor,,R,Tera Klutz,450,,252,0,198,
Noble,Jefferson 11,State Auditor,,D,Joselyn Whitticker,128,,46,0,82,
Noble,Jefferson 11,State Auditor,,L,John Schick,26,,13,0,13,
Noble,Jefferson 11,State Treasurer,,R,Kelly Mitchell,468,,260,0,208,
Noble,Jefferson 11,State Treasurer,,D,John C. Aguilera,132,,48,0,84,
Noble,Jefferson 11,U.S. House,3,R,Jim Banks,469,,262,0,207,
Noble,Jefferson 11,U.S. House,3,,Write in,0,,0,0,0,
Noble,Jefferson 11,State House,82,R,David H. Abbott,475,,262,0,213,
Noble,Jefferson 11,State House,82,D,Mike Wilber,138,,53,0,85,
Noble,Orange 12,U.S. Senate,,R,Mike Braun,276,,216,0,60,
Noble,Orange 12,U.S. Senate,,D,Joe Donnelly,126,,82,0,44,
Noble,Orange 12,U.S. Senate,,L,Lucy M. Brenton,18,,11,0,7,
Noble,Orange 12,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Orange 12,State Secretary,,R,Connie Lawson,297,,233,0,64,
Noble,Orange 12,State Secretary,,D,Jim Harper,105,,67,0,38,
Noble,Orange 12,State Secretary,,L,Mark W. Rutherford,17,,9,0,8,
Noble,Orange 12,State Secretary,,,Write in,0,,0,0,0,
Noble,Orange 12,State Auditor,,R,Tera Klutz,295,,226,0,69,
Noble,Orange 12,State Auditor,,D,Joselyn Whitticker,104,,68,0,36,
Noble,Orange 12,State Auditor,,L,John Schick,17,,11,0,6,
Noble,Orange 12,State Treasurer,,R,Kelly Mitchell,307,,236,0,71,
Noble,Orange 12,State Treasurer,,D,John C. Aguilera,113,,73,0,40,
Noble,Orange 12,U.S. House,3,R,Jim Banks,305,,234,0,71,
Noble,Orange 12,U.S. House,3,,Write in,0,,0,0,0,
Noble,Orange 12,State House,82,R,David H. Abbott,311,,238,0,73,
Noble,Orange 12,State House,82,D,Mike Wilber,110,,71,0,39,
Noble,Orange 13,U.S. Senate,,R,Mike Braun,478,,301,0,177,
Noble,Orange 13,U.S. Senate,,D,Joe Donnelly,203,,117,0,86,
Noble,Orange 13,U.S. Senate,,L,Lucy M. Brenton,22,,15,0,7,
Noble,Orange 13,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Orange 13,State Secretary,,R,Connie Lawson,526,,337,0,189,
Noble,Orange 13,State Secretary,,D,Jim Harper,156,,81,0,75,
Noble,Orange 13,State Secretary,,L,Mark W. Rutherford,16,,10,0,6,
Noble,Orange 13,State Secretary,,,Write in,0,,0,0,0,
Noble,Orange 13,State Auditor,,R,Tera Klutz,517,,326,0,191,
Noble,Orange 13,State Auditor,,D,Joselyn Whitticker,161,,87,0,74,
Noble,Orange 13,State Auditor,,L,John Schick,17,,11,0,6,
Noble,Orange 13,State Treasurer,,R,Kelly Mitchell,535,,338,0,197,
Noble,Orange 13,State Treasurer,,D,John C. Aguilera,160,,86,0,74,
Noble,Orange 13,U.S. House,3,R,Jim Banks,519,,332,0,187,
Noble,Orange 13,U.S. House,3,,Write in,0,,0,0,0,
Noble,Orange 13,State House,82,R,David H. Abbott,558,,351,0,207,
Noble,Orange 13,State House,82,D,Mike Wilber,142,,75,0,67,
Noble,Orange 14,U.S. Senate,,R,Mike Braun,121,,98,0,23,
Noble,Orange 14,U.S. Senate,,D,Joe Donnelly,50,,38,0,12,
Noble,Orange 14,U.S. Senate,,L,Lucy M. Brenton,8,,7,0,1,
Noble,Orange 14,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Orange 14,State Secretary,,R,Connie Lawson,131,,105,0,26,
Noble,Orange 14,State Secretary,,D,Jim Harper,42,,31,0,11,
Noble,Orange 14,State Secretary,,L,Mark W. Rutherford,6,,6,0,0,
Noble,Orange 14,State Secretary,,,Write in,0,,0,0,0,
Noble,Orange 14,State Auditor,,R,Tera Klutz,123,,99,0,24,
Noble,Orange 14,State Auditor,,D,Joselyn Whitticker,44,,32,0,12,
Noble,Orange 14,State Auditor,,L,John Schick,8,,8,0,0,
Noble,Orange 14,State Treasurer,,R,Kelly Mitchell,135,,109,0,26,
Noble,Orange 14,State Treasurer,,D,John C. Aguilera,41,,30,0,11,
Noble,Orange 14,U.S. House,3,R,Jim Banks,131,,107,0,24,
Noble,Orange 14,U.S. House,3,,Write in,0,,0,0,0,
Noble,Orange 14,State House,82,R,David H. Abbott,134,,108,0,26,
Noble,Orange 14,State House,82,D,Mike Wilber,43,,32,0,11,
Noble,Wayne 15,U.S. Senate,,R,Mike Braun,291,,199,0,92,
Noble,Wayne 15,U.S. Senate,,D,Joe Donnelly,103,,45,0,58,
Noble,Wayne 15,U.S. Senate,,L,Lucy M. Brenton,13,,9,0,4,
Noble,Wayne 15,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Wayne 15,State Secretary,,R,Connie Lawson,312,,204,0,108,
Noble,Wayne 15,State Secretary,,D,Jim Harper,78,,35,0,43,
Noble,Wayne 15,State Secretary,,L,Mark W. Rutherford,11,,9,0,2,
Noble,Wayne 15,State Secretary,,,Write in,0,,0,0,0,
Noble,Wayne 15,State Auditor,,R,Tera Klutz,304,,202,0,102,
Noble,Wayne 15,State Auditor,,D,Joselyn Whitticker,86,,36,0,50,
Noble,Wayne 15,State Auditor,,L,John Schick,9,,7,0,2,
Noble,Wayne 15,State Treasurer,,R,Kelly Mitchell,326,,214,0,112,
Noble,Wayne 15,State Treasurer,,D,John C. Aguilera,75,,33,0,42,
Noble,Wayne 15,U.S. House,3,R,Jim Banks,314,,207,0,107,
Noble,Wayne 15,U.S. House,3,,Write in,0,,0,0,0,
Noble,Wayne 15,State House,82,R,David H. Abbott,318,,210,0,108,
Noble,Wayne 15,State House,82,D,Mike Wilber,84,,38,0,46,
Noble,Wayne 16,U.S. Senate,,R,Mike Braun,616,,357,0,259,
Noble,Wayne 16,U.S. Senate,,D,Joe Donnelly,297,,154,0,143,
Noble,Wayne 16,U.S. Senate,,L,Lucy M. Brenton,35,,16,0,19,
Noble,Wayne 16,U.S. Senate,,,Write in,0,,0,0,0,
Noble,Wayne 16,State Secretary,,R,Connie Lawson,665,,369,0,296,
Noble,Wayne 16,State Secretary,,D,Jim Harper,251,,134,0,117,
Noble,Wayne 16,State Secretary,,L,Mark W. Rutherford,20,,13,0,7,
Noble,Wayne 16,State Secretary,,,Write in,0,,0,0,0,
Noble,Wayne 16,State Auditor,,R,Tera Klutz,653,,361,0,292,
Noble,Wayne 16,State Auditor,,D,Joselyn Whitticker,253,,135,0,118,
Noble,Wayne 16,State Auditor,,L,John Schick,21,,15,0,6,
Noble,Wayne 16,State Treasurer,,R,Kelly Mitchell,681,,382,0,299,
Noble,Wayne 16,State Treasurer,,D,John C. Aguilera,250,,130,0,120,
