candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Lucy M Brenton,U.S. Senate,,L,Tipton,Cicero 4,17,1,0,18
Write in,U.S. Senate,,,Tipton,Cicero 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Cicero 4,201,53,0,254
Jim Harper,Secretary of State,,D,Tipton,Cicero 4,75,29,0,104
Mark W. Rutherford,Secretary of State,,L,Tipton,Cicero 4,9,0,0,9
Write in,Secretary of State,,,Tipton,Cicero 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Cicero 4,199,51,0,250
Joselyn Whitticker,Auditor of State,,D,Tipton,Cicero 4,70,29,0,99
John Schick,Auditor of State,,L,Tipton,Cicero 4,13,2,0,15
Kelly Mitchell,Treasurer of State,,R,Tipton,Cicero 4,208,53,0,261
John C. Aguilera,Treasurer of State,,D,Tipton,Cicero 4,73,29,0,102
Susan W Brooks,U.S. House,5,R,Tipton,Cicero 4,211,52,0,263
Dee Thornton,U.S. House,5,D,Tipton,Cicero 4,73,34,0,107
James R Buck,State Senate,21,R,Tipton,Cicero 4,197,51,0,248
Christina Fivecoate,State Senate,21,D,Tipton,Cicero 4,87,34,0,121
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Cicero 4,203,57,0,260
Amie Neiling,State Representative,32,D,Tipton,Cicero 4,82,28,0,110
,Registered Voters,,,Tipton,Cicero 5,,,,839
,Ballots Cast,,,Tipton,Cicero 5,,,,395
Mike Braun,U.S. Senate,,R,Tipton,Cicero 5,234,70,0,304
Joe Donnelly,U.S. Senate,,D,Tipton,Cicero 5,129,44,0,173
Lucy M Brenton,U.S. Senate,,L,Tipton,Cicero 5,25,5,0,30
Write in,U.S. Senate,,,Tipton,Cicero 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Cicero 5,265,74,0,339
Jim Harper,Secretary of State,,D,Tipton,Cicero 5,97,35,0,132
Mark W. Rutherford,Secretary of State,,L,Tipton,Cicero 5,17,4,0,21
Write in,Secretary of State,,,Tipton,Cicero 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Cicero 5,253,71,0,324
Joselyn Whitticker,Auditor of State,,D,Tipton,Cicero 5,102,40,0,142
John Schick,Auditor of State,,L,Tipton,Cicero 5,16,2,0,18
Kelly Mitchell,Treasurer of State,,R,Tipton,Cicero 5,280,78,0,358
John C. Aguilera,Treasurer of State,,D,Tipton,Cicero 5,91,36,0,127
Susan W Brooks,U.S. House,5,R,Tipton,Cicero 5,292,76,0,368
Dee Thornton,U.S. House,5,D,Tipton,Cicero 5,93,41,0,134
James R Buck,State Senate,21,R,Tipton,Cicero 5,264,70,0,334
Christina Fivecoate,State Senate,21,D,Tipton,Cicero 5,115,45,0,160
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Cicero 5,277,74,0,351
Amie Neiling,State Representative,32,D,Tipton,Cicero 5,102,40,0,142
,Registered Voters,,,Tipton,Cicero 6,,,,520
,Ballots Cast,,,Tipton,Cicero 6,,,,265
Mike Braun,U.S. Senate,,R,Tipton,Cicero 6,175,33,0,208
Joe Donnelly,U.S. Senate,,D,Tipton,Cicero 6,65,25,0,90
Lucy M Brenton,U.S. Senate,,L,Tipton,Cicero 6,20,2,0,22
Write in,U.S. Senate,,,Tipton,Cicero 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Cicero 6,195,32,0,227
Jim Harper,Secretary of State,,D,Tipton,Cicero 6,53,24,0,77
Mark W. Rutherford,Secretary of State,,L,Tipton,Cicero 6,9,2,0,11
Write in,Secretary of State,,,Tipton,Cicero 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Cicero 6,195,33,0,228
Joselyn Whitticker,Auditor of State,,D,Tipton,Cicero 6,51,22,0,73
John Schick,Auditor of State,,L,Tipton,Cicero 6,10,3,0,13
Kelly Mitchell,Treasurer of State,,R,Tipton,Cicero 6,207,36,0,243
John C. Aguilera,Treasurer of State,,D,Tipton,Cicero 6,47,23,0,70
Susan W Brooks,U.S. House,5,R,Tipton,Cicero 6,205,37,0,242
Dee Thornton,U.S. House,5,D,Tipton,Cicero 6,53,23,0,76
James R Buck,State Senate,21,R,Tipton,Cicero 6,191,33,0,224
Christina Fivecoate,State Senate,21,D,Tipton,Cicero 6,62,28,0,90
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Cicero 6,201,36,0,237
Amie Neiling,State Representative,32,D,Tipton,Cicero 6,56,25,0,81
,Registered Voters,,,Tipton,Cicero 7,,,,878
,Ballots Cast,,,Tipton,Cicero 7,,,,388
Mike Braun,U.S. Senate,,R,Tipton,Cicero 7,275,115,0,390
Joe Donnelly,U.S. Senate,,D,Tipton,Cicero 7,83,55,0,138
Lucy M Brenton,U.S. Senate,,L,Tipton,Cicero 7,23,5,0,28
Write in,U.S. Senate,,,Tipton,Cicero 7,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Cicero 7,302,126,0,428
Jim Harper,Secretary of State,,D,Tipton,Cicero 7,58,43,0,101
Mark W. Rutherford,Secretary of State,,L,Tipton,Cicero 7,18,5,0,23
Write in,Secretary of State,,,Tipton,Cicero 7,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Cicero 7,300,125,0,425
Joselyn Whitticker,Auditor of State,,D,Tipton,Cicero 7,60,45,0,105
John Schick,Auditor of State,,L,Tipton,Cicero 7,13,4,0,17
Kelly Mitchell,Treasurer of State,,R,Tipton,Cicero 7,315,133,0,448
John C. Aguilera,Treasurer of State,,D,Tipton,Cicero 7,58,42,0,100
Susan W Brooks,U.S. House,5,R,Tipton,Cicero 7,323,130,0,453
Dee Thornton,U.S. House,5,D,Tipton,Cicero 7,56,46,0,102
James R Buck,State Senate,21,R,Tipton,Cicero 7,309,124,0,433
Christina Fivecoate,State Senate,21,D,Tipton,Cicero 7,65,49,0,114
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Cicero 7,315,131,0,446
Amie Neiling,State Representative,32,D,Tipton,Cicero 7,62,45,0,107
,Registered Voters,,,Tipton,Jefferson 1,,,,562
,Ballots Cast,,,Tipton,Jefferson 1,,,,250
Mike Braun,U.S. Senate,,R,Tipton,Jefferson 1,192,46,0,238
Joe Donnelly,U.S. Senate,,D,Tipton,Jefferson 1,45,22,0,67
Lucy M Brenton,U.S. Senate,,L,Tipton,Jefferson 1,12,0,0,12
Write in,U.S. Senate,,,Tipton,Jefferson 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Jefferson 1,211,49,0,260
Jim Harper,Secretary of State,,D,Tipton,Jefferson 1,34,19,0,53
Mark W. Rutherford,Secretary of State,,L,Tipton,Jefferson 1,3,0,0,3
Write in,Secretary of State,,,Tipton,Jefferson 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Jefferson 1,208,47,0,255
Joselyn Whitticker,Auditor of State,,D,Tipton,Jefferson 1,36,18,0,54
John Schick,Auditor of State,,L,Tipton,Jefferson 1,4,0,0,4
Kelly Mitchell,Treasurer of State,,R,Tipton,Jefferson 1,215,47,0,262
John C. Aguilera,Treasurer of State,,D,Tipton,Jefferson 1,32,19,0,51
Susan W Brooks,U.S. House,5,R,Tipton,Jefferson 1,209,50,0,259
Dee Thornton,U.S. House,5,D,Tipton,Jefferson 1,40,18,0,58
James R Buck,State Senate,21,R,Tipton,Jefferson 1,208,40,0,248
Christina Fivecoate,State Senate,21,D,Tipton,Jefferson 1,39,27,0,66
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Jefferson 1,211,45,0,256
Amie Neiling,State Representative,32,D,Tipton,Jefferson 1,38,20,0,58
,Registered Voters,,,Tipton,Jefferson 2,,,,445
,Ballots Cast,,,Tipton,Jefferson 2,,,,218
Mike Braun,U.S. Senate,,R,Tipton,Jefferson 2,133,10,0,143
Joe Donnelly,U.S. Senate,,D,Tipton,Jefferson 2,65,12,0,77
Lucy M Brenton,U.S. Senate,,L,Tipton,Jefferson 2,16,0,0,16
Write in,U.S. Senate,,,Tipton,Jefferson 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Jefferson 2,154,14,0,168
Jim Harper,Secretary of State,,D,Tipton,Jefferson 2,48,6,0,54
Mark W. Rutherford,Secretary of State,,L,Tipton,Jefferson 2,8,0,0,8
Write in,Secretary of State,,,Tipton,Jefferson 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Jefferson 2,148,14,0,162
Joselyn Whitticker,Auditor of State,,D,Tipton,Jefferson 2,53,7,0,60
John Schick,Auditor of State,,L,Tipton,Jefferson 2,10,0,0,10
Kelly Mitchell,Treasurer of State,,R,Tipton,Jefferson 2,161,15,0,176
John C. Aguilera,Treasurer of State,,D,Tipton,Jefferson 2,48,6,0,54
Susan W Brooks,U.S. House,5,R,Tipton,Jefferson 2,163,14,0,177
Dee Thornton,U.S. House,5,D,Tipton,Jefferson 2,49,7,0,56
James R Buck,State Senate,21,R,Tipton,Jefferson 2,153,14,0,167
Christina Fivecoate,State Senate,21,D,Tipton,Jefferson 2,58,8,0,66
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Jefferson 2,154,14,0,168
Amie Neiling,State Representative,32,D,Tipton,Jefferson 2,56,8,0,64
,Registered Voters,,,Tipton,Liberty 1,,,,889
,Ballots Cast,,,Tipton,Liberty 1,,,,348
Mike Braun,U.S. Senate,,R,Tipton,Liberty 1,244,97,0,341
Joe Donnelly,U.S. Senate,,D,Tipton,Liberty 1,87,43,0,130
Lucy M Brenton,U.S. Senate,,L,Tipton,Liberty 1,13,3,0,16
Write in,U.S. Senate,,,Tipton,Liberty 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Liberty 1,262,104,0,366
Jim Harper,Secretary of State,,D,Tipton,Liberty 1,74,36,0,110
Mark W. Rutherford,Secretary of State,,L,Tipton,Liberty 1,7,3,0,10
Write in,Secretary of State,,,Tipton,Liberty 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Liberty 1,262,102,0,364
Joselyn Whitticker,Auditor of State,,D,Tipton,Liberty 1,69,38,0,107
John Schick,Auditor of State,,L,Tipton,Liberty 1,9,3,0,12
Kelly Mitchell,Treasurer of State,,R,Tipton,Liberty 1,269,109,0,378
John C. Aguilera,Treasurer of State,,D,Tipton,Liberty 1,70,34,0,104
Susan W Brooks,U.S. House,5,R,Tipton,Liberty 1,273,107,0,380
Dee Thornton,U.S. House,5,D,Tipton,Liberty 1,70,35,0,105
James R Buck,State Senate,21,R,Tipton,Liberty 1,262,98,0,360
Christina Fivecoate,State Senate,21,D,Tipton,Liberty 1,82,45,0,127
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Liberty 1,267,103,0,370
Amie Neiling,State Representative,32,D,Tipton,Liberty 1,75,40,0,115
,Registered Voters,,,Tipton,Liberty 2,,,,863
,Ballots Cast,,,Tipton,Liberty 2,,,,394
Mike Braun,U.S. Senate,,R,Tipton,Liberty 2,296,88,0,384
Joe Donnelly,U.S. Senate,,D,Tipton,Liberty 2,77,37,0,114
Lucy M Brenton,U.S. Senate,,L,Tipton,Liberty 2,18,6,0,24
Write in,U.S. Senate,,,Tipton,Liberty 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Liberty 2,317,96,0,413
Jim Harper,Secretary of State,,D,Tipton,Liberty 2,62,31,0,93
Mark W. Rutherford,Secretary of State,,L,Tipton,Liberty 2,9,4,0,13
Write in,Secretary of State,,,Tipton,Liberty 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Liberty 2,304,94,0,398
Joselyn Whitticker,Auditor of State,,D,Tipton,Liberty 2,66,31,0,97
John Schick,Auditor of State,,L,Tipton,Liberty 2,13,4,0,17
Kelly Mitchell,Treasurer of State,,R,Tipton,Liberty 2,314,95,0,409
John C. Aguilera,Treasurer of State,,D,Tipton,Liberty 2,68,34,0,102
Susan W Brooks,U.S. House,5,R,Tipton,Liberty 2,327,95,0,422
Dee Thornton,U.S. House,5,D,Tipton,Liberty 2,63,36,0,99
James R Buck,State Senate,21,R,Tipton,Liberty 2,305,94,0,399
Christina Fivecoate,State Senate,21,D,Tipton,Liberty 2,81,36,0,117
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Liberty 2,317,93,0,410
Amie Neiling,State Representative,32,D,Tipton,Liberty 2,67,37,0,104
,Registered Voters,,,Tipton,Madison 1,,,,394
,Ballots Cast,,,Tipton,Madison 1,,,,179
Mike Braun,U.S. Senate,,R,Tipton,Madison 1,134,22,0,156
Joe Donnelly,U.S. Senate,,D,Tipton,Madison 1,37,13,0,50
Lucy M Brenton,U.S. Senate,,L,Tipton,Madison 1,4,1,0,5
Write in,U.S. Senate,,,Tipton,Madison 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Madison 1,134,27,0,161
Jim Harper,Secretary of State,,D,Tipton,Madison 1,33,9,0,42
Mark W. Rutherford,Secretary of State,,L,Tipton,Madison 1,8,0,0,8
Write in,Secretary of State,,,Tipton,Madison 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Madison 1,132,23,0,155
Joselyn Whitticker,Auditor of State,,D,Tipton,Madison 1,33,12,0,45
John Schick,Auditor of State,,L,Tipton,Madison 1,6,1,0,7
Kelly Mitchell,Treasurer of State,,R,Tipton,Madison 1,141,26,0,167
John C. Aguilera,Treasurer of State,,D,Tipton,Madison 1,32,10,0,42
Susan W Brooks,U.S. House,5,R,Tipton,Madison 1,141,28,0,169
Dee Thornton,U.S. House,5,D,Tipton,Madison 1,33,8,0,41
James R Buck,State Senate,21,R,Tipton,Madison 1,133,25,0,158
Christina Fivecoate,State Senate,21,D,Tipton,Madison 1,39,10,0,49
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Madison 1,133,23,0,156
Amie Neiling,State Representative,32,D,Tipton,Madison 1,37,12,0,49
,Registered Voters,,,Tipton,Madison 2,,,,529
,Ballots Cast,,,Tipton,Madison 2,,,,241
Mike Braun,U.S. Senate,,R,Tipton,Madison 2,158,38,0,196
Joe Donnelly,U.S. Senate,,D,Tipton,Madison 2,62,22,0,84
Lucy M Brenton,U.S. Senate,,L,Tipton,Madison 2,16,6,0,22
Write in,U.S. Senate,,,Tipton,Madison 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Madison 2,174,43,0,217
Jim Harper,Secretary of State,,D,Tipton,Madison 2,52,19,0,71
Mark W. Rutherford,Secretary of State,,L,Tipton,Madison 2,13,4,0,17
Write in,Secretary of State,,,Tipton,Madison 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Madison 2,174,42,0,216
Joselyn Whitticker,Auditor of State,,D,Tipton,Madison 2,51,21,0,72
John Schick,Auditor of State,,L,Tipton,Madison 2,14,3,0,17
Kelly Mitchell,Treasurer of State,,R,Tipton,Madison 2,186,46,0,232
John C. Aguilera,Treasurer of State,,D,Tipton,Madison 2,52,20,0,72
Susan W Brooks,U.S. House,5,R,Tipton,Madison 2,187,47,0,234
Dee Thornton,U.S. House,5,D,Tipton,Madison 2,52,19,0,71
James R Buck,State Senate,21,R,Tipton,Madison 2,176,43,0,219
Christina Fivecoate,State Senate,21,D,Tipton,Madison 2,61,21,0,82
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Madison 2,179,43,0,222
Amie Neiling,State Representative,32,D,Tipton,Madison 2,59,22,0,81
,Registered Voters,,,Tipton,Prairie,,,,824
,Ballots Cast,,,Tipton,Prairie,,,,417
Mike Braun,U.S. Senate,,R,Tipton,Prairie,289,82,0,371
Joe Donnelly,U.S. Senate,,D,Tipton,Prairie,103,26,0,129
Lucy M Brenton,U.S. Senate,,L,Tipton,Prairie,23,0,0,23
Write in,U.S. Senate,,,Tipton,Prairie,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Prairie,308,83,0,391
Jim Harper,Secretary of State,,D,Tipton,Prairie,84,23,0,107
Mark W. Rutherford,Secretary of State,,L,Tipton,Prairie,18,1,0,19
Write in,Secretary of State,,,Tipton,Prairie,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Prairie,306,83,0,389
Joselyn Whitticker,Auditor of State,,D,Tipton,Prairie,80,21,0,101
John Schick,Auditor of State,,L,Tipton,Prairie,18,1,0,19
Kelly Mitchell,Treasurer of State,,R,Tipton,Prairie,318,84,0,402
John C. Aguilera,Treasurer of State,,D,Tipton,Prairie,85,22,0,107
Susan W Brooks,U.S. House,5,R,Tipton,Prairie,325,88,0,413
Dee Thornton,U.S. House,5,D,Tipton,Prairie,85,18,0,103
James R Buck,State Senate,21,R,Tipton,Prairie,311,83,0,394
Christina Fivecoate,State Senate,21,D,Tipton,Prairie,95,24,0,119
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Prairie,314,82,0,396
Amie Neiling,State Representative,32,D,Tipton,Prairie,94,22,0,116
,Registered Voters,,,Tipton,Wildcat,,,,905
,Ballots Cast,,,Tipton,Wildcat,,,,318
Mike Braun,U.S. Senate,,R,Tipton,Wildcat,220,73,0,293
Joe Donnelly,U.S. Senate,,D,Tipton,Wildcat,79,37,0,116
Lucy M Brenton,U.S. Senate,,L,Tipton,Wildcat,12,3,0,15
Write in,U.S. Senate,,,Tipton,Wildcat,0,0,0,0
Connie Lawson,Secretary of State,,R,Tipton,Wildcat,248,74,0,322
Jim Harper,Secretary of State,,D,Tipton,Wildcat,55,40,0,95
Mark W. Rutherford,Secretary of State,,L,Tipton,Wildcat,8,1,0,9
Write in,Secretary of State,,,Tipton,Wildcat,0,0,0,0
Tera Klutz,Auditor of State,,R,Tipton,Wildcat,242,73,0,315
Joselyn Whitticker,Auditor of State,,D,Tipton,Wildcat,60,37,0,97
John Schick,Auditor of State,,L,Tipton,Wildcat,8,2,0,10
Kelly Mitchell,Treasurer of State,,R,Tipton,Wildcat,252,75,0,327
John C. Aguilera,Treasurer of State,,D,Tipton,Wildcat,60,37,0,97
Susan W Brooks,U.S. House,5,R,Tipton,Wildcat,252,80,0,332
Dee Thornton,U.S. House,5,D,Tipton,Wildcat,60,34,0,94
James R Buck,State Senate,21,R,Tipton,Wildcat,238,76,0,314
Christina Fivecoate,State Senate,21,D,Tipton,Wildcat,71,40,0,111
"Anthony J (""Tony"") Cook",State Representative,32,R,Tipton,Wildcat,246,73,0,319
Amie Neiling,State Representative,32,D,Tipton,Wildcat,65,42,0,107
