county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Boone,Center 1,Ballots Cast,,,,137,113,0,250
Boone,Center 1,Registered Voters,,,,,,,700
Boone,Center 1,U.S. Senate,,Mike Braun,REP,48,34,0,82
Boone,Center 1,U.S. Senate,,Luke Messer,REP,27,27,0,54
Boone,Center 1,U.S. Senate,,Todd Rokita,REP,41,26,0,67
Boone,Center 1,U.S. House,4,Jim Baird,REP,43,18,0,61
Boone,Center 1,U.S. House,4,Steve Braun,REP,30,35,0,65
Boone,Center 1,U.S. House,4,Kevin J. Grant,REP,5,2,0,7
Boone,Center 1,U.S. House,4,Diego Morales,REP,14,15,0,29
Boone,Center 1,U.S. House,4,James Nease,REP,6,3,0,9
Boone,Center 1,U.S. House,4,Tim Radice,REP,2,2,0,4
Boone,Center 1,U.S. House,4,Jared Guy Thomas,REP,10,10,0,20
Boone,Center 1,State Senate,23,Philip L. (Phil) Boots,REP,101,75,0,176
Boone,Center 1,State House,41,Tim Brown,REP,86,63,0,149
Boone,Center 1,U.S. Senate,,Joe Donnelly,DEM,12,16,0,28
Boone,Center 1,U.S. House,4,Tobi Beck,DEM,6,9,0,15
Boone,Center 1,U.S. House,4,Roger D. Day,DEM,1,3,0,4
Boone,Center 1,U.S. House,4,Roland Ellis,DEM,1,0,0,1
Boone,Center 1,U.S. House,4,Darin Patrick Griesey,DEM,1,1,0,2
Boone,Center 1,U.S. House,4,Joseph W. Mackey,DEM,1,1,0,2
Boone,Center 1,U.S. House,4,Veronikka M. Ziol,DEM,1,0,0,1
Boone,Center 1,State Senate,23,No Candidate Filed,DEM,0,0,0,0
Boone,Center 1,State House,41,Summer K. Ervin,DEM,10,11,0,21
Boone,Center 2,Ballots Cast,,,,124,55,0,179
Boone,Center 2,Registered Voters,,,,,,,929
Boone,Center 2,U.S. Senate,,Mike Braun,REP,42,16,0,58
Boone,Center 2,U.S. Senate,,Luke Messer,REP,17,8,0,25
Boone,Center 2,U.S. Senate,,Todd Rokita,REP,42,18,0,60
Boone,Center 2,U.S. House,4,Jim Baird,REP,47,13,0,60
Boone,Center 2,U.S. House,4,Steve Braun,REP,26,16,0,42
Boone,Center 2,U.S. House,4,Kevin J. Grant,REP,4,3,0,7
Boone,Center 2,U.S. House,4,Diego Morales,REP,8,3,0,11
Boone,Center 2,U.S. House,4,James Nease,REP,4,4,0,8
Boone,Center 2,U.S. House,4,Tim Radice,REP,2,0,0,2
Boone,Center 2,U.S. House,4,Jared Guy Thomas,REP,8,3,0,11
Boone,Center 2,State Senate,23,Philip L. (Phil) Boots,REP,92,37,0,129
Boone,Center 2,State House,41,Tim Brown,REP,78,36,0,114
Boone,Center 2,U.S. Senate,,Joe Donnelly,DEM,14,9,0,23
Boone,Center 2,U.S. House,4,Tobi Beck,DEM,7,3,0,10
Boone,Center 2,U.S. House,4,Roger D. Day,DEM,2,0,0,2
Boone,Center 2,U.S. House,4,Roland Ellis,DEM,0,1,0,1
Boone,Center 2,U.S. House,4,Darin Patrick Griesey,DEM,0,1,0,1
Boone,Center 2,U.S. House,4,Joseph W. Mackey,DEM,2,2,0,4
Boone,Center 2,U.S. House,4,Veronikka M. Ziol,DEM,3,1,0,4
Boone,Center 2,State Senate,23,No Candidate Filed,DEM,0,0,0,0
Boone,Center 2,State House,41,Summer K. Ervin,DEM,13,7,0,20
Boone,Center 3,Ballots Cast,,,,112,41,0,153
Boone,Center 3,Registered Voters,,,,,,,880
Boone,Center 3,U.S. Senate,,Mike Braun,REP,33,18,0,51
Boone,Center 3,U.S. Senate,,Luke Messer,REP,23,6,0,29
Boone,Center 3,U.S. Senate,,Todd Rokita,REP,22,11,0,33
Boone,Center 3,U.S. House,4,Jim Baird,REP,30,4,0,34
Boone,Center 3,U.S. House,4,Steve Braun,REP,23,15,0,38
Boone,Center 3,U.S. House,4,Kevin J. Grant,REP,4,4,0,8
Boone,Center 3,U.S. House,4,Diego Morales,REP,10,3,0,13
Boone,Center 3,U.S. House,4,James Nease,REP,2,2,0,4
Boone,Center 3,U.S. House,4,Tim Radice,REP,2,0,0,2
Boone,Center 3,U.S. House,4,Jared Guy Thomas,REP,6,5,0,11
Boone,Center 3,State Senate,23,Philip L. (Phil) Boots,REP,63,32,0,95
Boone,Center 3,State House,41,Tim Brown,REP,50,27,0,77
Boone,Center 3,U.S. Senate,,Joe Donnelly,DEM,26,4,0,30
Boone,Center 3,U.S. House,4,Tobi Beck,DEM,11,1,0,12
Boone,Center 3,U.S. House,4,Roger D. Day,DEM,4,0,0,4
Boone,Center 3,U.S. House,4,Roland Ellis,DEM,2,0,0,2
Boone,Center 3,U.S. House,4,Darin Patrick Griesey,DEM,3,0,0,3
Boone,Center 3,U.S. House,4,Joseph W. Mackey,DEM,3,0,0,3
Boone,Center 3,U.S. House,4,Veronikka M. Ziol,DEM,2,1,0,3
Boone,Center 3,State Senate,23,No Candidate Filed,DEM,0,0,0,0
Boone,Center 3,State House,41,Summer K. Ervin,DEM,24,3,0,27
Boone,Center 4,Ballots Cast,,,,87,55,0,142
Boone,Center 4,Registered Voters,,,,,,,680
Boone,Center 4,U.S. Senate,,Mike Braun,REP,36,19,0,55
Boone,Center 4,U.S. Senate,,Luke Messer,REP,16,10,0,26
Boone,Center 4,U.S. Senate,,Todd Rokita,REP,20,19,0,39
Boone,Center 4,U.S. House,4,Jim Baird,REP,29,17,0,46
Boone,Center 4,U.S. House,4,Steve Braun,REP,26,12,0,38
Boone,Center 4,U.S. House,4,Kevin J. Grant,REP,3,3,0,6
Boone,Center 4,U.S. House,4,Diego Morales,REP,6,7,0,13
Boone,Center 4,U.S. House,4,James Nease,REP,2,3,0,5
Boone,Center 4,U.S. House,4,Tim Radice,REP,0,1,0,1
Boone,Center 4,U.S. House,4,Jared Guy Thomas,REP,5,3,0,8
Boone,Center 4,State Senate,23,Philip L. (Phil) Boots,REP,61,42,0,103
Boone,Center 4,State House,41,Tim Brown,REP,52,32,0,84
Boone,Center 4,U.S. Senate,,Joe Donnelly,DEM,10,3,0,13
Boone,Center 4,U.S. House,4,Tobi Beck,DEM,3,1,0,4
Boone,Center 4,U.S. House,4,Roger D. Day,DEM,1,0,0,1
Boone,Center 4,U.S. House,4,Roland Ellis,DEM,0,0,0,0
Boone,Center 4,U.S. House,4,Darin Patrick Griesey,DEM,1,0,0,1
Boone,Center 4,U.S. House,4,Joseph W. Mackey,DEM,2,0,0,2
Boone,Center 4,U.S. House,4,Veronikka M. Ziol,DEM,1,2,0,3
Boone,Center 4,State Senate,23,No Candidate Filed,DEM,0,0,0,0
Boone,Center 4,State House,41,Summer K. Ervin,DEM,9,1,0,10
Boone,Center 5,Ballots Cast,,,,209,76,0,285
Boone,Center 5,Registered Voters,,,,,,,1014
Boone,Center 5,U.S. Senate,,Mike Braun,REP,76,32,0,108
Boone,Center 5,U.S. Senate,,Luke Messer,REP,48,13,0,61
Boone,Center 5,U.S. Senate,,Todd Rokita,REP,56,20,0,76
Boone,Center 5,U.S. House,4,Jim Baird,REP,72,26,0,98
Boone,Center 5,U.S. House,4,Steve Braun,REP,48,19,0,67
Boone,Center 5,U.S. House,4,Kevin J. Grant,REP,4,2,0,6
Boone,Center 5,U.S. House,4,Diego Morales,REP,14,9,0,23
Boone,Center 5,U.S. House,4,James Nease,REP,12,3,0,15
Boone,Center 5,U.S. House,4,Tim Radice,REP,4,0,0,4
Boone,Center 5,U.S. House,4,Jared Guy Thomas,REP,23,3,0,26
Boone,Center 5,State Senate,23,Philip L. (Phil) Boots,REP,153,55,0,208
Boone,Center 5,State House,41,Tim Brown,REP,144,46,0,190
Boone,Center 5,U.S. Senate,,Joe Donnelly,DEM,15,4,0,19
Boone,Center 5,U.S. House,4,Tobi Beck,DEM,3,0,0,3
Boone,Center 5,U.S. House,4,Roger D. Day,DEM,2,0,0,2
Boone,Center 5,U.S. House,4,Roland Ellis,DEM,1,0,0,1
Boone,Center 5,U.S. House,4,Darin Patrick Griesey,DEM,1,0,0,1
Boone,Center 5,U.S. House,4,Joseph W. Mackey,DEM,1,0,0,1
Boone,Center 5,U.S. House,4,Veronikka M. Ziol,DEM,5,3,0,8
Boone,Center 5,State Senate,23,No Candidate Filed,DEM,0,0,0,0
Boone,Center 5,State House,41,Summer K. Ervin,DEM,12,3,0,15
Boone,Center 6,Ballots Cast,,,,94,65,0,159
Boone,Center 6,Registered Voters,,,,,,,757
Boone,Center 6,U.S. Senate,,Mike Braun,REP,21,20,0,41
Boone,Center 6,U.S. Senate,,Luke Messer,REP,18,10,0,28
Boone,Center 6,U.S. Senate,,Todd Rokita,REP,31,22,0,53
Boone,Center 6,U.S. House,4,Jim Baird,REP,33,18,0,51
Boone,Center 6,U.S. House,4,Steve Braun,REP,19,17,0,36
Boone,Center 6,U.S. House,4,Kevin J. Grant,REP,2,1,0,3
Boone,Center 6,U.S. House,4,Diego Morales,REP,7,3,0,10
Boone,Center 6,U.S. House,4,James Nease,REP,4,3,0,7
Boone,Center 6,U.S. House,4,Tim Radice,REP,0,2,0,2
Boone,Center 6,U.S. House,4,Jared Guy Thomas,REP,5,6,0,11
Boone,Center 6,State Senate,23,Philip L. (Phil) Boots,REP,63,49,0,112
Boone,Center 6,State House,41,Tim Brown,REP,53,39,0,92
Boone,Center 6,U.S. Senate,,Joe Donnelly,DEM,14,7,0,21
Boone,Center 6,U.S. House,4,Tobi Beck,DEM,5,4,0,9
Boone,Center 6,U.S. House,4,Roger D. Day,DEM,2,1,0,3
Boone,Center 6,U.S. House,4,Roland Ellis,DEM,1,1,0,2
Boone,Center 6,U.S. House,4,Darin Patrick Griesey,DEM,0,1,0,1
Boone,Center 6,U.S. House,4,Joseph W. Mackey,DEM,2,1,0,3
Boone,Center 6,U.S. House,4,Veronikka M. Ziol,DEM,3,0,0,3
Boone,Center 6,State Senate,23,No Candidate Filed,DEM,0,0,0,0
Boone,Center 6,State House,41,Summer K. Ervin,DEM,12,4,0,16
Boone,Center 7,Ballots Cast,,,,131,90,0,221
Boone,Center 7,Registered Voters,,,,,,,833
Boone,Center 7,U.S. Senate,,Mike Braun,REP,39,28,0,67
Boone,Center 7,U.S. Senate,,Luke Messer,REP,29,12,0,41
Boone,Center 7,U.S. Senate,,Todd Rokita,REP,30,30,0,60
Boone,Center 7,U.S. House,4,Jim Baird,REP,35,18,0,53
Boone,Center 7,U.S. House,4,Steve Braun,REP,28,28,0,56
Boone,Center 7,U.S. House,4,Kevin J. Grant,REP,2,2,0,4
Boone,Center 7,U.S. House,4,Diego Morales,REP,13,5,0,18
Boone,Center 7,U.S. House,4,James Nease,REP,6,7,0,13
Boone,Center 7,U.S. House,4,Tim Radice,REP,3,2,0,5
Boone,Center 7,U.S. House,4,Jared Guy Thomas,REP,8,8,0,16
Boone,Center 7,State Senate,23,Philip L. (Phil) Boots,REP,90,59,0,149
Boone,Center 7,State House,41,Tim Brown,REP,76,46,0,122
Boone,Center 7,U.S. Senate,,Joe Donnelly,DEM,21,14,0,35
