candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 2,40,23,0,63
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 2,20,11,0,31
Jim Baird,U.S. House,4,R,Clinton,Precinct 2,41,22,0,63
Tobi Beck,U.S. House,4,D,Clinton,Precinct 2,19,12,0,31
Write in,U.S. House,4,,Clinton,Precinct 2,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 2,39,21,0,60
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 2,21,13,0,34
,Registered Voters,,,Clinton,Precinct 3,,,,284
,Ballots Cast,,,Clinton,Precinct 3,47,40,0,87
Mike Braun,U.S. Senate,,R,Clinton,Precinct 3,34,25,0,59
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 3,11,10,0,21
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 3,2,3,0,5
Write in,U.S. Senate,,,Clinton,Precinct 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 3,36,26,0,62
Jim Harper,Secretary of State,,D,Clinton,Precinct 3,8,10,0,18
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 3,2,1,0,3
Write in,Secretary of State,,,Clinton,Precinct 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 3,37,23,0,60
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 3,6,10,0,16
John Schick,Auditor of State,,L,Clinton,Precinct 3,3,4,0,7
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 3,38,26,0,64
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 3,8,11,0,19
Jim Baird,U.S. House,4,R,Clinton,Precinct 3,34,25,0,59
Tobi Beck,U.S. House,4,D,Clinton,Precinct 3,11,12,0,23
Write in,U.S. House,4,,Clinton,Precinct 3,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 3,35,24,0,59
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 3,11,12,0,23
,Registered Voters,,,Clinton,Precinct 4,,,,513
,Ballots Cast,,,Clinton,Precinct 4,117,67,0,184
Mike Braun,U.S. Senate,,R,Clinton,Precinct 4,65,42,0,107
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 4,43,20,0,63
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 4,6,3,0,9
Write in,U.S. Senate,,,Clinton,Precinct 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 4,67,43,0,110
Jim Harper,Secretary of State,,D,Clinton,Precinct 4,43,19,0,62
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 4,5,1,0,6
Write in,Secretary of State,,,Clinton,Precinct 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 4,70,39,0,109
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 4,43,21,0,64
John Schick,Auditor of State,,L,Clinton,Precinct 4,3,1,0,4
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 4,74,44,0,118
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 4,42,19,0,61
Jim Baird,U.S. House,4,R,Clinton,Precinct 4,74,41,0,115
Tobi Beck,U.S. House,4,D,Clinton,Precinct 4,41,22,0,63
Write in,U.S. House,4,,Clinton,Precinct 4,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 4,69,41,0,110
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 4,45,21,0,66
,Registered Voters,,,Clinton,Precinct 5,,,,325
,Ballots Cast,,,Clinton,Precinct 5,63,56,0,119
Mike Braun,U.S. Senate,,R,Clinton,Precinct 5,35,35,0,70
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 5,22,18,0,40
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 5,6,3,0,9
Write in,U.S. Senate,,,Clinton,Precinct 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 5,41,40,0,81
Jim Harper,Secretary of State,,D,Clinton,Precinct 5,17,12,0,29
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 5,3,4,0,7
Write in,Secretary of State,,,Clinton,Precinct 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 5,38,39,0,77
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 5,19,14,0,33
John Schick,Auditor of State,,L,Clinton,Precinct 5,3,2,0,5
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 5,44,41,0,85
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 5,18,14,0,32
Jim Baird,U.S. House,4,R,Clinton,Precinct 5,39,36,0,75
Tobi Beck,U.S. House,4,D,Clinton,Precinct 5,23,19,0,42
Write in,U.S. House,4,,Clinton,Precinct 5,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 5,37,35,0,72
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 5,24,20,0,44
,Registered Voters,,,Clinton,Precinct 6,,,,424
,Ballots Cast,,,Clinton,Precinct 6,72,53,0,125
Mike Braun,U.S. Senate,,R,Clinton,Precinct 6,40,31,0,71
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 6,28,18,0,46
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 6,3,3,0,6
Write in,U.S. Senate,,,Clinton,Precinct 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 6,44,34,0,78
Jim Harper,Secretary of State,,D,Clinton,Precinct 6,25,15,0,40
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 6,1,1,0,2
Write in,Secretary of State,,,Clinton,Precinct 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 6,43,33,0,76
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 6,23,16,0,39
John Schick,Auditor of State,,L,Clinton,Precinct 6,3,0,0,3
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 6,46,34,0,80
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 6,23,16,0,39
Jim Baird,U.S. House,4,R,Clinton,Precinct 6,45,34,0,79
Tobi Beck,U.S. House,4,D,Clinton,Precinct 6,25,19,0,44
Write in,U.S. House,4,,Clinton,Precinct 6,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 6,42,33,0,75
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 6,29,17,0,46
,Registered Voters,,,Clinton,Precinct 7,,,,336
,Ballots Cast,,,Clinton,Precinct 7,53,39,0,92
Mike Braun,U.S. Senate,,R,Clinton,Precinct 7,24,22,0,46
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 7,24,13,0,37
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 7,4,4,0,8
Write in,U.S. Senate,,,Clinton,Precinct 7,0,0,,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 7,28,27,0,55
Jim Harper,Secretary of State,,D,Clinton,Precinct 7,21,10,0,31
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 7,3,1,0,4
Write in,Secretary of State,,,Clinton,Precinct 7,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 7,25,26,0,51
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 7,22,10,0,32
John Schick,Auditor of State,,L,Clinton,Precinct 7,5,2,0,7
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 7,28,25,0,53
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 7,21,13,0,34
Jim Baird,U.S. House,4,R,Clinton,Precinct 7,27,26,0,53
Tobi Beck,U.S. House,4,D,Clinton,Precinct 7,24,13,0,37
Write in,U.S. House,4,,Clinton,Precinct 7,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 7,29,26,0,55
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 7,23,12,0,35
,Registered Voters,,,Clinton,Precinct 8,,,,398
,Ballots Cast,,,Clinton,Precinct 8,91,76,0,167
Mike Braun,U.S. Senate,,R,Clinton,Precinct 8,42,47,0,89
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 8,38,22,0,60
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 8,11,2,0,13
Write in,U.S. Senate,,,Clinton,Precinct 8,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 8,48,50,0,98
Jim Harper,Secretary of State,,D,Clinton,Precinct 8,38,17,0,55
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 8,3,3,0,6
Write in,Secretary of State,,,Clinton,Precinct 8,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 8,46,51,0,97
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 8,40,19,0,59
John Schick,Auditor of State,,L,Clinton,Precinct 8,3,1,0,4
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 8,47,55,0,102
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 8,42,17,0,59
Jim Baird,U.S. House,4,R,Clinton,Precinct 8,46,53,0,99
Tobi Beck,U.S. House,4,D,Clinton,Precinct 8,41,21,0,62
Write in,U.S. House,4,,Clinton,Precinct 8,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 8,50,52,0,102
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 8,41,21,0,62
,Registered Voters,,,Clinton,Precinct 9,,,,430
,Ballots Cast,,,Clinton,Precinct 9,74,46,0,120
Mike Braun,U.S. Senate,,R,Clinton,Precinct 9,31,22,0,53
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 9,37,21,0,58
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 9,4,0,0,4
Write in,U.S. Senate,,,Clinton,Precinct 9,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 9,41,23,0,64
Jim Harper,Secretary of State,,D,Clinton,Precinct 9,29,17,0,46
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 9,2,2,0,4
Write in,Secretary of State,,,Clinton,Precinct 9,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 9,39,24,0,63
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 9,31,17,0,48
John Schick,Auditor of State,,L,Clinton,Precinct 9,2,2,0,4
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 9,44,26,0,70
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 9,28,17,0,45
Jim Baird,U.S. House,4,R,Clinton,Precinct 9,88,24,0,62
Tobi Beck,U.S. House,4,D,Clinton,Precinct 9,32,19,0,51
Write in,U.S. House,4,,Clinton,Precinct 9,0,1,0,1
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 9,36,24,0,60
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 9,34,19,0,53
,Registered Voters,,,Clinton,Precinct 10,,,,159
,Ballots Cast,,,Clinton,Precinct 10,26,21,0,47
Mike Braun,U.S. Senate,,R,Clinton,Precinct 10,11,12,0,23
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 10,10,6,0,16
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 10,4,1,0,5
Write in,U.S. Senate,,,Clinton,Precinct 10,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 10,12,12,0,24
Jim Harper,Secretary of State,,D,Clinton,Precinct 10,11,7,0,18
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 10,1,1,0,2
Write in,Secretary of State,,,Clinton,Precinct 10,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 10,13,11,0,24
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 10,10,7,0,17
John Schick,Auditor of State,,L,Clinton,Precinct 10,1,2,0,3
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 10,13,13,0,26
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 10,11,7,0,18
Jim Baird,U.S. House,4,R,Clinton,Precinct 10,12,13,0,25
Tobi Beck,U.S. House,4,D,Clinton,Precinct 10,12,7,0,19
Write in,U.S. House,4,,Clinton,Precinct 10,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 10,12,14,0,26
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 10,12,7,0,19
,Registered Voters,,,Clinton,Precinct 11,,,,298
,Ballots Cast,,,Clinton,Precinct 11,59,49,0,108
Mike Braun,U.S. Senate,,R,Clinton,Precinct 11,34,28,0,62
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 11,20,18,0,38
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 11,5,3,0,8
Write in,U.S. Senate,,,Clinton,Precinct 11,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 11,31,31,0,62
Jim Harper,Secretary of State,,D,Clinton,Precinct 11,23,16,0,39
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 11,4,2,0,6
Write in,Secretary of State,,,Clinton,Precinct 11,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 11,31,29,0,60
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 11,21,19,0,40
John Schick,Auditor of State,,L,Clinton,Precinct 11,6,0,0,6
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 11,35,32,0,67
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 11,21,17,0,38
Jim Baird,U.S. House,4,R,Clinton,Precinct 11,36,31,0,67
Tobi Beck,U.S. House,4,D,Clinton,Precinct 11,22,18,0,40
Write in,U.S. House,4,,Clinton,Precinct 11,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 11,34,31,0,65
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 11,24,18,0,42
,Registered Voters,,,Clinton,Precinct 12,,,,516
,Ballots Cast,,,Clinton,Precinct 12,131,123,0,254
Mike Braun,U.S. Senate,,R,Clinton,Precinct 12,75,82,0,157
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 12,47,33,0,80
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 12,6,7,0,13
Write in,U.S. Senate,,,Clinton,Precinct 12,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 12,86,95,0,181
Jim Harper,Secretary of State,,D,Clinton,Precinct 12,41,23,0,64
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 12,3,3,0,6
Write in,Secretary of State,,,Clinton,Precinct 12,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 12,83,90,0,173
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 12,41,29,0,70
John Schick,Auditor of State,,L,Clinton,Precinct 12,6,1,0,7
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 12,91,93,0,184
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 12,39,27,0,66
Jim Baird,U.S. House,4,R,Clinton,Precinct 12,86,88,0,174
Tobi Beck,U.S. House,4,D,Clinton,Precinct 12,42,33,0,75
Write in,U.S. House,4,,Clinton,Precinct 12,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 12,83,92,0,175
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 12,45,27,0,72
,Registered Voters,,,Clinton,Precinct 13,,,,393
,Ballots Cast,,,Clinton,Precinct 13,85,122,0,207
Mike Braun,U.S. Senate,,R,Clinton,Precinct 13,39,78,0,117
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 13,37,31,0,68
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 13,6,8,0,14
Write in,U.S. Senate,,,Clinton,Precinct 13,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 13,54,91,0,145
Jim Harper,Secretary of State,,D,Clinton,Precinct 13,23,26,0,49
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 13,6,3,0,9
Write in,Secretary of State,,,Clinton,Precinct 13,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 13,53,89,0,142
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 13,27,28,0,55
John Schick,Auditor of State,,L,Clinton,Precinct 13,3,2,0,5
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 13,55,90,0,145
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 13,27,29,0,56
Jim Baird,U.S. House,4,R,Clinton,Precinct 13,51,89,0,140
Tobi Beck,U.S. House,4,D,Clinton,Precinct 13,30,29,0,59
Write in,U.S. House,4,,Clinton,Precinct 13,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 13,54,86,0,140
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 13,30,34,0,64
,Registered Voters,,,Clinton,Precinct 14,,,,531
,Ballots Cast,,,Clinton,Precinct 14,134,181,0,315
Mike Braun,U.S. Senate,,R,Clinton,Precinct 14,75,120,0,195
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 14,48,47,0,95
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 14,11,7,0,18
Write in,U.S. Senate,,,Clinton,Precinct 14,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 14,92,127,0,219
Jim Harper,Secretary of State,,D,Clinton,Precinct 14,37,37,0,74
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 14,2,6,0,8
Write in,Secretary of State,,,Clinton,Precinct 14,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 14,88,120,0,208
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 14,39,43,0,82
John Schick,Auditor of State,,L,Clinton,Precinct 14,2,3,0,5
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 14,96,127,0,223
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 14,35,40,0,75
Jim Baird,U.S. House,4,R,Clinton,Precinct 14,92,124,0,216
Tobi Beck,U.S. House,4,D,Clinton,Precinct 14,40,48,0,88
Write in,U.S. House,4,,Clinton,Precinct 14,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 14,91,131,0,222
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 14,43,45,0,88
,Registered Voters,,,Clinton,Precinct 15,,,,522
,Ballots Cast,,,Clinton,Precinct 15,148,127,0,275
Mike Braun,U.S. Senate,,R,Clinton,Precinct 15,98,72,0,170
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 15,39,47,0,86
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 15,10,7,0,17
Write in,U.S. Senate,,,Clinton,Precinct 15,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 15,108,83,0,191
Jim Harper,Secretary of State,,D,Clinton,Precinct 15,32,39,0,71
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 15,5,3,0,8
Write in,Secretary of State,,,Clinton,Precinct 15,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 15,106,83,0,189
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 15,32,38,0,70
John Schick,Auditor of State,,L,Clinton,Precinct 15,7,4,0,11
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 15,110,85,0,195
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 15,34,41,0,75
Jim Baird,U.S. House,4,R,Clinton,Precinct 15,107,80,0,187
Tobi Beck,U.S. House,4,D,Clinton,Precinct 15,38,44,0,82
Write in,U.S. House,4,,Clinton,Precinct 15,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 15,102,79,0,181
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 15,41,46,0,87
,Registered Voters,,,Clinton,Precinct 16,,,,351
,Ballots Cast,,,Clinton,Precinct 16,97,93,0,190
Mike Braun,U.S. Senate,,R,Clinton,Precinct 16,69,50,0,119
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 16,21,40,0,61
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 16,5,2,0,7
Write in,U.S. Senate,,,Clinton,Precinct 16,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 16,72,58,0,130
Jim Harper,Secretary of State,,D,Clinton,Precinct 16,21,30,0,51
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 16,1,1,0,2
Write in,Secretary of State,,,Clinton,Precinct 16,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 16,71,57,0,128
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 16,23,31,0,54
John Schick,Auditor of State,,L,Clinton,Precinct 16,1,2,0,3
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 16,71,59,0,130
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 16,23,28,0,51
Jim Baird,U.S. House,4,R,Clinton,Precinct 16,72,58,0,130
Tobi Beck,U.S. House,4,D,Clinton,Precinct 16,24,33,0,57
Write in,U.S. House,4,,Clinton,Precinct 16,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 16,68,53,0,121
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 16,24,37,0,61
,Registered Voters,,,Clinton,Precinct 17,,,,451
,Ballots Cast,,,Clinton,Precinct 17,124,63,0,187
Mike Braun,U.S. Senate,,R,Clinton,Precinct 17,66,37,0,103
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 17,49,21,0,70
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 17,9,2,0,11
Write in,U.S. Senate,,,Clinton,Precinct 17,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 17,75,40,0,115
Jim Harper,Secretary of State,,D,Clinton,Precinct 17,39,19,0,58
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 17,9,1,0,10
Write in,Secretary of State,,,Clinton,Precinct 17,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 17,74,42,0,116
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 17,41,15,0,56
John Schick,Auditor of State,,L,Clinton,Precinct 17,7,3,0,10
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 17,80,41,0,121
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 17,41,18,0,59
Jim Baird,U.S. House,4,R,Clinton,Precinct 17,76,39,0,115
Tobi Beck,U.S. House,4,D,Clinton,Precinct 17,47,20,0,67
Write in,U.S. House,4,,Clinton,Precinct 17,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 17,73,41,0,114
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 17,50,16,0,66
,Registered Voters,,,Clinton,Precinct 18,,,,615
,Ballots Cast,,,Clinton,Precinct 18,139,119,0,258
Mike Braun,U.S. Senate,,R,Clinton,Precinct 18,82,71,0,153
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 18,49,42,0,91
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 18,6,5,0,11
Write in,U.S. Senate,,,Clinton,Precinct 18,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 18,88,78,0,166
Jim Harper,Secretary of State,,D,Clinton,Precinct 18,43,35,0,78
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 18,4,4,0,8
Write in,Secretary of State,,,Clinton,Precinct 18,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 18,88,76,0,164
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 18,43,37,0,80
John Schick,Auditor of State,,L,Clinton,Precinct 18,4,4,0,8
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 18,89,79,0,168
John C. Aguilera,Treasurer of State,,D,Clinton,Precinct 18,47,37,0,84
Jim Baird,U.S. House,4,R,Clinton,Precinct 18,90,79,0,169
Tobi Beck,U.S. House,4,D,Clinton,Precinct 18,45,38,0,83
Write in,U.S. House,4,,Clinton,Precinct 18,0,0,0,0
Heath R Vannatter,State Representative,38,R,Clinton,Precinct 18,90,80,0,170
Thomas (Tom) Hedde,State Representative,38,D,Clinton,Precinct 18,46,39,0,85
,Registered Voters,,,Clinton,Precinct 19,,,,697
,Ballots Cast,,,Clinton,Precinct 19,170,110,0,280
Mike Braun,U.S. Senate,,R,Clinton,Precinct 19,95,66,0,161
Joe Donnelly,U.S. Senate,,D,Clinton,Precinct 19,57,35,0,92
Lucy M Brenton,U.S. Senate,,L,Clinton,Precinct 19,15,4,0,19
Write in,U.S. Senate,,,Clinton,Precinct 19,0,0,0,0
Connie Lawson,Secretary of State,,R,Clinton,Precinct 19,99,68,0,167
Jim Harper,Secretary of State,,D,Clinton,Precinct 19,53,34,0,87
Mark W. Rutherford,Secretary of State,,L,Clinton,Precinct 19,9,2,0,11
Write in,Secretary of State,,,Clinton,Precinct 19,0,0,0,0
Tera Klutz,Auditor of State,,R,Clinton,Precinct 19,97,70,0,167
Joselyn Whitticker,Auditor of State,,D,Clinton,Precinct 19,58,32,0,90
John Schick,Auditor of State,,L,Clinton,Precinct 19,5,2,0,7
Kelly Mitchell,Treasurer of State,,R,Clinton,Precinct 19,105,71,0,176
