county,precinct,office,district,party,candidate,election_day,absentee,early_voting,provisional,votes
Floyd,GREENVILLE 6,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,GREENVILLE 6,Secretary of State,,R,Connie Lawson,87,3,103,0,193
Floyd,GREENVILLE 6,Secretary of State,,D,Jim Harper,42,9,34,0,85
Floyd,GREENVILLE 6,Secretary of State,,L,Mark W. Rutherford,6,1,0,0,7
Floyd,GREENVILLE 6,Secretary of State,,,Write In,0,0,1,0,1
Floyd,GREENVILLE 6,Auditor of State,,R,Tera Klutz,87,3,102,0,192
Floyd,GREENVILLE 6,Auditor of State,,D,Joselyn Whitticker,38,10,36,0,84
Floyd,GREENVILLE 6,Auditor of State,,L,John Schick,9,0,0,0,9
Floyd,GREENVILLE 6,Treasurer of State,,R,Kelly Mitchell,95,3,102,0,200
Floyd,GREENVILLE 6,Treasurer of State,,D,John C. Aguilera,39,10,36,0,85
Floyd,GREENVILLE 6,U.S. House,9,R,Trey Hollingsworth,87,4,101,0,192
Floyd,GREENVILLE 6,U.S. House,9,D,Liz Watson,50,9,37,0,96
Floyd,GREENVILLE 6,U.S. House,9,,Write In,0,0,0,0,0
Floyd,GREENVILLE 6,State Senate,46,R,Ron Grooms,93,4,106,0,203
Floyd,GREENVILLE 6,State Senate,46,D,Anna Murray,43,9,32,0,84
Floyd,GREENVILLE 6,State Representative,70,R,Karen Engleman,88,3,102,0,193
Floyd,GREENVILLE 6,State Representative,70,D,Sarah Stivers,47,10,36,0,93
Floyd,LAFAYETTE 1,Registered Voters,,,,,,,,5700
Floyd,LAFAYETTE 1,Ballots Cast,,,,377,84,388,0,849
Floyd,LAFAYETTE 1,Straight Party,,R,,107,16,106,0,229
Floyd,LAFAYETTE 1,Straight Party,,D,,50,34,58,0,142
Floyd,LAFAYETTE 1,Straight Party,,L,,2,0,0,0,2
Floyd,LAFAYETTE 1,U.S. Senate,,R,Mike Braun,241,30,231,0,502
Floyd,LAFAYETTE 1,U.S. Senate,,D,Joe Donnelly,124,49,142,0,315
Floyd,LAFAYETTE 1,U.S. Senate,,L,Lucy M Brenton,10,0,7,0,17
Floyd,LAFAYETTE 1,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 1,Secretary of State,,R,Connie Lawson,253,31,234,0,518
Floyd,LAFAYETTE 1,Secretary of State,,D,Jim Harper,104,45,135,0,284
Floyd,LAFAYETTE 1,Secretary of State,,L,Mark W. Rutherford,8,4,1,0,13
Floyd,LAFAYETTE 1,Secretary of State,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 1,Auditor of State,,R,Tera Klutz,248,29,234,0,511
Floyd,LAFAYETTE 1,Auditor of State,,D,Joselyn Whitticker,102,46,134,0,282
Floyd,LAFAYETTE 1,Auditor of State,,L,John Schick,10,2,3,0,15
Floyd,LAFAYETTE 1,Treasurer of State,,R,Kelly Mitchell,255,32,241,0,528
Floyd,LAFAYETTE 1,Treasurer of State,,D,John C. Aguilera,103,46,127,0,276
Floyd,LAFAYETTE 1,U.S. House,9,R,Trey Hollingsworth,244,30,242,0,516
Floyd,LAFAYETTE 1,U.S. House,9,D,Liz Watson,128,50,141,0,319
Floyd,LAFAYETTE 1,U.S. House,9,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 1,State Senate,46,R,Ron Grooms,257,32,247,0,536
Floyd,LAFAYETTE 1,State Senate,46,D,Anna Murray,112,47,133,0,292
Floyd,LAFAYETTE 1,State Representative,72,R,Edward D (ED) Clere,252,33,239,0,524
Floyd,LAFAYETTE 1,State Representative,72,D,Sam Charbonne Au,119,46,144,0,309
Floyd,LAFAYETTE 2,Registered Voters,,,,,,,,2912
Floyd,LAFAYETTE 2,Ballots Cast,,,,221,41,212,0,474
Floyd,LAFAYETTE 2,Straight Party,,R,,66,8,65,0,139
Floyd,LAFAYETTE 2,Straight Party,,D,,29,17,32,0,78
Floyd,LAFAYETTE 2,Straight Party,,L,,0,0,2,0,2
Floyd,LAFAYETTE 2,U.S. Senate,,R,Mike Braun,134,18,124,0,276
Floyd,LAFAYETTE 2,U.S. Senate,,D,Joe Donnelly,74,22,77,0,173
Floyd,LAFAYETTE 2,U.S. Senate,,L,Lucy M Brenton,10,0,7,0,17
Floyd,LAFAYETTE 2,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 2,Secretary of State,,R,Connie Lawson,138,18,134,0,290
Floyd,LAFAYETTE 2,Secretary of State,,D,Jim Harper,63,22,68,0,153
Floyd,LAFAYETTE 2,Secretary of State,,L,Mark W. Rutherford,10,0,6,0,16
Floyd,LAFAYETTE 2,Secretary of State,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 2,Auditor of State,,R,Tera Klutz,138,18,127,0,283
Floyd,LAFAYETTE 2,Auditor of State,,D,Joselyn Whitticker,64,21,75,0,160
Floyd,LAFAYETTE 2,Auditor of State,,L,John Schick,8,1,4,0,13
Floyd,LAFAYETTE 2,Treasurer of State,,R,Kelly Mitchell,143,18,135,0,296
Floyd,LAFAYETTE 2,Treasurer of State,,D,John C. Aguilera,70,22,70,0,162
Floyd,LAFAYETTE 2,U.S. House,9,R,Trey Hollingsworth,138,18,127,0,283
Floyd,LAFAYETTE 2,U.S. House,9,D,Liz Watson,78,22,83,0,183
Floyd,LAFAYETTE 2,U.S. House,9,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 2,State Senate,46,R,Ron Grooms,141,20,134,0,295
Floyd,LAFAYETTE 2,State Senate,46,D,Anna Murray,77,19,77,0,173
Floyd,LAFAYETTE 2,State Representative,72,R,Edward D (ED) Clere,148,18,137,0,303
Floyd,LAFAYETTE 2,State Representative,72,D,Sam Charbonne Au,71,22,74,0,167
Floyd,LAFAYETTE 3,Registered Voters,,,,,,,,2620
Floyd,LAFAYETTE 3,Ballots Cast,,,,239,36,165,0,440
Floyd,LAFAYETTE 3,Straight Party,,R,,83,10,39,0,132
Floyd,LAFAYETTE 3,Straight Party,,D,,28,13,30,0,71
Floyd,LAFAYETTE 3,Straight Party,,L,,3,0,1,0,4
Floyd,LAFAYETTE 3,U.S. Senate,,R,Mike Braun,155,14,88,0,257
Floyd,LAFAYETTE 3,U.S. Senate,,D,Joe Donnelly,77,19,70,0,166
Floyd,LAFAYETTE 3,U.S. Senate,,L,Lucy M Brenton,6,3,6,0,15
Floyd,LAFAYETTE 3,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 3,Secretary of State,,R,Connie Lawson,159,14,95,0,268
Floyd,LAFAYETTE 3,Secretary of State,,D,Jim Harper,68,21,59,0,148
Floyd,LAFAYETTE 3,Secretary of State,,L,Mark W. Rutherford,8,0,6,0,14
Floyd,LAFAYETTE 3,Secretary of State,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 3,Auditor of State,,R,Tera Klutz,163,17,94,0,274
Floyd,LAFAYETTE 3,Auditor of State,,D,Joselyn Whitticker,62,17,64,0,143
Floyd,LAFAYETTE 3,Auditor of State,,L,John Schick,6,0,1,0,7
Floyd,LAFAYETTE 3,Treasurer of State,,R,Kelly Mitchell,167,15,95,0,277
Floyd,LAFAYETTE 3,Treasurer of State,,D,John C. Aguilera,63,19,65,0,147
Floyd,LAFAYETTE 3,U.S. House,9,R,Trey Hollingsworth,159,14,91,0,264
Floyd,LAFAYETTE 3,U.S. House,9,D,Liz Watson,75,22,71,0,168
Floyd,LAFAYETTE 3,U.S. House,9,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 3,State Senate,46,R,Ron Grooms,168,18,100,0,286
Floyd,LAFAYETTE 3,State Senate,46,D,Anna Murray,67,18,63,0,148
Floyd,LAFAYETTE 3,State Representative,72,R,Edward D (ED) Clere,161,14,106,0,281
Floyd,LAFAYETTE 3,State Representative,72,D,Sam Charbonne Au,75,22,58,0,155
Floyd,LAFAYETTE 4,Registered Voters,,,,,,,,3796
Floyd,LAFAYETTE 4,Ballots Cast,,,,367,47,214,0,628
Floyd,LAFAYETTE 4,Straight Party,,R,,111,10,66,0,187
Floyd,LAFAYETTE 4,Straight Party,,D,,77,16,40,0,133
Floyd,LAFAYETTE 4,Straight Party,,L,,2,0,0,0,2
Floyd,LAFAYETTE 4,U.S. Senate,,R,Mike Braun,210,19,128,0,357
Floyd,LAFAYETTE 4,U.S. Senate,,D,Joe Donnelly,136,25,81,0,242
Floyd,LAFAYETTE 4,U.S. Senate,,L,Lucy M Brenton,17,3,4,0,24
Floyd,LAFAYETTE 4,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 4,Secretary of State,,R,Connie Lawson,220,19,128,0,367
Floyd,LAFAYETTE 4,Secretary of State,,D,Jim Harper,124,23,75,0,222
Floyd,LAFAYETTE 4,Secretary of State,,L,Mark W. Rutherford,16,3,3,0,22
Floyd,LAFAYETTE 4,Secretary of State,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 4,Auditor of State,,R,Tera Klutz,221,22,127,0,370
Floyd,LAFAYETTE 4,Auditor of State,,D,Joselyn Whitticker,122,22,70,0,214
Floyd,LAFAYETTE 4,Auditor of State,,L,John Schick,12,1,7,0,20
Floyd,LAFAYETTE 4,Treasurer of State,,R,Kelly Mitchell,230,21,132,0,383
Floyd,LAFAYETTE 4,Treasurer of State,,D,John C. Aguilera,126,24,71,0,221
Floyd,LAFAYETTE 4,U.S. House,9,R,Trey Hollingsworth,218,20,129,0,367
Floyd,LAFAYETTE 4,U.S. House,9,D,Liz Watson,143,26,83,0,252
Floyd,LAFAYETTE 4,U.S. House,9,,Write In,1,0,0,0,1
Floyd,LAFAYETTE 4,State Senate,46,R,Ron Grooms,233,23,136,0,392
Floyd,LAFAYETTE 4,State Senate,46,D,Anna Murray,127,23,75,0,225
Floyd,LAFAYETTE 4,State Representative,72,R,Edward D (ED) Clere,227,22,131,0,380
Floyd,LAFAYETTE 4,State Representative,72,D,Sam Charbonne Au,135,24,81,0,240
Floyd,LAFAYETTE 5,Registered Voters,,,,,,,,5348
Floyd,LAFAYETTE 5,Ballots Cast,,,,505,37,339,0,881
Floyd,LAFAYETTE 5,Straight Party,,R,,170,2,98,0,270
Floyd,LAFAYETTE 5,Straight Party,,D,,97,12,61,0,170
Floyd,LAFAYETTE 5,Straight Party,,L,,0,0,0,0,0
Floyd,LAFAYETTE 5,U.S. Senate,,R,Mike Braun,289,7,193,0,489
Floyd,LAFAYETTE 5,U.S. Senate,,D,Joe Donnelly,195,25,139,0,359
Floyd,LAFAYETTE 5,U.S. Senate,,L,Lucy M Brenton,17,3,4,0,24
Floyd,LAFAYETTE 5,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 5,Secretary of State,,R,Connie Lawson,309,9,198,0,516
Floyd,LAFAYETTE 5,Secretary of State,,D,Jim Harper,170,24,130,0,324
Floyd,LAFAYETTE 5,Secretary of State,,L,Mark W. Rutherford,16,2,6,0,24
Floyd,LAFAYETTE 5,Secretary of State,,,Write In,0,0,1,0,1
Floyd,LAFAYETTE 5,Auditor of State,,R,Tera Klutz,307,9,197,0,513
Floyd,LAFAYETTE 5,Auditor of State,,D,Joselyn Whitticker,167,24,129,0,320
Floyd,LAFAYETTE 5,Auditor of State,,L,John Schick,20,2,4,0,26
Floyd,LAFAYETTE 5,Treasurer of State,,R,Kelly Mitchell,314,9,202,0,525
Floyd,LAFAYETTE 5,Treasurer of State,,D,John C. Aguilera,172,26,127,0,325
Floyd,LAFAYETTE 5,U.S. House,9,R,Trey Hollingsworth,309,8,203,0,520
Floyd,LAFAYETTE 5,U.S. House,9,D,Liz Watson,194,27,134,0,355
Floyd,LAFAYETTE 5,U.S. House,9,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 5,State Senate,46,R,Ron Grooms,320,8,208,0,536
Floyd,LAFAYETTE 5,State Senate,46,D,Anna Murray,179,27,128,0,334
Floyd,LAFAYETTE 5,State Representative,72,R,Edward D (ED) Clere,307,9,194,0,510
Floyd,LAFAYETTE 5,State Representative,72,D,Sam Charbonne Au,193,26,139,0,358
Floyd,LAFAYETTE 6,Registered Voters,,,,,,,,3136
Floyd,LAFAYETTE 6,Ballots Cast,,,,320,25,171,0,516
Floyd,LAFAYETTE 6,Straight Party,,R,,99,3,42,0,144
Floyd,LAFAYETTE 6,Straight Party,,D,,50,8,27,0,85
Floyd,LAFAYETTE 6,Straight Party,,L,,4,0,0,0,4
Floyd,LAFAYETTE 6,U.S. Senate,,R,Mike Braun,190,9,81,0,280
Floyd,LAFAYETTE 6,U.S. Senate,,D,Joe Donnelly,118,15,87,0,220
Floyd,LAFAYETTE 6,U.S. Senate,,L,Lucy M Brenton,10,1,3,0,14
Floyd,LAFAYETTE 6,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 6,Secretary of State,,R,Connie Lawson,193,8,85,0,286
Floyd,LAFAYETTE 6,Secretary of State,,D,Jim Harper,102,15,77,0,194
Floyd,LAFAYETTE 6,Secretary of State,,L,Mark W. Rutherford,12,2,5,0,19
Floyd,LAFAYETTE 6,Secretary of State,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 6,Auditor of State,,R,Tera Klutz,195,7,82,0,284
Floyd,LAFAYETTE 6,Auditor of State,,D,Joselyn Whitticker,100,17,79,0,196
Floyd,LAFAYETTE 6,Auditor of State,,L,John Schick,12,1,5,0,18
Floyd,LAFAYETTE 6,Treasurer of State,,R,Kelly Mitchell,207,7,88,0,302
Floyd,LAFAYETTE 6,Treasurer of State,,D,John C. Aguilera,99,16,79,0,194
Floyd,LAFAYETTE 6,U.S. House,9,R,Trey Hollingsworth,198,11,85,0,294
Floyd,LAFAYETTE 6,U.S. House,9,D,Liz Watson,116,14,84,0,214
Floyd,LAFAYETTE 6,U.S. House,9,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 6,State Senate,46,R,Ron Grooms,208,13,94,0,315
Floyd,LAFAYETTE 6,State Senate,46,D,Anna Murray,111,12,76,0,199
Floyd,LAFAYETTE 6,State Representative,72,R,Edward D (ED) Clere,203,9,88,0,300
Floyd,LAFAYETTE 6,State Representative,72,D,Sam Charbonne Au,112,15,83,0,210
Floyd,LAFAYETTE 7,Registered Voters,,,,,,,,2960
Floyd,LAFAYETTE 7,Ballots Cast,,,,319,39,203,1,562
Floyd,LAFAYETTE 7,Straight Party,,R,,77,7,58,1,143
Floyd,LAFAYETTE 7,Straight Party,,D,,30,11,31,0,72
Floyd,LAFAYETTE 7,Straight Party,,L,,2,0,0,0,2
Floyd,LAFAYETTE 7,U.S. Senate,,R,Mike Braun,149,12,112,0,273
Floyd,LAFAYETTE 7,U.S. Senate,,D,Joe Donnelly,55,25,82,0,162
Floyd,LAFAYETTE 7,U.S. Senate,,L,Lucy M Brenton,7,2,4,0,13
Floyd,LAFAYETTE 7,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 7,Secretary of State,,R,Connie Lawson,156,14,114,1,285
Floyd,LAFAYETTE 7,Secretary of State,,D,Jim Harper,50,24,74,0,148
Floyd,LAFAYETTE 7,Secretary of State,,L,Mark W. Rutherford,3,1,4,0,8
Floyd,LAFAYETTE 7,Secretary of State,,,Write In,1,0,0,0,1
Floyd,LAFAYETTE 7,Auditor of State,,R,Tera Klutz,148,12,110,1,271
Floyd,LAFAYETTE 7,Auditor of State,,D,Joselyn Whitticker,52,24,77,0,153
Floyd,LAFAYETTE 7,Auditor of State,,L,John Schick,5,1,2,0,8
Floyd,LAFAYETTE 7,Treasurer of State,,R,Kelly Mitchell,154,14,114,1,283
Floyd,LAFAYETTE 7,Treasurer of State,,D,John C. Aguilera,52,21,75,0,148
Floyd,LAFAYETTE 7,U.S. House,9,R,Trey Hollingsworth,151,15,116,1,283
Floyd,LAFAYETTE 7,U.S. House,9,D,Liz Watson,59,24,81,0,164
Floyd,LAFAYETTE 7,U.S. House,9,,Write In,0,0,0,0,0
Floyd,LAFAYETTE 7,State Senate,46,R,Ron Grooms,155,19,123,1,298
Floyd,LAFAYETTE 7,State Senate,46,D,Anna Murray,55,18,75,0,148
Floyd,LAFAYETTE 7,State Representative,72,R,Edward D (ED) Clere,147,18,125,1,291
Floyd,LAFAYETTE 7,State Representative,72,D,Sam Charbonne Au,64,21,74,0,159
Floyd,NEW ALBANY 01,Registered Voters,,,,,,,,5168
Floyd,NEW ALBANY 01,Ballots Cast,,,,363,70,134,1,568
Floyd,NEW ALBANY 01,Straight Party,,R,,108,7,29,0,144
Floyd,NEW ALBANY 01,Straight Party,,D,,118,41,43,1,203
Floyd,NEW ALBANY 01,Straight Party,,L,,2,0,2,0,4
Floyd,NEW ALBANY 01,U.S. Senate,,R,Mike Braun,164,10,48,0,222
Floyd,NEW ALBANY 01,U.S. Senate,,D,Joe Donnelly,176,53,74,1,304
Floyd,NEW ALBANY 01,U.S. Senate,,L,Lucy M Brenton,17,7,9,0,33
Floyd,NEW ALBANY 01,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 01,Secretary of State,,R,Connie Lawson,171,9,53,0,233
Floyd,NEW ALBANY 01,Secretary of State,,D,Jim Harper,167,46,72,0,285
Floyd,NEW ALBANY 01,Secretary of State,,L,Mark W. Rutherford,15,3,4,0,22
Floyd,NEW ALBANY 01,Secretary of State,,,Write In,0,0,1,0,1
Floyd,NEW ALBANY 01,Auditor of State,,R,Tera Klutz,169,9,51,0,229
Floyd,NEW ALBANY 01,Auditor of State,,D,Joselyn Whitticker,169,48,74,0,291
Floyd,NEW ALBANY 01,Auditor of State,,L,John Schick,12,1,5,0,18
Floyd,NEW ALBANY 01,Treasurer of State,,R,Kelly Mitchell,178,14,51,0,243
Floyd,NEW ALBANY 01,Treasurer of State,,D,John C. Aguilera,172,44,78,0,294
Floyd,NEW ALBANY 01,U.S. House,9,R,Trey Hollingsworth,171,11,54,0,236
Floyd,NEW ALBANY 01,U.S. House,9,D,Liz Watson,185,59,79,1,324
Floyd,NEW ALBANY 01,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 01,State Senate,46,R,Ron Grooms,179,10,52,0,241
Floyd,NEW ALBANY 01,State Senate,46,D,Anna Murray,175,48,79,0,302
Floyd,NEW ALBANY 01,State Representative,72,R,Edward D (ED) Clere,168,10,58,0,236
Floyd,NEW ALBANY 01,State Representative,72,D,Sam Charbonne Au,185,48,74,0,307
Floyd,NEW ALBANY 03,Registered Voters,,,,,,,,3960
Floyd,NEW ALBANY 03,Ballots Cast,,,,255,23,151,0,429
Floyd,NEW ALBANY 03,Straight Party,,R,,42,4,23,0,69
Floyd,NEW ALBANY 03,Straight Party,,D,,93,13,56,0,162
Floyd,NEW ALBANY 03,Straight Party,,L,,5,2,1,0,8
Floyd,NEW ALBANY 03,U.S. Senate,,R,Mike Braun,75,5,42,0,122
Floyd,NEW ALBANY 03,U.S. Senate,,D,Joe Donnelly,156,14,104,0,274
Floyd,NEW ALBANY 03,U.S. Senate,,L,Lucy M Brenton,20,2,4,0,26
Floyd,NEW ALBANY 03,U.S. Senate,,,Write In,1,1,0,0,2
Floyd,NEW ALBANY 03,Secretary of State,,R,Connie Lawson,80,5,41,1,127
Floyd,NEW ALBANY 03,Secretary of State,,D,Jim Harper,152,15,104,0,271
Floyd,NEW ALBANY 03,Secretary of State,,L,Mark W. Rutherford,16,2,3,0,21
Floyd,NEW ALBANY 03,Secretary of State,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 03,Auditor of State,,R,Tera Klutz,86,5,45,0,136
Floyd,NEW ALBANY 03,Auditor of State,,D,Joselyn Whitticker,143,15,99,0,257
Floyd,NEW ALBANY 03,Auditor of State,,L,John Schick,17,2,3,0,22
Floyd,NEW ALBANY 03,Treasurer of State,,R,Kelly Mitchell,93,6,43,0,142
Floyd,NEW ALBANY 03,Treasurer of State,,D,John C. Aguilera,152,16,103,0,271
Floyd,NEW ALBANY 03,U.S. House,9,R,Trey Hollingsworth,81,7,43,0,131
Floyd,NEW ALBANY 03,U.S. House,9,D,Liz Watson,171,14,107,0,292
Floyd,NEW ALBANY 03,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 03,State Senate,46,R,Ron Grooms,91,7,46,0,144
Floyd,NEW ALBANY 03,State Senate,46,D,Anna Murray,160,15,102,0,277
Floyd,NEW ALBANY 03,State Representative,72,R,Edward D (ED) Clere,101,9,51,0,161
Floyd,NEW ALBANY 03,State Representative,72,D,Sam Charbonne Au,151,13,98,0,262
Floyd,NEW ALBANY 05,Registered Voters,,,,,,,,4916
Floyd,NEW ALBANY 05,Ballots Cast,,,,295,27,195,0,517
Floyd,NEW ALBANY 05,Straight Party,,R,,51,4,20,0,75
Floyd,NEW ALBANY 05,Straight Party,,D,,116,13,76,0,205
Floyd,NEW ALBANY 05,Straight Party,,L,,0,1,3,0,4
Floyd,NEW ALBANY 05,U.S. Senate,,R,Mike Braun,90,8,50,0,148
Floyd,NEW ALBANY 05,U.S. Senate,,D,Joe Donnelly,180,18,131,0,329
Floyd,NEW ALBANY 05,U.S. Senate,,L,Lucy M Brenton,17,1,12,0,30
Floyd,NEW ALBANY 05,U.S. Senate,,,Write In,1,0,1,0,2
Floyd,NEW ALBANY 05,Secretary of State,,R,Connie Lawson,99,8,54,0,161
Floyd,NEW ALBANY 05,Secretary of State,,D,Jim Harper,175,16,122,0,313
Floyd,NEW ALBANY 05,Secretary of State,,L,Mark W. Rutherford,15,3,13,0,31
Floyd,NEW ALBANY 05,Secretary of State,,,Write In,0,0,1,0,1
Floyd,NEW ALBANY 05,Auditor of State,,R,Tera Klutz,95,10,55,0,160
Floyd,NEW ALBANY 05,Auditor of State,,D,Joselyn Whitticker,178,17,122,0,317
Floyd,NEW ALBANY 05,Auditor of State,,L,John Schick,14,0,13,0,27
Floyd,NEW ALBANY 05,Treasurer of State,,R,Kelly Mitchell,103,10,59,0,172
Floyd,NEW ALBANY 05,Treasurer of State,,D,John C. Aguilera,182,17,131,0,330
Floyd,NEW ALBANY 05,U.S. House,9,R,Trey Hollingsworth,90,10,51,0,151
Floyd,NEW ALBANY 05,U.S. House,9,D,Liz Watson,203,17,141,0,361
Floyd,NEW ALBANY 05,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 05,State Senate,46,R,Ron Grooms,98,9,58,0,165
Floyd,NEW ALBANY 05,State Senate,46,D,Anna Murray,192,18,134,0,344
Floyd,NEW ALBANY 05,State Representative,72,R,Edward D (ED) Clere,109,9,62,0,180
Floyd,NEW ALBANY 05,State Representative,72,D,Sam Charbonne Au,182,18,131,0,331
Floyd,NEW ALBANY 07,Registered Voters,,,,,,,,3576
Floyd,NEW ALBANY 07,Ballots Cast,,,,191,26,80,0,297
Floyd,NEW ALBANY 07,Straight Party,,R,,41,4,14,0,59
Floyd,NEW ALBANY 07,Straight Party,,D,,86,11,33,0,130
Floyd,NEW ALBANY 07,Straight Party,,L,,1,1,0,0,2
Floyd,NEW ALBANY 07,U.S. Senate,,R,Mike Braun,59,6,28,0,93
Floyd,NEW ALBANY 07,U.S. Senate,,D,Joe Donnelly,120,18,46,0,184
Floyd,NEW ALBANY 07,U.S. Senate,,L,Lucy M Brenton,10,2,5,0,17
Floyd,NEW ALBANY 07,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 07,Secretary of State,,R,Connie Lawson,62,6,32,1,101
Floyd,NEW ALBANY 07,Secretary of State,,D,Jim Harper,118,18,46,0,182
Floyd,NEW ALBANY 07,Secretary of State,,L,Mark W. Rutherford,8,1,1,0,10
Floyd,NEW ALBANY 07,Secretary of State,,,Write In,1,1,0,0,2
Floyd,NEW ALBANY 07,Auditor of State,,R,Tera Klutz,62,9,29,0,100
Floyd,NEW ALBANY 07,Auditor of State,,D,Joselyn Whitticker,119,17,48,0,184
Floyd,NEW ALBANY 07,Auditor of State,,L,John Schick,8,0,1,0,9
Floyd,NEW ALBANY 07,Treasurer of State,,R,Kelly Mitchell,73,8,33,0,114
Floyd,NEW ALBANY 07,Treasurer of State,,D,John C. Aguilera,116,18,46,0,180
Floyd,NEW ALBANY 07,U.S. House,9,R,Trey Hollingsworth,67,8,31,0,106
Floyd,NEW ALBANY 07,U.S. House,9,D,Liz Watson,122,18,49,0,189
Floyd,NEW ALBANY 07,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 07,State Senate,46,R,Ron Grooms,70,9,31,0,110
Floyd,NEW ALBANY 07,State Senate,46,D,Anna Murray,119,17,48,0,184
Floyd,NEW ALBANY 07,State Representative,72,R,Edward D (ED) Clere,69,7,29,0,105
Floyd,NEW ALBANY 07,State Representative,72,D,Sam Charbonne Au,120,19,50,0,189
Floyd,NEW ALBANY 09,Registered Voters,,,,,,,,3752
Floyd,NEW ALBANY 09,Ballots Cast,,,,272,36,247,0,555
Floyd,NEW ALBANY 09,Straight Party,,R,,57,9,63,0,129
Floyd,NEW ALBANY 09,Straight Party,,D,,68,13,69,0,150
Floyd,NEW ALBANY 09,Straight Party,,L,,2,0,0,0,2
Floyd,NEW ALBANY 09,U.S. Senate,,R,Mike Braun,119,19,111,0,249
Floyd,NEW ALBANY 09,U.S. Senate,,D,Joe Donnelly,138,17,128,0,283
Floyd,NEW ALBANY 09,U.S. Senate,,L,Lucy M Brenton,11,0,5,0,16
Floyd,NEW ALBANY 09,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 09,Secretary of State,,R,Connie Lawson,124,18,117,1,260
Floyd,NEW ALBANY 09,Secretary of State,,D,Jim Harper,130,18,114,0,262
Floyd,NEW ALBANY 09,Secretary of State,,L,Mark W. Rutherford,8,0,7,0,15
Floyd,NEW ALBANY 09,Secretary of State,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 09,Auditor of State,,R,Tera Klutz,123,17,118,0,258
Floyd,NEW ALBANY 09,Auditor of State,,D,Joselyn Whitticker,128,18,115,0,261
Floyd,NEW ALBANY 09,Auditor of State,,L,John Schick,8,0,3,0,11
Floyd,NEW ALBANY 09,Treasurer of State,,R,Kelly Mitchell,129,17,118,0,264
Floyd,NEW ALBANY 09,Treasurer of State,,D,John C. Aguilera,129,18,117,0,264
Floyd,NEW ALBANY 09,U.S. House,9,R,Trey Hollingsworth,127,18,108,0,253
Floyd,NEW ALBANY 09,U.S. House,9,D,Liz Watson,142,18,135,0,295
Floyd,NEW ALBANY 09,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 09,State Senate,46,R,Ron Grooms,133,19,121,0,273
Floyd,NEW ALBANY 09,State Senate,46,D,Anna Murray,134,17,120,0,271
Floyd,NEW ALBANY 09,State Representative,72,R,Edward D (ED) Clere,126,17,128,0,271
Floyd,NEW ALBANY 09,State Representative,72,D,Sam Charbonne Au,141,18,115,0,274
Floyd,NEW ALBANY 10,Registered Voters,,,,,,,,4384
Floyd,NEW ALBANY 10,Ballots Cast,,,,271,27,161,0,459
Floyd,NEW ALBANY 10,Straight Party,,R,,69,4,27,0,100
Floyd,NEW ALBANY 10,Straight Party,,D,,84,12,57,0,153
Floyd,NEW ALBANY 10,Straight Party,,L,,3,0,1,0,4
Floyd,NEW ALBANY 10,U.S. Senate,,R,Mike Braun,110,9,52,0,171
Floyd,NEW ALBANY 10,U.S. Senate,,D,Joe Donnelly,135,14,100,0,249
Floyd,NEW ALBANY 10,U.S. Senate,,L,Lucy M Brenton,23,2,8,0,33
Floyd,NEW ALBANY 10,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 10,Secretary of State,,R,Connie Lawson,120,9,53,0,182
Floyd,NEW ALBANY 10,Secretary of State,,D,Jim Harper,132,14,99,0,245
Floyd,NEW ALBANY 10,Secretary of State,,L,Mark W. Rutherford,13,2,5,0,20
