county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Fayette,C-1,Ballots Cast,,,,20,9,0,29
Fayette,C-1,Registered Voters,,,,,,,289
Fayette,C-1,U.S. Senate,,Joe Donnelly,DEM,6,5,0,11
Fayette,C-1,U.S. Senate,,Mike Braun,REP,3,0,0,3
Fayette,C-1,U.S. Senate,,Luke Messer,REP,1,3,0,4
Fayette,C-1,U.S. Senate,,Todd Rokita,REP,6,1,0,7
Fayette,C-1,U.S. House,6,George T. Holland,DEM,1,0,0,1
Fayette,C-1,U.S. House,6,Jeannine Lee Lake,DEM,4,0,0,4
Fayette,C-1,U.S. House,6,K. (Jasen) Lave,DEM,0,0,0,0
Fayette,C-1,U.S. House,6,Jim Pruett,DEM,2,5,0,7
Fayette,C-1,U.S. House,6,Lane Siekman,DEM,1,0,0,1
Fayette,C-1,U.S. House,6,Joshua Williamson,DEM,1,0,0,1
Fayette,C-1,U.S. House,6,Mike Campbell,REP,1,0,0,1
Fayette,C-1,U.S. House,6,Jonathan M. Lamb,REP,5,0,0,5
Fayette,C-1,U.S. House,6,Stephen M. MacKenzie,REP,1,1,0,2
Fayette,C-1,U.S. House,6,Greg Pence,REP,3,3,0,6
Fayette,C-1,U.S. House,6,Jeff Smith,REP,0,0,0,0
Fayette,C-1,State House,55,No Candidate Filed,DEM,0,0,0,0
Fayette,C-1,State House,55,Mark Bacon,REP,7,2,0,9
Fayette,C-1,State House,55,Cindy Meyer Ziemke,REP,3,2,0,5
Fayette,C-2,Ballots Cast,,,,127,76,0,203
Fayette,C-2,Registered Voters,,,,,,,987
Fayette,C-2,U.S. Senate,,Joe Donnelly,DEM,30,29,0,59
Fayette,C-2,U.S. Senate,,Mike Braun,REP,27,5,0,32
Fayette,C-2,U.S. Senate,,Luke Messer,REP,44,21,0,65
Fayette,C-2,U.S. Senate,,Todd Rokita,REP,14,11,0,25
Fayette,C-2,U.S. House,6,George T. Holland,DEM,7,4,0,11
Fayette,C-2,U.S. House,6,Jeannine Lee Lake,DEM,8,9,0,17
Fayette,C-2,U.S. House,6,K. (Jasen) Lave,DEM,1,0,0,1
Fayette,C-2,U.S. House,6,Jim Pruett,DEM,12,14,0,26
Fayette,C-2,U.S. House,6,Lane Siekman,DEM,3,2,0,5
Fayette,C-2,U.S. House,6,Joshua Williamson,DEM,1,2,0,3
Fayette,C-2,U.S. House,6,Mike Campbell,REP,2,1,0,3
Fayette,C-2,U.S. House,6,Jonathan M. Lamb,REP,24,6,0,30
Fayette,C-2,U.S. House,6,Stephen M. MacKenzie,REP,2,2,0,4
Fayette,C-2,U.S. House,6,Greg Pence,REP,60,26,0,86
Fayette,C-2,U.S. House,6,Jeff Smith,REP,1,1,0,2
Fayette,C-2,State House,55,No Candidate Filed,DEM,0,0,0,0
Fayette,C-2,State House,55,Mark Bacon,REP,42,9,0,51
Fayette,C-2,State House,55,Cindy Meyer Ziemke,REP,47,29,0,76
Fayette,C-3,Ballots Cast,,,,93,50,0,143
Fayette,C-3,Registered Voters,,,,,,,668
Fayette,C-3,U.S. Senate,,Joe Donnelly,DEM,29,19,0,48
Fayette,C-3,U.S. Senate,,Mike Braun,REP,18,8,0,26
