county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
LaGrange,Bloomfield 1,Ballots Cast,,,,252,50,0,302
LaGrange,Bloomfield 1,Registered Voters,,,,,,,927
LaGrange,Bloomfield 1,U.S. Senate,,Mike Braun,REP,72,11,0,83
LaGrange,Bloomfield 1,U.S. Senate,,Luke Messer,REP,64,16,0,80
LaGrange,Bloomfield 1,U.S. Senate,,Todd Rokita,REP,64,10,0,74
LaGrange,Bloomfield 1,U.S. House,3,Jim Banks,REP,181,38,0,219
LaGrange,Bloomfield 1,State House,51,Dennis J. Zent,REP,182,37,0,219
LaGrange,Bloomfield 1,U.S. Senate,,Joe Donnelly,DEM,19,4,0,23
LaGrange,Bloomfield 1,U.S. House,3,John F. Roberson,DEM,3,1,0,4
LaGrange,Bloomfield 1,U.S. House,3,Tommy A. Schrader,DEM,5,1,0,6
LaGrange,Bloomfield 1,U.S. House,3,Courtney Tritch,DEM,12,2,0,14
LaGrange,Bloomfield 1,State House,51,Michael M. Stephenson,DEM,15,4,0,19
LaGrange,Bloomfield 2,Ballots Cast,,,,162,31,0,193
LaGrange,Bloomfield 2,Registered Voters,,,,,,,701
LaGrange,Bloomfield 2,U.S. Senate,,Mike Braun,REP,58,6,0,64
LaGrange,Bloomfield 2,U.S. Senate,,Luke Messer,REP,44,2,0,46
LaGrange,Bloomfield 2,U.S. Senate,,Todd Rokita,REP,31,9,0,40
LaGrange,Bloomfield 2,U.S. House,3,Jim Banks,REP,111,16,0,127
LaGrange,Bloomfield 2,State House,51,Dennis J. Zent,REP,114,14,0,128
LaGrange,Bloomfield 2,U.S. Senate,,Joe Donnelly,DEM,10,7,0,17
LaGrange,Bloomfield 2,U.S. House,3,John F. Roberson,DEM,0,0,0,0
LaGrange,Bloomfield 2,U.S. House,3,Tommy A. Schrader,DEM,5,1,0,6
LaGrange,Bloomfield 2,U.S. House,3,Courtney Tritch,DEM,4,5,0,9
LaGrange,Bloomfield 2,State House,51,Michael M. Stephenson,DEM,8,7,0,15
LaGrange,Bloomfield 3,Ballots Cast,,,,158,24,0,182
LaGrange,Bloomfield 3,Registered Voters,,,,,,,596
LaGrange,Bloomfield 3,U.S. Senate,,Mike Braun,REP,48,4,0,52
LaGrange,Bloomfield 3,U.S. Senate,,Luke Messer,REP,32,5,0,37
LaGrange,Bloomfield 3,U.S. Senate,,Todd Rokita,REP,41,5,0,46
LaGrange,Bloomfield 3,U.S. House,3,Jim Banks,REP,116,13,0,129
LaGrange,Bloomfield 3,State House,51,Dennis J. Zent,REP,116,12,0,128
LaGrange,Bloomfield 3,U.S. Senate,,Joe Donnelly,DEM,10,6,0,16
LaGrange,Bloomfield 3,U.S. House,3,John F. Roberson,DEM,2,0,0,2
LaGrange,Bloomfield 3,U.S. House,3,Tommy A. Schrader,DEM,5,1,0,6
LaGrange,Bloomfield 3,U.S. House,3,Courtney Tritch,DEM,4,5,0,9
LaGrange,Bloomfield 3,State House,51,Michael M. Stephenson,DEM,7,5,0,12
LaGrange,Bloomfield 4,Ballots Cast,,,,207,24,0,231
LaGrange,Bloomfield 4,Registered Voters,,,,,,,770
LaGrange,Bloomfield 4,U.S. Senate,,Mike Braun,REP,52,7,0,59
LaGrange,Bloomfield 4,U.S. Senate,,Luke Messer,REP,48,3,0,51
LaGrange,Bloomfield 4,U.S. Senate,,Todd Rokita,REP,63,10,0,73
LaGrange,Bloomfield 4,U.S. House,3,Jim Banks,REP,151,15,0,166
LaGrange,Bloomfield 4,State House,51,Dennis J. Zent,REP,150,14,0,164
LaGrange,Bloomfield 4,U.S. Senate,,Joe Donnelly,DEM,21,0,0,21
LaGrange,Bloomfield 4,U.S. House,3,John F. Roberson,DEM,4,0,0,4
LaGrange,Bloomfield 4,U.S. House,3,Tommy A. Schrader,DEM,2,0,0,2
LaGrange,Bloomfield 4,U.S. House,3,Courtney Tritch,DEM,14,1,0,15
LaGrange,Bloomfield 4,State House,51,Michael M. Stephenson,DEM,18,0,0,18
LaGrange,Clay,Ballots Cast,,,,203,38,0,241
LaGrange,Clay,Registered Voters,,,,,,,860
LaGrange,Clay,U.S. Senate,,Mike Braun,REP,66,9,0,75
LaGrange,Clay,U.S. Senate,,Luke Messer,REP,49,9,0,58
LaGrange,Clay,U.S. Senate,,Todd Rokita,REP,59,10,0,69
LaGrange,Clay,U.S. House,3,Jim Banks,REP,153,24,0,177
LaGrange,Clay,State House,51,Dennis J. Zent,REP,161,27,0,188
LaGrange,Clay,U.S. Senate,,Joe Donnelly,DEM,10,6,0,16
LaGrange,Clay,U.S. House,3,John F. Roberson,DEM,0,0,0,0
LaGrange,Clay,U.S. House,3,Tommy A. Schrader,DEM,1,2,0,3
LaGrange,Clay,U.S. House,3,Courtney Tritch,DEM,9,4,0,13
LaGrange,Clay,State House,51,Michael M. Stephenson,DEM,8,4,0,12
LaGrange,Clearspring,Ballots Cast,,,,178,18,0,196
LaGrange,Clearspring,Registered Voters,,,,,,,988
LaGrange,Clearspring,U.S. Senate,,Mike Braun,REP,59,5,0,64
LaGrange,Clearspring,U.S. Senate,,Luke Messer,REP,43,6,0,49
LaGrange,Clearspring,U.S. Senate,,Todd Rokita,REP,52,5,0,57
LaGrange,Clearspring,U.S. House,3,Jim Banks,REP,147,11,0,158
LaGrange,Clearspring,State House,51,Dennis J. Zent,REP,143,13,0,156
LaGrange,Clearspring,U.S. Senate,,Joe Donnelly,DEM,11,0,0,11
LaGrange,Clearspring,U.S. House,3,John F. Roberson,DEM,4,0,0,4
LaGrange,Clearspring,U.S. House,3,Tommy A. Schrader,DEM,2,0,0,2
LaGrange,Clearspring,U.S. House,3,Courtney Tritch,DEM,5,0,0,5
LaGrange,Clearspring,State House,51,Michael M. Stephenson,DEM,10,0,0,10
LaGrange,Eden,Ballots Cast,,,,104,3,0,107
