candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Write in,U.S. House,8,,Dubois,Precinct 4,1,0,0,1
Mark Messmer,State Senate,48,R,Dubois,Precinct 4,223,306,0,529
No Candidate Filed,State Senate,48,D,Dubois,Precinct 4,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 4,180,251,0,431
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 4,89,136,0,225
,Registered Voters,,,Dubois,Precinct 5,,,,1041
,Ballots Cast,,,Dubois,Precinct 5,,,,238
Mike Braun,U.S. Senate,,R,Dubois,Precinct 5,169,358,0,527
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 5,60,119,0,179
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 5,7,7,0,14
Write in,U.S. Senate,,,Dubois,Precinct 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 5,158,346,0,504
Jim Harper,Secretary of State,,D,Dubois,Precinct 5,62,114,0,176
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 5,4,7,0,11
Write in,Secretary of State,,,Dubois,Precinct 5,1,0,0,1
Tera Klutz,Auditor of State,,R,Dubois,Precinct 5,151,314,0,465
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 5,62,123,0,185
John Schick,Auditor of State,,L,Dubois,Precinct 5,6,6,0,12
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 5,159,338,0,497
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 5,57,113,0,170
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 5,166,352,0,518
William Tanoos,U.S. House,8,D,Dubois,Precinct 5,62,112,0,174
Write in,U.S. House,8,,Dubois,Precinct 5,0,0,0,0
Mark Messmer,State Senate,48,R,Dubois,Precinct 5,203,404,0,607
No Candidate Filed,State Senate,48,D,Dubois,Precinct 5,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 5,168,361,0,529
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 5,66,114,0,180
,Registered Voters,,,Dubois,Precinct 6,,,,1110
,Ballots Cast,,,Dubois,Precinct 6,,,,307
Mike Braun,U.S. Senate,,R,Dubois,Precinct 6,181,207,0,388
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 6,107,131,0,238
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 6,12,8,0,20
Write in,U.S. Senate,,,Dubois,Precinct 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 6,182,214,0,396
Jim Harper,Secretary of State,,D,Dubois,Precinct 6,96,113,0,209
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 6,16,8,0,24
Write in,Secretary of State,,,Dubois,Precinct 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 6,173,194,0,367
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 6,102,125,0,227
John Schick,Auditor of State,,L,Dubois,Precinct 6,14,10,0,24
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 6,198,208,0,406
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 6,94,117,0,211
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 6,204,214,0,418
William Tanoos,U.S. House,8,D,Dubois,Precinct 6,88,123,0,211
Write in,U.S. House,8,,Dubois,Precinct 6,0,0,0,0
Mark Messmer,State Senate,48,R,Dubois,Precinct 6,247,273,0,520
No Candidate Filed,State Senate,48,D,Dubois,Precinct 6,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 6,186,224,0,410
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 6,112,118,0,230
,Registered Voters,,,Dubois,Precinct 7,,,,943
,Ballots Cast,,,Dubois,Precinct 7,,,,234
Mike Braun,U.S. Senate,,R,Dubois,Precinct 7,149,220,0,369
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 7,70,115,0,185
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 7,13,10,0,23
Write in,U.S. Senate,,,Dubois,Precinct 7,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 7,140,204,0,344
Jim Harper,Secretary of State,,D,Dubois,Precinct 7,74,113,0,187
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 7,13,7,0,20
Write in,Secretary of State,,,Dubois,Precinct 7,0,1,0,1
Tera Klutz,Auditor of State,,R,Dubois,Precinct 7,128,176,0,304
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 7,80,121,0,201
John Schick,Auditor of State,,L,Dubois,Precinct 7,11,9,0,20
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 7,140,195,0,335
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 7,78,108,0,186
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 7,137,205,0,342
William Tanoos,U.S. House,8,D,Dubois,Precinct 7,87,112,0,199
Write in,U.S. House,8,,Dubois,Precinct 7,0,2,0,2
Mark Messmer,State Senate,48,R,Dubois,Precinct 7,194,288,0,482
No Candidate Filed,State Senate,48,D,Dubois,Precinct 7,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 7,156,237,0,393
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 7,74,100,0,174
,Registered Voters,,,Dubois,Precinct 8,,,,1010
,Ballots Cast,,,Dubois,Precinct 8,,,,214
Mike Braun,U.S. Senate,,R,Dubois,Precinct 8,129,151,0,280
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 8,73,81,0,154
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 8,10,7,0,17
Write in,U.S. Senate,,,Dubois,Precinct 8,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 8,123,142,0,265
Jim Harper,Secretary of State,,D,Dubois,Precinct 8,75,79,0,154
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 8,8,11,0,19
Write in,Secretary of State,,,Dubois,Precinct 8,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 8,115,127,0,242
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 8,77,84,0,161
John Schick,Auditor of State,,L,Dubois,Precinct 8,6,10,0,16
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 8,128,135,0,263
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 8,70,86,0,156
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 8,125,152,0,277
William Tanoos,U.S. House,8,D,Dubois,Precinct 8,79,78,0,157
Write in,U.S. House,8,,Dubois,Precinct 8,0,0,0,0
Mark Messmer,State Senate,48,R,Dubois,Precinct 8,162,184,0,346
No Candidate Filed,State Senate,48,D,Dubois,Precinct 8,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 8,123,157,0,280
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 8,84,74,0,158
,Registered Voters,,,Dubois,Precinct 9,,,,906
,Ballots Cast,,,Dubois,Precinct 9,,,,173
Mike Braun,U.S. Senate,,R,Dubois,Precinct 9,109,156,0,265
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 9,52,83,0,135
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 9,11,11,0,22
Write in,U.S. Senate,,,Dubois,Precinct 9,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 9,105,158,0,263
Jim Harper,Secretary of State,,D,Dubois,Precinct 9,52,82,0,134
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 9,11,7,0,18
Write in,Secretary of State,,,Dubois,Precinct 9,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 9,94,135,0,229
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 9,61,94,0,155
John Schick,Auditor of State,,L,Dubois,Precinct 9,7,7,0,14
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 9,111,154,0,265
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 9,51,81,0,132
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 9,110,158,0,268
William Tanoos,U.S. House,8,D,Dubois,Precinct 9,55,83,0,138
Write in,U.S. House,8,,Dubois,Precinct 9,0,1,0,1
Mark Messmer,State Senate,48,R,Dubois,Precinct 9,153,211,0,364
No Candidate Filed,State Senate,48,D,Dubois,Precinct 9,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 9,112,174,0,286
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 9,56,82,0,138
,Registered Voters,,,Dubois,Precinct 10,,,,996
,Ballots Cast,,,Dubois,Precinct 10,,,,245
Mike Braun,U.S. Senate,,R,Dubois,Precinct 10,163,170,0,333
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 10,69,100,0,169
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 10,12,7,0,19
Write in,U.S. Senate,,,Dubois,Precinct 10,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 10,154,168,0,322
Jim Harper,Secretary of State,,D,Dubois,Precinct 10,68,97,0,165
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 10,14,4,0,18
Write in,Secretary of State,,,Dubois,Precinct 10,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 10,137,153,0,290
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 10,72,102,0,174
John Schick,Auditor of State,,L,Dubois,Precinct 10,12,2,0,14
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 10,154,164,0,318
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 10,67,96,0,163
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 10,164,167,0,331
William Tanoos,U.S. House,8,D,Dubois,Precinct 10,67,100,0,167
Write in,U.S. House,8,,Dubois,Precinct 10,0,0,0,0
Mark Messmer,State Senate,48,R,Dubois,Precinct 10,217,220,0,437
No Candidate Filed,State Senate,48,D,Dubois,Precinct 10,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 10,174,178,0,352
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 10,68,94,0,162
,Registered Voters,,,Dubois,Precinct 11,,,,1064
,Ballots Cast,,,Dubois,Precinct 11,,,,225
Mike Braun,U.S. Senate,,R,Dubois,Precinct 11,156,312,0,468
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 11,61,134,0,195
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 11,7,7,0,14
Write in,U.S. Senate,,,Dubois,Precinct 11,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 11,145,294,0,439
Jim Harper,Secretary of State,,D,Dubois,Precinct 11,61,136,0,197
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 11,10,10,0,20
Write in,Secretary of State,,,Dubois,Precinct 11,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 11,144,270,0,414
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 11,61,137,0,198
John Schick,Auditor of State,,L,Dubois,Precinct 11,6,3,0,9
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 11,148,286,0,434
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 11,61,133,0,194
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 11,161,304,0,465
William Tanoos,U.S. House,8,D,Dubois,Precinct 11,53,126,0,179
Write in,U.S. House,8,,Dubois,Precinct 11,1,0,0,1
Mark Messmer,State Senate,48,R,Dubois,Precinct 11,192,378,0,570
No Candidate Filed,State Senate,48,D,Dubois,Precinct 11,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 11,161,311,0,472
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 11,58,135,0,193
,Registered Voters,,,Dubois,Precinct 12,,,,707
,Ballots Cast,,,Dubois,Precinct 12,,,,147
Mike Braun,U.S. Senate,,R,Dubois,Precinct 12,101,185,0,286
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 12,32,82,0,114
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 12,12,4,0,16
Write in,U.S. Senate,,,Dubois,Precinct 12,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 12,93,169,0,262
Jim Harper,Secretary of State,,D,Dubois,Precinct 12,38,90,0,128
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 12,5,4,0,9
Write in,Secretary of State,,,Dubois,Precinct 12,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 12,82,146,0,228
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 12,42,90,0,132
John Schick,Auditor of State,,L,Dubois,Precinct 12,4,9,0,13
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 12,96,165,0,261
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 12,34,81,0,115
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 12,103,170,0,273
William Tanoos,U.S. House,8,D,Dubois,Precinct 12,35,81,0,116
Write in,U.S. House,8,,Dubois,Precinct 12,0,0,0,0
Mark Messmer,State Senate,48,R,Dubois,Precinct 12,134,223,0,357
No Candidate Filed,State Senate,48,D,Dubois,Precinct 12,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 12,107,189,0,296
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 12,35,78,0,113
,Registered Voters,,,Dubois,Precinct 13,,,,565
,Ballots Cast,,,Dubois,Precinct 13,,,,137
Mike Braun,U.S. Senate,,R,Dubois,Precinct 13,91,156,0,247
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 13,39,57,0,96
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 13,5,11,0,16
Write in,U.S. Senate,,,Dubois,Precinct 13,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 13,87,148,0,235
Jim Harper,Secretary of State,,D,Dubois,Precinct 13,34,60,0,94
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 13,6,6,0,12
Write in,Secretary of State,,,Dubois,Precinct 13,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 13,78,135,0,213
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 13,37,64,0,101
John Schick,Auditor of State,,L,Dubois,Precinct 13,6,8,0,14
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 13,87,153,0,240
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 13,33,56,0,89
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 13,96,157,0,253
William Tanoos,U.S. House,8,D,Dubois,Precinct 13,31,54,0,85
Write in,U.S. House,8,,Dubois,Precinct 13,0,1,0,1
Mark Messmer,State Senate,48,R,Dubois,Precinct 13,115,187,0,302
No Candidate Filed,State Senate,48,D,Dubois,Precinct 13,0,0,0,0
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 13,101,168,0,269
"Joseph ""Joe"" Lannan",State Representative,63,D,Dubois,Precinct 13,33,51,0,84
,Registered Voters,,,Dubois,Precinct 14,,,,431
,Ballots Cast,,,Dubois,Precinct 14,,,,158
Mike Braun,U.S. Senate,,R,Dubois,Precinct 14,110,29,0,139
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 14,35,23,0,58
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 14,12,1,0,13
Write in,U.S. Senate,,,Dubois,Precinct 14,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 14,109,32,0,141
Jim Harper,Secretary of State,,D,Dubois,Precinct 14,33,17,0,50
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 14,9,0,0,9
Write in,Secretary of State,,,Dubois,Precinct 14,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 14,103,26,0,129
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 14,35,20,0,55
John Schick,Auditor of State,,L,Dubois,Precinct 14,2,2,0,4
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 14,108,31,0,139
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 14,31,16,0,47
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 14,119,28,0,147
William Tanoos,U.S. House,8,D,Dubois,Precinct 14,30,21,0,51
Write in,U.S. House,8,,Dubois,Precinct 14,0,0,0,0
Mark Messmer,State Senate,48,R,Dubois,Precinct 14,139,42,0,181
No Candidate Filed,State Senate,48,D,Dubois,Precinct 14,0,0,0,0
Stephen R Bartels,State Representative,74,R,Dubois,Precinct 14,114,29,0,143
Larry K Kleeman,State Representative,74,D,Dubois,Precinct 14,36,20,0,56
,Registered Voters,,,Dubois,Precinct 15,,,,498
,Ballots Cast,,,Dubois,Precinct 15,,,,115
Mike Braun,U.S. Senate,,R,Dubois,Precinct 15,76,107,0,183
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 15,35,38,0,73
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 15,3,6,0,9
Write in,U.S. Senate,,,Dubois,Precinct 15,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 15,76,109,0,185
Jim Harper,Secretary of State,,D,Dubois,Precinct 15,31,41,0,72
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 15,5,1,0,6
Write in,Secretary of State,,,Dubois,Precinct 15,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 15,73,104,0,177
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 15,32,37,0,69
John Schick,Auditor of State,,L,Dubois,Precinct 15,1,1,0,2
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 15,73,110,0,183
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 15,32,32,0,64
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 15,83,119,0,202
William Tanoos,U.S. House,8,D,Dubois,Precinct 15,29,28,0,57
Write in,U.S. House,8,,Dubois,Precinct 15,0,0,0,0
Mark Messmer,State Senate,48,R,Dubois,Precinct 15,102,136,0,238
No Candidate Filed,State Senate,48,D,Dubois,Precinct 15,0,0,0,0
Stephen R Bartels,State Representative,74,R,Dubois,Precinct 15,83,109,0,192
Larry K Kleeman,State Representative,74,D,Dubois,Precinct 15,29,39,0,68
,Registered Voters,,,Dubois,Precinct 16,,,,620
,Ballots Cast,,,Dubois,Precinct 16,,,,292
Mike Braun,U.S. Senate,,R,Dubois,Precinct 16,204,54,0,258
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 16,74,43,0,117
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 16,9,2,0,11
Write in,U.S. Senate,,,Dubois,Precinct 16,1,0,0,1
Connie Lawson,Secretary of State,,R,Dubois,Precinct 16,202,58,0,260
Jim Harper,Secretary of State,,D,Dubois,Precinct 16,62,38,0,100
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 16,15,1,0,16
Write in,Secretary of State,,,Dubois,Precinct 16,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 16,188,53,0,241
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 16,67,40,0,107
John Schick,Auditor of State,,L,Dubois,Precinct 16,13,3,0,16
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 16,204,55,0,259
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 16,66,42,0,108
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 16,216,61,0,277
William Tanoos,U.S. House,8,D,Dubois,Precinct 16,61,36,0,97
Write in,U.S. House,8,,Dubois,Precinct 16,0,0,0,0
Mark Messmer,State Senate,48,R,Dubois,Precinct 16,249,73,0,322
No Candidate Filed,State Senate,48,D,Dubois,Precinct 16,0,0,0,0
Stephen R Bartels,State Representative,74,R,Dubois,Precinct 16,205,55,0,260
Larry K Kleeman,State Representative,74,D,Dubois,Precinct 16,74,43,0,117
,Registered Voters,,,Dubois,Precinct 17,,,,756
,Ballots Cast,,,Dubois,Precinct 17,,,,220
Mike Braun,U.S. Senate,,R,Dubois,Precinct 17,164,102,0,266
Joe Donnelly,U.S. Senate,,D,Dubois,Precinct 17,48,52,0,100
Lucy M Brenton,U.S. Senate,,L,Dubois,Precinct 17,8,8,0,16
Write in,U.S. Senate,,,Dubois,Precinct 17,0,0,0,0
Connie Lawson,Secretary of State,,R,Dubois,Precinct 17,155,101,0,256
Jim Harper,Secretary of State,,D,Dubois,Precinct 17,48,48,0,96
Mark W. Rutherford,Secretary of State,,L,Dubois,Precinct 17,9,5,0,14
Write in,Secretary of State,,,Dubois,Precinct 17,0,0,0,0
Tera Klutz,Auditor of State,,R,Dubois,Precinct 17,148,88,0,236
Joselyn Whitticker,Auditor of State,,D,Dubois,Precinct 17,47,50,0,97
John Schick,Auditor of State,,L,Dubois,Precinct 17,6,3,0,9
Kelly Mitchell,Treasurer of State,,R,Dubois,Precinct 17,162,96,0,258
John C. Aguilera,Treasurer of State,,D,Dubois,Precinct 17,41,45,0,86
Larry D Bucshon,U.S. House,8,R,Dubois,Precinct 17,157,100,0,257
William Tanoos,U.S. House,8,D,Dubois,Precinct 17,50,45,0,95
Write in,U.S. House,8,,Dubois,Precinct 17,0,0,0,0
Erin Houchin,State Senate,47,R,Dubois,Precinct 17,166,101,0,267
Nicholas A. (Nick) Siler,State Senate,47,D,Dubois,Precinct 17,52,54,0,106
Shane M. Lindauer,State Representative,63,R,Dubois,Precinct 17,155,102,0,257
