candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Crawford,Whiskey Run 1,640
,Ballots Cast - Total,,,Crawford,Whiskey Run 1,160
,Ballots Cast,,REP,Crawford,Whiskey Run 1,104
,Ballots Cast,,DEM,Crawford,Whiskey Run 1,56
Mike Braun,U.S. Senate,,REP,Crawford,Whiskey Run 1,28
Luke Messer,U.S. Senate,,REP,Crawford,Whiskey Run 1,45
Todd Rokita,U.S. Senate,,REP,Crawford,Whiskey Run 1,20
James Dean Alspach,U S House,9,REP,Crawford,Whiskey Run 1,17
Trey Hollingsworth,U S House,9,REP,Crawford,Whiskey Run 1,79
Erin Houchin,State Senate,,REP,Crawford,Whiskey Run 1,86
Stephen R Bartels,State Representative,,REP,Crawford,Whiskey Run 1,82
Joe Donnelly,U S Senate,,DEM,Crawford,Whiskey Run 1,46
Dan Canon,U S House,9,DEM,Crawford,Whiskey Run 1,14
Rob Chatlos,U S House,9,DEM,Crawford,Whiskey Run 1,4
Liz Watson,U S House,9,DEM,Crawford,Whiskey Run 1,31
Nicholas A (Nick) Siler,State Senate,,DEM,Crawford,Whiskey Run 1,41
Larry K Kleeman,State Representative,,DEM,Crawford,Whiskey Run 1,40
,Registered Voters,,,Crawford,Whiskey Run 2,824
,Ballots Cast - Total,,,Crawford,Whiskey Run 2,229
,Ballots Cast,,REP,Crawford,Whiskey Run 2,144
,Ballots Cast,,DEM,Crawford,Whiskey Run 2,85
Mike Braun,U.S. Senate,,REP,Crawford,Whiskey Run 2,56
Luke Messer,U.S. Senate,,REP,Crawford,Whiskey Run 2,36
Todd Rokita,U.S. Senate,,REP,Crawford,Whiskey Run 2,29
James Dean Alspach,U S House,9,REP,Crawford,Whiskey Run 2,15
Trey Hollingsworth,U S House,9,REP,Crawford,Whiskey Run 2,109
Erin Houchin,State Senate,,REP,Crawford,Whiskey Run 2,111
Stephen R Bartels,State Representative,,REP,Crawford,Whiskey Run 2,98
Joe Donnelly,U S Senate,,DEM,Crawford,Whiskey Run 2,69
Dan Canon,U S House,9,DEM,Crawford,Whiskey Run 2,31
Rob Chatlos,U S House,9,DEM,Crawford,Whiskey Run 2,2
Liz Watson,U S House,9,DEM,Crawford,Whiskey Run 2,43
Nicholas A (Nick) Siler,State Senate,,DEM,Crawford,Whiskey Run 2,67
Larry K Kleeman,State Representative,,DEM,Crawford,Whiskey Run 2,69
,Registered Voters,,,Crawford,Liberty 1,640
,Ballots Cast - Total,,,Crawford,Liberty 1,211
,Ballots Cast,,REP,Crawford,Liberty 1,124
,Ballots Cast,,DEM,Crawford,Liberty 1,87
Mike Braun,U.S. Senate,,REP,Crawford,Liberty 1,43
Luke Messer,U.S. Senate,,REP,Crawford,Liberty 1,33
Todd Rokita,U.S. Senate,,REP,Crawford,Liberty 1,25
James Dean Alspach,U S House,9,REP,Crawford,Liberty 1,17
Trey Hollingsworth,U S House,9,REP,Crawford,Liberty 1,91
Erin Houchin,State Senate,,REP,Crawford,Liberty 1,93
Stephen R Bartels,State Representative,,REP,Crawford,Liberty 1,83
Joe Donnelly,U S Senate,,DEM,Crawford,Liberty 1,61
Dan Canon,U S House,9,DEM,Crawford,Liberty 1,15
Rob Chatlos,U S House,9,DEM,Crawford,Liberty 1,3
Liz Watson,U S House,9,DEM,Crawford,Liberty 1,49
Nicholas A (Nick) Siler,State Senate,,DEM,Crawford,Liberty 1,59
Larry K Kleeman,State Representative,,DEM,Crawford,Liberty 1,59
,Registered Voters,,,Crawford,Jennings 1,537
,Ballots Cast - Total,,,Crawford,Jennings 1,155
,Ballots Cast,,REP,Crawford,Jennings 1,103
,Ballots Cast,,DEM,Crawford,Jennings 1,52
Mike Braun,U.S. Senate,,REP,Crawford,Jennings 1,48
Luke Messer,U.S. Senate,,REP,Crawford,Jennings 1,25
Todd Rokita,U.S. Senate,,REP,Crawford,Jennings 1,13
James Dean Alspach,U S House,9,REP,Crawford,Jennings 1,21
Trey Hollingsworth,U S House,9,REP,Crawford,Jennings 1,65
Erin Houchin,State Senate,,REP,Crawford,Jennings 1,72
Stephen R Bartels,State Representative,,REP,Crawford,Jennings 1,66
Joe Donnelly,U S Senate,,DEM,Crawford,Jennings 1,40
Dan Canon,U S House,9,DEM,Crawford,Jennings 1,15
Rob Chatlos,U S House,9,DEM,Crawford,Jennings 1,1
