county,precinct,office,district,candidate,party,absentee,early_voting,election_day,votes
Cass,ADAMS,Ballots Cast,,,,,,,330
Cass,BETHLEHEM,Ballots Cast,,,,,,,285
Cass,BOONE,Ballots Cast,,,,,,,537
Cass,CLAY-01,Ballots Cast,,,,,,,517
Cass,CLAY-02,Ballots Cast,,,,,,,276
Cass,CLAY-03,Ballots Cast,,,,,,,311
Cass,CLAY-CITY,Ballots Cast,,,,,,,58
Cass,CLINTON,Ballots Cast,,,,,,,224
Cass,DEER-CREEK,Ballots Cast,,,,,,,340
Cass,EEL-EAST,Ballots Cast,,,,,,,249
Cass,EEL-WEST,Ballots Cast,,,,,,,82
Cass,GALVESTON,Ballots Cast,,,,,,,441
Cass,HARRISON,Ballots Cast,,,,,,,341
Cass,JACKSON,Ballots Cast,,,,,,,635
Cass,JEFFERSON,Ballots Cast,,,,,,,523
Cass,LOGAN-01,Ballots Cast,,,,,,,218
Cass,LOGAN-02,Ballots Cast,,,,,,,193
Cass,LOGAN-03,Ballots Cast,,,,,,,86
Cass,LOGAN-04,Ballots Cast,,,,,,,298
Cass,LOGAN-05,Ballots Cast,,,,,,,223
Cass,LOGAN-06,Ballots Cast,,,,,,,272
Cass,LOGAN-07,Ballots Cast,,,,,,,80
Cass,LOGAN-08,Ballots Cast,,,,,,,163
Cass,LOGAN-09,Ballots Cast,,,,,,,199
Cass,LOGAN-10,Ballots Cast,,,,,,,270
Cass,LOGAN-11,Ballots Cast,,,,,,,489
Cass,LOGAN-12,Ballots Cast,,,,,,,337
Cass,LOGAN-13,Ballots Cast,,,,,,,138
Cass,LOGAN-14,Ballots Cast,,,,,,,380
Cass,LOGAN-15,Ballots Cast,,,,,,,426
Cass,LOGAN-16,Ballots Cast,,,,,,,79
Cass,MIAMI,Ballots Cast,,,,,,,554
Cass,NOBLE-CITY,Ballots Cast,,,,,,,67
Cass,NOBLE-N,Ballots Cast,,,,,,,467
Cass,NOBLE-S,Ballots Cast,,,,,,,193
Cass,TIPTON1,Ballots Cast,,,,,,,487
Cass,TIPTON2,Ballots Cast,,,,,,,444
Cass,WASHINGTON,Ballots Cast,,,,,,,497
Cass,WASH-CITY,Ballots Cast,,,,,,,0
Cass,Federal Only,Ballots Cast,,,,,,,2
Cass,Total,Ballots Cast,,,,,,,11711
