candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Connie Lawson,Secretary of State,,R,Delaware,Precinct 9,193,50,0,243
Jim Harper,Secretary of State,,D,Delaware,Precinct 9,132,54,0,186
Mark W. Rutherford,Secretary of State,,L,Delaware,Precinct 9,9,7,0,16
Write in,Secretary of State,,,Delaware,Precinct 9,0,0,0,0
Tera Klutz,Auditor of State,,R,Delaware,Precinct 9,165,45,0,210
Joselyn Whitticker,Auditor of State,,D,Delaware,Precinct 9,136,54,0,190
John Schick,Auditor of State,,L,Delaware,Precinct 9,17,5,0,22
Kelly Mitchell,Treasurer of State,,R,Delaware,Precinct 9,187,51,0,238
John C. Aguilera,Treasurer of State,,D,Delaware,Precinct 9,131,56,0,187
Greg Pence,U.S. House,6,R,Delaware,Precinct 9,169,47,0,216
Jeannine Lee Lake,U.S. House,6,D,Delaware,Precinct 9,161,58,0,219
Tom Ferkinhoff,U.S. House,6,L,Delaware,Precinct 9,5,4,0,9
Write in,Write In,6,,Delaware,Precinct 9,0,0,0,0
Zaki Ali,State Senate,25,R,Delaware,Precinct 9,169,44,0,213
Tim Lanane,State Senate,25,D,Delaware,Precinct 9,151,58,0,209
Robert Q Jozwiak ,State Senate,25,L,Delaware,Precinct 9,14,5,0,19
No Candidate Filed,State Representative,34,R ,Delaware,Precinct 9,0,0,0,0
Sue Errington ,State Representative,34,D,Delaware,Precinct 9,213,64,0,277
,Registered Voters,,,Delaware,Precinct 10,,,,1259
,Ballots Cast,,,Delaware,Precinct 10,221,68,0,289
Mike Braun,U.S. Senate,,R,Delaware,Precinct 10,49,23,0,72
Joe Donnelly,U.S. Senate,,D,Delaware,Precinct 10,156,44,0,200
Lucy M Brenton,U.S. Senate,,L,Delaware,Precinct 10,14,1,0,15
Write in,U.S. Senate,,,Delaware,Precinct 10,0,0,0,0
Connie Lawson,Secretary of State,,R,Delaware,Precinct 10,66,24,0,90
Jim Harper,Secretary of State,,D,Delaware,Precinct 10,134,43,0,177
Mark W. Rutherford,Secretary of State,,L,Delaware,Precinct 10,12,1,0,13
Write in,Secretary of State,,,Delaware,Precinct 10,4,0,0,4
Tera Klutz,Auditor of State,,R,Delaware,Precinct 10,56,22,0,78
Joselyn Whitticker,Auditor of State,,D,Delaware,Precinct 10,142,42,0,184
John Schick,Auditor of State,,L,Delaware,Precinct 10,13,0,0,13
Kelly Mitchell,Treasurer of State,,R,Delaware,Precinct 10,65,23,0,88
John C. Aguilera,Treasurer of State,,D,Delaware,Precinct 10,145,41,0,186
Greg Pence,U.S. House,6,R,Delaware,Precinct 10,47,24,0,71
Jeannine Lee Lake,U.S. House,6,D,Delaware,Precinct 10,156,44,0,200
Tom Ferkinhoff,U.S. House,6,L,Delaware,Precinct 10,13,0,0,13
Write in,Write In,6,,Delaware,Precinct 10,0,0,0,0
Zaki Ali,State Senate,25,R,Delaware,Precinct 10,56,21,0,77
Tim Lanane,State Senate,25,D,Delaware,Precinct 10,147,47,0,194
Robert Q Jozwiak ,State Senate,25,L,Delaware,Precinct 10,12,0,0,12
No Candidate Filed,State Representative,34,R ,Delaware,Precinct 10,0,0,0,0
Sue Errington ,State Representative,34,D,Delaware,Precinct 10,190,51,0,241
,Registered Voters,,,Delaware,Precinct 11,,,,1218
,Ballots Cast,,,Delaware,Precinct 11,335,131,0,466
Mike Braun,U.S. Senate,,R,Delaware,Precinct 11,96,35,0,131
Joe Donnelly,U.S. Senate,,D,Delaware,Precinct 11,222,85,0,307
Lucy M Brenton,U.S. Senate,,L,Delaware,Precinct 11,12,7,0,19
Write in,U.S. Senate,,,Delaware,Precinct 11,1,0,0,1
Connie Lawson,Secretary of State,,R,Delaware,Precinct 11,120,37,0,157
Jim Harper,Secretary of State,,D,Delaware,Precinct 11,196,83,0,279
Mark W. Rutherford,Secretary of State,,L,Delaware,Precinct 11,13,4,0,17
Write in,Secretary of State,,,Delaware,Precinct 11,1,3,0,4
Tera Klutz,Auditor of State,,R,Delaware,Precinct 11,109,37,0,146
Joselyn Whitticker,Auditor of State,,D,Delaware,Precinct 11,197,87,0,284
John Schick,Auditor of State,,L,Delaware,Precinct 11,18,1,0,19
Kelly Mitchell,Treasurer of State,,R,Delaware,Precinct 11,118,40,0,158
John C. Aguilera,Treasurer of State,,D,Delaware,Precinct 11,205,85,0,290
Greg Pence,U.S. House,6,R,Delaware,Precinct 11,105,36,0,141
Jeannine Lee Lake,U.S. House,6,D,Delaware,Precinct 11,217,88,0,305
Tom Ferkinhoff,U.S. House,6,L,Delaware,Precinct 11,12,0,0,12
Write in,Write In,6,,Delaware,Precinct 11,0,0,0,0
Zaki Ali,State Senate,25,R,Delaware,Precinct 11,109,37,0,146
Tim Lanane,State Senate,25,D,Delaware,Precinct 11,209,88,0,297
Robert Q Jozwiak ,State Senate,25,L,Delaware,Precinct 11,13,3,0,16
No Candidate Filed,State Representative,34,R ,Delaware,Precinct 11,0,0,0,0
Sue Errington ,State Representative,34,D,Delaware,Precinct 11,246,98,0,344
,Registered Voters,,,Delaware,Precinct 12,,,,800
,Ballots Cast,,,Delaware,Precinct 12,251,109,0,360
Mike Braun,U.S. Senate,,R,Delaware,Precinct 12,21,5,0,26
Joe Donnelly,U.S. Senate,,D,Delaware,Precinct 12,220,100,0,320
Lucy M Brenton,U.S. Senate,,L,Delaware,Precinct 12,9,2,0,11
Write in,U.S. Senate,,,Delaware,Precinct 12,0,0,0,0
Connie Lawson,Secretary of State,,R,Delaware,Precinct 12,21,9,0,30
Jim Harper,Secretary of State,,D,Delaware,Precinct 12,211,96,0,307
Mark W. Rutherford,Secretary of State,,L,Delaware,Precinct 12,9,1,0,10
Write in,Secretary of State,,,Delaware,Precinct 12,0,0,0,0
Tera Klutz,Auditor of State,,R,Delaware,Precinct 12,21,3,0,24
Joselyn Whitticker,Auditor of State,,D,Delaware,Precinct 12,208,100,0,308
John Schick,Auditor of State,,L,Delaware,Precinct 12,9,1,0,10
Kelly Mitchell,Treasurer of State,,R,Delaware,Precinct 12,25,9,0,34
John C. Aguilera,Treasurer of State,,D,Delaware,Precinct 12,213,95,0,308
Greg Pence,U.S. House,6,R,Delaware,Precinct 12,15,5,0,20
Jeannine Lee Lake,U.S. House,6,D,Delaware,Precinct 12,225,103,0,328
Tom Ferkinhoff,U.S. House,6,L,Delaware,Precinct 12,6,1,0,7
Write in,Write In,6,,Delaware,Precinct 12,0,0,0,0
Zaki Ali,State Senate,25,R,Delaware,Precinct 12,82,27,0,109
Tim Lanane,State Senate,25,D,Delaware,Precinct 12,164,76,0,240
Robert Q Jozwiak ,State Senate,25,L,Delaware,Precinct 12,3,2,0,5
No Candidate Filed,State Representative,34,R ,Delaware,Precinct 12,0,0,0,0
Sue Errington ,State Representative,34,D,Delaware,Precinct 12,229,102,0,331
,Registered Voters,,,Delaware,Precinct 13,,,,1407
,Ballots Cast,,,Delaware,Precinct 13,310,99,0,409
Mike Braun,U.S. Senate,,R,Delaware,Precinct 13,128,25,0,153
Joe Donnelly,U.S. Senate,,D,Delaware,Precinct 13,157,69,0,226
Lucy M Brenton,U.S. Senate,,L,Delaware,Precinct 13,22,4,0,26
Write in,U.S. Senate,,,Delaware,Precinct 13,0,0,0,0
Connie Lawson,Secretary of State,,R,Delaware,Precinct 13,151,28,0,179
Jim Harper,Secretary of State,,D,Delaware,Precinct 13,134,70,0,204
Mark W. Rutherford,Secretary of State,,L,Delaware,Precinct 13,19,1,0,20
Write in,Secretary of State,,,Delaware,Precinct 13,2,0,0,2
Tera Klutz,Auditor of State,,R,Delaware,Precinct 13,140,27,0,167
Joselyn Whitticker,Auditor of State,,D,Delaware,Precinct 13,150,65,0,215
John Schick,Auditor of State,,L,Delaware,Precinct 13,10,2,0,12
Kelly Mitchell,Treasurer of State,,R,Delaware,Precinct 13,155,29,0,184
John C. Aguilera,Treasurer of State,,D,Delaware,Precinct 13,146,64,0,210
Greg Pence,U.S. House,6,R,Delaware,Precinct 13,141,30,0,171
Jeannine Lee Lake,U.S. House,6,D,Delaware,Precinct 13,158,67,0,225
Tom Ferkinhoff,U.S. House,6,L,Delaware,Precinct 13,8,1,0,9
Write in,Write In,6,,Delaware,Precinct 13,0,0,0,0
Zaki Ali,State Senate,25,R,Delaware,Precinct 13,137,28,0,165
Tim Lanane,State Senate,25,D,Delaware,Precinct 13,158,66,0,224
Robert Q Jozwiak ,State Senate,25,L,Delaware,Precinct 13,11,1,0,12
No Candidate Filed,State Representative,34,R ,Delaware,Precinct 13,0,0,0,0
Sue Errington ,State Representative,34,D,Delaware,Precinct 13,222,75,0,297
,Registered Voters,,,Delaware,Precinct 14,,,,1238
,Ballots Cast,,,Delaware,Precinct 14,452,131,0,583
Mike Braun,U.S. Senate,,R,Delaware,Precinct 14,176,49,0,225
Joe Donnelly,U.S. Senate,,D,Delaware,Precinct 14,235,76,0,311
Lucy M Brenton,U.S. Senate,,L,Delaware,Precinct 14,34,5,0,39
Write in,U.S. Senate,,,Delaware,Precinct 14,0,0,0,0
Connie Lawson,Secretary of State,,R,Delaware,Precinct 14,188,54,0,242
Jim Harper,Secretary of State,,D,Delaware,Precinct 14,217,70,0,287
Mark W. Rutherford,Secretary of State,,L,Delaware,Precinct 14,27,2,0,29
Write in,Secretary of State,,,Delaware,Precinct 14,4,0,0,4
Tera Klutz,Auditor of State,,R,Delaware,Precinct 14,185,50,0,235
Joselyn Whitticker,Auditor of State,,D,Delaware,Precinct 14,222,71,0,293
John Schick,Auditor of State,,L,Delaware,Precinct 14,26,3,0,29
Kelly Mitchell,Treasurer of State,,R,Delaware,Precinct 14,202,50,0,252
John C. Aguilera,Treasurer of State,,D,Delaware,Precinct 14,231,73,0,304
Greg Pence,U.S. House,6,R,Delaware,Precinct 14,186,53,0,239
Jeannine Lee Lake,U.S. House,6,D,Delaware,Precinct 14,234,72,0,306
Tom Ferkinhoff,U.S. House,6,L,Delaware,Precinct 14,23,1,0,24
Write in,Write In,6,,Delaware,Precinct 14,0,1,0,1
Zaki Ali,State Senate,25,R,Delaware,Precinct 14,176,49,0,225
Tim Lanane,State Senate,25,D,Delaware,Precinct 14,241,79,0,320
Robert Q Jozwiak ,State Senate,25,L,Delaware,Precinct 14,19,3,0,22
No Candidate Filed,State Representative,34,R ,Delaware,Precinct 14,0,0,0,0
Sue Errington ,State Representative,34,D,Delaware,Precinct 14,314,80,0,394
,Registered Voters,,,Delaware,Precinct 15,,,,1328
,Ballots Cast,,,Delaware,Precinct 15,324,79,0,403
Mike Braun,U.S. Senate,,R,Delaware,Precinct 15,141,20,0,161
Joe Donnelly,U.S. Senate,,D,Delaware,Precinct 15,157,52,0,209
Lucy M Brenton,U.S. Senate,,L,Delaware,Precinct 15,21,7,0,28
Write in,U.S. Senate,,,Delaware,Precinct 15,1,0,0,1
Connie Lawson,Secretary of State,,R,Delaware,Precinct 15,147,21,0,168
Jim Harper,Secretary of State,,D,Delaware,Precinct 15,153,51,0,204
Mark W. Rutherford,Secretary of State,,L,Delaware,Precinct 15,14,5,0,19
Write in,Secretary of State,,,Delaware,Precinct 15,0,0,0,0
Tera Klutz,Auditor of State,,R,Delaware,Precinct 15,135,22,0,157
Joselyn Whitticker,Auditor of State,,D,Delaware,Precinct 15,148,51,0,199
John Schick,Auditor of State,,L,Delaware,Precinct 15,19,4,0,23
Kelly Mitchell,Treasurer of State,,R,Delaware,Precinct 15,147,29,0,176
John C. Aguilera,Treasurer of State,,D,Delaware,Precinct 15,154,47,0,201
Greg Pence,U.S. House,6,R,Delaware,Precinct 15,140,26,0,166
Jeannine Lee Lake,U.S. House,6,D,Delaware,Precinct 15,160,49,0,209
Tom Ferkinhoff,U.S. House,6,L,Delaware,Precinct 15,18,2,0,20
Write in,Write In,6,,Delaware,Precinct 15,0,0,0,0
Zaki Ali,State Senate,25,R,Delaware,Precinct 15,142,21,0,163
Tim Lanane,State Senate,25,D,Delaware,Precinct 15,163,53,0,216
Robert Q Jozwiak ,State Senate,25,L,Delaware,Precinct 15,11,2,0,13
No Candidate Filed,State Representative,34,R ,Delaware,Precinct 15,0,0,0,0
Sue Errington ,State Representative,34,D,Delaware,Precinct 15,218,54,0,272
,Registered Voters,,,Delaware,Precinct 18,,,,969
,Ballots Cast,,,Delaware,Precinct 18,257,88,0,345
Mike Braun,U.S. Senate,,R,Delaware,Precinct 18,33,9,0,42
Joe Donnelly,U.S. Senate,,D,Delaware,Precinct 18,207,77,0,284
Lucy M Brenton,U.S. Senate,,L,Delaware,Precinct 18,14,2,0,16
Write in,U.S. Senate,,,Delaware,Precinct 18,0,0,0,0
Connie Lawson,Secretary of State,,R,Delaware,Precinct 18,45,9,0,54
Jim Harper,Secretary of State,,D,Delaware,Precinct 18,191,74,0,265
Mark W. Rutherford,Secretary of State,,L,Delaware,Precinct 18,8,3,0,11
Write in,Secretary of State,,,Delaware,Precinct 18,2,0,0,2
Tera Klutz,Auditor of State,,R,Delaware,Precinct 18,36,10,0,46
Joselyn Whitticker,Auditor of State,,D,Delaware,Precinct 18,195,73,0,268
