candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Shon Byrum,State Representative,33,DEM,Jay,Noble,6,8,0,14
,Registered Voters,,,Jay,Penn,,,,690
,Ballots Cast,,,Jay,Penn,189,19,0,208
Mike Braun,U S Senate,,REP,Jay,Penn,79,4,0,83
Luke Messer,U S Senate,,REP,Jay,Penn,41,5,0,46
Todd Rokita,U S Senate,,REP,Jay,Penn,41,5,0,46
Joe Donnelly,U S Senate,,DEM,Jay,Penn,12,2,0,14
Jim Banks,U S House,3,REP,Jay,Penn,125,14,0,139
John F. Roberson,U S House,3,DEM,Jay,Penn,4,0,0,4
Tommy A Schrader,U S House,3,DEM,Jay,Penn,2,2,0,4
Courtney Tritch,U S House,3,DEM,Jay,Penn,6,0,0,6
Travis Holdman,State Senate,19,REP,Jay,Penn,116,11,0,127
Eric Orr,State Senate,19,REP,Jay,Penn,48,4,0,52
No Candidate Filed,State Senate,19,DEM,Jay,Penn,0,0,0,0
Jenae Horn Blasdei,State Representative,33,REP,Jay,Penn,87,11,0,98
John (J.D.) Prescott,State Representative,33,REP,Jay,Penn,83,5,0,88
Shon Byrum,State Representative,33,DEM,Jay,Penn,12,2,0,14
,Registered Voters,,,Jay,Pike,,,,543
,Ballots Cast,,,Jay,Pike,93,97,0,190
Mike Braun,U S Senate,,REP,Jay,Pike,37,23,0,60
Luke Messer,U S Senate,,REP,Jay,Pike,19,23,0,42
Todd Rokita,U S Senate,,REP,Jay,Pike,18,25,0,43
Joe Donnelly,U S Senate,,DEM,Jay,Pike,9,15,0,24
Jim Banks,U S House,3,REP,Jay,Pike,59,56,0,115
John F. Roberson,U S House,3,DEM,Jay,Pike,4,1,0,5
Tommy A Schrader,U S House,3,DEM,Jay,Pike,2,2,0,4
Courtney Tritch,U S House,3,DEM,Jay,Pike,6,9,0,15
Travis Holdman,State Senate,19,REP,Jay,Pike,52,49,0,101
Eric Orr,State Senate,19,REP,Jay,Pike,23,19,0,42
No Candidate Filed,State Senate,19,DEM,Jay,Pike,0,0,0,0
Jenae Horn Blasdei,State Representative,33,REP,Jay,Pike,36,37,0,73
John (J.D.) Prescott,State Representative,33,REP,Jay,Pike,40,39,0,79
Shon Byrum,State Representative,33,DEM,Jay,Pike,12,11,0,23
,Registered Voters,,,Jay,Redkey,,,,1154
,Ballots Cast,,,Jay,Redkey,221,51,0,272
Mike Braun,U S Senate,,REP,Jay,Redkey,57,11,0,68
Luke Messer,U S Senate,,REP,Jay,Redkey,35,5,0,40
Todd Rokita,U S Senate,,REP,Jay,Redkey,32,14,0,46
Joe Donnelly,U S Senate,,DEM,Jay,Redkey,63,13,0,76
Jim Banks,U S House,3,REP,Jay,Redkey,93,24,0,117
John F. Roberson,U S House,3,DEM,Jay,Redkey,20,5,0,25
Tommy A Schrader,U S House,3,DEM,Jay,Redkey,20,3,0,23
Courtney Tritch,U S House,3,DEM,Jay,Redkey,31,9,0,40
Travis Holdman,State Senate,19,REP,Jay,Redkey,90,23,0,113
Eric Orr,State Senate,19,REP,Jay,Redkey,31,6,0,37
No Candidate Filed,State Senate,19,DEM,Jay,Redkey,0,0,0,0
Jenae Horn Blasdei,State Representative,33,REP,Jay,Redkey,51,13,0,64
John (J.D.) Prescott,State Representative,33,REP,Jay,Redkey,76,17,0,93
Shon Byrum,State Representative,33,DEM,Jay,Redkey,61,10,0,71
,Registered Voters,,,Jay,Wabash,,,,0
,Ballots Cast,,,Jay,Wabash,69,13,0,82
Mike Braun,U S Senate,,REP,Jay,Wabash,32,4,0,36
Luke Messer,U S Senate,,REP,Jay,Wabash,12,0,0,12
Todd Rokita,U S Senate,,REP,Jay,Wabash,14,7,0,21
Joe Donnelly,U S Senate,,DEM,Jay,Wabash,5,0,0,5
Jim Banks,U S House,3,REP,Jay,Wabash,50,11,0,61
John F. Roberson,U S House,3,DEM,Jay,Wabash,1,0,0,1
Tommy A Schrader,U S House,3,DEM,Jay,Wabash,1,0,0,1
Courtney Tritch,U S House,3,DEM,Jay,Wabash,4,0,0,4
Travis Holdman,State Senate,19,REP,Jay,Wabash,52,12,0,64
Eric Orr,State Senate,19,REP,Jay,Wabash,7,0,0,7
No Candidate Filed,State Senate,19,DEM,Jay,Wabash,0,0,0,0
Jenae Horn Blasdei,State Representative,33,REP,Jay,Wabash,47,5,0,52
John (J.D.) Prescott,State Representative,33,REP,Jay,Wabash,12,5,0,17
Shon Byrum,State Representative,33,DEM,Jay,Wabash,3,0,0,3
,Registered Voters,,,Jay,Wayne 1,,,,0
,Ballots Cast,,,Jay,Wayne 1,131,112,0,243
Mike Braun,U S Senate,,REP,Jay,Wayne 1,32,31,0,63
Luke Messer,U S Senate,,REP,Jay,Wayne 1,30,26,0,56
Todd Rokita,U S Senate,,REP,Jay,Wayne 1,39,20,0,59
Joe Donnelly,U S Senate,,DEM,Jay,Wayne 1,21,18,0,39
Jim Banks,U S House,3,REP,Jay,Wayne 1,83,60,0,143
John F. Roberson,U S House,3,DEM,Jay,Wayne 1,4,6,0,10
Tommy A Schrader,U S House,3,DEM,Jay,Wayne 1,4,4,0,8
Courtney Tritch,U S House,3,DEM,Jay,Wayne 1,12,10,0,22
Travis Holdman,State Senate,19,REP,Jay,Wayne 1,69,47,0,116
Eric Orr,State Senate,19,REP,Jay,Wayne 1,30,28,0,58
No Candidate Filed,State Senate,19,DEM,Jay,Wayne 1,0,0,0,0
Jenae Horn Blasdei,State Representative,33,REP,Jay,Wayne 1,58,38,0,96
John (J.D.) Prescott,State Representative,33,REP,Jay,Wayne 1,47,46,0,93
Shon Byrum,State Representative,33,DEM,Jay,Wayne 1,19,18,0,37
,Registered Voters,,,Jay,Wayne 2,,,,0
,Ballots Cast,,,Jay,Wayne 2,181,120,0,301
Mike Braun,U S Senate,,REP,Jay,Wayne 2,56,29,0,85
Luke Messer,U S Senate,,REP,Jay,Wayne 2,44,22,0,66
Todd Rokita,U S Senate,,REP,Jay,Wayne 2,45,36,0,81
Joe Donnelly,U S Senate,,DEM,Jay,Wayne 2,19,26,0,45
Jim Banks,U S House,3,REP,Jay,Wayne 2,121,69,0,190
John F. Roberson,U S House,3,DEM,Jay,Wayne 2,4,6,0,10
Tommy A Schrader,U S House,3,DEM,Jay,Wayne 2,3,6,0,9
Courtney Tritch,U S House,3,DEM,Jay,Wayne 2,15,10,0,25
Travis Holdman,State Senate,19,REP,Jay,Wayne 2,107,64,0,171
Eric Orr,State Senate,19,REP,Jay,Wayne 2,44,22,0,66
No Candidate Filed,State Senate,19,DEM,Jay,Wayne 2,0,0,0,0
Jenae Horn Blasdei,State Representative,33,REP,Jay,Wayne 2,86,48,0,134
John (J.D.) Prescott,State Representative,33,REP,Jay,Wayne 2,66,41,0,107
Shon Byrum,State Representative,33,DEM,Jay,Wayne 2,22,22,0,44
,Registered Voters,,,Jay,Wayne 4,,,,0
,Ballots Cast,,,Jay,Wayne 4,225,105,0,330
Mike Braun,U S Senate,,REP,Jay,Wayne 4,74,34,0,108
Luke Messer,U S Senate,,REP,Jay,Wayne 4,51,25,0,76
Todd Rokita,U S Senate,,REP,Jay,Wayne 4,42,25,0,67
Joe Donnelly,U S Senate,,DEM,Jay,Wayne 4,30,11,0,41
Jim Banks,U S House,3,REP,Jay,Wayne 4,146,67,0,213
John F. Roberson,U S House,3,DEM,Jay,Wayne 4,7,2,0,9
Tommy A Schrader,U S House,3,DEM,Jay,Wayne 4,4,1,0,5
Courtney Tritch,U S House,3,DEM,Jay,Wayne 4,21,8,0,29
Travis Holdman,State Senate,19,REP,Jay,Wayne 4,125,69,0,194
Eric Orr,State Senate,19,REP,Jay,Wayne 4,55,20,0,75
No Candidate Filed,State Senate,19,DEM,Jay,Wayne 4,0,0,0,0
Jenae Horn Blasdei,State Representative,33,REP,Jay,Wayne 4,101,49,0,150
John (J.D.) Prescott,State Representative,33,REP,Jay,Wayne 4,82,41,0,123
Shon Byrum,State Representative,33,DEM,Jay,Wayne 4,25,8,0,33
,Registered Voters,,,Jay,Wayne 7,,,,0
,Ballots Cast,,,Jay,Wayne 7,190,94,0,284
Mike Braun,U S Senate,,REP,Jay,Wayne 7,61,25,0,86
Luke Messer,U S Senate,,REP,Jay,Wayne 7,31,24,0,55
Todd Rokita,U S Senate,,REP,Jay,Wayne 7,47,21,0,68
Joe Donnelly,U S Senate,,DEM,Jay,Wayne 7,29,11,0,40
Jim Banks,U S House,3,REP,Jay,Wayne 7,125,53,0,178
John F. Roberson,U S House,3,DEM,Jay,Wayne 7,8,3,0,11
Tommy A Schrader,U S House,3,DEM,Jay,Wayne 7,5,2,0,7
Courtney Tritch,U S House,3,DEM,Jay,Wayne 7,18,10,0,28
Travis Holdman,State Senate,19,REP,Jay,Wayne 7,97,59,0,156
Eric Orr,State Senate,19,REP,Jay,Wayne 7,47,10,0,57
No Candidate Filed,State Senate,19,DEM,Jay,Wayne 7,0,0,0,0
Jenae Horn Blasdei,State Representative,33,REP,Jay,Wayne 7,87,44,0,131
John (J.D.) Prescott,State Representative,33,REP,Jay,Wayne 7,61,28,0,89
Shon Byrum,State Representative,33,DEM,Jay,Wayne 7,28,11,0,39
