candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Write in,U.S. Senate,,,Knox,Vincennes City 5,0,1,0,1
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 5,179,86,0,265
Jim Harper,Secretary of State,,D,Knox,Vincennes City 5,125,50,0,175
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 5,26,7,0,33
Write in,Secretary of State,,,Knox,Vincennes City 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 5,168,78,0,246
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 5,125,55,0,180
John Schick,Auditor of State,,L,Knox,Vincennes City 5,28,8,0,36
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 5,193,88,0,281
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 5,129,54,0,183
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 5,198,89,0,287
William Tanoos,U.S. House,8,D,Knox,Vincennes City 5,130,55,0,185
Write in,U.S. House,8,,Knox,Vincennes City 5,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 5,247,102,0,349
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 5,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 5,208,88,0,296
Jim Exline,State Representative,45,D,Knox,Vincennes City 5,131,55,0,186
,Registered Voters,,,Knox,Vincennes City 6,,,,1018
,Ballots Cast,,,Knox,Vincennes City 6,310,121,0,431
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 6,158,64,0,222
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 6,113,41,0,154
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 6,28,14,0,42
Write in,U.S. Senate,,,Knox,Vincennes City 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 6,167,66,0,233
Jim Harper,Secretary of State,,D,Knox,Vincennes City 6,112,44,0,156
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 6,18,9,0,27
Write in,Secretary of State,,,Knox,Vincennes City 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 6,162,62,0,224
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 6,104,44,0,148
John Schick,Auditor of State,,L,Knox,Vincennes City 6,24,9,0,33
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 6,182,73,0,255
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 6,110,42,0,152
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 6,191,72,0,263
William Tanoos,U.S. House,8,D,Knox,Vincennes City 6,103,46,0,149
Write in,U.S. House,8,,Knox,Vincennes City 6,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 6,233,86,0,319
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 6,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 6,193,73,0,266
Jim Exline,State Representative,45,D,Knox,Vincennes City 6,104,45,0,149
,Registered Voters,,,Knox,Vincennes City 7,,,,1051
,Ballots Cast,,,Knox,Vincennes City 7,378,148,0,526
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 7,214,82,0,296
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 7,131,50,0,181
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 7,27,9,0,36
Write in,U.S. Senate,,,Knox,Vincennes City 7,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 7,233,85,0,318
Jim Harper,Secretary of State,,D,Knox,Vincennes City 7,110,48,0,158
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 7,24,5,0,29
Write in,Secretary of State,,,Knox,Vincennes City 7,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 7,231,81,0,312
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 7,106,50,0,156
John Schick,Auditor of State,,L,Knox,Vincennes City 7,19,4,0,23
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 7,241,88,0,329
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 7,110,46,0,156
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 7,248,94,0,342
William Tanoos,U.S. House,8,D,Knox,Vincennes City 7,106,45,0,151
Write in,U.S. House,8,,Knox,Vincennes City 7,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 7,287,105,0,392
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 7,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 7,240,86,0,326
Jim Exline,State Representative,45,D,Knox,Vincennes City 7,126,54,0,180
,Registered Voters,,,Knox,Vincennes City 8,,,,899
,Ballots Cast,,,Knox,Vincennes City 8,324,103,0,427
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 8,195,49,0,244
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 8,107,47,0,154
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 8,18,3,0,21
Write in,U.S. Senate,,,Knox,Vincennes City 8,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 8,195,54,0,249
Jim Harper,Secretary of State,,D,Knox,Vincennes City 8,100,42,0,142
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 8,18,4,0,22
Write in,Secretary of State,,,Knox,Vincennes City 8,0,1,0,1
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 8,188,54,0,242
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 8,98,41,0,139
John Schick,Auditor of State,,L,Knox,Vincennes City 8,19,2,0,21
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 8,208,60,0,268
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 8,100,39,0,139
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 8,217,63,0,280
William Tanoos,U.S. House,8,D,Knox,Vincennes City 8,96,37,0,133
Write in,U.S. House,8,,Knox,Vincennes City 8,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 8,245,72,0,317
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 8,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 8,210,57,0,267
Jim Exline,State Representative,45,D,Knox,Vincennes City 8,110,42,0,152
,Registered Voters,,,Knox,Vincennes City 9,,,,593
,Ballots Cast,,,Knox,Vincennes City 9,223,107,0,330
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 9,140,55,0,195
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 9,74,47,0,121
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 9,6,3,0,9
Write in,U.S. Senate,,,Knox,Vincennes City 9,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 9,143,59,0,202
Jim Harper,Secretary of State,,D,Knox,Vincennes City 9,62,44,0,106
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 9,6,1,0,7
Write in,Secretary of State,,,Knox,Vincennes City 9,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 9,133,58,0,191
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 9,63,42,0,105
John Schick,Auditor of State,,L,Knox,Vincennes City 9,13,0,0,13
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 9,144,57,0,201
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 9,65,42,0,107
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 9,151,65,0,216
William Tanoos,U.S. House,8,D,Knox,Vincennes City 9,63,38,0,101
Write in,U.S. House,8,,Knox,Vincennes City 9,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 9,167,68,0,235
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 9,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 9,147,56,0,203
Jim Exline,State Representative,45,D,Knox,Vincennes City 9,70,51,0,121
,Registered Voters,,,Knox,Vincennes City 10,,,,944
,Ballots Cast,,,Knox,Vincennes City 10,368,157,0,525
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 10,222,86,0,308
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 10,112,62,0,174
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 10,26,5,0,31
Write in,U.S. Senate,,,Knox,Vincennes City 10,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 10,232,89,0,321
Jim Harper,Secretary of State,,D,Knox,Vincennes City 10,106,60,0,166
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 10,18,3,0,21
Write in,Secretary of State,,,Knox,Vincennes City 10,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 10,217,84,0,301
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 10,107,62,0,169
John Schick,Auditor of State,,L,Knox,Vincennes City 10,17,1,0,18
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 10,239,91,0,330
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 10,101,57,0,158
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 10,250,99,0,349
William Tanoos,U.S. House,8,D,Knox,Vincennes City 10,94,54,0,148
Write in,U.S. House,8,,Knox,Vincennes City 10,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 10,299,116,0,415
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 10,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 10,241,97,0,338
Jim Exline,State Representative,45,D,Knox,Vincennes City 10,119,55,0,174
,Registered Voters,,,Knox,Vincennes City 11,,,,792
,Ballots Cast,,,Knox,Vincennes City 11,278,165,0,443
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 11,165,89,0,254
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 11,95,66,0,161
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 11,16,7,0,23
Write in,U.S. Senate,,,Knox,Vincennes City 11,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 11,172,90,0,262
Jim Harper,Secretary of State,,D,Knox,Vincennes City 11,81,63,0,144
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 11,16,5,0,21
Write in,Secretary of State,,,Knox,Vincennes City 11,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 11,163,89,0,252
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 11,82,60,0,142
John Schick,Auditor of State,,L,Knox,Vincennes City 11,17,3,0,20
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 11,183,92,0,275
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 11,81,62,0,143
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 11,185,93,0,278
William Tanoos,U.S. House,8,D,Knox,Vincennes City 11,85,63,0,148
Write in,U.S. House,8,,Knox,Vincennes City 11,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 11,226,121,0,347
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 11,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 11,182,94,0,276
Jim Exline,State Representative,45,D,Knox,Vincennes City 11,90,64,0,154
,Registered Voters,,,Knox,Vincennes City 12,,,,866
,Ballots Cast,,,Knox,Vincennes City 12,334,192,0,526
Mike Braun,U.S. Senate,,R,Knox,Vincennes City 12,204,100,0,304
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes City 12,107,77,0,184
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes City 12,18,10,0,28
Write in,U.S. Senate,,,Knox,Vincennes City 12,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes City 12,204,105,0,309
Jim Harper,Secretary of State,,D,Knox,Vincennes City 12,96,72,0,168
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes City 12,21,7,0,28
Write in,Secretary of State,,,Knox,Vincennes City 12,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes City 12,204,98,0,302
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes City 12,92,69,0,161
John Schick,Auditor of State,,L,Knox,Vincennes City 12,15,9,0,24
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes City 12,217,106,0,323
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes City 12,94,70,0,164
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes City 12,219,125,0,344
William Tanoos,U.S. House,8,D,Knox,Vincennes City 12,100,61,0,161
Write in,U.S. House,8,,Knox,Vincennes City 12,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes City 12,247,127,0,374
No Candidate Filed,State Senate,48,D,Knox,Vincennes City 12,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes City 12,213,120,0,333
Jim Exline,State Representative,45,D,Knox,Vincennes City 12,110,66,0,176
,Registered Voters,,,Knox,Vincennes TWP 1,,,,931
,Ballots Cast,,,Knox,Vincennes TWP 1,376,180,0,556
Mike Braun,U.S. Senate,,R,Knox,Vincennes TWP 1,244,104,0,348
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes TWP 1,108,67,0,175
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes TWP 1,17,8,0,25
Write in,U.S. Senate,,,Knox,Vincennes TWP 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes TWP 1,232,111,0,343
Jim Harper,Secretary of State,,D,Knox,Vincennes TWP 1,102,58,0,160
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes TWP 1,24,7,0,31
Write in,Secretary of State,,,Knox,Vincennes TWP 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes TWP 1,222,104,0,326
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes TWP 1,104,56,0,160
John Schick,Auditor of State,,L,Knox,Vincennes TWP 1,23,8,0,31
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes TWP 1,241,115,0,356
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes TWP 1,105,54,0,159
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes TWP 1,269,120,0,389
William Tanoos,U.S. House,8,D,Knox,Vincennes TWP 1,92,55,0,147
Write in,U.S. House,8,,Knox,Vincennes TWP 1,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes TWP 1,293,128,0,421
No Candidate Filed,State Senate,48,D,Knox,Vincennes TWP 1,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes TWP 1,255,111,0,366
Jim Exline,State Representative,45,D,Knox,Vincennes TWP 1,105,63,0,168
,Registered Voters,,,Knox,Vincennes TWP 2,,,,1309
,Ballots Cast,,,Knox,Vincennes TWP 2,486,338,0,824
Mike Braun,U.S. Senate,,R,Knox,Vincennes TWP 2,337,204,0,541
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes TWP 2,118,118,0,236
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes TWP 2,21,10,0,31
Write in,U.S. Senate,,,Knox,Vincennes TWP 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes TWP 2,343,211,0,554
Jim Harper,Secretary of State,,D,Knox,Vincennes TWP 2,111,107,0,218
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes TWP 2,19,9,0,28
Write in,Secretary of State,,,Knox,Vincennes TWP 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes TWP 2,332,196,0,528
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes TWP 2,112,109,0,221
John Schick,Auditor of State,,L,Knox,Vincennes TWP 2,17,14,0,31
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes TWP 2,358,208,0,566
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes TWP 2,103,108,0,211
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes TWP 2,367,224,0,591
William Tanoos,U.S. House,8,D,Knox,Vincennes TWP 2,98,103,0,201
Write in,U.S. House,8,,Knox,Vincennes TWP 2,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes TWP 2,408,261,0,669
No Candidate Filed,State Senate,48,D,Knox,Vincennes TWP 2,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes TWP 2,355,209,0,564
Jim Exline,State Representative,45,D,Knox,Vincennes TWP 2,118,114,0,232
,Registered Voters,,,Knox,Vincennes TWP 3,,,,439
,Ballots Cast,,,Knox,Vincennes TWP 3,195,60,0,255
Mike Braun,U.S. Senate,,R,Knox,Vincennes TWP 3,110,36,0,146
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes TWP 3,69,20,0,89
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes TWP 3,11,2,0,13
Write in,U.S. Senate,,,Knox,Vincennes TWP 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes TWP 3,110,36,0,146
Jim Harper,Secretary of State,,D,Knox,Vincennes TWP 3,60,18,0,78
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes TWP 3,12,3,0,15
Write in,Secretary of State,,,Knox,Vincennes TWP 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes TWP 3,108,37,0,145
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes TWP 3,56,18,0,74
John Schick,Auditor of State,,L,Knox,Vincennes TWP 3,14,1,0,15
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes TWP 3,122,38,0,160
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes TWP 3,53,16,0,69
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes TWP 3,122,39,0,161
William Tanoos,U.S. House,8,D,Knox,Vincennes TWP 3,63,16,0,79
Write in,U.S. House,8,,Knox,Vincennes TWP 3,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes TWP 3,144,47,0,191
No Candidate Filed,State Senate,48,D,Knox,Vincennes TWP 3,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Vincennes TWP 3,118,44,0,162
Jim Exline,State Representative,45,D,Knox,Vincennes TWP 3,64,14,0,78
,Registered Voters,,,Knox,Vincennes TWP 4,,,,747
,Ballots Cast,,,Knox,Vincennes TWP 4,269,108,0,377
Mike Braun,U.S. Senate,,R,Knox,Vincennes TWP 4,195,70,0,265
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes TWP 4,55,33,0,88
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes TWP 4,12,5,0,17
Write in,U.S. Senate,,,Knox,Vincennes TWP 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes TWP 4,183,75,0,258
Jim Harper,Secretary of State,,D,Knox,Vincennes TWP 4,58,26,0,84
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes TWP 4,14,2,0,16
Write in,Secretary of State,,,Knox,Vincennes TWP 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes TWP 4,178,67,0,245
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes TWP 4,52,29,0,81
John Schick,Auditor of State,,L,Knox,Vincennes TWP 4,6,6,0,12
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes TWP 4,186,73,0,259
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes TWP 4,50,28,0,78
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes TWP 4,199,81,0,280
William Tanoos,U.S. House,8,D,Knox,Vincennes TWP 4,51,24,0,75
Write in,U.S. House,8,,Knox,Vincennes TWP 4,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes TWP 4,213,86,0,299
No Candidate Filed,State Senate,48,D,Knox,Vincennes TWP 4,0,0,0,0
Matt Hostettler,State Representative,64,R,Knox,Vincennes TWP 4,212,86,0,298
No Candidate Filed,State Representative,64,D,Knox,Vincennes TWP 4,0,0,0,0
,Registered Voters,,,Knox,Vincennes TWP 5,,,,222
,Ballots Cast,,,Knox,Vincennes TWP 5,105,39,0,144
Mike Braun,U.S. Senate,,R,Knox,Vincennes TWP 5,60,24,0,84
Joe Donnelly,U.S. Senate,,D,Knox,Vincennes TWP 5,37,13,0,50
Lucy M Brenton,U.S. Senate,,L,Knox,Vincennes TWP 5,8,2,0,10
Write in,U.S. Senate,,,Knox,Vincennes TWP 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Vincennes TWP 5,62,20,0,82
Jim Harper,Secretary of State,,D,Knox,Vincennes TWP 5,36,16,0,52
Mark W. Rutherford,Secretary of State,,L,Knox,Vincennes TWP 5,4,2,0,6
Write in,Secretary of State,,,Knox,Vincennes TWP 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Vincennes TWP 5,55,20,0,75
Joselyn Whitticker,Auditor of State,,D,Knox,Vincennes TWP 5,31,16,0,47
John Schick,Auditor of State,,L,Knox,Vincennes TWP 5,9,1,0,10
Kelly Mitchell,Treasurer of State,,R,Knox,Vincennes TWP 5,64,21,0,85
John C. Aguilera,Treasurer of State,,D,Knox,Vincennes TWP 5,32,15,0,47
Larry D. Bucshon,U.S. House,8,R,Knox,Vincennes TWP 5,66,25,0,91
William Tanoos,U.S. House,8,D,Knox,Vincennes TWP 5,32,13,0,45
Write in,U.S. House,8,,Knox,Vincennes TWP 5,0,0,0,0
Mark Messmer,State Senate,48,R,Knox,Vincennes TWP 5,80,28,0,108
No Candidate Filed,State Senate,48,D,Knox,Vincennes TWP 5,0,0,0,0
Matt Hostettler,State Representative,64,R,Knox,Vincennes TWP 5,80,28,0,108
No Candidate Filed,State Representative,64,D,Knox,Vincennes TWP 5,0,0,0,0
,Registered Voters,,,Knox,Washington,,,,1340
,Ballots Cast,,,Knox,Washington,615,193,0,808
Mike Braun,U.S. Senate,,R,Knox,Washington,414,114,0,528
Joe Donnelly,U.S. Senate,,D,Knox,Washington,150,63,0,213
Lucy M Brenton,U.S. Senate,,L,Knox,Washington,36,11,0,47
Write in,U.S. Senate,,,Knox,Washington,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Washington,411,122,0,533
Jim Harper,Secretary of State,,D,Knox,Washington,145,61,0,206
Mark W. Rutherford,Secretary of State,,L,Knox,Washington,23,4,0,27
Write in,Secretary of State,,,Knox,Washington,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Washington,400,108,0,508
Joselyn Whitticker,Auditor of State,,D,Knox,Washington,140,61,0,201
John Schick,Auditor of State,,L,Knox,Washington,22,9,0,31
Kelly Mitchell,Treasurer of State,,R,Knox,Washington,422,120,0,542
John C. Aguilera,Treasurer of State,,D,Knox,Washington,132,60,0,192
Larry D. Bucshon,U.S. House,8,R,Knox,Washington,462,124,0,586
William Tanoos,U.S. House,8,D,Knox,Washington,120,56,0,176
Write in,U.S. House,8,,Knox,Washington,1,0,0,1
Eric S Bassler,State Senate,39,R,Knox,Washington,487,140,0,627
No Candidate Filed,State Senate,39,D,Knox,Washington,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Washington,449,118,0,567
Jim Exline,State Representative,45,D,Knox,Washington,142,69,0,211
,Registered Voters,,,Knox,Widner,,,,775
,Ballots Cast,,,Knox,Widner,432,82,0,514
Mike Braun,U.S. Senate,,R,Knox,Widner,311,58,0,369
Joe Donnelly,U.S. Senate,,D,Knox,Widner,81,23,0,104
Lucy M Brenton,U.S. Senate,,L,Knox,Widner,30,0,0,30
Write in,U.S. Senate,,,Knox,Widner,0,0,0,0
Connie Lawson,Secretary of State,,R,Knox,Widner,330,58,0,388
Jim Harper,Secretary of State,,D,Knox,Widner,69,20,0,89
Mark W. Rutherford,Secretary of State,,L,Knox,Widner,15,0,0,15
Write in,Secretary of State,,,Knox,Widner,0,0,0,0
Tera Klutz,Auditor of State,,R,Knox,Widner,304,56,0,360
Joselyn Whitticker,Auditor of State,,D,Knox,Widner,71,17,0,88
John Schick,Auditor of State,,L,Knox,Widner,19,3,0,22
Kelly Mitchell,Treasurer of State,,R,Knox,Widner,322,59,0,381
John C. Aguilera,Treasurer of State,,D,Knox,Widner,70,17,0,87
Larry D. Bucshon,U.S. House,8,R,Knox,Widner,346,64,0,410
William Tanoos,U.S. House,8,D,Knox,Widner,58,16,0,74
Write in,U.S. House,8,,Knox,Widner,1,0,0,1
Eric S Bassler,State Senate,39,R,Knox,Widner,375,66,0,441
No Candidate Filed,State Senate,39,D,Knox,Widner,0,0,0,0
Bruce Borders,State Representative,45,R,Knox,Widner,336,63,0,399
Jim Exline,State Representative,45,D,Knox,Widner,83,18,0,101
