candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia NORTHEAST,132,62,0,194
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia NORTHEAST,31,27,0,58
Jim Banks,U.S. House,3,R,Whitley,Columbia NORTHEAST,135,65,0,200
Courtney Tritch,U.S. House,3,D,Whitley,Columbia NORTHEAST,29,30,0,59
Write in,U.S. House,3,,Whitley,Columbia NORTHEAST,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia NORTHEAST,132,66,0,198
Gary L Snyder,State Senate,17,D,Whitley,Columbia NORTHEAST,31,28,0,59
Christopher Judy,State Representative,83,R,Whitley,Columbia NORTHEAST,146,73,0,219
,Registered Voters,,,Whitley,Columbia NORTHWEST,,,,313
,Ballots Cast,,,Whitley,Columbia NORTHWEST,,,,119
Mike Braun,U.S. Senate,,R,Whitley,Columbia NORTHWEST,80,42,0,122
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia NORTHWEST,35,19,0,54
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia NORTHWEST,3,6,0,9
Write in,U.S. Senate,,,Whitley,Columbia NORTHWEST,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,Columbia NORTHWEST,86,43,0,129
Jim Harper,Secretary of State,,D,Whitley,Columbia NORTHWEST,23,24,0,47
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia NORTHWEST,7,1,0,8
Write in,Secretary of State,,,Whitley,Columbia NORTHWEST,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,Columbia NORTHWEST,82,42,0,124
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia NORTHWEST,23,23,0,46
John Schick,Auditor of State,,L,Whitley,Columbia NORTHWEST,8,2,0,10
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia NORTHWEST,90,47,0,137
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia NORTHWEST,23,21,0,44
Jim Banks,U.S. House,3,R,Whitley,Columbia NORTHWEST,96,42,0,138
Courtney Tritch,U.S. House,3,D,Whitley,Columbia NORTHWEST,22,25,0,47
Write in,U.S. House,3,,Whitley,Columbia NORTHWEST,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia NORTHWEST,90,44,0,134
Gary L Snyder,State Senate,17,D,Whitley,Columbia NORTHWEST,27,24,0,51
Christopher Judy,State Representative,83,R,Whitley,Columbia NORTHWEST,104,50,0,154
,Registered Voters,,,Whitley,Columbia SOUTH,,,,934
,Ballots Cast,,,Whitley,Columbia SOUTH,,,,334
Mike Braun,U.S. Senate,,R,Whitley,Columbia SOUTH,245,181,0,426
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia SOUTH,73,60,0,133
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia SOUTH,15,7,0,22
Write in,U.S. Senate,,,Whitley,Columbia SOUTH,0,1,0,1
Connie Lawson,Secretary of State,,R,Whitley,Columbia SOUTH,248,182,0,430
Jim Harper,Secretary of State,,D,Whitley,Columbia SOUTH,67,55,0,122
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia SOUTH,16,9,0,25
Write in,Secretary of State,,,Whitley,Columbia SOUTH,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,Columbia SOUTH,240,179,0,419
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia SOUTH,65,53,0,118
John Schick,Auditor of State,,L,Whitley,Columbia SOUTH,18,9,0,27
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia SOUTH,254,177,0,431
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia SOUTH,66,61,0,127
Jim Banks,U.S. House,3,R,Whitley,Columbia SOUTH,263,177,0,440
Courtney Tritch,U.S. House,3,D,Whitley,Columbia SOUTH,66,65,0,131
Write in,U.S. House,3,,Whitley,Columbia SOUTH,0,1,0,1
Andy Zay,State Senate,17,R,Whitley,Columbia SOUTH,257,188,0,445
Gary L Snyder,State Senate,17,D,Whitley,Columbia SOUTH,69,61,0,130
Christopher Judy,State Representative,83,R,Whitley,Columbia SOUTH,296,211,0,507
,Registered Voters,,,Whitley,Columbia 1,,,,718
,Ballots Cast,,,Whitley,Columbia 1,,,,252
Mike Braun,U.S. Senate,,R,Whitley,Columbia 1,152,62,0,214
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia 1,84,39,0,123
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia 1,15,5,0,20
Write in,U.S. Senate,,,Whitley,Columbia 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,Columbia 1,165,65,0,230
Jim Harper,Secretary of State,,D,Whitley,Columbia 1,70,36,0,106
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia 1,12,3,0,15
Write in,Secretary of State,,,Whitley,Columbia 1,1,0,0,1
Tera Klutz,Auditor of State,,R,Whitley,Columbia 1,163,63,0,226
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia 1,67,40,0,107
John Schick,Auditor of State,,L,Whitley,Columbia 1,17,2,0,19
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia 1,172,65,0,237
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia 1,75,39,0,114
Jim Banks,U.S. House,3,R,Whitley,Columbia 1,179,67,0,246
Courtney Tritch,U.S. House,3,D,Whitley,Columbia 1,69,39,0,108
Write in,U.S. House,3,,Whitley,Columbia 1,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia 1,171,65,0,236
Gary L Snyder,State Senate,17,D,Whitley,Columbia 1,77,40,0,117
Christopher Judy,State Representative,83,R,Whitley,Columbia 1,212,79,0,291
,Registered Voters,,,Whitley,Columbia 2,,,,1264
,Ballots Cast,,,Whitley,Columbia 2,,,,401
Mike Braun,U.S. Senate,,R,Whitley,Columbia 2,262,140,0,402
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia 2,117,97,0,214
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia 2,19,14,0,33
Write in,U.S. Senate,,,Whitley,Columbia 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,Columbia 2,286,170,0,456
Jim Harper,Secretary of State,,D,Whitley,Columbia 2,94,71,0,165
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia 2,14,6,0,20
Write in,Secretary of State,,,Whitley,Columbia 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,Columbia 2,264,163,0,427
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia 2,102,76,0,178
John Schick,Auditor of State,,L,Whitley,Columbia 2,21,3,0,24
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia 2,288,170,0,458
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia 2,100,73,0,173
Jim Banks,U.S. House,3,R,Whitley,Columbia 2,290,162,0,452
Courtney Tritch,U.S. House,3,D,Whitley,Columbia 2,102,87,0,189
Write in,U.S. House,3,,Whitley,Columbia 2,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia 2,292,164,0,456
Gary L Snyder,State Senate,17,D,Whitley,Columbia 2,102,80,0,182
Christopher Judy,State Representative,83,R,Whitley,Columbia 2,342,183,0,525
,Registered Voters,,,Whitley,Columbia 3,,,,390
,Ballots Cast,,,Whitley,Columbia 3,,,,140
Mike Braun,U.S. Senate,,R,Whitley,Columbia 3,85,32,0,117
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia 3,43,27,0,70
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia 3,10,3,0,13
Write in,U.S. Senate,,,Whitley,Columbia 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,Columbia 3,93,38,0,131
Jim Harper,Secretary of State,,D,Whitley,Columbia 3,36,23,0,59
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia 3,7,2,0,9
Write in,Secretary of State,,,Whitley,Columbia 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,Columbia 3,92,38,0,130
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia 3,34,19,0,53
John Schick,Auditor of State,,L,Whitley,Columbia 3,7,3,0,10
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia 3,95,41,0,136
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia 3,36,20,0,56
Jim Banks,U.S. House,3,R,Whitley,Columbia 3,102,38,0,140
Courtney Tritch,U.S. House,3,D,Whitley,Columbia 3,36,23,0,59
Write in,U.S. House,3,,Whitley,Columbia 3,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia 3,100,40,0,140
Gary L Snyder,State Senate,17,D,Whitley,Columbia 3,37,22,0,59
Christopher Judy,State Representative,83,R,Whitley,Columbia 3,118,48,0,166
,Registered Voters,,,Whitley,Columbia 4,,,,387
,Ballots Cast,,,Whitley,Columbia 4,,,,177
Mike Braun,U.S. Senate,,R,Whitley,Columbia 4,119,30,0,149
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia 4,47,15,0,62
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia 4,10,2,0,12
Write in,U.S. Senate,,,Whitley,Columbia 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,Columbia 4,131,31,0,162
Jim Harper,Secretary of State,,D,Whitley,Columbia 4,35,15,0,50
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia 4,8,1,0,9
Write in,Secretary of State,,,Whitley,Columbia 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,Columbia 4,128,28,0,156
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia 4,40,18,0,58
John Schick,Auditor of State,,L,Whitley,Columbia 4,4,1,0,5
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia 4,135,29,0,164
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia 4,38,18,0,56
Jim Banks,U.S. House,3,R,Whitley,Columbia 4,140,30,0,170
Courtney Tritch,U.S. House,3,D,Whitley,Columbia 4,36,17,0,53
Write in,U.S. House,3,,Whitley,Columbia 4,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia 4,137,34,0,171
Gary L Snyder,State Senate,17,D,Whitley,Columbia 4,37,13,0,50
Christopher Judy,State Representative,83,R,Whitley,Columbia 4,152,37,0,189
,Registered Voters,,,Whitley,Columbia 5,,,,1151
,Ballots Cast,,,Whitley,Columbia 5,,,,403
Mike Braun,U.S. Senate,,R,Whitley,Columbia 5,252,69,0,321
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia 5,129,71,0,200
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia 5,20,7,0,27
Write in,U.S. Senate,,,Whitley,Columbia 5,0,3,0,3
Connie Lawson,Secretary of State,,R,Whitley,Columbia 5,268,77,0,345
Jim Harper,Secretary of State,,D,Whitley,Columbia 5,99,68,0,167
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia 5,27,1,0,28
Write in,Secretary of State,,,Whitley,Columbia 5,0,4,0,4
Tera Klutz,Auditor of State,,R,Whitley,Columbia 5,268,77,0,345
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia 5,94,65,0,159
John Schick,Auditor of State,,L,Whitley,Columbia 5,22,5,0,27
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia 5,289,81,0,370
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia 5,98,64,0,162
Jim Banks,U.S. House,3,R,Whitley,Columbia 5,280,79,0,359
Courtney Tritch,U.S. House,3,D,Whitley,Columbia 5,118,67,0,185
Write in,U.S. House,3,,Whitley,Columbia 5,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia 5,268,80,0,348
Gary L Snyder,State Senate,17,D,Whitley,Columbia 5,123,68,0,191
Christopher Judy,State Representative,83,R,Whitley,Columbia 5,330,99,0,429
,Registered Voters,,,Whitley,Columbia 6,,,,790
,Ballots Cast,,,Whitley,Columbia 6,,,,320
Mike Braun,U.S. Senate,,R,Whitley,Columbia 6,195,80,0,275
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia 6,104,60,0,164
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia 6,20,4,0,24
Write in,U.S. Senate,,,Whitley,Columbia 6,1,0,0,1
Connie Lawson,Secretary of State,,R,Whitley,Columbia 6,221,91,0,312
Jim Harper,Secretary of State,,D,Whitley,Columbia 6,86,51,0,137
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia 6,12,3,0,15
Write in,Secretary of State,,,Whitley,Columbia 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,Columbia 6,218,93,0,311
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia 6,83,42,0,125
John Schick,Auditor of State,,L,Whitley,Columbia 6,13,5,0,18
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia 6,221,92,0,313
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia 6,92,48,0,140
Jim Banks,U.S. House,3,R,Whitley,Columbia 6,220,87,0,307
Courtney Tritch,U.S. House,3,D,Whitley,Columbia 6,98,54,0,152
Write in,U.S. House,3,,Whitley,Columbia 6,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia 6,229,97,0,326
Gary L Snyder,State Senate,17,D,Whitley,Columbia 6,85,44,0,129
Christopher Judy,State Representative,83,R,Whitley,Columbia 6,270,109,0,379
,Registered Voters,,,Whitley,Columbia 7,,,,619
,Ballots Cast,,,Whitley,Columbia 7,,,,218
Mike Braun,U.S. Senate,,R,Whitley,Columbia 7,145,102,0,247
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia 7,60,48,0,108
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia 7,12,6,0,18
Write in,U.S. Senate,,,Whitley,Columbia 7,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,Columbia 7,159,108,0,267
Jim Harper,Secretary of State,,D,Whitley,Columbia 7,41,38,0,79
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia 7,12,5,0,17
Write in,Secretary of State,,,Whitley,Columbia 7,1,0,0,1
Tera Klutz,Auditor of State,,R,Whitley,Columbia 7,150,103,0,253
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia 7,46,32,0,78
John Schick,Auditor of State,,L,Whitley,Columbia 7,11,5,0,16
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia 7,164,103,0,267
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia 7,45,37,0,82
Jim Banks,U.S. House,3,R,Whitley,Columbia 7,168,103,0,271
Courtney Tritch,U.S. House,3,D,Whitley,Columbia 7,48,46,0,94
Write in,U.S. House,3,,Whitley,Columbia 7,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia 7,162,109,0,271
Gary L Snyder,State Senate,17,D,Whitley,Columbia 7,48,40,0,88
Christopher Judy,State Representative,83,R,Whitley,Columbia 7,187,117,0,304
,Registered Voters,,,Whitley,Columbia 8,,,,313
,Ballots Cast,,,Whitley,Columbia 8,,,,133
Mike Braun,U.S. Senate,,R,Whitley,Columbia 8,82,16,0,98
Joe Donnelly,U.S. Senate,,D,Whitley,Columbia 8,40,19,0,59
Lucy M Brenton,U.S. Senate,,L,Whitley,Columbia 8,8,3,0,11
Write in,U.S. Senate,,,Whitley,Columbia 8,0,1,0,1
Connie Lawson,Secretary of State,,R,Whitley,Columbia 8,87,20,0,107
Jim Harper,Secretary of State,,D,Whitley,Columbia 8,34,16,0,50
Mark W. Rutherford,Secretary of State,,L,Whitley,Columbia 8,9,3,0,12
Write in,Secretary of State,,,Whitley,Columbia 8,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,Columbia 8,86,20,0,106
Joselyn Whitticker,Auditor of State,,D,Whitley,Columbia 8,32,15,0,47
John Schick,Auditor of State,,L,Whitley,Columbia 8,8,4,0,12
Kelly Mitchell,Treasurer of State,,R,Whitley,Columbia 8,92,21,0,113
John C. Aguilera,Treasurer of State,,D,Whitley,Columbia 8,32,17,0,49
Jim Banks,U.S. House,3,R,Whitley,Columbia 8,98,22,0,120
Courtney Tritch,U.S. House,3,D,Whitley,Columbia 8,35,17,0,52
Write in,U.S. House,3,,Whitley,Columbia 8,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Columbia 8,94,21,0,115
Gary L Snyder,State Senate,17,D,Whitley,Columbia 8,34,17,0,51
Christopher Judy,State Representative,83,R,Whitley,Columbia 8,107,22,0,129
,Registered Voters,,,Whitley,ETNA,,,,537
,Ballots Cast,,,Whitley,ETNA,,,,213
Mike Braun,U.S. Senate,,R,Whitley,ETNA,128,72,0,200
Joe Donnelly,U.S. Senate,,D,Whitley,ETNA,70,54,0,124
Lucy M Brenton,U.S. Senate,,L,Whitley,ETNA,12,3,0,15
Write in,U.S. Senate,,,Whitley,ETNA,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,ETNA,144,80,0,224
Jim Harper,Secretary of State,,D,Whitley,ETNA,60,46,0,106
Mark W. Rutherford,Secretary of State,,L,Whitley,ETNA,6,2,0,8
Write in,Secretary of State,,,Whitley,ETNA,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,ETNA,142,81,0,223
Joselyn Whitticker,Auditor of State,,D,Whitley,ETNA,56,44,0,100
John Schick,Auditor of State,,L,Whitley,ETNA,6,4,0,10
Kelly Mitchell,Treasurer of State,,R,Whitley,ETNA,151,86,0,237
John C. Aguilera,Treasurer of State,,D,Whitley,ETNA,54,43,0,97
Jim Banks,U.S. House,3,R,Whitley,ETNA,145,81,0,226
Courtney Tritch,U.S. House,3,D,Whitley,ETNA,64,49,0,113
Write in,U.S. House,3,,Whitley,ETNA,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,ETNA,141,82,0,223
Gary L Snyder,State Senate,17,D,Whitley,ETNA,63,47,0,110
Christopher Judy,State Representative,83,R,Whitley,ETNA,166,98,0,264
,Registered Voters,,,Whitley,TROY,,,,743
,Ballots Cast,,,Whitley,TROY,,,,354
Mike Braun,U.S. Senate,,R,Whitley,TROY,266,67,0,333
Joe Donnelly,U.S. Senate,,D,Whitley,TROY,71,32,0,103
Lucy M Brenton,U.S. Senate,,L,Whitley,TROY,14,1,0,15
Write in,U.S. Senate,,,Whitley,TROY,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,TROY,271,68,0,339
Jim Harper,Secretary of State,,D,Whitley,TROY,52,29,0,81
Mark W. Rutherford,Secretary of State,,L,Whitley,TROY,20,3,0,23
Write in,Secretary of State,,,Whitley,TROY,2,0,0,2
Tera Klutz,Auditor of State,,R,Whitley,TROY,260,71,0,331
Joselyn Whitticker,Auditor of State,,D,Whitley,TROY,53,24,0,77
John Schick,Auditor of State,,L,Whitley,TROY,20,1,0,21
Kelly Mitchell,Treasurer of State,,R,Whitley,TROY,283,70,0,353
John C. Aguilera,Treasurer of State,,D,Whitley,TROY,50,26,0,76
Jim Banks,U.S. House,3,R,Whitley,TROY,285,71,0,356
Courtney Tritch,U.S. House,3,D,Whitley,TROY,63,27,0,90
Write in,U.S. House,3,,Whitley,TROY,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,TROY,276,71,0,347
Gary L Snyder,State Senate,17,D,Whitley,TROY,63,29,0,92
Christopher Judy,State Representative,83,R,Whitley,TROY,306,81,0,387
,Registered Voters,,,Whitley,Jefferson EAST,,,,1054
,Ballots Cast,,,Whitley,Jefferson EAST,,,,537
Mike Braun,U.S. Senate,,R,Whitley,Jefferson EAST,366,101,0,467
Joe Donnelly,U.S. Senate,,D,Whitley,Jefferson EAST,148,58,0,206
Lucy M Brenton,U.S. Senate,,L,Whitley,Jefferson EAST,19,6,0,25
Write in,U.S. Senate,,,Whitley,Jefferson EAST,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,Jefferson EAST,392,104,0,496
Jim Harper,Secretary of State,,D,Whitley,Jefferson EAST,123,55,0,178
Mark W. Rutherford,Secretary of State,,L,Whitley,Jefferson EAST,13,6,0,19
Write in,Secretary of State,,,Whitley,Jefferson EAST,0,0,0,0
Tera Klutz,Auditor of State,,R,Whitley,Jefferson EAST,390,105,0,495
Joselyn Whitticker,Auditor of State,,D,Whitley,Jefferson EAST,117,54,0,171
John Schick,Auditor of State,,L,Whitley,Jefferson EAST,18,3,0,21
Kelly Mitchell,Treasurer of State,,R,Whitley,Jefferson EAST,403,109,0,512
John C. Aguilera,Treasurer of State,,D,Whitley,Jefferson EAST,121,53,0,174
Jim Banks,U.S. House,3,R,Whitley,Jefferson EAST,399,113,0,512
Courtney Tritch,U.S. House,3,D,Whitley,Jefferson EAST,136,52,0,188
Write in,U.S. House,3,,Whitley,Jefferson EAST,0,0,0,0
Andy Zay,State Senate,17,R,Whitley,Jefferson EAST,,,,
Gary L Snyder,State Senate,17,D,Whitley,Jefferson EAST,,,,
Christopher Judy,State Representative,83,R,Whitley,Jefferson EAST,453,127,0,580
,Registered Voters,,,Whitley,Jefferson WEST,,,,634
,Ballots Cast,,,Whitley,Jefferson WEST,,,,312
Mike Braun,U.S. Senate,,R,Whitley,Jefferson WEST,200,70,0,270
Joe Donnelly,U.S. Senate,,D,Whitley,Jefferson WEST,93,27,0,120
Lucy M Brenton,U.S. Senate,,L,Whitley,Jefferson WEST,16,1,0,17
Write in,U.S. Senate,,,Whitley,Jefferson WEST,0,0,0,0
Connie Lawson,Secretary of State,,R,Whitley,Jefferson WEST,211,73,0,284
