county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
LaPorte,Center 1,Ballots Cast,,,,180,43,0,223
LaPorte,Center 1,Registered Voters,,,,,,,1205
LaPorte,Center 1,U.S. Senate,,Joe Donnelly,DEM,70,20,0,90
LaPorte,Center 1,U.S. House,2,Douglas Carpenter,DEM,7,2,0,9
LaPorte,Center 1,U.S. House,2,Pat Hackett,DEM,21,6,0,27
LaPorte,Center 1,U.S. House,2,Mel Hall,DEM,30,11,0,41
LaPorte,Center 1,U.S. House,2,Roland E. Leech,DEM,1,0,0,1
LaPorte,Center 1,U.S. House,2,John H. Petroff,DEM,6,1,0,7
LaPorte,Center 1,U.S. House,2,Joshi Yatish,DEM,9,1,0,10
LaPorte,Center 1,State House,20,No Candidate Filed,DEM,0,0,0,0
LaPorte,Center 1,U.S. Senate,,Mike Braun,REP,41,9,0,50
LaPorte,Center 1,U.S. Senate,,Luke Messer,REP,22,3,0,25
LaPorte,Center 1,U.S. Senate,,Todd Rokita,REP,27,6,0,33
LaPorte,Center 1,U.S. House,2,Mark Summe,REP,24,6,0,30
LaPorte,Center 1,U.S. House,2,Jackie Walorski,REP,70,13,0,83
LaPorte,Center 1,State House,20,Jim Pressel,REP,91,16,0,107
LaPorte,Center 2,Ballots Cast,,,,180,44,0,224
LaPorte,Center 2,Registered Voters,,,,,,,1278
LaPorte,Center 2,U.S. Senate,,Joe Donnelly,DEM,81,25,0,106
LaPorte,Center 2,U.S. House,2,Douglas Carpenter,DEM,11,0,0,11
LaPorte,Center 2,U.S. House,2,Pat Hackett,DEM,15,11,0,26
LaPorte,Center 2,U.S. House,2,Mel Hall,DEM,37,5,0,42
LaPorte,Center 2,U.S. House,2,Roland E. Leech,DEM,2,0,0,2
LaPorte,Center 2,U.S. House,2,John H. Petroff,DEM,7,0,0,7
LaPorte,Center 2,U.S. House,2,Joshi Yatish,DEM,11,3,0,14
LaPorte,Center 2,State House,20,No Candidate Filed,DEM,0,0,0,0
LaPorte,Center 2,U.S. Senate,,Mike Braun,REP,41,12,0,53
LaPorte,Center 2,U.S. Senate,,Luke Messer,REP,13,1,0,14
LaPorte,Center 2,U.S. Senate,,Todd Rokita,REP,30,4,0,34
LaPorte,Center 2,U.S. House,2,Mark Summe,REP,21,3,0,24
LaPorte,Center 2,U.S. House,2,Jackie Walorski,REP,66,14,0,80
LaPorte,Center 2,State House,20,Jim Pressel,REP,75,17,0,92
LaPorte,Center 3,Ballots Cast,,,,170,29,0,199
LaPorte,Center 3,Registered Voters,,,,,,,1040
LaPorte,Center 3,U.S. Senate,,Joe Donnelly,DEM,73,20,0,93
LaPorte,Center 3,U.S. House,2,Douglas Carpenter,DEM,8,2,0,10
LaPorte,Center 3,U.S. House,2,Pat Hackett,DEM,22,7,0,29
LaPorte,Center 3,U.S. House,2,Mel Hall,DEM,36,12,0,48
LaPorte,Center 3,U.S. House,2,Roland E. Leech,DEM,1,1,0,2
LaPorte,Center 3,U.S. House,2,John H. Petroff,DEM,7,0,0,7
LaPorte,Center 3,U.S. House,2,Joshi Yatish,DEM,6,0,0,6
LaPorte,Center 3,State House,20,No Candidate Filed,DEM,0,0,0,0
LaPorte,Center 3,U.S. Senate,,Mike Braun,REP,42,4,0,46
LaPorte,Center 3,U.S. Senate,,Luke Messer,REP,19,1,0,20
LaPorte,Center 3,U.S. Senate,,Todd Rokita,REP,20,0,0,20
LaPorte,Center 3,U.S. House,2,Mark Summe,REP,20,1,0,21
LaPorte,Center 3,U.S. House,2,Jackie Walorski,REP,64,2,0,66
LaPorte,Center 3,State House,20,Jim Pressel,REP,77,5,0,82
LaPorte,Center 4,Ballots Cast,,,,133,17,0,150
LaPorte,Center 4,Registered Voters,,,,,,,993
LaPorte,Center 4,U.S. Senate,,Joe Donnelly,DEM,47,10,0,57
LaPorte,Center 4,U.S. House,2,Douglas Carpenter,DEM,5,0,0,5
LaPorte,Center 4,U.S. House,2,Pat Hackett,DEM,11,4,0,15
LaPorte,Center 4,U.S. House,2,Mel Hall,DEM,24,5,0,29
LaPorte,Center 4,U.S. House,2,Roland E. Leech,DEM,0,1,0,1
LaPorte,Center 4,U.S. House,2,John H. Petroff,DEM,4,0,0,4
LaPorte,Center 4,U.S. House,2,Joshi Yatish,DEM,8,0,0,8
LaPorte,Center 4,State House,20,No Candidate Filed,DEM,0,0,0,0
LaPorte,Center 4,U.S. Senate,,Mike Braun,REP,42,2,0,44
LaPorte,Center 4,U.S. Senate,,Luke Messer,REP,11,1,0,12
LaPorte,Center 4,U.S. Senate,,Todd Rokita,REP,22,1,0,23
LaPorte,Center 4,U.S. House,2,Mark Summe,REP,13,0,0,13
LaPorte,Center 4,U.S. House,2,Jackie Walorski,REP,60,4,0,64
LaPorte,Center 4,State House,20,Jim Pressel,REP,72,3,0,75
LaPorte,Center 5,Ballots Cast,,,,184,27,0,211
LaPorte,Center 5,Registered Voters,,,,,,,1075
LaPorte,Center 5,U.S. Senate,,Joe Donnelly,DEM,71,12,0,83
LaPorte,Center 5,U.S. House,2,Douglas Carpenter,DEM,4,1,0,5
LaPorte,Center 5,U.S. House,2,Pat Hackett,DEM,16,4,0,20
LaPorte,Center 5,U.S. House,2,Mel Hall,DEM,37,6,0,43
LaPorte,Center 5,U.S. House,2,Roland E. Leech,DEM,1,1,0,2
LaPorte,Center 5,U.S. House,2,John H. Petroff,DEM,4,1,0,5
LaPorte,Center 5,U.S. House,2,Joshi Yatish,DEM,14,0,0,14
LaPorte,Center 5,State House,20,No Candidate Filed,DEM,0,0,0,0
LaPorte,Center 5,U.S. Senate,,Mike Braun,REP,44,5,0,49
LaPorte,Center 5,U.S. Senate,,Luke Messer,REP,22,4,0,26
LaPorte,Center 5,U.S. Senate,,Todd Rokita,REP,32,3,0,35
LaPorte,Center 5,U.S. House,2,Mark Summe,REP,34,4,0,38
LaPorte,Center 5,U.S. House,2,Jackie Walorski,REP,69,8,0,77
LaPorte,Center 5,State House,20,Jim Pressel,REP,98,12,0,110
LaPorte,Clinton,Ballots Cast,,,,118,10,0,128
LaPorte,Clinton,Registered Voters,,,,,,,844
LaPorte,Clinton,U.S. Senate,,Joe Donnelly,DEM,25,3,0,28
LaPorte,Clinton,U.S. House,1,Larry Chubb,DEM,5,0,0,5
LaPorte,Clinton,U.S. House,1,"Antonio (Tony) Daggett, Sr.",DEM,3,1,0,4
LaPorte,Clinton,U.S. House,1,Peter J. Visclosky,DEM,15,2,0,17
LaPorte,Clinton,State House,9,Patricia A. (Pat) Boy,DEM,6,0,0,6
LaPorte,Clinton,State House,9,Sean Fitzpatrick,DEM,12,2,0,14
LaPorte,Clinton,State House,9,Duane Parry,DEM,7,1,0,8
LaPorte,Clinton,U.S. Senate,,Mike Braun,REP,36,2,0,38
LaPorte,Clinton,U.S. Senate,,Luke Messer,REP,21,1,0,22
LaPorte,Clinton,U.S. Senate,,Todd Rokita,REP,31,4,0,35
LaPorte,Clinton,U.S. House,1,Jeremy D. Belko,REP,11,0,0,11
LaPorte,Clinton,U.S. House,1,David Dopp,REP,18,2,0,20
LaPorte,Clinton,U.S. House,1,Roseann P. Ivanovich,REP,13,0,0,13
LaPorte,Clinton,U.S. House,1,Mark Leyva,REP,6,0,0,6
LaPorte,Clinton,U.S. House,1,John Meyer,REP,22,3,0,25
LaPorte,Clinton,U.S. House,1,Nicholas Pappas,REP,12,1,0,13
LaPorte,Clinton,State House,9,Dan Granquist,REP,79,7,0,86
LaPorte,Coolspring 1,Ballots Cast,,,,200,30,0,230
LaPorte,Coolspring 1,Registered Voters,,,,,,,1183
LaPorte,Coolspring 1,U.S. Senate,,Joe Donnelly,DEM,112,22,0,134
LaPorte,Coolspring 1,U.S. House,1,Larry Chubb,DEM,12,2,0,14
LaPorte,Coolspring 1,U.S. House,1,"Antonio (Tony) Daggett, Sr.",DEM,12,2,0,14
LaPorte,Coolspring 1,U.S. House,1,Peter J. Visclosky,DEM,90,18,0,108
LaPorte,Coolspring 1,State Senate,4,Karen Tallian,DEM,102,17,0,119
LaPorte,Coolspring 1,State House,9,Patricia A. (Pat) Boy,DEM,58,13,0,71
LaPorte,Coolspring 1,State House,9,Sean Fitzpatrick,DEM,29,6,0,35
LaPorte,Coolspring 1,State House,9,Duane Parry,DEM,31,5,0,36
LaPorte,Coolspring 1,U.S. Senate,,Mike Braun,REP,35,2,0,37
LaPorte,Coolspring 1,U.S. Senate,,Luke Messer,REP,11,2,0,13
LaPorte,Coolspring 1,U.S. Senate,,Todd Rokita,REP,22,1,0,23
LaPorte,Coolspring 1,U.S. House,1,Jeremy D. Belko,REP,9,0,0,9
LaPorte,Coolspring 1,U.S. House,1,David Dopp,REP,3,1,0,4
LaPorte,Coolspring 1,U.S. House,1,Roseann P. Ivanovich,REP,15,0,0,15
LaPorte,Coolspring 1,U.S. House,1,Mark Leyva,REP,5,1,0,6
LaPorte,Coolspring 1,U.S. House,1,John Meyer,REP,21,2,0,23
LaPorte,Coolspring 1,U.S. House,1,Nicholas Pappas,REP,9,1,0,10
LaPorte,Coolspring 1,State Senate,4,Cole Stultz,REP,55,5,0,60
LaPorte,Coolspring 1,State House,9,Dan Granquist,REP,54,5,0,59
LaPorte,Coolspring 2,Ballots Cast,,,,111,24,0,135
