county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Knox,Bicknell City 1,Ballots Cast,,,,107,20,0,127
Knox,Bicknell City 1,Registered Voters,,,,,,,591
Knox,Bicknell City 1,U.S. Senate,,Mike Braun,REP,38,7,0,45
Knox,Bicknell City 1,U.S. Senate,,Luke Messer,REP,9,1,0,10
Knox,Bicknell City 1,U.S. Senate,,Todd Rokita,REP,18,2,0,20
Knox,Bicknell City 1,U.S. Senate,,Joe Donnelly,DEM,31,9,0,40
Knox,Bicknell City 1,U.S. House,8,Larry D. Bucshon,REP,50,8,0,58
Knox,Bicknell City 1,U.S. House,8,Rachel Covington,REP,7,1,0,8
Knox,Bicknell City 1,U.S. House,8,Richard Moss,REP,9,0,0,9
Knox,Bicknell City 1,U.S. House,8,William Tanoos,DEM,33,9,0,42
Knox,Bicknell City 1,State Senate,39,Eric S. Bassler,REP,54,6,0,60
Knox,Bicknell City 1,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Knox,Bicknell City 1,State House,45,Bruce Borders,REP,53,7,0,60
Knox,Bicknell City 1,State House,45,Jim Exline,DEM,33,7,0,40
Knox,Bicknell City 2,Ballots Cast,,,,114,21,0,135
Knox,Bicknell City 2,Registered Voters,,,,,,,525
Knox,Bicknell City 2,U.S. Senate,,Mike Braun,REP,40,6,0,46
Knox,Bicknell City 2,U.S. Senate,,Luke Messer,REP,18,3,0,21
Knox,Bicknell City 2,U.S. Senate,,Todd Rokita,REP,13,1,0,14
Knox,Bicknell City 2,U.S. Senate,,Joe Donnelly,DEM,27,8,0,35
Knox,Bicknell City 2,U.S. House,8,Larry D. Bucshon,REP,48,8,0,56
Knox,Bicknell City 2,U.S. House,8,Rachel Covington,REP,6,1,0,7
Knox,Bicknell City 2,U.S. House,8,Richard Moss,REP,17,1,0,18
Knox,Bicknell City 2,U.S. House,8,William Tanoos,DEM,25,6,0,31
Knox,Bicknell City 2,State Senate,39,Eric S. Bassler,REP,60,9,0,69
Knox,Bicknell City 2,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Knox,Bicknell City 2,State House,45,Bruce Borders,REP,68,9,0,77
Knox,Bicknell City 2,State House,45,Jim Exline,DEM,23,7,0,30
Knox,Bicknell City 3,Ballots Cast,,,,105,28,0,133
Knox,Bicknell City 3,Registered Voters,,,,,,,448
Knox,Bicknell City 3,U.S. Senate,,Mike Braun,REP,28,8,0,36
Knox,Bicknell City 3,U.S. Senate,,Luke Messer,REP,14,0,0,14
Knox,Bicknell City 3,U.S. Senate,,Todd Rokita,REP,16,3,0,19
Knox,Bicknell City 3,U.S. Senate,,Joe Donnelly,DEM,36,14,0,50
Knox,Bicknell City 3,U.S. House,8,Larry D. Bucshon,REP,40,8,0,48
Knox,Bicknell City 3,U.S. House,8,Rachel Covington,REP,5,1,0,6
Knox,Bicknell City 3,U.S. House,8,Richard Moss,REP,15,3,0,18
Knox,Bicknell City 3,U.S. House,8,William Tanoos,DEM,26,13,0,39
Knox,Bicknell City 3,State Senate,39,Eric S. Bassler,REP,49,8,0,57
Knox,Bicknell City 3,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Knox,Bicknell City 3,State House,45,Bruce Borders,REP,57,7,0,58
Knox,Bicknell City 3,State House,45,Jim Exline,DEM,30,12,0,42
Knox,Bicknell City 4,Ballots Cast,,,,69,6,0,75
Knox,Bicknell City 4,Registered Voters,,,,,,,282
Knox,Bicknell City 4,U.S. Senate,,Mike Braun,REP,25,2,0,27
Knox,Bicknell City 4,U.S. Senate,,Luke Messer,REP,14,0,0,14
Knox,Bicknell City 4,U.S. Senate,,Todd Rokita,REP,7,0,0,7
Knox,Bicknell City 4,U.S. Senate,,Joe Donnelly,DEM,13,3,0,16
Knox,Bicknell City 4,U.S. House,8,Larry D. Bucshon,REP,29,1,0,30
Knox,Bicknell City 4,U.S. House,8,Rachel Covington,REP,7,0,0,7
Knox,Bicknell City 4,U.S. House,8,Richard Moss,REP,11,1,0,12
Knox,Bicknell City 4,U.S. House,8,William Tanoos,DEM,10,4,0,14
Knox,Bicknell City 4,State Senate,39,Eric S. Bassler,REP,38,2,0,40
Knox,Bicknell City 4,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Knox,Bicknell City 4,State House,45,Bruce Borders,REP,48,2,0,50
Knox,Bicknell City 4,State House,45,Jim Exline,DEM,10,3,0,13
Knox,Busseron,Ballots Cast,,,,176,49,0,225
Knox,Busseron,Registered Voters,,,,,,,861
Knox,Busseron,U.S. Senate,,Mike Braun,REP,68,17,0,85
Knox,Busseron,U.S. Senate,,Luke Messer,REP,23,3,0,26
Knox,Busseron,U.S. Senate,,Todd Rokita,REP,21,6,0,27
Knox,Busseron,U.S. Senate,,Joe Donnelly,DEM,44,18,0,62
Knox,Busseron,U.S. House,8,Larry D. Bucshon,REP,87,21,0,108
Knox,Busseron,U.S. House,8,Rachel Covington,REP,10,2,0,12
Knox,Busseron,U.S. House,8,Richard Moss,REP,18,1,0,19
Knox,Busseron,U.S. House,8,William Tanoos,DEM,36,13,0,49
Knox,Busseron,State Senate,39,Eric S. Bassler,REP,95,18,0,113
Knox,Busseron,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Knox,Busseron,State House,45,Bruce Borders,REP,95,19,0,114
Knox,Busseron,State House,45,Jim Exline,DEM,37,11,0,48
Knox,Decker,Ballots Cast,,,,57,8,0,65
Knox,Decker,Registered Voters,,,,,,,142
Knox,Decker,U.S. Senate,,Mike Braun,REP,23,1,0,24
Knox,Decker,U.S. Senate,,Luke Messer,REP,10,3,0,13
Knox,Decker,U.S. Senate,,Todd Rokita,REP,6,3,0,9
Knox,Decker,U.S. Senate,,Joe Donnelly,DEM,12,0,0,12
Knox,Decker,U.S. House,8,Larry D. Bucshon,REP,26,4,0,30
Knox,Decker,U.S. House,8,Rachel Covington,REP,5,1,0,6
Knox,Decker,U.S. House,8,Richard Moss,REP,8,2,0,10
Knox,Decker,U.S. House,8,William Tanoos,DEM,7,0,0,7
Knox,Decker,State Senate,48,Mark Messmer,REP,26,6,0,32
Knox,Decker,State Senate,48,No Candidate Filed,DEM,0,0,0,0
Knox,Decker,State House,64,Ken A Beckerman,REP,19,3,0,22
Knox,Decker,State House,64,Matt Hostettler,REP,19,3,0,22
Knox,Decker,State House,64,Bruce W Ungethiem,REP,1,1,0,2
Knox,Decker,State House,64,No Candidate Filed,DEM,0,0,0,0
Knox,Harrison,Ballots Cast,,,,375,121,0,496
Knox,Harrison,Registered Voters,,,,,,,1370
Knox,Harrison,U.S. Senate,,Mike Braun,REP,148,36,0,184
Knox,Harrison,U.S. Senate,,Luke Messer,REP,80,27,0,107
Knox,Harrison,U.S. Senate,,Todd Rokita,REP,38,8,0,46
Knox,Harrison,U.S. Senate,,Joe Donnelly,DEM,51,27,0,78
Knox,Harrison,U.S. House,8,Larry D. Bucshon,REP,163,57,0,220
Knox,Harrison,U.S. House,8,Rachel Covington,REP,34,5,0,39
Knox,Harrison,U.S. House,8,Richard Moss,REP,75,15,0,90
Knox,Harrison,U.S. House,8,William Tanoos,DEM,44,28,0,72
Knox,Harrison,State Senate,48,Mark Messmer,REP,224,59,0,283
Knox,Harrison,State Senate,48,No Candidate Filed,DEM,0,0,0,0
Knox,Harrison,State House,64,Ken A Beckerman,REP,47,14,0,61
Knox,Harrison,State House,64,Matt Hostettler,REP,209,58,0,267
Knox,Harrison,State House,64,Bruce W Ungethiem,REP,19,6,0,25
Knox,Harrison,State House,64,No Candidate Filed,DEM,0,0,0,0
Knox,Johnson,Ballots Cast,,,,265,130,0,395
Knox,Johnson,Registered Voters,,,,,,,1006
Knox,Johnson,U.S. Senate,,Mike Braun,REP,104,59,0,163
Knox,Johnson,U.S. Senate,,Luke Messer,REP,50,15,0,65
Knox,Johnson,U.S. Senate,,Todd Rokita,REP,42,13,0,55
Knox,Johnson,U.S. Senate,,Joe Donnelly,DEM,36,23,0,59
Knox,Johnson,U.S. House,8,Larry D. Bucshon,REP,130,66,0,196
Knox,Johnson,U.S. House,8,Rachel Covington,REP,25,15,0,40
Knox,Johnson,U.S. House,8,Richard Moss,REP,50,8,0,58
Knox,Johnson,U.S. House,8,William Tanoos,DEM,26,21,0,47
Knox,Johnson,State Senate,48,Mark Messmer,REP,163,62,0,225
Knox,Johnson,State Senate,48,No Candidate Filed,DEM,0,0,0,0
Knox,Johnson,State House,64,Ken A Beckerman,REP,55,16,0,71
Knox,Johnson,State House,64,Matt Hostettler,REP,140,63,0,203
Knox,Johnson,State House,64,Bruce W Ungethiem,REP,8,4,0,12
Knox,Johnson,State House,64,No Candidate Filed,DEM,0,0,0,0
Knox,Palmyra,Ballots Cast,,,,352,117,0,469
Knox,Palmyra,Registered Voters,,,,,,,1147
Knox,Palmyra,U.S. Senate,,Mike Braun,REP,131,39,0,170
Knox,Palmyra,U.S. Senate,,Luke Messer,REP,72,12,0,84
Knox,Palmyra,U.S. Senate,,Todd Rokita,REP,47,12,0,59
Knox,Palmyra,U.S. Senate,,Joe Donnelly,DEM,46,34,0,80
Knox,Palmyra,U.S. House,8,Larry D. Bucshon,REP,172,38,0,210
Knox,Palmyra,U.S. House,8,Rachel Covington,REP,35,9,0,44
Knox,Palmyra,U.S. House,8,Richard Moss,REP,55,22,0,77
Knox,Palmyra,U.S. House,8,William Tanoos,DEM,37,27,0,64
Knox,Palmyra,State Senate,48,Mark Messmer,REP,205,48,0,253
Knox,Palmyra,State Senate,48,No Candidate Filed,DEM,0,0,0,0
Knox,Palmyra,State House,45,Bruce Borders,REP,209,51,0,260
Knox,Palmyra,State House,45,Jim Exline,DEM,36,29,0,65
Knox,Steen,Ballots Cast,,,,149,28,0,177
Knox,Steen,Registered Voters,,,,,,,551
Knox,Steen,U.S. Senate,,Mike Braun,REP,56,11,0,67
Knox,Steen,U.S. Senate,,Luke Messer,REP,34,8,0,42
Knox,Steen,U.S. Senate,,Todd Rokita,REP,20,2,0,22
Knox,Steen,U.S. Senate,,Joe Donnelly,DEM,23,5,0,28
Knox,Steen,U.S. House,8,Larry D. Bucshon,REP,62,13,0,75
Knox,Steen,U.S. House,8,Rachel Covington,REP,18,6,0,24
Knox,Steen,U.S. House,8,Richard Moss,REP,33,3,0,36
Knox,Steen,U.S. House,8,William Tanoos,DEM,19,5,0,24
Knox,Steen,State Senate,48,Mark Messmer,REP,86,19,0,105
Knox,Steen,State Senate,48,No Candidate Filed,DEM,0,0,0,0
Knox,Steen,State House,64,Ken A Beckerman,REP,20,4,0,24
Knox,Steen,State House,64,Matt Hostettler,REP,82,15,0,97
Knox,Steen,State House,64,Bruce W Ungethiem,REP,6,3,0,9
Knox,Steen,State House,64,No Candidate Filed,DEM,0,0,0,0
Knox,Vigo TWP 1,Ballots Cast,,,,75,8,0,83
