county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Huntington,Jackson 1,Ballots Cast,,,,136,82,0,218
Huntington,Jackson 1,Registered Voters,,,,,,,794
Huntington,Jackson 1,U.S. Senate,,Mike Braun,REP,38,30,0,68
Huntington,Jackson 1,U.S. Senate,,Luke Messer,REP,40,15,0,55
Huntington,Jackson 1,U.S. Senate,,Todd Rokita,REP,39,17,0,56
Huntington,Jackson 1,U.S. House,3,Jim Banks,REP,108,52,0,160
Huntington,Jackson 1,State Senate,19,Travis Holdman,REP,101,51,0,152
Huntington,Jackson 1,State Senate,19,Eric Orr,REP,13,10,0,23
Huntington,Jackson 1,State House,50,Daniel J (Dan) Leonard,REP,108,57,0,165
Huntington,Jackson 1,U.S. Senate,,Joe Donnelly,DEM,13,14,0,27
Huntington,Jackson 1,U.S. House,3,John F Roberson,DEM,2,2,0,4
Huntington,Jackson 1,U.S. House,3,Tommy A Schrader,DEM,0,0,0,0
Huntington,Jackson 1,U.S. House,3,Courtney Tritch,DEM,13,12,0,25
Huntington,Jackson 1,State Senate,19,No Candidate Filed,DEM,0,0,0,0
Huntington,Jackson 1,State House,50,Jorge Fernandez,DEM,13,12,0,25
Huntington,Jackson 2,Ballots Cast,,,,141,87,0,228
Huntington,Jackson 2,Registered Voters,,,,,,,923
Huntington,Jackson 2,U.S. Senate,,Mike Braun,REP,49,25,0,74
Huntington,Jackson 2,U.S. Senate,,Luke Messer,REP,32,17,0,49
Huntington,Jackson 2,U.S. Senate,,Todd Rokita,REP,43,30,0,73
Huntington,Jackson 2,U.S. House,3,Jim Banks,REP,113,66,0,179
Huntington,Jackson 2,State Senate,19,Travis Holdman,REP,104,61,0,165
Huntington,Jackson 2,State Senate,19,Eric Orr,REP,14,9,0,23
Huntington,Jackson 2,State House,50,Daniel J (Dan) Leonard,REP,117,63,0,180
Huntington,Jackson 2,U.S. Senate,,Joe Donnelly,DEM,9,10,0,19
Huntington,Jackson 2,U.S. House,3,John F Roberson,DEM,2,1,0,3
Huntington,Jackson 2,U.S. House,3,Tommy A Schrader,DEM,3,2,0,5
Huntington,Jackson 2,U.S. House,3,Courtney Tritch,DEM,3,6,0,9
Huntington,Jackson 2,State Senate,19,No Candidate Filed,DEM,0,0,0,0
Huntington,Jackson 2,State House,50,Jorge Fernandez,DEM,7,9,0,16
Huntington,Jackson 3,Ballots Cast,,,,112,60,0,172
Huntington,Jackson 3,Registered Voters,,,,,,,642
Huntington,Jackson 3,U.S. Senate,,Mike Braun,REP,34,16,0,50
Huntington,Jackson 3,U.S. Senate,,Luke Messer,REP,21,8,0,29
Huntington,Jackson 3,U.S. Senate,,Todd Rokita,REP,33,20,0,53
Huntington,Jackson 3,U.S. House,3,Jim Banks,REP,78,38,0,116
Huntington,Jackson 3,State Senate,19,Travis Holdman,REP,73,36,0,109
Huntington,Jackson 3,State Senate,19,Eric Orr,REP,14,8,0,22
Huntington,Jackson 3,State House,50,Daniel J (Dan) Leonard,REP,79,37,0,116
Huntington,Jackson 3,U.S. Senate,,Joe Donnelly,DEM,20,13,0,33
Huntington,Jackson 3,U.S. House,3,John F Roberson,DEM,0,0,0,0
Huntington,Jackson 3,U.S. House,3,Tommy A Schrader,DEM,4,2,0,6
Huntington,Jackson 3,U.S. House,3,Courtney Tritch,DEM,17,11,0,28
Huntington,Jackson 3,State Senate,19,No Candidate Filed,DEM,0,0,0,0
Huntington,Jackson 3,State House,50,Jorge Fernandez,DEM,17,13,0,30
Huntington,Jackson 4,Ballots Cast,,,,105,54,0,159
Huntington,Jackson 4,Registered Voters,,,,,,,578
Huntington,Jackson 4,U.S. Senate,,Mike Braun,REP,31,15,0,46
Huntington,Jackson 4,U.S. Senate,,Luke Messer,REP,25,12,0,37
Huntington,Jackson 4,U.S. Senate,,Todd Rokita,REP,29,18,0,47
Huntington,Jackson 4,U.S. House,3,Jim Banks,REP,81,40,0,121
Huntington,Jackson 4,State Senate,19,Travis Holdman,REP,75,37,0,112
Huntington,Jackson 4,State Senate,19,Eric Orr,REP,11,4,0,15
Huntington,Jackson 4,State House,50,Daniel J (Dan) Leonard,REP,84,45,0,129
Huntington,Jackson 4,U.S. Senate,,Joe Donnelly,DEM,13,7,0,20
Huntington,Jackson 4,U.S. House,3,John F Roberson,DEM,1,0,0,1
Huntington,Jackson 4,U.S. House,3,Tommy A Schrader,DEM,1,0,0,1
Huntington,Jackson 4,U.S. House,3,Courtney Tritch,DEM,10,7,0,17
Huntington,Jackson 4,State Senate,19,No Candidate Filed,DEM,0,0,0,0
Huntington,Jackson 4,State House,50,Jorge Fernandez,DEM,10,6,0,16
Huntington,Clear Creek 1,Ballots Cast,,,,157,128,0,285
Huntington,Clear Creek 1,Registered Voters,,,,,,,830
Huntington,Clear Creek 1,U.S. Senate,,Mike Braun,REP,54,44,0,98
Huntington,Clear Creek 1,U.S. Senate,,Luke Messer,REP,36,26,0,62
Huntington,Clear Creek 1,U.S. Senate,,Todd Rokita,REP,46,43,0,89
Huntington,Clear Creek 1,U.S. House,3,Jim Banks,REP,130,107,0,237
Huntington,Clear Creek 1,State Senate,17,Andy Zay,REP,117,113,0,230
Huntington,Clear Creek 1,State House,50,Daniel J (Dan) Leonard,REP,122,106,0,228
Huntington,Clear Creek 1,U.S. Senate,,Joe Donnelly,DEM,13,6,0,19
Huntington,Clear Creek 1,U.S. House,3,John F Roberson,DEM,1,0,0,1
Huntington,Clear Creek 1,U.S. House,3,Tommy A Schrader,DEM,5,1,0,6
Huntington,Clear Creek 1,U.S. House,3,Courtney Tritch,DEM,7,6,0,13
Huntington,Clear Creek 1,State Senate,17,Gary L Snyder,DEM,13,6,0,19
Huntington,Clear Creek 1,State House,50,Jorge Fernandez,DEM,12,5,0,17
Huntington,Clear Creek 2,Ballots Cast,,,,128,100,0,228
Huntington,Clear Creek 2,Registered Voters,,,,,,,643
Huntington,Clear Creek 2,U.S. Senate,,Mike Braun,REP,40,42,0,82
Huntington,Clear Creek 2,U.S. Senate,,Luke Messer,REP,42,23,0,65
Huntington,Clear Creek 2,U.S. Senate,,Todd Rokita,REP,31,25,0,56
Huntington,Clear Creek 2,U.S. House,3,Jim Banks,REP,108,80,0,188
Huntington,Clear Creek 2,State Senate,17,Andy Zay,REP,104,81,0,185
Huntington,Clear Creek 2,State House,50,Daniel J (Dan) Leonard,REP,109,89,0,198
Huntington,Clear Creek 2,U.S. Senate,,Joe Donnelly,DEM,6,4,0,10
Huntington,Clear Creek 2,U.S. House,3,John F Roberson,DEM,1,1,0,2
Huntington,Clear Creek 2,U.S. House,3,Tommy A Schrader,DEM,3,0,0,3
Huntington,Clear Creek 2,U.S. House,3,Courtney Tritch,DEM,2,3,0,5
Huntington,Clear Creek 2,State Senate,17,Gary L Snyder,DEM,5,3,0,8
Huntington,Clear Creek 2,State House,50,Jorge Fernandez,DEM,5,4,0,9
Huntington,Warren,Ballots Cast,,,,93,41,0,134
Huntington,Warren,Registered Voters,,,,,,,479
Huntington,Warren,U.S. Senate,,Mike Braun,REP,28,15,0,43
Huntington,Warren,U.S. Senate,,Luke Messer,REP,22,9,0,31
Huntington,Warren,U.S. Senate,,Todd Rokita,REP,26,13,0,39
Huntington,Warren,U.S. House,3,Jim Banks,REP,72,35,0,107
Huntington,Warren,State Senate,17,Andy Zay,REP,68,30,0,98
Huntington,Warren,State House,50,Daniel J (Dan) Leonard,REP,72,36,0,108
Huntington,Warren,U.S. Senate,,Joe Donnelly,DEM,10,1,0,11
Huntington,Warren,U.S. House,3,John F Roberson,DEM,0,0,0,0
