candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
,Registered Voters,,,Fayette,C-1,,,,286
,Ballots Cast,,,Fayette,C-1,,,,41
Mike Braun,U.S. Senate,,R,Fayette,C-1,21,22,0,43
Joe Donnelly,U.S. Senate,,D,Fayette,C-1,19,14,0,33
Lucy M Brenton,U.S. Senate,,L,Fayette,C-1,1,0,0,1
Write in,U.S. Senate,,,Fayette,C-1,0,0,0,0
Connie Lawson,Secretary of State,,R,Fayette,C-1,22,24,0,46
Jim Harper,Secretary of State,,D,Fayette,C-1,18,12,0,30
Mark W. Rutherford,Secretary of State,,L,Fayette,C-1,1,0,0,1
Write in,Secretary of State,,,Fayette,C-1,0,0,,0
Tera Klutz,Auditor of State,,R,Fayette,C-1,20,20,0,40
Joselyn Whitticker,Auditor of State,,D,Fayette,C-1,16,12,0,28
John Schick,Auditor of State,,L,Fayette,C-1,3,1,0,4
Kelly Mitchell,Treasurer of State,,R,Fayette,C-1,22,21,0,43
John C. Aguilera,Treasurer of State,,D,Fayette,C-1,17,12,0,29
Greg Pence,U.S. House,6,R,Fayette,C-1,22,23,0,45
Jeannine Lee Lake,U.S. House,6,D,Fayette,C-1,18,12,0,30
Tom Ferkinhoff,U.S. House,6,L,Fayette,C-1,0,1,0,1
Write in,Write In,6,,Fayette,C-1,0,0,0,0
Cindy Meyer Ziemke,State Representative,55,R,Fayette,C-1,23,21,0,44
Corinne Westerfield,State Representative,55,D,Fayette,C-1,17,14,0,31
,Registered Voters,,,Fayette,C-2,,,,988
,Ballots Cast,,,Fayette,C-2,,,,289
Mike Braun,U.S. Senate,,R,Fayette,C-2,188,119,0,307
Joe Donnelly,U.S. Senate,,D,Fayette,C-2,77,85,0,162
Lucy M Brenton,U.S. Senate,,L,Fayette,C-2,19,12,0,31
Write in,U.S. Senate,,,Fayette,C-2,0,0,0,0
Connie Lawson,Secretary of State,,R,Fayette,C-2,201,143,0,344
Jim Harper,Secretary of State,,D,Fayette,C-2,63,66,0,128
Mark W. Rutherford,Secretary of State,,L,Fayette,C-2,15,2,0,17
Write in,Secretary of State,,,Fayette,C-2,0,0,0,0
Tera Klutz,Auditor of State,,R,Fayette,C-2,184,129,0,313
Joselyn Whitticker,Auditor of State,,D,Fayette,C-2,70,73,0,143
John Schick,Auditor of State,,L,Fayette,C-2,14,4,0,18
Kelly Mitchell,Treasurer of State,,R,Fayette,C-2,202,138,0,340
John C. Aguilera,Treasurer of State,,D,Fayette,C-2,64,66,0,130
Greg Pence,U.S. House,6,R,Fayette,C-2,204,130,0,334
Jeannine Lee Lake,U.S. House,6,D,Fayette,C-2,69,80,0,149
Tom Ferkinhoff,U.S. House,6,L,Fayette,C-2,11,1,0,12
Write in,Write In,6,,Fayette,C-2,0,0,0,0
Cindy Meyer Ziemke,State Representative,55,R,Fayette,C-2,199,133,0,332
Corinne Westerfield,State Representative,55,D,Fayette,C-2,84,72,0,16
,Registered Voters,,,Fayette,C-3,,,,671
,Ballots Cast,,,Fayette,C-3,,,,200
Mike Braun,U.S. Senate,,R,Fayette,C-3,119,81,0,200
Joe Donnelly,U.S. Senate,,D,Fayette,C-3,72,44,0,116
Lucy M Brenton,U.S. Senate,,L,Fayette,C-3,6,8,0,14
Write in,U.S. Senate,,,Fayette,C-3,0,0,0,0
Connie Lawson,Secretary of State,,R,Fayette,C-3,137,92,0,229
Jim Harper,Secretary of State,,D,Fayette,C-3,55,39,0,94
Mark W. Rutherford,Secretary of State,,L,Fayette,C-3,4,1,0,5
Write in,Secretary of State,,,Fayette,C-3,0,0,0,0
Tera Klutz,Auditor of State,,R,Fayette,C-3,130,86,0,216
Joselyn Whitticker,Auditor of State,,D,Fayette,C-3,59,40,0,99
John Schick,Auditor of State,,L,Fayette,C-3,2,0,0,2
Kelly Mitchell,Treasurer of State,,R,Fayette,C-3,135,89,0,224
John C. Aguilera,Treasurer of State,,D,Fayette,C-3,54,35,0,89
Greg Pence,U.S. House,6,R,Fayette,C-3,140,94,0,234
Jeannine Lee Lake,U.S. House,6,D,Fayette,C-3,55,40,0,95
Tom Ferkinhoff,U.S. House,6,L,Fayette,C-3,1,1,0,2
Write in,Write In,6,,Fayette,C-3,0,0,0,0
Cindy Meyer Ziemke,State Representative,55,R,Fayette,C-3,132,94,0,226
Corinne Westerfield,State Representative,55,D,Fayette,C-3,65,38,0,103
,Registered Voters,,,Fayette,C-4,,,,459
,Ballots Cast,,,Fayette,C-4,,,,73
Mike Braun,U.S. Senate,,R,Fayette,C-4,38,31,0,69
Joe Donnelly,U.S. Senate,,D,Fayette,C-4,23,30,0,53
Lucy M Brenton,U.S. Senate,,L,Fayette,C-4,9,5,0,14
Write in,U.S. Senate,,,Fayette,C-4,0,0,0,0
Connie Lawson,Secretary of State,,R,Fayette,C-4,41,35,0,76
Jim Harper,Secretary of State,,D,Fayette,C-4,27,28,0,55
Mark W. Rutherford,Secretary of State,,L,Fayette,C-4,2,2,0,4
Write in,Secretary of State,,,Fayette,C-4,0,0,0,0
Tera Klutz,Auditor of State,,R,Fayette,C-4,36,33,0,69
Joselyn Whitticker,Auditor of State,,D,Fayette,C-4,29,27,0,56
John Schick,Auditor of State,,L,Fayette,C-4,4,2,0,6
Kelly Mitchell,Treasurer of State,,R,Fayette,C-4,40,35,0,75
John C. Aguilera,Treasurer of State,,D,Fayette,C-4,29,27,0,56
Greg Pence,U.S. House,6,R,Fayette,C-4,38,32,0,70
Jeannine Lee Lake,U.S. House,6,D,Fayette,C-4,30,29,0,59
