county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Pulaski,Beaver,Ballots Cast,,,,59,12,0,71
Pulaski,Beaver,Registered Voters,,,,,,,335
Pulaski,Beaver,U.S. Senate,,Mike Braun,REP,21,2,0,23
Pulaski,Beaver,U.S. Senate,,Luke Messer,REP,13,5,0,18
Pulaski,Beaver,U.S. Senate,,Todd Rokita,REP,9,0,0,9
Pulaski,Beaver,U.S. House,2,Mark Summe,REP,9,1,0,10
Pulaski,Beaver,U.S. House,2,Jackie Walorski,REP,35,6,0,41
Pulaski,Beaver,State House,16,Douglas L. Gutwein,REP,40,7,0,47
Pulaski,Beaver,U.S. Senate,,Joe Donnelly,DEM,14,4,0,18
Pulaski,Beaver,U.S. House,2,Douglas Carpenter,DEM,2,2,0,4
Pulaski,Beaver,U.S. House,2,Pat Hackett,DEM,0,0,0,0
Pulaski,Beaver,U.S. House,2,Mel Hall,DEM,10,0,0,10
Pulaski,Beaver,U.S. House,2,Roland E. Leech,DEM,1,0,0,1
Pulaski,Beaver,U.S. House,2,John H. Petroff,DEM,0,0,0,0
Pulaski,Beaver,U.S. House,2,Joshi Yatish,DEM,0,1,0,1
Pulaski,Beaver,State House,16,Joshua Bolen,DEM,10,3,0,13
Pulaski,Beaver,State House,16,Christina L. Zacny,DEM,4,1,0,5
Pulaski,Cass,Ballots Cast,,,,62,13,0,75
Pulaski,Cass,Registered Voters,,,,,,,523
Pulaski,Cass,U.S. Senate,,Mike Braun,REP,29,5,0,34
Pulaski,Cass,U.S. Senate,,Luke Messer,REP,6,0,0,6
Pulaski,Cass,U.S. Senate,,Todd Rokita,REP,8,0,0,8
Pulaski,Cass,U.S. House,2,Mark Summe,REP,11,1,0,12
Pulaski,Cass,U.S. House,2,Jackie Walorski,REP,30,4,0,34
Pulaski,Cass,State House,16,Douglas L. Gutwein,REP,34,5,0,39
Pulaski,Cass,U.S. Senate,,Joe Donnelly,DEM,15,6,0,21
Pulaski,Cass,U.S. House,2,Douglas Carpenter,DEM,3,3,0,6
Pulaski,Cass,U.S. House,2,Pat Hackett,DEM,4,3,0,7
Pulaski,Cass,U.S. House,2,Mel Hall,DEM,8,2,0,10
Pulaski,Cass,U.S. House,2,Roland E. Leech,DEM,0,0,0,0
Pulaski,Cass,U.S. House,2,John H. Petroff,DEM,2,0,0,2
Pulaski,Cass,U.S. House,2,Joshi Yatish,DEM,0,0,0,0
Pulaski,Cass,State House,16,Joshua Bolen,DEM,6,1,0,7
Pulaski,Cass,State House,16,Christina L. Zacny,DEM,10,5,0,15
Pulaski,Franklin,Ballots Cast,,,,79,31,0,110
Pulaski,Franklin,Registered Voters,,,,,,,489
Pulaski,Franklin,U.S. Senate,,Mike Braun,REP,32,10,0,42
Pulaski,Franklin,U.S. Senate,,Luke Messer,REP,13,3,0,16
Pulaski,Franklin,U.S. Senate,,Todd Rokita,REP,19,8,0,27
Pulaski,Franklin,U.S. House,2,Mark Summe,REP,17,8,0,25
Pulaski,Franklin,U.S. House,2,Jackie Walorski,REP,46,14,0,60
Pulaski,Franklin,State House,16,Douglas L. Gutwein,REP,53,15,0,68
Pulaski,Franklin,U.S. Senate,,Joe Donnelly,DEM,11,8,0,19
Pulaski,Franklin,U.S. House,2,Douglas Carpenter,DEM,1,1,0,2
Pulaski,Franklin,U.S. House,2,Pat Hackett,DEM,4,4,0,8
Pulaski,Franklin,U.S. House,2,Mel Hall,DEM,5,2,0,7
Pulaski,Franklin,U.S. House,2,Roland E. Leech,DEM,0,0,0,0
Pulaski,Franklin,U.S. House,2,John H. Petroff,DEM,0,0,0,0
Pulaski,Franklin,U.S. House,2,Joshi Yatish,DEM,0,1,0,1
Pulaski,Franklin,State House,16,Joshua Bolen,DEM,6,0,0,6
Pulaski,Franklin,State House,16,Christina L. Zacny,DEM,4,7,0,11
Pulaski,Harrison,Ballots Cast,,,,93,33,0,126
Pulaski,Harrison,Registered Voters,,,,,,,478
Pulaski,Harrison,U.S. Senate,,Mike Braun,REP,34,11,0,45
Pulaski,Harrison,U.S. Senate,,Luke Messer,REP,16,5,0,21
Pulaski,Harrison,U.S. Senate,,Todd Rokita,REP,20,4,0,24
Pulaski,Harrison,U.S. House,2,Mark Summe,REP,16,1,0,17
Pulaski,Harrison,U.S. House,2,Jackie Walorski,REP,56,23,0,79
Pulaski,Harrison,State House,16,Douglas L. Gutwein,REP,63,18,0,81
Pulaski,Harrison,U.S. Senate,,Joe Donnelly,DEM,16,8,0,24
Pulaski,Harrison,U.S. House,2,Douglas Carpenter,DEM,2,0,0,2
Pulaski,Harrison,U.S. House,2,Pat Hackett,DEM,5,4,0,9
Pulaski,Harrison,U.S. House,2,Mel Hall,DEM,6,2,0,8
Pulaski,Harrison,U.S. House,2,Roland E. Leech,DEM,0,1,0,1
Pulaski,Harrison,U.S. House,2,John H. Petroff,DEM,0,0,0,0
Pulaski,Harrison,U.S. House,2,Joshi Yatish,DEM,4,0,0,4
Pulaski,Harrison,State House,16,Joshua Bolen,DEM,6,3,0,9
Pulaski,Harrison,State House,16,Christina L. Zacny,DEM,11,4,0,15
Pulaski,Indian Creek,Ballots Cast,,,,101,33,0,134
Pulaski,Indian Creek,Registered Voters,,,,,,,450
Pulaski,Indian Creek,U.S. Senate,,Mike Braun,REP,25,10,0,35
Pulaski,Indian Creek,U.S. Senate,,Luke Messer,REP,19,8,0,27
