county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Rush,Rushville City 1,Ballots Cast,,,,245,54,0,299
Rush,Rushville City 1,Registered Voters,,,,,,,1187
Rush,Rushville City 1,U.S. Senate,,Mike Braun,REP,69,13,0,82
Rush,Rushville City 1,U.S. Senate,,Luke Messer,REP,86,25,0,111
Rush,Rushville City 1,U.S. Senate,,Todd Rokita,REP,37,4,0,41
Rush,Rushville City 1,U.S. Senate,,Joe Donnelly,DEM,26,8,0,34
Rush,Rushville City 1,U.S. House,,Mike Campbell,REP,7,4,0,11
Rush,Rushville City 1,U.S. House,,Jonathan M Lamb,REP,75,12,0,87
Rush,Rushville City 1,U.S. House,,Stephen M MacKenzie,REP,3,3,0,6
Rush,Rushville City 1,U.S. House,,Greg Pence,REP,103,25,0,128
Rush,Rushville City 1,U.S. House,,Jeff Smith,REP,8,0,0,8
Rush,Rushville City 1,U.S. House,,George T Holland,DEM,7,2,0,9
Rush,Rushville City 1,U.S. House,,Jeannine Lee Lake,DEM,12,0,0,12
Rush,Rushville City 1,U.S. House,,K (Jasen) Lave,DEM,1,0,0,1
Rush,Rushville City 1,U.S. House,,Jim Pruett,DEM,3,3,0,6
Rush,Rushville City 1,U.S. House,,Lane Siekman,DEM,5,1,0,6
Rush,Rushville City 1,U.S. House,,Joshua Williamson,DEM,3,1,0,4
Rush,Rushville City 1,State House,54,Jeffrey D Embry,REP,39,16,0,55
Rush,Rushville City 1,State House,54,Thomas E (Tom) Saunders,REP,154,28,0,182
Rush,Rushville City 2,Ballots Cast,,,,202,54,0,256
Rush,Rushville City 2,Registered Voters,,,,,,,1156
Rush,Rushville City 2,U.S. Senate,,Mike Braun,REP,50,13,0,63
Rush,Rushville City 2,U.S. Senate,,Luke Messer,REP,86,22,0,108
Rush,Rushville City 2,U.S. Senate,,Todd Rokita,REP,21,8,0,29
Rush,Rushville City 2,U.S. Senate,,Joe Donnelly,DEM,28,10,0,38
Rush,Rushville City 2,U.S. House,,Mike Campbell,REP,4,0,0,4
Rush,Rushville City 2,U.S. House,,Jonathan M Lamb,REP,58,13,0,71
Rush,Rushville City 2,U.S. House,,Stephen M MacKenzie,REP,5,2,0,7
Rush,Rushville City 2,U.S. House,,Greg Pence,REP,85,29,0,114
Rush,Rushville City 2,U.S. House,,Jeff Smith,REP,9,0,0,9
Rush,Rushville City 2,U.S. House,,George T Holland,DEM,7,2,0,9
Rush,Rushville City 2,U.S. House,,Jeannine Lee Lake,DEM,9,3,0,12
Rush,Rushville City 2,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Rushville City 2,U.S. House,,Jim Pruett,DEM,6,3,0,9
Rush,Rushville City 2,U.S. House,,Lane Siekman,DEM,7,0,0,7
Rush,Rushville City 2,U.S. House,,Joshua Williamson,DEM,1,0,0,1
Rush,Rushville City 2,State House,54,Jeffrey D Embry,REP,26,5,0,31
Rush,Rushville City 2,State House,54,Thomas E (Tom) Saunders,REP,133,36,0,169
Rush,Rushville City 3,Ballots Cast,,,,317,73,0,390
Rush,Rushville City 3,Registered Voters,,,,,,,1341
Rush,Rushville City 3,U.S. Senate,,Mike Braun,REP,74,22,0,96
Rush,Rushville City 3,U.S. Senate,,Luke Messer,REP,145,23,0,168
Rush,Rushville City 3,U.S. Senate,,Todd Rokita,REP,41,4,0,45
Rush,Rushville City 3,U.S. Senate,,Joe Donnelly,DEM,41,15,0,56
Rush,Rushville City 3,U.S. House,,Mike Campbell,REP,3,2,0,5
Rush,Rushville City 3,U.S. House,,Jonathan M Lamb,REP,94,22,0,116
Rush,Rushville City 3,U.S. House,,Stephen M MacKenzie,REP,6,2,0,8
Rush,Rushville City 3,U.S. House,,Greg Pence,REP,153,28,0,181
Rush,Rushville City 3,U.S. House,,Jeff Smith,REP,6,1,0,7
Rush,Rushville City 3,U.S. House,,George T Holland,DEM,6,2,0,8
Rush,Rushville City 3,U.S. House,,Jeannine Lee Lake,DEM,24,5,0,29
Rush,Rushville City 3,U.S. House,,K (Jasen) Lave,DEM,1,0,0,1
Rush,Rushville City 3,U.S. House,,Jim Pruett,DEM,9,5,0,14
Rush,Rushville City 3,U.S. House,,Lane Siekman,DEM,1,1,0,2
Rush,Rushville City 3,U.S. House,,Joshua Williamson,DEM,1,0,0,1
Rush,Rushville City 3,State House,54,Jeffrey D Embry,REP,54,7,0,61
Rush,Rushville City 3,State House,54,Thomas E (Tom) Saunders,REP,200,43,0,243
Rush,Rushville Township 7,Ballots Cast,,,,110,29,0,139
Rush,Rushville Township 7,Registered Voters,,,,,,,370
Rush,Rushville Township 7,U.S. Senate,,Mike Braun,REP,37,9,0,46
Rush,Rushville Township 7,U.S. Senate,,Luke Messer,REP,46,10,0,56
Rush,Rushville Township 7,U.S. Senate,,Todd Rokita,REP,18,4,0,22
Rush,Rushville Township 7,U.S. Senate,,Joe Donnelly,DEM,2,3,0,5
Rush,Rushville Township 7,U.S. House,,Mike Campbell,REP,3,1,0,4
Rush,Rushville Township 7,U.S. House,,Jonathan M Lamb,REP,33,10,0,43
Rush,Rushville Township 7,U.S. House,,Stephen M MacKenzie,REP,3,0,0,3
Rush,Rushville Township 7,U.S. House,,Greg Pence,REP,59,13,0,72
Rush,Rushville Township 7,U.S. House,,Jeff Smith,REP,3,1,0,4
Rush,Rushville Township 7,U.S. House,,George T Holland,DEM,1,0,0,1
Rush,Rushville Township 7,U.S. House,,Jeannine Lee Lake,DEM,1,0,0,1
Rush,Rushville Township 7,U.S. House,,K (Jasen) Lave,DEM,0,1,0,1
Rush,Rushville Township 7,U.S. House,,Jim Pruett,DEM,0,2,0,2
Rush,Rushville Township 7,U.S. House,,Lane Siekman,DEM,0,0,0,0
Rush,Rushville Township 7,U.S. House,,Joshua Williamson,DEM,0,0,0,0
Rush,Rushville Township 7,State House,55,Mark Bacon,REP,60,13,0,73
Rush,Rushville Township 7,State House,55,Cindy Meyer Ziemke,REP,41,11,0,52
Rush,Rushville Township 8,Ballots Cast,,,,160,34,0,194
Rush,Rushville Township 8,Registered Voters,,,,,,,656
Rush,Rushville Township 8,U.S. Senate,,Mike Braun,REP,45,10,0,55
Rush,Rushville Township 8,U.S. Senate,,Luke Messer,REP,76,12,0,88
Rush,Rushville Township 8,U.S. Senate,,Todd Rokita,REP,28,3,0,31
Rush,Rushville Township 8,U.S. Senate,,Joe Donnelly,DEM,6,6,0,12
Rush,Rushville Township 8,U.S. House,,Mike Campbell,REP,4,1,0,5
Rush,Rushville Township 8,U.S. House,,Jonathan M Lamb,REP,45,9,0,54
Rush,Rushville Township 8,U.S. House,,Stephen M MacKenzie,REP,8,1,0,9
Rush,Rushville Township 8,U.S. House,,Greg Pence,REP,86,12,0,98
Rush,Rushville Township 8,U.S. House,,Jeff Smith,REP,3,2,0,5
Rush,Rushville Township 8,U.S. House,,George T Holland,DEM,2,1,0,3
Rush,Rushville Township 8,U.S. House,,Jeannine Lee Lake,DEM,1,1,0,2
Rush,Rushville Township 8,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Rushville Township 8,U.S. House,,Jim Pruett,DEM,1,1,0,2
Rush,Rushville Township 8,U.S. House,,Lane Siekman,DEM,1,2,0,3
Rush,Rushville Township 8,U.S. House,,Joshua Williamson,DEM,1,0,0,1
Rush,Rushville Township 8,State House,54,Jeffrey D Embry,REP,30,7,0,37
Rush,Rushville Township 8,State House,54,Thomas E (Tom) Saunders,REP,112,19,0,131
Rush,Ripley Township 9,Ballots Cast,,,,83,14,0,97
Rush,Ripley Township 9,Registered Voters,,,,,,,479
Rush,Ripley Township 9,U.S. Senate,,Mike Braun,REP,23,2,0,25
Rush,Ripley Township 9,U.S. Senate,,Luke Messer,REP,35,5,0,40
Rush,Ripley Township 9,U.S. Senate,,Todd Rokita,REP,11,2,0,13
Rush,Ripley Township 9,U.S. Senate,,Joe Donnelly,DEM,10,5,0,15
Rush,Ripley Township 9,U.S. House,,Mike Campbell,REP,4,0,0,4
Rush,Ripley Township 9,U.S. House,,Jonathan M Lamb,REP,11,2,0,13
Rush,Ripley Township 9,U.S. House,,Stephen M MacKenzie,REP,0,0,0,0
Rush,Ripley Township 9,U.S. House,,Greg Pence,REP,54,6,0,60
Rush,Ripley Township 9,U.S. House,,Jeff Smith,REP,3,0,0,3
Rush,Ripley Township 9,U.S. House,,George T Holland,DEM,0,1,0,1
Rush,Ripley Township 9,U.S. House,,Jeannine Lee Lake,DEM,5,1,0,6
Rush,Ripley Township 9,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Ripley Township 9,U.S. House,,Jim Pruett,DEM,3,0,0,3
Rush,Ripley Township 9,U.S. House,,Lane Siekman,DEM,1,3,0,4
Rush,Ripley Township 9,U.S. House,,Joshua Williamson,DEM,0,0,0,0
Rush,Ripley Township 9,State House,54,Jeffrey D Embry,REP,16,1,0,17
Rush,Ripley Township 9,State House,54,Thomas E (Tom) Saunders,REP,55,7,0,62
Rush,Ripley Township 10,Ballots Cast,,,,165,12,0,177
Rush,Ripley Township 10,Registered Voters,,,,,,,870
Rush,Ripley Township 10,U.S. Senate,,Mike Braun,REP,56,5,0,61
Rush,Ripley Township 10,U.S. Senate,,Luke Messer,REP,71,2,0,73
Rush,Ripley Township 10,U.S. Senate,,Todd Rokita,REP,26,3,0,29
Rush,Ripley Township 10,U.S. Senate,,Joe Donnelly,DEM,9,1,0,10
Rush,Ripley Township 10,U.S. House,,Mike Campbell,REP,5,0,0,5
Rush,Ripley Township 10,U.S. House,,Jonathan M Lamb,REP,29,1,0,30
Rush,Ripley Township 10,U.S. House,,Stephen M MacKenzie,REP,3,0,0,3
Rush,Ripley Township 10,U.S. House,,Greg Pence,REP,112,9,0,121
Rush,Ripley Township 10,U.S. House,,Jeff Smith,REP,3,0,0,3
Rush,Ripley Township 10,U.S. House,,George T Holland,DEM,0,0,0,0
Rush,Ripley Township 10,U.S. House,,Jeannine Lee Lake,DEM,2,0,0,2
Rush,Ripley Township 10,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Ripley Township 10,U.S. House,,Jim Pruett,DEM,1,0,0,1
Rush,Ripley Township 10,U.S. House,,Lane Siekman,DEM,4,0,0,4
Rush,Ripley Township 10,U.S. House,,Joshua Williamson,DEM,1,0,0,1
Rush,Ripley Township 10,State House,54,Jeffrey D Embry,REP,30,3,0,33
Rush,Ripley Township 10,State House,54,Thomas E (Tom) Saunders,REP,109,6,0,115
Rush,Posey Township,Ballots Cast,,,,205,24,0,229
Rush,Posey Township,Registered Voters,,,,,,,743
Rush,Posey Township,U.S. Senate,,Mike Braun,REP,62,8,0,70
Rush,Posey Township,U.S. Senate,,Luke Messer,REP,84,9,0,93
Rush,Posey Township,U.S. Senate,,Todd Rokita,REP,29,4,0,33
Rush,Posey Township,U.S. Senate,,Joe Donnelly,DEM,23,3,0,26
Rush,Posey Township,U.S. House,,Mike Campbell,REP,6,2,0,8
Rush,Posey Township,U.S. House,,Jonathan M Lamb,REP,57,4,0,61
Rush,Posey Township,U.S. House,,Stephen M MacKenzie,REP,12,1,0,13
Rush,Posey Township,U.S. House,,Greg Pence,REP,97,11,0,108
Rush,Posey Township,U.S. House,,Jeff Smith,REP,5,2,0,7
Rush,Posey Township,U.S. House,,George T Holland,DEM,3,0,0,3
Rush,Posey Township,U.S. House,,Jeannine Lee Lake,DEM,6,0,0,6
Rush,Posey Township,U.S. House,,K (Jasen) Lave,DEM,2,0,0,2
Rush,Posey Township,U.S. House,,Jim Pruett,DEM,3,0,0,3
Rush,Posey Township,U.S. House,,Lane Siekman,DEM,7,1,0,8
Rush,Posey Township,U.S. House,,Joshua Williamson,DEM,0,0,0,0
Rush,Posey Township,State House,54,Jeffrey D Embry,REP,35,6,0,41
Rush,Posey Township,State House,54,Thomas E (Tom) Saunders,REP,127,15,0,142
Rush,Walker Township,Ballots Cast,,,,161,21,0,182
Rush,Walker Township,Registered Voters,,,,,,,547
Rush,Walker Township,U.S. Senate,,Mike Braun,REP,51,3,0,54
Rush,Walker Township,U.S. Senate,,Luke Messer,REP,69,9,0,78
Rush,Walker Township,U.S. Senate,,Todd Rokita,REP,20,4,0,24
Rush,Walker Township,U.S. Senate,,Joe Donnelly,DEM,15,2,0,17
Rush,Walker Township,U.S. House,,Mike Campbell,REP,9,1,0,10
Rush,Walker Township,U.S. House,,Jonathan M Lamb,REP,51,3,0,54
Rush,Walker Township,U.S. House,,Stephen M MacKenzie,REP,4,0,0,4
Rush,Walker Township,U.S. House,,Greg Pence,REP,72,12,0,84
Rush,Walker Township,U.S. House,,Jeff Smith,REP,4,1,0,5
Rush,Walker Township,U.S. House,,George T Holland,DEM,2,1,0,3
Rush,Walker Township,U.S. House,,Jeannine Lee Lake,DEM,5,0,0,5
Rush,Walker Township,U.S. House,,K (Jasen) Lave,DEM,1,0,0,1
Rush,Walker Township,U.S. House,,Jim Pruett,DEM,5,0,0,5
Rush,Walker Township,U.S. House,,Lane Siekman,DEM,2,0,0,2
Rush,Walker Township,U.S. House,,Joshua Williamson,DEM,0,0,0,0
Rush,Walker Township,State House,55,Mark Bacon,REP,88,10,0,98
Rush,Walker Township,State House,55,Cindy Meyer Ziemke,REP,50,7,0,57
Rush,Orange Township,Ballots Cast,,,,111,27,0,138
Rush,Orange Township,Registered Voters,,,,,,,486
Rush,Orange Township,U.S. Senate,,Mike Braun,REP,26,4,0,30
Rush,Orange Township,U.S. Senate,,Luke Messer,REP,47,8,0,55
Rush,Orange Township,U.S. Senate,,Todd Rokita,REP,28,9,0,37
Rush,Orange Township,U.S. Senate,,Joe Donnelly,DEM,6,5,0,11
Rush,Orange Township,U.S. House,,Mike Campbell,REP,2,0,0,2
Rush,Orange Township,U.S. House,,Jonathan M Lamb,REP,27,11,0,38
Rush,Orange Township,U.S. House,,Stephen M MacKenzie,REP,4,0,0,4
Rush,Orange Township,U.S. House,,Greg Pence,REP,62,9,0,71
Rush,Orange Township,U.S. House,,Jeff Smith,REP,6,1,0,7
Rush,Orange Township,U.S. House,,George T Holland,DEM,1,0,0,1
Rush,Orange Township,U.S. House,,Jeannine Lee Lake,DEM,4,1,0,5
Rush,Orange Township,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Orange Township,U.S. House,,Jim Pruett,DEM,0,1,0,1
Rush,Orange Township,U.S. House,,Lane Siekman,DEM,1,3,0,4
Rush,Orange Township,U.S. House,,Joshua Williamson,DEM,1,0,0,1
Rush,Orange Township,State House,55,Mark Bacon,REP,54,14,0,68
Rush,Orange Township,State House,55,Cindy Meyer Ziemke,REP,49,8,0,57
Rush,Anderson Township,Ballots Cast,,,,160,41,0,201
Rush,Anderson Township,Registered Voters,,,,,,,642
Rush,Anderson Township,U.S. Senate,,Mike Braun,REP,43,16,0,59
Rush,Anderson Township,U.S. Senate,,Luke Messer,REP,85,19,0,104
Rush,Anderson Township,U.S. Senate,,Todd Rokita,REP,12,3,0,15
Rush,Anderson Township,U.S. Senate,,Joe Donnelly,DEM,9,3,0,12
Rush,Anderson Township,U.S. House,,Mike Campbell,REP,5,2,0,7
Rush,Anderson Township,U.S. House,,Jonathan M Lamb,REP,45,13,0,58
Rush,Anderson Township,U.S. House,,Stephen M MacKenzie,REP,6,0,0,6
Rush,Anderson Township,U.S. House,,Greg Pence,REP,86,18,0,104
Rush,Anderson Township,U.S. House,,Jeff Smith,REP,6,4,0,10
Rush,Anderson Township,U.S. House,,George T Holland,DEM,1,0,0,1
Rush,Anderson Township,U.S. House,,Jeannine Lee Lake,DEM,3,1,0,4
Rush,Anderson Township,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Anderson Township,U.S. House,,Jim Pruett,DEM,2,0,0,2
Rush,Anderson Township,U.S. House,,Lane Siekman,DEM,0,1,0,1
Rush,Anderson Township,U.S. House,,Joshua Williamson,DEM,3,0,0,3
Rush,Anderson Township,State House,55,Mark Bacon,REP,90,22,0,112
Rush,Anderson Township,State House,55,Cindy Meyer Ziemke,REP,56,15,0,71
Rush,Jackson Township,Ballots Cast,,,,59,13,0,72
Rush,Jackson Township,Registered Voters,,,,,,,208
Rush,Jackson Township,U.S. Senate,,Mike Braun,REP,19,6,0,25
Rush,Jackson Township,U.S. Senate,,Luke Messer,REP,24,4,0,28
Rush,Jackson Township,U.S. Senate,,Todd Rokita,REP,9,2,0,11
Rush,Jackson Township,U.S. Senate,,Joe Donnelly,DEM,1,1,0,2
Rush,Jackson Township,U.S. House,,Mike Campbell,REP,0,0,0,0
Rush,Jackson Township,U.S. House,,Jonathan M Lamb,REP,11,4,0,15
Rush,Jackson Township,U.S. House,,Stephen M MacKenzie,REP,1,0,0,1
Rush,Jackson Township,U.S. House,,Greg Pence,REP,43,7,0,50
Rush,Jackson Township,U.S. House,,Jeff Smith,REP,1,1,0,2
Rush,Jackson Township,U.S. House,,George T Holland,DEM,0,0,0,0
Rush,Jackson Township,U.S. House,,Jeannine Lee Lake,DEM,1,0,0,1
Rush,Jackson Township,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Jackson Township,U.S. House,,Jim Pruett,DEM,0,1,0,1
Rush,Jackson Township,U.S. House,,Lane Siekman,DEM,0,0,0,0
Rush,Jackson Township,U.S. House,,Joshua Williamson,DEM,0,0,0,0
Rush,Jackson Township,State House,54,Jeffrey D Embry,REP,17,5,0,22
Rush,Jackson Township,State House,54,Thomas E (Tom) Saunders,REP,35,7,0,42
Rush,Center Township,Ballots Cast,,,,192,27,0,219
Rush,Center Township,Registered Voters,,,,,,,527
Rush,Center Township,U.S. Senate,,Mike Braun,REP,53,13,0,66
Rush,Center Township,U.S. Senate,,Luke Messer,REP,79,6,0,85
Rush,Center Township,U.S. Senate,,Todd Rokita,REP,31,6,0,37
Rush,Center Township,U.S. Senate,,Joe Donnelly,DEM,14,1,0,15
Rush,Center Township,U.S. House,,Mike Campbell,REP,5,2,0,7
Rush,Center Township,U.S. House,,Jonathan M Lamb,REP,53,8,0,61
Rush,Center Township,U.S. House,,Stephen M MacKenzie,REP,1,0,0,1
Rush,Center Township,U.S. House,,Greg Pence,REP,113,13,0,126
Rush,Center Township,U.S. House,,Jeff Smith,REP,2,3,0,5
Rush,Center Township,U.S. House,,George T Holland,DEM,4,0,0,4
Rush,Center Township,U.S. House,,Jeannine Lee Lake,DEM,5,0,0,5
Rush,Center Township,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Center Township,U.S. House,,Jim Pruett,DEM,4,0,0,4
Rush,Center Township,U.S. House,,Lane Siekman,DEM,0,1,0,1
Rush,Center Township,U.S. House,,Joshua Williamson,DEM,0,0,0,0
Rush,Center Township,State House,54,Jeffrey D Embry,REP,34,5,0,39
Rush,Center Township,State House,54,Thomas E (Tom) Saunders,REP,133,20,0,153
Rush,Washington Township,Ballots Cast,,,,110,22,0,132
Rush,Washington Township,Registered Voters,,,,,,,312
Rush,Washington Township,U.S. Senate,,Mike Braun,REP,31,10,0,41
Rush,Washington Township,U.S. Senate,,Luke Messer,REP,44,9,0,53
Rush,Washington Township,U.S. Senate,,Todd Rokita,REP,19,2,0,21
Rush,Washington Township,U.S. Senate,,Joe Donnelly,DEM,4,0,0,4
Rush,Washington Township,U.S. House,,Mike Campbell,REP,1,3,0,4
Rush,Washington Township,U.S. House,,Jonathan M Lamb,REP,34,7,0,41
Rush,Washington Township,U.S. House,,Stephen M MacKenzie,REP,0,1,0,1
Rush,Washington Township,U.S. House,,Greg Pence,REP,65,7,0,72
Rush,Washington Township,U.S. House,,Jeff Smith,REP,1,3,0,4
Rush,Washington Township,U.S. House,,George T Holland,DEM,0,0,0,0
Rush,Washington Township,U.S. House,,Jeannine Lee Lake,DEM,1,0,0,1
Rush,Washington Township,U.S. House,,K (Jasen) Lave,DEM,0,0,0,0
Rush,Washington Township,U.S. House,,Jim Pruett,DEM,1,0,0,1
Rush,Washington Township,U.S. House,,Lane Siekman,DEM,0,0,0,0
Rush,Washington Township,U.S. House,,Joshua Williamson,DEM,0,0,0,0
Rush,Washington Township,State House,55,Mark Bacon,REP,28,7,0,35
Rush,Washington Township,State House,55,Cindy Meyer Ziemke,REP,67,13,0,80
Rush,Union Township,Ballots Cast,,,,167,36,0,203
