county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Greene,Beech Creek 1,Ballots Cast,,,,54,36,0,90
Greene,Beech Creek 1,Registered Voters,,,,,,,590
Greene,Beech Creek 1,U.S. Senate,,Mike Braun,REP,14,19,0,33
Greene,Beech Creek 1,U.S. Senate,,Luke Messer,REP,9,2,0,11
Greene,Beech Creek 1,U.S. Senate,,Todd Rokita,REP,14,12,0,26
Greene,Beech Creek 1,U.S. Senate,,Joe Donnelly,DEM,12,2,0,14
Greene,Beech Creek 1,U.S. House,8,Larry D. Bucshon,REP,25,30,0,55
Greene,Beech Creek 1,U.S. House,8,Rachel Covington,REP,4,1,0,5
Greene,Beech Creek 1,U.S. House,8,Richard Moss,REP,10,2,0,12
Greene,Beech Creek 1,U.S. House,8,William Tanoos,DEM,11,2,0,13
Greene,Beech Creek 1,State Senate,39,Eric S. Bassler,REP,33,28,0,61
Greene,Beech Creek 1,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Greene,Beech Creek 1,State House,62,Jeff Ellington,REP,35,24,0,59
Greene,Beech Creek 1,State House,62,Amy Swain,DEM,11,2,0,13
Greene,Beech Creek 2,Ballots Cast,,,,95,8,0,103
Greene,Beech Creek 2,Registered Voters,,,,,,,624
Greene,Beech Creek 2,U.S. Senate,,Mike Braun,REP,33,3,0,36
Greene,Beech Creek 2,U.S. Senate,,Luke Messer,REP,14,0,0,14
Greene,Beech Creek 2,U.S. Senate,,Todd Rokita,REP,21,0,0,21
Greene,Beech Creek 2,U.S. Senate,,Joe Donnelly,DEM,22,5,0,27
Greene,Beech Creek 2,U.S. House,8,Larry D. Bucshon,REP,44,0,0,44
Greene,Beech Creek 2,U.S. House,8,Rachel Covington,REP,13,2,0,15
Greene,Beech Creek 2,U.S. House,8,Richard Moss,REP,11,0,0,11
Greene,Beech Creek 2,U.S. House,8,William Tanoos,DEM,21,4,0,25
Greene,Beech Creek 2,State Senate,39,Eric S. Bassler,REP,59,2,0,61
Greene,Beech Creek 2,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Greene,Beech Creek 2,State House,62,Jeff Ellington,REP,61,2,0,63
Greene,Beech Creek 2,State House,62,Amy Swain,DEM,23,4,0,27
Greene,Cass,Ballots Cast,,,,27,10,0,37
Greene,Cass,Registered Voters,,,,,,,181
Greene,Cass,U.S. Senate,,Mike Braun,REP,3,2,0,5
Greene,Cass,U.S. Senate,,Luke Messer,REP,4,0,0,4
Greene,Cass,U.S. Senate,,Todd Rokita,REP,3,3,0,6
Greene,Cass,U.S. Senate,,Joe Donnelly,DEM,13,4,0,17
Greene,Cass,U.S. House,8,Larry D. Bucshon,REP,5,4,0,9
Greene,Cass,U.S. House,8,Rachel Covington,REP,1,1,0,2
Greene,Cass,U.S. House,8,Richard Moss,REP,4,0,0,4
Greene,Cass,U.S. House,8,William Tanoos,DEM,12,3,0,15
Greene,Cass,State Senate,39,Eric S. Bassler,REP,5,4,0,9
Greene,Cass,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Greene,Cass,State House,62,Jeff Ellington,REP,6,4,0,10
Greene,Cass,State House,62,Amy Swain,DEM,10,4,0,14
Greene,Center 1,Ballots Cast,,,,70,18,0,88
Greene,Center 1,Registered Voters,,,,,,,601
Greene,Center 1,U.S. Senate,,Mike Braun,REP,25,5,0,30
Greene,Center 1,U.S. Senate,,Luke Messer,REP,13,1,0,14
Greene,Center 1,U.S. Senate,,Todd Rokita,REP,14,6,0,20
Greene,Center 1,U.S. Senate,,Joe Donnelly,DEM,18,6,0,24
Greene,Center 1,U.S. House,8,Larry D. Bucshon,REP,32,8,0,40
Greene,Center 1,U.S. House,8,Rachel Covington,REP,2,3,0,5
Greene,Center 1,U.S. House,8,Richard Moss,REP,16,1,0,17
Greene,Center 1,U.S. House,8,William Tanoos,DEM,16,6,0,22
Greene,Center 1,State Senate,39,Eric S. Bassler,REP,42,11,0,53
Greene,Center 1,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Greene,Center 1,State House,62,Jeff Ellington,REP,44,9,0,53
Greene,Center 1,State House,62,Amy Swain,DEM,18,6,0,24
Greene,Center 2,Ballots Cast,,,,107,57,0,164
Greene,Center 2,Registered Voters,,,,,,,1201
Greene,Center 2,U.S. Senate,,Mike Braun,REP,46,16,0,62
Greene,Center 2,U.S. Senate,,Luke Messer,REP,20,3,0,23
Greene,Center 2,U.S. Senate,,Todd Rokita,REP,17,14,0,31
Greene,Center 2,U.S. Senate,,Joe Donnelly,DEM,19,20,0,39
Greene,Center 2,U.S. House,8,Larry D. Bucshon,REP,47,28,0,75
Greene,Center 2,U.S. House,8,Rachel Covington,REP,14,4,0,18
Greene,Center 2,U.S. House,8,Richard Moss,REP,23,2,0,25
Greene,Center 2,U.S. House,8,William Tanoos,DEM,19,20,0,39
Greene,Center 2,State Senate,39,Eric S. Bassler,REP,75,33,0,108
Greene,Center 2,State Senate,39,No Candidate Filed,DEM,0,0,0,0
Greene,Center 2,State House,62,Jeff Ellington,REP,77,34,0,111
Greene,Center 2,State House,62,Amy Swain,DEM,22,17,0,39
Greene,Fairplay,Ballots Cast,,,,83,14,0,97
Greene,Fairplay,Registered Voters,,,,,,,363
Greene,Fairplay,U.S. Senate,,Mike Braun,REP,33,8,0,41
Greene,Fairplay,U.S. Senate,,Luke Messer,REP,11,0,0,11
Greene,Fairplay,U.S. Senate,,Todd Rokita,REP,9,0,0,9
Greene,Fairplay,U.S. Senate,,Joe Donnelly,DEM,22,5,0,27
Greene,Fairplay,U.S. House,8,Larry D. Bucshon,REP,34,6,0,40
Greene,Fairplay,U.S. House,8,Rachel Covington,REP,8,2,0,10
