candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Madison,0001 1 - 1,669
,Ballots Cast,,,Madison,0001 1 - 1,348
,Straight Party,,R,Madison,0001 1 - 1,73
,Straight Party,,D,Madison,0001 1 - 1,60
,Straight Party,,L,Madison,0001 1 - 1,1
Mike Braun,U.S. Senate,,R,Madison,0001 1 - 1,162
Joe Donnelly,U.S. Senate,,D,Madison,0001 1 - 1,160
Lucy M Brenton,U.S. Senate,,L,Madison,0001 1 - 1,22
Write in,U.S. Senate,,,Madison,0001 1 - 1,0
Connie Lawson,Secretary of State,,R,Madison,0001 1 - 1,185
Jim Harper,Secretary of State,,D,Madison,0001 1 - 1,137
Mark W. Rutherford,Secretary of State,,L,Madison,0001 1 - 1,12
Write in,Secretary of State,,,Madison,0001 1 - 1,0
Tera Klutz,Auditor of State,,R,Madison,0001 1 - 1,182
Joselyn Whitticker,Auditor of State,,D,Madison,0001 1 - 1,138
John Schick,Auditor of State,,L,Madison,0001 1 - 1,10
Kelly Mitchell,Treasurer of State,,R,Madison,0001 1 - 1,196
John C. Aguilera,Treasurer of State,,D,Madison,0001 1 - 1,136
Susan W Brooks,US House,5,R,Madison,0001 1 - 1,203
Dee Thornton,US House,5,D,Madison,0001 1 - 1,141
Write in,US House,5,,Madison,0001 1 - 1,0
Zaki Ali,State Senate,25,R,Madison,0001 1 - 1,
Tim Lanane,State Senate,25,D,Madison,0001 1 - 1,
Robert Q Jozwiak,State Senate,25,L,Madison,0001 1 - 1,
Mike Gaskill,State Senate,26,R,Madison,0001 1 - 1,165
Dave Cravens,State Senate,26,D,Madison,0001 1 - 1,153
Greg Noland,State Senate,26,L,Madison,0001 1 - 1,15
"Anthony J (""Tony"") Cook",State Representative,32,R,Madison,0001 1 - 1,
Amie Neiling,State Representative,32,D,Madison,0001 1 - 1,
Ben W Fisher,State Representative,35,R,Madison,0001 1 - 1,
Melanie M Wright,State Representative,35,D,Madison,0001 1 - 1,
Jennifer Culp,State Representative,36,R,Madison,0001 1 - 1,166
Terri Jo Austin,State Representative,36,D,Madison,0001 1 - 1,167
"Robert ""Bob"" Cherry",State Representative,53,R,Madison,0001 1 - 1,
Nancy Tibbett,State Representative,53,D,Madison,0001 1 - 1,
,Registered Voters,,,Madison,0002 1 - 2,1146
,Ballots Cast,,,Madison,0002 1 - 2,525
,Straight Party,,R,Madison,0002 1 - 2,112
,Straight Party,,D,Madison,0002 1 - 2,111
,Straight Party,,L,Madison,0002 1 - 2,2
Mike Braun,U.S. Senate,,R,Madison,0002 1 - 2,232
Joe Donnelly,U.S. Senate,,D,Madison,0002 1 - 2,268
Lucy M Brenton,U.S. Senate,,L,Madison,0002 1 - 2,18
Write in,U.S. Senate,,,Madison,0002 1 - 2,1
Connie Lawson,Secretary of State,,R,Madison,0002 1 - 2,268
Jim Harper,Secretary of State,,D,Madison,0002 1 - 2,238
Mark W. Rutherford,Secretary of State,,L,Madison,0002 1 - 2,7
Write in,Secretary of State,,,Madison,0002 1 - 2,2
Tera Klutz,Auditor of State,,R,Madison,0002 1 - 2,263
Joselyn Whitticker,Auditor of State,,D,Madison,0002 1 - 2,234
John Schick,Auditor of State,,L,Madison,0002 1 - 2,13
Kelly Mitchell,Treasurer of State,,R,Madison,0002 1 - 2,272
John C. Aguilera,Treasurer of State,,D,Madison,0002 1 - 2,233
Susan W Brooks,US House,5,R,Madison,0002 1 - 2,285
Dee Thornton,US House,5,D,Madison,0002 1 - 2,227
Write in,US House,5,,Madison,0002 1 - 2,0
Zaki Ali,State Senate,25,R,Madison,0002 1 - 2,
Tim Lanane,State Senate,25,D,Madison,0002 1 - 2,
Robert Q Jozwiak,State Senate,25,L,Madison,0002 1 - 2,
Mike Gaskill,State Senate,26,R,Madison,0002 1 - 2,222
Dave Cravens,State Senate,26,D,Madison,0002 1 - 2,280
Greg Noland,State Senate,26,L,Madison,0002 1 - 2,9
"Anthony J (""Tony"") Cook",State Representative,32,R,Madison,0002 1 - 2,
Amie Neiling,State Representative,32,D,Madison,0002 1 - 2,
Ben W Fisher,State Representative,35,R,Madison,0002 1 - 2,
Melanie M Wright,State Representative,35,D,Madison,0002 1 - 2,
Jennifer Culp,State Representative,36,R,Madison,0002 1 - 2,225
Terri Jo Austin,State Representative,36,D,Madison,0002 1 - 2,296
"Robert ""Bob"" Cherry",State Representative,53,R,Madison,0002 1 - 2,
Nancy Tibbett,State Representative,53,D,Madison,0002 1 - 2,
,Registered Voters,,,Madison,0003 1 - 3,988
,Ballots Cast,,,Madison,0003 1 - 3,321
,Straight Party,,R,Madison,0003 1 - 3,66
,Straight Party,,D,Madison,0003 1 - 3,60
,Straight Party,,L,Madison,0003 1 - 3,3
Mike Braun,U.S. Senate,,R,Madison,0003 1 - 3,152
Joe Donnelly,U.S. Senate,,D,Madison,0003 1 - 3,149
Lucy M Brenton,U.S. Senate,,L,Madison,0003 1 - 3,19
Write in,U.S. Senate,,,Madison,0003 1 - 3,0
Connie Lawson,Secretary of State,,R,Madison,0003 1 - 3,161
Jim Harper,Secretary of State,,D,Madison,0003 1 - 3,139
Mark W. Rutherford,Secretary of State,,L,Madison,0003 1 - 3,13
Write in,Secretary of State,,,Madison,0003 1 - 3,0
Tera Klutz,Auditor of State,,R,Madison,0003 1 - 3,165
Joselyn Whitticker,Auditor of State,,D,Madison,0003 1 - 3,133
John Schick,Auditor of State,,L,Madison,0003 1 - 3,17
Kelly Mitchell,Treasurer of State,,R,Madison,0003 1 - 3,181
John C. Aguilera,Treasurer of State,,D,Madison,0003 1 - 3,132
Susan W Brooks,US House,5,R,Madison,0003 1 - 3,179
Dee Thornton,US House,5,D,Madison,0003 1 - 3,138
Write in,US House,5,,Madison,0003 1 - 3,0
Zaki Ali,State Senate,25,R,Madison,0003 1 - 3,
Tim Lanane,State Senate,25,D,Madison,0003 1 - 3,
Robert Q Jozwiak,State Senate,25,L,Madison,0003 1 - 3,
Mike Gaskill,State Senate,26,R,Madison,0003 1 - 3,150
Dave Cravens,State Senate,26,D,Madison,0003 1 - 3,158
Greg Noland,State Senate,26,L,Madison,0003 1 - 3,11
"Anthony J (""Tony"") Cook",State Representative,32,R,Madison,0003 1 - 3,
Amie Neiling,State Representative,32,D,Madison,0003 1 - 3,
Ben W Fisher,State Representative,35,R,Madison,0003 1 - 3,
Melanie M Wright,State Representative,35,D,Madison,0003 1 - 3,
Jennifer Culp,State Representative,36,R,Madison,0003 1 - 3,152
Terri Jo Austin,State Representative,36,D,Madison,0003 1 - 3,164
"Robert ""Bob"" Cherry",State Representative,53,R,Madison,0003 1 - 3,
Nancy Tibbett,State Representative,53,D,Madison,0003 1 - 3,
,Registered Voters,,,Madison,0004 1 - 4,571
,Ballots Cast,,,Madison,0004 1 - 4,251
,Straight Party,,R,Madison,0004 1 - 4,60
,Straight Party,,D,Madison,0004 1 - 4,51
,Straight Party,,L,Madison,0004 1 - 4,1
Mike Braun,U.S. Senate,,R,Madison,0004 1 - 4,113
Joe Donnelly,U.S. Senate,,D,Madison,0004 1 - 4,125
Lucy M Brenton,U.S. Senate,,L,Madison,0004 1 - 4,10
Write in,U.S. Senate,,,Madison,0004 1 - 4,0
Connie Lawson,Secretary of State,,R,Madison,0004 1 - 4,129
Jim Harper,Secretary of State,,D,Madison,0004 1 - 4,105
Mark W. Rutherford,Secretary of State,,L,Madison,0004 1 - 4,10
Write in,Secretary of State,,,Madison,0004 1 - 4,0
Tera Klutz,Auditor of State,,R,Madison,0004 1 - 4,127
Joselyn Whitticker,Auditor of State,,D,Madison,0004 1 - 4,108
John Schick,Auditor of State,,L,Madison,0004 1 - 4,10
Kelly Mitchell,Treasurer of State,,R,Madison,0004 1 - 4,137
John C. Aguilera,Treasurer of State,,D,Madison,0004 1 - 4,107
Susan W Brooks,US House,5,R,Madison,0004 1 - 4,137
Dee Thornton,US House,5,D,Madison,0004 1 - 4,109
Write in,US House,5,,Madison,0004 1 - 4,0
Zaki Ali,State Senate,25,R,Madison,0004 1 - 4,106
