candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Evelyn Brown,State Representative,42,D,Clay,Brazil 2,123,81,0,204
,Registered Voters,,,Clay,Brazil 3,,,,1119
,Ballots Cast,,,Clay,Brazil 3,265,150,0,415
Mike Braun,U.S. Senate,,R,Clay,Brazil 3,158,75,0,233
Joe Donnelly,U.S. Senate,,D,Clay,Brazil 3,75,62,0,137
Lucy M Brenton,U.S. Senate,,L,Clay,Brazil 3,27,8,0,35
Write in,U.S. Senate,,,Clay,Brazil 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Brazil 3,176,78,0,254
Jim Harper,Secretary of State,,D,Clay,Brazil 3,77,58,0,135
Mark W. Rutherford,Secretary of State,,L,Clay,Brazil 3,8,7,0,15
Write in,Secretary of State,,,Clay,Brazil 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Brazil 3,177,81,0,258
Joselyn Whitticker,Auditor of State,,D,Clay,Brazil 3,73,58,0,131
John Schick,Auditor of State,,L,Clay,Brazil 3,8,3,0,11
Write in,Auditor of State,,,Clay,Brazil 3,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Brazil 3,194,80,0,274
John C. Aguilera,Treasurer of State,,D,Clay,Brazil 3,64,59,0,123
Write in,Treasurer of State,,,Clay,Brazil 3,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Brazil 3,181,83,0,264
William Tanoos,U.S. House,8,D,Clay,Brazil 3,78,61,0,139
Write in,U.S. House,8,,Clay,Brazil 3,0,0,0,0
Jon Ford,State Senate,38,R,Clay,Brazil 3,177,80,0,257
Chris Gambill,State Senate,38,D,Clay,Brazil 3,84,62,0,146
Alan Morrison,State Representative,42,R,Clay,Brazil 3,161,75,0,236
Evelyn Brown,State Representative,42,D,Clay,Brazil 3,98,68,0,166
,Registered Voters,,,Clay,Brazil 4,,,,789
,Ballots Cast,,,Clay,Brazil 4,204,130,0,334
Mike Braun,U.S. Senate,,R,Clay,Brazil 4,125,76,0,201
Joe Donnelly,U.S. Senate,,D,Clay,Brazil 4,56,46,0,102
Lucy M Brenton,U.S. Senate,,L,Clay,Brazil 4,21,5,0,26
Write in,U.S. Senate,,,Clay,Brazil 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Brazil 4,133,82,0,215
Jim Harper,Secretary of State,,D,Clay,Brazil 4,51,37,0,88
Mark W. Rutherford,Secretary of State,,L,Clay,Brazil 4,16,4,0,20
Write in,Secretary of State,,,Clay,Brazil 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Brazil 4,135,76,0,211
Joselyn Whitticker,Auditor of State,,D,Clay,Brazil 4,54,41,0,95
John Schick,Auditor of State,,L,Clay,Brazil 4,11,5,0,16
Write in,Auditor of State,,,Clay,Brazil 4,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Brazil 4,144,83,0,227
John C. Aguilera,Treasurer of State,,D,Clay,Brazil 4,56,39,0,95
Write in,Treasurer of State,,,Clay,Brazil 4,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Brazil 4,149,86,0,235
William Tanoos,U.S. House,8,D,Clay,Brazil 4,52,39,0,91
Write in,U.S. House,8,,Clay,Brazil 4,0,0,0,0
Jon Ford,State Senate,38,R,Clay,Brazil 4,134,76,0,210
Chris Gambill,State Senate,38,D,Clay,Brazil 4,69,50,0,119
Alan Morrison,State Representative,42,R,Clay,Brazil 4,123,69,0,192
Evelyn Brown,State Representative,42,D,Clay,Brazil 4,80,55,0,135
,Registered Voters,,,Clay,Brazil 5,,,,631
,Ballots Cast,,,Clay,Brazil 5,203,156,0,359
Mike Braun,U.S. Senate,,R,Clay,Brazil 5,134,103,0,237
Joe Donnelly,U.S. Senate,,D,Clay,Brazil 5,58,45,0,103
Lucy M Brenton,U.S. Senate,,L,Clay,Brazil 5,10,8,0,18
Write in,U.S. Senate,,,Clay,Brazil 5,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Brazil 5,145,105,0,250
Jim Harper,Secretary of State,,D,Clay,Brazil 5,52,39,0,91
Mark W. Rutherford,Secretary of State,,L,Clay,Brazil 5,4,8,0,12
Write in,Secretary of State,,,Clay,Brazil 5,0,0,,0
Tera Klutz,Auditor of State,,R,Clay,Brazil 5,135,97,0,232
Joselyn Whitticker,Auditor of State,,D,Clay,Brazil 5,51,41,0,92
John Schick,Auditor of State,,L,Clay,Brazil 5,8,9,0,17
Write in,Auditor of State,,,Clay,Brazil 5,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Brazil 5,145,106,0,251
John C. Aguilera,Treasurer of State,,D,Clay,Brazil 5,49,42,0,91
Write in,Treasurer of State,,,Clay,Brazil 5,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Brazil 5,156,111,0,267
William Tanoos,U.S. House,8,D,Clay,Brazil 5,46,43,0,89
Write in,U.S. House,8,,Clay,Brazil 5,0,0,0,0
Jon Ford,State Senate,38,R,Clay,Brazil 5,148,109,0,257
Chris Gambill,State Senate,38,D,Clay,Brazil 5,54,46,0,100
Alan Morrison,State Representative,42,R,Clay,Brazil 5,138,106,0,244
Evelyn Brown,State Representative,42,D,Clay,Brazil 5,65,49,0,114
,Registered Voters,,,Clay,Brazil 6,,,,559
,Ballots Cast,,,Clay,Brazil 6,131,76,0,207
Mike Braun,U.S. Senate,,R,Clay,Brazil 6,80,46,0,126
Joe Donnelly,U.S. Senate,,D,Clay,Brazil 6,39,26,0,65
Lucy M Brenton,U.S. Senate,,L,Clay,Brazil 6,9,2,0,11
Write in,U.S. Senate,,,Clay,Brazil 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Brazil 6,89,42,0,131
Jim Harper,Secretary of State,,D,Clay,Brazil 6,32,28,0,60
Mark W. Rutherford,Secretary of State,,L,Clay,Brazil 6,6,2,0,8
Write in,Secretary of State,,,Clay,Brazil 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Brazil 6,89,41,0,130
Joselyn Whitticker,Auditor of State,,D,Clay,Brazil 6,30,30,0,60
John Schick,Auditor of State,,L,Clay,Brazil 6,5,2,0,7
Write in,Auditor of State,,,Clay,Brazil 6,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Brazil 6,92,45,0,137
John C. Aguilera,Treasurer of State,,D,Clay,Brazil 6,32,27,0,59
Write in,Treasurer of State,,,Clay,Brazil 6,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Brazil 6,97,48,0,145
William Tanoos,U.S. House,8,D,Clay,Brazil 6,31,25,0,56
Write in,U.S. House,8,,Clay,Brazil 6,1,0,0,1
Jon Ford,State Senate,38,R,Clay,Brazil 6,88,43,0,131
Chris Gambill,State Senate,38,D,Clay,Brazil 6,38,32,0,70
Alan Morrison,State Representative,42,R,Clay,Brazil 6,83,39,0,122
Evelyn Brown,State Representative,42,D,Clay,Brazil 6,46,36,0,82
,Registered Voters,,,Clay,Cass,,,,218
,Ballots Cast,,,Clay,Cass,60,44,0,104
Mike Braun,U.S. Senate,,R,Clay,Cass,47,25,0,72
Joe Donnelly,U.S. Senate,,D,Clay,Cass,10,14,0,24
Lucy M Brenton,U.S. Senate,,L,Clay,Cass,2,4,0,6
Write in,U.S. Senate,,,Clay,Cass,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Cass,48,29,0,77
Jim Harper,Secretary of State,,D,Clay,Cass,10,12,0,22
Mark W. Rutherford,Secretary of State,,L,Clay,Cass,1,2,0,3
Write in,Secretary of State,,,Clay,Cass,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Cass,46,27,0,73
Joselyn Whitticker,Auditor of State,,D,Clay,Cass,12,13,0,25
John Schick,Auditor of State,,L,Clay,Cass,0,3,0,3
Write in,Auditor of State,,,Clay,Cass,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Cass,49,27,0,76
John C. Aguilera,Treasurer of State,,D,Clay,Cass,9,15,0,24
Write in,Treasurer of State,,,Clay,Cass,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Cass,48,27,0,75
William Tanoos,U.S. House,8,D,Clay,Cass,11,14,0,25
Write in,U.S. House,8,,Clay,Cass,0,0,0,0
Jon Ford,State Senate,38,R,Clay,Cass,42,27,0,69
Chris Gambill,State Senate,38,D,Clay,Cass,16,15,0,31
Beau Baird,State Representative,44,R,Clay,Cass,44,29,0,73
Kimberly Anne Fidler,State Representative,44,D,Clay,Cass,14,13,0,27
,Registered Voters,,,Clay,Dick Johnson,,,,1033
,Ballots Cast,,,Clay,Dick Johnson,340,205,0,545
Mike Braun,U.S. Senate,,R,Clay,Dick Johnson,252,150,0,402
Joe Donnelly,U.S. Senate,,D,Clay,Dick Johnson,69,48,0,117
Lucy M Brenton,U.S. Senate,,L,Clay,Dick Johnson,17,4,0,21
Write in,U.S. Senate,,,Clay,Dick Johnson,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Dick Johnson,255,150,0,405
Jim Harper,Secretary of State,,D,Clay,Dick Johnson,63,45,0,108
Mark W. Rutherford,Secretary of State,,L,Clay,Dick Johnson,13,5,0,18
Write in,Secretary of State,,,Clay,Dick Johnson,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Dick Johnson,253,146,0,399
Joselyn Whitticker,Auditor of State,,D,Clay,Dick Johnson,61,47,0,108
John Schick,Auditor of State,,L,Clay,Dick Johnson,10,4,0,14
Write in,Auditor of State,,,Clay,Dick Johnson,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Dick Johnson,269,154,0,423
John C. Aguilera,Treasurer of State,,D,Clay,Dick Johnson,56,42,0,98
Write in,Treasurer of State,,,Clay,Dick Johnson,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Dick Johnson,275,162,0,437
William Tanoos,U.S. House,8,D,Clay,Dick Johnson,61,42,0,103
Write in,U.S. House,8,,Clay,Dick Johnson,0,0,0,0
Jon Ford,State Senate,38,R,Clay,Dick Johnson,250,149,0,399
Chris Gambill,State Senate,38,D,Clay,Dick Johnson,83,55,0,138
Alan Morrison,State Representative,42,R,Clay,Dick Johnson,240,143,0,383
Evelyn Brown,State Representative,42,D,Clay,Dick Johnson,95,62,0,157
,Registered Voters,,,Clay,Harrison 1,,,,678
,Ballots Cast,,,Clay,Harrison 1,314,59,0,373
Mike Braun,U.S. Senate,,R,Clay,Harrison 1,203,38,0,241
Joe Donnelly,U.S. Senate,,D,Clay,Harrison 1,84,17,0,101
Lucy M Brenton,U.S. Senate,,L,Clay,Harrison 1,20,3,0,23
Write in,U.S. Senate,,,Clay,Harrison 1,0,1,0,1
Connie Lawson,Secretary of State,,R,Clay,Harrison 1,231,43,0,274
Jim Harper,Secretary of State,,D,Clay,Harrison 1,63,13,0,76
Mark W. Rutherford,Secretary of State,,L,Clay,Harrison 1,8,1,0,9
Write in,Secretary of State,,,Clay,Harrison 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Harrison 1,207,41,0,248
Joselyn Whitticker,Auditor of State,,D,Clay,Harrison 1,76,15,0,91
John Schick,Auditor of State,,L,Clay,Harrison 1,11,3,0,14
Write in,Auditor of State,,,Clay,Harrison 1,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Harrison 1,226,41,0,267
John C. Aguilera,Treasurer of State,,D,Clay,Harrison 1,72,17,0,89
Write in,Treasurer of State,,,Clay,Harrison 1,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Harrison 1,238,46,0,284
William Tanoos,U.S. House,8,D,Clay,Harrison 1,70,13,0,83
Write in,U.S. House,8,,Clay,Harrison 1,0,0,0,0
Eric S Bassler,State Senate,39,R,Clay,Harrison 1,255,48,0,303
No Candidate Filed,State Senate,39,D,Clay,Harrison 1,0,0,0,0
Bob Heaton,State Representative,46,R,Clay,Harrison 1,231,42,0,273
E Thomasina Marsili,State Representative,46,D,Clay,Harrison 1,72,16,0,88
,Registered Voters,,,Clay,Harrison 2,,,,786
,Ballots Cast,,,Clay,Harrison 2,388,90,0,478
Mike Braun,U.S. Senate,,R,Clay,Harrison 2,277,74,0,351
Joe Donnelly,U.S. Senate,,D,Clay,Harrison 2,83,14,0,97
Lucy M Brenton,U.S. Senate,,L,Clay,Harrison 2,17,1,0,18
Write in,U.S. Senate,,,Clay,Harrison 2,1,0,0,1
Connie Lawson,Secretary of State,,R,Clay,Harrison 2,298,70,0,368
Jim Harper,Secretary of State,,D,Clay,Harrison 2,69,15,0,84
Mark W. Rutherford,Secretary of State,,L,Clay,Harrison 2,6,1,0,7
Write in,Secretary of State,,,Clay,Harrison 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Harrison 2,270,74,0,344
Joselyn Whitticker,Auditor of State,,D,Clay,Harrison 2,83,12,0,95
John Schick,Auditor of State,,L,Clay,Harrison 2,14,1,0,15
Write in,Auditor of State,,,Clay,Harrison 2,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Harrison 2,293,73,0,366
John C. Aguilera,Treasurer of State,,D,Clay,Harrison 2,71,14,0,85
Write in,Treasurer of State,,,Clay,Harrison 2,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Harrison 2,321,76,0,397
William Tanoos,U.S. House,8,D,Clay,Harrison 2,54,13,0,67
Write in,U.S. House,8,,Clay,Harrison 2,1,0,0,1
Eric S Bassler,State Senate,39,R,Clay,Harrison 2,342,82,0,424
No Candidate Filed,State Senate,39,D,Clay,Harrison 2,0,0,0,0
Bob Heaton,State Representative,46,R,Clay,Harrison 2,316,72,0,388
E Thomasina Marsili,State Representative,46,D,Clay,Harrison 2,67,16,0,83
,Registered Voters,,,Clay,Jackson 1,,,,697
,Ballots Cast,,,Clay,Jackson 1,234,154,0,388
Mike Braun,U.S. Senate,,R,Clay,Jackson 1,156,116,0,272
Joe Donnelly,U.S. Senate,,D,Clay,Jackson 1,57,31,0,88
Lucy M Brenton,U.S. Senate,,L,Clay,Jackson 1,16,6,0,22
Write in,U.S. Senate,,,Clay,Jackson 1,1,0,0,1
Connie Lawson,Secretary of State,,R,Clay,Jackson 1,163,120,0,283
Jim Harper,Secretary of State,,D,Clay,Jackson 1,52,31,0,83
Mark W. Rutherford,Secretary of State,,L,Clay,Jackson 1,11,1,0,12
Write in,Secretary of State,,,Clay,Jackson 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Jackson 1,158,113,0,271
Joselyn Whitticker,Auditor of State,,D,Clay,Jackson 1,57,29,0,86
John Schick,Auditor of State,,L,Clay,Jackson 1,6,3,0,9
Write in,Auditor of State,,,Clay,Jackson 1,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Jackson 1,167,118,0,285
John C. Aguilera,Treasurer of State,,D,Clay,Jackson 1,55,28,0,83
Write in,Treasurer of State,,,Clay,Jackson 1,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Jackson 1,178,124,0,302
William Tanoos,U.S. House,8,D,Clay,Jackson 1,47,28,0,75
Write in,U.S. House,8,,Clay,Jackson 1,0,0,0,0
Jon Ford,State Senate,38,R,Clay,Jackson 1,159,117,0,276
Chris Gambill,State Senate,38,D,Clay,Jackson 1,66,36,0,102
Beau Baird,State Representative,44,R,Clay,Jackson 1,159,115,0,274
Kimberly Anne Fidler,State Representative,44,D,Clay,Jackson 1,66,36,0,102
,Registered Voters,,,Clay,Jackson 2,,,,1211
,Ballots Cast,,,Clay,Jackson 2,414,284,0,698
Mike Braun,U.S. Senate,,R,Clay,Jackson 2,281,182,0,463
Joe Donnelly,U.S. Senate,,D,Clay,Jackson 2,110,86,0,196
Lucy M Brenton,U.S. Senate,,L,Clay,Jackson 2,12,11,0,23
Write in,U.S. Senate,,,Clay,Jackson 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Jackson 2,297,188,0,485
Jim Harper,Secretary of State,,D,Clay,Jackson 2,90,79,0,169
Mark W. Rutherford,Secretary of State,,L,Clay,Jackson 2,11,9,0,20
Write in,Secretary of State,,,Clay,Jackson 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Jackson 2,299,182,0,481
Joselyn Whitticker,Auditor of State,,D,Clay,Jackson 2,83,85,0,168
John Schick,Auditor of State,,L,Clay,Jackson 2,12,7,0,19
Write in,Auditor of State,,,Clay,Jackson 2,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Jackson 2,311,189,0,500
John C. Aguilera,Treasurer of State,,D,Clay,Jackson 2,85,80,0,165
Write in,Treasurer of State,,,Clay,Jackson 2,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Jackson 2,322,199,0,521
William Tanoos,U.S. House,8,D,Clay,Jackson 2,80,77,0,157
Write in,U.S. House,8,,Clay,Jackson 2,0,0,0,0
Jon Ford,State Senate,38,R,Clay,Jackson 2,299,194,0,493
Chris Gambill,State Senate,38,D,Clay,Jackson 2,105,83,0,188
Beau Baird,State Representative,44,R,Clay,Jackson 2,295,180,0,475
Kimberly Anne Fidler,State Representative,44,D,Clay,Jackson 2,101,95,0,196
,Registered Voters,,,Clay,Jackson 3,,,,351
,Ballots Cast,,,Clay,Jackson 3,125,115,0,240
Mike Braun,U.S. Senate,,R,Clay,Jackson 3,75,66,0,141
Joe Donnelly,U.S. Senate,,D,Clay,Jackson 3,40,41,0,81
Lucy M Brenton,U.S. Senate,,L,Clay,Jackson 3,9,3,0,12
Write in,U.S. Senate,,,Clay,Jackson 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Jackson 3,81,76,0,157
Jim Harper,Secretary of State,,D,Clay,Jackson 3,32,37,0,69
Mark W. Rutherford,Secretary of State,,L,Clay,Jackson 3,9,0,0,9
Write in,Secretary of State,,,Clay,Jackson 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Jackson 3,82,69,0,151
Joselyn Whitticker,Auditor of State,,D,Clay,Jackson 3,30,36,0,66
John Schick,Auditor of State,,L,Clay,Jackson 3,8,1,0,9
Write in,Auditor of State,,,Clay,Jackson 3,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Jackson 3,86,68,0,154
John C. Aguilera,Treasurer of State,,D,Clay,Jackson 3,34,39,0,73
Write in,Treasurer of State,,,Clay,Jackson 3,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Jackson 3,94,79,0,173
William Tanoos,U.S. House,8,D,Clay,Jackson 3,31,35,0,66
Write in,U.S. House,8,,Clay,Jackson 3,0,0,0,0
Jon Ford,State Senate,38,R,Clay,Jackson 3,85,73,0,158
Chris Gambill,State Senate,38,D,Clay,Jackson 3,39,39,0,78
Beau Baird,State Representative,44,R,Clay,Jackson 3,85,72,0,157
Kimberly Anne Fidler,State Representative,44,D,Clay,Jackson 3,38,38,0,76
,Registered Voters,,,Clay,Lewis,,,,888
,Ballots Cast,,,Clay,Lewis,481,46,0,527
Mike Braun,U.S. Senate,,R,Clay,Lewis,325,29,0,354
Joe Donnelly,U.S. Senate,,D,Clay,Lewis,131,14,0,145
Lucy M Brenton,U.S. Senate,,L,Clay,Lewis,19,0,0,19
Write in,U.S. Senate,,,Clay,Lewis,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Lewis,347,30,0,377
Jim Harper,Secretary of State,,D,Clay,Lewis,113,13,0,126
Mark W. Rutherford,Secretary of State,,L,Clay,Lewis,12,1,0,13
Write in,Secretary of State,,,Clay,Lewis,0,2,0,2
Tera Klutz,Auditor of State,,R,Clay,Lewis,328,31,0,359
Joselyn Whitticker,Auditor of State,,D,Clay,Lewis,113,15,0,128
John Schick,Auditor of State,,L,Clay,Lewis,16,0,0,16
Write in,Auditor of State,,,Clay,Lewis,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Lewis,354,33,0,387
John C. Aguilera,Treasurer of State,,D,Clay,Lewis,99,12,0,111
Write in,Treasurer of State,,,Clay,Lewis,1,0,0,1
Larry D Bucshon,U.S. House,8,R,Clay,Lewis,375,33,0,408
William Tanoos,U.S. House,8,D,Clay,Lewis,100,13,0,113
Write in,U.S. House,8,,Clay,Lewis,0,0,0,0
Eric S Bassler,State Senate,39,R,Clay,Lewis,393,30,0,423
No Candidate Filed,State Senate,39,D,Clay,Lewis,0,0,0,0
Bob Heaton,State Representative,46,R,Clay,Lewis,363,30,0,393
E Thomasina Marsili,State Representative,46,D,Clay,Lewis,109,16,0,125
,Registered Voters,,,Clay,Perry,,,,656
,Ballots Cast,,,Clay,Perry,191,218,0,409
Mike Braun,U.S. Senate,,R,Clay,Perry,146,153,0,299
Joe Donnelly,U.S. Senate,,D,Clay,Perry,36,53,0,89
Lucy M Brenton,U.S. Senate,,L,Clay,Perry,7,8,0,15
Write in,U.S. Senate,,,Clay,Perry,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Perry,152,157,0,309
Jim Harper,Secretary of State,,D,Clay,Perry,28,55,0,83
Mark W. Rutherford,Secretary of State,,L,Clay,Perry,5,2,0,7
Write in,Secretary of State,,,Clay,Perry,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Perry,151,153,0,304
Joselyn Whitticker,Auditor of State,,D,Clay,Perry,24,53,0,77
John Schick,Auditor of State,,L,Clay,Perry,5,3,0,8
Write in,Auditor of State,,,Clay,Perry,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Perry,154,156,0,310
John C. Aguilera,Treasurer of State,,D,Clay,Perry,27,51,0,78
Write in,Treasurer of State,,,Clay,Perry,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Perry,166,168,0,334
William Tanoos,U.S. House,8,D,Clay,Perry,23,46,0,69
Write in,U.S. House,8,,Clay,Perry,0,0,0,0
Eric S Bassler,State Senate,39,R,Clay,Perry,177,172,0,349
No Candidate Filed,State Senate,39,D,Clay,Perry,0,0,0,0
Bob Heaton,State Representative,46,R,Clay,Perry,162,149,0,311
E Thomasina Marsili,State Representative,46,D,Clay,Perry,24,61,0,85
,Registered Voters,,,Clay,Posey 1,,,,1087
,Ballots Cast,,,Clay,Posey 1,335,247,0,582
Mike Braun,U.S. Senate,,R,Clay,Posey 1,221,155,0,376
Joe Donnelly,U.S. Senate,,D,Clay,Posey 1,91,87,0,178
Lucy M Brenton,U.S. Senate,,L,Clay,Posey 1,19,3,0,22
Write in,U.S. Senate,,,Clay,Posey 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Posey 1,236,151,0,387
Jim Harper,Secretary of State,,D,Clay,Posey 1,78,86,0,164
Mark W. Rutherford,Secretary of State,,L,Clay,Posey 1,14,4,0,18
Write in,Secretary of State,,,Clay,Posey 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Posey 1,223,142,0,365
Joselyn Whitticker,Auditor of State,,D,Clay,Posey 1,85,89,0,174
John Schick,Auditor of State,,L,Clay,Posey 1,12,5,0,17
Write in,Auditor of State,,,Clay,Posey 1,0,0,0,0
Kelly Mitchell,Treasurer of State,,R,Clay,Posey 1,236,155,0,391
John C. Aguilera,Treasurer of State,,D,Clay,Posey 1,83,83,0,166
Write in,Treasurer of State,,,Clay,Posey 1,0,0,0,0
Larry D Bucshon,U.S. House,8,R,Clay,Posey 1,263,161,0,424
William Tanoos,U.S. House,8,D,Clay,Posey 1,69,83,0,152
Write in,U.S. House,8,,Clay,Posey 1,0,1,0,1
Jon Ford,State Senate,38,R,Clay,Posey 1,243,154,0,397
Chris Gambill,State Senate,38,D,Clay,Posey 1,90,89,0,179
Alan Morrison,State Representative,42,R,Clay,Posey 1,221,147,0,368
Evelyn Brown,State Representative,42,D,Clay,Posey 1,111,95,0,206
,Registered Voters,,,Clay,Posey 2,,,,606
,Ballots Cast,,,Clay,Posey 2,179,104,0,283
Mike Braun,U.S. Senate,,R,Clay,Posey 2,127,73,0,200
Joe Donnelly,U.S. Senate,,D,Clay,Posey 2,44,28,0,72
Lucy M Brenton,U.S. Senate,,L,Clay,Posey 2,6,3,0,9
Write in,U.S. Senate,,,Clay,Posey 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Clay,Posey 2,127,75,0,202
Jim Harper,Secretary of State,,D,Clay,Posey 2,41,25,0,66
Mark W. Rutherford,Secretary of State,,L,Clay,Posey 2,7,3,0,10
Write in,Secretary of State,,,Clay,Posey 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Clay,Posey 2,113,71,0,184
