candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Parke,Adams 1,518
,Ballots Cast,,,Parke,Adams 1,270
,Straight Party,,REP,Parke,Adams 1,92
,Straight Party,,DEM,Parke,Adams 1,26
,Straight Party,,LIB,Parke,Adams 1,4
Mike Braun,U.S. Senate,,REP,Parke,Adams 1,177
Joe Donnelly,U.S. Senate,,DEM,Parke,Adams 1,66
Lucy M Brenton,U.S. Senate,,LIB,Parke,Adams 1,21
Write-In Votes,U.S. Senate,,,Parke,Adams 1,0
Connie Lawson,Secretary of State,,REP,Parke,Adams 1,206
Jim Harper,Secretary of State,,DEM,Parke,Adams 1,54
Mark W Rutherford,Secretary of State,,LIB,Parke,Adams 1,6
Write-In Votes,Secretary of State,,,Parke,Adams 1,0
Tera Klutz,Auditor of State,,REP,Parke,Adams 1,196
Joselyn Whitticker,Auditor of State,,DEM,Parke,Adams 1,60
John Schick,Auditor of State,,LIB,Parke,Adams 1,8
Kelly Mitchell,Treasurer of State,,REP,Parke,Adams 1,206
John C Aguilera,Treasurer of State,,DEM,Parke,Adams 1,56
Larry D Bucshon,U.S. House,8,REP,Parke,Adams 1,205
William Tanoos,U.S. House,8,DEM,Parke,Adams 1,57
Philip L Boots,State Senate,23,REP,Parke,Adams 1,219
Alan Morrison,State Representative,42,REP,Parke,Adams 1,181
Evelyn Brown,State Representative,42,DEM,Parke,Adams 1,84
,Registered Voters,,,Parke,Adams 2,741
,Ballots Cast,,,Parke,Adams 2,429
,Straight Party,,REP,Parke,Adams 2,130
,Straight Party,,DEM,Parke,Adams 2,41
,Straight Party,,LIB,Parke,Adams 2,4
Mike Braun,U.S. Senate,,REP,Parke,Adams 2,263
Joe Donnelly,U.S. Senate,,DEM,Parke,Adams 2,118
Lucy M Brenton,U.S. Senate,,LIB,Parke,Adams 2,37
Write-In Votes,U.S. Senate,,,Parke,Adams 2,0
Connie Lawson,Secretary of State,,REP,Parke,Adams 2,301
Jim Harper,Secretary of State,,DEM,Parke,Adams 2,97
Mark W Rutherford,Secretary of State,,LIB,Parke,Adams 2,20
Write-In Votes,Secretary of State,,,Parke,Adams 2,0
Tera Klutz,Auditor of State,,REP,Parke,Adams 2,292
Joselyn Whitticker,Auditor of State,,DEM,Parke,Adams 2,102
John Schick,Auditor of State,,LIB,Parke,Adams 2,18
Kelly Mitchell,Treasurer of State,,REP,Parke,Adams 2,315
John C Aguilera,Treasurer of State,,DEM,Parke,Adams 2,95
Larry D Bucshon,U.S. House,8,REP,Parke,Adams 2,309
William Tanoos,U.S. House,8,DEM,Parke,Adams 2,108
Philip L Boots,State Senate,23,REP,Parke,Adams 2,333
Alan Morrison,State Representative,42,REP,Parke,Adams 2,265
Evelyn Brown,State Representative,42,DEM,Parke,Adams 2,147
,Registered Voters,,,Parke,Adams 3,724
,Ballots Cast,,,Parke,Adams 3,427
,Straight Party,,REP,Parke,Adams 3,134
,Straight Party,,DEM,Parke,Adams 3,35
,Straight Party,,LIB,Parke,Adams 3,2
Mike Braun,U.S. Senate,,REP,Parke,Adams 3,289
Joe Donnelly,U.S. Senate,,DEM,Parke,Adams 3,115
Lucy M Brenton,U.S. Senate,,LIB,Parke,Adams 3,17
Write-In Votes,U.S. Senate,,,Parke,Adams 3,0
Connie Lawson,Secretary of State,,REP,Parke,Adams 3,311
Jim Harper,Secretary of State,,DEM,Parke,Adams 3,92
Mark W Rutherford,Secretary of State,,LIB,Parke,Adams 3,13
Write-In Votes,Secretary of State,,,Parke,Adams 3,0
Tera Klutz,Auditor of State,,REP,Parke,Adams 3,307
Joselyn Whitticker,Auditor of State,,DEM,Parke,Adams 3,94
John Schick,Auditor of State,,LIB,Parke,Adams 3,14
Kelly Mitchell,Treasurer of State,,REP,Parke,Adams 3,316
John C Aguilera,Treasurer of State,,DEM,Parke,Adams 3,93
Larry D Bucshon,U.S. House,8,REP,Parke,Adams 3,322
William Tanoos,U.S. House,8,DEM,Parke,Adams 3,96
Philip L Boots,State Senate,23,REP,Parke,Adams 3,343
Alan Morrison,State Representative,42,REP,Parke,Adams 3,286
Evelyn Brown,State Representative,42,DEM,Parke,Adams 3,131
,Registered Voters,,,Parke,Adams 4,875
,Ballots Cast,,,Parke,Adams 4,479
,Straight Party,,REP,Parke,Adams 4,163
,Straight Party,,DEM,Parke,Adams 4,33
,Straight Party,,LIB,Parke,Adams 4,10
Mike Braun,U.S. Senate,,REP,Parke,Adams 4,338
Joe Donnelly,U.S. Senate,,DEM,Parke,Adams 4,97
Lucy M Brenton,U.S. Senate,,LIB,Parke,Adams 4,34
Write-In Votes,U.S. Senate,,,Parke,Adams 4,0
