county,precinct,office,district,candidate,party,absentee,election_day,votes
Harrison,21,U.S. Senate,,Over Votes,,0,0,0
Harrison,22,U.S. Senate,,Over Votes,,0,0,0
Harrison,23,U.S. Senate,,Over Votes,,0,0,0
Harrison,30,U.S. Senate,,Over Votes,,0,0,0
Harrison,24,U.S. Senate,,Over Votes,,0,0,0
Harrison,25,U.S. Senate,,Over Votes,,0,0,0
Harrison,26,U.S. Senate,,Over Votes,,0,0,0
Harrison,27,U.S. Senate,,Over Votes,,0,0,0
Harrison,28,U.S. Senate,,Over Votes,,0,0,0
Harrison,29,U.S. Senate,,Over Votes,,0,0,0
Harrison,31,U.S. Senate,,Over Votes,,0,0,0
Harrison,33,U.S. Senate,,Over Votes,,0,0,0
Harrison,FEDERAL,U.S. Senate,,Under Votes,,0,0,0
Harrison,1,U.S. Senate,,Under Votes,,1,4,5
Harrison,2,U.S. Senate,,Under Votes,,0,7,7
Harrison,3,U.S. Senate,,Under Votes,,1,2,3
Harrison,4,U.S. Senate,,Under Votes,,5,1,6
Harrison,5,U.S. Senate,,Under Votes,,0,4,4
Harrison,6,U.S. Senate,,Under Votes,,0,1,1
Harrison,7,U.S. Senate,,Under Votes,,2,7,9
Harrison,37,U.S. Senate,,Under Votes,,0,3,3
Harrison,8,U.S. Senate,,Under Votes,,2,1,3
Harrison,9,U.S. Senate,,Under Votes,,5,4,9
Harrison,10,U.S. Senate,,Under Votes,,1,4,5
Harrison,36,U.S. Senate,,Under Votes,,2,9,11
Harrison,38,U.S. Senate,,Under Votes,,2,2,4
Harrison,11,U.S. Senate,,Under Votes,,1,1,2
Harrison,35,U.S. Senate,,Under Votes,,2,5,7
Harrison,39,U.S. Senate,,Under Votes,,1,6,7
Harrison,12,U.S. Senate,,Under Votes,,2,4,6
Harrison,13,U.S. Senate,,Under Votes,,0,5,5
Harrison,14,U.S. Senate,,Under Votes,,0,4,4
Harrison,15,U.S. Senate,,Under Votes,,1,5,6
Harrison,16,U.S. Senate,,Under Votes,,0,3,3
Harrison,17,U.S. Senate,,Under Votes,,0,0,0
Harrison,18,U.S. Senate,,Under Votes,,0,4,4
Harrison,19,U.S. Senate,,Under Votes,,2,6,8
Harrison,20,U.S. Senate,,Under Votes,,0,6,6
Harrison,32,U.S. Senate,,Under Votes,,0,3,3
Harrison,21,U.S. Senate,,Under Votes,,0,6,6
Harrison,22,U.S. Senate,,Under Votes,,1,8,9
Harrison,23,U.S. Senate,,Under Votes,,1,3,4
Harrison,30,U.S. Senate,,Under Votes,,0,1,1
Harrison,24,U.S. Senate,,Under Votes,,2,8,10
Harrison,25,U.S. Senate,,Under Votes,,1,3,4
Harrison,26,U.S. Senate,,Under Votes,,1,3,4
Harrison,27,U.S. Senate,,Under Votes,,0,13,13
Harrison,28,U.S. Senate,,Under Votes,,0,6,6
Harrison,29,U.S. Senate,,Under Votes,,0,4,4
Harrison,31,U.S. Senate,,Under Votes,,0,3,3
Harrison,33,U.S. Senate,,Under Votes,,0,3,3
Harrison,1,Secretary of State,,CONNIE LAWSON,REP,45,191,236
Harrison,2,Secretary of State,,CONNIE LAWSON,REP,49,219,268
Harrison,3,Secretary of State,,CONNIE LAWSON,REP,33,157,190
Harrison,4,Secretary of State,,CONNIE LAWSON,REP,34,189,223
Harrison,5,Secretary of State,,CONNIE LAWSON,REP,57,244,301
Harrison,6,Secretary of State,,CONNIE LAWSON,REP,35,237,272
Harrison,7,Secretary of State,,CONNIE LAWSON,REP,65,304,369
Harrison,37,Secretary of State,,CONNIE LAWSON,REP,43,285,328
Harrison,8,Secretary of State,,CONNIE LAWSON,REP,101,210,311
Harrison,9,Secretary of State,,CONNIE LAWSON,REP,61,179,240
Harrison,10,Secretary of State,,CONNIE LAWSON,REP,104,244,348
Harrison,36,Secretary of State,,CONNIE LAWSON,REP,126,227,353
Harrison,38,Secretary of State,,CONNIE LAWSON,REP,80,223,303
Harrison,11,Secretary of State,,CONNIE LAWSON,REP,52,101,153
Harrison,35,Secretary of State,,CONNIE LAWSON,REP,83,159,242
Harrison,39,Secretary of State,,CONNIE LAWSON.,REP,64,123,187
Harrison,12,Secretary of State,,CONNIE LAWSON,REP,89,251,340
Harrison,13,Secretary of State,,CONNIE LAWSON,REP,69,247,316
Harrison,14,Secretary of State,,CONNIE LAWSON,REP,72,194,266
Harrison,15,Secretary of State,,CONNIE LAWSON,REP,23,135,158
Harrison,16,Secretary of State,,CONNIE LAWSON,REP,22,109,131
Harrison,17,Secretary of State,,CONNIE LAWSON,REP,70,245,315
Harrison,18,Secretary of State,,CONNIE LAWSON,REP,44,201,245
Harrison,19,Secretary of State,,CONNIE LAWSON,REP,48,256,304
Harrison,20,Secretary of State,,CONNIE LAWSON,REP,69,286,355
Harrison,32,Secretary of State,,CONNIE LAWSON,REP,67,201,268
Harrison,21,Secretary of State,,CONNIE LAWSON,REP,28,224,252
Harrison,22,Secretary of State,,CONNIE LAWSON,REP,48,180,228
Harrison,23,Secretary of State,,CONNIE LAWSON,REP,64,258,322
Harrison,30,Secretary of State,,CONNIE LAWSON,REP,19,88,107
Harrison,24,Secretary of State,,CONNIE LAWSON,REP,42,291,333
Harrison,25,Secretary of State,,CONNIE LAWSON,REP,39,200,239
Harrison,26,Secretary of State,,CONNIE LAWSON,REP,44,265,309
Harrison,27,Secretary of State,,CONNIE LAWSON,REP,43,203,246
Harrison,28,Secretary of State,,CONNIE LAWSON,REP,34,197,231
Harrison,29,Secretary of State,,CONNIE LAWSON,REP,25,159,184
Harrison,31,Secretary of State,,CONNIE LAWSON,REP,21,101,122
Harrison,33,Secretary of State,,CONNIE LAWSON,REP,37,229,266
Harrison,1,Secretary of State,,JIM HARPER,DEM,31,90,121
Harrison,2,Secretary of State,,JIM HARPER,DEM,50,103,153
Harrison,3,Secretary of State,,JIM HARPER,DEM,15,46,61
Harrison,4,Secretary of State,,JIM HARPER,DEM,10,58,68
Harrison,5,Secretary of State,,JIM HARPER,DEM,33,111,144
Harrison,6,Secretary of State,,JIM HARPER,DEM,41,66,107
Harrison,7,Secretary of State,,JIM HARPER,DEM,53,112,165
Harrison,37,Secretary of State,,JIM HARPER,DEM,18,119,137
Harrison,8,Secretary of State,,JIM HARPER,DEM,74,87,161
Harrison,9,Secretary of State,,JIM HARPER,DEM,40,76,116
Harrison,10,Secretary of State,,JIM HARPER,DEM,49,107,156
Harrison,36,Secretary of State,,JIM HARPER,DEM,64,94,158
Harrison,38,Secretary of State,,JIM HARPER,DEM,44,91,135
Harrison,11,Secretary of State,,JIM HARPER,DEM,47,62,109
Harrison,35,Secretary of State,,JIM HARPER,DEM,59,82,141
Harrison,39,Secretary of State,,JIM HARPER,DEM,51,58,109
Harrison,12,Secretary of State,,JIM HARPER,DEM,60,95,155
Harrison,13,Secretary of State,,JIM HARPER,DEM,50,102,152
Harrison,14,Secretary of State,,JIM HARPER,DEM,72,99,171
Harrison,15,Secretary of State,,JIM HARPER,DEM,6,48,54
Harrison,16,Secretary of State,,JIM HARPER,DEM,15,33,48
Harrison,17,Secretary of State,,JIM HARPER,DEM,59,112,171
Harrison,18,Secretary of State,,JIM HARPER,DEM,38,86,124
Harrison,19,Secretary of State,,JIM HARPER,DEM,23,141,164
Harrison,20,Secretary of State,,JIM HARPER,DEM,58,126,184
Harrison,32,Secretary of State,,JIM HARPER,DEM,36,84,120
Harrison,21,Secretary of State,,JIM HARPER,DEM,37,107,144
Harrison,22,Secretary of State,,JIM HARPER,DEM,24,96,120
Harrison,23,Secretary of State,,JIM HARPER,DEM,29,127,156
Harrison,30,Secretary of State,,JIM HARPER,DEM,10,28,38
Harrison,24,Secretary of State,,JIM HARPER,DEM,25,70,95
Harrison,25,Secretary of State,,JIM HARPER,DEM,12,63,75
Harrison,26,Secretary of State,,JIM HARPER,DEM,25,118,143
Harrison,27,Secretary of State,,JIM HARPER,DEM,33,97,130
Harrison,28,Secretary of State,,JIM HARPER,DEM,28,118,146
Harrison,29,Secretary of State,,JIM HARPER,DEM,22,80,102
Harrison,31,Secretary of State,,JIM HARPER,DEM,8,39,47
Harrison,33,Secretary of State,,JIM HARPER,DEM,18,67,85
Harrison,1,Secretary of State,,MARK W. RUTHERFORD,LIB,0,11,11
Harrison,2,Secretary of State,,MARK W. RUTHERFORD,LIB,2,19,21
Harrison,3,Secretary of State,,MARK W. RUTHERFORD,LIB,3,5,8
Harrison,4,Secretary of State,,MARK W. RUTHERFORD,LIB,1,8,9
Harrison,5,Secretary of State,,MARK W. RUTHERFORD,LIB,1,19,20
Harrison,6,Secretary of State,,MARK W. RUTHERFORD,LIB,0,6,6
Harrison,7,Secretary of State,,MARK W. RUTHERFORD,LIB,3,8,11
Harrison,37,Secretary of State,,MARK W. RUTHERFORD,LIB,0,16,16
Harrison,8,Secretary of State,,MARK W. RUTHERFORD,LIB,2,9,11
Harrison,9,Secretary of State,,MARK W. RUTHERFORD,LIB,2,10,12
Harrison,10,Secretary of State,,MARK W. RUTHERFORD,LIB,5,14,19
Harrison,36,Secretary of State,,MARK W. RUTHERFORD,LIB,2,16,18
Harrison,38,Secretary of State,,MARK W. RUTHERFORD,LIB,4,6,10
Harrison,11,Secretary of State,,MARK W. RUTHERFORD,LIB,2,5,7
Harrison,35,Secretary of State,,MARK W. RUTHERFORD,LIB,3,9,12
Harrison,39,Secretary of State,,MARK W. RUTHERFORD,LIB,6,3,9
Harrison,12,Secretary of State,,MARK W. RUTHERFORD,LIB,7,9,16
Harrison,13,Secretary of State,,MARK W. RUTHERFORD,LIB,5,9,14
Harrison,14,Secretary of State,,MARK W. RUTHERFORD,LIB,3,6,9
Harrison,15,Secretary of State,,MARK W. RUTHERFORD,LIB,1,6,7
Harrison,16,Secretary of State,,MARK W. RUTHERFORD,LIB,2,5,7
Harrison,17,Secretary of State,,MARK W. RUTHERFORD,LIB,8,14,22
Harrison,18,Secretary of State,,MARK W. RUTHERFORD,LIB,1,11,12
Harrison,19,Secretary of State,,MARK W. RUTHERFORD,LIB,0,15,15
Harrison,20,Secretary of State,,MARK W. RUTHERFORD,LIB,2,21,23
Harrison,32,Secretary of State,,MARK W. RUTHERFORD,LIB,2,14,16
Harrison,21,Secretary of State,,MARK W. RUTHERFORD,LIB,1,10,11
Harrison,22,Secretary of State,,MARK W. RUTHERFORD,LIB,3,7,10
Harrison,23,Secretary of State,,MARK W. RUTHERFORD,LIB,1,13,14
Harrison,30,Secretary of State,,MARK W. RUTHERFORD,LIB,0,4,4
Harrison,24,Secretary of State,,MARK W. RUTHERFORD,LIB,2,13,15
Harrison,25,Secretary of State,,MARK W. RUTHERFORD,LIB,0,11,11
Harrison,26,Secretary of State,,MARK W. RUTHERFORD,LIB,3,7,10
Harrison,27,Secretary of State,,MARK W. RUTHERFORD,LIB,3,12,15
Harrison,28,Secretary of State,,MARK W. RUTHERFORD,LIB,1,16,17
Harrison,29,Secretary of State,,MARK W. RUTHERFORD,LIB,0,8,8
Harrison,31,Secretary of State,,MARK W. RUTHERFORD,LIB,0,4,4
Harrison,33,Secretary of State,,MARK W. RUTHERFORD,LIB,1,14,15
Harrison,1,Secretary of State,,Cast Votes,,76,292,368
Harrison,2,Secretary of State,,Cast Votes,,101,341,442
Harrison,3,Secretary of State,,Cast Votes,,51,208,259
Harrison,4,Secretary of State,,Cast Votes,,45,255,300
Harrison,5,Secretary of State,,Cast Votes,,91,374,465
Harrison,6,Secretary of State,,Cast Votes,,76,309,385
Harrison,7,Secretary of State,,Cast Votes,,121,424,545
Harrison,37,Secretary of State,,Cast Votes,,61,420,481
Harrison,8,Secretary of State,,Cast Votes,,177,306,483
Harrison,9,Secretary of State,,Cast Votes,,103,265,368
Harrison,10,Secretary of State,,Cast Votes,,158,365,523
Harrison,36,Secretary of State,,Cast Votes,,192,337,529
Harrison,38,Secretary of State,,Cast Votes,,128,320,448
Harrison,11,Secretary of State,,Cast Votes,,101,168,269
Harrison,35,Secretary of State,,Cast Votes,,145,250,395
Harrison,39,Secretary of State,,Cast Votes,,121,184,305
Harrison,12,Secretary of State,,Cast Votes,,156,355,511
Harrison,13,Secretary of State,,Cast Votes,,124,358,482
Harrison,14,Secretary of State,,Cast Votes,,147,299,446
Harrison,15,Secretary of State,,Cast Votes,,30,189,219
Harrison,16,Secretary of State,,Cast Votes,,39,147,186
Harrison,17,Secretary of State,,Cast Votes,,137,371,508
Harrison,18,Secretary of State,,Cast Votes,,83,298,381
Harrison,19,Secretary of State,,Cast Votes,,71,412,483
Harrison,20,Secretary of State,,Cast Votes,,129,433,562
Harrison,32,Secretary of State,,Cast Votes,,105,299,404
Harrison,21,Secretary of State,,Cast Votes,,66,341,407
Harrison,22,Secretary of State,,Cast Votes,,75,283,358
Harrison,23,Secretary of State,,Cast Votes,,94,398,492
Harrison,30,Secretary of State,,Cast Votes,,29,120,149
Harrison,24,Secretary of State,,Cast Votes,,69,374,443
Harrison,25,Secretary of State,,Cast Votes,,51,274,325
Harrison,26,Secretary of State,,Cast Votes,,72,390,462
Harrison,27,Secretary of State,,Cast Votes,,79,312,391
Harrison,28,Secretary of State,,Cast Votes,,63,331,394
Harrison,29,Secretary of State,,Cast Votes,,47,247,294
Harrison,31,Secretary of State,,Cast Votes,,29,144,173
Harrison,33,Secretary of State,,Cast Votes,,56,310,366
Harrison,1,Secretary of State,,Over Votes,,0,0,0
Harrison,2,Secretary of State,,Over Votes,,0,0,0
Harrison,3,Secretary of State,,Over Votes,,0,0,0
Harrison,4,Secretary of State,,Over Votes,,0,0,0
Harrison,5,Secretary of State,,Over Votes,,0,0,0
Harrison,6,Secretary of State,,Over Votes,,0,0,0
Harrison,7,Secretary of State,,Over Votes,,0,0,0
Harrison,37,Secretary of State,,Over Votes,,0,0,0
Harrison,8,Secretary of State,,Over Votes,,0,0,0
Harrison,9,Secretary of State,,Over Votes,,0,0,0
Harrison,10,Secretary of State,,Over Votes,,0,0,0
Harrison,36,Secretary of State,,Over Votes,,0,0,0
Harrison,38,Secretary of State,,Over Votes,,0,0,0
Harrison,11,Secretary of State,,Over Votes,,0,0,0
Harrison,35,Secretary of State,,Over Votes,,0,0,0
Harrison,39,Secretary of State,,Over Votes,,2,0,2
Harrison,12,Secretary of State,,Over Votes,,0,0,0
Harrison,13,Secretary of State,,Over Votes,,0,0,0
Harrison,14,Secretary of State,,Over Votes,,0,1,1
Harrison,15,Secretary of State,,Over Votes,,0,0,0
Harrison,16,Secretary of State,,Over Votes,,0,0,0
Harrison,17,Secretary of State,,Over Votes,,0,0,0
Harrison,18,Secretary of State,,Over Votes,,0,0,0
Harrison,19,Secretary of State,,Over Votes,,0,0,0
Harrison,20,Secretary of State,,Over Votes,,0,0,0
Harrison,32,Secretary of State,,Over Votes,,0,0,0
Harrison,21,Secretary of State,,Over Votes,,0,0,0
Harrison,22,Secretary of State,,Over Votes,,0,0,0
Harrison,23,Secretary of State,,Over Votes,,0,0,0
Harrison,30,Secretary of State,,Over Votes,,0,0,0
Harrison,24,Secretary of State,,Over Votes,,0,0,0
Harrison,25,Secretary of State,,Over Votes,,0,0,0
Harrison,26,Secretary of State,,Over Votes,,0,0,0
Harrison,27,Secretary of State,,Over Votes,,0,0,0
Harrison,28,Secretary of State,,Over Votes,,0,0,0
Harrison,29,Secretary of State,,Over Votes,,0,0,0
Harrison,31,Secretary of State,,Over Votes,,0,0,0
Harrison,33,Secretary of State,,Over Votes,,0,0,0
Harrison,1,Secretary of State,,Under Votes,,2,17,19
Harrison,2,Secretary of State,,Under Votes,,1,16,17
Harrison,3,Secretary of State,,Under Votes,,1,7,8
Harrison,4,Secretary of State,,Under Votes,,5,6,11
Harrison,5,Secretary of State,,Under Votes,,2,10,12
Harrison,6,Secretary of State,,Under Votes,,1,10,11
Harrison,7,Secretary of State,,Under Votes,,3,17,20
Harrison,37,Secretary of State,,Under Votes,,1,11,12
Harrison,8,Secretary of State,,Under Votes,,1,8,9
Harrison,9,Secretary of State,,Under Votes,,6,14,20
Harrison,10,Secretary of State,,Under Votes,,4,13,17
Harrison,36,Secretary of State,,Under Votes,,5,10,15
Harrison,38,Secretary of State,,Under Votes,,2,11,13
Harrison,11,Secretary of State,,Under Votes,,2,8,10
Harrison,35,Secretary of State,,Under Votes,,2,10,12
Harrison,39,Secretary of State,,Under Votes,,0,9,9
Harrison,12,Secretary of State,,Under Votes,,2,11,13
Harrison,13,Secretary of State,,Under Votes,,1,13,14
Harrison,14,Secretary of State,,Under Votes,,2,9,11
Harrison,15,Secretary of State,,Under Votes,,1,5,6
Harrison,16,Secretary of State,,Under Votes,,0,9,9
Harrison,17,Secretary of State,,Under Votes,,3,3,6
Harrison,18,Secretary of State,,Under Votes,,0,7,7
Harrison,19,Secretary of State,,Under Votes,,3,7,10
Harrison,20,Secretary of State,,Under Votes,,1,14,15
Harrison,32,Secretary of State,,Under Votes,,3,4,7
Harrison,21,Secretary of State,,Under Votes,,0,14,14
Harrison,22,Secretary of State,,Under Votes,,3,9,12
Harrison,23,Secretary of State,,Under Votes,,0,8,8
Harrison,30,Secretary of State,,Under Votes,,0,2,2
Harrison,24,Secretary of State,,Under Votes,,1,17,18
Harrison,25,Secretary of State,,Under Votes,,1,14,15
Harrison,26,Secretary of State,,Under Votes,,4,17,21
Harrison,27,Secretary of State,,Under Votes,,4,22,26
Harrison,28,Secretary of State,,Under Votes,,4,19,23
Harrison,29,Secretary of State,,Under Votes,,0,8,8
Harrison,31,Secretary of State,,Under Votes,,0,5,5
Harrison,33,Secretary of State,,Under Votes,,1,7,8
Harrison,1,Auditor of State,,TERA KLUTZ,REP,42,188,230
Harrison,2,Auditor of State,,TERA KLUTZ,REP,47,213,260
Harrison,3,Auditor of State,,TERA KLUTZ,REP,35,151,186
Harrison,4,Auditor of State,,TERA KLUTZ,REP,32,188,220
Harrison,5,Auditor of State,,TERA KLUTZ,REP,59,231,290
Harrison,6,Auditor of State,,TERA KLUTZ,REP,31,223,254
Harrison,7,Auditor of State,,TERA KLUTZ,REP,60,270,330
Harrison,37,Auditor of State,,TERA KLUTZ,REP,42,275,317
Harrison,8,Auditor of State,,TERA KLUTZ,REP,100,198,298
Harrison,9,Auditor of State,,TERA KLUTZ,REP,57,167,224
Harrison,10,Auditor of State,,TERA KLUTZ,REP,104,237,341
Harrison,36,Auditor of State,,TERA KLUTZ,REP,120,219,339
Harrison,38,Auditor of State,,TERA KLUTZ,REP,77,209,286
Harrison,11,Auditor of State,,TERA KLUTZ,REP,56,100,156
Harrison,35,Auditor of State,,TERA KLUTZ,REP,84,148,232
Harrison,39,Auditor of State,,TERA KLUTZ,REP,58,118,176
Harrison,12,Auditor of State,,TERA KLUTZ,REP,83,242,325
Harrison,13,Auditor of State,,TERA KLUTZ,REP,68,241,309
Harrison,14,Auditor of State,,TERA KLUTZ,REP,70,183,253
Harrison,15,Auditor of State,,TERA KLUTZ,REP,23,126,149
Harrison,16,Auditor of State,,TERA KLUTZ,REP,22,104,126
Harrison,17,Auditor of State,,TERA KLUTZ,REP,73,233,306
Harrison,18,Auditor of State,,TERA KLUTZ,REP,42,199,241
Harrison,19,Auditor of State,,TERA KLUTZ,REP,50,247,297
Harrison,20,Auditor of State,,TERA KLUTZ,REP,64,283,347
Harrison,32,Auditor of State,,TERA KLUTZ,REP,60,196,256
Harrison,21,Auditor of State,,TERA KLUTZ,REP,29,215,244
Harrison,22,Auditor of State,,TERA KLUTZ,REP,47,175,222
Harrison,23,Auditor of State,,TERA KLUTZ,REP,59,254,313
Harrison,30,Auditor of State,,TERA KLUTZ,REP,20,85,105
Harrison,24,Auditor of State,,TERA KLUTZ,REP,43,281,324
Harrison,25,Auditor of State,,TERA KLUTZ,REP,36,198,234
Harrison,26,Auditor of State,,TERA KLUTZ,REP,43,254,297
Harrison,27,Auditor of State,,TERA KLUTZ,REP,48,196,244
Harrison,28,Auditor of State,,TERA KLUTZ,REP,34,201,235
Harrison,29,Auditor of State,,TERA KLUTZ,REP,24,154,178
Harrison,31,Auditor of State,,TERA KLUTZ,REP,21,90,111
Harrison,33,Auditor of State,,TERA KLUTZ,REP,36,214,250
Harrison,1,Auditor of State,,JOSELYN WHITTICKER,DEM,32,91,123
Harrison,2,Auditor of State,,JOSELYN WHITTICKER,DEM,51,111,162
Harrison,3,Auditor of State,,JOSELYN WHITTICKER,DEM,14,46,60
Harrison,4,Auditor of State,,JOSELYN WHITTICKER,DEM,10,53,63
Harrison,5,Auditor of State,,JOSELYN WHITTICKER,DEM,27,115,142
Harrison,6,Auditor of State,,JOSELYN WHITTICKER,DEM,42,71,113
Harrison,7,Auditor of State,,JOSELYN WHITTICKER,DEM,56,127,183
Harrison,37,Auditor of State,,JOSELYN WHITTICKER,DEM,18,114,132
Harrison,8,Auditor of State,,JOSELYN WHITTICKER,DEM,74,91,165
Harrison,9,Auditor of State,,JOSELYN WHITTICKER,DEM,43,80,123
Harrison,10,Auditor of State,,JOSELYN WHITTICKER,DEM,48,106,154
Harrison,36,Auditor of State,,JOSELYN WHITTICKER,DEM,69,104,173
Harrison,38,Auditor of State,,JOSELYN WHITTICKER,DEM,45,95,140
Harrison,11,Auditor of State,,JOSELYN WHITTICKER,DEM,43,58,101
Harrison,35,Auditor of State,,JOSELYN WHITTICKER,DEM,55,90,145
Harrison,39,Auditor of State,,JOSELYN WHITTICKER,DEM,51,60,111
Harrison,12,Auditor of State,,JOSELYN WHITTICKER,DEM,64,93,157
Harrison,13,Auditor of State,,JOSELYN WHITTICKER,DEM,53,104,157
Harrison,14,Auditor of State,,JOSELYN WHITTICKER,DEM,72,104,176
Harrison,15,Auditor of State,,JOSELYN WHITTICKER,DEM,7,47,54
Harrison,16,Auditor of State,,JOSELYN WHITTICKER,DEM,14,39,53
Harrison,17,Auditor of State,,JOSELYN WHITTICKER,DEM,58,116,174
Harrison,18,Auditor of State,,JOSELYN WHITTICKER,DEM,37,84,121
Harrison,19,Auditor of State,,JOSBLYN WHITTICKER,DEM,21,148,169
Harrison,20,Auditor of State,,JOSELYN WHITTICKER,DEM,58,129,187
Harrison,32,Auditor of State,,JOSELYN WHITTICKER,DEM,38,88,126
Harrison,21,Auditor of State,,JOSELYN WHITTICKER,DEM,36,109,145
Harrison,22,Auditor of State,,JOSELYN WHITTICKER,DEM,29,91,120
Harrison,23,Auditor of State,,JOSELYN WHITTICKER,DEM,32,124,156
Harrison,30,Auditor of State,,JOSELYN WHITTICKER,DEM,8,28,36
Harrison,24,Auditor of State,,JOSELYN WHITTICKER,DEM,24,72,96
Harrison,25,Auditor of State,,JOSELYN WHITTICKER,DEM,14,69,83
Harrison,26,Auditor of State,,JOSELYN WHITTICKER,DEM,25,120,145
Harrison,27,Auditor of State,,JOSELYN WHITTICKER,DEM,30,102,132
Harrison,28,Auditor of State,,JOSELYN WHITTICKER,DEM,29,113,142
Harrison,29,Auditor of State,,JOSELYN WHITTICKER,DEM,22,84,106
Harrison,31,Auditor of State,,JOSELYN WHITTICKER,DEM,8,45,53
Harrison,33,Auditor of State,,JOSELYN WHITTICKER,DEM,18,74,92
Harrison,1,Auditor of State,,JOHN SCHICK,LIB,1,9,10
Harrison,2,Auditor of State,,JOHN SCHICK,LIB,2,17,19
Harrison,3,Auditor of State,,JOHN SCHICK,LIB,3,7,10
Harrison,4,Auditor of State,,JOHN SCHICK,LIB,1,13,14
Harrison,5,Auditor of State,,JOHN SCHICK,LIB,4,19,23
Harrison,6,Auditor of State,,JOHN SCHICK,LIB,2,13,15
Harrison,7,Auditor of State,,JOHN SCHICK,LIB,3,16,19
Harrison,37,Auditor of State,,JOHN SCHICK,LIB,0,24,24
Harrison,8,Auditor of State,,JOHN SCHICK,LIB,2,10,12
Harrison,9,Auditor of State,,JOHN SCHICK,LIB,2,13,15
Harrison,10,Auditor of State,,JOHN SCHICK,LIB,4,17,21
Harrison,36,Auditor of State,,JOHN SCHICK,LIB,2,13,15
Harrison,38,Auditor of State,,JOHN SCHICK,LIB,5,16,21
Harrison,11,Auditor of State,,JOHN SCHICK,LIB,2,6,8
Harrison,35,Auditor of State,,JOHN SCHICK,LIB,4,10,14
Harrison,39,Auditor of State,,JOHN SCHICK,LIB,8,7,15
Harrison,12,Auditor of State,,JOHN SCHICK,LIB,7,15,22
Harrison,13,Auditor of State,,JOHN SCHICK,LIB,2,11,13
Harrison,14,Auditor of State,,JOHN SCHICK,LIB,5,12,17
Harrison,15,Auditor of State,,JOHN SCHICK,LIB,0,11,11
Harrison,16,Auditor of State,,JOHN SCHICK,LIB,1,4,5
Harrison,17,Auditor of State,,JOHN SCHICK,LIB,6,17,23
Harrison,18,Auditor of State,,JOHN SCHICK,LIB,3,12,15
Harrison,19,Auditor of State,,JOHN SCHICK,LIB,0,14,14
Harrison,20,Auditor of State,,JOHN SCHICK,LIB,5,18,23
Harrison,32,Auditor of State,,JOHN SCHICK,LIB,5,10,15
Harrison,21,Auditor of State,,JOHN SCHICK,LIB,1,14,15
Harrison,22,Auditor of State,,JOHN SCHICK,LIB,0,17,17
Harrison,23,Auditor of State,,JOHN SCHICK,LIB,2,14,16
Harrison,30,Auditor of State,,JOHN SCHICK,LIB,1,3,4
Harrison,24,Auditor of State,,JOHN SCHICK,LIB,1,18,19
Harrison,25,Auditor of State,,JOHN SCHICK,LIB,0,5,5
Harrison,26,Auditor of State,,JOHN SCHICK,LIB,3,16,19
Harrison,27,Auditor of State,,JOHN SCHICK,LIB,2,11,13
Harrison,28,Auditor of State,,JOHN SCHICK,LIB,1,13,14
Harrison,29,Auditor of State,,JOHN SCHICK,LIB,0,4,4
Harrison,31,Auditor of State,,JOHN SCHICK,LIB,0,8,6
Harrison,33,Auditor of State,,JOHN SCHICK,LIB,2,14,16
Harrison,1,Auditor of State,,Cast Votes,,75,288,363
Harrison,2,Auditor of State,,Cast Votes,,100,341,441
Harrison,3,Auditor of State,,Cast Votes,,52,204,256
Harrison,4,Auditor of State,,Cast Votes,,43,254,297
Harrison,5,Auditor of State,,Cast Votes,,90,365,455
Harrison,6,Auditor of State,,Cast Votes,,75,307,382
Harrison,7,Auditor of State,,Cast Votes,,119,413,532
Harrison,37,Auditor of State,,Cast Votes,,60,413,473
Harrison,8,Auditor of State,,Cast Votes,,176,299,475
Harrison,9,Auditor of State,,Cast Votes,,102,260,362
Harrison,10,Auditor of State,,Cast Votes,,156,360,516
Harrison,36,Auditor of State,,Cast Votes,,191,336,527
Harrison,38,Auditor of State,,Cast Votes,,127,320,447
Harrison,11,Auditor of State,,Cast Votes,,101,164,265
Harrison,35,Auditor of State,,Cast Votes,,143,248,391
Harrison,39,Auditor of State,,Cast Votes,,117,185,302
Harrison,12,Auditor of State,,Cast Votes,,154,350,504
Harrison,13,Auditor of State,,Cast Votes,,123,356,479
Harrison,14,Auditor of State,,Cast Votes,,147,299,446
Harrison,15,Auditor of State,,Cast Votes,,30,184,214
Harrison,16,Auditor of State,,Cast Votes,,37,147,184
Harrison,17,Auditor of State,,Cast Votes,,137,366,503
Harrison,18,Auditor of State,,Cast Votes,,82,295,377
Harrison,19,Auditor of State,,Cast Votes,,71,409,480
Harrison,20,Auditor of State,,Cast Votes,,127,430,557
Harrison,32,Auditor of State,,Cast Votes,,103,294,397
Harrison,21,Auditor of State,,Cast Votes,,66,338,404
Harrison,22,Auditor of State,,Cast Votes,,76,283,359
Harrison,23,Auditor of State,,Cast Votes,,93,392,485
Harrison,30,Auditor of State,,Cast Votes,,29,116,145
Harrison,24,Auditor of State,,Cast Votes,,68,371,439
Harrison,25,Auditor of State,,Cast Votes,,50,272,322
Harrison,26,Auditor of State,,Cast Votes,,71,390,461
Harrison,27,Auditor of State,,Cast Votes,,80,309,389
Harrison,28,Auditor of State,,Cast Votes,,64,327,391
Harrison,29,Auditor of State,,Cast Votes,,46,242,288
Harrison,31,Auditor of State,,Cast Votes,,29,141,170
