county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Decatur,Greensburg 1,Ballots Cast,,,,140,79,0,219
Decatur,Greensburg 1,Registered Voters,,,,,,,903
Decatur,Greensburg 1,U.S. Senate,,Joe Donnelly,DEM,14,26,0,40
Decatur,Greensburg 1,U.S. Senate,,Mike Braun,REP,18,6,0,24
Decatur,Greensburg 1,U.S. Senate,,Luke Messer,REP,90,34,0,124
Decatur,Greensburg 1,U.S. Senate,,Todd Rokita,REP,10,9,0,19
Decatur,Greensburg 1,U.S. House,6,George T. Holland,DEM,1,1,0,2
Decatur,Greensburg 1,U.S. House,6,Jeannine Lee Lake,DEM,4,11,0,15
Decatur,Greensburg 1,U.S. House,6,K. (Jasen) Lave,DEM,0,0,0,0
Decatur,Greensburg 1,U.S. House,6,Jim Pruett,DEM,7,8,0,15
Decatur,Greensburg 1,U.S. House,6,Lane Siekman,DEM,1,1,0,2
Decatur,Greensburg 1,U.S. House,6,Joshua Williamson,DEM,1,1,0,2
Decatur,Greensburg 1,U.S. House,6,Mike Campbell,REP,1,0,0,1
Decatur,Greensburg 1,U.S. House,6,Jonathan M. Lamb,REP,17,5,0,22
Decatur,Greensburg 1,U.S. House,6,Stephen M. Mackenzie,REP,3,2,0,5
Decatur,Greensburg 1,U.S. House,6,Greg Pence,REP,93,38,0,131
Decatur,Greensburg 1,U.S. House,6,Jeff Smith,REP,5,1,0,6
Decatur,Greensburg 1,State Senate,43,No Candidate Filed,DEM,0,0,0,0
Decatur,Greensburg 1,State Senate,43,"Clyde A. ""Chip"" Perfect Jr.",REP,96,40,0,136
Decatur,Greensburg 1,State House,55,No Candidate Filed,DEM,0,0,0,0
Decatur,Greensburg 1,State House,55,Mark Bacon,REP,46,18,0,64
Decatur,Greensburg 1,State House,55,Cindy Meyer Ziemke,REP,69,27,0,96
Decatur,Greensburg 2,Ballots Cast,,,,204,69,0,273
Decatur,Greensburg 2,Registered Voters,,,,,,,772
Decatur,Greensburg 2,U.S. Senate,,Joe Donnelly,DEM,16,12,0,28
Decatur,Greensburg 2,U.S. Senate,,Mike Braun,REP,34,11,0,45
Decatur,Greensburg 2,U.S. Senate,,Luke Messer,REP,133,39,0,172
Decatur,Greensburg 2,U.S. Senate,,Todd Rokita,REP,14,4,0,18
Decatur,Greensburg 2,U.S. House,6,George T. Holland,DEM,3,2,0,5
Decatur,Greensburg 2,U.S. House,6,Jeannine Lee Lake,DEM,3,1,0,4
Decatur,Greensburg 2,U.S. House,6,K. (Jasen) Lave,DEM,1,1,0,2
Decatur,Greensburg 2,U.S. House,6,Jim Pruett,DEM,8,6,0,14
Decatur,Greensburg 2,U.S. House,6,Lane Siekman,DEM,0,1,0,1
Decatur,Greensburg 2,U.S. House,6,Joshua Williamson,DEM,1,1,0,2
Decatur,Greensburg 2,U.S. House,6,Mike Campbell,REP,3,2,0,5
