county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Boone,Center 1,Registered Voters,,,,,,,698
Boone,Center 2,Registered Voters,,,,,,,932
Boone,Center 3,Registered Voters,,,,,,,901
Boone,Center 4,Registered Voters,,,,,,,700
Boone,Center 5,Registered Voters,,,,,,,1002
Boone,Center 6,Registered Voters,,,,,,,780
Boone,Center 7,Registered Voters,,,,,,,842
Boone,Center 8,Registered Voters,,,,,,,639
Boone,Center 9,Registered Voters,,,,,,,876
Boone,Center 10,Registered Voters,,,,,,,1017
Boone,Center 11,Registered Voters,,,,,,,1067
Boone,Center 12,Registered Voters,,,,,,,888
Boone,Center 13,Registered Voters,,,,,,,831
Boone,Center 14,Registered Voters,,,,,,,784
Boone,Center 15,Registered Voters,,,,,,,154
Boone,Center 16,Registered Voters,,,,,,,134
Boone,Center 17,Registered Voters,,,,,,,883
Boone,Clinton,Registered Voters,,,,,,,676
Boone,Eagle 1,Registered Voters,,,,,,,1174
Boone,Eagle 2,Registered Voters,,,,,,,791
Boone,Eagle 3,Registered Voters,,,,,,,855
Boone,Eagle 4,Registered Voters,,,,,,,1282
Boone,Eagle 5,Registered Voters,,,,,,,756
Boone,Eagle 6,Registered Voters,,,,,,,1428
Boone,Eagle 7,Registered Voters,,,,,,,1329
Boone,Eagle 8,Registered Voters,,,,,,,1171
Boone,Eagle 9,Registered Voters,,,,,,,1116
Boone,Eagle 10,Registered Voters,,,,,,,1628
Boone,Eagle 11,Registered Voters,,,,,,,754
Boone,Eagle 12,Registered Voters,,,,,,,975
Boone,Eagle 13,Registered Voters,,,,,,,1688
Boone,Eagle 14,Registered Voters,,,,,,,1128
Boone,Eagle 15,Registered Voters,,,,,,,625
Boone,Eagle 16,Registered Voters,,,,,,,630
Boone,Eagle 17,Registered Voters,,,,,,,953
Boone,Eagle 18,Registered Voters,,,,,,,892
Boone,Eagle 19,Registered Voters,,,,,,,1261
Boone,Eagle 20,Registered Voters,,,,,,,1579
Boone,Harrison,Registered Voters,,,,,,,533
Boone,Jackson 1,Registered Voters,,,,,,,704
Boone,Jackson 2,Registered Voters,,,,,,,655
Boone,Jackson 3,Registered Voters,,,,,,,521
Boone,Jefferson,Registered Voters,,,,,,,1094
Boone,Marion 1,Registered Voters,,,,,,,438
Boone,Marion 2,Registered Voters,,,,,,,501
Boone,Perry,Registered Voters,,,,,,,891
Boone,Sugar Creek 1,Registered Voters,,,,,,,696
Boone,Sugar Creek 2,Registered Voters,,,,,,,780
Boone,Union 1,Registered Voters,,,,,,,1309
Boone,Union 2,Registered Voters,,,,,,,1190
Boone,Washington,Registered Voters,,,,,,,1062
Boone,Worth 1,Registered Voters,,,,,,,2226
Boone,Worth 2,Registered Voters,,,,,,,832
Boone,Center 1,Ballots Cast,,,,145,279,0,424
Boone,Center 2,Ballots Cast,,,,227,177,0,404
Boone,Center 3,Ballots Cast,,,,164,151,0,315
Boone,Center 4,Ballots Cast,,,,164,146,0,310
Boone,Center 5,Ballots Cast,,,,304,307,0,611
Boone,Center 6,Ballots Cast,,,,153,177,0,330
Boone,Center 7,Ballots Cast,,,,188,247,0,435
Boone,Center 8,Ballots Cast,,,,111,77,0,188
Boone,Center 9,Ballots Cast,,,,211,305,0,516
Boone,Center 10,Ballots Cast,,,,205,230,0,435
Boone,Center 11,Ballots Cast,,,,221,229,0,450
Boone,Center 12,Ballots Cast,,,,278,249,0,527
Boone,Center 13,Ballots Cast,,,,154,141,0,295
Boone,Center 14,Ballots Cast,,,,246,223,0,469
Boone,Center 15,Ballots Cast,,,,48,70,0,118
Boone,Center 16,Ballots Cast,,,,30,40,0,70
Boone,Center 17,Ballots Cast,,,,187,144,0,331
Boone,Clinton,Ballots Cast,,,,246,146,0,392
Boone,Eagle 1,Ballots Cast,,,,250,531,0,781
Boone,Eagle 2,Ballots Cast,,,,166,335,0,501
Boone,Eagle 3,Ballots Cast,,,,223,357,0,580
Boone,Eagle 4,Ballots Cast,,,,327,377,0,704
Boone,Eagle 5,Ballots Cast,,,,184,299,0,483
Boone,Eagle 6,Ballots Cast,,,,422,481,0,903
Boone,Eagle 7,Ballots Cast,,,,286,521,0,807
Boone,Eagle 8,Ballots Cast,,,,229,512,0,741
Boone,Eagle 9,Ballots Cast,,,,262,484,0,746
Boone,Eagle 10,Ballots Cast,,,,401,562,0,963
Boone,Eagle 11,Ballots Cast,,,,222,293,0,515
Boone,Eagle 12,Ballots Cast,,,,230,398,0,628
Boone,Eagle 13,Ballots Cast,,,,419,513,0,932
Boone,Eagle 14,Ballots Cast,,,,287,442,0,729
Boone,Eagle 15,Ballots Cast,,,,156,246,0,402
Boone,Eagle 16,Ballots Cast,,,,97,331,0,428
Boone,Eagle 17,Ballots Cast,,,,229,286,0,515
Boone,Eagle 18,Ballots Cast,,,,229,324,0,553
Boone,Eagle 19,Ballots Cast,,,,323,469,0,792
Boone,Eagle 20,Ballots Cast,,,,407,521,0,928
Boone,Harrison,Ballots Cast,,,,152,150,0,302
Boone,Jackson 1,Ballots Cast,,,,267,110,0,377
Boone,Jackson 2,Ballots Cast,,,,248,111,0,359
Boone,Jackson 3,Ballots Cast,,,,188,105,0,293
Boone,Jefferson,Ballots Cast,,,,324,299,0,623
