county,precinct,office,district,candidate,party,absentee,early_voting,election day,votes
Harrison,Federal,Ballots Cast,,,,,,,0
Harrison,Federal,U.S. Senate,,Mike Braun,,0,0,0,0
Harrison,Federal,U.S. Senate,,Luke Messer,,0,0,0,0
Harrison,Federal,U.S. Senate,,Todd Rokita,,0,0,0,0
Harrison,Federal,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Federal,U.S. Senate,,Under Votes,,0,0,0,0
Harrison,Federal,U.S. House,9,James Dean Alspach,,0,0,0,0
Harrison,Federal,U.S. House,9,Trey Hollingsworth,,0,0,0,0
Harrison,Federal,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Federal,U.S. House,9,Under Votes,,0,0,0,0
Harrison,Federal,U.S. Senate,,Joe Donnelly,,0,0,0,0
Harrison,Federal,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Federal,U.S. Senate,,Under Votes,,0,0,0,0
Harrison,Federal,U.S. House,9,Dan Canon,,0,0,0,0
Harrison,Federal,U.S. House,9,Rob Chatlos,,0,0,0,0
Harrison,Federal,U.S. House,9,Liz Watson,,0,0,0,0
Harrison,Federal,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Federal,U.S. House,9,Under Votes,,0,0,0,0
Harrison,Precinct 01,Ballots Cast,,,,,,,227
Harrison,Precinct 01,U.S. Senate,,Mike Braun,,3,0,64,67
Harrison,Precinct 01,U.S. Senate,,Luke Messer,,2,0,38,40
Harrison,Precinct 01,U.S. Senate,,Todd Rokita,,6,0,26,32
Harrison,Precinct 01,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 01,U.S. Senate,,Under Votes,,11,0,30,31
Harrison,Precinct 01,U.S. House,9,James Dean Alspach,,2,0,23,25
Harrison,Precinct 01,U.S. House,9,Trey Hollingsworth,,9,0,116,125
Harrison,Precinct 01,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 01,U.S. House,9,Under Votes,,1,0,19,20
Harrison,Precinct 01,State Senate,47,Erin Houchin,,11,0,113,124
Harrison,Precinct 01,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 01,State Senate,47,Under Votes,,1,0,45,46
Harrison,Precinct 01,State House,73,Steve Davisson,,8,0,104,112
Harrison,Precinct 01,State House,73,Buford L. Dewitt,,3,0,25,28
Harrison,Precinct 01,U.S. House,73,Over Votes,,0,0,0,0
Harrison,Precinct 01,U.S. House,73,Under Votes,,1,0,29,30
Harrison,Precinct 01,U.S. Senate,,Joe Donnelly,,4,0,42,46
Harrison,Precinct 01,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 01,U.S. Senate,,Under Votes,,2,0,9,11
Harrison,Precinct 01,U.S. House,9,Dan Canon,,1,0,17,18
Harrison,Precinct 01,U.S. House,9,Rob Chatlos,,0,0,2,2
Harrison,Precinct 01,U.S. House,9,Liz Watson,,5,0,29,34
Harrison,Precinct 01,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 01,U.S. House,9,Under Votes,,0,0,3,3
Harrison,Precinct 01,State Senate,47,Nicholas A. (Nick) Siler,,4,0,39,43
Harrison,Precinct 01,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 01,State Senate,47,Under Votes,,2,0,12,14
Harrison,Precinct 01,State House,73,No Candidate for Race,,0,0,0,0
Harrison,Precinct 02,Ballots Cast,,,,,,,245
Harrison,Precinct 02,U.S. Senate,,Mike Braun,,9,0,69,78
Harrison,Precinct 02,U.S. Senate,,Luke Messer,,4,0,43,47
Harrison,Precinct 02,U.S. Senate,,Todd Rokita,,3,0,21,24
Harrison,Precinct 02,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 02,U.S. Senate,,Under Votes,,5,0,9,14
Harrison,Precinct 02,U.S. House,9,James Dean Alspach,,5,0,26,31
Harrison,Precinct 02,U.S. House,9,Trey Hollingsworth,,11,0,109,120
Harrison,Precinct 02,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 02,U.S. House,9,Under Votes,,5,0,7,12
Harrison,Precinct 02,State Senate,47,Erin Houchin,,17,0,119,136
Harrison,Precinct 02,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 02,State Senate,47,Under Votes,,4,0,23,27
Harrison,Precinct 02,State House,73,Steve Davisson,,17,0,99,116
Harrison,Precinct 02,State House,73,Buford L. Dewitt,,2,0,24,26
Harrison,Precinct 02,U.S. House,73,Over Votes,,0,0,0,0
Harrison,Precinct 02,U.S. House,73,Under Votes,,2,0,19,21
Harrison,Precinct 02,U.S. Senate,,Joe Donnelly,,22,0,48,70
Harrison,Precinct 02,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 02,U.S. Senate,,Under Votes,,3,0,9,12
Harrison,Precinct 02,U.S. House,9,Dan Canon,,8,0,17,25
Harrison,Precinct 02,U.S. House,9,Rob Chatlos,,1,0,4,5
Harrison,Precinct 02,U.S. House,9,Liz Watson,,16,0,34,50
Harrison,Precinct 02,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 02,U.S. House,9,Under Votes,,0,0,2,2
Harrison,Precinct 02,State Senate,47,Nicholas A. (Nick) Siler,,22,0,47,69
Harrison,Precinct 02,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 02,State Senate,47,Under Votes,,3,0,10,13
Harrison,Precinct 02,State House,73,No Candidate for Race,,0,0,0,0
Harrison,Precinct 03,Ballots Cast,,,,,,,164
Harrison,Precinct 03,U.S. Senate,,Mike Braun,,8,0,43,51
Harrison,Precinct 03,U.S. Senate,,Luke Messer,,2,0,40,42
Harrison,Precinct 03,U.S. Senate,,Todd Rokita,,2,0,24,26
Harrison,Precinct 03,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 03,U.S. Senate,,Under Votes,,2,0,15,17
Harrison,Precinct 03,U.S. House,9,James Dean Alspach,,6,0,17,23
Harrison,Precinct 03,U.S. House,9,Trey Hollingsworth,,8,0,94,102
Harrison,Precinct 03,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 03,U.S. House,9,Under Votes,,0,0,11,11
Harrison,Precinct 03,State Senate,47,Erin Houchin,,11,0,92,103
Harrison,Precinct 03,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 03,State Senate,47,Under Votes,,3,0,30,33
Harrison,Precinct 03,State House,70,Karen Engleman,,10,0,94,104
Harrison,Precinct 03,State House,70,Over Votes,,0,0,0,0
Harrison,Precinct 03,State House,70,Under Votes,,4,0,28,32
Harrison,Precinct 03,U.S. Senate,,Joe Donnelly,,5,0,21,26
Harrison,Precinct 03,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 03,U.S. Senate,,Under Votes,,0,0,2,2
Harrison,Precinct 03,U.S. House,9,Dan Canon,,2,0,5,7
Harrison,Precinct 03,U.S. House,9,Rob Chatlos,,1,0,1,2
Harrison,Precinct 03,U.S. House,9,Liz Watson,,2,0,17,19
Harrison,Precinct 03,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 03,U.S. House,9,Under Votes,,0,0,0,0
Harrison,Precinct 03,State Senate,47,Nicholas A. (Nick) Siler,,5,0,22,27
Harrison,Precinct 03,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 03,State Senate,47,Under Votes,,0,0,1,1
Harrison,Precinct 03,State House,70,Sarah Stivers,,5,0,22,27
Harrison,Precinct 03,State House,70,Over Votes,,0,0,0,0
Harrison,Precinct 03,State House,70,Under Votes,,0,0,1,1
Harrison,Precinct 04,Ballots Cast,,,,,,,188
Harrison,Precinct 04,U.S. Senate,,Mike Braun,,11,0,43,54
Harrison,Precinct 04,U.S. Senate,,Luke Messer,,2,0,51,53
Harrison,Precinct 04,U.S. Senate,,Todd Rokita,,3,0,24,27
Harrison,Precinct 04,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 04,U.S. Senate,,Under Votes,,2,0,22,24
Harrison,Precinct 04,U.S. House,9,James Dean Alspach,,1,0,24,25
Harrison,Precinct 04,U.S. House,9,Trey Hollingsworth,,15,0,101,116
Harrison,Precinct 04,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 04,U.S. House,9,Under Votes,,2,0,15,17
Harrison,Precinct 04,State Senate,47,Erin Houchin,,13,0,109,122
Harrison,Precinct 04,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 04,State Senate,47,Under Votes,,5,0,31,36
Harrison,Precinct 04,State House,70,Karen Engleman,,14,0,111,125
Harrison,Precinct 04,State House,70,Over Votes,,0,0,0,0
Harrison,Precinct 04,State House,70,Under Votes,,4,0,29,33
Harrison,Precinct 04,U.S. Senate,,Joe Donnelly,,2,0,22,24
Harrison,Precinct 04,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 04,U.S. Senate,,Under Votes,,0,0,6,6
Harrison,Precinct 04,U.S. House,9,Dan Canon,,1,0,8,9
Harrison,Precinct 04,U.S. House,9,Rob Chatlos,,0,0,1,1
Harrison,Precinct 04,U.S. House,9,Liz Watson,,1,0,18,19
Harrison,Precinct 04,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 04,U.S. House,9,Under Votes,,0,0,1,1
Harrison,Precinct 04,State Senate,47,Nicholas A. (Nick) Siler,,2,0,23,25
Harrison,Precinct 04,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 04,State Senate,47,Under Votes,,0,0,5,5
Harrison,Precinct 04,State House,70,Sarah Stivers,,2,0,22,24
Harrison,Precinct 04,State House,70,Over Votes,,0,0,0,0
Harrison,Precinct 04,State House,70,Under Votes,,0,0,6,6
Harrison,Precinct 05,Ballots Cast,,,,,,,159
Harrison,Precinct 05,U.S. Senate,,Mike Braun,,8,0,35,43
Harrison,Precinct 05,U.S. Senate,,Luke Messer,,3,0,22,25
Harrison,Precinct 05,U.S. Senate,,Todd Rokita,,6,0,21,27
Harrison,Precinct 05,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 05,U.S. Senate,,Under Votes,,4,0,10,14
Harrison,Precinct 05,U.S. House,9,James Dean Alspach,,6,0,12,18
Harrison,Precinct 05,U.S. House,9,Trey Hollingsworth,,12,0,70,82
Harrison,Precinct 05,U.S. House,9,Over Votes,,0,0,0,0
Harrison,Precinct 05,U.S. House,9,Under Votes,,3,0,6,9
Harrison,Precinct 05,State Senate,47,Erin Houchin,,20,0,70,90
Harrison,Precinct 05,State Senate,47,Over Votes,,0,0,0,0
Harrison,Precinct 05,State Senate,47,Under Votes,,1,0,18,19
Harrison,Precinct 05,State House,70,Karen Engleman,,17,0,72,89
Harrison,Precinct 05,State House,70,Over Votes,,0,0,0,0
Harrison,Precinct 05,State House,70,Under Votes,,4,0,16,20
Harrison,Precinct 05,U.S. Senate,,Joe Donnelly,,9,0,34,43
Harrison,Precinct 05,U.S. Senate,,Over Votes,,0,0,0,0
Harrison,Precinct 05,U.S. Senate,,Under Votes,,1,0,6,7
