candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 14B,65,100,0,165
Write in,US House,9,,Lawrence,Shawswick 14B,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 14B,216,219,0,435
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 14B,55,85,0,140
,Registered Voters,,,Lawrence,Shawswick 15A,,,,408
,Ballots Cast,,,Lawrence,Shawswick 15A,,,,114
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 15A,82,66,0,148
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 15A,24,37,0,61
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 15A,4,2,0,6
Write in,U.S. Senate,,,Lawrence,Shawswick 15A,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 15A,84,68,0,152
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 15A,19,34,0,53
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 15A,5,3,0,8
Write in,Secretary of State,,,Lawrence,Shawswick 15A,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 15A,84,64,0,148
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 15A,15,37,0,52
John Schick,Auditor of State,,L,Lawrence,Shawswick 15A,6,2,0,8
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 15A,87,70,0,157
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 15A,18,33,0,51
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 15A,85,70,0,155
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 15A,28,35,0,63
Write in,US House,9,,Lawrence,Shawswick 15A,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 15A,87,68,0,155
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 15A,24,37,0,61
,Registered Voters,,,Lawrence,Shawswick 15B,,,,939
,Ballots Cast,,,Lawrence,Shawswick 15B,,,,250
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 15B,159,166,0,325
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 15B,76,69,0,145
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 15B,10,8,0,18
Write in,U.S. Senate,,,Lawrence,Shawswick 15B,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 15B,169,180,0,349
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 15B,70,52,0,122
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 15B,4,6,0,10
Write in,Secretary of State,,,Lawrence,Shawswick 15B,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 15B,159,173,0,332
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 15B,75,56,0,131
John Schick,Auditor of State,,L,Lawrence,Shawswick 15B,2,4,0,6
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 15B,169,175,0,344
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 15B,70,56,0,126
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 15B,160,164,0,324
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 15B,85,76,0,161
Write in,US House,9,,Lawrence,Shawswick 15B,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 15B,168,183,0,351
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 15B,78,59,0,137
,Registered Voters,,,Lawrence,Shawswick 16,,,,1035
,Ballots Cast,,,Lawrence,Shawswick 16,,,,261
Mike Braun,U.S. Senate,,R,Lawrence,Shawswick 16,171,144,0,315
Joe Donnelly,U.S. Senate,,D,Lawrence,Shawswick 16,63,83,0,146
Lucy M Brenton,U.S. Senate,,L,Lawrence,Shawswick 16,23,15,0,38
Write in,U.S. Senate,,,Lawrence,Shawswick 16,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Shawswick 16,191,163,0,354
Jim Harper,Secretary of State,,D,Lawrence,Shawswick 16,51,70,0,121
Mark W. Rutherford,Secretary of State,,L,Lawrence,Shawswick 16,10,7,0,17
Write in,Secretary of State,,,Lawrence,Shawswick 16,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Shawswick 16,178,154,0,332
Joselyn Whitticker,Auditor of State,,D,Lawrence,Shawswick 16,59,75,0,134
John Schick,Auditor of State,,L,Lawrence,Shawswick 16,7,5,0,12
Kelly Mitchell,Treasurer of State,,R,Lawrence,Shawswick 16,189,164,0,353
John C. Aguilera,Treasurer of State,,D,Lawrence,Shawswick 16,57,68,0,125
Trey Hollingsworth,U.S. House,9,R,Lawrence,Shawswick 16,183,145,0,328
Liz Watson,U.S. House,9,D,Lawrence,Shawswick 16,76,94,0,170
Write in,US House,9,,Lawrence,Shawswick 16,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Shawswick 16,193,164,0,357
Jared Stancombe,State Representative,65,D,Lawrence,Shawswick 16,63,75,0,138
,Registered Voters,,,Lawrence,Marion 1,,,,629
,Ballots Cast,,,Lawrence,Marion 1,,,,170
Mike Braun,U.S. Senate,,R,Lawrence,Marion 1,108,42,0,150
Joe Donnelly,U.S. Senate,,D,Lawrence,Marion 1,42,26,0,68
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marion 1,16,8,0,24
Write in,U.S. Senate,,,Lawrence,Marion 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marion 1,117,45,0,162
Jim Harper,Secretary of State,,D,Lawrence,Marion 1,45,27,0,72
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marion 1,5,3,0,8
Write in,Secretary of State,,,Lawrence,Marion 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marion 1,115,43,0,158
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marion 1,45,26,0,71
John Schick,Auditor of State,,L,Lawrence,Marion 1,4,4,0,8
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marion 1,124,45,0,169
John C. Aguilera,Treasurer of State,,D,Lawrence,Marion 1,40,29,0,69
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marion 1,109,42,0,151
Liz Watson,U.S. House,9,D,Lawrence,Marion 1,59,33,0,92
Write in,US House,9,,Lawrence,Marion 1,0,0,0,0
Steve Davisson,State Representative,73,R,Lawrence,Marion 1,139,54,0,193
No Candidate Filed,State Representative,73,D,Lawrence,Marion 1,0,0,0,0
,Registered Voters,,,Lawrence,Marion 2,,,,747
,Ballots Cast,,,Lawrence,Marion 2,,,,264
Mike Braun,U.S. Senate,,R,Lawrence,Marion 2,167,77,0,244
Joe Donnelly,U.S. Senate,,D,Lawrence,Marion 2,81,44,0,125
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marion 2,9,5,2,16
Write in,U.S. Senate,,,Lawrence,Marion 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marion 2,177,82,0,259
Jim Harper,Secretary of State,,D,Lawrence,Marion 2,76,41,0,117
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marion 2,2,3,2,7
Write in,Secretary of State,,,Lawrence,Marion 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marion 2,167,83,0,250
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marion 2,78,39,0,117
John Schick,Auditor of State,,L,Lawrence,Marion 2,4,4,2,10
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marion 2,178,91,2,271
John C. Aguilera,Treasurer of State,,D,Lawrence,Marion 2,74,34,0,108
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marion 2,170,78,2,250
Liz Watson,U.S. House,9,D,Lawrence,Marion 2,93,50,0,143
Write in,US House,9,,Lawrence,Marion 2,0,0,0,0
Steve Davisson,State Representative,73,R,Lawrence,Marion 2,215,105,2,322
No Candidate Filed,State Representative,73,D,Lawrence,Marion 2,0,0,0,0
,Registered Voters,,,Lawrence,Marion 3,,,,720
,Ballots Cast,,,Lawrence,Marion 3,,,,167
Mike Braun,U.S. Senate,,R,Lawrence,Marion 3,104,29,0,133
Joe Donnelly,U.S. Senate,,D,Lawrence,Marion 3,50,29,0,79
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marion 3,11,3,0,14
Write in,U.S. Senate,,,Lawrence,Marion 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marion 3,110,33,0,143
Jim Harper,Secretary of State,,D,Lawrence,Marion 3,49,26,0,75
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marion 3,8,2,0,10
Write in,Secretary of State,,,Lawrence,Marion 3,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marion 3,103,29,0,132
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marion 3,48,28,0,76
John Schick,Auditor of State,,L,Lawrence,Marion 3,12,2,0,14
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marion 3,113,33,0,146
John C. Aguilera,Treasurer of State,,D,Lawrence,Marion 3,50,26,0,76
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marion 3,102,30,0,132
Liz Watson,U.S. House,9,D,Lawrence,Marion 3,64,30,0,94
Write in,US House,9,,Lawrence,Marion 3,0,0,0,0
Steve Davisson,State Representative,73,R,Lawrence,Marion 3,132,44,0,176
No Candidate Filed,State Representative,73,D,Lawrence,Marion 3,0,0,0,0
,Registered Voters,,,Lawrence,Marion 4,,,,571
,Ballots Cast,,,Lawrence,Marion 4,,,,143
Mike Braun,U.S. Senate,,R,Lawrence,Marion 4,87,33,0,120
Joe Donnelly,U.S. Senate,,D,Lawrence,Marion 4,46,21,0,67
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marion 4,9,1,0,10
Write in,U.S. Senate,,,Lawrence,Marion 4,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marion 4,91,36,0,127
Jim Harper,Secretary of State,,D,Lawrence,Marion 4,43,18,0,61
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marion 4,8,1,0,9
Write in,Secretary of State,,,Lawrence,Marion 4,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marion 4,84,34,0,118
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marion 4,49,18,0,67
John Schick,Auditor of State,,L,Lawrence,Marion 4,7,2,0,9
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marion 4,96,37,0,133
John C. Aguilera,Treasurer of State,,D,Lawrence,Marion 4,44,17,0,61
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marion 4,80,33,0,113
Liz Watson,U.S. House,9,D,Lawrence,Marion 4,60,21,0,81
Write in,US House,9,,Lawrence,Marion 4,0,0,0,0
Steve Davisson,State Representative,73,R,Lawrence,Marion 4,113,41,0,154
No Candidate Filed,State Representative,73,D,Lawrence,Marion 4,0,0,0,0
,Registered Voters,,,Lawrence,Marion 5A,,,,897
,Ballots Cast,,,Lawrence,Marion 5A,,,,317
Mike Braun,U.S. Senate,,R,Lawrence,Marion 5A,199,135,0,334
Joe Donnelly,U.S. Senate,,D,Lawrence,Marion 5A,92,74,0,166
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marion 5A,22,8,0,30
Write in,U.S. Senate,,,Lawrence,Marion 5A,1,0,0,1
Connie Lawson,Secretary of State,,R,Lawrence,Marion 5A,219,140,0,359
Jim Harper,Secretary of State,,D,Lawrence,Marion 5A,73,71,0,144
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marion 5A,20,5,0,25
Write in,Secretary of State,,,Lawrence,Marion 5A,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marion 5A,215,140,0,355
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marion 5A,76,70,0,146
John Schick,Auditor of State,,L,Lawrence,Marion 5A,14,3,0,17
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marion 5A,234,150,0,384
John C. Aguilera,Treasurer of State,,D,Lawrence,Marion 5A,71,64,0,135
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marion 5A,209,142,0,351
Liz Watson,U.S. House,9,D,Lawrence,Marion 5A,102,75,0,177
Write in,US House,9,,Lawrence,Marion 5A,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Marion 5A,230,153,0,383
Jared Stancombe,State Representative,65,D,Lawrence,Marion 5A,81,63,0,144
,Registered Voters,,,Lawrence,Marion 5B,,,,1106
,Ballots Cast,,,Lawrence,Marion 5B,,,,315
Mike Braun,U.S. Senate,,R,Lawrence,Marion 5B,228,169,0,397
Joe Donnelly,U.S. Senate,,D,Lawrence,Marion 5B,70,80,0,150
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marion 5B,14,6,0,20
Write in,U.S. Senate,,,Lawrence,Marion 5B,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marion 5B,243,187,0,430
Jim Harper,Secretary of State,,D,Lawrence,Marion 5B,63,66,0,129
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marion 5B,6,2,0,8
Write in,Secretary of State,,,Lawrence,Marion 5B,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marion 5B,231,173,0,404
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marion 5B,62,69,0,131
John Schick,Auditor of State,,L,Lawrence,Marion 5B,6,3,0,9
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marion 5B,241,179,0,420
John C. Aguilera,Treasurer of State,,D,Lawrence,Marion 5B,61,65,0,126
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marion 5B,236,169,0,405
Liz Watson,U.S. House,9,D,Lawrence,Marion 5B,74,83,0,157
Write in,US House,9,,Lawrence,Marion 5B,0,0,0,0
Steve Davisson,State Representative,73,R,Lawrence,Marion 5B,273,213,0,486
No Candidate Filed,State Representative,73,D,Lawrence,Marion 5B,0,0,0,0
,Registered Voters,,,Lawrence,Marion 5C,,,,239
,Ballots Cast,,,Lawrence,Marion 5C,,,,69
Mike Braun,U.S. Senate,,R,Lawrence,Marion 5C,40,38,0,78
Joe Donnelly,U.S. Senate,,D,Lawrence,Marion 5C,24,19,0,43
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marion 5C,4,5,0,9
Write in,U.S. Senate,,,Lawrence,Marion 5C,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marion 5C,47,47,0,94
Jim Harper,Secretary of State,,D,Lawrence,Marion 5C,18,13,0,31
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marion 5C,3,2,0,5
Write in,Secretary of State,,,Lawrence,Marion 5C,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marion 5C,43,46,0,89
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marion 5C,22,12,0,34
John Schick,Auditor of State,,L,Lawrence,Marion 5C,1,2,0,3
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marion 5C,46,47,0,93
John C. Aguilera,Treasurer of State,,D,Lawrence,Marion 5C,21,14,0,35
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marion 5C,38,41,0,79
Liz Watson,U.S. House,9,D,Lawrence,Marion 5C,30,22,0,52
Write in,US House,9,,Lawrence,Marion 5C,0,0,0,0
Steve Davisson,State Representative,73,R,Lawrence,Marion 5C,55,46,0,101
No Candidate Filed,State Representative,73,D,Lawrence,Marion 5C,0,0,0,0
,Registered Voters,,,Lawrence,Marion 6,,,,1174
,Ballots Cast,,,Lawrence,Marion 6,,,,352
Mike Braun,U.S. Senate,,R,Lawrence,Marion 6,237,191,0,428
Joe Donnelly,U.S. Senate,,D,Lawrence,Marion 6,88,73,0,161
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marion 6,22,10,0,32
Write in,U.S. Senate,,,Lawrence,Marion 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marion 6,259,197,0,456
Jim Harper,Secretary of State,,D,Lawrence,Marion 6,74,68,0,142
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marion 6,13,10,0,23
Write in,Secretary of State,,,Lawrence,Marion 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marion 6,254,183,0,437
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marion 6,76,70,0,146
John Schick,Auditor of State,,L,Lawrence,Marion 6,10,9,0,19
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marion 6,267,198,0,468
John C. Aguilera,Treasurer of State,,D,Lawrence,Marion 6,75,65,0,140
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marion 6,248,187,0,435
Liz Watson,U.S. House,9,D,Lawrence,Marion 6,100,82,0,182
Write in,US House,9,,Lawrence,Marion 6,0,1,0,1
Steve Davisson,State Representative,73,R,Lawrence,Marion 6,294,222,0,516
No Candidate Filed,State Representative,73,D,Lawrence,Marion 6,0,0,0,0
,Registered Voters,,,Lawrence,Bono,,,,520
,Ballots Cast,,,Lawrence,Bono,,,,192
Mike Braun,U.S. Senate,,R,Lawrence,Bono,118,54,0,172
Joe Donnelly,U.S. Senate,,D,Lawrence,Bono,65,21,0,86
Lucy M Brenton,U.S. Senate,,L,Lawrence,Bono,6,0,0,6
Write in,U.S. Senate,,,Lawrence,Bono,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Bono,121,53,0,174
Jim Harper,Secretary of State,,D,Lawrence,Bono,62,20,0,82
Mark W. Rutherford,Secretary of State,,L,Lawrence,Bono,7,1,0,8
Write in,Secretary of State,,,Lawrence,Bono,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Bono,118,51,0,169
Joselyn Whitticker,Auditor of State,,D,Lawrence,Bono,65,22,0,87
John Schick,Auditor of State,,L,Lawrence,Bono,4,2,0,6
Kelly Mitchell,Treasurer of State,,R,Lawrence,Bono,119,55,0,174
John C. Aguilera,Treasurer of State,,D,Lawrence,Bono,70,18,0,88
Trey Hollingsworth,U.S. House,9,R,Lawrence,Bono,119,51,0,170
Liz Watson,U.S. House,9,D,Lawrence,Bono,70,25,0,95
Write in,US House,9,,Lawrence,Bono,0,0,0,0
Steve Davisson,State Representative,73,R,Lawrence,Bono,149,57,0,206
No Candidate Filed,State Representative,73,D,Lawrence,Bono,0,0,0,0
,Registered Voters,,,Lawrence,Guthrie,,,,833
,Ballots Cast,,,Lawrence,Guthrie,,,,186
Mike Braun,U.S. Senate,,R,Lawrence,Guthrie,117,140,0,257
Joe Donnelly,U.S. Senate,,D,Lawrence,Guthrie,45,49,0,94
Lucy M Brenton,U.S. Senate,,L,Lawrence,Guthrie,17,9,0,26
Write in,U.S. Senate,,,Lawrence,Guthrie,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Guthrie,127,147,0,274
Jim Harper,Secretary of State,,D,Lawrence,Guthrie,37,41,0,78
Mark W. Rutherford,Secretary of State,,L,Lawrence,Guthrie,12,8,0,20
Write in,Secretary of State,,,Lawrence,Guthrie,0,1,0,1
Tera Klutz,Auditor of State,,R,Lawrence,Guthrie,122,141,0,263
Joselyn Whitticker,Auditor of State,,D,Lawrence,Guthrie,35,46,0,81
John Schick,Auditor of State,,L,Lawrence,Guthrie,11,6,0,17
Kelly Mitchell,Treasurer of State,,R,Lawrence,Guthrie,133,149,0,282
John C. Aguilera,Treasurer of State,,D,Lawrence,Guthrie,34,46,0,80
Trey Hollingsworth,U.S. House,9,R,Lawrence,Guthrie,125,144,0,269
Liz Watson,U.S. House,9,D,Lawrence,Guthrie,56,55,0,111
Write in,US House,9,,Lawrence,Guthrie,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Guthrie,125,154,0,279
Jared Stancombe,State Representative,65,D,Lawrence,Guthrie,47,45,0,92
,Registered Voters,,,Lawrence,Indian Creek North,,,,1130
,Ballots Cast,,,Lawrence,Indian Creek North,,,,363
Mike Braun,U.S. Senate,,R,Lawrence,Indian Creek North,252,179,0,431
Joe Donnelly,U.S. Senate,,D,Lawrence,Indian Creek North,90,58,0,148
Lucy M Brenton,U.S. Senate,,L,Lawrence,Indian Creek North,18,9,0,27
Write in,U.S. Senate,,,Lawrence,Indian Creek North,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Indian Creek North,272,190,0,462
Jim Harper,Secretary of State,,D,Lawrence,Indian Creek North,68,52,0,120
Mark W. Rutherford,Secretary of State,,L,Lawrence,Indian Creek North,16,3,0,19
Write in,Secretary of State,,,Lawrence,Indian Creek North,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Indian Creek North,263,187,0,450
Joselyn Whitticker,Auditor of State,,D,Lawrence,Indian Creek North,64,52,0,116
John Schick,Auditor of State,,L,Lawrence,Indian Creek North,16,3,0,19
Kelly Mitchell,Treasurer of State,,R,Lawrence,Indian Creek North,280,193,0,473
John C. Aguilera,Treasurer of State,,D,Lawrence,Indian Creek North,64,49,0,113
Trey Hollingsworth,U.S. House,9,R,Lawrence,Indian Creek North,270,185,0,455
Liz Watson,U.S. House,9,D,Lawrence,Indian Creek North,89,62,0,151
Write in,US House,9,,Lawrence,Indian Creek North,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Indian Creek North,283,194,0,477
Jared Stancombe,State Representative,65,D,Lawrence,Indian Creek North,77,51,0,128
,Registered Voters,,,Lawrence,Indian Creek South,,,,765
,Ballots Cast,,,Lawrence,Indian Creek South,,,,269
Mike Braun,U.S. Senate,,R,Lawrence,Indian Creek South,202,94,0,296
Joe Donnelly,U.S. Senate,,D,Lawrence,Indian Creek South,54,41,0,95
Lucy M Brenton,U.S. Senate,,L,Lawrence,Indian Creek South,13,6,0,19
Write in,U.S. Senate,,,Lawrence,Indian Creek South,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Indian Creek South,212,100,0,312
Jim Harper,Secretary of State,,D,Lawrence,Indian Creek South,46,34,0,80
Mark W. Rutherford,Secretary of State,,L,Lawrence,Indian Creek South,11,4,0,15
Write in,Secretary of State,,,Lawrence,Indian Creek South,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Indian Creek South,204,98,0,302
Joselyn Whitticker,Auditor of State,,D,Lawrence,Indian Creek South,46,34,0,80
John Schick,Auditor of State,,L,Lawrence,Indian Creek South,10,4,0,14
Kelly Mitchell,Treasurer of State,,R,Lawrence,Indian Creek South,217,103,0,320
John C. Aguilera,Treasurer of State,,D,Lawrence,Indian Creek South,43,33,0,76
Trey Hollingsworth,U.S. House,9,R,Lawrence,Indian Creek South,208,94,0,302
Liz Watson,U.S. House,9,D,Lawrence,Indian Creek South,61,46,0,107
Write in,US House,9,,Lawrence,Indian Creek South,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Indian Creek South,211,100,0,311
Jared Stancombe,State Representative,65,D,Lawrence,Indian Creek South,56,36,0,92
,Registered Voters,,,Lawrence,Marshall 1,,,,1303
,Ballots Cast,,,Lawrence,Marshall 1,,,,388
Mike Braun,U.S. Senate,,R,Lawrence,Marshall 1,269,197,0,466
Joe Donnelly,U.S. Senate,,D,Lawrence,Marshall 1,99,94,0,193
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marshall 1,17,11,0,28
Write in,U.S. Senate,,,Lawrence,Marshall 1,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marshall 1,286,208,0,494
Jim Harper,Secretary of State,,D,Lawrence,Marshall 1,81,87,0,168
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marshall 1,11,7,0,18
Write in,Secretary of State,,,Lawrence,Marshall 1,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marshall 1,277,198,0,475
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marshall 1,78,89,0,167
John Schick,Auditor of State,,L,Lawrence,Marshall 1,12,7,0,19
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marshall 1,290,202,0,492
John C. Aguilera,Treasurer of State,,D,Lawrence,Marshall 1,80,91,0,171
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marshall 1,282,202,0,484
Liz Watson,U.S. House,9,D,Lawrence,Marshall 1,99,102,0,201
Write in,US House,9,,Lawrence,Marshall 1,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Marshall 1,287,203,0,490
Jared Stancombe,State Representative,65,D,Lawrence,Marshall 1,89,95,0,184
,Registered Voters,,,Lawrence,Marshall 2,,,,832
,Ballots Cast,,,Lawrence,Marshall 2,,,,268
Mike Braun,U.S. Senate,,R,Lawrence,Marshall 2,186,112,0,298
Joe Donnelly,U.S. Senate,,D,Lawrence,Marshall 2,66,59,0,125
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marshall 2,12,7,0,19
Write in,U.S. Senate,,,Lawrence,Marshall 2,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marshall 2,199,120,0,319
Jim Harper,Secretary of State,,D,Lawrence,Marshall 2,50,56,0,106
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marshall 2,10,1,0,11
Write in,Secretary of State,,,Lawrence,Marshall 2,0,0,0,0
Tera Klutz,Auditor of State,,R,Lawrence,Marshall 2,193,116,0,309
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marshall 2,50,55,0,105
John Schick,Auditor of State,,L,Lawrence,Marshall 2,9,5,0,14
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marshall 2,197,120,0,317
John C. Aguilera,Treasurer of State,,D,Lawrence,Marshall 2,54,55,0,109
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marshall 2,194,118,0,312
Liz Watson,U.S. House,9,D,Lawrence,Marshall 2,65,60,0,125
Write in,US House,9,,Lawrence,Marshall 2,1,0,0,1
Chris D May,State Representative,65,R,Lawrence,Marshall 2,203,123,0,326
Jared Stancombe,State Representative,65,D,Lawrence,Marshall 2,56,53,0,109
,Registered Voters,,,Lawrence,Marshall 3,,,,1101
,Ballots Cast,,,Lawrence,Marshall 3,,,,307
Mike Braun,U.S. Senate,,R,Lawrence,Marshall 3,208,187,0,395
Joe Donnelly,U.S. Senate,,D,Lawrence,Marshall 3,85,94,0,179
Lucy M Brenton,U.S. Senate,,L,Lawrence,Marshall 3,11,7,0,18
Write in,U.S. Senate,,,Lawrence,Marshall 3,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Marshall 3,221,195,0,416
Jim Harper,Secretary of State,,D,Lawrence,Marshall 3,71,84,0,155
Mark W. Rutherford,Secretary of State,,L,Lawrence,Marshall 3,10,3,0,13
Write in,Secretary of State,,,Lawrence,Marshall 3,0,1,0,1
Tera Klutz,Auditor of State,,R,Lawrence,Marshall 3,216,193,0,409
Joselyn Whitticker,Auditor of State,,D,Lawrence,Marshall 3,72,83,0,155
John Schick,Auditor of State,,L,Lawrence,Marshall 3,8,3,0,11
Kelly Mitchell,Treasurer of State,,R,Lawrence,Marshall 3,220,196,0,416
John C. Aguilera,Treasurer of State,,D,Lawrence,Marshall 3,77,83,0,160
Trey Hollingsworth,U.S. House,9,R,Lawrence,Marshall 3,206,184,0,390
Liz Watson,U.S. House,9,D,Lawrence,Marshall 3,99,101,0,200
Write in,US House,9,,Lawrence,Marshall 3,0,0,0,0
Chris D May,State Representative,65,R,Lawrence,Marshall 3,210,203,0,413
Jared Stancombe,State Representative,65,D,Lawrence,Marshall 3,92,83,0,175
,Registered Voters,,,Lawrence,Perry,,,,1499
,Ballots Cast,,,Lawrence,Perry,,,,554
Mike Braun,U.S. Senate,,R,Lawrence,Perry,429,218,0,647
Joe Donnelly,U.S. Senate,,D,Lawrence,Perry,97,75,0,172
Lucy M Brenton,U.S. Senate,,L,Lawrence,Perry,23,9,0,32
Write in,U.S. Senate,,,Lawrence,Perry,0,0,0,0
Connie Lawson,Secretary of State,,R,Lawrence,Perry,444,232,0,676
Jim Harper,Secretary of State,,D,Lawrence,Perry,77,66,0,143
