county,precinct,office,district,party,candidate,election_day,absentee,provisional,votes
Grant,Mill 04,Auditor,,Lbt,John Schick,8,1,0,9
Grant,Mill 04,Ballots Cast,,,,244,54,0,298
Grant,Mill 04,Registered Voters,,,,,,,684
Grant,Mill 04,Secretary of State,,Rep,Connie Lawson,170,40,0,210
Grant,Mill 04,Secretary of State,,Dem,Jim Harper,59,13,0,72
Grant,Mill 04,Secretary of State,,Lbt,Mark Rutherford,10,0,0,10
Grant,Mill 04,Secretary of State,,,Write-ins,1,0,0,1
Grant,Mill 04,State House,32,Rep,Tony Cook,168,37,0,205
Grant,Mill 04,State House,32,Dem,Amie Neiling,68,16,0,84
Grant,Mill 04,State Senate,19,Rep,Travis Holdman,190,39,0,229
Grant,Mill 04,Treasurer,,Rep,Kelly Mitchell,171,40,0,211
Grant,Mill 04,Treasurer,,Dem,John Aguilera,65,13,0,78
Grant,Mill 04,U.S. House,5,Rep,Susan Brooks,181,38,0,219
Grant,Mill 04,U.S. House,5,Dem,Dee Thornton,60,16,0,76
Grant,Mill 04,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 04,U.S. Senate,,Rep,Mike Braun,141,36,0,177
Grant,Mill 04,U.S. Senate,,Dem,Joe Donnelly,77,14,0,91
Grant,Mill 04,U.S. Senate,,Lbt,Lucy Brenton,22,4,0,26
Grant,Mill 04,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 05,Auditor,,Rep,Tera Klutz,182,88,0,270
Grant,Mill 05,Auditor,,Dem,Joselyn Whitticker,58,24,0,82
Grant,Mill 05,Auditor,,Lbt,John Schick,9,1,0,10
Grant,Mill 05,Ballots Cast,,,,252,114,0,366
Grant,Mill 05,Registered Voters,,,,,,,659
Grant,Mill 05,Secretary of State,,Rep,Connie Lawson,186,89,0,275
Grant,Mill 05,Secretary of State,,Dem,Jim Harper,54,24,0,78
Grant,Mill 05,Secretary of State,,Lbt,Mark Rutherford,9,1,0,10
Grant,Mill 05,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 05,State House,32,Rep,Tony Cook,185,90,0,275
Grant,Mill 05,State House,32,Dem,Amie Neiling,60,23,0,83
Grant,Mill 05,State Senate,19,Rep,Travis Holdman,210,94,0,304
Grant,Mill 05,Treasurer,,Rep,Kelly Mitchell,192,88,0,280
Grant,Mill 05,Treasurer,,Dem,John Aguilera,56,25,0,81
Grant,Mill 05,U.S. House,5,Rep,Susan Brooks,192,92,0,284
Grant,Mill 05,U.S. House,5,Dem,Dee Thornton,59,20,0,79
Grant,Mill 05,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 05,U.S. Senate,,Rep,Mike Braun,171,87,0,258
Grant,Mill 05,U.S. Senate,,Dem,Joe Donnelly,64,25,0,89
Grant,Mill 05,U.S. Senate,,Lbt,Lucy Brenton,16,2,0,18
Grant,Mill 05,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 06,Auditor,,Rep,Tera Klutz,165,71,0,236
Grant,Mill 06,Auditor,,Dem,Joselyn Whitticker,103,40,0,143
Grant,Mill 06,Auditor,,Lbt,John Schick,11,3,0,14
Grant,Mill 06,Ballots Cast,,,,283,118,0,401
Grant,Mill 06,Registered Voters,,,,,,,867
Grant,Mill 06,Secretary of State,,Rep,Connie Lawson,180,79,0,259
Grant,Mill 06,Secretary of State,,Dem,Jim Harper,92,35,0,127
Grant,Mill 06,Secretary of State,,Lbt,Mark Rutherford,10,0,0,10
Grant,Mill 06,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 06,State House,31,Rep,Kevin Mahan,169,74,0,243
Grant,Mill 06,State House,31,Dem,Lynn Johnson,110,42,0,152
Grant,Mill 06,State Senate,19,Rep,Travis Holdman,204,86,0,290
Grant,Mill 06,Treasurer,,Rep,Kelly Mitchell,180,76,0,256
Grant,Mill 06,Treasurer,,Dem,John Aguilera,99,37,0,136
Grant,Mill 06,U.S. House,5,Rep,Susan Brooks,184,82,0,266
Grant,Mill 06,U.S. House,5,Dem,Dee Thornton,95,33,0,128
Grant,Mill 06,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 06,U.S. Senate,,Rep,Mike Braun,157,65,0,222
Grant,Mill 06,U.S. Senate,,Dem,Joe Donnelly,102,42,0,144
Grant,Mill 06,U.S. Senate,,Lbt,Lucy Brenton,21,7,0,28
Grant,Mill 06,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 07,Auditor,,Rep,Tera Klutz,175,62,0,237
Grant,Mill 07,Auditor,,Dem,Joselyn Whitticker,61,30,0,91
Grant,Mill 07,Auditor,,Lbt,John Schick,8,0,0,8
Grant,Mill 07,Ballots Cast,,,,250,95,0,345
Grant,Mill 07,Registered Voters,,,,,,,976
Grant,Mill 07,Secretary of State,,Rep,Connie Lawson,181,68,0,249
Grant,Mill 07,Secretary of State,,Dem,Jim Harper,53,25,0,78
Grant,Mill 07,Secretary of State,,Lbt,Mark Rutherford,12,0,0,12
Grant,Mill 07,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 07,State House,31,Rep,Kevin Mahan,176,65,0,241
Grant,Mill 07,State House,31,Dem,Lynn Johnson,67,29,0,96
Grant,Mill 07,State Senate,19,Rep,Travis Holdman,192,63,0,255
Grant,Mill 07,Treasurer,,Rep,Kelly Mitchell,185,64,0,249
Grant,Mill 07,Treasurer,,Dem,John Aguilera,57,28,0,85
Grant,Mill 07,U.S. House,5,Rep,Susan Brooks,185,65,0,250
Grant,Mill 07,U.S. House,5,Dem,Dee Thornton,56,28,0,84
Grant,Mill 07,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 07,U.S. Senate,,Rep,Mike Braun,160,60,0,220
Grant,Mill 07,U.S. Senate,,Dem,Joe Donnelly,69,28,0,97
Grant,Mill 07,U.S. Senate,,Lbt,Lucy Brenton,17,5,0,22
Grant,Mill 07,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 08,Auditor,,Rep,Tera Klutz,92,13,0,105
Grant,Mill 08,Auditor,,Dem,Joselyn Whitticker,49,7,0,56
Grant,Mill 08,Auditor,,Lbt,John Schick,6,0,0,6
Grant,Mill 08,Ballots Cast,,,,150,20,0,170
Grant,Mill 08,Registered Voters,,,,,,,381
Grant,Mill 08,Secretary of State,,Rep,Connie Lawson,100,13,0,113
Grant,Mill 08,Secretary of State,,Dem,Jim Harper,39,7,0,46
Grant,Mill 08,Secretary of State,,Lbt,Mark Rutherford,11,0,0,11
Grant,Mill 08,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 08,State House,32,Rep,Tony Cook,94,14,0,108
Grant,Mill 08,State House,32,Dem,Amie Neiling,53,5,0,58
Grant,Mill 08,State Senate,19,Rep,Travis Holdman,113,14,0,127
Grant,Mill 08,Treasurer,,Rep,Kelly Mitchell,102,14,0,116
Grant,Mill 08,Treasurer,,Dem,John Aguilera,43,6,0,49
Grant,Mill 08,U.S. House,5,Rep,Susan Brooks,109,15,0,124
Grant,Mill 08,U.S. House,5,Dem,Dee Thornton,40,5,0,45
Grant,Mill 08,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 08,U.S. Senate,,Rep,Mike Braun,88,14,0,102
Grant,Mill 08,U.S. Senate,,Dem,Joe Donnelly,47,6,0,53
Grant,Mill 08,U.S. Senate,,Lbt,Lucy Brenton,13,0,0,13
Grant,Mill 08,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 09,Auditor,,Rep,Tera Klutz,112,47,0,159
Grant,Mill 09,Auditor,,Dem,Joselyn Whitticker,57,21,0,78
Grant,Mill 09,Auditor,,Lbt,John Schick,4,0,0,4
Grant,Mill 09,Ballots Cast,,,,176,70,0,246
Grant,Mill 09,Registered Voters,,,,,,,498
Grant,Mill 09,Secretary of State,,Rep,Connie Lawson,114,50,0,164
Grant,Mill 09,Secretary of State,,Dem,Jim Harper,56,18,0,74
Grant,Mill 09,Secretary of State,,Lbt,Mark Rutherford,2,0,0,2
Grant,Mill 09,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 09,State House,31,Rep,Kevin Mahan,115,47,0,162
Grant,Mill 09,State House,31,Dem,Lynn Johnson,57,21,0,78
Grant,Mill 09,State Senate,19,Rep,Travis Holdman,124,51,0,175
Grant,Mill 09,Treasurer,,Rep,Kelly Mitchell,118,49,0,167
Grant,Mill 09,Treasurer,,Dem,John Aguilera,55,19,0,74
Grant,Mill 09,U.S. House,5,Rep,Susan Brooks,119,51,0,170
Grant,Mill 09,U.S. House,5,Dem,Dee Thornton,52,17,0,69
Grant,Mill 09,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 09,U.S. Senate,,Rep,Mike Braun,105,46,0,151
Grant,Mill 09,U.S. Senate,,Dem,Joe Donnelly,58,23,0,81
Grant,Mill 09,U.S. Senate,,Lbt,Lucy Brenton,8,1,0,9
Grant,Mill 09,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 10,Auditor,,Rep,Tera Klutz,121,43,0,164
Grant,Mill 10,Auditor,,Dem,Joselyn Whitticker,38,33,0,71
Grant,Mill 10,Auditor,,Lbt,John Schick,3,1,0,4
Grant,Mill 10,Ballots Cast,,,,165,77,0,242
Grant,Mill 10,Registered Voters,,,,,,,542
Grant,Mill 10,Secretary of State,,Rep,Connie Lawson,121,44,0,165
Grant,Mill 10,Secretary of State,,Dem,Jim Harper,39,32,0,71
Grant,Mill 10,Secretary of State,,Lbt,Mark Rutherford,3,0,0,3
Grant,Mill 10,Secretary of State,,,Write-ins,0,1,0,1
Grant,Mill 10,State House,32,Rep,Tony Cook,122,41,0,163
Grant,Mill 10,State House,32,Dem,Amie Neiling,40,36,0,76
Grant,Mill 10,State Senate,19,Rep,Travis Holdman,132,48,0,180
Grant,Mill 10,Treasurer,,Rep,Kelly Mitchell,126,44,0,170
Grant,Mill 10,Treasurer,,Dem,John Aguilera,37,33,0,70
Grant,Mill 10,U.S. House,5,Rep,Susan Brooks,124,45,0,169
Grant,Mill 10,U.S. House,5,Dem,Dee Thornton,39,32,0,71
Grant,Mill 10,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 10,U.S. Senate,,Rep,Mike Braun,112,42,0,154
Grant,Mill 10,U.S. Senate,,Dem,Joe Donnelly,44,34,0,78
Grant,Mill 10,U.S. Senate,,Lbt,Lucy Brenton,7,1,0,8
Grant,Mill 10,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 11,Auditor,,Rep,Tera Klutz,3,6,0,9
Grant,Mill 11,Auditor,,Dem,Joselyn Whitticker,5,5,0,10
Grant,Mill 11,Auditor,,Lbt,John Schick,,,,0
Grant,Mill 11,Ballots Cast,,,,8,11,0,19
Grant,Mill 11,Registered Voters,,,,,,,113
Grant,Mill 11,Secretary of State,,Rep,Connie Lawson,3,6,0,9
Grant,Mill 11,Secretary of State,,Dem,Jim Harper,4,5,0,9
Grant,Mill 11,Secretary of State,,Lbt,Mark Rutherford,0,0,0,0
Grant,Mill 11,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 11,State House,31,Rep,Kevin Mahan,3,6,0,9
Grant,Mill 11,State House,31,Dem,Lynn Johnson,5,5,0,10
Grant,Mill 11,State Senate,19,Rep,Travis Holdman,3,9,0,12
Grant,Mill 11,Treasurer,,Rep,Kelly Mitchell,3,6,0,9
Grant,Mill 11,Treasurer,,Dem,John Aguilera,5,5,0,10
Grant,Mill 11,U.S. House,5,Rep,Susan Brooks,3,6,0,9
Grant,Mill 11,U.S. House,5,Dem,Dee Thornton,5,5,0,10
Grant,Mill 11,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 11,U.S. Senate,,Rep,Mike Braun,3,6,0,9
Grant,Mill 11,U.S. Senate,,Dem,Joe Donnelly,4,5,0,9
Grant,Mill 11,U.S. Senate,,Lbt,Lucy Brenton,0,0,0,0
Grant,Mill 11,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Monroe,Auditor,,Rep,Tera Klutz,321,153,0,474
Grant,Monroe,Auditor,,Dem,Joselyn Whitticker,95,58,0,153
Grant,Monroe,Auditor,,Lbt,John Schick,11,5,0,16
Grant,Monroe,Ballots Cast,,,,435,220,0,655
Grant,Monroe,Registered Voters,,,,,,,1186
Grant,Monroe,Secretary of State,,Rep,Connie Lawson,336,166,0,502
Grant,Monroe,Secretary of State,,Dem,Jim Harper,78,51,0,129
Grant,Monroe,Secretary of State,,Lbt,Mark Rutherford,16,2,0,18
Grant,Monroe,Secretary of State,,,Write-ins,0,0,0,0
Grant,Monroe,State House,31,Rep,Kevin Mahan,342,161,0,503
Grant,Monroe,State House,31,Dem,Lynn Johnson,87,57,0,144
Grant,Monroe,State Senate,19,Rep,Travis Holdman,371,167,0,538
Grant,Monroe,Treasurer,,Rep,Kelly Mitchell,341,163,0,504
Grant,Monroe,Treasurer,,Dem,John Aguilera,85,54,0,139
Grant,Monroe,U.S. House,5,Rep,Susan Brooks,354,168,0,522
Grant,Monroe,U.S. House,5,Dem,Dee Thornton,76,49,0,125
Grant,Monroe,U.S. House,5,,Write-ins,0,0,0,0
Grant,Monroe,U.S. Senate,,Rep,Mike Braun,329,158,0,487
Grant,Monroe,U.S. Senate,,Dem,Joe Donnelly,91,56,0,147
Grant,Monroe,U.S. Senate,,Lbt,Lucy Brenton,14,3,0,17
Grant,Monroe,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Paramount 1,Auditor,,Rep,Tera Klutz,,,,277
Grant,Paramount 1,Auditor,,Dem,Joselyn Whitticker,,,,126
Grant,Paramount 1,Auditor,,Lbt,John Schick,,,,14
Grant,Paramount 1,Ballots Cast,,,,,,,
Grant,Paramount 1,Registered Voters,,,,,,,
Grant,Paramount 1,Secretary of State,,Rep,Connie Lawson,,,,286
Grant,Paramount 1,Secretary of State,,Dem,Jim Harper,,,,111
Grant,Paramount 1,Secretary of State,,Lbt,Mark Rutherford,,,,18
Grant,Paramount 1,Secretary of State,,,Write-ins,,,,0
Grant,Paramount 1,State House,32,Rep,Tony Cook,,,,279
Grant,Paramount 1,State House,32,Dem,Amie Neiling,,,,135
Grant,Paramount 1,State Senate,19,Rep,Travis Holdman,,,,311
Grant,Paramount 1,Treasurer,,Rep,Kelly Mitchell,,,,286
Grant,Paramount 1,Treasurer,,Dem,John Aguilera,,,,127
Grant,Paramount 1,U.S. House,5,Rep,Susan Brooks,,,,293
Grant,Paramount 1,U.S. House,5,Dem,Dee Thornton,,,,122
Grant,Paramount 1,U.S. House,5,,Write-ins,,,,0
Grant,Paramount 1,U.S. Senate,,Rep,Mike Braun,,,,268
Grant,Paramount 1,U.S. Senate,,Dem,Joe Donnelly,,,,130
Grant,Paramount 1,U.S. Senate,,Lbt,Lucy Brenton,,,,17
Grant,Paramount 1,U.S. Senate,,,Write-ins,,,,0
Grant,Paramount 2,Auditor,,Rep,Tera Klutz,,,,276
Grant,Paramount 2,Auditor,,Dem,Joselyn Whitticker,,,,105
Grant,Paramount 2,Auditor,,Lbt,John Schick,,,,12
Grant,Paramount 2,Ballots Cast,,,,,,,
Grant,Paramount 2,Registered Voters,,,,,,,
Grant,Paramount 2,Secretary of State,,Rep,Connie Lawson,,,,294
Grant,Paramount 2,Secretary of State,,Dem,Jim Harper,,,,93
Grant,Paramount 2,Secretary of State,,Lbt,Mark Rutherford,,,,9
Grant,Paramount 2,Secretary of State,,,Write-ins,,,,1
Grant,Paramount 2,State House,32,Rep,Tony Cook,,,,276
Grant,Paramount 2,State House,32,Dem,Amie Neiling,,,,116
Grant,Paramount 2,State Senate,19,Rep,Travis Holdman,,,,321
Grant,Paramount 2,Treasurer,,Rep,Kelly Mitchell,,,,293
Grant,Paramount 2,Treasurer,,Dem,John Aguilera,,,,102
Grant,Paramount 2,U.S. House,5,Rep,Susan Brooks,,,,299
Grant,Paramount 2,U.S. House,5,Dem,Dee Thornton,,,,99
Grant,Paramount 2,U.S. House,5,,Write-ins,,,,0
Grant,Paramount 2,U.S. Senate,,Rep,Mike Braun,,,,248
Grant,Paramount 2,U.S. Senate,,Dem,Joe Donnelly,,,,124
Grant,Paramount 2,U.S. Senate,,Lbt,Lucy Brenton,,,,21
Grant,Paramount 2,U.S. Senate,,,Write-ins,,,,0
Grant,Paramount 3,Auditor,,Rep,Tera Klutz,,,,173
Grant,Paramount 3,Auditor,,Dem,Joselyn Whitticker,,,,53
Grant,Paramount 3,Auditor,,Lbt,John Schick,,,,12
Grant,Paramount 3,Ballots Cast,,,,,,,
Grant,Paramount 3,Registered Voters,,,,,,,
Grant,Paramount 3,Secretary of State,,Rep,Connie Lawson,,,,178
Grant,Paramount 3,Secretary of State,,Dem,Jim Harper,,,,51
Grant,Paramount 3,Secretary of State,,Lbt,Mark Rutherford,,,,10
Grant,Paramount 3,Secretary of State,,,Write-ins,,,,0
Grant,Paramount 3,State House,32,Rep,Tony Cook,,,,175
Grant,Paramount 3,State House,32,Dem,Amie Neiling,,,,58
Grant,Paramount 3,State Senate,19,Rep,Travis Holdman,,,,194
Grant,Paramount 3,Treasurer,,Rep,Kelly Mitchell,,,,181
Grant,Paramount 3,Treasurer,,Dem,John Aguilera,,,,57
Grant,Paramount 3,U.S. House,5,Rep,Susan Brooks,,,,182
Grant,Paramount 3,U.S. House,5,Dem,Dee Thornton,,,,53
Grant,Paramount 3,U.S. House,5,,Write-ins,,,,0
Grant,Paramount 3,U.S. Senate,,Rep,Mike Braun,,,,163
Grant,Paramount 3,U.S. Senate,,Dem,Joe Donnelly,,,,65
Grant,Paramount 3,U.S. Senate,,Lbt,Lucy Brenton,,,,14
Grant,Paramount 3,U.S. Senate,,,Write-ins,,,,0
Grant,Paramount 4,Auditor,,Rep,Tera Klutz,,,,158
Grant,Paramount 4,Auditor,,Dem,Joselyn Whitticker,,,,55
Grant,Paramount 4,Auditor,,Lbt,John Schick,,,,6
Grant,Paramount 4,Ballots Cast,,,,,,,
Grant,Paramount 4,Registered Voters,,,,,,,
Grant,Paramount 4,Secretary of State,,Rep,Connie Lawson,,,,168
Grant,Paramount 4,Secretary of State,,Dem,Jim Harper,,,,46
Grant,Paramount 4,Secretary of State,,Lbt,Mark Rutherford,,,,6
Grant,Paramount 4,Secretary of State,,,Write-ins,,,,0
Grant,Paramount 4,State House,32,Rep,Tony Cook,,,,161
Grant,Paramount 4,State House,32,Dem,Amie Neiling,,,,53
Grant,Paramount 4,State Senate,19,Rep,Travis Holdman,,,,172
Grant,Paramount 4,Treasurer,,Rep,Kelly Mitchell,,,,167
Grant,Paramount 4,Treasurer,,Dem,John Aguilera,,,,51
Grant,Paramount 4,U.S. House,5,Rep,Susan Brooks,,,,169
Grant,Paramount 4,U.S. House,5,Dem,Dee Thornton,,,,48
Grant,Paramount 4,U.S. House,5,,Write-ins,,,,0
Grant,Paramount 4,U.S. Senate,,Rep,Mike Braun,,,,157
Grant,Paramount 4,U.S. Senate,,Dem,Joe Donnelly,,,,57
Grant,Paramount 4,U.S. Senate,,Lbt,Lucy Brenton,,,,8
Grant,Paramount 4,U.S. Senate,,,Write-ins,,,,0
Grant,Pleasant 1,Auditor,,Rep,Tera Klutz,299,162,0,461
Grant,Pleasant 1,Auditor,,Dem,Joselyn Whitticker,81,65,0,146
Grant,Pleasant 1,Auditor,,Lbt,John Schick,14,6,0,20
Grant,Pleasant 1,Ballots Cast,,,,407,238,0,645
Grant,Pleasant 1,Registered Voters,,,,,,,1146
Grant,Pleasant 1,Secretary of State,,Rep,Connie Lawson,324,169,0,493
Grant,Pleasant 1,Secretary of State,,Dem,Jim Harper,58,61,0,119
Grant,Pleasant 1,Secretary of State,,Lbt,Mark Rutherford,14,3,0,17
Grant,Pleasant 1,Secretary of State,,,Write-ins,0,0,0,0
Grant,Pleasant 1,State House,18,Rep,David Wolkins,311,157,0,468
Grant,Pleasant 1,State House,18,Dem,Dee Moore,83,77,0,160
Grant,Pleasant 1,State Senate,17,Rep,Andy Zay,311,158,0,469
Grant,Pleasant 1,State Senate,17,Dem,Gary Snyder,82,76,0,158
Grant,Pleasant 1,Treasurer,,Rep,Kelly Mitchell,330,166,0,496
Grant,Pleasant 1,Treasurer,,Dem,John Aguilera,63,65,0,128
Grant,Pleasant 1,U.S. House,5,Rep,Susan Brooks,325,168,0,493
Grant,Pleasant 1,U.S. House,5,Dem,Dee Thornton,69,65,0,134
Grant,Pleasant 1,U.S. House,5,,Write-ins,0,0,0,0
Grant,Pleasant 1,U.S. Senate,,Rep,Mike Braun,304,159,0,463
Grant,Pleasant 1,U.S. Senate,,Dem,Joe Donnelly,77,69,0,146
Grant,Pleasant 1,U.S. Senate,,Lbt,Lucy Brenton,22,8,0,30
Grant,Pleasant 1,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Pleasant 2,Auditor,,Rep,Tera Klutz,236,89,0,325
Grant,Pleasant 2,Auditor,,Dem,Joselyn Whitticker,58,34,0,92
Grant,Pleasant 2,Auditor,,Lbt,John Schick,16,2,0,18
Grant,Pleasant 2,Ballots Cast,,,,319,126,0,445
Grant,Pleasant 2,Registered Voters,,,,,,,807
Grant,Pleasant 2,Secretary of State,,Rep,Connie Lawson,250,95,0,345
Grant,Pleasant 2,Secretary of State,,Dem,Jim Harper,51,28,0,79
Grant,Pleasant 2,Secretary of State,,Lbt,Mark Rutherford,11,3,0,14
Grant,Pleasant 2,Secretary of State,,,Write-ins,0,0,0,0
Grant,Pleasant 2,State House,18,Rep,David Wolkins,247,94,0,341
Grant,Pleasant 2,State House,18,Dem,Dee Moore,61,29,0,90
Grant,Pleasant 2,State Senate,17,Rep,Andy Zay,248,91,0,339
Grant,Pleasant 2,State Senate,17,Dem,Gary Snyder,62,31,0,93
Grant,Pleasant 2,Treasurer,,Rep,Kelly Mitchell,256,91,0,347
Grant,Pleasant 2,Treasurer,,Dem,John Aguilera,57,31,0,88
Grant,Pleasant 2,U.S. House,5,Rep,Susan Brooks,264,97,0,361
Grant,Pleasant 2,U.S. House,5,Dem,Dee Thornton,47,27,0,74
Grant,Pleasant 2,U.S. House,5,,Write-ins,1,0,0,1
Grant,Pleasant 2,U.S. Senate,,Rep,Mike Braun,236,90,0,326
Grant,Pleasant 2,U.S. Senate,,Dem,Joe Donnelly,62,31,0,93
Grant,Pleasant 2,U.S. Senate,,Lbt,Lucy Brenton,16,2,0,18
Grant,Pleasant 2,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Pleasant 3,Auditor,,Rep,Tera Klutz,196,159,0,355
Grant,Pleasant 3,Auditor,,Dem,Joselyn Whitticker,85,71,0,156
Grant,Pleasant 3,Auditor,,Lbt,John Schick,8,4,0,12
Grant,Pleasant 3,Ballots Cast,,,,293,238,0,531
Grant,Pleasant 3,Registered Voters,,,,,,,927
Grant,Pleasant 3,Secretary of State,,Rep,Connie Lawson,208,161,0,369
Grant,Pleasant 3,Secretary of State,,Dem,Jim Harper,74,70,0,144
Grant,Pleasant 3,Secretary of State,,Lbt,Mark Rutherford,6,3,0,9
Grant,Pleasant 3,Secretary of State,,,Write-ins,0,0,0,0
Grant,Pleasant 3,State House,31,Rep,Kevin Mahan,205,162,0,367
Grant,Pleasant 3,State House,31,Dem,Lynn Johnson,85,72,0,157
Grant,Pleasant 3,State Senate,17,Rep,Andy Zay,197,158,0,355
Grant,Pleasant 3,State Senate,17,Dem,Gary Snyder,87,75,0,162
Grant,Pleasant 3,Treasurer,,Rep,Kelly Mitchell,215,162,0,377
Grant,Pleasant 3,Treasurer,,Dem,John Aguilera,73,69,0,142
Grant,Pleasant 3,U.S. House,5,Rep,Susan Brooks,213,168,0,381
Grant,Pleasant 3,U.S. House,5,Dem,Dee Thornton,77,66,0,143
Grant,Pleasant 3,U.S. House,5,,Write-ins,0,0,0,0
Grant,Pleasant 3,U.S. Senate,,Rep,Mike Braun,191,152,0,343
Grant,Pleasant 3,U.S. Senate,,Dem,Joe Donnelly,90,75,0,165
Grant,Pleasant 3,U.S. Senate,,Lbt,Lucy Brenton,11,6,0,17
Grant,Pleasant 3,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Pleasant 4,Auditor,,Rep,Tera Klutz,135,101,0,236
Grant,Pleasant 4,Auditor,,Dem,Joselyn Whitticker,57,24,0,81
Grant,Pleasant 4,Auditor,,Lbt,John Schick,8,0,0,8
Grant,Pleasant 4,Ballots Cast,,,,207,127,0,334
Grant,Pleasant 4,Registered Voters,,,,,,,596
Grant,Pleasant 4,Secretary of State,,Rep,Connie Lawson,135,102,0,237
Grant,Pleasant 4,Secretary of State,,Dem,Jim Harper,50,23,0,73
Grant,Pleasant 4,Secretary of State,,Lbt,Mark Rutherford,14,0,0,14
Grant,Pleasant 4,Secretary of State,,,Write-ins,0,0,0,0
Grant,Pleasant 4,State House,31,Rep,Kevin Mahan,139,103,0,242
Grant,Pleasant 4,State House,31,Dem,Lynn Johnson,60,21,0,81
Grant,Pleasant 4,State Senate,17,Rep,Andy Zay,136,99,0,235
Grant,Pleasant 4,State Senate,17,Dem,Gary Snyder,59,24,0,83
Grant,Pleasant 4,Treasurer,,Rep,Kelly Mitchell,146,100,0,246
Grant,Pleasant 4,Treasurer,,Dem,John Aguilera,48,23,0,71
Grant,Pleasant 4,U.S. House,5,Rep,Susan Brooks,154,104,0,258
Grant,Pleasant 4,U.S. House,5,Dem,Dee Thornton,47,22,0,69
Grant,Pleasant 4,U.S. House,5,,Write-ins,0,0,0,0
Grant,Pleasant 4,U.S. Senate,,Rep,Mike Braun,129,93,0,222
Grant,Pleasant 4,U.S. Senate,,Dem,Joe Donnelly,64,32,0,96
Grant,Pleasant 4,U.S. Senate,,Lbt,Lucy Brenton,7,2,0,9
Grant,Pleasant 4,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Pleasant 5,Auditor,,Rep,Tera Klutz,124,44,0,168
Grant,Pleasant 5,Auditor,,Dem,Joselyn Whitticker,84,33,0,117
Grant,Pleasant 5,Auditor,,Lbt,John Schick,5,2,0,7
Grant,Pleasant 5,Ballots Cast,,,,216,79,0,295
Grant,Pleasant 5,Registered Voters,,,,,,,758
Grant,Pleasant 5,Secretary of State,,Rep,Connie Lawson,137,47,0,184
Grant,Pleasant 5,Secretary of State,,Dem,Jim Harper,71,30,0,101
Grant,Pleasant 5,Secretary of State,,Lbt,Mark Rutherford,4,2,0,6
Grant,Pleasant 5,Secretary of State,,,Write-ins,0,0,0,0
Grant,Pleasant 5,State House,31,Rep,Kevin Mahan,134,45,0,179
Grant,Pleasant 5,State House,31,Dem,Lynn Johnson,76,33,,109
Grant,Pleasant 5,State Senate,17,Rep,Andy Zay,123,45,0,168
Grant,Pleasant 5,State Senate,17,Dem,Gary Snyder,86,33,0,119
Grant,Pleasant 5,Treasurer,,Rep,Kelly Mitchell,136,48,0,184
Grant,Pleasant 5,Treasurer,,Dem,John Aguilera,74,31,0,105
Grant,Pleasant 5,U.S. House,5,Rep,Susan Brooks,143,49,0,192
Grant,Pleasant 5,U.S. House,5,Dem,Dee Thornton,68,29,0,97
Grant,Pleasant 5,U.S. House,5,,Write-ins,0,0,0,0
Grant,Pleasant 5,U.S. Senate,,Rep,Mike Braun,125,41,0,166
Grant,Pleasant 5,U.S. Senate,,Dem,Joe Donnelly,75,37,0,112
Grant,Pleasant 5,U.S. Senate,,Lbt,Lucy Brenton,13,1,0,14
Grant,Pleasant 5,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Pleasant 6,Auditor,,Rep,Tera Klutz,142,95,0,237
Grant,Pleasant 6,Auditor,,Dem,Joselyn Whitticker,62,33,0,95
Grant,Pleasant 6,Auditor,,Lbt,John Schick,11,2,0,13
Grant,Pleasant 6,Ballots Cast,,,,218,133,0,351
Grant,Pleasant 6,Registered Voters,,,,,,,631
Grant,Pleasant 6,Secretary of State,,Rep,Connie Lawson,147,99,0,246
