county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Tipton,Cicero 3,U.S. House,,Kyle Moore,DEM,4,0,0,4
Tipton,Cicero 3,U.S. House,,Dee Thornton,DEM,7,3,0,10
Tipton,Cicero 3,State Senate,21,James R. Buck,REP,123,26,0,149
Tipton,Cicero 3,State Senate,21,Christina Fivecoate,DEM,18,4,0,22
Tipton,Cicero 3,State House,32,"Anthony J. ""Tony"" Cook",REP,136,28,0,164
Tipton,Cicero 3,State House,32,Amie Neiling,DEM,17,4,0,21
Tipton,Cicero 4,Ballots Cast,,,,155,33,0,188
Tipton,Cicero 4,Registered Voters,,,,,,,786
Tipton,Cicero 4,U.S. Senate,,Mike Braun,REP,51,5,0,56
Tipton,Cicero 4,U.S. Senate,,Luke Messer,REP,36,7,0,43
Tipton,Cicero 4,U.S. Senate,,Todd Rokita,REP,34,6,0,40
Tipton,Cicero 4,U.S. Senate,,Joe Donnelly,DEM,20,3,0,23
Tipton,Cicero 4,U.S. House,,Susan W. Brooks,REP,107,25,0,132
Tipton,Cicero 4,U.S. House,,Dion Douglas,DEM,1,1,0,2
Tipton,Cicero 4,U.S. House,,Sean Dugdale,DEM,2,0,0,2
Tipton,Cicero 4,U.S. House,,Eshel Faraggi,DEM,0,0,0,0
Tipton,Cicero 4,U.S. House,,Kyle Moore,DEM,9,0,0,9
Tipton,Cicero 4,U.S. House,,Dee Thornton,DEM,7,2,0,9
Tipton,Cicero 4,State Senate,21,James R. Buck,REP,94,20,0,114
Tipton,Cicero 4,State Senate,21,Christina Fivecoate,DEM,18,4,0,22
Tipton,Cicero 4,State House,32,"Anthony J. ""Tony"" Cook",REP,101,17,0,118
Tipton,Cicero 4,State House,32,Amie Neiling,DEM,19,4,0,23
Tipton,Cicero 5,Ballots Cast,,,,236,34,0,270
Tipton,Cicero 5,Registered Voters,,,,,,,822
Tipton,Cicero 5,U.S. Senate,,Mike Braun,REP,86,10,0,96
Tipton,Cicero 5,U.S. Senate,,Luke Messer,REP,54,4,0,58
Tipton,Cicero 5,U.S. Senate,,Todd Rokita,REP,51,7,0,58
Tipton,Cicero 5,U.S. Senate,,Joe Donnelly,DEM,23,2,0,25
Tipton,Cicero 5,U.S. House,,Susan W. Brooks,REP,182,20,0,202
Tipton,Cicero 5,U.S. House,,Dion Douglas,DEM,2,1,0,3
Tipton,Cicero 5,U.S. House,,Sean Dugdale,DEM,0,0,0,0
Tipton,Cicero 5,U.S. House,,Eshel Faraggi,DEM,2,0,0,2
Tipton,Cicero 5,U.S. House,,Kyle Moore,DEM,7,0,0,7
Tipton,Cicero 5,U.S. House,,Dee Thornton,DEM,10,1,0,11
Tipton,Cicero 5,State Senate,21,James R. Buck,REP,158,16,0,174
Tipton,Cicero 5,State Senate,21,Christina Fivecoate,DEM,23,2,0,25
Tipton,Cicero 5,State House,32,"Anthony J. ""Tony"" Cook",REP,164,18,0,182
Tipton,Cicero 5,State House,32,Amie Neiling,DEM,21,2,0,23
Tipton,Cicero 6,Ballots Cast,,,,155,19,0,174
Tipton,Cicero 6,Registered Voters,,,,,,,508
Tipton,Cicero 6,U.S. Senate,,Mike Braun,REP,46,6,0,52
Tipton,Cicero 6,U.S. Senate,,Luke Messer,REP,33,4,0,37
Tipton,Cicero 6,U.S. Senate,,Todd Rokita,REP,46,3,0,49
Tipton,Cicero 6,U.S. Senate,,Joe Donnelly,DEM,11,3,0,14
Tipton,Cicero 6,U.S. House,,Susan W. Brooks,REP,118,9,0,127
Tipton,Cicero 6,U.S. House,,Dion Douglas,DEM,1,1,0,2
Tipton,Cicero 6,U.S. House,,Sean Dugdale,DEM,0,0,0,0
Tipton,Cicero 6,U.S. House,,Eshel Faraggi,DEM,0,0,0,0
Tipton,Cicero 6,U.S. House,,Kyle Moore,DEM,6,1,0,7
Tipton,Cicero 6,U.S. House,,Dee Thornton,DEM,5,1,0,6
Tipton,Cicero 6,State Senate,21,James R. Buck,REP,104,11,0,115
Tipton,Cicero 6,State Senate,21,Christina Fivecoate,DEM,12,2,0,14
Tipton,Cicero 6,State House,32,"Anthony J. ""Tony"" Cook",REP,108,9,0,117
Tipton,Cicero 6,State House,32,Amie Neiling,DEM,12,2,0,14
Tipton,Cicero 7,Ballots Cast,,,,278,44,0,322
Tipton,Cicero 7,Registered Voters,,,,,,,881
Tipton,Cicero 7,U.S. Senate,,Mike Braun,REP,88,23,0,111
Tipton,Cicero 7,U.S. Senate,,Luke Messer,REP,61,8,0,69
Tipton,Cicero 7,U.S. Senate,,Todd Rokita,REP,91,4,0,95
Tipton,Cicero 7,U.S. Senate,,Joe Donnelly,DEM,7,5,0,12
Tipton,Cicero 7,U.S. House,,Susan W. Brooks,REP,231,30,0,261
Tipton,Cicero 7,U.S. House,,Dion Douglas,DEM,1,0,0,1
Tipton,Cicero 7,U.S. House,,Sean Dugdale,DEM,0,0,0,0
Tipton,Cicero 7,U.S. House,,Eshel Faraggi,DEM,0,0,0,0
Tipton,Cicero 7,U.S. House,,Kyle Moore,DEM,1,2,0,3
Tipton,Cicero 7,U.S. House,,Dee Thornton,DEM,5,4,0,9
Tipton,Cicero 7,State Senate,21,James R. Buck,REP,217,29,0,246
Tipton,Cicero 7,State Senate,21,Christina Fivecoate,DEM,6,6,0,12
Tipton,Cicero 7,State House,32,"Anthony J. ""Tony"" Cook",REP,216,30,0,246
Tipton,Cicero 7,State House,32,Amie Neiling,DEM,6,5,0,11
Tipton,Madison 1,Ballots Cast,,,,66,16,0,82
Tipton,Madison 1,Registered Voters,,,,,,,395
Tipton,Madison 1,U.S. Senate,,Mike Braun,REP,20,5,0,25
Tipton,Madison 1,U.S. Senate,,Luke Messer,REP,14,3,0,17
Tipton,Madison 1,U.S. Senate,,Todd Rokita,REP,21,3,0,24
Tipton,Madison 1,U.S. Senate,,Joe Donnelly,DEM,7,5,0,12
Tipton,Madison 1,U.S. House,,Susan W. Brooks,REP,52,9,0,61
Tipton,Madison 1,U.S. House,,Dion Douglas,DEM,1,0,0,1
Tipton,Madison 1,U.S. House,,Sean Dugdale,DEM,0,1,0,1
Tipton,Madison 1,U.S. House,,Eshel Faraggi,DEM,0,0,0,0
Tipton,Madison 1,U.S. House,,Kyle Moore,DEM,6,3,0,9
Tipton,Madison 1,U.S. House,,Dee Thornton,DEM,1,0,0,1
Tipton,Madison 1,State Senate,21,James R. Buck,REP,45,9,0,54
Tipton,Madison 1,State Senate,21,Christina Fivecoate,DEM,8,5,0,13
Tipton,Madison 1,State House,32,"Anthony J. ""Tony"" Cook",REP,45,8,0,53
Tipton,Madison 1,State House,32,Amie Neiling,DEM,8,5,0,13
Tipton,Madison 2,Ballots Cast,,,,125,21,0,146
Tipton,Madison 2,Registered Voters,,,,,,,538
Tipton,Madison 2,U.S. Senate,,Mike Braun,REP,42,7,0,49
Tipton,Madison 2,U.S. Senate,,Luke Messer,REP,32,4,0,36
Tipton,Madison 2,U.S. Senate,,Todd Rokita,REP,26,5,0,31
Tipton,Madison 2,U.S. Senate,,Joe Donnelly,DEM,18,4,0,22
Tipton,Madison 2,U.S. House,,Susan W. Brooks,REP,97,12,0,109
Tipton,Madison 2,U.S. House,,Dion Douglas,DEM,2,0,0,2
Tipton,Madison 2,U.S. House,,Sean Dugdale,DEM,0,0,0,0
Tipton,Madison 2,U.S. House,,Eshel Faraggi,DEM,0,0,0,0
Tipton,Madison 2,U.S. House,,Kyle Moore,DEM,8,1,0,9
Tipton,Madison 2,U.S. House,,Dee Thornton,DEM,7,1,0,8
Tipton,Madison 2,State Senate,21,James R. Buck,REP,89,11,0,100
Tipton,Madison 2,State Senate,21,Christina Fivecoate,DEM,18,2,0,20
Tipton,Madison 2,State House,32,"Anthony J. ""Tony"" Cook",REP,90,13,0,103
Tipton,Madison 2,State House,32,Amie Neiling,DEM,17,2,0,19
Tipton,Wildcat,Ballots Cast,,,,193,34,0,227
Tipton,Wildcat,Registered Voters,,,,,,,909
Tipton,Wildcat,U.S. Senate,,Mike Braun,REP,60,18,0,78
Tipton,Wildcat,U.S. Senate,,Luke Messer,REP,49,6,0,55
Tipton,Wildcat,U.S. Senate,,Todd Rokita,REP,30,4,0,34
Tipton,Wildcat,U.S. Senate,,Joe Donnelly,DEM,32,4,0,36
Tipton,Wildcat,U.S. House,,Susan W. Brooks,REP,136,26,0,162
Tipton,Wildcat,U.S. House,,Dion Douglas,DEM,2,0,0,2
Tipton,Wildcat,U.S. House,,Sean Dugdale,DEM,3,0,0,3
Tipton,Wildcat,U.S. House,,Eshel Faraggi,DEM,1,0,0,1
Tipton,Wildcat,U.S. House,,Kyle Moore,DEM,18,0,0,18
Tipton,Wildcat,U.S. House,,Dee Thornton,DEM,9,2,0,11
Tipton,Wildcat,State Senate,21,James R. Buck,REP,125,23,0,148
Tipton,Wildcat,State Senate,21,Christina Fivecoate,DEM,28,3,0,31
Tipton,Wildcat,State House,32,"Anthony J. ""Tony"" Cook",REP,121,21,0,142
Tipton,Wildcat,State House,32,Amie Neiling,DEM,27,4,0,31
Tipton,Liberty 1,Ballots Cast,,,,182,37,0,219
Tipton,Liberty 1,Registered Voters,,,,,,,903
Tipton,Liberty 1,U.S. Senate,,Mike Braun,REP,77,11,0,88
Tipton,Liberty 1,U.S. Senate,,Luke Messer,REP,42,6,0,48
Tipton,Liberty 1,U.S. Senate,,Todd Rokita,REP,33,12,0,45
Tipton,Liberty 1,U.S. Senate,,Joe Donnelly,DEM,24,4,0,28
Tipton,Liberty 1,U.S. House,,Susan W. Brooks,REP,135,29,0,164
Tipton,Liberty 1,U.S. House,,Dion Douglas,DEM,1,0,0,1
Tipton,Liberty 1,U.S. House,,Sean Dugdale,DEM,2,0,0,2
Tipton,Liberty 1,U.S. House,,Eshel Faraggi,DEM,0,0,0,0
Tipton,Liberty 1,U.S. House,,Kyle Moore,DEM,16,0,0,16
Tipton,Liberty 1,U.S. House,,Dee Thornton,DEM,5,2,0,7
Tipton,Liberty 1,State Senate,21,James R. Buck,REP,125,20,0,145
Tipton,Liberty 1,State Senate,21,Christina Fivecoate,DEM,24,4,0,28
Tipton,Liberty 1,State House,32,"Anthony J. ""Tony"" Cook",REP,123,26,0,149
Tipton,Liberty 1,State House,32,Amie Neiling,DEM,23,4,0,27
Tipton,Liberty 2,Ballots Cast,,,,183,34,0,217
Tipton,Liberty 2,Registered Voters,,,,,,,846
Tipton,Liberty 2,U.S. Senate,,Mike Braun,REP,62,12,0,74
Tipton,Liberty 2,U.S. Senate,,Luke Messer,REP,41,6,0,47
Tipton,Liberty 2,U.S. Senate,,Todd Rokita,REP,65,9,0,74
Tipton,Liberty 2,U.S. Senate,,Joe Donnelly,DEM,7,5,0,12
Tipton,Liberty 2,U.S. House,,Susan W. Brooks,REP,160,20,0,180
Tipton,Liberty 2,U.S. House,,Dion Douglas,DEM,1,1,0,2
Tipton,Liberty 2,U.S. House,,Sean Dugdale,DEM,1,1,0,2
Tipton,Liberty 2,U.S. House,,Eshel Faraggi,DEM,2,1,0,3
Tipton,Liberty 2,U.S. House,,Kyle Moore,DEM,1,0,0,1
Tipton,Liberty 2,U.S. House,,Dee Thornton,DEM,1,1,0,2
Tipton,Liberty 2,State Senate,21,James R. Buck,REP,147,18,0,165
Tipton,Liberty 2,State Senate,21,Christina Fivecoate,DEM,6,5,0,11
Tipton,Liberty 2,State House,32,"Anthony J. ""Tony"" Cook",REP,149,16,0,165
Tipton,Liberty 2,State House,32,Amie Neiling,DEM,6,5,0,11
Tipton,Prairie,Ballots Cast,,,,213,47,0,260
Tipton,Prairie,Registered Voters,,,,,,,831
Tipton,Prairie,U.S. Senate,,Mike Braun,REP,78,26,0,104
Tipton,Prairie,U.S. Senate,,Luke Messer,REP,45,6,0,51
Tipton,Prairie,U.S. Senate,,Todd Rokita,REP,45,5,0,50
Tipton,Prairie,U.S. Senate,,Joe Donnelly,DEM,29,5,0,34
Tipton,Prairie,U.S. House,,Susan W. Brooks,REP,160,23,0,183
Tipton,Prairie,U.S. House,,Dion Douglas,DEM,0,0,0,0
Tipton,Prairie,U.S. House,,Sean Dugdale,DEM,4,0,0,4
Tipton,Prairie,U.S. House,,Eshel Faraggi,DEM,1,0,0,1
Tipton,Prairie,U.S. House,,Kyle Moore,DEM,14,2,0,16
Tipton,Prairie,U.S. House,,Dee Thornton,DEM,9,1,0,10
Tipton,Prairie,State Senate,21,James R. Buck,REP,144,19,0,163
Tipton,Prairie,State Senate,21,Christina Fivecoate,DEM,28,4,0,32
Tipton,Prairie,State House,32,"Anthony J. ""Tony"" Cook",REP,139,22,0,161
Tipton,Prairie,State House,32,Amie Neiling,DEM,26,3,0,29
Tipton,Jefferson 1,Ballots Cast,,,,142,29,0,171
Tipton,Jefferson 1,Registered Voters,,,,,,,559
Tipton,Jefferson 1,U.S. Senate,,Mike Braun,REP,50,17,0,67
Tipton,Jefferson 1,U.S. Senate,,Luke Messer,REP,31,2,0,33
Tipton,Jefferson 1,U.S. Senate,,Todd Rokita,REP,37,8,0,45
Tipton,Jefferson 1,U.S. Senate,,Joe Donnelly,DEM,14,0,0,14
Tipton,Jefferson 1,U.S. House,,Susan W. Brooks,REP,113,20,0,133
Tipton,Jefferson 1,U.S. House,,Dion Douglas,DEM,0,0,0,0
Tipton,Jefferson 1,U.S. House,,Sean Dugdale,DEM,1,0,0,1
Tipton,Jefferson 1,U.S. House,,Eshel Faraggi,DEM,0,0,0,0
Tipton,Jefferson 1,U.S. House,,Kyle Moore,DEM,6,0,0,6
Tipton,Jefferson 1,U.S. House,,Dee Thornton,DEM,7,0,0,7
Tipton,Jefferson 1,State Senate,21,James R. Buck,REP,112,17,0,129
Tipton,Jefferson 1,State Senate,21,Christina Fivecoate,DEM,14,0,0,14
Tipton,Jefferson 1,State House,32,"Anthony J. ""Tony"" Cook",REP,113,16,0,129
Tipton,Jefferson 1,State House,32,Amie Neiling,DEM,14,0,0,14
Tipton,Jefferson 2,Ballots Cast,,,,132,6,0,138
Tipton,Jefferson 2,Registered Voters,,,,,,,451
Tipton,Jefferson 2,U.S. Senate,,Mike Braun,REP,40,2,0,42
Tipton,Jefferson 2,U.S. Senate,,Luke Messer,REP,32,2,0,34
Tipton,Jefferson 2,U.S. Senate,,Todd Rokita,REP,30,1,0,31
Tipton,Jefferson 2,U.S. Senate,,Joe Donnelly,DEM,18,0,0,18
Tipton,Jefferson 2,U.S. House,,Susan W. Brooks,REP,92,4,0,96
Tipton,Jefferson 2,U.S. House,,Dion Douglas,DEM,3,0,0,3
Tipton,Jefferson 2,U.S. House,,Sean Dugdale,DEM,1,0,0,1
Tipton,Jefferson 2,U.S. House,,Eshel Faraggi,DEM,3,0,0,3
Tipton,Jefferson 2,U.S. House,,Kyle Moore,DEM,5,0,0,5
Tipton,Jefferson 2,U.S. House,,Dee Thornton,DEM,8,0,0,8
Tipton,Jefferson 2,State Senate,21,James R. Buck,REP,92,4,0,96
Tipton,Jefferson 2,State Senate,21,Christina Fivecoate,DEM,19,0,0,19
Tipton,Jefferson 2,State House,32,"Anthony J. ""Tony"" Cook",REP,89,4,0,93
Tipton,Jefferson 2,State House,32,Amie Neiling,DEM,17,0,0,17
