candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Mike Wilber,State Representative,82,D,Noble,Wayne 20,43,23,0,66
,Registered Voters,,,Noble,Wayne 21,,,,787
,Ballots Cast,,,Noble,Wayne 21,,,,251
Mike Braun,U.S. Senate,,R,Noble,Wayne 21,136,53,0,189
Joe Donnelly,U.S. Senate,,D,Noble,Wayne 21,95,59,0,154
Lucy M Brenton,U.S. Senate,,L,Noble,Wayne 21,13,8,0,21
Write in,U.S. Senate,,,Noble,Wayne 21,1,0,0,1
Connie Lawson,Secretary of State,,R,Noble,Wayne 21,151,66,0,217
Jim Harper,Secretary of State,,D,Noble,Wayne 21,84,51,0,135
Mark W. Rutherford,Secretary of State,,L,Noble,Wayne 21,10,1,0,11
Write in,Secretary of State,,,Noble,Wayne 21,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Wayne 21,153,57,0,210
Joselyn Whitticker,Auditor of State,,D,Noble,Wayne 21,86,55,0,141
John Schick,Auditor of State,,L,Noble,Wayne 21,6,2,0,8
Kelly Mitchell,Treasurer of State,,R,Noble,Wayne 21,164,60,0,224
John C. Aguilera,Treasurer of State,,D,Noble,Wayne 21,80,53,0,133
Jim Banks,U.S. House,3,R,Noble,Wayne 21,156,60,0,216
Courtney Tritch,U.S. House,3,D,Noble,Wayne 21,,,,
Write in,U.S. House,3,,Noble,Wayne 21,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Wayne 21,156,65,0,221
Mike Wilber,State Representative,82,D,Noble,Wayne 21,90,51,0,141
,Registered Voters,,,Noble,Wayne 22,,,,139
,Ballots Cast,,,Noble,Wayne 22,,,,48
Mike Braun,U.S. Senate,,R,Noble,Wayne 22,26,15,0,41
Joe Donnelly,U.S. Senate,,D,Noble,Wayne 22,21,9,0,30
Lucy M Brenton,U.S. Senate,,L,Noble,Wayne 22,1,2,0,3
Write in,U.S. Senate,,,Noble,Wayne 22,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Wayne 22,29,16,0,45
Jim Harper,Secretary of State,,D,Noble,Wayne 22,17,9,0,26
Mark W. Rutherford,Secretary of State,,L,Noble,Wayne 22,1,1,0,2
Write in,Secretary of State,,,Noble,Wayne 22,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Wayne 22,27,15,0,42
Joselyn Whitticker,Auditor of State,,D,Noble,Wayne 22,19,10,0,29
John Schick,Auditor of State,,L,Noble,Wayne 22,1,1,0,2
Kelly Mitchell,Treasurer of State,,R,Noble,Wayne 22,29,17,0,46
John C. Aguilera,Treasurer of State,,D,Noble,Wayne 22,18,9,0,27
Jim Banks,U.S. House,3,R,Noble,Wayne 22,29,13,0,42
Courtney Tritch,U.S. House,3,D,Noble,Wayne 22,,,,
Write in,U.S. House,3,,Noble,Wayne 22,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Wayne 22,29,15,0,44
Mike Wilber,State Representative,82,D,Noble,Wayne 22,17,11,0,28
,Registered Voters,,,Noble,Kendallville-Allen 23,,,,1137
,Ballots Cast,,,Noble,Kendallville-Allen 23,,,,239
Mike Braun,U.S. Senate,,R,Noble,Kendallville-Allen 23,130,64,0,194
Joe Donnelly,U.S. Senate,,D,Noble,Kendallville-Allen 23,91,39,0,130
Lucy M Brenton,U.S. Senate,,L,Noble,Kendallville-Allen 23,17,9,0,26
Write in,U.S. Senate,,,Noble,Kendallville-Allen 23,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Kendallville-Allen 23,153,71,0,224
Jim Harper,Secretary of State,,D,Noble,Kendallville-Allen 23,78,38,0,116
Mark W. Rutherford,Secretary of State,,L,Noble,Kendallville-Allen 23,4,5,0,9
Write in,Secretary of State,,,Noble,Kendallville-Allen 23,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Kendallville-Allen 23,136,70,0,206
Joselyn Whitticker,Auditor of State,,D,Noble,Kendallville-Allen 23,86,39,0,125
John Schick,Auditor of State,,L,Noble,Kendallville-Allen 23,6,5,0,11
Kelly Mitchell,Treasurer of State,,R,Noble,Kendallville-Allen 23,146,72,0,218
John C. Aguilera,Treasurer of State,,D,Noble,Kendallville-Allen 23,84,39,0,123
Jim Banks,U.S. House,3,R,Noble,Kendallville-Allen 23,145,69,0,214
Courtney Tritch,U.S. House,3,D,Noble,Kendallville-Allen 23,,,,
Write in,U.S. House,3,,Noble,Kendallville-Allen 23,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Kendallville-Allen 23,145,72,0,217
Mike Wilber,State Representative,82,D,Noble,Kendallville-Allen 23,90,42,0,132
,Registered Voters,,,Noble,Kendallville-Allen 24,,,,935
,Ballots Cast,,,Noble,Kendallville-Allen 24,,,,332
Mike Braun,U.S. Senate,,R,Noble,Kendallville-Allen 24,229,105,0,334
Joe Donnelly,U.S. Senate,,D,Noble,Kendallville-Allen 24,86,66,0,152
Lucy M Brenton,U.S. Senate,,L,Noble,Kendallville-Allen 24,17,3,0,20
Write in,U.S. Senate,,,Noble,Kendallville-Allen 24,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Kendallville-Allen 24,249,115,0,364
Jim Harper,Secretary of State,,D,Noble,Kendallville-Allen 24,73,54,0,127
Mark W. Rutherford,Secretary of State,,L,Noble,Kendallville-Allen 24,7,1,0,8
Write in,Secretary of State,,,Noble,Kendallville-Allen 24,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Kendallville-Allen 24,239,111,0,350
Joselyn Whitticker,Auditor of State,,D,Noble,Kendallville-Allen 24,67,51,0,118
John Schick,Auditor of State,,L,Noble,Kendallville-Allen 24,14,4,0,18
Kelly Mitchell,Treasurer of State,,R,Noble,Kendallville-Allen 24,255,114,0,369
John C. Aguilera,Treasurer of State,,D,Noble,Kendallville-Allen 24,64,51,0,115
Jim Banks,U.S. House,3,R,Noble,Kendallville-Allen 24,254,116,0,370
Courtney Tritch,U.S. House,3,D,Noble,Kendallville-Allen 24,,,,
Write in,U.S. House,3,,Noble,Kendallville-Allen 24,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Kendallville-Allen 24,251,122,0,373
Mike Wilber,State Representative,82,D,Noble,Kendallville-Allen 24,69,46,0,115
,Registered Voters,,,Noble,Allen 25,,,,1058
,Ballots Cast,,,Noble,Allen 25,,,,466
Mike Braun,U.S. Senate,,R,Noble,Allen 25,319,96,0,415
Joe Donnelly,U.S. Senate,,D,Noble,Allen 25,127,38,0,165
Lucy M Brenton,U.S. Senate,,L,Noble,Allen 25,14,8,0,22
Write in,U.S. Senate,,,Noble,Allen 25,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Allen 25,345,97,0,442
Jim Harper,Secretary of State,,D,Noble,Allen 25,102,35,0,137
Mark W. Rutherford,Secretary of State,,L,Noble,Allen 25,16,4,0,20
Write in,Secretary of State,,,Noble,Allen 25,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Allen 25,335,95,0,430
Joselyn Whitticker,Auditor of State,,D,Noble,Allen 25,103,38,0,141
John Schick,Auditor of State,,L,Noble,Allen 25,21,2,0,23
Kelly Mitchell,Treasurer of State,,R,Noble,Allen 25,357,96,0,453
John C. Aguilera,Treasurer of State,,D,Noble,Allen 25,98,40,0,138
Jim Banks,U.S. House,3,R,Noble,Allen 25,340,101,0,441
Courtney Tritch,U.S. House,3,D,Noble,Allen 25,,,,
Write in,U.S. House,3,,Noble,Allen 25,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Allen 25,343,100,0,443
Mike Wilber,State Representative,82,D,Noble,Allen 25,115,36,0,151
,Registered Voters,,,Noble,Allen 26,,,,1030
,Ballots Cast,,,Noble,Allen 26,,,,363
Mike Braun,U.S. Senate,,R,Noble,Allen 26,242,63,0,305
Joe Donnelly,U.S. Senate,,D,Noble,Allen 26,102,43,0,145
Lucy M Brenton,U.S. Senate,,L,Noble,Allen 26,14,6,0,20
Write in,U.S. Senate,,,Noble,Allen 26,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Allen 26,267,75,0,342
Jim Harper,Secretary of State,,D,Noble,Allen 26,82,38,0,120
Mark W. Rutherford,Secretary of State,,L,Noble,Allen 26,7,2,0,9
Write in,Secretary of State,,,Noble,Allen 26,1,0,0,1
Tera Klutz,Auditor of State,,R,Noble,Allen 26,252,71,0,323
Joselyn Whitticker,Auditor of State,,D,Noble,Allen 26,82,39,0,121
John Schick,Auditor of State,,L,Noble,Allen 26,16,3,0,19
Kelly Mitchell,Treasurer of State,,R,Noble,Allen 26,269,73,0,342
John C. Aguilera,Treasurer of State,,D,Noble,Allen 26,80,38,0,118
Jim Banks,U.S. House,3,R,Noble,Allen 26,261,68,0,329
Courtney Tritch,U.S. House,3,D,Noble,Allen 26,,,,
Write in,U.S. House,3,,Noble,Allen 26,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Allen 26,265,70,0,335
Mike Wilber,State Representative,82,D,Noble,Allen 26,88,39,0,127
,Registered Voters,,,Noble,Swan 27,,,,1609
,Ballots Cast,,,Noble,Swan 27,,,,719
Mike Braun,U.S. Senate,,R,Noble,Swan 27,524,190,0,714
Joe Donnelly,U.S. Senate,,D,Noble,Swan 27,158,115,0,273
Lucy M Brenton,U.S. Senate,,L,Noble,Swan 27,30,9,0,39
Write in,U.S. Senate,,,Noble,Swan 27,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Swan 27,544,205,0,749
Jim Harper,Secretary of State,,D,Noble,Swan 27,139,97,0,236
Mark W. Rutherford,Secretary of State,,L,Noble,Swan 27,17,4,0,21
Write in,Secretary of State,,,Noble,Swan 27,0,1,0,1
Tera Klutz,Auditor of State,,R,Noble,Swan 27,529,209,0,738
Joselyn Whitticker,Auditor of State,,D,Noble,Swan 27,134,92,0,226
John Schick,Auditor of State,,L,Noble,Swan 27,30,5,0,35
Kelly Mitchell,Treasurer of State,,R,Noble,Swan 27,564,208,0,772
John C. Aguilera,Treasurer of State,,D,Noble,Swan 27,126,95,0,221
Jim Banks,U.S. House,3,R,Noble,Swan 27,551,212,0,763
Courtney Tritch,U.S. House,3,D,Noble,Swan 27,,,,
Write in,U.S. House,3,,Noble,Swan 27,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Swan 27,536,202,0,738
Mike Wilber,State Representative,82,D,Noble,Swan 27,162,104,0,266
,Registered Voters,,,Noble,Albion 28,,,,1259
,Ballots Cast,,,Noble,Albion 28,,,,345
Mike Braun,U.S. Senate,,R,Noble,Albion 28,251,151,0,402
Joe Donnelly,U.S. Senate,,D,Noble,Albion 28,69,92,0,161
Lucy M Brenton,U.S. Senate,,L,Noble,Albion 28,23,11,0,34
Write in,U.S. Senate,,,Noble,Albion 28,1,0,0,1
Connie Lawson,Secretary of State,,R,Noble,Albion 28,262,179,0,441
Jim Harper,Secretary of State,,D,Noble,Albion 28,64,72,0,136
Mark W. Rutherford,Secretary of State,,L,Noble,Albion 28,12,2,0,14
Write in,Secretary of State,,,Noble,Albion 28,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Albion 28,260,173,0,433
Joselyn Whitticker,Auditor of State,,D,Noble,Albion 28,62,74,0,136
John Schick,Auditor of State,,L,Noble,Albion 28,17,3,0,20
Kelly Mitchell,Treasurer of State,,R,Noble,Albion 28,275,179,0,454
John C. Aguilera,Treasurer of State,,D,Noble,Albion 28,58,70,0,128
Jim Banks,U.S. House,3,R,Noble,Albion 28,265,184,0,449
Courtney Tritch,U.S. House,3,D,Noble,Albion 28,,,,
Write in,U.S. House,3,,Noble,Albion 28,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Albion 28,270,191,0,461
Mike Wilber,State Representative,82,D,Noble,Albion 28,64,66,0,130
,Registered Voters,,,Noble,Noble 29,,,,873
,Ballots Cast,,,Noble,Noble 29,,,,322
Mike Braun,U.S. Senate,,R,Noble,Noble 29,208,116,0,324
Joe Donnelly,U.S. Senate,,D,Noble,Noble 29,102,60,0,162
Lucy M Brenton,U.S. Senate,,L,Noble,Noble 29,11,6,0,17
Write in,U.S. Senate,,,Noble,Noble 29,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Noble 29,225,128,0,353
Jim Harper,Secretary of State,,D,Noble,Noble 29,83,51,0,134
Mark W. Rutherford,Secretary of State,,L,Noble,Noble 29,10,1,0,11
Write in,Secretary of State,,,Noble,Noble 29,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Noble 29,220,120,0,340
Joselyn Whitticker,Auditor of State,,D,Noble,Noble 29,83,55,0,138
John Schick,Auditor of State,,L,Noble,Noble 29,10,2,0,12
Kelly Mitchell,Treasurer of State,,R,Noble,Noble 29,230,129,0,359
John C. Aguilera,Treasurer of State,,D,Noble,Noble 29,84,49,0,133
Jim Banks,U.S. House,3,R,Noble,Noble 29,226,125,0,351
Courtney Tritch,U.S. House,3,D,Noble,Noble 29,,,,
Write in,U.S. House,3,,Noble,Noble 29,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Noble 29,228,127,0,355
Mike Wilber,State Representative,82,D,Noble,Noble 29,88,51,0,139
