candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Mark W. Rutherford,Secretary of State,,L,Noble,Perry 5,6,0,0,6
Write in,Secretary of State,,,Noble,Perry 5,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Perry 5,52,25,0,77
Joselyn Whitticker,Auditor of State,,D,Noble,Perry 5,29,10,0,39
John Schick,Auditor of State,,L,Noble,Perry 5,9,0,0,9
Kelly Mitchell,Treasurer of State,,R,Noble,Perry 5,56,28,0,84
John C. Aguilera,Treasurer of State,,D,Noble,Perry 5,33,8,0,41
Jim Banks,U.S. House,3,R,Noble,Perry 5,55,25,0,80
Courtney Tritch,U.S. House,3,D,Noble,Perry 5,,,,
Write in,U.S. House,3,,Noble,Perry 5,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Perry 5,54,28,0,82
Mike Wilber,State Representative,82,D,Noble,Perry 5,36,9,0,45
,Registered Voters,,,Noble,Perry 6,,,,943
,Ballots Cast,,,Noble,Perry 6,,,,242
Mike Braun,U.S. Senate,,R,Noble,Perry 6,120,71,0,191
Joe Donnelly,U.S. Senate,,D,Noble,Perry 6,105,33,0,138
Lucy M Brenton,U.S. Senate,,L,Noble,Perry 6,14,7,0,21
Write in,U.S. Senate,,,Noble,Perry 6,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Perry 6,132,86,0,218
Jim Harper,Secretary of State,,D,Noble,Perry 6,98,24,0,122
Mark W. Rutherford,Secretary of State,,L,Noble,Perry 6,8,3,0,11
Write in,Secretary of State,,,Noble,Perry 6,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Perry 6,133,83,0,216
Joselyn Whitticker,Auditor of State,,D,Noble,Perry 6,93,26,0,119
John Schick,Auditor of State,,L,Noble,Perry 6,8,5,0,13
Kelly Mitchell,Treasurer of State,,R,Noble,Perry 6,140,91,0,231
John C. Aguilera,Treasurer of State,,D,Noble,Perry 6,95,22,0,117
Jim Banks,U.S. House,3,R,Noble,Perry 6,134,86,0,220
Courtney Tritch,U.S. House,3,D,Noble,Perry 6,,,,
Write in,U.S. House,3,,Noble,Perry 6,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Perry 6,137,87,0,224
Mike Wilber,State Representative,82,D,Noble,Perry 6,100,27,0,127
,Registered Voters,,,Noble,Elkhart 7,,,,821
,Ballots Cast,,,Noble,Elkhart 7,,,,251
Mike Braun,U.S. Senate,,R,Noble,Elkhart 7,187,114,0,301
Joe Donnelly,U.S. Senate,,D,Noble,Elkhart 7,54,49,0,103
Lucy M Brenton,U.S. Senate,,L,Noble,Elkhart 7,8,5,0,13
Write in,U.S. Senate,,,Noble,Elkhart 7,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Elkhart 7,197,130,0,327
Jim Harper,Secretary of State,,D,Noble,Elkhart 7,45,35,0,80
Mark W. Rutherford,Secretary of State,,L,Noble,Elkhart 7,6,0,0,6
Write in,Secretary of State,,,Noble,Elkhart 7,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Elkhart 7,197,123,0,320
Joselyn Whitticker,Auditor of State,,D,Noble,Elkhart 7,44,38,0,82
John Schick,Auditor of State,,L,Noble,Elkhart 7,7,3,0,10
Kelly Mitchell,Treasurer of State,,R,Noble,Elkhart 7,203,128,0,331
John C. Aguilera,Treasurer of State,,D,Noble,Elkhart 7,45,36,0,81
Jim Banks,U.S. House,3,R,Noble,Elkhart 7,203,131,0,334
Courtney Tritch,U.S. House,3,D,Noble,Elkhart 7,,,,
Write in,U.S. House,3,,Noble,Elkhart 7,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Elkhart 7,199,125,0,324
Mike Wilber,State Representative,82,D,Noble,Elkhart 7,47,41,0,88
,Registered Voters,,,Noble,York 8,,,,1048
,Ballots Cast,,,Noble,York 8,,,,367
Mike Braun,U.S. Senate,,R,Noble,York 8,254,151,0,405
Joe Donnelly,U.S. Senate,,D,Noble,York 8,85,65,0,150
Lucy M Brenton,U.S. Senate,,L,Noble,York 8,24,8,0,32
Write in,U.S. Senate,,,Noble,York 8,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,York 8,292,161,0,453
Jim Harper,Secretary of State,,D,Noble,York 8,62,56,0,118
Mark W. Rutherford,Secretary of State,,L,Noble,York 8,10,4,0,14
Write in,Secretary of State,,,Noble,York 8,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,York 8,277,160,0,437
Joselyn Whitticker,Auditor of State,,D,Noble,York 8,62,51,0,113
John Schick,Auditor of State,,L,Noble,York 8,19,8,0,27
Kelly Mitchell,Treasurer of State,,R,Noble,York 8,307,165,0,472
John C. Aguilera,Treasurer of State,,D,Noble,York 8,53,51,0,104
Jim Banks,U.S. House,3,R,Noble,York 8,297,162,0,459
Courtney Tritch,U.S. House,3,D,Noble,York 8,,,,
Write in,U.S. House,3,,Noble,York 8,0,0,0,0
David H Abbott,State Representative,82,R,Noble,York 8,295,162,0,457
Mike Wilber,State Representative,82,D,Noble,York 8,65,58,0,123
,Registered Voters,,,Noble,Noble 9,,,,1104
,Ballots Cast,,,Noble,Noble 9,,,,437
Mike Braun,U.S. Senate,,R,Noble,Noble 9,300,138,0,438
Joe Donnelly,U.S. Senate,,D,Noble,Noble 9,112,74,0,186
Lucy M Brenton,U.S. Senate,,L,Noble,Noble 9,18,6,0,24
Write in,U.S. Senate,,,Noble,Noble 9,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Noble 9,317,149,0,466
Jim Harper,Secretary of State,,D,Noble,Noble 9,86,64,0,150
Mark W. Rutherford,Secretary of State,,L,Noble,Noble 9,20,3,0,23
Write in,Secretary of State,,,Noble,Noble 9,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Noble 9,313,147,0,460
Joselyn Whitticker,Auditor of State,,D,Noble,Noble 9,92,64,0,156
John Schick,Auditor of State,,L,Noble,Noble 9,15,3,0,18
Kelly Mitchell,Treasurer of State,,R,Noble,Noble 9,324,154,0,478
John C. Aguilera,Treasurer of State,,D,Noble,Noble 9,89,60,0,149
Jim Banks,U.S. House,3,R,Noble,Noble 9,323,154,0,477
Courtney Tritch,U.S. House,3,D,Noble,Noble 9,,,,
Write in,U.S. House,3,,Noble,Noble 9,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Noble 9,317,154,0,471
Mike Wilber,State Representative,82,D,Noble,Noble 9,107,62,0,169
,Registered Voters,,,Noble,Green 10,,,,1305
,Ballots Cast,,,Noble,Green 10,,,,524
Mike Braun,U.S. Senate,,R,Noble,Green 10,398,213,0,611
Joe Donnelly,U.S. Senate,,D,Noble,Green 10,107,99,0,206
Lucy M Brenton,U.S. Senate,,L,Noble,Green 10,12,0,0,12
Write in,U.S. Senate,,,Noble,Green 10,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Green 10,396,225,0,621
Jim Harper,Secretary of State,,D,Noble,Green 10,100,80,0,180
Mark W. Rutherford,Secretary of State,,L,Noble,Green 10,15,2,0,17
Write in,Secretary of State,,,Noble,Green 10,0,1,0,1
Tera Klutz,Auditor of State,,R,Noble,Green 10,392,236,0,628
Joselyn Whitticker,Auditor of State,,D,Noble,Green 10,96,72,0,168
John Schick,Auditor of State,,L,Noble,Green 10,13,2,0,15
Kelly Mitchell,Treasurer of State,,R,Noble,Green 10,395,234,0,629
John C. Aguilera,Treasurer of State,,D,Noble,Green 10,106,75,0,181
Jim Banks,U.S. House,3,R,Noble,Green 10,410,230,0,640
Courtney Tritch,U.S. House,3,D,Noble,Green 10,,,,
Write in,U.S. House,3,,Noble,Green 10,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Green 10,395,224,0,619
Mike Wilber,State Representative,82,D,Noble,Green 10,111,86,0,197
,Registered Voters,,,Noble,Jefferson 11,,,,1072
,Ballots Cast,,,Noble,Jefferson 11,,,,324
Mike Braun,U.S. Senate,,R,Noble,Jefferson 11,243,173,0,416
Joe Donnelly,U.S. Senate,,D,Noble,Jefferson 11,71,113,0,184
Lucy M Brenton,U.S. Senate,,L,Noble,Jefferson 11,8,10,0,18
Write in,U.S. Senate,,,Noble,Jefferson 11,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Jefferson 11,262,202,0,464
Jim Harper,Secretary of State,,D,Noble,Jefferson 11,49,89,0,138
Mark W. Rutherford,Secretary of State,,L,Noble,Jefferson 11,8,7,0,15
Write in,Secretary of State,,,Noble,Jefferson 11,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Jefferson 11,252,198,0,450
Joselyn Whitticker,Auditor of State,,D,Noble,Jefferson 11,46,82,0,128
John Schick,Auditor of State,,L,Noble,Jefferson 11,13,13,0,26
Kelly Mitchell,Treasurer of State,,R,Noble,Jefferson 11,260,208,0,468
John C. Aguilera,Treasurer of State,,D,Noble,Jefferson 11,48,84,0,132
Jim Banks,U.S. House,3,R,Noble,Jefferson 11,262,207,0,469
Courtney Tritch,U.S. House,3,D,Noble,Jefferson 11,,,,
Write in,U.S. House,3,,Noble,Jefferson 11,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Jefferson 11,262,213,0,475
Mike Wilber,State Representative,82,D,Noble,Jefferson 11,53,85,0,138
,Registered Voters,,,Noble,Orange 12,,,,875
,Ballots Cast,,,Noble,Orange 12,,,,316
Mike Braun,U.S. Senate,,R,Noble,Orange 12,216,60,0,276
Joe Donnelly,U.S. Senate,,D,Noble,Orange 12,82,44,0,126
Lucy M Brenton,U.S. Senate,,L,Noble,Orange 12,11,7,0,18
Write in,U.S. Senate,,,Noble,Orange 12,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Orange 12,233,64,0,297
Jim Harper,Secretary of State,,D,Noble,Orange 12,67,38,0,105
Mark W. Rutherford,Secretary of State,,L,Noble,Orange 12,9,8,0,17
Write in,Secretary of State,,,Noble,Orange 12,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Orange 12,226,69,0,295
Joselyn Whitticker,Auditor of State,,D,Noble,Orange 12,68,36,0,104
John Schick,Auditor of State,,L,Noble,Orange 12,11,6,0,17
Kelly Mitchell,Treasurer of State,,R,Noble,Orange 12,236,71,0,307
John C. Aguilera,Treasurer of State,,D,Noble,Orange 12,73,40,0,113
Jim Banks,U.S. House,3,R,Noble,Orange 12,234,71,0,305
Courtney Tritch,U.S. House,3,D,Noble,Orange 12,,,,
Write in,U.S. House,3,,Noble,Orange 12,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Orange 12,238,73,0,311
Mike Wilber,State Representative,82,D,Noble,Orange 12,71,39,0,110
,Registered Voters,,,Noble,Orange 13,,,,1146
,Ballots Cast,,,Noble,Orange 13,,,,438
Mike Braun,U.S. Senate,,R,Noble,Orange 13,301,177,0,478
Joe Donnelly,U.S. Senate,,D,Noble,Orange 13,117,86,0,203
Lucy M Brenton,U.S. Senate,,L,Noble,Orange 13,15,7,0,22
Write in,U.S. Senate,,,Noble,Orange 13,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Orange 13,337,189,0,526
Jim Harper,Secretary of State,,D,Noble,Orange 13,81,75,0,156
Mark W. Rutherford,Secretary of State,,L,Noble,Orange 13,10,6,0,16
Write in,Secretary of State,,,Noble,Orange 13,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Orange 13,326,191,0,517
Joselyn Whitticker,Auditor of State,,D,Noble,Orange 13,87,74,0,161
John Schick,Auditor of State,,L,Noble,Orange 13,11,6,0,17
Kelly Mitchell,Treasurer of State,,R,Noble,Orange 13,338,197,0,535
John C. Aguilera,Treasurer of State,,D,Noble,Orange 13,86,74,0,160
Jim Banks,U.S. House,3,R,Noble,Orange 13,332,187,0,519
Courtney Tritch,U.S. House,3,D,Noble,Orange 13,,,,
Write in,U.S. House,3,,Noble,Orange 13,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Orange 13,351,207,0,558
Mike Wilber,State Representative,82,D,Noble,Orange 13,75,67,0,142
,Registered Voters,,,Noble,Orange 14,,,,430
,Ballots Cast,,,Noble,Orange 14,,,,143
Mike Braun,U.S. Senate,,R,Noble,Orange 14,98,23,0,121
Joe Donnelly,U.S. Senate,,D,Noble,Orange 14,38,12,0,50
Lucy M Brenton,U.S. Senate,,L,Noble,Orange 14,7,1,0,8
Write in,U.S. Senate,,,Noble,Orange 14,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Orange 14,105,26,0,131
Jim Harper,Secretary of State,,D,Noble,Orange 14,31,11,0,42
Mark W. Rutherford,Secretary of State,,L,Noble,Orange 14,6,0,0,6
Write in,Secretary of State,,,Noble,Orange 14,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Orange 14,99,24,0,123
Joselyn Whitticker,Auditor of State,,D,Noble,Orange 14,32,12,0,44
John Schick,Auditor of State,,L,Noble,Orange 14,8,0,0,8
Kelly Mitchell,Treasurer of State,,R,Noble,Orange 14,109,26,0,135
John C. Aguilera,Treasurer of State,,D,Noble,Orange 14,30,11,0,41
Jim Banks,U.S. House,3,R,Noble,Orange 14,107,24,0,131
Courtney Tritch,U.S. House,3,D,Noble,Orange 14,,,,
Write in,U.S. House,3,,Noble,Orange 14,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Orange 14,108,26,0,134
Mike Wilber,State Representative,82,D,Noble,Orange 14,32,11,0,43
,Registered Voters,,,Noble,Wayne 15,,,,761
,Ballots Cast,,,Noble,Wayne 15,,,,256
Mike Braun,U.S. Senate,,R,Noble,Wayne 15,199,92,0,291
Joe Donnelly,U.S. Senate,,D,Noble,Wayne 15,45,58,0,103
Lucy M Brenton,U.S. Senate,,L,Noble,Wayne 15,9,4,0,13
Write in,U.S. Senate,,,Noble,Wayne 15,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Wayne 15,204,108,0,312
Jim Harper,Secretary of State,,D,Noble,Wayne 15,35,43,0,78
Mark W. Rutherford,Secretary of State,,L,Noble,Wayne 15,9,2,0,11
Write in,Secretary of State,,,Noble,Wayne 15,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Wayne 15,202,102,0,304
Joselyn Whitticker,Auditor of State,,D,Noble,Wayne 15,36,50,0,86
John Schick,Auditor of State,,L,Noble,Wayne 15,7,2,0,9
Kelly Mitchell,Treasurer of State,,R,Noble,Wayne 15,214,112,0,326
John C. Aguilera,Treasurer of State,,D,Noble,Wayne 15,33,42,0,75
Jim Banks,U.S. House,3,R,Noble,Wayne 15,207,107,0,314
Courtney Tritch,U.S. House,3,D,Noble,Wayne 15,,,,
Write in,U.S. House,3,,Noble,Wayne 15,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Wayne 15,210,108,0,318
Mike Wilber,State Representative,82,D,Noble,Wayne 15,38,46,0,84
,Registered Voters,,,Noble,Wayne 16,,,,1775
,Ballots Cast,,,Noble,Wayne 16,,,,533
Mike Braun,U.S. Senate,,R,Noble,Wayne 16,357,259,0,616
Joe Donnelly,U.S. Senate,,D,Noble,Wayne 16,154,143,0,297
Lucy M Brenton,U.S. Senate,,L,Noble,Wayne 16,16,19,0,35
Write in,U.S. Senate,,,Noble,Wayne 16,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Wayne 16,369,296,0,665
Jim Harper,Secretary of State,,D,Noble,Wayne 16,134,117,0,251
Mark W. Rutherford,Secretary of State,,L,Noble,Wayne 16,13,7,0,20
Write in,Secretary of State,,,Noble,Wayne 16,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Wayne 16,361,292,0,653
Joselyn Whitticker,Auditor of State,,D,Noble,Wayne 16,135,118,0,253
John Schick,Auditor of State,,L,Noble,Wayne 16,15,6,0,21
Kelly Mitchell,Treasurer of State,,R,Noble,Wayne 16,382,299,0,681
John C. Aguilera,Treasurer of State,,D,Noble,Wayne 16,130,120,0,250
Jim Banks,U.S. House,3,R,Noble,Wayne 16,379,289,0,668
Courtney Tritch,U.S. House,3,D,Noble,Wayne 16,,,,
Write in,U.S. House,3,,Noble,Wayne 16,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Wayne 16,385,302,0,687
Mike Wilber,State Representative,82,D,Noble,Wayne 16,131,117,0,248
,Registered Voters,,,Noble,Wayne 17,,,,738
,Ballots Cast,,,Noble,Wayne 17,,,,165
Mike Braun,U.S. Senate,,R,Noble,Wayne 17,89,60,0,149
Joe Donnelly,U.S. Senate,,D,Noble,Wayne 17,60,54,0,114
Lucy M Brenton,U.S. Senate,,L,Noble,Wayne 17,12,8,0,20
Write in,U.S. Senate,,,Noble,Wayne 17,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Wayne 17,101,68,0,169
Jim Harper,Secretary of State,,D,Noble,Wayne 17,52,51,0,103
Mark W. Rutherford,Secretary of State,,L,Noble,Wayne 17,9,3,0,12
Write in,Secretary of State,,,Noble,Wayne 17,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Wayne 17,94,70,0,164
Joselyn Whitticker,Auditor of State,,D,Noble,Wayne 17,55,51,0,106
John Schick,Auditor of State,,L,Noble,Wayne 17,8,2,0,10
Kelly Mitchell,Treasurer of State,,R,Noble,Wayne 17,106,72,0,178
John C. Aguilera,Treasurer of State,,D,Noble,Wayne 17,52,49,0,101
Jim Banks,U.S. House,3,R,Noble,Wayne 17,106,69,0,175
Courtney Tritch,U.S. House,3,D,Noble,Wayne 17,,,,
Write in,U.S. House,3,,Noble,Wayne 17,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Wayne 17,105,72,0,177
Mike Wilber,State Representative,82,D,Noble,Wayne 17,54,51,0,105
,Registered Voters,,,Noble,Wayne 18,,,,1254
,Ballots Cast,,,Noble,Wayne 18,,,,324
Mike Braun,U.S. Senate,,R,Noble,Wayne 18,191,151,0,342
Joe Donnelly,U.S. Senate,,D,Noble,Wayne 18,109,110,0,219
Lucy M Brenton,U.S. Senate,,L,Noble,Wayne 18,17,14,0,31
Write in,U.S. Senate,,,Noble,Wayne 18,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Wayne 18,206,176,0,382
Jim Harper,Secretary of State,,D,Noble,Wayne 18,96,95,0,191
Mark W. Rutherford,Secretary of State,,L,Noble,Wayne 18,12,5,0,17
Write in,Secretary of State,,,Noble,Wayne 18,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Wayne 18,210,174,0,384
Joselyn Whitticker,Auditor of State,,D,Noble,Wayne 18,90,95,0,185
John Schick,Auditor of State,,L,Noble,Wayne 18,11,3,0,14
Kelly Mitchell,Treasurer of State,,R,Noble,Wayne 18,218,176,0,394
John C. Aguilera,Treasurer of State,,D,Noble,Wayne 18,93,93,0,186
Jim Banks,U.S. House,3,R,Noble,Wayne 18,215,180,0,395
Courtney Tritch,U.S. House,3,D,Noble,Wayne 18,,,,
Write in,U.S. House,3,,Noble,Wayne 18,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Wayne 18,218,182,0,400
Mike Wilber,State Representative,82,D,Noble,Wayne 18,93,92,0,185
,Registered Voters,,,Noble,Wayne 19,,,,660
,Ballots Cast,,,Noble,Wayne 19,,,,197
Mike Braun,U.S. Senate,,R,Noble,Wayne 19,131,61,0,192
Joe Donnelly,U.S. Senate,,D,Noble,Wayne 19,53,33,0,86
Lucy M Brenton,U.S. Senate,,L,Noble,Wayne 19,13,1,0,14
Write in,U.S. Senate,,,Noble,Wayne 19,0,0,0,0
Connie Lawson,Secretary of State,,R,Noble,Wayne 19,146,64,0,210
Jim Harper,Secretary of State,,D,Noble,Wayne 19,42,28,0,70
Mark W. Rutherford,Secretary of State,,L,Noble,Wayne 19,5,2,0,7
Write in,Secretary of State,,,Noble,Wayne 19,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Wayne 19,142,62,0,204
Joselyn Whitticker,Auditor of State,,D,Noble,Wayne 19,45,29,0,74
John Schick,Auditor of State,,L,Noble,Wayne 19,4,2,0,6
Kelly Mitchell,Treasurer of State,,R,Noble,Wayne 19,155,62,0,217
John C. Aguilera,Treasurer of State,,D,Noble,Wayne 19,39,29,0,68
Jim Banks,U.S. House,3,R,Noble,Wayne 19,144,63,0,207
Courtney Tritch,U.S. House,3,D,Noble,Wayne 19,,,,
Write in,U.S. House,3,,Noble,Wayne 19,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Wayne 19,146,60,0,206
Mike Wilber,State Representative,82,D,Noble,Wayne 19,48,33,0,81
,Registered Voters,,,Noble,Wayne 20,,,,480
,Ballots Cast,,,Noble,Wayne 20,,,,136
Mike Braun,U.S. Senate,,R,Noble,Wayne 20,78,34,0,112
Joe Donnelly,U.S. Senate,,D,Noble,Wayne 20,49,23,0,72
Lucy M Brenton,U.S. Senate,,L,Noble,Wayne 20,8,0,0,8
Write in,U.S. Senate,,,Noble,Wayne 20,1,0,0,1
Connie Lawson,Secretary of State,,R,Noble,Wayne 20,86,34,0,120
Jim Harper,Secretary of State,,D,Noble,Wayne 20,38,23,0,61
Mark W. Rutherford,Secretary of State,,L,Noble,Wayne 20,11,0,0,11
Write in,Secretary of State,,,Noble,Wayne 20,0,0,0,0
Tera Klutz,Auditor of State,,R,Noble,Wayne 20,83,34,0,117
Joselyn Whitticker,Auditor of State,,D,Noble,Wayne 20,43,22,0,65
John Schick,Auditor of State,,L,Noble,Wayne 20,7,0,0,7
Kelly Mitchell,Treasurer of State,,R,Noble,Wayne 20,90,34,0,124
John C. Aguilera,Treasurer of State,,D,Noble,Wayne 20,42,23,0,65
Jim Banks,U.S. House,3,R,Noble,Wayne 20,86,34,0,120
Courtney Tritch,U.S. House,3,D,Noble,Wayne 20,,,,
Write in,U.S. House,3,,Noble,Wayne 20,0,0,0,0
David H Abbott,State Representative,82,R,Noble,Wayne 20,91,33,0,124
