candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Mel Hall,U.S. House,2,D,Pulaski,Indian Creek,60,29,0,89
Write in,U.S. House,2,,Pulaski,Indian Creek,0,0,0,0
Douglas L Gutwein,State Representative,16,R,Pulaski,Indian Creek,114,41,0,155
Christina Zacny,State Representative,16,D,Pulaski,Indian Creek,50,27,0,77
,Registered Voters,,,Pulaski,Jefferson,,,,362
,Ballots Cast,,,Pulaski,Jefferson,,,,132
Mike Braun,U.S. Senate,,R,Pulaski,Jefferson,96,50,0,148
Joe Donnelly,U.S. Senate,,D,Pulaski,Jefferson,27,29,0,56
Lucy M Brenton,U.S. Senate,,L,Pulaski,Jefferson,5,1,0,6
Write in,U.S. Senate,,,Pulaski,Jefferson,0,0,0,0
Connie Lawson,Secretary of State,,R,Pulaski,Jefferson,104,59,0,163
Jim Harper,Secretary of State,,D,Pulaski,Jefferson,17,21,0,38
Mark W. Rutherford,Secretary of State,,L,Pulaski,Jefferson,7,0,0,7
Write in,Secretary of State,,,Pulaski,Jefferson,0,0,0,0
Tera Klutz,Auditor of State,,R,Pulaski,Jefferson,100,56,0,156
Joselyn Whitticker,Auditor of State,,D,Pulaski,Jefferson,19,21,0,40
John Schick,Auditor of State,,L,Pulaski,Jefferson,7,1,0,8
Kelly Mitchell,Treasurer of State,,R,Pulaski,Jefferson,106,56,0,162
John C. Aguilera,Treasurer of State,,D,Pulaski,Jefferson,20,23,0,43
Jackie Walorski,U.S. House,2,R,Pulaski,Jefferson,97,55,0,152
Mel Hall,U.S. House,2,D,Pulaski,Jefferson,31,25,0,56
Write in,U.S. House,2,,Pulaski,Jefferson,1,0,0,1
Douglas L Gutwein,State Representative,16,R,Pulaski,Jefferson,101,59,0,160
Christina Zacny,State Representative,16,D,Pulaski,Jefferson,26,21,0,47
,Registered Voters,,,Pulaski,Monroe I,,,,630
,Ballots Cast,,,Pulaski,Monroe I,,,,203
Mike Braun,U.S. Senate,,R,Pulaski,Monroe I,121,80,1,202
Joe Donnelly,U.S. Senate,,D,Pulaski,Monroe I,71,52,0,123
Lucy M Brenton,U.S. Senate,,L,Pulaski,Monroe I,8,5,0,13
Write in,U.S. Senate,,,Pulaski,Monroe I,0,0,0,0
Connie Lawson,Secretary of State,,R,Pulaski,Monroe I,130,88,1,219
Jim Harper,Secretary of State,,D,Pulaski,Monroe I,56,41,0,97
Mark W. Rutherford,Secretary of State,,L,Pulaski,Monroe I,8,4,0,12
Write in,Secretary of State,,,Pulaski,Monroe I,0,0,0,0
Tera Klutz,Auditor of State,,R,Pulaski,Monroe I,135,86,1,222
Joselyn Whitticker,Auditor of State,,D,Pulaski,Monroe I,50,44,0,94
John Schick,Auditor of State,,L,Pulaski,Monroe I,7,2,0,9
Kelly Mitchell,Treasurer of State,,R,Pulaski,Monroe I,139,93,1,233
John C. Aguilera,Treasurer of State,,D,Pulaski,Monroe I,51,40,0,91
Jackie Walorski,U.S. House,2,R,Pulaski,Monroe I,128,86,1,215
Mel Hall,U.S. House,2,D,Pulaski,Monroe I,65,49,0,114
Write in,U.S. House,2,,Pulaski,Monroe I,0,0,0,0
Douglas L Gutwein,State Representative,16,R,Pulaski,Monroe I,143,90,1,234
Christina Zacny,State Representative,16,D,Pulaski,Monroe I,53,46,0,99
,Registered Voters,,,Pulaski,Monroe II,,,,618
,Ballots Cast,,,Pulaski,Monroe II,,,,219
Mike Braun,U.S. Senate,,R,Pulaski,Monroe II,108,81,2,191
Joe Donnelly,U.S. Senate,,D,Pulaski,Monroe II,98,69,0,167
Lucy M Brenton,U.S. Senate,,L,Pulaski,Monroe II,11,2,0,13
Write in,U.S. Senate,,,Pulaski,Monroe II,0,0,0,0
Connie Lawson,Secretary of State,,R,Pulaski,Monroe II,137,96,2,235
Jim Harper,Secretary of State,,D,Pulaski,Monroe II,65,52,0,117
Mark W. Rutherford,Secretary of State,,L,Pulaski,Monroe II,6,3,0,9
Write in,Secretary of State,,,Pulaski,Monroe II,0,0,0,0
Tera Klutz,Auditor of State,,R,Pulaski,Monroe II,133,92,2,227
Joselyn Whitticker,Auditor of State,,D,Pulaski,Monroe II,65,54,0,119
John Schick,Auditor of State,,L,Pulaski,Monroe II,6,3,0,9
Kelly Mitchell,Treasurer of State,,R,Pulaski,Monroe II,139,94,2,235
John C. Aguilera,Treasurer of State,,D,Pulaski,Monroe II,64,55,0,119
Jackie Walorski,U.S. House,2,R,Pulaski,Monroe II,125,92,2,219
Mel Hall,U.S. House,2,D,Pulaski,Monroe II,86,60,0,146
Write in,U.S. House,2,,Pulaski,Monroe II,0,0,0,0
Douglas L Gutwein,State Representative,16,R,Pulaski,Monroe II,146,98,2,246
Christina Zacny,State Representative,16,D,Pulaski,Monroe II,71,54,0,125
,Registered Voters,,,Pulaski,Monroe III,,,,723
,Ballots Cast,,,Pulaski,Monroe III,,,,208
Mike Braun,U.S. Senate,,R,Pulaski,Monroe III,115,86,0,201
Joe Donnelly,U.S. Senate,,D,Pulaski,Monroe III,78,75,1,154
Lucy M Brenton,U.S. Senate,,L,Pulaski,Monroe III,10,5,0,15
Write in,U.S. Senate,,,Pulaski,Monroe III,0,0,0,0
Connie Lawson,Secretary of State,,R,Pulaski,Monroe III,146,105,0,251
Jim Harper,Secretary of State,,D,Pulaski,Monroe III,52,53,1,106
Mark W. Rutherford,Secretary of State,,L,Pulaski,Monroe III,4,5,0,9
Write in,Secretary of State,,,Pulaski,Monroe III,0,0,0,0
Tera Klutz,Auditor of State,,R,Pulaski,Monroe III,143,106,0,249
Joselyn Whitticker,Auditor of State,,D,Pulaski,Monroe III,50,51,1,102
John Schick,Auditor of State,,L,Pulaski,Monroe III,4,6,0,10
Kelly Mitchell,Treasurer of State,,R,Pulaski,Monroe III,151,108,0,259
John C. Aguilera,Treasurer of State,,D,Pulaski,Monroe III,47,53,1,101
Jackie Walorski,U.S. House,2,R,Pulaski,Monroe III,133,94,0,227
Mel Hall,U.S. House,2,D,Pulaski,Monroe III,69,69,1,139
Write in,U.S. House,2,,Pulaski,Monroe III,0,0,0,0
Douglas L Gutwein,State Representative,16,R,Pulaski,Monroe III,159,116,0,275
Christina Zacny,State Representative,16,D,Pulaski,Monroe III,43,50,1,94
,Registered Voters,,,Pulaski,Monroe IV,,,,625
,Ballots Cast,,,Pulaski,Monroe IV,,,,181
Mike Braun,U.S. Senate,,R,Pulaski,Monroe IV,103,67,0,170
Joe Donnelly,U.S. Senate,,D,Pulaski,Monroe IV,68,46,0,114
Lucy M Brenton,U.S. Senate,,L,Pulaski,Monroe IV,7,5,0,12
Write in,U.S. Senate,,,Pulaski,Monroe IV,0,0,0,0
Connie Lawson,Secretary of State,,R,Pulaski,Monroe IV,123,80,0,203
Jim Harper,Secretary of State,,D,Pulaski,Monroe IV,41,33,0,74
Mark W. Rutherford,Secretary of State,,L,Pulaski,Monroe IV,8,3,0,11
Write in,Secretary of State,,,Pulaski,Monroe IV,0,0,0,0
Tera Klutz,Auditor of State,,R,Pulaski,Monroe IV,112,81,0,193
Joselyn Whitticker,Auditor of State,,D,Pulaski,Monroe IV,51,30,0,81
John Schick,Auditor of State,,L,Pulaski,Monroe IV,10,5,0,15
Kelly Mitchell,Treasurer of State,,R,Pulaski,Monroe IV,130,85,0,215
John C. Aguilera,Treasurer of State,,D,Pulaski,Monroe IV,42,27,0,69
Jackie Walorski,U.S. House,2,R,Pulaski,Monroe IV,124,85,0,209
Mel Hall,U.S. House,2,D,Pulaski,Monroe IV,50,32,0,82
Write in,U.S. House,2,,Pulaski,Monroe IV,0,0,0,0
Douglas L Gutwein,State Representative,16,R,Pulaski,Monroe IV,133,91,0,224
Christina Zacny,State Representative,16,D,Pulaski,Monroe IV,40,28,0,68
,Registered Voters,,,Pulaski,Rich Grove,,,,529
,Ballots Cast,,,Pulaski,Rich Grove,,,,148
Mike Braun,U.S. Senate,,R,Pulaski,Rich Grove,96,36,1,133
Joe Donnelly,U.S. Senate,,D,Pulaski,Rich Grove,42,45,1,88
Lucy M Brenton,U.S. Senate,,L,Pulaski,Rich Grove,6,1,0,7
Write in,U.S. Senate,,,Pulaski,Rich Grove,0,0,0,0
Connie Lawson,Secretary of State,,R,Pulaski,Rich Grove,102,39,1,142
Jim Harper,Secretary of State,,D,Pulaski,Rich Grove,39,38,1,78
Mark W. Rutherford,Secretary of State,,L,Pulaski,Rich Grove,3,4,0,7
Write in,Secretary of State,,,Pulaski,Rich Grove,0,0,0,0
Tera Klutz,Auditor of State,,R,Pulaski,Rich Grove,108,39,1,148
Joselyn Whitticker,Auditor of State,,D,Pulaski,Rich Grove,32,39,1,72
John Schick,Auditor of State,,L,Pulaski,Rich Grove,3,3,0,6
Kelly Mitchell,Treasurer of State,,R,Pulaski,Rich Grove,107,40,1,148
John C. Aguilera,Treasurer of State,,D,Pulaski,Rich Grove,35,41,1,77
Jackie Walorski,U.S. House,2,R,Pulaski,Rich Grove,98,40,1,139
Mel Hall,U.S. House,2,D,Pulaski,Rich Grove,44,40,1,85
Write in,U.S. House,2,,Pulaski,Rich Grove,1,0,0,1
Douglas L Gutwein,State Representative,16,R,Pulaski,Rich Grove,109,42,1,152
Christina Zacny,State Representative,16,D,Pulaski,Rich Grove,33,39,1,73
,Registered Voters,,,Pulaski,Salem,,,,864
,Ballots Cast,,,Pulaski,Salem,,,,375
Mike Braun,U.S. Senate,,R,Pulaski,Salem,263,113,0,376
Joe Donnelly,U.S. Senate,,D,Pulaski,Salem,87,47,0,134
Lucy M Brenton,U.S. Senate,,L,Pulaski,Salem,15,5,0,20
Write in,U.S. Senate,,,Pulaski,Salem,0,0,0,0
Connie Lawson,Secretary of State,,R,Pulaski,Salem,293,130,0,423
Jim Harper,Secretary of State,,D,Pulaski,Salem,61,26,0,87
Mark W. Rutherford,Secretary of State,,L,Pulaski,Salem,4,6,0,10
Write in,Secretary of State,,,Pulaski,Salem,0,0,0,0
Tera Klutz,Auditor of State,,R,Pulaski,Salem,274,122,0,396
Joselyn Whitticker,Auditor of State,,D,Pulaski,Salem,66,33,0,99
John Schick,Auditor of State,,L,Pulaski,Salem,11,6,0,17
Kelly Mitchell,Treasurer of State,,R,Pulaski,Salem,291,124,0,415
John C. Aguilera,Treasurer of State,,D,Pulaski,Salem,62,33,0,95
Jackie Walorski,U.S. House,2,R,Pulaski,Salem,276,130,0,406
Mel Hall,U.S. House,2,D,Pulaski,Salem,87,33,0,120
Write in,U.S. House,2,,Pulaski,Salem,0,1,0,1
Douglas L Gutwein,State Representative,16,R,Pulaski,Salem,293,136,0,429
Christina Zacny,State Representative,16,D,Pulaski,Salem,71,28,0,99
,Registered Voters,,,Pulaski,Tippecanoe,,,,643
,Ballots Cast,,,Pulaski,Tippecanoe,,,,248
Mike Braun,U.S. Senate,,R,Pulaski,Tippecanoe,135,37,1,173
Joe Donnelly,U.S. Senate,,D,Pulaski,Tippecanoe,97,45,0,142
Lucy M Brenton,U.S. Senate,,L,Pulaski,Tippecanoe,12,0,0,12
Write in,U.S. Senate,,,Pulaski,Tippecanoe,0,0,0,0
Connie Lawson,Secretary of State,,R,Pulaski,Tippecanoe,156,47,1,204
Jim Harper,Secretary of State,,D,Pulaski,Tippecanoe,72,34,0,106
Mark W. Rutherford,Secretary of State,,L,Pulaski,Tippecanoe,14,0,0,14
Write in,Secretary of State,,,Pulaski,Tippecanoe,0,0,0,0
Tera Klutz,Auditor of State,,R,Pulaski,Tippecanoe,151,43,1,195
Joselyn Whitticker,Auditor of State,,D,Pulaski,Tippecanoe,73,35,0,108
John Schick,Auditor of State,,L,Pulaski,Tippecanoe,13,2,0,15
Kelly Mitchell,Treasurer of State,,R,Pulaski,Tippecanoe,162,47,1,210
John C. Aguilera,Treasurer of State,,D,Pulaski,Tippecanoe,71,33,0,104
Jackie Walorski,U.S. House,2,R,Pulaski,Tippecanoe,145,40,1,186
Mel Hall,U.S. House,2,D,Pulaski,Tippecanoe,95,42,0,137
Write in,U.S. House,2,,Pulaski,Tippecanoe,0,0,0,0
Douglas L Gutwein,State Representative,16,R,Pulaski,Tippecanoe,170,54,1,225
Christina Zacny,State Representative,16,D,Pulaski,Tippecanoe,71,28,0,99
