candidate,office,district,party,county,precinct,election_day,absentee,provisional,votes
Connie Lawson,Secretary of State,,R,Perry,Tell City 6,89,49,0,138
Mark W. Rutherford,Secretary of State,,L,Perry,Tell City 6,4,3,0,7
Write in,Secretary of State,,,Perry,Tell City 6,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Tell City 6,80,85,0,165
Tera Klutz,Auditor of State,,R,Perry,Tell City 6,88,41,0,129
John Schick,Auditor of State,,L,Perry,Tell City 6,6,2,0,8
John C. Aguilera,Treasurer of State,,D,Perry,Tell City 6,83,78,0,161
Kelly Mitchell,Treasurer of State,,R,Perry,Tell City 6,92,52,0,144
William Tanoos,U.S. House,8,D,Perry,Tell City 6,85,79,0,164
Larry D Bucshon,U.S. House,8,R,Perry,Tell City 6,92,54,0,146
Write in,U.S. House,8,,Perry,Tell City 6,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Tell City 6,82,80,0,162
Erin Houchin,State Senate,47,R,Perry,Tell City 6,94,50,0,144
Larry K Kleeman,State Representative,74,D,Perry,Tell City 6,103,88,0,191
Stephen R. Bartels,State Representative,74,R,Perry,Tell City 6,77,44,0,121
,Registered Voters,,,Perry,Tell City 7,,,,576
,Ballots Cast,,,Perry,Tell City 7,,,,197
Joe Donnelly,U.S. Senate,,D,Perry,Tell City 7,111,83,0,194
Mike Braun,U.S. Senate,,R,Perry,Tell City 7,67,63,0,130
Lucy M Brenton,U.S. Senate,,L,Perry,Tell City 7,11,7,0,18
Write in,U.S. Senate,,,Perry,Tell City 7,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Tell City 7,98,77,0,175
Connie Lawson,Secretary of State,,R,Perry,Tell City 7,78,64,0,142
Mark W. Rutherford,Secretary of State,,L,Perry,Tell City 7,9,3,0,12
Write in,Secretary of State,,,Perry,Tell City 7,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Tell City 7,101,84,0,185
Tera Klutz,Auditor of State,,R,Perry,Tell City 7,73,58,0,131
John Schick,Auditor of State,,L,Perry,Tell City 7,8,3,0,11
John C. Aguilera,Treasurer of State,,D,Perry,Tell City 7,105,79,0,184
Kelly Mitchell,Treasurer of State,,R,Perry,Tell City 7,77,63,0,140
William Tanoos,U.S. House,8,D,Perry,Tell City 7,105,81,0,186
Larry D Bucshon,U.S. House,8,R,Perry,Tell City 7,85,67,0,152
Write in,U.S. House,8,,Perry,Tell City 7,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Tell City 7,104,75,0,179
Erin Houchin,State Senate,47,R,Perry,Tell City 7,84,74,0,158
Larry K Kleeman,State Representative,74,D,Perry,Tell City 7,115,93,0,208
Stephen R. Bartels,State Representative,74,R,Perry,Tell City 7,77,56,0,133
,Registered Voters,,,Perry,Tell City 8,,,,572
,Ballots Cast,,,Perry,Tell City 8,,,,167
Joe Donnelly,U.S. Senate,,D,Perry,Tell City 8,71,102,0,173
Mike Braun,U.S. Senate,,R,Perry,Tell City 8,79,78,0,157
Lucy M Brenton,U.S. Senate,,L,Perry,Tell City 8,12,4,0,16
Write in,U.S. Senate,,,Perry,Tell City 8,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Tell City 8,59,95,0,154
Connie Lawson,Secretary of State,,R,Perry,Tell City 8,85,81,0,166
Mark W. Rutherford,Secretary of State,,L,Perry,Tell City 8,12,1,0,13
Write in,Secretary of State,,,Perry,Tell City 8,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Tell City 8,65,99,0,164
Tera Klutz,Auditor of State,,R,Perry,Tell City 8,84,74,0,158
John Schick,Auditor of State,,L,Perry,Tell City 8,5,2,0,7
John C. Aguilera,Treasurer of State,,D,Perry,Tell City 8,64,89,0,153
Kelly Mitchell,Treasurer of State,,R,Perry,Tell City 8,91,87,0,178
William Tanoos,U.S. House,8,D,Perry,Tell City 8,63,90,0,153
Larry D Bucshon,U.S. House,8,R,Perry,Tell City 8,95,89,0,184
Write in,U.S. House,8,,Perry,Tell City 8,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Tell City 8,68,89,0,157
Erin Houchin,State Senate,47,R,Perry,Tell City 8,93,94,0,187
Larry K Kleeman,State Representative,74,D,Perry,Tell City 8,95,110,0,205
Stephen R. Bartels,State Representative,74,R,Perry,Tell City 8,69,70,0,139
,Registered Voters,,,Perry,Troy Township 1,,,,1159
,Ballots Cast,,,Perry,Troy Township 1,,,,451
Joe Donnelly,U.S. Senate,,D,Perry,Troy Township 1,196,195,0,391
Mike Braun,U.S. Senate,,R,Perry,Troy Township 1,220,161,0,381
Lucy M Brenton,U.S. Senate,,L,Perry,Troy Township 1,30,9,0,39
Write in,U.S. Senate,,,Perry,Troy Township 1,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Troy Township 1,181,191,0,372
Connie Lawson,Secretary of State,,R,Perry,Troy Township 1,237,157,0,394
Mark W. Rutherford,Secretary of State,,L,Perry,Troy Township 1,18,10,0,28
Write in,Secretary of State,,,Perry,Troy Township 1,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Troy Township 1,184,196,0,380
Tera Klutz,Auditor of State,,R,Perry,Troy Township 1,230,151,0,381
John Schick,Auditor of State,,L,Perry,Troy Township 1,16,11,0,27
John C. Aguilera,Treasurer of State,,D,Perry,Troy Township 1,179,189,0,368
Kelly Mitchell,Treasurer of State,,R,Perry,Troy Township 1,257,169,0,426
William Tanoos,U.S. House,8,D,Perry,Troy Township 1,174,181,0,355
Larry D Bucshon,U.S. House,8,R,Perry,Troy Township 1,265,182,0,447
Write in,U.S. House,8,,Perry,Troy Township 1,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Troy Township 1,177,180,0,357
Erin Houchin,State Senate,47,R,Perry,Troy Township 1,263,187,0,450
Larry K Kleeman,State Representative,74,D,Perry,Troy Township 1,232,220,0,452
Stephen R. Bartels,State Representative,74,R,Perry,Troy Township 1,210,152,0,362
,Registered Voters,,,Perry,Troy Township 2,,,,733
,Ballots Cast,,,Perry,Troy Township 2,,,,248
Joe Donnelly,U.S. Senate,,D,Perry,Troy Township 2,102,98,0,200
Mike Braun,U.S. Senate,,R,Perry,Troy Township 2,124,79,0,203
Lucy M Brenton,U.S. Senate,,L,Perry,Troy Township 2,18,3,0,21
Write in,U.S. Senate,,,Perry,Troy Township 2,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Troy Township 2,98,95,0,193
Connie Lawson,Secretary of State,,R,Perry,Troy Township 2,134,77,0,211
Mark W. Rutherford,Secretary of State,,L,Perry,Troy Township 2,8,3,0,11
Write in,Secretary of State,,,Perry,Troy Township 2,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Troy Township 2,103,95,0,198
Tera Klutz,Auditor of State,,R,Perry,Troy Township 2,129,75,0,204
John Schick,Auditor of State,,L,Perry,Troy Township 2,6,4,0,10
John C. Aguilera,Treasurer of State,,D,Perry,Troy Township 2,97,93,0,190
Kelly Mitchell,Treasurer of State,,R,Perry,Troy Township 2,141,82,0,223
William Tanoos,U.S. House,8,D,Perry,Troy Township 2,98,92,0,190
Larry D Bucshon,U.S. House,8,R,Perry,Troy Township 2,141,82,0,223
Write in,U.S. House,8,,Perry,Troy Township 2,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Troy Township 2,91,88,0,179
Erin Houchin,State Senate,47,R,Perry,Troy Township 2,148,89,0,237
Larry K Kleeman,State Representative,74,D,Perry,Troy Township 2,128,98,0,226
Stephen R. Bartels,State Representative,74,R,Perry,Troy Township 2,113,79,0,192
,Registered Voters,,,Perry,Troy,,,,218
,Ballots Cast,,,Perry,Troy,,,,98
Joe Donnelly,U.S. Senate,,D,Perry,Troy,43,15,0,58
Mike Braun,U.S. Senate,,R,Perry,Troy,48,7,0,55
Lucy M Brenton,U.S. Senate,,L,Perry,Troy,5,0,0,5
Write in,U.S. Senate,,,Perry,Troy,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Troy,43,15,0,58
Connie Lawson,Secretary of State,,R,Perry,Troy,47,6,0,53
Mark W. Rutherford,Secretary of State,,L,Perry,Troy,5,0,0,5
Write in,Secretary of State,,,Perry,Troy,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Troy,45,15,0,60
Tera Klutz,Auditor of State,,R,Perry,Troy,47,6,0,53
John Schick,Auditor of State,,L,Perry,Troy,2,0,0,2
John C. Aguilera,Treasurer of State,,D,Perry,Troy,43,15,0,58
Kelly Mitchell,Treasurer of State,,R,Perry,Troy,51,6,0,57
William Tanoos,U.S. House,8,D,Perry,Troy,44,14,0,58
Larry D Bucshon,U.S. House,8,R,Perry,Troy,51,8,0,59
Write in,U.S. House,8,,Perry,Troy,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Troy,42,14,0,56
Erin Houchin,State Senate,47,R,Perry,Troy,54,8,0,62
Larry K Kleeman,State Representative,74,D,Perry,Troy,52,17,0,69
Stephen R. Bartels,State Representative,74,R,Perry,Troy,45,5,0,50
,Registered Voters,,,Perry,Anderson,,,,1016
,Ballots Cast,,,Perry,Anderson,,,,357
Joe Donnelly,U.S. Senate,,D,Perry,Anderson,164,141,0,305
Mike Braun,U.S. Senate,,R,Perry,Anderson,170,146,0,316
Lucy M Brenton,U.S. Senate,,L,Perry,Anderson,19,6,0,25
Write in,U.S. Senate,,,Perry,Anderson,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Anderson,153,127,0,280
Connie Lawson,Secretary of State,,R,Perry,Anderson,175,148,0,323
Mark W. Rutherford,Secretary of State,,L,Perry,Anderson,19,5,0,24
Write in,Secretary of State,,,Perry,Anderson,1,0,0,1
Joselyn Whitticker,Auditor of State,,D,Perry,Anderson,163,134,0,297
Tera Klutz,Auditor of State,,R,Perry,Anderson,165,140,0,305
John Schick,Auditor of State,,L,Perry,Anderson,16,6,0,22
John C. Aguilera,Treasurer of State,,D,Perry,Anderson,153,130,0,283
Kelly Mitchell,Treasurer of State,,R,Perry,Anderson,190,151,0,341
William Tanoos,U.S. House,8,D,Perry,Anderson,141,119,0,260
Larry D Bucshon,U.S. House,8,R,Perry,Anderson,209,168,0,377
Write in,U.S. House,8,,Perry,Anderson,0,1,0,1
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Anderson,146,133,0,279
Erin Houchin,State Senate,47,R,Perry,Anderson,204,158,0,362
Larry K Kleeman,State Representative,74,D,Perry,Anderson,190,150,0,340
Stephen R. Bartels,State Representative,74,R,Perry,Anderson,161,143,0,304
,Registered Voters,,,Perry,Clark 1,,,,388
,Ballots Cast,,,Perry,Clark 1,,,,162
Joe Donnelly,U.S. Senate,,D,Perry,Clark 1,50,29,0,79
Mike Braun,U.S. Senate,,R,Perry,Clark 1,102,40,0,142
Lucy M Brenton,U.S. Senate,,L,Perry,Clark 1,3,1,0,4
Write in,U.S. Senate,,,Perry,Clark 1,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Clark 1,47,26,0,73
Connie Lawson,Secretary of State,,R,Perry,Clark 1,102,41,0,143
Mark W. Rutherford,Secretary of State,,L,Perry,Clark 1,5,3,0,8
Write in,Secretary of State,,,Perry,Clark 1,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Clark 1,56,28,0,84
Tera Klutz,Auditor of State,,R,Perry,Clark 1,95,38,0,133
John Schick,Auditor of State,,L,Perry,Clark 1,3,4,0,7
John C. Aguilera,Treasurer of State,,D,Perry,Clark 1,55,28,0,83
Kelly Mitchell,Treasurer of State,,R,Perry,Clark 1,96,41,0,137
William Tanoos,U.S. House,8,D,Perry,Clark 1,50,26,0,76
Larry D Bucshon,U.S. House,8,R,Perry,Clark 1,103,44,0,147
Write in,U.S. House,8,,Perry,Clark 1,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Clark 1,49,27,0,76
Erin Houchin,State Senate,47,R,Perry,Clark 1,107,44,0,151
Larry K Kleeman,State Representative,74,D,Perry,Clark 1,60,30,0,90
Stephen R. Bartels,State Representative,74,R,Perry,Clark 1,95,41,0,136
,Registered Voters,,,Perry,Clark 2,,,,351
,Ballots Cast,,,Perry,Clark 2,,,,154
Joe Donnelly,U.S. Senate,,D,Perry,Clark 2,56,21,0,77
Mike Braun,U.S. Senate,,R,Perry,Clark 2,92,31,0,123
Lucy M Brenton,U.S. Senate,,L,Perry,Clark 2,3,1,0,4
Write in,U.S. Senate,,,Perry,Clark 2,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Clark 2,51,14,0,65
Connie Lawson,Secretary of State,,R,Perry,Clark 2,97,31,0,128
Mark W. Rutherford,Secretary of State,,L,Perry,Clark 2,0,2,0,2
Write in,Secretary of State,,,Perry,Clark 2,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Clark 2,57,15,0,72
Tera Klutz,Auditor of State,,R,Perry,Clark 2,87,32,0,119
John Schick,Auditor of State,,L,Perry,Clark 2,3,2,0,5
John C. Aguilera,Treasurer of State,,D,Perry,Clark 2,51,13,0,64
Kelly Mitchell,Treasurer of State,,R,Perry,Clark 2,98,36,0,134
William Tanoos,U.S. House,8,D,Perry,Clark 2,45,14,0,59
Larry D Bucshon,U.S. House,8,R,Perry,Clark 2,104,35,0,139
Write in,U.S. House,8,,Perry,Clark 2,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Clark 2,47,15,0,62
Erin Houchin,State Senate,47,R,Perry,Clark 2,103,34,0,137
Larry K Kleeman,State Representative,74,D,Perry,Clark 2,51,18,0,69
Stephen R. Bartels,State Representative,74,R,Perry,Clark 2,98,32,0,130
,Registered Voters,,,Perry,Leopold,,,,488
,Ballots Cast,,,Perry,Leopold,,,,206
Joe Donnelly,U.S. Senate,,D,Perry,Leopold,105,71,0,176
Mike Braun,U.S. Senate,,R,Perry,Leopold,91,69,0,160
Lucy M Brenton,U.S. Senate,,L,Perry,Leopold,5,6,0,11
Write in,U.S. Senate,,,Perry,Leopold,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Leopold,101,71,0,172
Connie Lawson,Secretary of State,,R,Perry,Leopold,86,69,0,155
Mark W. Rutherford,Secretary of State,,L,Perry,Leopold,8,0,0,8
Write in,Secretary of State,,,Perry,Leopold,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Leopold,98,69,0,167
Tera Klutz,Auditor of State,,R,Perry,Leopold,88,66,0,154
John Schick,Auditor of State,,L,Perry,Leopold,8,1,0,9
John C. Aguilera,Treasurer of State,,D,Perry,Leopold,100,70,0,170
Kelly Mitchell,Treasurer of State,,R,Perry,Leopold,94,68,0,162
William Tanoos,U.S. House,8,D,Perry,Leopold,94,73,0,167
Larry D Bucshon,U.S. House,8,R,Perry,Leopold,102,69,0,171
Write in,U.S. House,8,,Perry,Leopold,0,0,0,0
Nicholas A (Nick) Siler,State Senate,47,D,Perry,Leopold,103,71,0,174
Erin Houchin,State Senate,47,R,Perry,Leopold,98,72,0,170
Larry K Kleeman,State Representative,74,D,Perry,Leopold,114,78,0,192
Stephen R. Bartels,State Representative,74,R,Perry,Leopold,89,69,0,158
,Registered Voters,,,Perry,Oil,,,,782
,Ballots Cast,,,Perry,Oil,,,,308
Joe Donnelly,U.S. Senate,,D,Perry,Oil,98,71,0,169
Mike Braun,U.S. Senate,,R,Perry,Oil,182,82,0,264
Lucy M Brenton,U.S. Senate,,L,Perry,Oil,20,6,0,26
Write in,U.S. Senate,,,Perry,Oil,0,0,0,0
Jim Harper,Secretary of State,,D,Perry,Oil,90,65,0,156
Connie Lawson,Secretary of State,,R,Perry,Oil,197,88,0,285
Mark W. Rutherford,Secretary of State,,L,Perry,Oil,8,2,0,10
Write in,Secretary of State,,,Perry,Oil,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Perry,Oil,93,72,0,165
Tera Klutz,Auditor of State,,R,Perry,Oil,187,84,0,271
John Schick,Auditor of State,,L,Perry,Oil,13,0,0,13
