county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Whitley,Cleveland NORTHEAST,Ballots Cast,,,,129,19,0,148
Whitley,Cleveland NORTHWEST,Ballots Cast,,,,155,30,0,185
Whitley,Cleveland SOUTH,Ballots Cast,,,,107,10,0,117
Whitley,Columbia NORTHEAST,Ballots Cast,,,,78,25,0,103
Whitley,Columbia NORTHWEST,Ballots Cast,,,,41,33,0,74
Whitley,Columbia SOUTH,Ballots Cast,,,,142,60,0,202
Whitley,Columbia 1,Ballots Cast,,,,95,41,0,136
Whitley,Columbia 2,Ballots Cast,,,,140,71,0,211
Whitley,Columbia 3,Ballots Cast,,,,64,21,0,85
Whitley,Columbia 4,Ballots Cast,,,,76,12,0,88
Whitley,Columbia 5,Ballots Cast,,,,146,17,0,163
Whitley,Columbia 6,Ballots Cast,,,,120,41,0,161
Whitley,Columbia 7,Ballots Cast,,,,113,43,0,156
Whitley,Columbia 8,Ballots Cast,,,,50,6,0,56
Whitley,ETNA,Ballots Cast,,,,106,35,0,141
Whitley,TROY,Ballots Cast,,,,162,34,0,196
Whitley,Jefferson EAST,Ballots Cast,,,,216,38,0,254
Whitley,Jefferson WEST,Ballots Cast,,,,114,17,0,131
Whitley,Richland NORTH,Ballots Cast,,,,88,14,0,102
Whitley,Richland SOUTH,Ballots Cast,,,,106,30,0,136
Whitley,Smith EAST,Ballots Cast,,,,193,30,0,223
Whitley,Smith NORTHEAST,Ballots Cast,,,,361,60,0,421
Whitley,Smith NORTHWEST,Ballots Cast,,,,334,59,0,393
Whitley,Smith SOUTH,Ballots Cast,,,,198,39,0,237
Whitley,Smith WEST,Ballots Cast,,,,201,75,0,276
Whitley,Thorncreek NORTH,Ballots Cast,,,,147,57,0,204
Whitley,Thorncreek NORTHEAST,Ballots Cast,,,,139,22,0,161
Whitley,Thorncreek NORTHWEST,Ballots Cast,,,,173,45,0,218
Whitley,Thorncreek SOUTH,Ballots Cast,,,,210,62,0,272
Whitley,Union COLUMBIA CITY,Ballots Cast,,,,30,24,0,54
Whitley,Union EAST,Ballots Cast,,,,112,29,0,141
Whitley,Union WEST,Ballots Cast,,,,114,36,0,150
Whitley,Washington NORTH,Ballots Cast,,,,84,18,0,102
Whitley,Washington SOUTH,Ballots Cast,,,,82,7,0,89
Whitley,Total,Ballots Cast,,,,,,,
Whitley,Cleveland NORTHEAST,U.S. Senate,,Mike Braun,REP,34,4,0,38
Whitley,Cleveland NORTHWEST,U.S. Senate,,Mike Braun,REP,58,16,0,74
Whitley,Cleveland SOUTH,U.S. Senate,,Mike Braun,REP,29,2,0,31
Whitley,Columbia NORTHEAST,U.S. Senate,,Mike Braun,REP,23,8,0,31
Whitley,Columbia NORTHWEST,U.S. Senate,,Mike Braun,REP,13,5,0,18
Whitley,Columbia SOUTH,U.S. Senate,,Mike Braun,REP,49,22,0,71
Whitley,Columbia 1,U.S. Senate,,Mike Braun,REP,33,7,0,40
Whitley,Columbia 2,U.S. Senate,,Mike Braun,REP,49,24,0,73
Whitley,Columbia 3,U.S. Senate,,Mike Braun,REP,17,5,0,22
Whitley,Columbia 4,U.S. Senate,,Mike Braun,REP,27,4,0,31
Whitley,Columbia 5,U.S. Senate,,Mike Braun,REP,38,6,0,44
